ResourceID,brocade.id,card,order,source_field,Legacy Subject,Legacy Subject Type
525e25f0-3cd3-5f64-8f04-4d85ab1e3e64,tg:rubgr:222,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
184b3b4e-f741-557f-b1a3-2281f3f512ec,tg:rubgr:808,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
4f92d10b-f073-5b60-98a6-91f92cc89a5e,tg:rubgr:1256,Subjects,a::rub.33,ow.link,a::rub.33,related artworks
fab29d32-5f88-5809-8b32-baed852800d1,tg:rubgr:799,Subjects,a::rub.21:1,ow.link,a::rub.21:1,related artworks
2cf12894-70e3-5aff-a0b7-b92614f88dbb,tg:rubgr:5096,Subjects,a::rub.37,ow.link,a::rub.37,related artworks
2cf12894-70e3-5aff-a0b7-b92614f88dbb,tg:rubgr:5096,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
224c1d54-ae3a-5cd3-b492-a2ff8fbddddc,tg:rubgr:1485,Subjects,a::rub.39,ow.link,a::rub.39,related artworks
d77b195e-dead-5122-8d15-afd7cbe73ef9,tg:rubgr:664,Subjects,a::rub.19,ow.link,a::rub.19,related artworks
921505d2-51a6-55f4-931a-83c02271ee27,tg:rubgr:1344,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
9d6029b1-dce6-5433-8151-f0d84784ff95,tg:rubgr:1597,Subjects,a::rub.43,ow.link,a::rub.43,related artworks
10d44f11-4435-524c-ac52-b4f4796ec0ff,tg:rubgr:45,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
ca1b719c-6890-5eff-9096-197af0df9643,tg:rubgr:869,Subjects,a::rub.23:1,ow.link,a::rub.23:1,related artworks
b0775a9d-c7c0-561a-9899-ae8d18d70d56,tg:rubgr:32,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
d9a41428-1295-52da-b7c2-e5e06c96c055,tg:rubgr:4218,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
3ed8188d-135e-52b7-8d2a-1b1795796bd1,tg:rubgr:1919,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
9759ccb4-cefd-5160-b364-e618cab59fa6,tg:rubgr:886,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
0d55f7a3-184c-5971-b49f-630637940c05,tg:rubgr:2266,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
daf851b1-0846-55cd-96e3-19242f6bbe7f,tg:rubgr:1299,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
915154c8-3067-57bd-ba8f-8c591cfaa506,tg:rubgr:1276,Subjects,a::rub.34,ow.link,a::rub.34,related artworks
123d7df4-6933-5509-9de7-63e8c16b0783,tg:rubgr:701,Subjects,a::rub.20,ow.link,a::rub.20,related artworks
20c9d7ae-ea81-5e31-8778-dd024d6362f9,tg:rubgr:4920,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
289d0e1f-851a-58ab-b9d4-2eb9abbfdf80,tg:rubgr:1958,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
aaafa7bd-f167-527b-92d2-ac85679f8521,tg:rubgr:24,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
2c0d1c5c-3b3c-5ed3-a03e-1ac2b6e5e96a,tg:rubgr:1325,Subjects,a::rub.35:1,ow.link,a::rub.35:1,related artworks
bfa2d431-b279-59c6-8bbf-b5d17c89589f,tg:rubgr:4577,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
a3d4b194-a881-5bbe-a817-11ec536866ac,tg:rubgr:3949,Subjects,a::rub.39,ow.link,a::rub.39,related artworks
ed8fe60a-a0e9-5ec9-9ff4-15fc7d7fb094,tg:rubgr:557,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
b9627e75-86f9-5ac3-af74-54e56d4e01f9,tg:rubgr:107,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
b9627e75-86f9-5ac3-af74-54e56d4e01f9,tg:rubgr:107,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
92c376c2-d03c-52e7-b7ac-a58dbff0a2d8,tg:rubgr:1132,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
5bac6371-c8e3-5809-ad40-d9835b01511c,tg:rubgr:1923,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
fe6a2131-62d0-5b0e-b0df-0da7b44ce2db,tg:rubgr:5126,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
cc5e7d0e-e855-50e3-bebf-785dd006908f,tg:rubgr:150,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
9c2216bc-c3c5-52ba-aeaf-f332b4233d68,tg:rubgr:1309,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
0f83f22e-d2ed-5830-b4a5-86afc315aebc,tg:rubgr:146,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
e4e80074-4d13-5aba-8db9-faad7c8abe30,tg:rubgr:957,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
facb3e0f-8caf-5bb3-9a85-1af2d60be34d,tg:rubgr:1962,Subjects,a::rub.50:1,ow.link,a::rub.50:1,related artworks
3655b00c-5335-58c3-8e3f-c3bb49ed08c1,tg:rubgr:956,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
53a74990-be41-51a9-86fd-6aa56f0134f0,tg:rubgr:1963,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
e81a829a-c36e-544b-80cd-be0a80afcfeb,tg:rubgr:4327,Subjects,a::rub.32,ow.link,a::rub.32,related artworks
e81a829a-c36e-544b-80cd-be0a80afcfeb,tg:rubgr:4327,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
bf720e87-42d5-5b44-9353-2396043c5b8d,tg:rubgr:4720,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
4cd2f04a-7b90-5b3a-a69d-ce874577e248,tg:rubgr:147,Subjects,a::rub.7:1,ow.link,a::rub.7:1,related artworks
dc710c40-3f60-5807-8979-b453cb9fe657,tg:rubgr:5131,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
be32a227-e834-589d-b805-85de284ceacb,tg:rubgr:628,Subjects,a::rub.17,ow.link,a::rub.17,related artworks
be32a227-e834-589d-b805-85de284ceacb,tg:rubgr:628,Subjects,a::rub.38,ow.link,a::rub.38,related artworks
eb01ce12-b06b-589b-9b5e-f57ae69200a5,tg:rubgr:782,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
d196b7c2-44f9-5322-a472-18525d304831,tg:rubgr:1922,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
666707f3-0c09-5468-b792-1e9645d71d71,tg:rubgr:151,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
ee1cb4fc-61d8-5840-b883-6369ed3ae3ac,tg:rubgr:556,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
bf5ac1c5-bae9-5aa9-ad4b-caf4f7ebc7ed,tg:rubgr:106,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
6271ccb1-d8ff-592c-acf6-c5f6bbbd5550,tg:rubgr:1133,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
a92f8317-7448-5ddc-8a6e-aafc2e677f87,tg:rubgr:4576,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
b1ff3ce8-a3b3-51ee-bc4d-bfebc47024f3,tg:rubgr:25,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
d45363cc-5d2f-58b1-ac89-917661516682,tg:rubgr:1689,Subjects,a::rub.45,ow.link,a::rub.45,related artworks
270908e5-af8c-525c-af85-35f5e7e199fe,tg:rubgr:1959,Subjects,a::rub.50:1,ow.link,a::rub.50:1,related artworks
bb816a42-dc0c-54b3-a81c-f75fe041d576,tg:rubgr:1365,Subjects,a::rub.37,ow.link,a::rub.37,related artworks
4df9d007-19b8-5b0d-86a4-d7bbc2e28c1b,tg:rubgr:4921,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
d2324152-37d3-5039-8ffa-9fbf2ef197bc,tg:rubgr:2230,Subjects,a::rub.56,ow.link,a::rub.56,related artworks
3d1331f1-7883-562f-af94-d47d01dd2284,tg:rubgr:1277,Subjects,a::rub.34,ow.link,a::rub.34,related artworks
cbb70cf0-272b-5c28-97e2-3f23c0d3fb11,tg:rubgr:33,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
07b625be-fce2-501e-8584-f0a750d12f3d,tg:rubgr:4219,Subjects,a::rub.57,ow.link,a::rub.57,related artworks
b0f8f73d-6634-541f-88b0-19fefdc03d67,tg:rubgr:1918,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
af2981b0-ba52-5b1d-ae32-5ca554e6227e,tg:rubgr:887,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
938d58ef-a974-514e-b170-180cdbfa9854,tg:rubgr:44,Subjects,a::rub.48,ow.link,a::rub.48,related artworks
938d58ef-a974-514e-b170-180cdbfa9854,tg:rubgr:44,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
938d58ef-a974-514e-b170-180cdbfa9854,tg:rubgr:44,Subjects,a::rub.6,ow.link,a::rub.6,related artworks
c49d6a7d-fc72-521f-bf10-2ff72eb9a540,tg:rubgr:1345,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
a7741184-efc8-5ded-a4ed-4c610ddf27e1,tg:rubgr:1484,Subjects,a::rub.39:1,ow.link,a::rub.39:1,related artworks
7358d50f-d801-558d-a103-5eaef7f0d636,tg:rubgr:1607,Subjects,a::rub.44,ow.link,a::rub.44,related artworks
7358d50f-d801-558d-a103-5eaef7f0d636,tg:rubgr:1607,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
c3d8d228-08fa-5c60-9ff2-3293c1b80302,tg:rubgr:798,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
7e0b0814-9e67-5c3a-a6a6-2199694a7043,tg:rubgr:2197,Subjects,a::rub.53:1,ow.link,a::rub.53:1,related artworks
085288e6-0085-5c9c-bad5-1abfcf50a9da,tg:rubgr:2206,Subjects,a::rub.55,ow.link,a::rub.55,related artworks
aab054ef-890d-5c98-b39a-7de9ad0cb0bb,tg:rubgr:809,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,Subjects,a::rub.31,ow.link,a::rub.31,related artworks
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,Subjects,a::rub.32,ow.link,a::rub.32,related artworks
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,Subjects,a::rub.38,ow.link,a::rub.38,related artworks
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,Subjects,a::rub.41,ow.link,a::rub.41,related artworks
a35e6a50-8b0a-5dff-afe7-f92f9227b80c,tg:rubgr:223,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
333d37c2-29b9-57f6-9641-49324e792727,tg:rubgr:872,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
18ffbd6d-9e59-5768-9360-f6453c0fc102,tg:rubgr:29,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
3747eff1-6593-531b-a00a-0d8975bae634,tg:rubgr:1144,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
9479dedb-3ae2-5fe2-aee7-c74fa0a57562,tg:rubgr:171,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
85d72987-20fa-5961-9a3f-0a645ef016b7,tg:rubgr:521,Subjects,a::rub.14,ow.link,a::rub.14,related artworks
3dfe06e1-e7a7-50f4-8e36-d3046861d8f7,tg:rubgr:5042,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
3dfe06e1-e7a7-50f4-8e36-d3046861d8f7,tg:rubgr:5042,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
b4a9dacd-a5df-5433-8dec-d3db20e5fdfb,tg:rubgr:576,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
5db2e015-9f69-5cd2-ad85-8efdef1832eb,tg:rubgr:825,Subjects,a::rub.22,ow.link,a::rub.22,related artworks
b9f8ccb1-37b6-5ca7-9f28-4a7a78ff3bba,tg:rubgr:1955,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
5c702e64-92af-5bc9-9008-0d9022116f24,tg:rubgr:960,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
1670df3d-a100-5b16-9906-601035ac3384,tg:rubgr:1390,Subjects,a::rub.37,ow.link,a::rub.37,related artworks
65d8bf65-2479-5b96-875d-6e3166919a59,tg:rubgr:130,Subjects,a::rub.12:1,ow.link,a::rub.12:1,related artworks
65d8bf65-2479-5b96-875d-6e3166919a59,tg:rubgr:130,Subjects,a::rub.34:1,ow.link,a::rub.34:1,related artworks
65d8bf65-2479-5b96-875d-6e3166919a59,tg:rubgr:130,Subjects,a::rub.7:1,ow.link,a::rub.7:1,related artworks
f03b7fc7-7f63-5bd9-9bfb-2a94e6b2f1a4,tg:rubgr:560,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
f98cf225-0f0a-5d37-966f-7cbfe3a5a248,tg:rubgr:219,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
eb6029e5-28d1-54e2-807e-a4c816c32d98,tg:rubgr:167,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
99f9a6bc-90ca-5434-ae65-9e2a2ce7f3c9,tg:rubgr:1851,Subjects,a::rub.49,ow.link,a::rub.49,related artworks
21dc747b-a329-5b51-a55d-5ec10e1ec42f,tg:rubgr:1914,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
21dc747b-a329-5b51-a55d-5ec10e1ec42f,tg:rubgr:1914,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
d9d607ca-b8b5-5333-8b88-f8121dde5818,tg:rubgr:4215,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
d9d607ca-b8b5-5333-8b88-f8121dde5818,tg:rubgr:4215,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
9d509213-a4de-5c0c-80ac-3096b4222664,tg:rubgr:34,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
16137fa2-e60e-557c-b1e1-991ef724db0c,tg:rubgr:1335,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
f1762455-5024-573e-8b42-2be0f5982427,tg:rubgr:22,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
3fdc5888-65e7-594c-b2c7-629432aa25cb,tg:rubgr:1323,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
49d5360f-1d39-5b03-bcd5-a215222d2dbe,tg:rubgr:802,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
47caceaa-5a3e-5995-849f-179917071a66,tg:rubgr:551,Subjects,a::rub.15:1,ow.link,a::rub.15:1,related artworks
543c704f-6079-53b8-b58d-0670b83475cb,tg:rubgr:1134,Subjects,a::rub.26:1,ow.link,a::rub.26:1,related artworks
23693e6e-a2d7-5154-8e65-004e346948e5,tg:rubgr:1925,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
31336c31-3bbb-5e03-a87f-378351b95a93,tg:rubgr:1476,Subjects,a::rub.38,ow.link,a::rub.38,related artworks
c8961e55-f73b-5e89-9384-8b44300a72b7,tg:rubgr:156,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
695e9615-e66f-542c-99cd-8621bc59f05f,tg:rubgr:906,Subjects,a::rub.24,ow.link,a::rub.24,related artworks
60cd8f3d-7c71-5087-9662-b314efbd9c39,tg:rubgr:18,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
17f908bc-74a2-5e26-93f7-4c28b95d06f1,tg:rubgr:5136,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
ffab48e1-a089-5469-9687-166f10dce955,tg:rubgr:140,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
9104b440-a9cc-5862-9a9c-df9044016320,tg:rubgr:1964,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
c065ed68-e140-5267-933d-a89ce7a0cd90,tg:rubgr:2145,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
f1afd288-21a0-5323-8e2a-196b6c22359b,tg:rubgr:38,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
59d8c8f8-f806-58d7-8a9e-e2bda1c67575,tg:rubgr:863,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
6b183a22-1822-58c6-a188-a31e580f7255,tg:rubgr:530,Subjects,a::rub.14,ow.link,a::rub.14,related artworks
d7593c98-946a-51e0-b076-a50c21261abe,tg:rubgr:1155,Subjects,a::rub.28,ow.link,a::rub.28,related artworks
29eb6f20-6259-5464-b150-d7f36aa747c2,tg:rubgr:160,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
1df2034a-419e-5ca7-8083-e1d9f750d90b,tg:rubgr:1913,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
1df2034a-419e-5ca7-8083-e1d9f750d90b,tg:rubgr:1913,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
6dcb3947-1b3e-5bb2-9b92-b906c4a39ce1,tg:rubgr:137,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
3cbe8dee-ca3a-5ff3-9fc3-bb25c235d201,tg:rubgr:567,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
9d9b0447-c1a0-5e1f-bbc5-799ffa6fcb2f,tg:rubgr:822,Subjects,a::rub.22,ow.link,a::rub.22,related artworks
636ae7e5-7c0d-5677-a335-3ee090d05bfe,tg:rubgr:4746,Subjects,a::rub.6,ow.link,a::rub.6,related artworks
4fc95f58-f4c7-5ea9-9996-76d43b7b69ed,tg:rubgr:571,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
d6b7a55b-0a08-5375-aab5-71fecc717bed,tg:rubgr:121,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
0072f1a3-671f-5715-be6e-f78b1d091765,tg:rubgr:176,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
4e599f48-2cd3-585e-91b7-9d89a182de2e,tg:rubgr:1143,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
91844ff0-b1b2-5ec2-b6dd-d38c0315965d,tg:rubgr:5100,Subjects,a::rub.16,ow.link,a::rub.16,related artworks
91844ff0-b1b2-5ec2-b6dd-d38c0315965d,tg:rubgr:5100,Subjects,a::rub.49,ow.link,a::rub.49,related artworks
f49773b6-a97c-5813-a8f6-5800901f5109,tg:rubgr:1641,Subjects,a::rub.44,ow.link,a::rub.44,related artworks
33419c13-98c3-52cd-aa0e-f39d89a6bb07,tg:rubgr:224,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
78c2fcbd-9a15-54bf-8a40-9fedf3933d07,tg:rubgr:1138,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
2f02303f-dd7a-5784-a4b0-68b969f64fa3,tg:rubgr:1180,Subjects,a::rub.30,ow.link,a::rub.30,related artworks
a99b066a-4917-5d35-bdb6-08a9598960cf,tg:rubgr:5086,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
f5834ca1-ee93-558e-86f5-c90d7ee906e5,tg:rubgr:1483,Subjects,a::rub.39,ow.link,a::rub.39,related artworks
1f230dc6-5143-574f-907f-7281c86cbbab,tg:rubgr:1968,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
01f90409-5383-5048-a805-7ae93f4da00c,tg:rubgr:43,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
cfa1a910-6da9-529d-9fef-7330e249dba9,tg:rubgr:42,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
cfa1a910-6da9-529d-9fef-7330e249dba9,tg:rubgr:42,Subjects,a::rub.6,ow.link,a::rub.6,related artworks
db89b1cb-fb7c-59fa-823a-0b6143ed7f1f,tg:rubgr:376,Subjects,a::rub.11,ow.link,a::rub.11,related artworks
5be7ecf5-be85-578f-906f-2fa46bd8f47a,tg:rubgr:1482,Subjects,a::rub.39,ow.link,a::rub.39,related artworks
a3414e38-94c6-5cbb-af3f-510200cf48e3,tg:rubgr:2187,Subjects,a::rub.52,ow.link,a::rub.52,related artworks
8025c5ad-f994-5f0e-b149-9a4f0b63b0d4,tg:rubgr:5087,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
11df8c4a-fa33-5238-b65b-26ef0645f672,tg:rubgr:2200,Subjects,a::rub.53,ow.link,a::rub.53,related artworks
bee40e2d-bb87-5d06-acb0-2d6e64afc3bb,tg:rubgr:1139,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
2915b4b9-93b6-511e-9754-0347f1024022,tg:rubgr:1640,Subjects,a::rub.44,ow.link,a::rub.44,related artworks
4f3b97f2-732a-56bb-a8ba-b504a1bea76a,tg:rubgr:225,Subjects,a::rub.8,ow.link,a::rub.8,related artworks
654dfac6-3a96-5058-92c8-b5e3ca9470ee,tg:rubgr:1142,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
9938cc06-4e12-5cf8-bf64-85a1d4c4392e,tg:rubgr:5101,Subjects,a::rub.37,ow.link,a::rub.37,related artworks
07692dec-6a7c-55e7-a830-a97ecd6a17fd,tg:rubgr:1816,Subjects,a::rub.46,ow.link,a::rub.46,related artworks
3d903e2a-d5ed-5ed7-b325-31ea49cd2876,tg:rubgr:570,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
4d441ea4-d54d-55e9-8099-83e0d39e50e8,tg:rubgr:4747,Subjects,a::rub.6,ow.link,a::rub.6,related artworks
1df32157-4ce4-5481-9c6b-199ff0eb9495,tg:rubgr:966,Subjects,a::rub.25,ow.link,a::rub.25,related artworks
94b5f430-bc77-59cc-8946-6db88a501820,tg:rubgr:1953,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
a41f7508-758b-5154-8eb3-b2599265457e,tg:rubgr:136,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
4ece704d-5539-5ddb-b08b-4a6a5a4b1744,tg:rubgr:566,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
2018e19a-3d72-5970-896b-d3489ffe220c,tg:rubgr:39,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
b42cd663-167d-5140-868c-2572c228a6a7,tg:rubgr:4706,Subjects,a::rub.17,ow.link,a::rub.17,related artworks
7e4b6ed0-15ab-5b07-9a5f-829a92d45ddf,tg:rubgr:161,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
c34f77ef-3152-5dd5-884a-4b6a516a7416,tg:rubgr:4213,Subjects,a::rub.16,ow.link,a::rub.16,related artworks
ca004ecb-341c-5368-a55c-3d0db84ce842,tg:rubgr:1912,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
ca004ecb-341c-5368-a55c-3d0db84ce842,tg:rubgr:1912,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
6aa459bf-c5ea-548f-a364-5ff435aaaeab,tg:rubgr:1787,Subjects,a::rub.36,ow.link,a::rub.36,related artworks
6aa459bf-c5ea-548f-a364-5ff435aaaeab,tg:rubgr:1787,Subjects,a::rub.42,ow.link,a::rub.42,related artworks
6aa459bf-c5ea-548f-a364-5ff435aaaeab,tg:rubgr:1787,Subjects,a::rub.44,ow.link,a::rub.44,related artworks
1b40a22f-e2e3-5504-92dc-27661c035b5a,tg:rubgr:1965,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
98f8ced9-3c17-5d70-9755-451934af6473,tg:rubgr:907,Subjects,a::rub.24,ow.link,a::rub.24,related artworks
f635780a-a7eb-5777-ab47-4b7edfce1103,tg:rubgr:19,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
13957699-fd21-5ff0-b384-8e69c98225d8,tg:rubgr:141,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
64adecda-bb86-5c2d-8a77-e04647219a51,tg:rubgr:1924,Subjects,a::rub.50,ow.link,a::rub.50,related artworks
22824596-e42f-5614-b1f9-a00ea5f40fc5,tg:rubgr:157,Subjects,a::rub.7,ow.link,a::rub.7,related artworks
2c22415a-feef-5908-85c3-5030f76054c3,tg:rubgr:4730,Subjects,a::rub.49,ow.link,a::rub.49,related artworks
2c22415a-feef-5908-85c3-5030f76054c3,tg:rubgr:4730,Subjects,a::rub.9,ow.link,a::rub.9,related artworks
ead750c9-1448-5bfe-acdc-3e7be3c1374f,tg:rubgr:803,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
9da3c82c-b155-5761-bb47-3967218479fa,tg:rubgr:550,Subjects,a::rub.15,ow.link,a::rub.15,related artworks
f1dd50f0-1561-559f-a66d-5de82dadc5c7,tg:rubgr:1135,Subjects,a::rub.26,ow.link,a::rub.26,related artworks
43342bd4-55a3-543a-88d2-20138a0e5888,tg:rubgr:1322,Subjects,a::rub.35,ow.link,a::rub.35,related artworks
57da21bb-5a94-5ead-9934-9082142b9fee,tg:rubgr:747,Subjects,a::rub.21,ow.link,a::rub.21,related artworks
4c297e0e-3a9a-51b2-a0aa-9a499db91122,tg:rubgr:1226,Subjects,a::rub.30,ow.link,a::rub.30,related artworks
4c297e0e-3a9a-51b2-a0aa-9a499db91122,tg:rubgr:1226,Subjects,a::rub.41,ow.link,a::rub.41,related artworks
454e9eb5-8993-5652-a15e-56b42e3e49ea,tg:rubgr:4589,Subjects,a::rub.23,ow.link,a::rub.23,related artworks
1554fbe1-7337-5fdf-8db3-689828f503c5,tg:rubgr:1271,Subjects,a::rub.34,ow.link,a::rub.34,related artworks
139062da-9005-5a0a-a866-e8b2bee40388,tg:rubgr:35,Subjects,a::rub.5,ow.link,a::rub.5,related artworks
