ResourceID,Textual Actor Note,Textual Actor Role,brocade.id,card,order
babc702c-bbf3-5af2-93cd-99b1230e99cd,"Wragg, T.S.",recipients (people),tg:rubgr:143,Correspondence,1
db38613f-619c-5e94-a492-1d2832fa10f2,"Nicolson, Benedict",writers (clerical workers),tg:rubgr:5135,Correspondence,1
e91e3912-0d81-517d-a8f7-fe8fb59276bc,"Stridbeck, C.G.",recipients (people),tg:rubgr:1875,Correspondence,1
24381c4e-b5da-54be-9682-3feb674233ab,"Davies, Martin",recipients (people),tg:rubgr:905,Correspondence,1
62f9797f-6cc9-5b12-8342-356ea59bd505,"Hansmann, Axel",writers (clerical workers),tg:rubgr:4231,Correspondence,1
58f9dad5-aefb-51a1-84df-029f4c261146,"Finck, Robert",recipients (people),tg:rubgr:2473,Correspondence,1
8dbaed49-e966-53af-b746-86e1ca343f28,"Stewart, Iain",writers (clerical workers),tg:rubgr:4636,Correspondence,1
f2502373-1d2b-59a8-b7ba-cb832b6ddd94,"Pieper, Paul",writers (clerical workers),tg:rubgr:1967,Correspondence,1
b0eb9d3f-7fd9-59d2-a258-45e2ae12157b,"Seilern, Antoine",writers (clerical workers),tg:rubgr:952,Correspondence,1
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,"Novotny, Fritz",writers (clerical workers),tg:rubgr:5027,Correspondence,1
92db1678-975b-550e-a9da-c7cdcd19d76b,"Knab, Eckhart",recipients (people),tg:rubgr:3720,Correspondence,1
b5ae5c1d-16b4-5bbc-934d-39b21ae29bba,"Grafe, I.",writers (clerical workers),tg:rubgr:3370,Correspondence,1
37dfb7e8-1907-56a3-8523-c1184e5e3a0a,"Jost, Ingrid",writers (clerical workers),tg:rubgr:378,Correspondence,1
17fad3cb-2606-5932-990c-7c298181d17f,"Heim-Gairac, G.",writers (clerical workers),tg:rubgr:2561,Correspondence,1
69d232b3-13c8-5fc9-851a-11c177c05a56,"Klauner, Friderike",recipients (people),tg:rubgr:1208,Correspondence,1
fc8641b6-cb75-59e4-a1b5-51bbbba7bbea,"Pölnitz, Gerhard von",recipients (people),tg:rubgr:47,Correspondence,1
3dce4ff7-1002-543e-9a3e-3b351c72ef62,"Mensel, Karen Dimartino",writers (clerical workers),tg:rubgr:2706,Correspondence,1
dbe89c66-0159-59de-b6fa-2773876f800f,"Zeitler, Rudolf",recipients (people),tg:rubgr:4797,Correspondence,1
d05169d8-0e11-5a6c-8d7c-c204b4325fd2,"Bernald, Eugene",recipients (people),tg:rubgr:959,Correspondence,1
d98658b8-6509-5381-a4fe-0e3fd4e18f82,"Alpers, Svetlana",writers (clerical workers),tg:rubgr:1346,Correspondence,1
555abf99-6315-50d5-86ae-f1fef61c6abf,"Nicolson, Benedict",recipients (people),tg:rubgr:4514,Correspondence,1
9c6ec606-08a0-5bdf-a857-86bb113bf396,"Velde, Carl van de",writers (clerical workers),tg:rubgr:5305,Correspondence,1
4a7ff30e-2a75-5a6b-9963-598db01ac81d,"Hahn, Emeric",writers (clerical workers),tg:rubgr:4902,Correspondence,1
d81c710e-19da-5985-b2f3-b5f6b4cd707b,"Buuren, David van",writers (clerical workers),tg:rubgr:148,Correspondence,1
eff228a7-ced6-56d7-bc04-f134b20a3648,"Hassid, M.A.",recipients (people),tg:rubgr:1487,Correspondence,1
0628536d-8ccd-509d-b6d0-134856cd55f4,"Loescher, Robert J.",recipients (people),tg:rubgr:3510,Correspondence,1
eaa17bcb-2953-5dbe-ab5f-889736213d71,"Cormack, Malcolm",writers (clerical workers),tg:rubgr:3843,Correspondence,1
49ed39af-90ed-5210-be41-fa2c298e088e,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:5094,Correspondence,1
ced9be7d-d5a0-5ff4-9a00-5ce49ad9ad5a,"Destombes, Marcel",recipients (people),tg:rubgr:2244,Correspondence,1
4008d6f9-d4a0-5ef2-a53d-9ce695327a4d,"Roberts, Keith",writers (clerical workers),tg:rubgr:2497,Correspondence,1
b66dee50-91d9-590f-904d-92c28c3d4dee,"Borchard Metzger, Evelyn",writers (clerical workers),tg:rubgr:1311,Correspondence,1
741eaf5a-ce56-52e3-8f50-44036ec0e512,"Bruyn, J.",recipients (people),tg:rubgr:4406,Correspondence,1
d6a29515-b36b-5fd2-a639-b134f95bd2b5,"Descamps, Hubert",recipients (people),tg:rubgr:1254,Correspondence,1
59b8098c-8fbd-5c5f-91e6-655d69d11919,"Nicolson, Benedict",writers (clerical workers),tg:rubgr:5217,Correspondence,1
1c0e1ee2-d1f3-5f58-8541-7aa4f34c21bf,"Gilbert, Creighton",recipients (people),tg:rubgr:3855,Correspondence,1
0e0b317c-b6b5-5c6f-b434-2841151b266c,"Baur de Boer, P.",writers (clerical workers),tg:rubgr:4739,Correspondence,1
3fe07183-aab8-515e-b9e9-cc9ca0f837c6,"Preece, Warren E.",writers (clerical workers),tg:rubgr:3506,Correspondence,1
59335ba3-d563-5f5d-b12b-f5ee15f7729d,"Roskill, Mark W.",writers (clerical workers),tg:rubgr:4693,Correspondence,1
b25dc4b6-6798-5d31-9512-00bac4b17592,"Burgess, Renate",writers (clerical workers),tg:rubgr:2252,Correspondence,1
b25dc4b6-6798-5d31-9512-00bac4b17592,"Seilern, Antoine",recipients (people),tg:rubgr:2252,Correspondence,1
45af23b8-00d3-5176-8c5a-69e7c4406048,"Badt, Kurt",writers (clerical workers),tg:rubgr:918,Correspondence,1
b34b7b36-d744-593b-9990-40daedad41c8,"Coppet, Maurice Clément de",writers (clerical workers),tg:rubgr:2481,Correspondence,1
b34b7b36-d744-593b-9990-40daedad41c8,"Roberts, Keith",recipients (people),tg:rubgr:2481,Correspondence,1
b309270e-da09-57d7-9b25-af5b36dcf278,"Whittingham, J. Selby",writers (clerical workers),tg:rubgr:1242,Correspondence,1
d743b9c1-0df6-5f5a-aad7-32a1147f64b5,"Urbach, Susan",writers (clerical workers),tg:rubgr:627,Correspondence,1
9900cfb3-5c0c-5896-b63a-e61e57096486,"Demus, Klaus",writers (clerical workers),tg:rubgr:3551,Correspondence,1
0fe63487-efb6-588f-a72f-fc610a373dee,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:559,Correspondence,1
71564d89-3dd1-573f-898b-3a3219bc89cc,"Mensel, Karen Dimartino",writers (clerical workers),tg:rubgr:2710,Correspondence,1
d210d0f6-e0c5-55ce-af49-84d096678d11,"Knab, Eckhart",writers (clerical workers),tg:rubgr:3802,Correspondence,1
a5ea9c62-bd37-5a18-8456-2860077725e8,"Gronau, Carmen",writers (clerical workers),tg:rubgr:2205,Correspondence,1
1144d4eb-70fc-5802-9326-87555ce46a9f,"Rosenfeld, Myra Nan",recipients (people),tg:rubgr:5313,Correspondence,1
f9274a8f-ac44-5bc4-84a9-e98f7d2a3752,"Ingles, Elisabeth",writers (clerical workers),tg:rubgr:4447,Correspondence,1
0c2e081d-7f8b-5cef-b8e2-eed1abcbfc0a,"Martin, W.A.",recipients (people),tg:rubgr:3382,Correspondence,1
9650d81c-e642-5e72-bd2e-8979321c0db1,"Seabridge, Lilian",writers (clerical workers),tg:rubgr:220,Correspondence,1
67a61421-30e6-5319-9c01-f8b165bc9f9c,"Blunt, Anthony",writers (clerical workers),tg:rubgr:2593,Correspondence,1
a5de30d3-3829-5fcb-baba-466bbbc4d48a,"Finck, Robert",writers (clerical workers),tg:rubgr:2439,Correspondence,1
a5de30d3-3829-5fcb-baba-466bbbc4d48a,"Vincke, J.",recipients (people),tg:rubgr:2439,Correspondence,1
2f53abac-8c83-5069-ada9-ec4d037b99fb,"Boer, P. De",writers (clerical workers),tg:rubgr:4914,Correspondence,1
7c9276ac-f82b-5603-94a2-4fd2dc1301ec,"Grafe, I.",writers (clerical workers),tg:rubgr:5041,Correspondence,1
ef585d2d-1fe6-5c4d-a95d-3a942d6e334c,"Haviland, Simon",writers (clerical workers),tg:rubgr:4200,Correspondence,1
d159c47c-0a6a-531f-aef4-a32894274504,"Buuren, David van",recipients (people),tg:rubgr:172,Correspondence,1
260b6abc-cac4-5aa8-af01-57187b3e669e,"Demus, Klaus",recipients (people),tg:rubgr:871,Correspondence,1
bfae64d5-04d5-557a-be19-d6b342420b0d,"Stridbeck, C.G.",recipients (people),tg:rubgr:5104,Correspondence,1
65cb2016-816f-5625-9333-9ba7727f8a14,"Haverkamp-Begemann, E.",recipients (people),tg:rubgr:4596,Correspondence,1
22efbe49-48c9-590f-aa8c-9111434722e6,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4579,Correspondence,1
2898159f-054a-5611-baa1-dad5a5cb6079,"Bruyn, J.",recipients (people),tg:rubgr:3438,Correspondence,1
5e9dfc38-86b8-546d-a768-dd85ebd70649,"Scribani Rossi, Alfredo",writers (clerical workers),tg:rubgr:963,Correspondence,1
9aa00732-09e5-5300-a793-0c04a35a943e,"Compton, Michael",writers (clerical workers),tg:rubgr:575,Correspondence,1
0cdc016a-6350-548f-8739-7d3804b83ee6,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:4742,Correspondence,1
234d8ec3-0549-5fb6-8a82-74e423751af8,"Anderson, K.",writers (clerical workers),tg:rubgr:4892,Correspondence,1
8c431a76-bdd9-5311-9bf9-eae43d7944e2,"Goldscheider, Ludwig",writers (clerical workers),tg:rubgr:1686,Correspondence,1
c7f3b577-2fd8-5aaa-8a06-7e26e34f65b4,"Nicolson, Benedict",writers (clerical workers),tg:rubgr:5295,Correspondence,1
08fa269e-b47e-5a08-9fcd-09ca8b9d424d,"Monicault, C. de",recipients (people),tg:rubgr:2550,Correspondence,1
31d4fa47-c3bc-5aef-a94b-f01c16e34cef,"Battisti, Mariella de",recipients (people),tg:rubgr:4304,Correspondence,1
f1784a5f-2734-595d-9726-7c27916fe809,"Thompson, Francis",recipients (people),tg:rubgr:133,Correspondence,1
6ece1033-05d5-5768-93a4-041a5cfd3372,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:563,Correspondence,1
e9c2f9bb-93a7-57f9-bfa9-09c2dea48e2a,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4187,Correspondence,1
662b9932-b962-58e7-af28-6ac0d7f12f6d,"Near, Jenny",writers (clerical workers),tg:rubgr:2053,Correspondence,1
82c865fb-e5e7-5e95-9793-1f060f8cd3f9,"Winner, Matthias",writers (clerical workers),tg:rubgr:5283,Correspondence,1
7bc83c20-9564-5272-b8db-5ad3a3a27cf7,"Burgess, R.R.A.",recipients (people),tg:rubgr:1690,Correspondence,1
2f4b7938-bc9b-546e-9b68-8c6a293b2ebc,"Munhall, Edgar",writers (clerical workers),tg:rubgr:4216,Correspondence,1
fd638cfc-9f0c-5c93-ae94-82e618009039,"Boer, P. De",recipients (people),tg:rubgr:1917,Correspondence,1
8ffbce07-fdf5-5992-9781-6958651309a7,"Rubow, Jorn",recipients (people),tg:rubgr:5112,Correspondence,1
cdf1cd07-f092-55f6-8a88-91cf22574b21,"Horovitz, Bela",writers (clerical workers),tg:rubgr:4703,Correspondence,1
a2373bcf-4f9f-5730-9a85-223e173e22ed,"Hallett, Archibald Cameron Hollis",writers (clerical workers),tg:rubgr:534,Correspondence,1
0f4eeb1d-d17a-5e1f-864d-97a72a697b7d,"Preece, Warren E.",recipients (people),tg:rubgr:3496,Correspondence,1
32b6322b-ff9b-5380-b796-ff0bff29817c,"Stegenga, Th.",writers (clerical workers),tg:rubgr:4353,Correspondence,1
ad17fc6a-8731-5a77-928e-f024342c32ac,"Buuren, David van",recipients (people),tg:rubgr:164,Correspondence,1
ff38eaaa-da38-54e8-ae3a-5747931d01d6,"Finck, Robert",writers (clerical workers),tg:rubgr:2454,Correspondence,1
3139990c-9212-537a-b2d5-94c24676ad01,"Haverkamp-Begemann, Egbert",recipients (people),tg:rubgr:4580,Correspondence,1
f8bbb778-842a-5c5a-af78-e79492fab6d9,"Velde, Carl van de",recipients (people),tg:rubgr:5309,Correspondence,1
0b4d84f5-d937-53d4-b263-6f55c728a292,"Boer, P. De",recipients (people),tg:rubgr:2566,Correspondence,1
4de4d1c3-c55c-5cec-b7b7-73c1902d53b1,"Hasselt, Carlos van",writers (clerical workers),tg:rubgr:3727,Correspondence,1
31eb45f1-e2e9-544a-8875-04a6f0b676db,"Bloch, Vitale",recipients (people),tg:rubgr:3377,Correspondence,1
fbe7ad17-235c-5336-88aa-cd674d69a049,"Eichler, Fritz",recipients (people),tg:rubgr:2970,Correspondence,1
d6b31ff5-fe86-5d22-8e49-3924a969d07e,"Koetser, Leonard F.",writers (clerical workers),tg:rubgr:2423,Correspondence,1
7d14289f-7f06-5732-a892-8d08e97cb71a,"Blunt, Anthony",recipients (people),tg:rubgr:810,Correspondence,1
a81106b0-d69e-5ff7-9361-eb9947f91b04,"Bernald, Eugene",writers (clerical workers),tg:rubgr:955,Correspondence,1
a81106b0-d69e-5ff7-9361-eb9947f91b04,"Seilern, Antoine",recipients (people),tg:rubgr:955,Correspondence,1
0e7dedbf-6370-55b7-85c4-8b109472efd1,"Becker, H.",writers (clerical workers),tg:rubgr:1960,Correspondence,1
4cf23d96-23de-575d-9d80-32de747a3d8e,"Mensel, Karen Dimartino",recipients (people),tg:rubgr:1063,Correspondence,1
1122a716-6e19-510d-9de2-e0baa80316cb,"Gerson, H.",writers (clerical workers),tg:rubgr:3770,Correspondence,1
33fe427f-a6d5-5361-b43f-2aaecce0359f,"Karling, S.",writers (clerical workers),tg:rubgr:5098,Correspondence,1
33fe427f-a6d5-5361-b43f-2aaecce0359f,"Steneberg, K.E.",writers (clerical workers),tg:rubgr:5098,Correspondence,2
6f7f09e3-40af-5020-afc9-5b2b62a6fa71,"Grafe, I.",writers (clerical workers),tg:rubgr:4723,Correspondence,1
1f3f2e5c-9e0e-56b3-825a-3a92ab71450b,"Destombes, Marcel",writers (clerical workers),tg:rubgr:2248,Correspondence,1
404c66d8-055c-56f4-9298-cce60bcd5dd4,"Davies, Martin",writers (clerical workers),tg:rubgr:902,Correspondence,1
a3826825-819d-5dd1-8036-b50d2188ae49,"Heim-Gairac, Galerie",writers (clerical workers),tg:rubgr:2462,Correspondence,1
ba95dbb3-1927-5be2-b1e6-12b06464a209,"Künstler, Gustav",recipients (people),tg:rubgr:152,Correspondence,1
41b2bbce-45f0-5a57-95e3-5795b89dd378,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4735,Correspondence,1
55ce96b2-d09b-52a1-9bd3-dcf85da33d46,"Gilbert, Creighton",recipients (people),tg:rubgr:3859,Correspondence,1
79b9b1a4-d096-5ecc-9407-a63a4f8cdfd8,"Künstler, Gustav",writers (clerical workers),tg:rubgr:5124,Correspondence,1
1df782e9-f279-5f05-9266-a6ee86069afd,"Baur de Boer, P.",writers (clerical workers),tg:rubgr:1921,Correspondence,1
00b2dd39-d232-57b2-bb74-75293214d971,"Munhall, Edgar",recipients (people),tg:rubgr:4220,Correspondence,1
e76d255b-b5af-5a5f-9649-1baf8aa410cd,"Hasselt, Carlos van",recipients (people),tg:rubgr:3731,Correspondence,1
5434ed15-e9ff-5a13-b3ef-4ab873a3b64f,"Demus, Klaus",recipients (people),tg:rubgr:2570,Correspondence,1
c2a07c6a-18d2-5478-9333-6df585ae9ef2,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:555,Correspondence,1
42ba0d4e-8084-5d9a-a080-4a578b25f43e,"Grasshoff, Kurt",writers (clerical workers),tg:rubgr:4762,Correspondence,1
ee6cba3f-2782-5625-9c29-594809fc2976,"Spencer-Churchill, Edward George",recipients (people),tg:rubgr:3418,Correspondence,1
813c94b7-d987-5966-a040-110c7fb6115a,"Badt, Kurt",writers (clerical workers),tg:rubgr:943,Correspondence,1
fc24fbfc-9792-5aa9-8474-bad6648e3a0d,"Vervliet, Hendrik D.L.",writers (clerical workers),tg:rubgr:5221,Correspondence,1
7f65a77e-e086-502d-836d-0b43e08b0060,"Kent, C.H.W.",writers (clerical workers),tg:rubgr:4430,Correspondence,1
8e2ced68-4e02-512d-93dd-caee7f63978c,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4575,Correspondence,1
bcbc03d7-a823-5421-81cd-1194f472bafa,"Stridbeck, C.G.",recipients (people),tg:rubgr:5108,Correspondence,1
14abb71e-ac5b-5073-bcaf-0834f1b9c94b,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:26,Correspondence,1
ba680ea3-4f54-51f9-9160-a2b87bdba2e2,"Grafe, I.",writers (clerical workers),tg:rubgr:4719,Correspondence,1
351c0d30-2246-5385-bd0d-0098c0d1ee75,"Gibson, Walter S.",recipients (people),tg:rubgr:484,Correspondence,1
a91debc8-2863-5003-99d2-eb1da54dc254,"Arndt, Karl",writers (clerical workers),tg:rubgr:4467,Correspondence,1
f2bc5925-0111-54e9-83c4-679b1819816e,"Campbell, Lorne",recipients (people),tg:rubgr:1235,Correspondence,1
4c8b64dc-1086-564f-869d-6e8517256021,"Demus, Klaus",recipients (people),tg:rubgr:2049,Correspondence,1
d3a68e5b-df3a-5260-b067-99c4cb75e5f3,"Winner, Matthias",recipients (people),tg:rubgr:5276,Correspondence,1
a673b7ee-608b-5fdf-9ab0-f30d4d718d5f,"Koetser, Leonard F.",writers (clerical workers),tg:rubgr:2419,Correspondence,1
f6abb5ff-25da-58e0-959a-3be5d2403734,"Ludwig, Mario",writers (clerical workers),tg:rubgr:4172,Correspondence,1
f6abb5ff-25da-58e0-959a-3be5d2403734,"Cleveland, S.D.",recipients (people),tg:rubgr:4172,Correspondence,1
3b13ad59-6ae5-5137-a626-9be470de4026,"Schaefer, Scott",recipients (people),tg:rubgr:2675,Correspondence,1
2c9bec4b-8992-506b-8ec6-f690a93d0ad0,"Arndt, Karl",writers (clerical workers),tg:rubgr:3822,Correspondence,1
9f928035-1f44-575e-8574-f0dba186ec89,"Compton, Michael",writers (clerical workers),tg:rubgr:4922,Correspondence,1
23963355-59e5-5a07-a40b-74a762d03f32,"Haverkamp-Begemann, Egbert",writers (clerical workers),tg:rubgr:4471,Correspondence,1
9130b9e9-6fab-57ce-aefb-b949d7800642,"Mohnen, Wilhelm",writers (clerical workers),tg:rubgr:703,Correspondence,1
3032d4f6-f701-5f04-8340-1b547872c78f,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4867,Correspondence,1
e61419a8-6389-5dac-a1bf-a1b8bdc9ce16,"Velde, Carl van de",recipients (people),tg:rubgr:3834,Correspondence,1
99fd4ea6-ceab-5d53-a439-f76ca41d2aee,"Grasshoff, Kurt",writers (clerical workers),tg:rubgr:4758,Correspondence,1
58d72c1f-b39e-5f9b-8d63-f946c560f415,"Ranchicourt, J. de",recipients (people),tg:rubgr:1274,Correspondence,1
ceaf7efd-c900-53c9-bab5-dcdb6e9f9a23,"Hasselt, Carlos van",recipients (people),tg:rubgr:2634,Correspondence,1
477759e2-2e93-5eb3-9cbe-e1e32dd7cd12,"Corwin, Nancy A.",writers (clerical workers),tg:rubgr:2264,Correspondence,1
ab0c4134-6b1a-5ade-88a6-9219215bbe33,"Muller, Joseph-Emile",writers (clerical workers),tg:rubgr:884,Correspondence,1
874e289a-76f5-5139-aa26-fc6a64f4a929,"Buuren, David van",writers (clerical workers),tg:rubgr:168,Correspondence,1
409c7ee5-84ff-5b88-9e95-d7a3752ee03c,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:30,Correspondence,1
4b9a7cae-7f39-53e6-a886-12253e83b410,"Hasselt, Carlos van",writers (clerical workers),tg:rubgr:2635,Correspondence,1
dca2a9d0-78ed-5249-ae80-b298119b188f,"Muller, Joseph-Emile",recipients (people),tg:rubgr:885,Correspondence,1
44db2899-8251-5f6b-9b34-728310f64bb3,"Munhall, Edgar",recipients (people),tg:rubgr:2265,Correspondence,1
4a004345-b378-5945-beee-e4dbe3fd9a9b,"Buuren, David van",recipients (people),tg:rubgr:169,Correspondence,1
499bdd63-aa16-5c1f-b045-ee9ba62ca1ea,"Ranchicourt, J. de",recipients (people),tg:rubgr:1275,Correspondence,1
dc24ef14-4ba3-5775-b587-a23e651750b4,"Haverkamp-Begemann, Egbert",writers (clerical workers),tg:rubgr:3835,Correspondence,1
2bf781ed-876e-59e5-a346-7ae0e5724a47,"Carew, Ruth",recipients (people),tg:rubgr:4889,Correspondence,1
4e6ac81d-ee37-5b2b-bed8-97eaab5d7aaf,"Seabridge, Lilian",writers (clerical workers),tg:rubgr:217,Correspondence,1
08c2cbbe-507f-5f15-90a0-4cce69bb241b,"Kay, Marguerite",writers (clerical workers),tg:rubgr:4470,Correspondence,1
9d32c182-ad19-51cd-aba8-e01b6b4c2e58,"Baxandall, David",writers (clerical workers),tg:rubgr:1737,Correspondence,1
7a9b46ec-ffd0-561e-94b5-4ddb621dca4a,"Haverkamp-Begemann, E.",recipients (people),tg:rubgr:4866,Correspondence,1
677f04cf-7ad0-5691-9b52-f1721e087885,"Schaefer, Scott",writers (clerical workers),tg:rubgr:2674,Correspondence,1
15a9a32a-7059-5fca-9ab4-660dc1c42c90,"Compton, Michael",recipients (people),tg:rubgr:578,Correspondence,1
2eadc579-7eea-52a6-8539-c4abc080cca2,"Campbell, Lorne",writers (clerical workers),tg:rubgr:1234,Correspondence,1
73b31ce1-70ef-517a-8d5c-067282dc1242,"Winner, Matthias",writers (clerical workers),tg:rubgr:5277,Correspondence,1
9e854324-685e-53d1-9def-850520e6bc2b,"Anzelewski, Fedja",writers (clerical workers),tg:rubgr:5298,Correspondence,1
19ac304f-3f65-594c-859e-c17b46db310a,"Ludwig, Mario",recipients (people),tg:rubgr:4173,Correspondence,1
d1d167bd-b05d-59d6-b2b6-e3e29f947f3c,"Steneberg, K.E.",recipients (people),tg:rubgr:5109,Correspondence,1
77046cc4-9eff-543f-8d3b-d854f4fe5e99,"Pölnitz, Gerhard von",writers (clerical workers),tg:rubgr:27,Correspondence,1
238d755b-5730-524a-8694-378b9cd3c5d7,"Brod, Alfred",writers (clerical workers),tg:rubgr:2336,Correspondence,1
cb919d0d-6d9f-58f6-bcea-2389b6804260,"Boumans, René",recipients (people),tg:rubgr:5220,Correspondence,1
6f0df44e-26fc-536b-bd16-f27f5d905363,"Loescher, Robert J.",recipients (people),tg:rubgr:4431,Correspondence,1
cd9718c8-6d85-581e-9fb3-0bde4abf853f,"Grasshoff, Kurt",recipients (people),tg:rubgr:4763,Correspondence,1
5696b8f6-1992-5d30-901f-f9d9346a1f16,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:554,Correspondence,1
f11885a6-24a1-5cb9-bfc7-fef230dbe1cb,"Hope, Alexander",writers (clerical workers),tg:rubgr:942,Correspondence,1
f11885a6-24a1-5cb9-bfc7-fef230dbe1cb,"Seilern, Antoine",recipients (people),tg:rubgr:942,Correspondence,1
a3b168d6-d15d-53df-8d45-1858bd925c9c,"Demus, Klaus",writers (clerical workers),tg:rubgr:2571,Correspondence,1
fd6750c9-bd44-5029-b06d-e8a7dfd3fcf7,"Urry, W.",recipients (people),tg:rubgr:4919,Correspondence,1
e14c9f6f-cdd1-5d38-8620-061292869098,"Buuren, David van",writers (clerical workers),tg:rubgr:153,Correspondence,1
c72a0f3e-a509-5c25-a786-cab290db8210,"Boon, K.G.",recipients (people),tg:rubgr:4734,Correspondence,1
26778a9e-c8f0-5842-9c01-ff992bbce4ea,"Gilbert, Creighton",writers (clerical workers),tg:rubgr:3858,Correspondence,1
3b50952c-457d-5704-ae9e-0810fa0cc132,"Künstler, Gustav",writers (clerical workers),tg:rubgr:5125,Correspondence,1
e386d1c1-b355-5b69-adf5-f51ec22e2e5a,"Boer, P. De",writers (clerical workers),tg:rubgr:1920,Correspondence,1
0a97af2f-5d26-567f-aaa7-ee3530fcf9b2,"Gerson, H.",writers (clerical workers),tg:rubgr:3767,Correspondence,1
8e217604-7677-515a-ac2a-50b911238a5f,"Katz, H.",writers (clerical workers),tg:rubgr:3337,Correspondence,1
a76a80a8-44d4-5fed-b7a3-db072d68c0e4,"Nicolson, Benedict",writers (clerical workers),tg:rubgr:5133,Correspondence,1
41e91d05-6827-5894-96c1-59404c2930a1,"Stridbeck, C.G.",writers (clerical workers),tg:rubgr:5099,Correspondence,1
2ea4cc69-2719-5c1f-ba79-8343fa67d6ce,"Davies, Martin",recipients (people),tg:rubgr:903,Correspondence,1
fb0f2083-1392-55d6-83ef-44515bb886bb,"Rosenfeld, Myra Nan",writers (clerical workers),tg:rubgr:3771,Correspondence,1
9307c1b5-0eab-5caf-bb65-a6d8ea272070,"Bernald, Eugene",writers (clerical workers),tg:rubgr:954,Correspondence,1
1a001411-c79a-5714-9472-1b008d42aa49,"Mensel, Karen Dimartino",writers (clerical workers),tg:rubgr:1062,Correspondence,1
c2f7fb2c-c2e1-5e1c-b516-8d99d8589329,"Anzelewski, Fedja",recipients (people),tg:rubgr:5308,Correspondence,1
23496b16-007d-56ce-9304-1446bf1047d4,"Demus, Klaus",writers (clerical workers),tg:rubgr:2567,Correspondence,1
afad817a-23d8-5508-8830-89f4bb304a72,"Hahn, Emeric",writers (clerical workers),tg:rubgr:4519,Correspondence,1
a807d7f5-c3a7-5518-a018-ccb32575847d,"Eichler, Fritz",writers (clerical workers),tg:rubgr:2971,Correspondence,1
6af82a1e-0544-5694-9369-8873ec60b602,"Koetser, Leonard F.",recipients (people),tg:rubgr:2422,Correspondence,1
4e4e34be-540b-569f-b7c1-0ed825f830f6,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4581,Correspondence,1
5455585c-72ca-55af-9e3f-df020efce28a,"Munhall, Edgar",recipients (people),tg:rubgr:4217,Correspondence,1
744b5c44-1a7e-5819-8a36-bcb0844c48c4,"Boer, P. De",writers (clerical workers),tg:rubgr:1916,Correspondence,1
1d8a6d2c-ef46-59a3-8c97-e9d27776fbd2,"Buuren, David van",recipients (people),tg:rubgr:165,Correspondence,1
59f8fb22-c1e6-59dc-a899-3f32c27abadd,"Jacobsohn, Peter",writers (clerical workers),tg:rubgr:3497,Correspondence,1
79d2d32d-1412-58ac-81e1-5f55382315b5,"Magnaguagno, Luigi",recipients (people),tg:rubgr:2052,Correspondence,1
0a2c60e8-d937-5f6f-b25d-d83e35a5e8ed,"Haverkamp-Begemann, E.",writers (clerical workers),tg:rubgr:4885,Correspondence,1
94eba378-d199-54cb-9ef9-ed018e7baa67,"Brod, Alfred",recipients (people),tg:rubgr:2547,Correspondence,1
3ba83f01-8a14-5d3a-aca8-08b61ec3b6d9,"Winner, Matthias",recipients (people),tg:rubgr:5282,Correspondence,1
0d3eb0ea-e75d-51c9-b27c-bfbffb4e0b11,"Kordovsky, Josef",recipients (people),tg:rubgr:2394,Correspondence,1
dce82a3e-f3b0-503d-9b67-ce8f89552c2d,"Demus, Klaus",writers (clerical workers),tg:rubgr:1107,Correspondence,1
ad080c75-261f-5ca7-b98d-609fc18afee1,"Ruiter, Henri de",writers (clerical workers),tg:rubgr:562,Correspondence,1
086b0f64-f2d2-5876-93fa-e0c3c522ca5a,"Koetser, Leonard F.",writers (clerical workers),tg:rubgr:2414,Correspondence,1
0d74286c-4274-53b2-b68e-6a7a951963e0,"Nicolson, Benedict",writers (clerical workers),tg:rubgr:4893,Correspondence,1
47ab30ee-f536-5f9a-b307-06147fb3dc82,"Demus, Klaus",writers (clerical workers),tg:rubgr:2044,Correspondence,1
1295b7ec-d076-5f3c-9fd9-b701b65ad250,"Darracott, Joseph",recipients (people),tg:rubgr:4190,Correspondence,1
4edef5b2-c26d-5396-a8d2-6063f1f05ce3,"Becker, H.",recipients (people),tg:rubgr:1957,Correspondence,1
597bb85e-ef86-5e0b-8c47-6a40613382a4,"Andriessen, Jos",writers (clerical workers),tg:rubgr:962,Correspondence,1
597bb85e-ef86-5e0b-8c47-6a40613382a4,"Scribani Rossi, Alfredo",recipients (people),tg:rubgr:962,Correspondence,1
