ResourceID,brocade.id,card,order,Material
c88b8417-4e4d-588e-8563-06cef387aedf,tg:lhaq:8791,Materials,1,ago NOT FOUND IN: materiaal_types.csv
14130220-fc08-5fd4-8daf-baacbb9e21bf,tg:lhaq:8545,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
14130220-fc08-5fd4-8daf-baacbb9e21bf,tg:lhaq:8545,Materials,2,ink
14130220-fc08-5fd4-8daf-baacbb9e21bf,tg:lhaq:8545,Materials,1,ago NOT FOUND IN: materiaal_types.csv
ed0b409a-5f2c-52dd-bd3e-85460365196b,tg:lhaq:8816,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
ed0b409a-5f2c-52dd-bd3e-85460365196b,tg:lhaq:8816,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
64e3ce05-d87f-518b-8f37-08527b19aa6d,tg:lhaq:8400,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
64e3ce05-d87f-518b-8f37-08527b19aa6d,tg:lhaq:8400,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
19b37ec2-df19-5bca-897c-20a08d2c43c4,tg:lhaq:9138,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
f7d4daea-7676-5d9d-a9e7-931c8b75eff3,tg:lhaq:8683,Materials,1,pencils (drawing and writing equipment)
f7d4daea-7676-5d9d-a9e7-931c8b75eff3,tg:lhaq:8683,Materials,1,ago NOT FOUND IN: materiaal_types.csv
95d2f088-9016-5977-a73f-965fefdcf45e,tg:lhaq:8379,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
95d2f088-9016-5977-a73f-965fefdcf45e,tg:lhaq:8379,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
9c92da01-0b33-51c5-9461-36e52b804e63,tg:lhaq:7599,Materials,1,pencils (drawing and writing equipment)
9c92da01-0b33-51c5-9461-36e52b804e63,tg:lhaq:7599,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
6b19b4c5-0e8b-58c3-97fd-9aeab1fca1af,tg:lhaq:8396,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
6b19b4c5-0e8b-58c3-97fd-9aeab1fca1af,tg:lhaq:8396,Materials,1,aaq NOT FOUND IN: materiaal_types.csv
58d15ccf-75d6-577e-a7f7-9e98a43a6e7d,tg:lhaq:6388,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
58d15ccf-75d6-577e-a7f7-9e98a43a6e7d,tg:lhaq:6388,Materials,1,aoi NOT FOUND IN: materiaal_types.csv
5f6a8491-f85b-593e-912a-e7b31d42606d,tg:lhpa:379,Materials,1,sov NOT FOUND IN: materiaal_types.csv
c2caaf00-ab40-5346-86b4-5a5ec02b6d96,tg:lhpa:2560,Materials,1,sov NOT FOUND IN: materiaal_types.csv
538b9d4c-b8aa-5060-ab76-41c19e1bc953,tg:lhpa:9793,Materials,1,sov NOT FOUND IN: materiaal_types.csv
db8b420e-ceae-5216-b40c-b6573ce02f1a,tg:lhpa:396,Materials,1,sov NOT FOUND IN: materiaal_types.csv
7eb288d5-d591-5391-a01e-c3eccd423a59,tg:lhpa:9639,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
d72ce854-90a2-58bb-869b-81606d0abdcd,tg:lhpa:9510,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
d72ce854-90a2-58bb-869b-81606d0abdcd,tg:lhpa:9510,Materials,2,zwv NOT FOUND IN: materiaal_types.csv
b84ae808-1332-5bc6-bcbe-775f41598b90,tg:lhpa:400,Materials,1,sov NOT FOUND IN: materiaal_types.csv
ac3c0f60-a19b-5e21-bf7e-c05efbd45aa4,tg:lhpa:9681,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
f97cd8e0-8673-50d8-ba7c-5d2281e3c12f,tg:lhpa:284,Materials,1,sov NOT FOUND IN: materiaal_types.csv
33339c38-5ca7-58ea-903f-dc4e542ce997,tg:lhpa:9547,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
fac05dfe-60c4-50ba-8cdc-bf8bf056d4e6,tg:lhpa:142,Materials,1,sov NOT FOUND IN: materiaal_types.csv
adeabff7-b626-5821-9647-8f84e3cfd829,tg:lhpa:292,Materials,1,sov NOT FOUND IN: materiaal_types.csv
3812fb5f-a88b-5993-a418-9458230aea28,tg:lhpa:9697,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
a318fa0d-6327-5391-9409-ee5b96eadfed,tg:lhpa:338,Materials,1,sov NOT FOUND IN: materiaal_types.csv
1ffac3ee-5b69-5197-8a6e-1427a3379d08,tg:lhpa:7373,Materials,1,sov NOT FOUND IN: materiaal_types.csv
4401323a-2361-570f-a17d-59791c2338c0,tg:lhpa:9678,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
e33d42c9-40fc-59f3-8a5b-82a0aa46620d,tg:lhpa:9802,Materials,1,sov NOT FOUND IN: materiaal_types.csv
520cfdf9-6367-55d3-b906-8b1b8ecacb71,tg:lhpa:154,Materials,1,sov NOT FOUND IN: materiaal_types.csv
b1c7cd11-db23-5956-811e-528690803978,tg:lhpa:9551,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
00850040-6ff5-52ec-a026-ae40c66b24a2,tg:lhpa:9414,Materials,1,artists' brushes
00850040-6ff5-52ec-a026-ae40c66b24a2,tg:lhpa:9414,Materials,1,sov NOT FOUND IN: materiaal_types.csv
fe4e1877-1914-5f46-8deb-fe6208f7bf18,tg:lhpa:380,Materials,1,sov NOT FOUND IN: materiaal_types.csv
b67562ab-1568-5b91-9c46-7484faf5e09b,tg:lhpa:6923,Materials,1,sov NOT FOUND IN: materiaal_types.csv
9813c0e2-1e21-52d0-bb93-b7b45ae82c26,tg:lhpa:9506,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
9813c0e2-1e21-52d0-bb93-b7b45ae82c26,tg:lhpa:9506,Materials,2,zwv NOT FOUND IN: materiaal_types.csv
4d44907a-cd06-579d-9173-b33bbb493f95,tg:lhpa:103,Materials,1,sov NOT FOUND IN: materiaal_types.csv
5603900f-6ea9-5c8c-8e8c-113427a313ad,tg:lhpa:9654,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
1c7905f1-89d5-51c1-8ec3-412235e98ced,tg:lhpa:251,Materials,1,sov NOT FOUND IN: materiaal_types.csv
1494f174-7e03-5479-aa9f-e992a7894b10,tg:lhpa:601,Materials,1,sov NOT FOUND IN: materiaal_types.csv
9870f0ee-2fa4-5e40-9913-86c6a4856e85,tg:lhpa:314,Materials,1,sov NOT FOUND IN: materiaal_types.csv
a288f989-d3b3-55f4-8f57-adc61eab22d3,tg:lhpa:9711,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
e2ec72af-49ce-532b-8579-da044cef0a3e,tg:lhpa:9592,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
3531132d-f315-57d6-8f8f-9cb24486e57b,tg:lhpa:482,Materials,1,svo NOT FOUND IN: materiaal_types.csv
73601230-0605-5dcd-9bf6-42c3440a0e55,tg:lhpa:9603,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
df120a8b-f672-538e-82fc-c7fb8f02e6e7,tg:lhpa:9746,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
df120a8b-f672-538e-82fc-c7fb8f02e6e7,tg:lhpa:9746,Materials,2,wax crayons
6bd0e668-01b9-5c19-ae28-f9528ed9f9e9,tg:lhpa:343,Materials,1,sov NOT FOUND IN: materiaal_types.csv
16142d6f-6255-5d76-b4ee-aef6e8dc8f4c,tg:lhpa:590,Materials,1,sov NOT FOUND IN: materiaal_types.csv
e9f0ec00-3c75-53e3-9a9b-9a80b2d840d9,tg:lhpa:9195,Materials,1,sov NOT FOUND IN: materiaal_types.csv
6d4fa3b4-8a0c-5b4c-8e56-99528b3f5c30,tg:lhpa:98,Materials,1,sov NOT FOUND IN: materiaal_types.csv
b7b2b902-03f6-5f1b-a480-8558ee48b888,tg:lhpa:77,Materials,1,sov NOT FOUND IN: materiaal_types.csv
f0447fca-17f5-51b2-94c2-467c6f9f3101,tg:lhpa:9480,Materials,1,wax crayons
f0447fca-17f5-51b2-94c2-467c6f9f3101,tg:lhpa:9480,Materials,1,sov NOT FOUND IN: materiaal_types.csv
350dda1d-5ddb-51c1-a7e7-99105c69ebec,tg:lhpa:9615,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
a20cd3da-4907-5c85-a850-c7330405ebb8,tg:lhpa:210,Materials,1,sov NOT FOUND IN: materiaal_types.csv
bd87811a-f6a4-5342-a410-26f67531ceb0,tg:lhpa:640,Materials,1,sov NOT FOUND IN: materiaal_types.csv
de7575d6-d37e-5523-ab2a-9a6898c06a42,tg:lhpa:355,Materials,1,sov NOT FOUND IN: materiaal_types.csv
609d613e-3562-5dee-9006-f68b50ad0456,tg:lhpa:9750,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
609d613e-3562-5dee-9006-f68b50ad0456,tg:lhpa:9750,Materials,2,pencils (drawing and writing equipment)
65a2f5ca-d001-547f-b29a-61a7fd359258,tg:lhpa:9183,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
65a2f5ca-d001-547f-b29a-61a7fd359258,tg:lhpa:9183,Materials,2,pencils (drawing and writing equipment)
2d00bf8c-56ad-5801-9932-4d44bd12c0e8,tg:lhpa:586,Materials,1,sov NOT FOUND IN: materiaal_types.csv
c6a14f47-5a04-57e5-8b3e-9c5f36ea301a,tg:lhpa:9479,Materials,1,sac NOT FOUND IN: materiaal_types.csv
c29d2a4b-3611-5a63-9a8c-e2bf8e704d80,tg:lhpa:9496,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
c29d2a4b-3611-5a63-9a8c-e2bf8e704d80,tg:lhpa:9496,Materials,2,pencils (drawing and writing equipment)
702ea6c1-30a2-5d48-997c-7dcdcb166bde,tg:lhpa:569,Materials,1,sov NOT FOUND IN: materiaal_types.csv
4ebc82ac-648a-5279-b863-f86a881a4713,tg:lhpa:139,Materials,1,sov NOT FOUND IN: materiaal_types.csv
e2f5d299-d40c-5004-8d79-ae597578efcb,tg:lhpa:617,Materials,1,sov NOT FOUND IN: materiaal_types.csv
85776233-fe15-57c4-adda-ec8ffe6b34fe,tg:lhpa:247,Materials,1,sov NOT FOUND IN: materiaal_types.csv
16e4c6ee-97d7-502a-b868-d3a741713b94,tg:lhpa:9642,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
c3d9a9d3-eddf-5aeb-beb7-e6a9e06407fd,tg:lhpa:9707,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
b5616fb4-9bb0-5d97-b0a5-404ef5a8cf5a,tg:lhpa:302,Materials,1,sov NOT FOUND IN: materiaal_types.csv
05a65fb2-1f9a-5999-a1fa-45853ec86b80,tg:lhpa:9584,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
dfcba7d3-2553-5453-b4fc-e043ee65b570,tg:lhpa:36,Materials,1,sov NOT FOUND IN: materiaal_types.csv
c0ae4346-dd83-51bc-972e-2c7380e10081,tg:lhpa:549,Materials,1,sov NOT FOUND IN: materiaal_types.csv
1160b4f3-7ca0-5213-b62f-42f1eea62d70,tg:lhpa:9459,Materials,1,sov NOT FOUND IN: materiaal_types.csv
5513fefe-9541-5398-9865-850bfa47d42e,tg:lhpa:375,Materials,1,sov NOT FOUND IN: materiaal_types.csv
63b4c2a5-77f7-52fc-bbdd-e6a4e83750c6,tg:lhpa:9770,Materials,1,India ink (ink)
63b4c2a5-77f7-52fc-bbdd-e6a4e83750c6,tg:lhpa:9770,Materials,2,zlv NOT FOUND IN: materiaal_types.csv
88407ad7-f9a0-5b2d-832d-65051ee2fe63,tg:lhpa:9635,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
07043d6c-a589-5e3b-84fa-c9903f499d6b,tg:lhpa:230,Materials,1,sov NOT FOUND IN: materiaal_types.csv
06e83595-7bbe-5462-bfed-1f006d939837,tg:lhpa:9818,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
a785297c-6cb8-5ee3-8ea9-5ea11aea07fa,tg:lhpa:288,Materials,1,sov NOT FOUND IN: materiaal_types.csv
9d94a289-e69e-5df8-8461-3be914d9bf2c,tg:lhpa:9727,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
9d94a289-e69e-5df8-8461-3be914d9bf2c,tg:lhpa:9727,Materials,2,zwv NOT FOUND IN: materiaal_types.csv
702df348-01bf-5299-9af3-9f1f9af38fc8,tg:lhpa:322,Materials,1,sov NOT FOUND IN: materiaal_types.csv
b381ef8b-c2ad-5ae4-bc9a-7d09fc7a7d6d,tg:lhpa:7369,Materials,1,sov NOT FOUND IN: materiaal_types.csv
a96b42db-2973-53e9-b2fe-3cbe7b942cd5,tg:lhpa:637,Materials,1,sov NOT FOUND IN: materiaal_types.csv
e55a114a-6419-56b9-90d0-9b39b737cf79,tg:lhpa:267,Materials,1,sov NOT FOUND IN: materiaal_types.csv
6e07d7f7-7dc2-5c9c-b592-f43c562f3f46,tg:lhpa:9662,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
c8c0e8b6-f81e-5a73-a3c0-23a631caad66,tg:lhpa:158,Materials,1,sov NOT FOUND IN: materiaal_types.csv
6545879f-ad88-550f-bdeb-735b7ff203e4,tg:lhpa:9418,Materials,1,sov NOT FOUND IN: materiaal_types.csv
f3ff1eee-3378-5c78-8710-4ddb0792ab2b,tg:lhpa:334,Materials,1,sov NOT FOUND IN: materiaal_types.csv
c3e9ac48-815b-5a3e-a703-9b55929f0889,tg:lhpa:9731,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
3c7df989-7a42-5f8e-98e7-4b9a09dd7f0f,tg:lhpa:9674,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
825127e7-56a8-5c82-b9d8-9f015a1ad022,tg:lhpa:271,Materials,1,sov NOT FOUND IN: materiaal_types.csv
64674d62-44e8-51ba-811f-9272580f0320,tg:lhpa:621,Materials,1,sov NOT FOUND IN: materiaal_types.csv
2558e195-0c14-5a53-87bc-0574d2f88030,tg:lhpa:2192,Materials,1,sov NOT FOUND IN: materiaal_types.csv
35905dd3-37e7-5e9a-9982-59a05387f272,tg:lhpa:9766,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
35905dd3-37e7-5e9a-9982-59a05387f272,tg:lhpa:9766,Materials,2,pencils (drawing and writing equipment)
39fd835a-bf9b-5a2e-8958-24bc2bacf7fc,tg:lhpa:363,Materials,1,sov NOT FOUND IN: materiaal_types.csv
f2889b12-4ffd-5971-8f3a-fdcefb16ee8a,tg:lhpa:2595,Materials,1,sov NOT FOUND IN: materiaal_types.csv
25f1b872-8e66-5eec-9c25-ff504ca35a16,tg:lhpa:9789,Materials,1,sov NOT FOUND IN: materiaal_types.csv
70fa53b2-0886-5b0f-a73f-ca169a39984d,tg:lhpa:226,Materials,1,sov NOT FOUND IN: materiaal_types.csv
0be148ce-ee35-511c-be69-29efd9cad05c,tg:lhpa:9623,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
60c0387e-2e4c-50b3-bd95-52aed8065b14,tg:lhpa:9064,Materials,1,sov NOT FOUND IN: materiaal_types.csv
d472ab51-6149-578b-8a50-93e68e6a105d,tg:lhpa:174,Materials,1,sov NOT FOUND IN: materiaal_types.csv
1fbb5818-0e60-5ee5-a8e5-d7ca7fd3ffb8,tg:lhpa:9571,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
8623b6db-b6e7-5070-b562-ed809907cb7e,tg:lhpa:9658,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
3dc40b82-f876-5b98-9ab8-44a0d6fac364,tg:lhpa:9463,Materials,1,sov NOT FOUND IN: materiaal_types.csv
64028217-2c71-5206-aee5-26e51c81595c,tg:lhpa:573,Materials,1,sov NOT FOUND IN: materiaal_types.csv
cde6c27f-40b2-597b-9dd9-1f8c45dfa3b8,tg:lhpa:9526,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
cde6c27f-40b2-597b-9dd9-1f8c45dfa3b8,tg:lhpa:9526,Materials,2,pens (drawing and writing implements)
cde6c27f-40b2-597b-9dd9-1f8c45dfa3b8,tg:lhpa:9526,Materials,3,pencils (drawing and writing equipment)
87de057f-eac4-5cf7-a9e4-194d8e065685,tg:lhpa:9475,Materials,1,sov NOT FOUND IN: materiaal_types.csv
45aa0e1b-4cf5-55cc-8e2a-a88e2d590c38,tg:lhpa:82,Materials,1,sov NOT FOUND IN: materiaal_types.csv
420467bc-b62d-5858-8b63-f500a712da2f,tg:lhpa:135,Materials,1,sov NOT FOUND IN: materiaal_types.csv
3746e716-c5e1-570e-b71c-54b103810933,tg:lhpa:9530,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
db58c1c9-a5e6-5e8a-8372-dcf738341762,tg:lhpa:565,Materials,1,sov NOT FOUND IN: materiaal_types.csv
282f528d-151a-5221-99f9-54749e068664,tg:lhpa:9619,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
ca52d17e-0698-5ab2-9f20-1f199ccc8926,tg:lhpa:359,Materials,1,sov NOT FOUND IN: materiaal_types.csv
c36f8e60-e230-580e-97b1-0ef760ec8db2,tg:lhpa:9588,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
64891017-20f6-5292-8631-383441bfdcaa,tg:lhpa:9567,Materials,1,mixed media
22b5a555-d0cc-57d8-b765-f8c7bde25afe,tg:lhpa:162,Materials,1,sov NOT FOUND IN: materiaal_types.csv
31e49c88-6a71-52a6-85cf-557f434abfe0,tg:lhpa:9834,Materials,1,colored pencils
31e49c88-6a71-52a6-85cf-557f434abfe0,tg:lhpa:9834,Materials,2,charcoal (material)
31e49c88-6a71-52a6-85cf-557f434abfe0,tg:lhpa:9834,Materials,1,sac NOT FOUND IN: materiaal_types.csv
6f05728d-09fc-5f1c-baf4-f9d678d2bd1b,tg:lhpa:6554,Materials,1,sov NOT FOUND IN: materiaal_types.csv
e3e97fd8-e86d-5006-ba0e-ea5fef138287,tg:lhpa:9589,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
36b6b10b-b741-53a7-8a12-0b0d3151b279,tg:lhpa:533,Materials,1,sov NOT FOUND IN: materiaal_types.csv
2e95bf45-77a2-5103-866f-1851c6f0d976,tg:lhpa:499,Materials,1,sov NOT FOUND IN: materiaal_types.csv
77cea688-aec2-5676-95be-450caf893811,tg:lhpa:9566,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
d71b2fa9-2bbe-5b8b-a218-d8217ec2152f,tg:lhpa:163,Materials,1,sov NOT FOUND IN: materiaal_types.csv
727d286d-3356-5c61-b4a2-9e921f055c75,tg:lhpa:9618,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
e2f5dc26-6c20-5163-a3fb-3aad0a4af34a,tg:lhpa:358,Materials,1,sov NOT FOUND IN: materiaal_types.csv
50a1fbf2-26a2-5a09-8ec5-d4c109f3103e,tg:lhpa:9474,Materials,1,sov NOT FOUND IN: materiaal_types.csv
7367c1b1-9022-58a3-81fb-bf3b7d17c114,tg:lhpa:83,Materials,1,sov NOT FOUND IN: materiaal_types.csv
d0686dec-19eb-57cb-83ba-8d66cf53cf25,tg:lhpa:134,Materials,1,sov NOT FOUND IN: materiaal_types.csv
85a61c27-1245-5ebf-8ee6-b0fc17c5f4c0,tg:lhpa:9531,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
4f34ab37-4dc7-51ce-a1f5-93ed5ca0d395,tg:lhpa:564,Materials,1,sov NOT FOUND IN: materiaal_types.csv
cdd56d09-17d0-5bdd-8956-8ee25cb93fb2,tg:lhpa:6902,Materials,1,sag NOT FOUND IN: materiaal_types.csv
b2c13b7b-e069-5886-b2f3-3ac19dc8e723,tg:lhpa:95,Materials,1,sov NOT FOUND IN: materiaal_types.csv
7d5f3fc6-b8a0-5d0c-a515-b2ef282b3544,tg:lhpa:9462,Materials,1,sov NOT FOUND IN: materiaal_types.csv
60d40247-f938-5dee-a6bf-e0de3be4d83e,tg:lhpa:572,Materials,1,sov NOT FOUND IN: materiaal_types.csv
9a6ecb34-4ddb-5d20-b2b4-752bc0ab8fec,tg:lhpa:9527,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
9a6ecb34-4ddb-5d20-b2b4-752bc0ab8fec,tg:lhpa:9527,Materials,2,pens (drawing and writing implements)
9a6ecb34-4ddb-5d20-b2b4-752bc0ab8fec,tg:lhpa:9527,Materials,3,pencils (drawing and writing equipment)
6be385a7-1289-5fe9-98d4-1d97fd2c77de,tg:lhpa:9659,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
8e86b958-f324-5cb7-873f-65e4dfccf093,tg:lhpa:4342,Materials,1,sov NOT FOUND IN: materiaal_types.csv
5231170e-2adc-5e8c-976c-032a6529a70b,tg:lhpa:9570,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
e1568096-39d6-51aa-b4fa-74db438bf157,tg:lhpa:9767,Materials,1,sov NOT FOUND IN: materiaal_types.csv
1beb296b-7200-57c5-8de2-3dc9fc012d58,tg:lhpa:362,Materials,1,sov NOT FOUND IN: materiaal_types.csv
e439647c-8aec-580f-8e7c-41fe9b1e67fd,tg:lhpa:9788,Materials,1,sov NOT FOUND IN: materiaal_types.csv
a8c25837-3272-5059-8fb9-f72cd3323341,tg:lhpa:227,Materials,1,sov NOT FOUND IN: materiaal_types.csv
ddc8b5a4-8f6c-560b-9ea4-aed5e3a07ff3,tg:lhpa:9622,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
3053e3c9-0c8e-5b7a-bed5-5537cfe65ea6,tg:lhpa:335,Materials,1,sov NOT FOUND IN: materiaal_types.csv
ffc19594-6d9e-5368-8316-3f99d0647a44,tg:lhpa:9730,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
ffc19594-6d9e-5368-8316-3f99d0647a44,tg:lhpa:9730,Materials,2,zdv NOT FOUND IN: materiaal_types.csv
ffc19594-6d9e-5368-8316-3f99d0647a44,tg:lhpa:9730,Materials,3,zdv NOT FOUND IN: materiaal_types.csv
aa9407d9-ab68-5ff6-9b39-9f38f0570873,tg:lhpa:9675,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
2b49a85e-23b6-5dba-81a7-d8978f829c78,tg:lhpa:270,Materials,1,sov NOT FOUND IN: materiaal_types.csv
0191b2df-a168-5942-9311-6e715ef1191f,tg:lhpa:620,Materials,1,sov NOT FOUND IN: materiaal_types.csv
d4fcdbf5-c6e2-543a-9b52-05ae7cac3ac0,tg:lhpa:8434,Materials,1,sov NOT FOUND IN: materiaal_types.csv
d34e49f0-5ffe-5ede-9c16-ccfb02a0cc7f,tg:lhpa:159,Materials,1,sov NOT FOUND IN: materiaal_types.csv
4e9fa9c6-1513-5ad5-8617-1b3ac7183a03,tg:lhpa:9419,Materials,1,sov NOT FOUND IN: materiaal_types.csv
ea0d814d-9d9a-5fa5-9001-c332d7dfbe01,tg:lhpa:289,Materials,1,sov NOT FOUND IN: materiaal_types.csv
96b4dbca-4a9e-5936-b4a2-46d86dd546c9,tg:lhpa:9726,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
96b4dbca-4a9e-5936-b4a2-46d86dd546c9,tg:lhpa:9726,Materials,2,zwv NOT FOUND IN: materiaal_types.csv
c9b5fdfb-7dff-5f12-9720-3abc80f1ca8a,tg:lhpa:323,Materials,1,sov NOT FOUND IN: materiaal_types.csv
248a799c-7112-550d-8bc0-13146f17b643,tg:lhpa:636,Materials,1,sov NOT FOUND IN: materiaal_types.csv
ce7cc69a-aa25-5d0b-b05d-9c9f99915bc4,tg:lhpa:266,Materials,1,sov NOT FOUND IN: materiaal_types.csv
fca31d81-884f-5ef9-96fe-6009056bb000,tg:lhpa:9663,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
0e2676e0-8142-5c7e-894e-cf5d545c6b90,tg:lhpa:9819,Materials,1,zwv NOT FOUND IN: materiaal_types.csv
0e2676e0-8142-5c7e-894e-cf5d545c6b90,tg:lhpa:9819,Materials,2,felt-tip pens
e9af223d-7b9f-53e7-9e6c-c863c5d04b00,tg:lhpa:8530,Materials,1,svo NOT FOUND IN: materiaal_types.csv
2ba72d5a-9dfb-5f4d-b0b2-a8c80d2629ff,tg:lhpa:374,Materials,1,sov NOT FOUND IN: materiaal_types.csv
3ad07255-3782-516f-8d1b-380501ec8188,tg:lhpa:9771,Materials,1,India ink (ink)
3ad07255-3782-516f-8d1b-380501ec8188,tg:lhpa:9771,Materials,2,zlv NOT FOUND IN: materiaal_types.csv
bc6b338e-a0a5-52e6-8665-14c79b36c469,tg:lhpa:9634,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
069a2ce7-6fa8-5075-aad1-a09776c3bd1e,tg:lhpa:231,Materials,1,sov NOT FOUND IN: materiaal_types.csv
586d972d-128b-5fe6-afc1-d367967031e3,tg:lhpa:548,Materials,1,sov NOT FOUND IN: materiaal_types.csv
558e2fec-e17b-5f09-9f53-9101495b00f0,tg:lhpa:40,Materials,1,sov NOT FOUND IN: materiaal_types.csv
1e138164-ac9f-5792-94b9-ac3e50dc4e35,tg:lhpa:9458,Materials,1,sov NOT FOUND IN: materiaal_types.csv
a06e6ed7-09f8-5a01-8aef-0b23211f78b8,tg:lhpa:9585,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
481d14e6-4b62-5740-9e2f-6092114c25c2,tg:lhpa:37,Materials,1,sov NOT FOUND IN: materiaal_types.csv
4dace4a6-8cef-5916-b0fd-f25b1c3f6a54,tg:lhpa:616,Materials,1,sov NOT FOUND IN: materiaal_types.csv
744cf551-4078-5ad7-9273-5a27ef49356c,tg:lhpa:246,Materials,1,sov NOT FOUND IN: materiaal_types.csv
4d642534-1ecd-5f4f-ad01-69e4f6083a11,tg:lhpa:9643,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
1f2b2985-d280-5cb9-80da-ef04d889c1c1,tg:lhpa:9706,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
6d579a0d-ee36-53dd-b0fe-6d9c11505e68,tg:lhpa:303,Materials,1,sov NOT FOUND IN: materiaal_types.csv
4690208e-355f-5244-b8ec-4f53fe829030,tg:lhpa:587,Materials,1,sov NOT FOUND IN: materiaal_types.csv
a4c53afe-11ff-5432-bc04-005098027ec9,tg:lhpa:568,Materials,1,sov NOT FOUND IN: materiaal_types.csv
5082f899-5e27-5931-96cd-ddc4b730e26e,tg:lhpa:9497,Materials,1,sov NOT FOUND IN: materiaal_types.csv
06afac74-4889-5597-ac0b-2b65623db515,tg:lhpa:138,Materials,1,sov NOT FOUND IN: materiaal_types.csv
226eefc5-11db-5983-970f-16cc49bae070,tg:lhpa:60,Materials,1,sov NOT FOUND IN: materiaal_types.csv
67275b1f-b409-5c68-8a2f-f114d471586f,tg:lhpa:9614,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
c472211e-912d-529d-97a9-04783f827348,tg:lhpa:211,Materials,1,sov NOT FOUND IN: materiaal_types.csv
d27263aa-d8ef-55a7-b58f-198ef787ff2c,tg:lhpa:641,Materials,1,sov NOT FOUND IN: materiaal_types.csv
db0c8a68-74f0-5560-a174-8f0ab4c581aa,tg:lhpa:354,Materials,1,sov NOT FOUND IN: materiaal_types.csv
af804f48-6664-5a6a-a833-155619d3ffb6,tg:lhpa:9751,Materials,1,zaq NOT FOUND IN: materiaal_types.csv
af804f48-6664-5a6a-a833-155619d3ffb6,tg:lhpa:9751,Materials,2,pencils (drawing and writing equipment)
c05db113-7d54-5fb7-8924-4c8419526567,tg:lhpa:4533,Materials,1,zdv NOT FOUND IN: materiaal_types.csv
cbcadd44-1a35-5a0d-80e7-d6cfbd45c247,tg:lhpa:99,Materials,1,sov NOT FOUND IN: materiaal_types.csv
cf285a6f-4dd1-5389-8365-ddd03a1697a9,tg:lhpa:76,Materials,1,sov NOT FOUND IN: materiaal_types.csv
