Object Number,Record Type,URL,ResourceID,Reference Number,Carrier Type,Carrier Colour,Temporary Location Note,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhpa:6813,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:6813/N,cf801458-817b-577b-8fab-f2eb1add9436,BE-ANN07/pa/000000492,carbon paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cf801458-817b-577b-8fab-f2eb1add9436,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:4341,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:4341/N,801d95ca-86d2-56ec-9922-3b6b62fe396e,BE-ANN07/pa/000000475,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/801d95ca-86d2-56ec-9922-3b6b62fe396e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9573,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9573/N,5e836547-eae4-5243-b85f-40e8820cd4d2,BE-ANN07/pa/000000673,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5e836547-eae4-5243-b85f-40e8820cd4d2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9820,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9820/N,223b0e65-a86a-594e-b601-afdb61bee483,BE-ANN07/pa/000000911,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/223b0e65-a86a-594e-b601-afdb61bee483,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9436,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9436/N,5bc0c834-384a-5c5d-859d-5675b6dcf211,BE-ANN07/pa/000000542,carbon paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5bc0c834-384a-5c5d-859d-5675b6dcf211,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:1641,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:1641/N,f56e7596-5346-5803-804b-83ecd732b23b,BE-ANN07/pa/000000456,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f56e7596-5346-5803-804b-83ecd732b23b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:224,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:224/N,9f0d1fcc-9c70-5032-80f0-78f7c985e49e,BE-ANN07/pa/000000139,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9f0d1fcc-9c70-5032-80f0-78f7c985e49e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9621,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9621/N,87fbdbfe-804e-599e-9477-60c3f7e9e89a,BE-ANN07/pa/000000721,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/87fbdbfe-804e-599e-9477-60c3f7e9e89a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9764,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9764/N,7aff0d22-91f7-5716-97fc-d9ed620392df,BE-ANN07/pa/000000863,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7aff0d22-91f7-5716-97fc-d9ed620392df,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:361,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:361/N,a98da4b3-ef11-52e0-a8a3-84a66b7eaeb4,BE-ANN07/pa/000000274,canvas (textile material),,In Permanente vanaf 16/10/2004.,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a98da4b3-ef11-52e0-a8a3-84a66b7eaeb4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9508,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9508/N,7a2e423b-7389-52af-aa11-388d9cc92cce,BE-ANN07/pa/000000609,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7a2e423b-7389-52af-aa11-388d9cc92cce,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9676,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9676/N,55b8225a-3dee-5645-b3c6-ebd20c7dffd2,BE-ANN07/pa/000000776,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/55b8225a-3dee-5645-b3c6-ebd20c7dffd2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:273,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:273/N,d85aca87-09a2-5e90-81ea-b58373cbdb12,BE-ANN07/pa/000000188,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d85aca87-09a2-5e90-81ea-b58373cbdb12,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:623,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:623/N,d05435d9-8770-5cb3-b83d-8f727f1f6ff7,BE-ANN07/pa/000000425,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d05435d9-8770-5cb3-b83d-8f727f1f6ff7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:336,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:336/N,20da2a21-ed78-57d5-8af0-05fc12eb97a1,BE-ANN07/pa/000000249,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/20da2a21-ed78-57d5-8af0-05fc12eb97a1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9733,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9733/N,73c20456-4dd7-5e0e-8cb7-102efa4a1ba1,BE-ANN07/pa/000000833,paper (fiber product),blue (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/73c20456-4dd7-5e0e-8cb7-102efa4a1ba1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9699,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9699/N,0c7173e9-ff67-583d-a10d-1fe100f977c3,BE-ANN07/pa/000000799,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0c7173e9-ff67-583d-a10d-1fe100f977c3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:1883,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:1883/N,b14f1924-a6f1-502c-994b-623d8742b793,BE-ANN07/pa/000000458,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b14f1924-a6f1-502c-994b-623d8742b793,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:635,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:635/N,38793710-0bbd-5373-ba24-66664f9f7fb8,BE-ANN07/pa/000000435,cardboard,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/38793710-0bbd-5373-ba24-66664f9f7fb8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:265,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:265/N,42247620-e90c-5e52-8474-14c7b7c32063,BE-ANN07/pa/000000180,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/42247620-e90c-5e52-8474-14c7b7c32063,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9660,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9660/N,50d6baba-9331-5e36-bf8a-0ced61fed6cb,BE-ANN07/pa/000000760,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/50d6baba-9331-5e36-bf8a-0ced61fed6cb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:7384,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:7384/N,c2d21a04-8dee-5bf8-b732-f07473b3235b,BE-ANN07/pa/000000508,particle board,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2d21a04-8dee-5bf8-b732-f07473b3235b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:3778,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:3778/N,cdb835e6-7fd8-56c1-a62d-963446ec009f,BE-ANN07/pa/000000472,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cdb835e6-7fd8-56c1-a62d-963446ec009f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9725,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9725/N,06a7f33e-46e5-54c1-ba2e-3ebbc6721846,BE-ANN07/pa/000000825,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/06a7f33e-46e5-54c1-ba2e-3ebbc6721846,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:320,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:320/N,b6d6841f-c8b4-5de9-b98e-0d12bfe99220,BE-ANN07/pa/000000234,canvas (textile material),,In Permanente vanaf 16/10/2004.,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b6d6841f-c8b4-5de9-b98e-0d12bfe99220,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9549,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9549/N,df5f7f5b-083e-55eb-91df-60f6cdf315ce,BE-ANN07/pa/000000649,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/df5f7f5b-083e-55eb-91df-60f6cdf315ce,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9637,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9637/N,7b4e9058-ca6f-515b-8e7d-8d0ff83abc5d,BE-ANN07/pa/000000737,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7b4e9058-ca6f-515b-8e7d-8d0ff83abc5d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:232,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:232/N,323ac09b-124c-5c7a-85ae-1958b026fe0f,BE-ANN07/pa/000000147,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/323ac09b-124c-5c7a-85ae-1958b026fe0f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:398,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:398/N,d925b2bc-887a-5a0b-924e-559d4f3fdfcc,BE-ANN07/pa/000000311,panel (wood by form),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d925b2bc-887a-5a0b-924e-559d4f3fdfcc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:377,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:377/N,f23a969e-a7e1-5de7-9c7e-2ae95765d1cf,BE-ANN07/pa/000000290,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f23a969e-a7e1-5de7-9c7e-2ae95765d1cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:3685,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:3685/N,c7effd59-b62c-5834-8369-c550818006f0,BE-ANN07/pa/000000470,carbon paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c7effd59-b62c-5834-8369-c550818006f0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:1342,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:1342/N,db49caa9-5fb7-5ec9-9b44-e489aea7b3ff,BE-ANN07/pa/000000445,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/db49caa9-5fb7-5ec9-9b44-e489aea7b3ff,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:43,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:43/N,015ffea9-3849-5682-84d0-70ad4697418a,BE-ANN07/pa/000000019,wood (plant material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/015ffea9-3849-5682-84d0-70ad4697418a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:42,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:42/N,478a85ce-06df-50e1-8803-4db263602175,BE-ANN07/pa/000000018,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/478a85ce-06df-50e1-8803-4db263602175,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9636,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9636/N,44c828e9-ca1c-5049-8f1b-e42e9501b365,BE-ANN07/pa/000000736,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44c828e9-ca1c-5049-8f1b-e42e9501b365,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:233,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:233/N,1a817f24-ef9d-5bc2-a78d-b8cadc487960,BE-ANN07/pa/000000148,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1a817f24-ef9d-5bc2-a78d-b8cadc487960,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:3391,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:3391/N,aa8fbbeb-8acc-5f9f-bed8-ef8f2d175e1d,BE-ANN07/pa/000000467,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aa8fbbeb-8acc-5f9f-bed8-ef8f2d175e1d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:376,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:376/N,1d9ae8aa-320e-543e-a253-d64c7cfd8340,BE-ANN07/pa/000000289,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1d9ae8aa-320e-543e-a253-d64c7cfd8340,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:1343,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:1343/N,cff4473c-34de-5ff0-9a78-dfca5bfa3309,BE-ANN07/pa/000000446,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cff4473c-34de-5ff0-9a78-dfca5bfa3309,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9548,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9548/N,90b04b7a-94e4-5740-ba48-0df540055b30,BE-ANN07/pa/000000648,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/90b04b7a-94e4-5740-ba48-0df540055b30,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:15,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:15/N,00283f9e-6840-5768-a91c-005ac3ee3501,BE-ANN07/pa/000000001,panel (wood by form),,Bureau boekhouding,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00283f9e-6840-5768-a91c-005ac3ee3501,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:634,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:634/N,3abcc617-c81a-5898-8563-a00839ec0dfd,BE-ANN07/pa/000000434,panel (wood by form),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3abcc617-c81a-5898-8563-a00839ec0dfd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:264,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:264/N,fe773f5a-51fa-5acd-a656-f565ed85f4cf,BE-ANN07/pa/000000179,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fe773f5a-51fa-5acd-a656-f565ed85f4cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9661,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9661/N,dfc07ab9-98e2-52da-b1be-2f6cf331dacf,BE-ANN07/pa/000000761,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dfc07ab9-98e2-52da-b1be-2f6cf331dacf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9724,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9724/N,c37c459c-df21-5a98-98b2-e737bd043360,BE-ANN07/pa/000000824,tracing paper,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c37c459c-df21-5a98-98b2-e737bd043360,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:321,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:321/N,0b193f56-d1a8-5924-a125-d05e871c1150,BE-ANN07/pa/000000235,wood (plant material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0b193f56-d1a8-5924-a125-d05e871c1150,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:1882,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:1882/N,85e49e79-be70-5155-8d25-e6baefa1e35c,BE-ANN07/pa/000000457,cardboard,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/85e49e79-be70-5155-8d25-e6baefa1e35c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9677,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9677/N,2bfbe6c1-34f9-5ebc-beed-7a799818c88f,BE-ANN07/pa/000000777,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2bfbe6c1-34f9-5ebc-beed-7a799818c88f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:272,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:272/N,d68c3a2f-b022-531a-ba6c-0a5816df3cf4,BE-ANN07/pa/000000187,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d68c3a2f-b022-531a-ba6c-0a5816df3cf4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:622,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:622/N,3eb9a7e0-e34d-5bbd-8d1e-18cbf5489294,BE-ANN07/pa/000000424,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3eb9a7e0-e34d-5bbd-8d1e-18cbf5489294,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:337,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:337/N,acc4141a-a165-5b53-b25d-0c43f0c92a0f,BE-ANN07/pa/000000250,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/acc4141a-a165-5b53-b25d-0c43f0c92a0f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9732,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9732/N,efc29020-7955-5e1b-ade2-e1eb25803ca5,BE-ANN07/pa/000000832,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/efc29020-7955-5e1b-ade2-e1eb25803ca5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9698,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9698/N,4289611d-f75c-5826-8c0f-b17e1c5ad059,BE-ANN07/pa/000000798,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4289611d-f75c-5826-8c0f-b17e1c5ad059,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9509,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9509/N,136d01a2-89f3-502e-be89-ae7e733a1a3e,BE-ANN07/pa/000000610,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/136d01a2-89f3-502e-be89-ae7e733a1a3e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:6756,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:6756/N,3a41faac-f9fd-53ab-a9fc-b20fb70f2d64,BE-ANN07/pa/000000490,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3a41faac-f9fd-53ab-a9fc-b20fb70f2d64,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:225,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:225/N,31c43da5-630f-50e1-9b07-36092740e0e6,BE-ANN07/pa/000000140,canvas (textile material),,"V1 B schilderijencompactusruimte, tegen de muur.",Letterenhuis,https://data.letterenhuis.be/ark:/24970/31c43da5-630f-50e1-9b07-36092740e0e6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9620,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9620/N,da2949c5-a78e-52ee-b348-3ee621482901,BE-ANN07/pa/000000720,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/da2949c5-a78e-52ee-b348-3ee621482901,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9765,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9765/N,630abf13-730a-509e-b98e-7c6c744a8845,BE-ANN07/pa/000000864,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/630abf13-730a-509e-b98e-7c6c744a8845,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:360,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:360/N,4fc06bbd-7042-5762-9fce-af94dad25332,BE-ANN07/pa/000000273,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4fc06bbd-7042-5762-9fce-af94dad25332,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9572,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9572/N,9877dc49-5b72-553e-9d36-b7db9390643f,BE-ANN07/pa/000000672,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9877dc49-5b72-553e-9d36-b7db9390643f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9821,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9821/N,aed3dde7-2560-567f-a85d-e93f4739085d,BE-ANN07/pa/000000912,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aed3dde7-2560-567f-a85d-e93f4739085d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9437,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9437/N,480b7616-bc9f-5029-b492-5602d0ea75da,BE-ANN07/pa/000000543,paper (fiber product),ivory (color),,Letterenhuis,https://data.letterenhuis.be/ark:/24970/480b7616-bc9f-5029-b492-5602d0ea75da,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:462,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:462/N,58515aa0-2a0e-5569-90ad-9d5043c6d50f,BE-ANN07/pa/000000317,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58515aa0-2a0e-5569-90ad-9d5043c6d50f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:6812,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:6812/N,b20e8d62-6fd9-5290-a6da-55b71fcec9ed,BE-ANN07/pa/000000491,,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b20e8d62-6fd9-5290-a6da-55b71fcec9ed,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:78,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:78/N,bb579730-a348-5791-82c0-428baa9ce80f,BE-ANN07/pa/000000047,panel (wood by form),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bb579730-a348-5791-82c0-428baa9ce80f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:570,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:570/N,eb2167fb-9aac-535a-a1cc-8abc386e5b47,BE-ANN07/pa/000000374,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eb2167fb-9aac-535a-a1cc-8abc386e5b47,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9525,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9525/N,6f675266-1b3e-5f9f-8bb4-c35fa5198df1,BE-ANN07/pa/000000626,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6f675266-1b3e-5f9f-8bb4-c35fa5198df1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9460,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9460/N,8dc520de-d7c0-594d-a056-474c5078af08,BE-ANN07/pa/000000564,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8dc520de-d7c0-594d-a056-474c5078af08,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:97,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:97/N,9caf1df5-8ef6-5b6b-86f6-b6a442a126d5,BE-ANN07/pa/000000064,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9caf1df5-8ef6-5b6b-86f6-b6a442a126d5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:9749,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:9749/N,cfd295f3-be48-5140-be18-211f75660136,BE-ANN07/pa/000000849,paper (fiber product),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cfd295f3-be48-5140-be18-211f75660136,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:1379,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:1379/N,f6d4e7a0-908a-50a7-b059-07c3db8aaef8,BE-ANN07/pa/000000451,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f6d4e7a0-908a-50a7-b059-07c3db8aaef8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:209,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:209/N,974767d7-fbdb-5052-bf8c-20cc0ec3f323,BE-ANN07/pa/000000124,canvas (textile material),,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/974767d7-fbdb-5052-bf8c-20cc0ec3f323,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhpa:136,Schilderijen,https://anet.be/record/opaclhobj/tg:lhpa:136/N,afd7d29f-0964-5062-840d-d3a16dcde270,BE-ANN07/pa/000000084,cardboard,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/afd7d29f-0964-5062-840d-d3a16dcde270,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
