Object Number,Record Type,URL,ResourceID,Reference Number,Status,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhdc:657,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:657/N,b17c9313-6811-5d86-a189-fc00e1289841,BE-ANN07/dc/000000586,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b17c9313-6811-5d86-a189-fc00e1289841,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1662,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1662/N,ee432797-a163-5f95-a170-10c004f60f15,BE-ANN07/dc/000001559,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ee432797-a163-5f95-a170-10c004f60f15,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4030,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4030/N,cbb96d7a-f899-578d-8e9f-821e9783f672,BE-ANN07/dc/000003905,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cbb96d7a-f899-578d-8e9f-821e9783f672,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1232,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1232/N,5a2a8cb9-b0ae-557b-9382-527355539d3d,BE-ANN07/dc/000001139,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5a2a8cb9-b0ae-557b-9382-527355539d3d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2808,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2808/N,5322f388-c7ab-5093-b1c6-d234320b5378,BE-ANN07/dc/000002693,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5322f388-c7ab-5093-b1c6-d234320b5378,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1727,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1727/N,92c89467-4148-5816-9aa0-639749d441eb,BE-ANN07/dc/000001623,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/92c89467-4148-5816-9aa0-639749d441eb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:712,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:712/N,ac111497-279a-5574-a638-c24db8f62b35,BE-ANN07/dc/000000641,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ac111497-279a-5574-a638-c24db8f62b35,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1377,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1377/N,00e75a16-b5d6-559b-933b-da69683f2ca6,BE-ANN07/dc/000001282,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/00e75a16-b5d6-559b-933b-da69683f2ca6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4175,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4175/N,57ef1b41-d4c2-53cb-a23b-e913bfab297d,BE-ANN07/dc/000004050,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/57ef1b41-d4c2-53cb-a23b-e913bfab297d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:342,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:342/N,86af526e-aa73-5c08-9600-ca3ef25cb929,BE-ANN07/dc/000000287,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/86af526e-aa73-5c08-9600-ca3ef25cb929,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2275,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2275/N,98e8871b-9c67-5628-b32f-07e7fcf8dda5,BE-ANN07/dc/000002167,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/98e8871b-9c67-5628-b32f-07e7fcf8dda5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:895,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:895/N,5a93983d-0f9b-560e-ad29-adde02101561,BE-ANN07/dc/000000826,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5a93983d-0f9b-560e-ad29-adde02101561,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2625,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2625/N,fa5c64e2-be9f-560d-a55a-b0622a56d203,BE-ANN07/dc/000002516,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fa5c64e2-be9f-560d-a55a-b0622a56d203,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3937,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3937/N,275bc447-4997-5ec0-9e5d-b8008c650e1b,BE-ANN07/dc/000003815,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/275bc447-4997-5ec0-9e5d-b8008c650e1b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1459,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1459/N,e9ae0712-b5b6-522f-8e70-5bd52ead5dca,BE-ANN07/dc/000001359,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e9ae0712-b5b6-522f-8e70-5bd52ead5dca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3464,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3464/N,afdf6d56-16e4-5b62-bbb5-a4bb9fadbc2c,BE-ANN07/dc/000003343,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/afdf6d56-16e4-5b62-bbb5-a4bb9fadbc2c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:196,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:196/N,f9b559a9-4e0c-52f1-ae64-34ee5dfc649d,BE-ANN07/dc/000000158,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f9b559a9-4e0c-52f1-ae64-34ee5dfc649d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1009,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1009/N,6189d5d4-6aea-507d-b38b-0caa5436c691,BE-ANN07/dc/000000936,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6189d5d4-6aea-507d-b38b-0caa5436c691,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3034,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3034/N,15fc6cfb-74cb-5dae-b2a5-cc20b6b2ec1a,BE-ANN07/dc/000002918,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/15fc6cfb-74cb-5dae-b2a5-cc20b6b2ec1a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3521,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3521/N,a043f200-080e-52f9-88a2-a934f5a48f99,BE-ANN07/dc/000003399,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a043f200-080e-52f9-88a2-a934f5a48f99,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3171,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3171/N,fcd34f3a-1fdd-53d6-9020-03e38b0bb4ed,BE-ANN07/dc/000003054,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fcd34f3a-1fdd-53d6-9020-03e38b0bb4ed,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:483,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:483/N,4cd1bda1-94ff-5218-8aa7-7ddd7b5505c2,BE-ANN07/dc/000000420,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4cd1bda1-94ff-5218-8aa7-7ddd7b5505c2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:179,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:179/N,4c8e8bcd-76f2-5e09-8518-4d8a979bcb39,BE-ANN07/dc/000000143,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4c8e8bcd-76f2-5e09-8518-4d8a979bcb39,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:21,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:21/N,66eb60de-24a9-5936-ac97-848778181837,BE-ANN07/dc/000000017,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/66eb60de-24a9-5936-ac97-848778181837,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2330,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2330/N,593bed26-d5d9-51af-82ca-9fa5d60aa4c3,BE-ANN07/dc/000002222,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/593bed26-d5d9-51af-82ca-9fa5d60aa4c3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2760,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2760/N,f089bde3-91ae-57b7-8052-3890868eba31,BE-ANN07/dc/000002645,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f089bde3-91ae-57b7-8052-3890868eba31,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3872,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3872/N,e8e2931b-72c8-53e8-a546-6b8a41249ef1,BE-ANN07/dc/000003750,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e8e2931b-72c8-53e8-a546-6b8a41249ef1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3258,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3258/N,bb5fb5de-24cc-5a50-9261-bc4375fe38b6,BE-ANN07/dc/000003139,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bb5fb5de-24cc-5a50-9261-bc4375fe38b6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1265,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1265/N,f3a11ac7-328d-5b56-9898-0aca17ae84a3,BE-ANN07/dc/000001170,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f3a11ac7-328d-5b56-9898-0aca17ae84a3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4067,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4067/N,4a5b0c57-a7be-507a-b91d-e6c1e88cbc33,BE-ANN07/dc/000003942,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4a5b0c57-a7be-507a-b91d-e6c1e88cbc33,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:250,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:250/N,413d773a-1c52-5c8a-a344-5a4713d05631,BE-ANN07/dc/000000196,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/413d773a-1c52-5c8a-a344-5a4713d05631,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3608,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3608/N,5b0dbf03-1f1f-5b0b-adf2-d55b8ac168f9,BE-ANN07/dc/000003486,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b0dbf03-1f1f-5b0b-adf2-d55b8ac168f9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1635,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1635/N,61388f3d-84eb-530f-9fd9-b5c6965c46a6,BE-ANN07/dc/000001532,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/61388f3d-84eb-530f-9fd9-b5c6965c46a6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4437,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4437/N,83ed5199-10a7-5cc7-aec9-4de0406f3397,BE-ANN07/dc/000004311,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/83ed5199-10a7-5cc7-aec9-4de0406f3397,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:600,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:600/N,50b1b269-9a9d-5720-bcac-aee934ae0c3d,BE-ANN07/dc/000000533,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/50b1b269-9a9d-5720-bcac-aee934ae0c3d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2449,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2449/N,1e755052-9926-545f-a25f-667474cf7ad8,BE-ANN07/dc/000002341,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1e755052-9926-545f-a25f-667474cf7ad8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2019,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2019/N,1598f01e-1dab-58f3-98c1-c320c8c93fdc,BE-ANN07/dc/000001912,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1598f01e-1dab-58f3-98c1-c320c8c93fdc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4122,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4122/N,e67b150c-2e82-5bfb-8bbd-a628f82edf9d,BE-ANN07/dc/000003997,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e67b150c-2e82-5bfb-8bbd-a628f82edf9d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:315,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:315/N,8a9be4a0-996a-596b-8b7b-230a53588ebe,BE-ANN07/dc/000000261,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8a9be4a0-996a-596b-8b7b-230a53588ebe,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1320,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1320/N,4a69fa54-73c7-5eea-8633-45804bffad2c,BE-ANN07/dc/000001225,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4a69fa54-73c7-5eea-8633-45804bffad2c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4572,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4572/N,c2df4af1-5be8-5fa2-819c-6f9ca2e30bc8,BE-ANN07/dc/000004446,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c2df4af1-5be8-5fa2-819c-6f9ca2e30bc8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:745,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:745/N,648f786f-b838-5680-80df-fb65c39324a7,BE-ANN07/dc/000000674,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/648f786f-b838-5680-80df-fb65c39324a7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1770,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1770/N,76191c82-7b87-5ef7-bd60-88864d206a7b,BE-ANN07/dc/000001665,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/76191c82-7b87-5ef7-bd60-88864d206a7b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4088,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4088/N,43f69912-dd09-5448-b554-dd02b848b6d0,BE-ANN07/dc/000003963,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/43f69912-dd09-5448-b554-dd02b848b6d0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1567,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1567/N,24c7d628-f50c-5c05-a2d5-9c6d857df038,BE-ANN07/dc/000001464,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/24c7d628-f50c-5c05-a2d5-9c6d857df038,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:552,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:552/N,7b5d5e4c-f16a-5aad-b6d2-94c9c41fe768,BE-ANN07/dc/000000487,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7b5d5e4c-f16a-5aad-b6d2-94c9c41fe768,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1137,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1137/N,803d8599-2f24-5812-8509-0771db566c3a,BE-ANN07/dc/000001057,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/803d8599-2f24-5812-8509-0771db566c3a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4335,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4335/N,30d3d3c3-9013-5bc1-8f1a-18c9167db493,BE-ANN07/dc/000004209,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/30d3d3c3-9013-5bc1-8f1a-18c9167db493,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:102,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:102/N,0d52b588-9e7b-5729-a484-94e10c8ab6a0,BE-ANN07/dc/000000088,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0d52b588-9e7b-5729-a484-94e10c8ab6a0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1834,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1834/N,fecb2416-8689-5682-9684-bc96f7dc6135,BE-ANN07/dc/000001728,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fecb2416-8689-5682-9684-bc96f7dc6135,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3809,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3809/N,5999ab97-5a96-5957-a73e-8e6cc30ffc1e,BE-ANN07/dc/000003687,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5999ab97-5a96-5957-a73e-8e6cc30ffc1e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:801,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:801/N,1f957b98-602e-5f62-b4f6-fa0ba55081ef,BE-ANN07/dc/000000731,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1f957b98-602e-5f62-b4f6-fa0ba55081ef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:944,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:944/N,d490100b-568a-59e4-8e31-6f5673147b86,BE-ANN07/dc/000000875,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d490100b-568a-59e4-8e31-6f5673147b86,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1971,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1971/N,958526bf-dffc-59f6-a170-0bee14ab0ace,BE-ANN07/dc/000001864,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/958526bf-dffc-59f6-a170-0bee14ab0ace,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:417,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:417/N,6c31e299-99b3-5c57-ac28-f5a03082e065,BE-ANN07/dc/000000354,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6c31e299-99b3-5c57-ac28-f5a03082e065,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1422,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1422/N,d13c8c33-c882-54b3-9a9b-53c811cdbfb8,BE-ANN07/dc/000001325,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d13c8c33-c882-54b3-9a9b-53c811cdbfb8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4270,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4270/N,db0ff5af-c0a4-5038-8b74-89409f9403e1,BE-ANN07/dc/000004145,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/db0ff5af-c0a4-5038-8b74-89409f9403e1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1588,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1588/N,d1fabb91-58eb-5411-9390-7222df3dbc18,BE-ANN07/dc/000001485,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d1fabb91-58eb-5411-9390-7222df3dbc18,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2577,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2577/N,ff260faa-2f22-5236-ae90-0bcb79f0f734,BE-ANN07/dc/000002469,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ff260faa-2f22-5236-ae90-0bcb79f0f734,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2127,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2127/N,054a362a-582c-5481-82f1-0028e6da57fb,BE-ANN07/dc/000002020,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/054a362a-582c-5481-82f1-0028e6da57fb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4159,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4159/N,d512a626-272a-574c-be24-c973dd43d155,BE-ANN07/dc/000004034,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d512a626-272a-574c-be24-c973dd43d155,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3366,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3366/N,89d3eeaa-4810-52d3-b180-c32bda23b876,BE-ANN07/dc/000003248,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/89d3eeaa-4810-52d3-b180-c32bda23b876,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:694,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:694/N,99225f56-6e78-5620-b13c-fe19b6bfd486,BE-ANN07/dc/000000623,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/99225f56-6e78-5620-b13c-fe19b6bfd486,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4509,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4509/N,2fd400a9-9b29-5f52-b0c1-d30b0e377ec0,BE-ANN07/dc/000004385,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2fd400a9-9b29-5f52-b0c1-d30b0e377ec0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2824,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2824/N,aa367cff-cbb6-52fa-a384-63c2320f81ad,BE-ANN07/dc/000002709,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/aa367cff-cbb6-52fa-a384-63c2320f81ad,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3736,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3736/N,10e8e125-fe39-58b4-a401-3b02e9f75abf,BE-ANN07/dc/000003614,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/10e8e125-fe39-58b4-a401-3b02e9f75abf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3223,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3223/N,d8d1da85-ec36-5a8b-83fa-c1964a2824cf,BE-ANN07/dc/000003104,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d8d1da85-ec36-5a8b-83fa-c1964a2824cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2961,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2961/N,03aa99c7-82d6-592e-beff-81bae584e597,BE-ANN07/dc/000002845,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/03aa99c7-82d6-592e-beff-81bae584e597,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3673,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3673/N,3457ecf4-b1e2-52ff-a63e-b0060dbf30c7,BE-ANN07/dc/000003551,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3457ecf4-b1e2-52ff-a63e-b0060dbf30c7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:381,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:381/N,a2f22e17-4d16-5a72-9d35-38f95520c64a,BE-ANN07/dc/000000324,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a2f22e17-4d16-5a72-9d35-38f95520c64a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:3389,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:3389/N,d0de5670-77c7-5e8b-82f0-7b2f1fb6ef0d,BE-ANN07/dc/000003271,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d0de5670-77c7-5e8b-82f0-7b2f1fb6ef0d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2432,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2432/N,eb036390-c94a-5a24-a344-57ee28e35c5b,BE-ANN07/dc/000002324,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eb036390-c94a-5a24-a344-57ee28e35c5b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2062,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2062/N,a1c79d4a-ba9a-52a8-bede-de475b4c02af,BE-ANN07/dc/000001955,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a1c79d4a-ba9a-52a8-bede-de475b4c02af,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:2598,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:2598/N,826056ed-2b12-56d5-9bd8-c6127468b0c8,BE-ANN07/dc/000002490,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/826056ed-2b12-56d5-9bd8-c6127468b0c8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:856,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:856/N,4238877b-9ec2-5b5d-a8b8-7570a05968ba,BE-ANN07/dc/000000787,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4238877b-9ec2-5b5d-a8b8-7570a05968ba,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1863,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1863/N,5d635ab8-335f-531c-9755-e513d10754a7,BE-ANN07/dc/000001757,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5d635ab8-335f-531c-9755-e513d10754a7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:4362,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:4362/N,a4d214b7-89eb-587a-b25b-6fa67068468e,BE-ANN07/dc/000004236,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a4d214b7-89eb-587a-b25b-6fa67068468e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhdc:1160,Documenten,https://anet.be/record/opaclhobj/tg:lhdc:1160/N,de6e661d-821a-5de1-ba46-e51327ceca04,BE-ANN07/dc/000001078,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/de6e661d-821a-5de1-ba46-e51327ceca04,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
