Object Number,Record Type,URL,ResourceID,Reference Number,Material Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Illustration Type,Illustration URL,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Location Number,Registration Number value,Archive Note,Source Note,Serial Number,Source Note Language,Source Note Type,id/place.place,Production Place Name,Production Place ID,Production Place Identifier,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity,Comment,UserID,Legacy Comment Type
,,,28d29f6e-958c-5b35-86a0-80353fec1ff1,,,,,,,,,,,,1,Items,tg:lhps:46291,,,,,,,,,,,,,,,,,,,,,,,,,,,KK 161 / A,216829/247,,,,Nederlands,Noot,,,,,,,,,,,,
,,,28d29f6e-958c-5b35-86a0-80353fec1ff1,,,,,,,,,,,,1,Places,tg:lhps:46291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::100654', 'uuid': 'a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2'}]",Gent,au::100654,https://id.letterenhuis.be/ark:/24970/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,,,,,,,,
tg:lhps:6870,Affiche,https://anet.be/record/opaclhobj/tg:lhps:6870/N,293eed7a-eb0d-5c65-9c57-be904cddbc21,BE-ANN07/ps/000006744,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/293eed7a-eb0d-5c65-9c57-be904cddbc21'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,Acquisitions,tg:lhps:6870,tr:lh:7019,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/293eed7a-eb0d-5c65-9c57-be904cddbc21'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Rubens, Pieter Pauwel / 1977 / Spel zonder Grenzen / Grote Markt.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"64,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"42,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:6870,au::17317,{'url': 'https://anet.be/record/isaarlh/au::17317'},ds,Persoon,Frie Soomers,Ontwerper,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:6870,au::16151,{'url': 'https://anet.be/record/isaarlh/au::16151'},kw,Persoon,Peter Paul Rubens,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,Images,tg:lhps:6870,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:54091'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,2,Images,tg:lhps:6870,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:97587'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,3,Images,tg:lhps:6870,,,,,,,,,,,,,,,,,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:196187'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,Items,tg:lhps:6870,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:7019,R 805 / A,181949,,,,Nederlands,Noot,,,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,Places,tg:lhps:6870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Antwerpen'}],Antwerpen,,,,,,,,,,
,,,293eed7a-eb0d-5c65-9c57-be904cddbc21,,,,,,,,,,,,1,ProductionActors,tg:lhps:6870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/df9157fd-d726-5f99-97d2-f5f0afe565d8'},au::17317,Frie Soomers,Ontwerper,,,,
tg:lhps:20293,Affiche,https://anet.be/record/opaclhobj/tg:lhps:20293/N,2943b2d8-0255-5275-9179-1e531c991cfd,BE-ANN07/ps/000019666,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2943b2d8-0255-5275-9179-1e531c991cfd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Koninklijk Filharmonisch Orkest van Vlaanderen / Januari 92 / Holst Debussy Strauss / Dvorak Stravinski Strauss,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"60,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"40,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:20293,au::10460,{'url': 'https://anet.be/record/isaarlh/au::10460'},kw,Organisatie,de Filharmonie,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,1,Images,tg:lhps:20293,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:504894'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,2,Images,tg:lhps:20293,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:527379'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,1,Items,tg:lhps:20293,,,,,,,,,,,,,,,,,,,,,,,,,,,FF 1 / A,215064/31,,,,Nederlands,Noot,,,,,,,,,,,,
,,,2943b2d8-0255-5275-9179-1e531c991cfd,,,,,,,,,,,,1,Places,tg:lhps:20293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Antwerpen'}],Antwerpen,,,,,,,,,,
tg:lhps:17621,Affiche,https://anet.be/record/opaclhobj/tg:lhps:17621/N,2984e583-cce8-59a7-9898-41858fa2b3c5,BE-ANN07/ps/000017023,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2984e583-cce8-59a7-9898-41858fa2b3c5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2984e583-cce8-59a7-9898-41858fa2b3c5,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Teatrul dramatic Bacovia Bacau / Anca Alecsandra / Mircea Cretu / 
George Serbina / Geirun Tino - Vasile Toma / In Premiera pe tara a piesei dramaturgului Belgian / Jos Vandeloo / De ce Dormi, iubito ? / 
versiunea romaneasca de H. R. Radian / regia artistica: Geirun Tino si Micea Cretu",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2984e583-cce8-59a7-9898-41858fa2b3c5,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"84,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2984e583-cce8-59a7-9898-41858fa2b3c5,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"59,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2984e583-cce8-59a7-9898-41858fa2b3c5,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:17621,au::18890,{'url': 'https://anet.be/record/isaarlh/au::18890'},kw,Persoon,Jos Vandeloo,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,2984e583-cce8-59a7-9898-41858fa2b3c5,,,,,,,,,,,,1,Images,tg:lhps:17621,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:502021'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2984e583-cce8-59a7-9898-41858fa2b3c5,,,,,,,,,,,,2,Images,tg:lhps:17621,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:524789'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2984e583-cce8-59a7-9898-41858fa2b3c5,,,,,,,,,,,,1,Items,tg:lhps:17621,,,,,,,,,,,,,,,,,,,,,,,,,,,V 1521 / A,217238,,,,Nederlands,Noot,,,,,,,,,,,,
tg:lhps:7277,Affiche,https://anet.be/record/opaclhobj/tg:lhps:7277/N,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,BE-ANN07/ps/000007146,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29ae6c8c-485c-5ab2-a935-aeadf6ae9981'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Tentoonstelling Exerimentele Foto's / F.Tas / Ulysses.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"52,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"32,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:7277,au::18070,{'url': 'https://anet.be/record/isaarlh/au::18070'},kw,Persoon,Filip Tas,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,1,Images,tg:lhps:7277,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:54465'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,2,Images,tg:lhps:7277,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:97961'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,3,Images,tg:lhps:7277,,,,,,,,,,,,,,,,,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:190245'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,1,Items,tg:lhps:7277,,,,,,,,,,,,,,,,,,,,,,,,,,,T 14 / A,55994,,,,Nederlands,Noot,,,,,,,,,,,,
,,,29ae6c8c-485c-5ab2-a935-aeadf6ae9981,,,,,,,,,,,,1,Places,tg:lhps:7277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Antwerpen'}],Antwerpen,,,,,,,,,,
tg:lhps:2022,Affiche,https://anet.be/record/opaclhobj/tg:lhps:2022/N,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,BE-ANN07/ps/000002010,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29ce49e6-0ea0-50d1-8a88-3dc95892a86c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Europalia [1982, Griekenland]  
Brussel  
Byzantijns Koor  
O.l.v. Lycourgos Angelopoulos  
Paleis voor Schone Kunsten.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"41,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"30,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:2022,au::14306,{'url': 'https://anet.be/record/isaarlh/au::14306'},kw,Organisatie,Paleis voor Schone Kunsten,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:2022,au::6455,{'url': 'https://anet.be/record/isaarlh/au::6455'},kw,Evenement,Europalia,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,1,Images,tg:lhps:2022,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:567986'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,2,Images,tg:lhps:2022,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:568114'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,1,Items,tg:lhps:2022,,,,,,,,,,,,,,,,,,,,,,,,,,,E 4152 / A,238163,,,,Nederlands,Noot,,,,,,,,,,,,
,,,29ce49e6-0ea0-50d1-8a88-3dc95892a86c,,,,,,,,,,,,1,Places,tg:lhps:2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Brussel'}],Brussel,,,,,,,,,,
tg:lhps:44582,Affiche,https://anet.be/record/opaclhobj/tg:lhps:44582/N,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,BE-ANN07/ps/000040498,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/29d0489f-d3f6-56a0-9bc3-16f4aec44b40'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,Acquisitions,tg:lhps:44582,tr:lh:7875,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/29d0489f-d3f6-56a0-9bc3-16f4aec44b40'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Handle with care  
Aspekten van de hedendaagse ceramiek in  
The Potters' Art Gallery  
31/05-09/08",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"60,5",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"41,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:44582,au::7074,{'url': 'https://anet.be/record/isaarlh/au::7074'},kw,Algemeen,Galerijen,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,Images,tg:lhps:44582,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:451840'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,2,Images,tg:lhps:44582,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:483847'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,Items,tg:lhps:44582,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:7875,G 1195 / A,225212/726,,,,Nederlands,Noot,,,,,,,,,,,,
,,,29d0489f-d3f6-56a0-9bc3-16f4aec44b40,,,,,,,,,,,,1,Places,tg:lhps:44582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::100141', 'uuid': '81ac4db9-1e25-55a3-9b28-97c03f96b4ab'}]",Antwerpen,au::100141,https://id.letterenhuis.be/ark:/24970/81ac4db9-1e25-55a3-9b28-97c03f96b4ab,,,,,,,,
tg:lhps:11960,Affiche,https://anet.be/record/opaclhobj/tg:lhps:11960/N,2a552c91-6b66-5030-9462-b9fe50a1ae83,BE-ANN07/ps/000011612,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2a552c91-6b66-5030-9462-b9fe50a1ae83'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Acquisitions,tg:lhps:11960,tr:lh:7748,Archiefstukken van Behoud de Begeerte,{'url':'https://id.letterenhuis.be/ark:/24970/2a552c91-6b66-5030-9462-b9fe50a1ae83'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Annotations,tg:lhps:11960,,,,note.lhalg,Tekening: Jan Bosschaert; ontwerp: Kris Demey (Griffo),Algemeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Archives,tg:lhps:11960,,,,,,,,isad:lh:92667,Affiches i.v.m. Behoud de Begeerte,{'url':'https://id.letterenhuis.be/ark:/24970/2a552c91-6b66-5030-9462-b9fe50a1ae83'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"De Grote Tegensprekelijke Debatten / Wie is Gezien? / [Over Media] / Mark Appel, Cas Goossens, Luc de Leersnyder, Eric van Rompuy, Terry Verbiest / Concertstudio Kortrijk / Organisatie: Behoud de Begeerte",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"84,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"59,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:11960,au::2510,{'url': 'https://anet.be/record/isaarlh/au::2510'},ds,Persoon,Jan Bosschaert,Ontwerper,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:11960,au::56764,{'url': 'https://anet.be/record/isaarlh/au::56764'},ds,Persoon,Kris Demey,Ontwerper,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:11960,au::1305,{'url': 'https://anet.be/record/isaarlh/au::1305'},kw,Organisatie,Behoud de Begeerte,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,4,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:11960,au::22443,{'url': 'https://anet.be/record/isaarlh/au::22443'},kw,Persoon,Marc Appel,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,5,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhps:11960,au::7737,{'url': 'https://anet.be/record/isaarlh/au::7737'},kw,Persoon,Cas Goossens,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Images,tg:lhps:11960,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:498031'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,2,Images,tg:lhps:11960,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:521215'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Items,tg:lhps:11960,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:7748,"BB 112 / A (LK IV,6)",200848/138-139,isad:lh:92667,,,Nederlands,Noot,,,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,Places,tg:lhps:11960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Kortrijk'}],Kortrijk,,,,,,,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,1,ProductionActors,tg:lhps:11960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/9722699f-77eb-5280-a856-b3b2abda0b68'},au::2510,Jan Bosschaert,Ontwerper,,,,
,,,2a552c91-6b66-5030-9462-b9fe50a1ae83,,,,,,,,,,,,2,ProductionActors,tg:lhps:11960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/4563f6a1-2806-5967-94f9-11fdcd7b6a2b'},au::56764,Kris Demey,Ontwerper,,,,
tg:lhps:25496,Affiche,https://anet.be/record/opaclhobj/tg:lhps:25496/N,2a81194f-5f95-5131-ad79-6c1aebc37159,BE-ANN07/ps/000024833,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2a81194f-5f95-5131-ad79-6c1aebc37159'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a81194f-5f95-5131-ad79-6c1aebc37159,,,,,,,,,,,,2,Acquisitions,tg:lhps:25496,tr:lh:9937,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/2a81194f-5f95-5131-ad79-6c1aebc37159'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a81194f-5f95-5131-ad79-6c1aebc37159,,,,,,,,,,,,1,Annotations,tg:lhps:25496,,,,note.lhalg,Oude nummering Volkskunst: 93.21.430,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a81194f-5f95-5131-ad79-6c1aebc37159,,,,,,,,,,,,1,Archives,tg:lhps:25496,,,,,,,,isad:lh:92204,Affiches (verzameling),{'url':'https://id.letterenhuis.be/ark:/24970/2a81194f-5f95-5131-ad79-6c1aebc37159'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a81194f-5f95-5131-ad79-6c1aebc37159,,,,,,,,,,,,2,Archives,tg:lhps:25496,,,,,,,,isad:lh:92204,Affiches (verzameling),{'url':'https://id.letterenhuis.be/ark:/24970/2a81194f-5f95-5131-ad79-6c1aebc37159'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2a81194f-5f95-5131-ad79-6c1aebc37159,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Houtsnijkunst uit Macedonie  
van de 14e tot de 20e eeuw  
KMKG",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
