Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Illustration Type,Illustration URL,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Registration Number value,Archive Note,Location Number,Source Note,Serial Number,Warehouse Location (begin),Warehouse Location (ende),Source Note Language,Source Note Type,id/place.place,Production Place Name,Production Place ID,Production Place Identifier,Object Type,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity
,,,04e2baab-f5fd-5229-95bd-176948aa2797,,,,,,,,,,,1,Images,tg:lhph:17363,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:17514'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,04e2baab-f5fd-5229-95bd-176948aa2797,,,,,,,,,,,2,Images,tg:lhph:17363,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:142519'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,04e2baab-f5fd-5229-95bd-176948aa2797,,,,,,,,,,,1,Items,tg:lhph:17363,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:2936,59296/32,isad:lh:93151,H 449 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,04e2baab-f5fd-5229-95bd-176948aa2797,,,,,,,,,,,1,ObjectTypes,tg:lhph:17363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,04e2baab-f5fd-5229-95bd-176948aa2797,,,,,,,,,,,1,ProductionActors,tg:lhph:17363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/7e0deb8e-bce2-5bca-a923-6ea2b7bd2c2c'},au::56366,Charles de Latin,Fotograaf,
tg:lhph:36081,Foto,https://anet.be/record/opaclhobj/tg:lhph:36081/N,0549cfbb-550c-530b-a8fc-f544cb790ed6,BE-ANN07/ph/000034882,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0549cfbb-550c-530b-a8fc-f544cb790ed6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Acquisitions,tg:lhph:36081,tr:lh:3960,Schenking van Belga [Persagentschap],{'url':'https://id.letterenhuis.be/ark:/24970/0549cfbb-550c-530b-a8fc-f544cb790ed6'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Annotations,tg:lhph:36081,,,,note.lhalg,"Twee exemplaren, nederlandse en franse versie, op achterkant gestencild:
_'Dood van beeldhouwer Charles Leplae. De beeldhouwer C.L. is dinsdag op
58-jarige leeftijd te Brussel overleden. Hij is de oprichter van de Nationale
Kunstenaarsraad en vertegenwoordigde België in de UNESCO'. Belga 21-9-1961._
Indexfoto.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Charles Leplae, met een hand op een van zijn werken, op straat.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"175,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"125,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:36081,au::1356,{'url': 'https://anet.be/record/isaarlh/au::1356'},fo,Organisatie,Belga [Persagentschap],Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:36081,au::11379,{'url': 'https://anet.be/record/isaarlh/au::11379'},kw,Persoon,Charles Leplae,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:36081,au::36012,{'url': 'https://anet.be/record/isaarlh/au::36012'},kw,Organisatie,Belgische Nationale Raad voor Plastische Kunsten,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,4,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:36081,au::13470,{'url': 'https://anet.be/record/isaarlh/au::13470'},vb,Organisatie,Nationale Belgische Raad voor Plastische Kunsten,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,5,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:36081,au::31218,{'url': 'https://anet.be/record/isaarlh/au::31218'},vb,Organisatie,Unesco,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Images,tg:lhph:36081,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:35532'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,2,Images,tg:lhph:36081,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:160578'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Items,tg:lhph:36081,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:3960,75439/1-2,,L 4323 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,ObjectTypes,tg:lhph:36081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,Places,tg:lhph:36081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Brussel'}],Brussel,,,,,,,,
,,,0549cfbb-550c-530b-a8fc-f544cb790ed6,,,,,,,,,,,1,ProductionActors,tg:lhph:36081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/b20b5100-4630-5fd4-ae4b-e1e7dc5ef5f2'},au::1356,Belga [Persagentschap],Fotograaf,
tg:lhph:17158,Foto,https://anet.be/record/opaclhobj/tg:lhph:17158/N,0581c06c-9a0d-54c4-943a-78b744a6b747,BE-ANN07/ph/000016382,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0581c06c-9a0d-54c4-943a-78b744a6b747'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,Acquisitions,tg:lhph:17158,tr:lh:2795,Archief van Koninklijke Harmoniemaatschappij,{'url':'https://id.letterenhuis.be/ark:/24970/0581c06c-9a0d-54c4-943a-78b744a6b747'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,Archives,tg:lhph:17158,,,,,,,,isad:lh:94819,Foto's i.v.m. Koninklijke Harmoniemaatschappij,{'url':'https://id.letterenhuis.be/ark:/24970/0581c06c-9a0d-54c4-943a-78b744a6b747'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,Nikita.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"167,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"109,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:17158,au::10499,{'url': 'https://anet.be/record/isaarlh/au::10499'},vb,Organisatie,Koninklijke Harmoniemaatschappij,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,Images,tg:lhph:17158,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:17315'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,2,Images,tg:lhph:17158,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:142319'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,Items,tg:lhph:17158,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:2795,55267/6,isad:lh:94819,H 2807 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,0581c06c-9a0d-54c4-943a-78b744a6b747,,,,,,,,,,,1,ObjectTypes,tg:lhph:17158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepia Gekleurde Foto,,,,,
tg:lhph:42397,Foto,https://anet.be/record/opaclhobj/tg:lhph:42397/N,05d64298-749d-55d1-aac7-937d9ecf5d20,BE-ANN07/ph/000041111,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/05d64298-749d-55d1-aac7-937d9ecf5d20'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Acquisitions,tg:lhph:42397,tr:lh:210,Archiefstukken van Robert van Passen,{'url':'https://id.letterenhuis.be/ark:/24970/05d64298-749d-55d1-aac7-937d9ecf5d20'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Annotations,tg:lhph:42397,,,,note.lhalg,"Op karton gekleeft met gegevens, o.a. '1920'.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Archives,tg:lhph:42397,,,,,,,,isad:lh:95681,Foto's i.v.m. Robert van Passen,{'url':'https://id.letterenhuis.be/ark:/24970/05d64298-749d-55d1-aac7-937d9ecf5d20'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Robert van Passen, borststuk met armen gekruist, buitenopname, naar links gericht.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"80,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"52,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:42397,au::14398,{'url': 'https://anet.be/record/isaarlh/au::14398'},kw,Persoon,Robert van Passen,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Images,tg:lhph:42397,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:41726'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,2,Images,tg:lhph:42397,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:166790'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,Items,tg:lhph:42397,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:210,3556/1,isad:lh:95681,P 205 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,05d64298-749d-55d1-aac7-937d9ecf5d20,,,,,,,,,,,1,ObjectTypes,tg:lhph:42397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sepia Gekleurde Foto,,,,,
tg:lhph:46012,Foto,https://anet.be/record/opaclhobj/tg:lhph:46012/N,05e9e0a5-ae61-55be-843b-5cce1e70b359,BE-ANN07/ph/000044453,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Acquisitions,tg:lhph:46012,tr:lh:3327,Archief van Basiel de Craene,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,2,Acquisitions,tg:lhph:46012,tr:lh:3327,Archief van Basiel de Craene,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Archives,tg:lhph:46012,,,,,,,,isad:lh:109792,1947,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,2,Archives,tg:lhph:46012,,,,,,,,isad:lh:109792,1947,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"Vlaamse Poëziedagen, Merendree, 1947. Marc Herwig en Gaston Martens.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"173,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"124,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:46012,au::54546,{'url': 'https://anet.be/record/isaarlh/au::54546'},fo,Persoon,Gust Bussens,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:46012,au::12295,{'url': 'https://anet.be/record/isaarlh/au::12295'},kw,Persoon,Gaston-Marie Martens,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,3,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:46012,au::100558,{'url': 'https://anet.be/record/isaarlh/au::100558'},kw,Plaatsen,Ninove,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,4,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:46012,au::20340,{'url': 'https://anet.be/record/isaarlh/au::20340'},kw,Evenement,Vlaamse Poëziedagen,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,5,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:46012,au::8726,{'url': 'https://anet.be/record/isaarlh/au::8726'},kw,Persoon,Raymond Herreman,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,6,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:46012,au::8760,{'url': 'https://anet.be/record/isaarlh/au::8760'},kw,Persoon,Marc Herwig,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Images,tg:lhph:46012,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:44987'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,2,Images,tg:lhph:46012,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:170065'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Items,tg:lhph:46012,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:3327,203851/22,isad:lh:109792,C 395 / ARC (374),,,,,Nederlands,Noot,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,2,Items,tg:lhph:46012,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:3327,203868/23,isad:lh:109792,C 395 / ARC (381),,,,,Nederlands,Noot,,,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,ObjectTypes,tg:lhph:46012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,Places,tg:lhph:46012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Merendree'}],Merendree,,,,,,,,
,,,05e9e0a5-ae61-55be-843b-5cce1e70b359,,,,,,,,,,,1,ProductionActors,tg:lhph:46012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/22671380-f352-5810-8a99-640376bafb7a'},au::54546,Gust Bussens,Fotograaf,
tg:lhph:5564,Foto,https://anet.be/record/opaclhobj/tg:lhph:5564/N,064beafd-48c6-5c69-87e6-88b60934e8e5,BE-ANN07/ph/000005245,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/064beafd-48c6-5c69-87e6-88b60934e8e5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,"IJzerbedevaarten. Bloemenkrans met lint, waarop geschreven: """" Het Christelijk
Vlaams Kunstenaarsverbond.

Aan de Gesneuvelde Frontkunstenaars en alle Vlaamse Helden.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"180,0",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"131,0",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:5564,au::29859,{'url': 'https://anet.be/record/isaarlh/au::29859'},fo,Tijdschrift,Het Nieuwsblad,Fotograaf,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:5564,au::9330,{'url': 'https://anet.be/record/isaarlh/au::9330'},kw,Evenement,IJzerbedevaarten,Trefwoord,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,Images,tg:lhph:5564,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:6416'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,2,Images,tg:lhph:5564,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:131376'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,Items,tg:lhph:5564,,,,,,,,,,,,,,,,,,,,,,,,,,,234798/261,,Y 952 / P,,,,,Nederlands,Noot,,,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,ObjectTypes,tg:lhph:5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,Places,tg:lhph:5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[{'value': 'Diksmuide'}],Diksmuide,,,,,,,,
,,,064beafd-48c6-5c69-87e6-88b60934e8e5,,,,,,,,,,,1,ProductionActors,tg:lhph:5564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/281d2417-40e8-5a23-9f86-5c09854d2ca9'},au::29859,Het Nieuwsblad,Fotograaf,
tg:lhph:47480,Foto,https://anet.be/record/opaclhobj/tg:lhph:47480/N,066d1bdd-46a4-57e0-973d-9e963f830dd6,BE-ANN07/ph/000045833,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/066d1bdd-46a4-57e0-973d-9e963f830dd6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,Acquisitions,tg:lhph:47480,tr:lh:9927,schrijversarchief van Ivo Michiels,{'url':'https://id.letterenhuis.be/ark:/24970/066d1bdd-46a4-57e0-973d-9e963f830dd6'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,Archives,tg:lhph:47480,,,,,,,,isad:lh:104044,André Delvaux,{'url':'https://id.letterenhuis.be/ark:/24970/066d1bdd-46a4-57e0-973d-9e963f830dd6'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,André Delvaux en Ivo Michiels in Michiels' tuin in Zonnegem,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"12,8",Height of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,Dimensions,,,,,,,,,,,,,,,"8,7",Width of work,Centimetres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,tg:lhph:47480,au::5256,{'url': 'https://anet.be/record/isaarlh/au::5256'},vb,Persoon,André Delvaux,In Verband Met,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,Images,tg:lhph:47480,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:430001'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,2,Images,tg:lhph:47480,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:493979'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,Items,tg:lhph:47480,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:9927,,isad:lh:104044,,,105,K1 A 30 A1,K1 A 30 B2,Nederlands,Noot,,,,,,,,,,
,,,066d1bdd-46a4-57e0-973d-9e963f830dd6,,,,,,,,,,,1,ObjectTypes,tg:lhph:47480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zwart/Wit Foto,,,,,
