Object Number,Record Type,URL,ResourceID,Reference Number,Temporary Location Note,Production Technique Keywords,Carrier Colour,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card,brocade.id,Acquisition Brocade ID,Acquisition Name,Acquisition Identifier,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Condition State Note,Condition State Notes Type,Condition State Notes Language,Description,Description Type,Description Language,Genre Type,Illustration Type,Illustration URL,Signature Note,Signature Note Type,Signature Note  Language,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Acquisition Note,Registration Number value,Location Number,Archive Note,Warehouse Location (begin),Source Note,Serial Number,Warehouse Location (ende),Source Note Language,Source Note Type,Object Type,Production Actor Identifier,Production Actor ID,Production Actor Name,Production Actor Role,Production Actor Capacity,Title,Title Type,Title Language,Comment,UserID,Legacy Comment Type
,,,3900526e-09a7-50fd-8c38-4ad6748c5bfa,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Julius de Geyter,Titel,Nederlands,,,
tg:lhsc:1275,Schilderij,https://anet.be/record/opaclhobj/tg:lhsc:1275/N,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,BE-ANN07/sc/000000626,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3964c2af-bd80-5a14-97b6-bb7a7dbd68cf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,,,,"Sokkel: rechthoekig, hout, rood beschilderd",Detailbeschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,1,GenreTypes,tg:lhsc:1275,,,,,,,,,,,,,,,,,Zitbeeld; Zittende Figuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1275,au::10614,{'url': 'https://anet.be/record/isaarlh/au::10614'},ar,Persoon,Willy Kreitz,Kunstenaar,,,,,,,,,,,,,,,,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,1,Images,tg:lhsc:1275,,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:83840'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,2,Images,tg:lhsc:1275,,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:89531'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,1,Items,tg:lhsc:1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WK,K2 B 63 B,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,1,ProductionActors,tg:lhsc:1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/73c233b4-df4f-5eca-9989-52028f31a637'},au::10614,Willy Kreitz,Kunstenaar,,,,,,,
,,,3964c2af-bd80-5a14-97b6-bb7a7dbd68cf,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tijl Uilenspiegel,Titel,Nederlands,,,
tg:lhob:274,Object,https://anet.be/record/opaclhobj/tg:lhob:274/N,3971c9bc-2e36-58a9-86f3-09084647bf74,BE-ANN07/ob/000000218,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3971c9bc-2e36-58a9-86f3-09084647bf74'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3971c9bc-2e36-58a9-86f3-09084647bf74,,,,,,,,,,,,,,1,Archives,tg:lhob:274,,,,,,,,isad:lh:134493,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/3971c9bc-2e36-58a9-86f3-09084647bf74'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3971c9bc-2e36-58a9-86f3-09084647bf74,,,,,,,,,,,,,,1,Conditions,tg:lhob:274,,,,note.lhconditie,,,,,,,Gebroken onder de ketel. In het verleden reeds verlijmd.,Materiële toestand,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3971c9bc-2e36-58a9-86f3-09084647bf74,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,,,,"Pijp met een porseleinen ketel, beschilderd met herten in een landschap. Bovenaan bevindt zich een metalen scharnierdeksel. Onvolledig, de steel ontbreekt.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3971c9bc-2e36-58a9-86f3-09084647bf74,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:274,au::9614,{'url': 'https://anet.be/record/isaarlh/au::9614'},kw,Persoon,Charel Janssens,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,3971c9bc-2e36-58a9-86f3-09084647bf74,,,,,,,,,,,,,,1,Items,tg:lhob:274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 12 / 5,,,Nederlands,Noot,,,,,,,,,,,,
,,,3971c9bc-2e36-58a9-86f3-09084647bf74,,,,,,,,,,,,,,1,ObjectTypes,tg:lhob:274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rookgerei En Tabaksproducten,,,,,,,,,,,
,,,3971c9bc-2e36-58a9-86f3-09084647bf74,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pijp van Charel Janssens,Titel,Nederlands,,,
tg:lhob:403,Object,https://anet.be/record/opaclhobj/tg:lhob:403/N,39c39583-8827-5021-b354-e3dd463b04c3,BE-ANN07/ob/000000339,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/39c39583-8827-5021-b354-e3dd463b04c3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39c39583-8827-5021-b354-e3dd463b04c3,,,,,,,,,,,,,,1,Acquisitions,tg:lhob:403,tr:lh:6603,Archief van Maurice Gilliams,{'url':'https://id.letterenhuis.be/ark:/24970/39c39583-8827-5021-b354-e3dd463b04c3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39c39583-8827-5021-b354-e3dd463b04c3,,,,,,,,,,,,,,1,Archives,tg:lhob:403,,,,,,,,isad:lh:123315,Voorwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/39c39583-8827-5021-b354-e3dd463b04c3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39c39583-8827-5021-b354-e3dd463b04c3,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,,,,Vier koperen bikkels,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39c39583-8827-5021-b354-e3dd463b04c3,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:403,au::7555,{'url': 'https://anet.be/record/isaarlh/au::7555'},kw,Persoon,Maurice Gilliams,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,39c39583-8827-5021-b354-e3dd463b04c3,,,,,,,,,,,,,,1,Items,tg:lhob:403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:6603,166283 / 1-4,,isad:lh:123315,V3 B 1 A1,,Doos 15 / 47,,Nederlands,Noot,,,,,,,,,,,,
,,,39c39583-8827-5021-b354-e3dd463b04c3,,,,,,,,,,,,,,1,ObjectTypes,tg:lhob:403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Huisraad en Rariteiten,,,,,,,,,,,
,,,39c39583-8827-5021-b354-e3dd463b04c3,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bikkels van Maurice Gilliams,Titel,Nederlands,,,
tg:lhob:655,Object,https://anet.be/record/opaclhobj/tg:lhob:655/N,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,BE-ANN07/ob/000000557,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/39db8cd6-f2b9-56b7-9799-37bb42b8cd9e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,,,,,,,,,,,,,,1,Acquisitions,tg:lhob:655,tr:lh:4158,Archief van Yver en Broedermin,{'url':'https://id.letterenhuis.be/ark:/24970/39db8cd6-f2b9-56b7-9799-37bb42b8cd9e'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,,,,,,,,,,,,,,2,Annotations,tg:lhob:655,,,,note.lhalg,ED. GRIELENS.,Algemeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,,,,"Met decoratief draagoog. Recto: [Centraal een cartouche het gekroonde wapenschild van Temse. Links van de cartouche een kleine ster en een eikentak. Rechts van de cartouche een lauriertak en een kleine ster]. Boven en onder langs de rand: GEMEENTE TEMSCHE. Verso: [Een krans van muziekinstrumenten, vlaggen en een open boek met bovenaan een sterretje binnen een open lauwerkrans]. Tekst middenveld: JUBELJAAR • WILFORDBOOTEN / 1857 – 1907 / FESTIVAL / 26 MEI / EN / 9 JUNI. Signatuur onderaan: ED. GRIELENS.",Detailbeschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhob:655,au::21743,{'url': 'https://anet.be/record/isaarlh/au::21743'},vb,Organisatie,Yver en Broedermin,In Verband Met,,,,,,,,,,,,,,,,,,,,,,
,,,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,,,,,,,,,,,,,,1,Items,tg:lhob:655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,,,,,,,,,,,,,,1,ObjectTypes,tg:lhob:655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medailles,,,,,,,,,,,
,,,39db8cd6-f2b9-56b7-9799-37bb42b8cd9e,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gelegenheidspenning Jubeljaar Wilfordbooten Festival, Temse, 1907",Titel,Nederlands,,,
tg:lhsc:1151,Schilderij,https://anet.be/record/opaclhobj/tg:lhsc:1151/N,3a0b92f9-b086-5b3f-b984-86c719f399b4,BE-ANN07/sc/000000533,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3a0b92f9-b086-5b3f-b984-86c719f399b4'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,Acquisitions,tg:lhsc:1151,tr:lh:537,Schenking van Rik Galliaert,{'url':'https://id.letterenhuis.be/ark:/24970/3a0b92f9-b086-5b3f-b984-86c719f399b4'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,3,Conditions,tg:lhsc:1151,,,,note.lhconditie,,,,,,,"* opp.vuil

* barsten: linker en rechterpols, horizontaal

* lacunes: rechterarm en linkerzijkant

* ontbrekende delen: stukken wijs-, middel- en ringvinger rechterhand

* lacunes in de afwerkingslaag

(30/08/2001) Mag het museum pas verlaten na consolidatie van de barsten in de
polsen.",Materiële toestand,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,,,,,,,"De figuur, gekleed als pseudo-Egyptische met netvormig kapje en versierde hoofdband, in theatrale houding met de armen naast het lichaam. Het naar rechts gewende hoofd en de linkerarm drukken in harmonie een bepaalde spelscène. Ze is hier afgebeeld in de rol van Cleopatra in de gelijknamige opera van de Deense componist August Enna. Het stuk werd in een regie van Jef Judels in december 1898 te Antwerpen opgevoerd.",Detailbeschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,GenreTypes,tg:lhsc:1151,,,,,,,,,,,,,,,,,Staande Figuur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1151,au::9683,{'url': 'https://anet.be/record/isaarlh/au::9683'},ar,Persoon,Emiel Jespers,Kunstenaar,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1151,au::9895,{'url': 'https://anet.be/record/isaarlh/au::9895'},kw,Persoon,Betzy Judels-Kamphuyzen,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,Images,tg:lhsc:1151,,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:83750'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,2,Images,tg:lhsc:1151,,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:89441'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,2,Inscriptions,,,,,,,,,,,,,,,,,,,,,"Linkerzijkant: _ E Jespers_. Mogelijk gedateerd maar niet leesbaar.

Voorkant: _Cleopatra_",Signatuur,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,Items,tg:lhsc:1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:537,10296,K2 C 4,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,ProductionActors,tg:lhsc:1151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/ae008fb9-c716-5668-a43f-c79e3938b1a8'},au::9683,Emiel Jespers,Kunstenaar,,,,,,,
,,,3a0b92f9-b086-5b3f-b984-86c719f399b4,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Betzy Judels-Kamphuyzen als Cleopatra,Titel,Nederlands,,,
tg:lhsc:1607,Schilderij,https://anet.be/record/opaclhobj/tg:lhsc:1607/N,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,BE-ANN07/sc/000000685,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,Acquisitions,tg:lhsc:1607,tr:lh:7669,Schenking van Lutgardis Dosfel,{'url':'https://id.letterenhuis.be/ark:/24970/3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,3,Annotations,tg:lhsc:1607,,,,note.lhherkomst,Schenking van Lutgart Dosfel 4/09/2003.,Herkomst,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,2,Conditions,tg:lhsc:1607,,,,note.lhconditie,,,,,,,goed 4/09/2003.,Materiële toestand,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,GenreTypes,tg:lhsc:1607,,,,,,,,,,,,,,,,,Plaquette,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1607,au::54931,{'url': 'https://anet.be/record/isaarlh/au::54931'},ar,Persoon,Adolf van den Broek,Kunstenaar,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1607,au::17762,{'url': 'https://anet.be/record/isaarlh/au::17762'},kw,Persoon,Desideer Stracke,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,Images,tg:lhsc:1607,,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:83895'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,2,Images,tg:lhsc:1607,,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:89586'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,3,Images,tg:lhsc:1607,,,,,,,,,,,,,,,,,,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:248069'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,Inscriptions,,,,,,,,,,,,,,,,,,,,,Achterzijde: _Van den Broek A._,Signatuur,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,Items,tg:lhsc:1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:7669,199591,K2 B 37 A,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,ProductionActors,tg:lhsc:1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{'url':'data.antwerpen.be/ark:/83110/77792c54-bb77-556c-aef8-435c227f1e7e'},au::54931,Adolf van den Broek,Kunstenaar,,,,,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Profiel portret.,Ondertitel,Nederlands,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Desideer Stracke.,Titel,Nederlands,,,
,,,3a4a2d91-5ea3-5e54-be68-2e4ef1d57ab3,,,,,,,,,,,,,,1,Users,tg:lhsc:1607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIRES023\plakketten\199591.tif,usystem,Commentaar gebruiker
tg:lhsc:1690,Schilderij,https://anet.be/record/opaclhobj/tg:lhsc:1690/N,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,BE-ANN07/sc/000000705,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3a671a3c-fabc-56f3-81ed-6dbaa19b91d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,2,Conditions,tg:lhsc:1690,,,,note.lhconditie,,,,,,,"30/01/2007: Gebroken aan linkerslaap, hersteld met zwarte pleister.",Materiële toestand,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,1,GenreTypes,tg:lhsc:1690,,,,,,,,,,,,,,,,,Buste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1690,au::33179,{'url': 'https://anet.be/record/isaarlh/au::33179'},kw,Persoon,Alighieri Dante,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,1,Images,tg:lhsc:1690,,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:83915'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,2,Images,tg:lhsc:1690,,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:89606'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,1,Inscriptions,,,,,,,,,,,,,,,,,,,,,Vooraan op de schouders: _DAN / TE_,Signatuur,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,1,Items,tg:lhsc:1690,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199640,K2 B 12A,,,,,,Nederlands,Noot,,,,,,,,,,,,
,,,3a671a3c-fabc-56f3-81ed-6dbaa19b91d0,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Buste van Dante,Titel,Nederlands,,,
tg:lhsc:1648,Schilderij,https://anet.be/record/opaclhobj/tg:lhsc:1648/N,3a8db150-e483-582a-b619-65d30596b007,BE-ANN07/sc/000000692,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3a8db150-e483-582a-b619-65d30596b007'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a8db150-e483-582a-b619-65d30596b007,,,,,,,,,,,,,,3,Annotations,tg:lhsc:1648,,,,note.lhherkomst,Schenking van museum Sterckshof 9/09/2003.,Herkomst,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a8db150-e483-582a-b619-65d30596b007,,,,,,,,,,,,,,2,Conditions,tg:lhsc:1648,,,,note.lhconditie,,,,,,,goed 9/09/2003,Materiële toestand,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a8db150-e483-582a-b619-65d30596b007,,,,,,,,,,,,,,1,GenreTypes,tg:lhsc:1648,,,,,,,,,,,,,,,,,Medaillon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a8db150-e483-582a-b619-65d30596b007,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,,,,,,,,,,tg:lhsc:1648,au::59013,{'url': 'https://anet.be/record/isaarlh/au::59013'},kw,Persoon,Antoine-François Cosyns,Trefwoord,,,,,,,,,,,,,,,,,,,,,,
,,,3a8db150-e483-582a-b619-65d30596b007,,,,,,,,,,,,,,1,Images,tg:lhsc:1648,,,,,,,,,,,,,,,,,,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:83902'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a8db150-e483-582a-b619-65d30596b007,,,,,,,,,,,,,,2,Images,tg:lhsc:1648,,,,,,,,,,,,,,,,,,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:89593'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,3a8db150-e483-582a-b619-65d30596b007,,,,,,,,,,,,,,3,Images,tg:lhsc:1648,,,,,,,,,,,,,,,,,,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:248076'},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
