ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Type,0,source_field
4ef3efa1-6a95-5846-9040-626b22161aea,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2190,default_restriction
29c016e9-efc2-57fd-ab98-790534d47785,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2516,default_restriction
27f8d9cc-6b3c-5501-8b69-d65faef9ecfb,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1314,default_restriction
b01077d6-c6f9-5398-b093-b5cee6dca1bb,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2657,default_restriction
6def5422-1061-5040-a3b8-5c4ebbbafbc7,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2559,default_restriction
9bd29bb8-a232-5dae-b7e8-e5a82ab5e7dc,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2198,default_restriction
09d39614-36b5-5378-b81b-f7ce4dd33d9e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2315,default_restriction
449468cf-8bb0-5fb9-8d6c-c0f46d0b9883,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2167,default_restriction
437b3ab5-c7de-59c1-961f-55e0306ecb85,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2280,default_restriction
a8498d0e-f9bc-50a1-972c-9b235413c959,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2302,default_restriction
1d630d35-bd40-5ed3-bd36-32198ce841af,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3332,default_restriction
2f740096-4fcd-5b8f-8fc5-6aa789509a1b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1326,default_restriction
099bdc25-6a29-5a27-a2a6-9f1c6eaf8cfe,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1324,default_restriction
c5201587-071f-54b0-8cfb-5dd9fa5163a3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3401,default_restriction
d2369d68-31ea-5a6c-bbe3-d2ae4093c2cf,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:184,default_restriction
61208dac-8a8e-5bd2-891b-c9dac4248092,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1279,default_restriction
4d1308ff-b544-5f1d-853a-da576b18f3f4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3294,default_restriction
78ebc03a-4dc4-5bb2-bd54-75d1e5bf94d3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:819,default_restriction
b2a78232-f076-568a-8911-fd18013dd2ec,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1828,default_restriction
b6831597-3187-56a7-aafe-c41b21ab7f8a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1280,default_restriction
125c8eed-aa1d-5ccc-bb67-e8a555cdc8b4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4632,default_restriction
5112f1eb-17f5-5ee8-8479-6540e8a76e95,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3359,default_restriction
b67d38dc-75ba-567b-92ff-a3cdf6de74c4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1884,default_restriction
4550300f-9711-5aa9-97a2-7cae1a86e58f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:409,default_restriction
d1baff79-f320-51b9-ba5b-ea42cf01bdd8,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2062,default_restriction
569486e9-f421-5c70-b873-6923405a270b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1694,default_restriction
48731a8d-1e50-5236-bc84-073f677a5ed3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3435,default_restriction
ef0ebb1f-7b18-52b1-8be2-5c70bbdc3c42,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1228,default_restriction
3a44b4df-d5bc-559f-bc79-e99a2b007397,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:485,default_restriction
6cdf19b3-066b-5698-ab61-c22938999f31,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2164,default_restriction
3a9f1d7c-4091-5592-bf28-4c55e52eba26,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1318,default_restriction
ed1e30ad-59b9-5cfb-95f5-23f4dd5f4315,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2357,default_restriction
a93f6492-5760-5bc5-9b30-cad5dab2ce34,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1790,default_restriction
bb26df9f-54d2-51bd-afce-9316c08c6e91,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1333,default_restriction
f715bcfd-faf9-5f78-9baa-551d4a990414,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:953,default_restriction
86cb796b-3143-5d0e-b3cb-757c582d3f5e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3320,default_restriction
5c9fae6f-2718-58ca-bcfe-c825f51fc4aa,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3793,default_restriction
cc83445a-a746-51a2-b2ed-63b339892afd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3333,default_restriction
9e371504-c02c-5d27-8a8c-41ee890baee6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2150,default_restriction
582b1ab1-7c33-5f62-ae37-cce4d41cb24f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2618,default_restriction
fb224144-3e5f-5edb-ba90-a21e0a17a872,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2063,default_restriction
89818d9d-a687-5d7c-9a41-de39006a0f4c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1284,default_restriction
ddc618c4-b2dc-5f55-a936-9783958df595,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1363,default_restriction
27e537a0-9557-539f-aa38-caa24f7fbc8a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2600,default_restriction
3284df85-3d3e-525e-824d-3b5458cfdc71,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:285,default_restriction
b963cdcb-14cc-57c6-985f-0cbb35844701,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2606,default_restriction
199a3cf9-b051-5f83-9331-52970cab5dad,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3302,default_restriction
708ed429-392e-5eca-8a18-65eae43c07fe,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1399,default_restriction
5b4191e2-42f7-5ec0-8687-1d47b5e88dd2,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2183,default_restriction
c8a69b94-fe29-5607-8b04-ba7cb219a936,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2295,default_restriction
909dd6c9-4c09-518a-8b4d-df59722e1f8e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2312,default_restriction
d2061bea-c16f-54f3-a9a4-656f8ebd38cd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2683,default_restriction
76bcbd31-48ff-5795-a470-2bde7a197ac1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2505,default_restriction
2e8255db-80f3-551d-86a3-09dca678188a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2304,default_restriction
403e04e0-99d1-5eb1-84f2-0fd960b6ad7c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2291,default_restriction
5927e9c6-d540-5b52-a837-253e2c1c8c6f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3419,default_restriction
3514c717-244d-55a9-a6a6-0d9d6922fd06,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2654,default_restriction
b5d0cd83-4d3e-5187-88a0-0be47fffc829,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1944,default_restriction
a5dac4e4-aea8-52c3-8997-955a9b400e0e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3281,default_restriction
594ec211-c9fc-5dde-bcd5-8828f6df077b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:69,default_restriction
e5687395-a8e7-5e3f-a011-a1079ebb8c9b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2523,default_restriction
865dad8b-53d3-5f68-929c-9321e4733174,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2151,default_restriction
07ce82de-1427-522a-9104-eb4115abce36,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2060,default_restriction
9e196bb0-7f75-5a56-a23b-051cb2a474b6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2736,default_restriction
47eda4f7-4393-5f50-8926-29052eb6a948,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2735,default_restriction
8af96a7d-dbb6-5d8c-b5ca-d61f1279d7c3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2059,default_restriction
7b452e3d-81b9-5daf-80bf-7c7f9d4c5d71,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3327,default_restriction
cf465dec-4dd5-5e28-bd54-34d0c63c6789,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:181,default_restriction
7635182c-dce2-5c30-93c8-f6c26c604952,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3287,default_restriction
68c96a1d-6e16-55f9-b38e-aa29a07ff7dd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2375,default_restriction
25996cb6-c4b1-5e53-a16c-92e827a3020d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3310,default_restriction
ca38b0fa-c16e-511f-a489-5efbd547255c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1334,default_restriction
81c79e28-9b49-5b77-b2ef-2947701ec2c9,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2659,default_restriction
ecb4b6e3-3ba8-5b84-b152-b4a5c0307cf1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2157,default_restriction
dd2893a2-9360-5982-b7b9-b91d64e15eb4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:70,default_restriction
7c69889f-3b5b-5ba3-8018-97ffc0244b6b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2194,default_restriction
3ae93005-502b-5adb-b644-d5a9c2f8cf08,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1827,default_restriction
807d097b-936e-5c8e-915f-affe440ad641,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2511,default_restriction
5bf668b5-1a06-5aa5-9d10-de174b9361ca,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:541,default_restriction
4f2b5b6c-be18-5d28-afa9-d7ed9883d816,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3279,default_restriction
c9636db2-836e-5e54-a156-a6b2b909ac97,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2085,default_restriction
36323ad6-183f-5a12-aa3f-27c2e756c9eb,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1698,default_restriction
c23be030-75eb-5731-8394-dc8f7b74e304,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3436,default_restriction
fe892939-784f-56c4-8dbf-0c769c5ca7d5,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1362,default_restriction
e82587e5-dc98-5ada-b31f-309046254ecb,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2165,default_restriction
6e38af89-47d9-5a7a-8730-98d552436b7f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3280,default_restriction
80aa5f23-1c0e-5a47-b16f-5b6097f5c1f6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2161,default_restriction
967c56e4-b5b4-567f-b8f6-43f34b509496,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2565,default_restriction
32bfb308-969b-5162-8c6e-013e1c5b5850,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3316,default_restriction
16e1dee2-135a-5ea2-87e8-73755c94bfa9,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2645,default_restriction
a67eeaca-82bb-5ae3-8855-410ea6c5b4d7,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2653,default_restriction
d815b894-e683-5bad-a312-8ead8c5b48ea,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2681,default_restriction
1ce3f284-d86f-56d5-a3ac-7153ed52ebc1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3331,default_restriction
1172f33e-384c-55d9-a9e5-a988d37053b5,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4563,default_restriction
a3d0786b-8434-5181-9a27-523cb9c6cf5e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2737,default_restriction
2c82a38a-2e94-5098-8bec-506dfaff7ee7,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2639,default_restriction
1ebab8f3-792e-592d-8f6a-b3a54083d36c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3293,default_restriction
d27ce0b6-1ca2-5b23-92d8-ad197022df0f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2072,default_restriction
5e870437-2b4f-5210-9f62-15f973644d99,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3354,default_restriction
9111ea72-c472-5aff-ab8b-e28e527f50a3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3300,default_restriction
df3facf0-800b-5a3f-8bf2-d13da174eef7,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3389,default_restriction
a3785722-e3a1-548f-b06d-78674a5a55d6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2308,default_restriction
4e29a38d-14bf-5e25-b911-447e6ef1f898,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2154,default_restriction
b4c4b984-8752-5ac4-a6be-afbaaf29dcfa,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2156,default_restriction
e0749c78-ded1-5ac0-beca-1236f7d719b4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2637,default_restriction
15f27be2-61cb-5ba6-a8de-95777fd32235,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3396,default_restriction
2ca4f09a-199b-52fc-813d-6b117f4a0983,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2075,default_restriction
f4c69118-e74c-5256-bed2-367146e90726,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2388,default_restriction
2b42041e-fa5d-5a03-b391-c5b23a05fbea,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2189,default_restriction
a72a1a6a-c98a-5410-b745-43abfdd72cdf,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:908,default_restriction
0cb1347d-9421-524a-ac51-f9ef52824e90,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2526,default_restriction
c4481e03-e121-5164-8d59-4641604bd7b1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1740,default_restriction
78b2dbbf-9f13-504f-a27d-53c8b5267d77,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2152,default_restriction
809f802b-2ec0-591d-ab1b-3b078cdec14b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3086,default_restriction
c1188e32-f56f-53a2-a74a-4e89fffcd21f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1600,default_restriction
b00e3e7d-9dd4-5966-9628-c8deed0cdb59,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:71,default_restriction
a2dfb28e-bf9d-5953-9663-132085e84139,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2438,default_restriction
5365a24f-38cc-5bfd-9384-47f5c2b2fa18,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2293,default_restriction
1d54a40d-564e-5a89-b529-c729588c4e25,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:50,default_restriction
2da92245-dd1c-50a4-9895-6f9116343b76,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1647,default_restriction
25670f58-663b-5f6e-b935-745f0eb7cb13,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2693,default_restriction
8209c1a5-db31-533a-90fa-9f837c86d73c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2664,default_restriction
3cd528e0-e703-5d3c-a02f-fc03bc237ce0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2376,default_restriction
dbda26c2-c6ed-5f8e-98bf-d7a3763db587,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2307,default_restriction
8229ad8d-2663-5f87-921a-d8a4d779cba4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1649,default_restriction
82e77afb-293f-5e22-868f-cbde64e16366,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1327,default_restriction
684a8d6d-d8a3-5c8c-859b-d19808eb0663,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2586,default_restriction
ee0a449c-9680-5486-971e-2a9bcb4bfb85,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1749,default_restriction
2846af04-26e3-5315-9499-1707e7dc7abc,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3278,default_restriction
4105d536-5663-5d9f-a8c1-42e7bfd880e4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1751,default_restriction
769cbdf6-e68b-5a4e-91c7-318804797c9b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:597,default_restriction
07aed2ec-fdbe-5ba6-9a16-08d4e656671f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4310,default_restriction
c91fe4a8-0538-5f67-82d4-7531ea37ddf1,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2430,default_restriction
3af3fc64-23ee-553b-a791-3890b9053df3,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1154,default_restriction
b81ff850-c2f8-5cbd-8d2c-057c07f55b82,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2347,default_restriction
0aa63493-e46a-5a31-83a6-a085c760ce5e,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2314,default_restriction
8b8be39a-e470-537f-b220-92a45eea442c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:629,default_restriction
54f38f76-e465-52fe-b734-fada5a23ebe0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2386,default_restriction
61985cc6-2f07-5d64-b389-a5433c1a9c04,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3276,default_restriction
41797050-21d4-5bcf-baeb-3fd04f1fb882,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3343,default_restriction
49108a25-e418-5199-97c3-7392f1635eda,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3085,default_restriction
2d2d64ca-d378-50de-b728-2c7a48e6c50b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:750,default_restriction
b41619e2-542f-54ae-8c07-e343aa17f7ca,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4476,default_restriction
7020c844-259c-5cc4-a316-7993bdddccca,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2224,default_restriction
1b9b93dd-3293-5a32-b84a-7d7bb75574c4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2381,default_restriction
9062094e-5990-5fee-816b-245b955feea4,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2539,default_restriction
f32220a4-8c76-5808-bbff-680f839427a8,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3321,default_restriction
57c043f4-c832-5d28-86ec-235996aafc3f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2630,default_restriction
22ebc023-6a5f-553b-858a-87caac427453,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2368,default_restriction
bd2ee536-76cd-5968-a2eb-2f58722b3154,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1596,default_restriction
77cc2bdd-4788-5c63-ba14-f60e706e9a76,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3151,default_restriction
97af1d09-fbb7-5c75-8de1-d3c5976d1574,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:586,default_restriction
231da017-61e4-5f94-bdbc-4696482fca45,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1185,default_restriction
07406529-3cbf-51d6-b811-14df16ebd749,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:4189,default_restriction
28f18e54-90a2-5d2f-b252-321994b7d86b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3590,default_restriction
debdb05c-6fcc-510f-af0e-baea07c2a750,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3324,default_restriction
ca24e4f9-8722-52f5-9f6c-c1eacf24300d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2696,default_restriction
0d9b6087-0a9e-519e-9db4-78c093e1a3fd,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1951,default_restriction
219ef250-ab1b-5670-88f1-0fc80fe7438c,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2305,default_restriction
dabf88e3-ea8f-5b95-a6f9-308aedd28788,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2174,default_restriction
17df95ea-3ea5-5993-93c2-63791700ba7b,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2057,default_restriction
779c81ca-ead6-50a3-9756-6dea7c0b3a30,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3398,default_restriction
60024bf2-04c6-5cdd-b9cf-8c7f68bbcb60,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2395,default_restriction
f94f1b80-e964-5b7f-bc6e-dfeca8fd9573,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:958,default_restriction
7b9fdd0a-3dcb-5096-82e2-36589bac8e16,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3406,default_restriction
a65350b8-2d01-5fcf-b573-6de093ad3851,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2662,default_restriction
a2779e04-0243-54fa-9465-d1ae7c590111,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2313,default_restriction
650824f7-25ba-5e6e-99fd-b8e970458faa,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2605,default_restriction
03b574ab-218f-505e-bfab-98ae1b7d7a11,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:183,default_restriction
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2649,default_restriction
4fb2b437-4544-5320-aefc-0b96d55d3601,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:797,default_restriction
29b31f8d-19f8-552b-a7b1-02a44fff02ef,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:883,default_restriction
922f50c6-f2a7-5ba4-aa80-6fc860aafa64,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1646,default_restriction
3ee7047c-78cb-536a-8a9e-9528664bc93a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2279,default_restriction
df6a787c-57ee-58df-a924-55dc4d23b577,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1750,default_restriction
443d95f3-e455-5e8a-8463-56421a30fb26,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3326,default_restriction
b2e3659a-a775-57c2-807f-3ceadf6d3afe,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:3828,default_restriction
165eea60-18b3-5c25-9ac8-5ee92f296341,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2670,default_restriction
f29442b7-1841-5b95-bb48-04c1796d4f76,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2598,default_restriction
b7ce9e03-eb90-59f0-bc32-ba583525da11,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2337,default_restriction
cc246775-3079-55df-b07b-be4b37ef14ac,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2672,default_restriction
4106055b-b06c-5d3f-a56b-48e1c9b7b9a0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2633,default_restriction
f839be95-3ed3-55c9-a1b0-b97395b17845,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1699,default_restriction
1feb38a0-4184-57f3-92a5-449b8900a94d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2601,default_restriction
e2fe71b3-161b-597d-b4ce-109f4361fc12,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2528,default_restriction
1ce0264b-1854-5dbc-b20b-8a995b4d4a31,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2658,default_restriction
41646104-061b-58e2-97c7-d75526d2557f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1387,default_restriction
15b73281-6d16-57c0-b1a1-0bcb4cf7b49a,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2287,default_restriction
41e38a9a-6f5e-5bf8-98c6-f32568556140,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:374,default_restriction
5279b1d4-4dcf-5d91-8cb4-400c8d028da5,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2420,default_restriction
7f6362ac-e0eb-5868-9bb4-f9cc64dd2da7,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2300,default_restriction
43f1d295-fced-5d6c-9a0c-dcd91d4afd7f,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1179,default_restriction
d7b4392a-9999-5d7a-b1c6-51d7ca60c42d,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1889,default_restriction
63f3876a-527d-5f31-a853-a9db0e92c4e9,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2739,default_restriction
2c84467b-8d5a-5f9b-9320-985992ccffd5,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:1789,default_restriction
bf0080a3-19d7-5d04-a2e0-761bbc229834,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2643,default_restriction
bb12196f-e08a-5608-a307-d418ada105d0,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2679,default_restriction
cc85858b-fd77-58e1-b4dd-a3753b829db7,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2644,default_restriction
22292a2d-27b0-529f-8b30-7cbcb86d78ea,nan,e73_CreationTimeSpans,nan,nan,permission required,tg:rubgr:2432,default_restriction
