Record ID,Record Type,Keeper Name,URL,ResourceID,Object Number value,Stage Type,Format Dimension,Format Type,Sheet Numbers,Sheeet Type,Page Numbers,Page Type,Object Identifier,Record Identifier Type,URL Type,Object Identifier Type,Object Number Type,order,card,brocade.id,note,Annotation,Annotation Type,Annotation Language,Archive Brocade ID,Archive Name,Archive Identifier,Description,Description Type,Description Language,External Relation Type,External Relation URL,External Relation URL Type,Brocade ID,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type,Archive Note,Warehouse Location (begin),Warehouse Location (ende),Source Note,Serial Number,Source Note Language,Source Note Type,id/place.place,Production Place ID,Production Place Identifier,Production Place Name,Title,Title Type,Title Language
,,,,2f639716-8718-5e72-a485-c6e0b0ec814c,,,,,,,,,,,,,,1,Items,tg:rubhs:211,,,,,,,,,,,,,,,,,,,,,isad:rub:911,,,RA 001 / 122,141,Nederlands,Noot,,,,,,,
,,,,2f639716-8718-5e72-a485-c6e0b0ec814c,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Conversations sur la Connoissance de la Peinture"""" (3/3)",Titel,Nederlands
tg:rubhs:40,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:40/N,302dadda-bf64-5ec1-b32b-5bfdc490fc08,BE-ANN14/hs/RA001/001/36,Handgeschreven,"13 x 8,7 x 2",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/302dadda-bf64-5ec1-b32b-5bfdc490fc08'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,302dadda-bf64-5ec1-b32b-5bfdc490fc08,,,,,,,,,,,,,,1,Archives,tg:rubhs:40,,,,,isad:rub:314,Agenda's,{'url':'https://id.museumplantinmoretus.be/ark:/11975/302dadda-bf64-5ec1-b32b-5bfdc490fc08'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,302dadda-bf64-5ec1-b32b-5bfdc490fc08,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1950.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,302dadda-bf64-5ec1-b32b-5bfdc490fc08,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:40,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,302dadda-bf64-5ec1-b32b-5bfdc490fc08,,,,,,,,,,,,,,1,Items,tg:rubhs:40,,,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,36,Nederlands,Noot,,,,,,,
,,,,302dadda-bf64-5ec1-b32b-5bfdc490fc08,,,,,,,,,,,,,,1,Places,tg:rubhs:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen,,,
,,,,302dadda-bf64-5ec1-b32b-5bfdc490fc08,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1950,Titel,Nederlands
tg:rubhs:124,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:124/N,30b87c0e-0fd5-538f-b396-c4f65e0615a7,BE-ANN14/hs/RA001/122/065,Handgeschreven,"7 x 11 x 0,5",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/30b87c0e-0fd5-538f-b396-c4f65e0615a7'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30b87c0e-0fd5-538f-b396-c4f65e0615a7,,,,,,,,,,,,,,1,Archives,tg:rubhs:124,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/30b87c0e-0fd5-538f-b396-c4f65e0615a7'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30b87c0e-0fd5-538f-b396-c4f65e0615a7,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,30b87c0e-0fd5-538f-b396-c4f65e0615a7,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:124,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,30b87c0e-0fd5-538f-b396-c4f65e0615a7,,,,,,,,,,,,,,1,Items,tg:rubhs:124,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,65,Nederlands,Noot,,,,,,,
,,,,30b87c0e-0fd5-538f-b396-c4f65e0615a7,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboekje klein formaat (8),Titel,Nederlands
tg:rubhs:68,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:68/N,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,BE-ANN14/hs/RA001/122/018,Handgeschreven,"16,5 x 10,5 x 0,2",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,1,Archives,tg:rubhs:68,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende bezoeken aan collecties in Haarlem.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:68,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,1,Items,tg:rubhs:68,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,18,Nederlands,Noot,,,,,,,
,,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,1,Places,tg:rubhs:68,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::104840', 'uuid': '07da369f-17bd-5896-af3a-b8514f58dee8'}]",au::104840,id.rubenianum.be//ark:/86530/07da369f-17bd-5896-af3a-b8514f58dee8,Haarlem,,,
,,,,3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Haarlem 1924""""",Titel,Nederlands
tg:rubhs:169,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:169/N,326344e8-80b6-59c8-8401-124cdc6218eb,BE-ANN14/hs/RA001/12/106,Handgeschreven,"16,5 x 11 x 1",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/326344e8-80b6-59c8-8401-124cdc6218eb'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,1,Annotations,tg:rubhs:169,note.rubalg,"Bevat enkele losse stukken, waaronder een kaft. Het is echter onduidelijk of de kaft bij dit notitieboekje hoort.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,1,Archives,tg:rubhs:169,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/326344e8-80b6-59c8-8401-124cdc6218eb'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:169,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,1,Items,tg:rubhs:169,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,106,Nederlands,Noot,,,,,,,
,,,,326344e8-80b6-59c8-8401-124cdc6218eb,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboekje varia,Titel,Nederlands
tg:rubhs:50,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:50/N,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,BE-ANN14/hs/RA001/001/46,Handgeschreven,"12,5 x 8 x 2",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/32e6c074-a962-5c6c-ab3a-f8a43c6ca89f'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,1,Archives,tg:rubhs:50,,,,,isad:rub:314,Agenda's,{'url':'https://id.museumplantinmoretus.be/ark:/11975/32e6c074-a962-5c6c-ab3a-f8a43c6ca89f'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1960.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:50,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,1,Items,tg:rubhs:50,,,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,46,Nederlands,Noot,,,,,,,
,,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,1,Places,tg:rubhs:50,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::106118', 'uuid': 'bfce85cc-f5fb-53db-9176-4665e3323a3b'}]",au::106118,id.rubenianum.be//ark:/86530/bfce85cc-f5fb-53db-9176-4665e3323a3b,Londen,,,
,,,,32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1960,Titel,Nederlands
tg:rubhs:154,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:154/N,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,BE-ANN14/hs/RA001/122/093,Handgeschreven,"17 x 10 x 0,3",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/34cdbfe1-25aa-59d8-9c0c-8f805df7634f'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,1,Annotations,tg:rubhs:154,note.rubalg,Bevat notities betreffende de privécollectie van Burchard.,Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,1,Archives,tg:rubhs:154,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/34cdbfe1-25aa-59d8-9c0c-8f805df7634f'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende (de uitwerking van?) een Rubenstentoonstelling.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:154,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,1,Items,tg:rubhs:154,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,93,Nederlands,Noot,,,,,,,
,,,,34cdbfe1-25aa-59d8-9c0c-8f805df7634f,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Rubenstentoonstelling""""",Titel,Nederlands
tg:rubhs:195,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:195/N,35420d49-1920-5358-a302-f91893728def,BE-ANN14/hs/RA001/122/125,Handgeschreven,"16 x 10 x 0,6",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/35420d49-1920-5358-a302-f91893728def'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,1,Archives,tg:rubhs:195,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/35420d49-1920-5358-a302-f91893728def'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje betreffende de reizen van Mr. De Blainville tussen februari en maart 1705.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:195,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,1,Items,tg:rubhs:195,,,,,,,,,,,,,,,,,,,,,isad:rub:911,,,RA 001 / 122,125,Nederlands,Noot,,,,,,,
,,,,35420d49-1920-5358-a302-f91893728def,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Mr. DE BLAINVILLE""""",Titel,Nederlands
tg:rubhs:215,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:215/N,35c29247-ff60-5792-ae69-d95c4b40aa5a,BE-ANN14/hs/RA001/001/4,Handgeschreven,"19 x 13 x 0,8",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/35c29247-ff60-5792-ae69-d95c4b40aa5a'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,1,Archives,tg:rubhs:215,,,,,isad:rub:314,Agenda's,{'url':'https://id.museumplantinmoretus.be/ark:/11975/35c29247-ff60-5792-ae69-d95c4b40aa5a'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Agenda voor het jaar 1918.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:215,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,1,Items,tg:rubhs:215,,,,,,,,,,,,,,,,,,,,,isad:rub:314,,,RA 001 / 001,4,Nederlands,Noot,,,,,,,
,,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,1,Places,tg:rubhs:215,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{'value': 'au::102989', 'uuid': 'd5eafadb-58ae-5686-a8b1-ea8b7dee3fb9'}]",au::102989,id.rubenianum.be//ark:/86530/d5eafadb-58ae-5686-a8b1-ea8b7dee3fb9,Metz,,,
,,,,35c29247-ff60-5792-ae69-d95c4b40aa5a,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agenda 1918,Titel,Nederlands
tg:rubhs:219,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:219/N,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,BE-ANN14/hs/000000005,Handgeschreven,,,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,1,Annotations,tg:rubhs:219,note.rubalg,"De brieven zijn genummerd van 1 t.e.m. 390 en helemaal achteraan bevindt zich een """"table alphabètique"""" van de nummers 1 t.e.m. 382 (met een vloeipapier tussen). Vooraan bevinden zich lijsten met """"formules"""" en adressen.  

In de meeste gevallen gaat het om volledig uitgeschreven brieven, maar soms betreft het samenvattingen van de inhoud. Rooses voegde opmerkingen toe in potlood, zoals de landen van de correspondenten (cfr. inkomende briefwisseling), """"ja"""" of """"nee"""" (bij lijsten van correspondenten, vermoedelijk in het geval van rondzendbrieven, om aan te geven of ze al dan niet verzonden werden), """"groot"""" of """"klein"""" (vermoedelijk over het formaat van de besproken kunstwerken). Soms komen er ook lijsten voor waarin aangegeven wordt welke kunstwerken bepaalde personen/correspondenten in hun bezit hadden.",Algemeen,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,1,Archives,tg:rubhs:219,,,,,isad:rub:3292,Jordaens (1905),{'url':'https://id.museumplantinmoretus.be/ark:/11975/362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,"Notitieboek met Rooses' kladversies van uitgaande brieven uit de periode van 15 oktober 1904 tot en met 6 november 1905. Deze corresponderen met de inkomende brieven (RA 006 / 007 en 008). De brieven handelen onder meer over bruiklenen, de tentoonstellingscommissie, beeldaanvragen voor de catalogus en er wordt ook verslag uitgebracht van de tentoonstelling.",Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:219,au::16015,{'url': 'https://anet.be/record/isaarlh/au::16015'},au,Persoon,Max Rooses,Auteur,,,,,,,,,,,,,,
,,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,2,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:219,au::9845,{'url': 'https://anet.be/record/isaarlh/au::9845'},ow,Persoon,Jacob Jordaens,Onderwerp,,,,,,,,,,,,,,
,,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,1,Items,tg:rubhs:219,,,,,,,,,,,,,,,,,,,,,isad:rub:3292,,,,RA 006 / 009,Nederlands,Noot,,,,,,,
,,,,362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Notitieboek over de Jordaenstentoonstelling van 1905,Titel,Nederlands
tg:rubhs:53,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:53/N,396d9030-f603-5a4d-88e1-4a1190d86187,BE-ANN14/hs/RA001/122/003,Handgeschreven,"16,5 x 10,5 x 0,3",Maximum,,,39.0,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/396d9030-f603-5a4d-88e1-4a1190d86187'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,1,Archives,tg:rubhs:53,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/396d9030-f603-5a4d-88e1-4a1190d86187'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje betreffende notities van Cornelis Hofstede de Groot.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:53,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,1,Items,tg:rubhs:53,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,3,Nederlands,Noot,,,,,,,
,,,,396d9030-f603-5a4d-88e1-4a1190d86187,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"Rubens-notizen HdG""""",Titel,Nederlands
tg:rubhs:97,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:97/N,3a0f4383-2dc1-507e-badf-09bf52c28b5f,BE-ANN14/hs/RA001/002/003,Handgeschreven,"17 x 10,5 x 1",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3a0f4383-2dc1-507e-badf-09bf52c28b5f'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,1,Archives,tg:rubhs:97,,,,,isad:rub:315,Adresboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3a0f4383-2dc1-507e-badf-09bf52c28b5f'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Adresboekje Antwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:97,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,1,Items,tg:rubhs:97,,,,,,,,,,,,,,,,,,,,,isad:rub:315,T 2 20 2,T 2 20 2,RA 001 / 002,3,Nederlands,Noot,,,,,,,
,,,,3a0f4383-2dc1-507e-badf-09bf52c28b5f,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Adresboekje """"Antwerpen""""",Titel,Nederlands
tg:rubhs:159,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:159/N,3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,BE-ANN14/hs/RA001/122/098,Handgeschreven,"17 x 10,5 x 1",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3ac3e81b-bc7e-5499-ac45-6389e06c6ec1'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,,,,,,,,,,,,,,1,Archives,tg:rubhs:159,,,,,isad:rub:911,Notitieboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3ac3e81b-bc7e-5499-ac45-6389e06c6ec1'},,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,,,,,,,,,,,,,,1,Descriptions,,,,,,,,,Notitieboekje met aantekeningen betreffende verscheidene onderwerpen.,Beschrijving,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,,,,,,,,,,,,,,1,ISAAR_Relations,,,,,,,,,,,,,,,tg:rubhs:159,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},au,Persoon,Ludwig Burchard,Auteur,,,,,,,,,,,,,,
,,,,3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,,,,,,,,,,,,,,1,Items,tg:rubhs:159,,,,,,,,,,,,,,,,,,,,,isad:rub:911,T 2 20 2,T 2 20 2,RA 001 / 122,98,Nederlands,Noot,,,,,,,
,,,,3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,,,,,,,,,,,,,,1,Titles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Notitieboekje """"N° 2047""""",Titel,Nederlands
tg:rubhs:100,Handschrift,Rubenianum,https://anet.be/record/opacrubobj/tg:rubhs:100/N,3aed7578-560b-5a55-b79a-491492b5e8ae,BE-ANN14/hs/RA001/002/005,Handgeschreven,"17 x 10,5 x 1",Maximum,,,,,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3aed7578-560b-5a55-b79a-491492b5e8ae'},Record Identifier,URL,Object Identifier,Object Number,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,3aed7578-560b-5a55-b79a-491492b5e8ae,,,,,,,,,,,,,,1,Archives,tg:rubhs:100,,,,,isad:rub:315,Adresboekjes,{'url':'https://id.museumplantinmoretus.be/ark:/11975/3aed7578-560b-5a55-b79a-491492b5e8ae'},,,,,,,,,,,,,,,,,,,,,,,,,,,
