Object Number,Record Type,URL,ResourceID,Reference Number,Stage Type,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:rubgr:5081,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5081/N,0dbbdd82-925c-5539-933c-55a78e32f29f,BE-ANN14/gr/000005081,,Rubenianum,https://data.rubenianum.be//ark:/86530/0dbbdd82-925c-5539-933c-55a78e32f29f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2744,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2744/N,cf516bd7-aa9a-5180-bbdf-2cbc82b6a8fd,BE-ANN14/gr/000002744,,Rubenianum,https://data.rubenianum.be//ark:/86530/cf516bd7-aa9a-5180-bbdf-2cbc82b6a8fd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:274,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:274/N,f7aabe91-1906-5422-8193-e54fe054f3c2,BE-ANN14/gr/000000274,,Rubenianum,https://data.rubenianum.be//ark:/86530/f7aabe91-1906-5422-8193-e54fe054f3c2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3786,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3786/N,b065a83d-20d5-5033-b628-245ace12ff62,BE-ANN14/gr/000003786,,Rubenianum,https://data.rubenianum.be//ark:/86530/b065a83d-20d5-5033-b628-245ace12ff62,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4043,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4043/N,da689f64-c995-514f-beac-6756db4addae,BE-ANN14/gr/000004043,,Rubenianum,https://data.rubenianum.be//ark:/86530/da689f64-c995-514f-beac-6756db4addae,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2894,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2894/N,da2bb5a0-00d1-5297-ad1e-e4ba492ac02b,BE-ANN14/gr/000002894,,Rubenianum,https://data.rubenianum.be//ark:/86530/da2bb5a0-00d1-5297-ad1e-e4ba492ac02b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1241,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1241/N,fb03b07d-eb67-51ca-a6ee-49b2bddc13cf,BE-ANN14/gr/000001241,,Rubenianum,https://data.rubenianum.be//ark:/86530/fb03b07d-eb67-51ca-a6ee-49b2bddc13cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:624,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:624/N,4524da52-4157-538d-a76d-57cd9eb343ef,BE-ANN14/gr/000000624,,Rubenianum,https://data.rubenianum.be//ark:/86530/4524da52-4157-538d-a76d-57cd9eb343ef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4413,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4413/N,7d7e1d79-49c6-52c9-9217-962f2f43d958,BE-ANN14/gr/000004413,,Rubenianum,https://data.rubenianum.be//ark:/86530/7d7e1d79-49c6-52c9-9217-962f2f43d958,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1611,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1611/N,7a7075cb-133f-57bc-9310-e592d274c005,BE-ANN14/gr/000001611,,Rubenianum,https://data.rubenianum.be//ark:/86530/7a7075cb-133f-57bc-9310-e592d274c005,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4940,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4940/N,b716786a-7d5b-5585-b930-8681818c2ef1,BE-ANN14/gr/000004940,,Rubenianum,https://data.rubenianum.be//ark:/86530/b716786a-7d5b-5585-b930-8681818c2ef1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5202,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5202/N,d4072fd8-6ca1-528a-983d-a3aa934c5bdf,BE-ANN14/gr/000005202,,Rubenianum,https://data.rubenianum.be//ark:/86530/d4072fd8-6ca1-528a-983d-a3aa934c5bdf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4805,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4805/N,2c1aa06a-5117-5419-94ef-9521cdcd4fcc,BE-ANN14/gr/000004805,,Rubenianum,https://data.rubenianum.be//ark:/86530/2c1aa06a-5117-5419-94ef-9521cdcd4fcc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2178,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2178/N,9294f8bf-cfa9-56f1-a53b-7d6c86b4d593,BE-ANN14/gr/000002178,,Rubenianum,https://data.rubenianum.be//ark:/86530/9294f8bf-cfa9-56f1-a53b-7d6c86b4d593,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5347,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5347/N,f02141e9-66f2-52c7-b398-a2105e7d5dd2,BE-ANN14/gr/000005347,,Rubenianum,https://data.rubenianum.be//ark:/86530/f02141e9-66f2-52c7-b398-a2105e7d5dd2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1304,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1304/N,f03a4ad3-0e9f-587e-a2c5-ecfb94f4ec83,BE-ANN14/gr/000001304,,Rubenianum,https://data.rubenianum.be//ark:/86530/f03a4ad3-0e9f-587e-a2c5-ecfb94f4ec83,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:331,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:331/N,135cb049-bc60-5151-9755-2f934ce68979,BE-ANN14/gr/000000331,,Rubenianum,https://data.rubenianum.be//ark:/86530/135cb049-bc60-5151-9755-2f934ce68979,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4106,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4106/N,fdd0af11-2fff-5dd7-8aac-5836ab2e4c18,BE-ANN14/gr/000004106,,Rubenianum,https://data.rubenianum.be//ark:/86530/fdd0af11-2fff-5dd7-8aac-5836ab2e4c18,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:761,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:761/N,42d6adb1-d086-5f09-a2ab-d6672c923692,BE-ANN14/gr/000000761,,Rubenianum,https://data.rubenianum.be//ark:/86530/42d6adb1-d086-5f09-a2ab-d6672c923692,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4556,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4556/N,af1d0a9d-7bcc-51f4-9300-369605befd8e,BE-ANN14/gr/000004556,,Rubenianum,https://data.rubenianum.be//ark:/86530/af1d0a9d-7bcc-51f4-9300-369605befd8e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1580,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1580/N,0bfadc9e-848c-586d-9713-e2cde619471d,BE-ANN14/gr/000001580,,Rubenianum,https://data.rubenianum.be//ark:/86530/0bfadc9e-848c-586d-9713-e2cde619471d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4278,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4278/N,926c5068-73b9-57fa-b045-157c65714ef6,BE-ANN14/gr/000004278,,Rubenianum,https://data.rubenianum.be//ark:/86530/926c5068-73b9-57fa-b045-157c65714ef6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3047,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3047/N,c5eb3d9b-8f43-5b7f-8e46-3dfca0e41dfb,BE-ANN14/gr/000003047,,Rubenianum,https://data.rubenianum.be//ark:/86530/c5eb3d9b-8f43-5b7f-8e46-3dfca0e41dfb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4782,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4782/N,dc0e943f-468d-5278-8cca-742c578b5bd4,BE-ANN14/gr/000004782,,Rubenianum,https://data.rubenianum.be//ark:/86530/dc0e943f-468d-5278-8cca-742c578b5bd4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3417,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3417/N,64c9f358-f637-5260-b763-06c5724e2f4f,BE-ANN14/gr/000003417,,Rubenianum,https://data.rubenianum.be//ark:/86530/64c9f358-f637-5260-b763-06c5724e2f4f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3944,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3944/N,5a5212f6-9615-50e5-a8bd-6764634e1ac0,BE-ANN14/gr/000003944,,Rubenianum,https://data.rubenianum.be//ark:/86530/5a5212f6-9615-50e5-a8bd-6764634e1ac0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1979,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1979/N,301bdd85-41ab-5245-9539-7d27d1fc7321,BE-ANN14/gr/000001979,,Rubenianum,https://data.rubenianum.be//ark:/86530/301bdd85-41ab-5245-9539-7d27d1fc7321,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5193,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5193/N,11771685-2ee3-511e-8d26-756f627f4429,BE-ANN14/gr/000005193,,Rubenianum,https://data.rubenianum.be//ark:/86530/11771685-2ee3-511e-8d26-756f627f4429,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2656,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2656/N,1e9528ac-dd11-5141-9055-1d48e640540a,BE-ANN14/gr/000002656,,Rubenianum,https://data.rubenianum.be//ark:/86530/1e9528ac-dd11-5141-9055-1d48e640540a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1996,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1996/N,68dafa45-d1ba-591e-8df6-1981e23bd67f,BE-ANN14/gr/000001996,,Rubenianum,https://data.rubenianum.be//ark:/86530/68dafa45-d1ba-591e-8df6-1981e23bd67f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3102,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3102/N,e3703d65-aaed-5036-960b-5442aebfc1e8,BE-ANN14/gr/000003102,,Rubenianum,https://data.rubenianum.be//ark:/86530/e3703d65-aaed-5036-960b-5442aebfc1e8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4297,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4297/N,3985c9fa-a1ab-5da1-87af-c0f44f53c219,BE-ANN14/gr/000004297,,Rubenianum,https://data.rubenianum.be//ark:/86530/3985c9fa-a1ab-5da1-87af-c0f44f53c219,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1095,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1095/N,fd76489e-0aeb-5c8e-9a1c-fd2f6bcb6e34,BE-ANN14/gr/000001095,,Rubenianum,https://data.rubenianum.be//ark:/86530/fd76489e-0aeb-5c8e-9a1c-fd2f6bcb6e34,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2590,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2590/N,81b33b3c-5baf-5679-94d5-0dbd13744190,BE-ANN14/gr/000002590,,Rubenianum,https://data.rubenianum.be//ark:/86530/81b33b3c-5baf-5679-94d5-0dbd13744190,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:5255,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:5255/N,0e742626-e09e-574a-a231-165ab060df9b,BE-ANN14/gr/000005255,,Rubenianum,https://data.rubenianum.be//ark:/86530/0e742626-e09e-574a-a231-165ab060df9b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4917,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4917/N,e95538db-f032-5f9c-b72e-4fe290f2bd19,BE-ANN14/gr/000004917,,Rubenianum,https://data.rubenianum.be//ark:/86530/e95538db-f032-5f9c-b72e-4fe290f2bd19,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:389,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:389/N,93fd322a-3290-5e9b-889c-214018620b47,BE-ANN14/gr/000000389,,Rubenianum,https://data.rubenianum.be//ark:/86530/93fd322a-3290-5e9b-889c-214018620b47,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:673,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:673/N,5d826df5-7e81-5f9c-bade-43580f76160d,BE-ANN14/gr/000000673,,Rubenianum,https://data.rubenianum.be//ark:/86530/5d826df5-7e81-5f9c-bade-43580f76160d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1216,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1216/N,b12457af-881b-55f3-8ce8-4b9ad74b9ee5,BE-ANN14/gr/000001216,,Rubenianum,https://data.rubenianum.be//ark:/86530/b12457af-881b-55f3-8ce8-4b9ad74b9ee5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4014,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4014/N,4a8a25a8-42b4-5acb-a4d6-43096a9cac64,BE-ANN14/gr/000004014,,Rubenianum,https://data.rubenianum.be//ark:/86530/4a8a25a8-42b4-5acb-a4d6-43096a9cac64,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:736,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:736/N,000ac70b-96b8-52d4-bfe4-8f9c55c1ece4,BE-ANN14/gr/000000736,,Rubenianum,https://data.rubenianum.be//ark:/86530/000ac70b-96b8-52d4-bfe4-8f9c55c1ece4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4501,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4501/N,8b0347e7-74f0-50b9-bcb7-cdafadb3588b,BE-ANN14/gr/000004501,,Rubenianum,https://data.rubenianum.be//ark:/86530/8b0347e7-74f0-50b9-bcb7-cdafadb3588b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:366,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:366/N,6fbf689f-c91e-5463-a2f4-49a421add01f,BE-ANN14/gr/000000366,,Rubenianum,https://data.rubenianum.be//ark:/86530/6fbf689f-c91e-5463-a2f4-49a421add01f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3694,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3694/N,24e2a0ca-3c02-586b-8edb-8b60afc7d05e,BE-ANN14/gr/000003694,,Rubenianum,https://data.rubenianum.be//ark:/86530/24e2a0ca-3c02-586b-8edb-8b60afc7d05e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4151,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4151/N,35d99b6f-cb33-5ce3-a1e5-54355877c1e0,BE-ANN14/gr/000004151,,Rubenianum,https://data.rubenianum.be//ark:/86530/35d99b6f-cb33-5ce3-a1e5-54355877c1e0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2986,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2986/N,e4eaa933-ea90-514d-a679-b6f41fce43db,BE-ANN14/gr/000002986,,Rubenianum,https://data.rubenianum.be//ark:/86530/e4eaa933-ea90-514d-a679-b6f41fce43db,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1353,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1353/N,c513d981-f8dc-51c0-88c6-8b311b23a9c0,BE-ANN14/gr/000001353,,Rubenianum,https://data.rubenianum.be//ark:/86530/c513d981-f8dc-51c0-88c6-8b311b23a9c0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1847,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1847/N,10d4fd3e-7298-5bde-ac96-31a19e86c31c,BE-ANN14/gr/000001847,,Rubenianum,https://data.rubenianum.be//ark:/86530/10d4fd3e-7298-5bde-ac96-31a19e86c31c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2768,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2768/N,5eb660bd-4334-598a-adb0-d95105df40ed,BE-ANN14/gr/000002768,,Rubenianum,https://data.rubenianum.be//ark:/86530/5eb660bd-4334-598a-adb0-d95105df40ed,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2338,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2338/N,6d874152-60db-5fae-8a9f-54ef2b7e2fae,BE-ANN14/gr/000002338,,Rubenianum,https://data.rubenianum.be//ark:/86530/6d874152-60db-5fae-8a9f-54ef2b7e2fae,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3179,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3179/N,4edf9279-a9af-5e33-88fa-151a6d440c83,BE-ANN14/gr/000003179,,Rubenianum,https://data.rubenianum.be//ark:/86530/4edf9279-a9af-5e33-88fa-151a6d440c83,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3483,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3483/N,c1a124f2-a160-55cc-a5cb-86a25640da83,BE-ANN14/gr/000003483,,Rubenianum,https://data.rubenianum.be//ark:/86530/c1a124f2-a160-55cc-a5cb-86a25640da83,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4346,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4346/N,9a37cdce-5e7c-5104-a810-42c8c24ff25b,BE-ANN14/gr/000004346,,Rubenianum,https://data.rubenianum.be//ark:/86530/9a37cdce-5e7c-5104-a810-42c8c24ff25b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3529,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3529/N,75edb954-f541-5819-9b36-7a407d054ce0,BE-ANN14/gr/000003529,,Rubenianum,https://data.rubenianum.be//ark:/86530/75edb954-f541-5819-9b36-7a407d054ce0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1514,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1514/N,988938fa-cbc5-5aba-ae35-3b482a95c9c5,BE-ANN14/gr/000001514,,Rubenianum,https://data.rubenianum.be//ark:/86530/988938fa-cbc5-5aba-ae35-3b482a95c9c5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4203,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4203/N,00055374-fc1d-5219-9dee-6ae68900dac0,BE-ANN14/gr/000004203,,Rubenianum,https://data.rubenianum.be//ark:/86530/00055374-fc1d-5219-9dee-6ae68900dac0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1001,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1001/N,daf107fe-04af-5a10-b78f-2b4f2f173b26,BE-ANN14/gr/000001001,,Rubenianum,https://data.rubenianum.be//ark:/86530/daf107fe-04af-5a10-b78f-2b4f2f173b26,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:464,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:464/N,d4dca8f9-6c49-57cb-9076-1b0ff838bbcf,BE-ANN14/gr/000000464,,Rubenianum,https://data.rubenianum.be//ark:/86530/d4dca8f9-6c49-57cb-9076-1b0ff838bbcf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4653,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4653/N,ea7b8579-dcd4-5267-95fe-e3861a022d63,BE-ANN14/gr/000004653,,Rubenianum,https://data.rubenianum.be//ark:/86530/ea7b8579-dcd4-5267-95fe-e3861a022d63,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3196,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3196/N,03226b44-3e8d-58bd-9cdb-877c1f42d48e,BE-ANN14/gr/000003196,,Rubenianum,https://data.rubenianum.be//ark:/86530/03226b44-3e8d-58bd-9cdb-877c1f42d48e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1451,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1451/N,2f0b3f79-daab-5ef3-afb7-0aaa1a025a84,BE-ANN14/gr/000001451,,Rubenianum,https://data.rubenianum.be//ark:/86530/2f0b3f79-daab-5ef3-afb7-0aaa1a025a84,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:937,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:937/N,4e791c05-264e-554e-b05c-df198f26a15f,BE-ANN14/gr/000000937,,Rubenianum,https://data.rubenianum.be//ark:/86530/4e791c05-264e-554e-b05c-df198f26a15f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1902,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1902/N,793e1bb6-bfab-56b6-bc01-83eccee6f101,BE-ANN14/gr/000001902,,Rubenianum,https://data.rubenianum.be//ark:/86530/793e1bb6-bfab-56b6-bc01-83eccee6f101,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3895,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3895/N,a02e7d79-a77c-51ec-b3fa-fdbbcce617ea,BE-ANN14/gr/000003895,,Rubenianum,https://data.rubenianum.be//ark:/86530/a02e7d79-a77c-51ec-b3fa-fdbbcce617ea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2787,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2787/N,9ddba994-68c0-573a-9a32-6f1d93a5790e,BE-ANN14/gr/000002787,,Rubenianum,https://data.rubenianum.be//ark:/86530/9ddba994-68c0-573a-9a32-6f1d93a5790e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1282,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1282/N,aae27e7e-d0a5-5ff2-b17d-63f282d59a70,BE-ANN14/gr/000001282,,Rubenianum,https://data.rubenianum.be//ark:/86530/aae27e7e-d0a5-5ff2-b17d-63f282d59a70,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4080,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4080/N,23c91f69-4749-50ea-a858-4a4626077625,BE-ANN14/gr/000004080,,Rubenianum,https://data.rubenianum.be//ark:/86530/23c91f69-4749-50ea-a858-4a4626077625,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1778,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1778/N,07a61f29-293c-5c1c-8e99-9f4b6a39ac70,BE-ANN14/gr/000001778,,Rubenianum,https://data.rubenianum.be//ark:/86530/07a61f29-293c-5c1c-8e99-9f4b6a39ac70,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:3745,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:3745/N,1f73261b-3e19-516e-a6c1-cbb0dc6b714b,BE-ANN14/gr/000003745,,Rubenianum,https://data.rubenianum.be//ark:/86530/1f73261b-3e19-516e-a6c1-cbb0dc6b714b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2857,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2857/N,85124a16-ac5e-5dec-a27b-f13395dd8023,BE-ANN14/gr/000002857,,Rubenianum,https://data.rubenianum.be//ark:/86530/85124a16-ac5e-5dec-a27b-f13395dd8023,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:1328,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:1328/N,db6d7702-01a5-511e-bc3a-84d7d178dc80,BE-ANN14/gr/000001328,,Rubenianum,https://data.rubenianum.be//ark:/86530/db6d7702-01a5-511e-bc3a-84d7d178dc80,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4983,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4983/N,dd155b43-d971-5c1d-9b55-1c8d7a8ceaef,BE-ANN14/gr/000004983,,Rubenianum,https://data.rubenianum.be//ark:/86530/dd155b43-d971-5c1d-9b55-1c8d7a8ceaef,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:4829,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:4829/N,ca41942a-a015-5efa-af99-d5eb27bd42aa,BE-ANN14/gr/000004829,,Rubenianum,https://data.rubenianum.be//ark:/86530/ca41942a-a015-5efa-af99-d5eb27bd42aa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2011,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2011/N,813d2a2a-2fbc-5c9e-b8a6-de84178dcb09,BE-ANN14/gr/000002011,,Rubenianum,https://data.rubenianum.be//ark:/86530/813d2a2a-2fbc-5c9e-b8a6-de84178dcb09,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:rubgr:2441,Objecten archief Grossmann,https://anet.be/record/opacrubobj/tg:rubgr:2441/N,5e796db4-3cbd-5762-81de-383d1fb4fb48,BE-ANN14/gr/000002441,,Rubenianum,https://data.rubenianum.be//ark:/86530/5e796db4-3cbd-5762-81de-383d1fb4fb48,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
