ResourceID,brocade.id,card,order,source_field,Format Numbers,Format Unit Type,Format Number Type,Page Numbers,Format Number
e3b4a93b-d9a0-56fe-97b4-8a52605d9760,tg:lhhs:20143_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,10,folios (leaves),aantal totaal,,
e3b4a93b-d9a0-56fe-97b4-8a52605d9760,tg:lhhs:20143_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,10,
4df3011e-aa5f-5de3-92f1-70106cbf603f,tg:lhhs:14514_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
4df3011e-aa5f-5de3-92f1-70106cbf603f,tg:lhhs:14514_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
15ffa911-3544-5e77-96b5-a1275eef3c45,tg:lhhs:16374_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,84,folios (leaves),aantal totaal,,
15ffa911-3544-5e77-96b5-a1275eef3c45,tg:lhhs:16374_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,84,
0c70ecbc-7427-5e22-9c15-ab74fc74fe6d,tg:lhhs:15987_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,31,folios (leaves),aantal totaal,,
0c70ecbc-7427-5e22-9c15-ab74fc74fe6d,tg:lhhs:15987_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,31,
0dc10cb9-9771-5a23-bfbe-ce18c1eff721,tg:lhhs:2019_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,34,folios (leaves),aantal totaal,,ca
0dc10cb9-9771-5a23-bfbe-ce18c1eff721,tg:lhhs:2019_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,33,
fe9a7e06-2e37-5546-8712-a49ee7583181,tg:lhhs:12058_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,44,folios (leaves),aantal totaal,,ca
fe9a7e06-2e37-5546-8712-a49ee7583181,tg:lhhs:12058_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,19,
fe08d888-a3e3-524d-85ac-c49aa7f00e79,tg:lhhs:6335_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
fe08d888-a3e3-524d-85ac-c49aa7f00e79,tg:lhhs:6335_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
1855ec9d-fc9a-5e39-81cc-8794a5b1acf8,tg:lhhs:13552_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,160,folios (leaves),aantal totaal,,
1855ec9d-fc9a-5e39-81cc-8794a5b1acf8,tg:lhhs:13552_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,160,
14943e1a-06e7-5dc2-8a3e-0870ceb0ad9c,tg:lhhs:19087_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
14943e1a-06e7-5dc2-8a3e-0870ceb0ad9c,tg:lhhs:19087_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
6caf611c-d9ce-5d8f-bad6-56a0d732afa0,tg:lhhs:3513_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,11,
1ad88084-8177-573f-857d-f213a5f14ede,tg:lhhs:2171_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
1ad88084-8177-573f-857d-f213a5f14ede,tg:lhhs:2171_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
dd6dc2db-2b57-5ad0-af91-618d49f9f803,tg:lhhs:12130_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,11,folios (leaves),aantal totaal,,
dd6dc2db-2b57-5ad0-af91-618d49f9f803,tg:lhhs:12130_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,11,
636aa400-9ef5-5912-8abc-468c8842cce7,tg:lhhs:7757_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
636aa400-9ef5-5912-8abc-468c8842cce7,tg:lhhs:7757_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,3,
9b30cafd-b947-5b4d-b2eb-e98017ef7f79,tg:lhhs:17716_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,17,folios (leaves),aantal totaal,,
9b30cafd-b947-5b4d-b2eb-e98017ef7f79,tg:lhhs:17716_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,17,
cdf77553-3c8c-5c2e-a604-542362984485,tg:lhhs:15176_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,40,folios (leaves),aantal totaal,,
11fbd10d-e0fc-5eb8-abc6-eaf70cd809d2,tg:lhhs:5137_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
11fbd10d-e0fc-5eb8-abc6-eaf70cd809d2,tg:lhhs:5137_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,3,
a7e33128-f7a4-5762-9665-e99781b92974,tg:lhhs:10750_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
a7e33128-f7a4-5762-9665-e99781b92974,tg:lhhs:10750_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
cbc70e21-8dd3-50f3-95ec-79870d3c9636,tg:lhhs:19876_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,18,folios (leaves),aantal totaal,,
cbc70e21-8dd3-50f3-95ec-79870d3c9636,tg:lhhs:19876_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,18,
bcb16c9e-5444-5715-893b-76e168d846a4,tg:lhhs:9837_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,53,folios (leaves),aantal totaal,,ca
bcb16c9e-5444-5715-893b-76e168d846a4,tg:lhhs:9837_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,53,
84d345d3-2f4c-5c1b-bc74-53dd05a1a1f9,tg:lhhs:6325_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,15,folios (leaves),aantal totaal,,
84d345d3-2f4c-5c1b-bc74-53dd05a1a1f9,tg:lhhs:6325_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,17,
77ab62da-3287-5b25-b11a-0be8045ac226,tg:lhhs:16364_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,25,folios (leaves),aantal totaal,,
77ab62da-3287-5b25-b11a-0be8045ac226,tg:lhhs:16364_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,25,
ac41adb4-cf2f-5068-9b2a-8bed5a22b91a,tg:lhhs:15997_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,49,folios (leaves),aantal totaal,,
ac41adb4-cf2f-5068-9b2a-8bed5a22b91a,tg:lhhs:15997_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,49,
982d8b02-4756-5c3b-a99a-88b20d61047a,tg:lhhs:2009_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
982d8b02-4756-5c3b-a99a-88b20d61047a,tg:lhhs:2009_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
fd6b249e-f892-5be6-a482-599ee54ac47b,tg:lhhs:556_#2,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
4d073132-13a1-5b42-b5c4-dc0437401a3c,tg:lhhs:3503_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,9,folios (leaves),aantal totaal,,
4d073132-13a1-5b42-b5c4-dc0437401a3c,tg:lhhs:3503_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,9,
7c4481ad-58c6-5fc3-91d6-0adf959c6edf,tg:lhhs:13542_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,5,folios (leaves),aantal totaal,,
7c4481ad-58c6-5fc3-91d6-0adf959c6edf,tg:lhhs:13542_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,5,
f50145ea-d4dc-5f53-b5b5-3fe3583516f3,tg:lhhs:11322_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
f50145ea-d4dc-5f53-b5b5-3fe3583516f3,tg:lhhs:11322_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
b330225d-8195-54a7-a18c-f6da71ce43eb,tg:lhhs:1363_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,7,folios (leaves),aantal totaal,,
b330225d-8195-54a7-a18c-f6da71ce43eb,tg:lhhs:1363_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,7,
a24f93e1-f326-5277-bdca-052e01f0d004,tg:lhhs:2990_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
522e75fa-b1e5-5b5e-8ad9-421c693b768b,tg:lhhs:14504_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,4,folios (leaves),aantal totaal,,
522e75fa-b1e5-5b5e-8ad9-421c693b768b,tg:lhhs:14504_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
93a6e867-da3c-5fdb-b6d5-f5b179c04950,tg:lhhs:10628_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,108,folios (leaves),aantal totaal,,
93a6e867-da3c-5fdb-b6d5-f5b179c04950,tg:lhhs:10628_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,108,
6aaf7c93-57df-5923-8d40-82a1b11b21e5,tg:lhhs:20153_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
6aaf7c93-57df-5923-8d40-82a1b11b21e5,tg:lhhs:20153_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
ff048214-1e58-551c-b5ef-384f6a0fd514,tg:lhhs:4545_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
fedb4497-cb41-56cd-87bf-ed45845ff1cd,tg:lhhs:15733_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,6,folios (leaves),aantal totaal,,
fedb4497-cb41-56cd-87bf-ed45845ff1cd,tg:lhhs:15733_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,6,
25ed88b1-e068-5c84-81ac-16a5cf447c0c,tg:lhhs:5772_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,63,folios (leaves),aantal totaal,,
25ed88b1-e068-5c84-81ac-16a5cf447c0c,tg:lhhs:5772_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,63,
85749900-335c-529a-86f6-a8655e5fb01c,tg:lhhs:4278_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,22,folios (leaves),aantal totaal,,
85749900-335c-529a-86f6-a8655e5fb01c,tg:lhhs:4278_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,22,
bc2ac57b-5ba8-5e68-a447-f7af58cb4834,tg:lhhs:10115_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
bc2ac57b-5ba8-5e68-a447-f7af58cb4834,tg:lhhs:10115_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,6,
dd774f86-b057-51f1-aa6a-b5dd2e5b2c28,tg:lhhs:14239_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,30,folios (leaves),aantal totaal,,
dd774f86-b057-51f1-aa6a-b5dd2e5b2c28,tg:lhhs:14239_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,31,
30fbd26e-9fa1-5f7f-a9ca-a5578c5d880c,tg:lhhs:817_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,101,folios (leaves),aantal totaal,,
9511bf95-fed8-58d0-9436-1f503bd7bf5c,tg:lhhs:16459_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,14,folios (leaves),aantal totaal,,
9511bf95-fed8-58d0-9436-1f503bd7bf5c,tg:lhhs:16459_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,14,
065e050c-dd76-5683-8050-1e3cfe827562,tg:lhhs:6418_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
4bd61ec1-e0a3-5466-a178-881015c15dd5,tg:lhhs:12775_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,10,folios (leaves),aantal totaal,,
4bd61ec1-e0a3-5466-a178-881015c15dd5,tg:lhhs:12775_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,10,
e624fc70-979c-52e6-866f-a20f2be1c182,tg:lhhs:7112_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,12,folios (leaves),aantal totaal,,
e624fc70-979c-52e6-866f-a20f2be1c182,tg:lhhs:7112_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,12,
ce431459-8a9d-5b8e-8cff-490bbda44790,tg:lhhs:17153_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,8,folios (leaves),aantal totaal,,
ce431459-8a9d-5b8e-8cff-490bbda44790,tg:lhhs:17153_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
db8acf2f-f70d-59a9-8504-09c19d311ebd,tg:lhhs:11567_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
db8acf2f-f70d-59a9-8504-09c19d311ebd,tg:lhhs:11567_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
a3a92656-271b-53cc-a25e-965a2781eab3,tg:lhhs:1526_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,8,folios (leaves),aantal totaal,,
a3a92656-271b-53cc-a25e-965a2781eab3,tg:lhhs:1526_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
9fffc38c-6306-5b3d-ad79-327d359feca8,tg:lhhs:14341_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,37,folios (leaves),aantal totaal,,
9fffc38c-6306-5b3d-ad79-327d359feca8,tg:lhhs:14341_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,37,
9206f11a-03d6-5364-8ebd-d869862a47f7,tg:lhhs:20716_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,35,folios (leaves),aantal totaal,,ca
9206f11a-03d6-5364-8ebd-d869862a47f7,tg:lhhs:20716_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,35,
9eded37e-89cb-5fb5-9a3b-4799c4cea52a,tg:lhhs:4300_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
2841bed9-eadb-5807-8cf5-4e65c2636c28,tg:lhhs:6560_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,2,folios (leaves),aantal totaal,,
709bed02-fa7b-5bd2-a9f0-f97c313966c2,tg:lhhs:16521_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,74,folios (leaves),aantal totaal,,
709bed02-fa7b-5bd2-a9f0-f97c313966c2,tg:lhhs:16521_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,74,
bda40a20-ba04-5b0d-ad60-b120dc6c8d5d,tg:lhhs:3346_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,256,folios (leaves),aantal totaal,,ca
bda40a20-ba04-5b0d-ad60-b120dc6c8d5d,tg:lhhs:3346_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,256,
f625cc67-423a-5699-a5cc-21691952356e,tg:lhhs:9693_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,18,folios (leaves),aantal totaal,,
f625cc67-423a-5699-a5cc-21691952356e,tg:lhhs:9693_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,35,
161ac508-c293-5e4c-98ee-576c274e0deb,tg:lhhs:13307_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,4,folios (leaves),aantal totaal,,
161ac508-c293-5e4c-98ee-576c274e0deb,tg:lhhs:13307_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,4,
06c0ae1c-c84b-56d7-864e-d629dd94df70,tg:lhhs:5487_#2,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,119,folios (leaves),aantal totaal,,
06c0ae1c-c84b-56d7-864e-d629dd94df70,tg:lhhs:5487_#2,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,149,
50ccb479-595d-515d-ab22-7c9956d7a4d5,tg:lhhs:6408_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,9,folios (leaves),aantal totaal,,
50ccb479-595d-515d-ab22-7c9956d7a4d5,tg:lhhs:6408_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,9,
61361901-6047-5006-96f7-b7aa9d747182,tg:lhhs:12765_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,109,folios (leaves),aantal totaal,,ca
61361901-6047-5006-96f7-b7aa9d747182,tg:lhhs:12765_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,109,
8fd4f74c-0ac9-5279-8678-e559b8b93435,tg:lhhs:807_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,29,
a1ec30fd-b25d-5c9a-aa42-d5d33799cc9e,tg:lhhs:2724_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,8,folios (leaves),aantal totaal,,
a1ec30fd-b25d-5c9a-aa42-d5d33799cc9e,tg:lhhs:2724_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
959eb5c7-582d-58da-818e-10217e8adee5,tg:lhhs:16449_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,7,folios (leaves),aantal totaal,,
959eb5c7-582d-58da-818e-10217e8adee5,tg:lhhs:16449_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
5486b88e-814a-552b-8386-7d3111cfd73c,tg:lhhs:17143_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
5486b88e-814a-552b-8386-7d3111cfd73c,tg:lhhs:17143_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
e89e891b-7508-5595-af32-dac13d4e86db,tg:lhhs:7102_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
e89e891b-7508-5595-af32-dac13d4e86db,tg:lhhs:7102_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
a34f1f77-d967-5015-86c1-179fd2b69c8a,tg:lhhs:5762_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,17,folios (leaves),aantal totaal,,
a34f1f77-d967-5015-86c1-179fd2b69c8a,tg:lhhs:5762_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,17,
9bea12f4-b735-54d6-89bb-d059def4286b,tg:lhhs:15723_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,118,folios (leaves),aantal totaal,,
9bea12f4-b735-54d6-89bb-d059def4286b,tg:lhhs:15723_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,119,
5934ebcb-1dad-530f-8810-684e478a015f,tg:lhhs:14229_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,35,folios (leaves),aantal totaal,,
5934ebcb-1dad-530f-8810-684e478a015f,tg:lhhs:14229_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,35,
00a19257-5b3d-5951-9594-e983becc419f,tg:lhhs:4268_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
a9368503-1596-5498-bd40-b8699e89abae,tg:lhhs:10105_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
a9368503-1596-5498-bd40-b8699e89abae,tg:lhhs:10105_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,5,
485b8d6d-67d3-546d-a6ca-631ce3b2f96e,tg:lhhs:8389_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
485b8d6d-67d3-546d-a6ca-631ce3b2f96e,tg:lhhs:8389_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,2,
935e3047-a3b9-5f2d-a674-5ea991e89e4b,tg:lhhs:16531_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,7,
26ccd2e7-c692-5c3e-a607-8fe8b7a0a96b,tg:lhhs:6570_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,6,folios (leaves),aantal totaal,,
26ccd2e7-c692-5c3e-a607-8fe8b7a0a96b,tg:lhhs:6570_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,8,
313d03a6-c5b5-5d9a-97b9-710ebe931722,tg:lhhs:13317_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,113,folios (leaves),aantal totaal,,
313d03a6-c5b5-5d9a-97b9-710ebe931722,tg:lhhs:13317_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,113,
973f9034-6ce6-5d9b-861c-d2520736f398,tg:lhhs:3356_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,72,folios (leaves),aantal totaal,,ca
973f9034-6ce6-5d9b-861c-d2520736f398,tg:lhhs:3356_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,72,
080d9202-58ec-54ef-bae1-3a6392fc1e48,tg:lhhs:9683_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,18,folios (leaves),aantal totaal,,
080d9202-58ec-54ef-bae1-3a6392fc1e48,tg:lhhs:9683_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,36,
301da174-39d5-5da7-b4e5-9fb094a1950c,tg:lhhs:1536_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,3,folios (leaves),aantal totaal,,
301da174-39d5-5da7-b4e5-9fb094a1950c,tg:lhhs:1536_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,3,
f6a25c0b-bdb3-52f3-b8da-5ea9091814d1,tg:lhhs:6695_#2,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,15,folios (leaves),aantal totaal,,
64827af8-5cf3-5788-883d-187dabb1e505,tg:lhhs:11577_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,1,folios (leaves),aantal totaal,,
64827af8-5cf3-5788-883d-187dabb1e505,tg:lhhs:11577_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
d8d4b2f2-2133-5fe2-84fd-b97b750ce15b,tg:lhhs:4310_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,1,
58445d0f-5f12-5e6f-93c7-c7dc649421e4,tg:lhhs:20706_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,20,folios (leaves),aantal totaal,,ca
58445d0f-5f12-5e6f-93c7-c7dc649421e4,tg:lhhs:20706_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,20,
ccb028d6-4aa1-56d4-b421-ac3d72445ab3,tg:lhhs:14351_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,16,folios (leaves),aantal totaal,,
ccb028d6-4aa1-56d4-b421-ac3d72445ab3,tg:lhhs:14351_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,16,
cfa3ae9d-801c-5fde-ab9d-c69e3aba3328,tg:lhhs:9107_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,203,folios (leaves),aantal totaal,,
cfa3ae9d-801c-5fde-ab9d-c69e3aba3328,tg:lhhs:9107_#1,e22_Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,,pages (components),aantal beschreven,201,
d9c1a059-5308-57b7-bb34-42ec011d67ca,tg:lhhs:13493_#1,e22_Formats,1,kenmerken/lhpageshs.lhpageshsnumber,121,folios (leaves),aantal totaal,,
