ResourceID,brocade.id,card,order,ire.isaar.uuid,Creation ISAAR Brocade ID,Creation Actor Role,Creation Actor Note,Artistic Actor Widget,Creation Actor Identifier
911e6df6-de1d-5f4b-9392-8ee4b23aaeca,tg:lhdc:3829,ImmaterialContent,1,1c681418-ed83-5c3a-ba22-1b2719c15c7f,au::8194,authors,,"dlod={""name"":""Karel Haerens"",""ark"":""ark:/83110/x0/1c681418-ed83-5c3a-ba22-1b2719c15c7f"",""uri"":""/agents/people/89552"",""id"":""au::8194"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1c681418-ed83-5c3a-ba22-1b2719c15c7f
59ff46fb-9bd1-5e8d-b114-b82a9a382a9e,tg:lhdc:1814,ImmaterialContent,1,764b0795-b655-57eb-83b4-23bccb1faf85,au::36597,translators,,"dlod={""name"":""Lea Martel"",""ark"":""ark:/83110/x0/764b0795-b655-57eb-83b4-23bccb1faf85"",""uri"":""/agents/people/71868"",""id"":""au::36597"",""nameWithContext"":[""Marian Landers""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/764b0795-b655-57eb-83b4-23bccb1faf85
fea76f29-d328-546e-97bf-e8087cdf722a,tg:lhdc:821,ImmaterialContent,1,33d70205-24fc-5f97-a56e-b6e0b93e4d50,au::12720,authors,,"dlod={""name"":""René Metzemaekers"",""ark"":""ark:/83110/x0/33d70205-24fc-5f97-a56e-b6e0b93e4d50"",""uri"":""/agents/people/50706"",""id"":""au::12720"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/33d70205-24fc-5f97-a56e-b6e0b93e4d50
27ce7152-e5e9-5e02-bdc3-7fb8d06ed74d,tg:lhdc:2015,ImmaterialContent,1,07d7cf07-d9f8-5952-a80d-87c38b2f4883,au::15717,translators,,"dlod={""name"":""Georgette de Rijcke"",""ark"":""ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883"",""uri"":""/agents/people/64373"",""id"":""au::15717"",""nameWithContext"":[""Rina van Erck""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07d7cf07-d9f8-5952-a80d-87c38b2f4883
3337befb-a5e1-5860-ad7b-f4bf3d3a5b50,tg:lhdc:3604,ImmaterialContent,1,027c562b-e0c2-53d4-a362-445546174471,au::17828,authors,,"dlod={""name"":""René Struelens"",""ark"":""ark:/83110/x0/027c562b-e0c2-53d4-a362-445546174471"",""uri"":""/agents/people/64838"",""id"":""au::17828"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/027c562b-e0c2-53d4-a362-445546174471
70587379-f832-5bc6-be4c-9ff28f93ee9f,tg:lhdc:1793,ImmaterialContent,1,1112ca5e-3c9b-5dfa-824b-bc90e4dc017e,au::18890,translators,,"dlod={""name"":""Jos Vandeloo"",""ark"":""ark:/83110/x0/1112ca5e-3c9b-5dfa-824b-bc90e4dc017e"",""uri"":""/agents/people/48686"",""id"":""au::18890"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1112ca5e-3c9b-5dfa-824b-bc90e4dc017e
b3ae7215-1651-55ee-b3b1-9b8f23ff3148,tg:lhdc:1269,ImmaterialContent,1,e87b448a-545c-59b1-a016-a84a7178df32,au::13596,translators,,"dlod={""name"":""Dries Neerman"",""ark"":""ark:/83110/x0/e87b448a-545c-59b1-a016-a84a7178df32"",""uri"":""/agents/people/76536"",""id"":""au::13596"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e87b448a-545c-59b1-a016-a84a7178df32
db009179-c68a-56b2-8ca4-c44984583334,tg:lhdc:4591,ImmaterialContent,1,dd96c9d7-1bea-52cf-9eb4-f2fafb0cd708,au::18122,authors,,"dlod={""name"":""Herman Teirlinck"",""ark"":""ark:/83110/x0/dd96c9d7-1bea-52cf-9eb4-f2fafb0cd708"",""uri"":""/agents/people/53882"",""id"":""au::18122"",""nameWithContext"":[""Hermelijn"",""Janette en Jan Overheide Nyhuis"",""Jan en Janette Nyhuis Overheide""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd96c9d7-1bea-52cf-9eb4-f2fafb0cd708
a2e88bf2-0132-5914-bb25-fdbf5235b8fb,tg:lhdc:3254,ImmaterialContent,1,674a7dfa-6764-5943-a9c4-5b9af2ec666d,au::5139:2,authors,,,
6a40b66c-10ae-58e0-a0f6-97674eb98e30,tg:lhdc:3741,ImmaterialContent,1,c2a6af60-f503-5bf4-84f6-2a4d7e4f6667,au::7410,authors,,"dlod={""name"":""Frans Gevels"",""ark"":""ark:/83110/x0/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667"",""uri"":""/agents/people/52991"",""id"":""au::7410"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667
dadff22f-59ee-5435-966d-e9f35f1f3f17,tg:lhdc:749,ImmaterialContent,1,92059804-7df7-5ad4-8e45-ce0fb14b28a8,au::5740,authors,,"dlod={""name"":""Frans Dirickx"",""ark"":""ark:/83110/x0/92059804-7df7-5ad4-8e45-ce0fb14b28a8"",""uri"":""/agents/people/57735"",""id"":""au::5740"",""nameWithContext"":[""Jan de Cat"",""Frank de Clauw"",""Jan Hoogeveen""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/92059804-7df7-5ad4-8e45-ce0fb14b28a8
6cebf6e5-17fe-5726-9c01-0411fee81d1c,tg:lhdc:1286,ImmaterialContent,1,3928ae21-247a-5a15-b483-783fd5798b84,au::8733,authors,,"dlod={""name"":""Hubert van Herreweghen"",""ark"":""ark:/83110/x0/3928ae21-247a-5a15-b483-783fd5798b84"",""uri"":""/agents/people/68886"",""id"":""au::8733"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3928ae21-247a-5a15-b483-783fd5798b84
2a2cfc2a-2f8f-5c18-806d-ebcc169ef5ea,tg:lhdc:3311,ImmaterialContent,1,e6d4d830-b09b-53ec-8b5e-608f3ae62563,au::11837,authors,,"dlod={""name"":""Lia Lucassen"",""ark"":""ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563"",""uri"":""/agents/people/84489"",""id"":""au::11837"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563
abf1baf0-391c-5200-a49d-e24ec496f446,tg:lhdc:2150,ImmaterialContent,1,9a8f8023-3c00-52a6-89f4-6f0e1bc4c060,au::5527:2,authors,,,
60436d54-ae37-5111-92ca-8864ea5dbd7a,tg:lhdc:2500,ImmaterialContent,1,251d97cf-6f60-5c16-9074-2f22e7e4698b,au::25640:2,authors,,,
11e216f9-e29a-52aa-a4a6-1fbb9bbb2c22,tg:lhdc:1005,ImmaterialContent,1,278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,au::930,authors,,"dlod={""name"":""Lode Baekelmans"",""ark"":""ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b"",""uri"":""/agents/people/51395"",""id"":""au::930"",""nameWithContext"":[""Hendrik Rossauw"",""Sander Stroobandt"",""Willem Verboven""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b
92b1c4f4-5870-55b0-95ab-d70f94f43391,tg:lhdc:3468,ImmaterialContent,1,cb8a6313-4a15-58d5-b6fa-1dc6b44f468c,au::35000,authors,,"dlod={""name"":""I.F. Keesing"",""ark"":""ark:/83110/x0/cb8a6313-4a15-58d5-b6fa-1dc6b44f468c"",""uri"":""/agents/people/77916"",""id"":""au::35000"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cb8a6313-4a15-58d5-b6fa-1dc6b44f468c
207ffe1c-17a5-54ec-8c6a-0d261c85516e,tg:lhdc:1455,ImmaterialContent,1,dc1104cf-c179-5ea6-b97e-0bc44eb328ed,au::10386,translators,,"dlod={""name"":""Staf Knop"",""ark"":""ark:/83110/x0/dc1104cf-c179-5ea6-b97e-0bc44eb328ed"",""uri"":""/agents/people/82059"",""id"":""au::10386"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dc1104cf-c179-5ea6-b97e-0bc44eb328ed
642cb27f-9056-5d88-a9cb-3f9d5e760272,tg:lhdc:3192,ImmaterialContent,1,41387823-8fed-5372-bd91-b1bc8594eb8b,au::14954,authors,,"dlod={""name"":""Marcel Polfliet"",""ark"":""ark:/83110/x0/41387823-8fed-5372-bd91-b1bc8594eb8b"",""uri"":""/agents/people/93775"",""id"":""au::14954"",""nameWithContext"":[""R. Cort"",""Rob Corthals""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/41387823-8fed-5372-bd91-b1bc8594eb8b
e4547282-ce2f-5ca4-8043-9f4145e8df9c,tg:lhdc:460,ImmaterialContent,1,256a48fd-9dc9-550a-9229-14aa6f4ddde3,au::21161,translators,,"dlod={""name"":""Jan van den Weghe"",""ark"":""ark:/83110/x0/256a48fd-9dc9-550a-9229-14aa6f4ddde3"",""uri"":""/agents/people/93268"",""id"":""au::21161"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/256a48fd-9dc9-550a-9229-14aa6f4ddde3
4a0d6998-1332-5d28-ae36-2be756bbea50,tg:lhdc:2629,ImmaterialContent,1,94962513-5676-5a9b-88cd-8ea9742a5fe1,au::12192,authors,,"dlod={""name"":""Leen van Marcke"",""ark"":""ark:/83110/x0/94962513-5676-5a9b-88cd-8ea9742a5fe1"",""uri"":""/agents/people/74431"",""id"":""au::12192"",""nameWithContext"":[""Nele Herman""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/94962513-5676-5a9b-88cd-8ea9742a5fe1
04c13222-befd-5c99-80c5-e16692daf1b9,tg:lhdc:933,ImmaterialContent,1,2442b457-9a32-5832-8f7e-cc7b278e0d15,au::5453,authors,,"dlod={""name"":""Marie van Dessel-Poot"",""ark"":""ark:/83110/x0/2442b457-9a32-5832-8f7e-cc7b278e0d15"",""uri"":""/agents/people/63610"",""id"":""au::5453"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2442b457-9a32-5832-8f7e-cc7b278e0d15
47a2d79e-24dc-5e46-b4b5-0bbc403eb0dc,tg:lhdc:899,ImmaterialContent,1,0c23a403-4280-5a37-81ed-3f31a8ec2e60,au::4358,translators,,"dlod={""name"":""Marcel Coole"",""ark"":""ark:/83110/x0/0c23a403-4280-5a37-81ed-3f31a8ec2e60"",""uri"":""/agents/people/63979"",""id"":""au::4358"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0c23a403-4280-5a37-81ed-3f31a8ec2e60
7bb5a5e4-f2c8-52b5-a5ab-fd50d357a0be,tg:lhdc:2783,ImmaterialContent,1,6bc5fc7c-3cb2-5b77-85c8-592e9dda9f21,au::6572,authors,,"dlod={""name"":""Jaak Fabre"",""ark"":""ark:/83110/x0/6bc5fc7c-3cb2-5b77-85c8-592e9dda9f21"",""uri"":""/agents/people/73627"",""id"":""au::6572"",""nameWithContext"":[""O.N. de Tro""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6bc5fc7c-3cb2-5b77-85c8-592e9dda9f21
c48ddc78-d018-53e2-8ff1-ecd5315cd2aa,tg:lhdc:3891,ImmaterialContent,1,e6d4d830-b09b-53ec-8b5e-608f3ae62563,au::11837,authors,,"dlod={""name"":""Lia Lucassen"",""ark"":""ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563"",""uri"":""/agents/people/84489"",""id"":""au::11837"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563
da21f6a4-f843-5844-bc66-01f12fc62f2d,tg:lhdc:2296,ImmaterialContent,1,8c273aee-0d7a-5dc5-8e5d-91f20e30eb8c,au::5900,authors,,"dlod={""name"":""Jaak Dreesen"",""ark"":""ark:/83110/x0/8c273aee-0d7a-5dc5-8e5d-91f20e30eb8c"",""uri"":""/agents/people/51861"",""id"":""au::5900"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8c273aee-0d7a-5dc5-8e5d-91f20e30eb8c
531ee082-6b5d-5f76-94b6-ab8229903d95,tg:lhdc:4342,ImmaterialContent,1,9cf0b3bd-f343-5af2-8174-cdef8e6944ff,au::21070,authors,,"dlod={""name"":""Dries Waterschoot"",""ark"":""ark:/83110/x0/9cf0b3bd-f343-5af2-8174-cdef8e6944ff"",""uri"":""/agents/people/54649"",""id"":""au::21070"",""nameWithContext"":[""André Waterschoot""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9cf0b3bd-f343-5af2-8174-cdef8e6944ff
69d125f4-9cdb-5fdc-a940-8ce2fe68669f,tg:lhdc:3487,ImmaterialContent,1,21e6e950-3106-5920-afcc-44ff2029e07c,au::4773,authors,,"dlod={""name"":""Karel Cuypers"",""ark"":""ark:/83110/x0/21e6e950-3106-5920-afcc-44ff2029e07c"",""uri"":""/agents/people/78912"",""id"":""au::4773"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/21e6e950-3106-5920-afcc-44ff2029e07c
3add8859-3cbe-504a-bd63-4252a1127af3,tg:lhdc:1140,ImmaterialContent,1,6a035313-5159-5891-8cef-6b598e415ed6,au::12145,translators,,"dlod={""name"":""Yvonne de Man"",""ark"":""ark:/83110/x0/6a035313-5159-5891-8cef-6b598e415ed6"",""uri"":""/agents/people/60036"",""id"":""au::12145"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6a035313-5159-5891-8cef-6b598e415ed6
ee3d7a59-3c1f-5bc1-9598-ac9e96b30ff0,tg:lhdc:4712,ImmaterialContent,1,540257c6-c7a8-51d1-9afe-9b96fb455d8d,au::18657,authors,,"dlod={""name"":""Julia Tulkens"",""ark"":""ark:/83110/x0/540257c6-c7a8-51d1-9afe-9b96fb455d8d"",""uri"":""/agents/people/90488"",""id"":""au::18657"",""nameWithContext"":[""Julia Boddaer""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/540257c6-c7a8-51d1-9afe-9b96fb455d8d
93523824-f115-53f1-a2ce-25d64f9a2abd,tg:lhdc:525,ImmaterialContent,1,395c24c8-5380-5ff4-8e49-885528860fd6,au::9591,translators,,"dlod={""name"":""Dries Janssen"",""ark"":""ark:/83110/x0/395c24c8-5380-5ff4-8e49-885528860fd6"",""uri"":""/agents/people/66644"",""id"":""au::9591"",""nameWithContext"":[""Nico van Kiezeldorp""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/395c24c8-5380-5ff4-8e49-885528860fd6
7747e9b2-fa88-599d-aba7-3aea3d05fd55,tg:lhdc:2828,ImmaterialContent,1,927f2b18-8ebe-53d6-9a6e-0558ab7575c5,au::45414,authors,,"dlod={""name"":""Jonny Kiggen"",""ark"":""ark:/83110/x0/927f2b18-8ebe-53d6-9a6e-0558ab7575c5"",""uri"":""/agents/people/65304"",""id"":""au::45414"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/927f2b18-8ebe-53d6-9a6e-0558ab7575c5
0fb14911-7647-5154-b801-4f6c63796240,tg:lhdc:4505,ImmaterialContent,1,73d567b5-3534-5919-ba3e-f65d64614aa1,au::12360,authors,,"dlod={""name"":""Jan Matterne"",""ark"":""ark:/83110/x0/73d567b5-3534-5919-ba3e-f65d64614aa1"",""uri"":""/agents/people/74618"",""id"":""au::12360"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/73d567b5-3534-5919-ba3e-f65d64614aa1
c42cbe8e-b64e-5a21-a964-7e237867e108,tg:lhdc:1357,ImmaterialContent,1,b962cafb-a463-5a27-8c3f-c3c8e74933b2,au::12947,authors,,"dlod={""name"":""Richard Minne"",""ark"":""ark:/83110/x0/b962cafb-a463-5a27-8c3f-c3c8e74933b2"",""uri"":""/agents/people/61262"",""id"":""au::12947"",""nameWithContext"":[""Pierken""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b962cafb-a463-5a27-8c3f-c3c8e74933b2
3820ccbd-d9f7-5f14-88e4-e8f58f7eed1f,tg:lhdc:2982,ImmaterialContent,1,d0a07dbe-cdd5-5cce-bf8f-cad564d5820e,au::427,authors,,"dlod={""name"":""Hans Christian Andersen"",""ark"":""ark:/83110/x0/d0a07dbe-cdd5-5cce-bf8f-cad564d5820e"",""uri"":""/agents/people/60887"",""id"":""au::427"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d0a07dbe-cdd5-5cce-bf8f-cad564d5820e
5ff17402-e08b-53b8-8ca5-80659d6f479f,tg:lhdc:4155,ImmaterialContent,1,2a096da3-4e94-5cc2-9890-7a6ddb48f6f2,au::55449,translators,,"dlod={""name"":""Arthur Adamov"",""ark"":""ark:/83110/x0/2a096da3-4e94-5cc2-9890-7a6ddb48f6f2"",""uri"":""/agents/people/82019"",""id"":""au::55449"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2a096da3-4e94-5cc2-9890-7a6ddb48f6f2
4aefc193-9557-5609-a0fe-e2f49ee4d599,tg:lhdc:2081,ImmaterialContent,1,aa802479-69f6-5644-b02d-c2ca05b65d55,au::10401,authors,,"dlod={""name"":""Paul Koeck"",""ark"":""ark:/83110/x0/aa802479-69f6-5644-b02d-c2ca05b65d55"",""uri"":""/agents/people/85411"",""id"":""au::10401"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/aa802479-69f6-5644-b02d-c2ca05b65d55
ad489e38-dc66-5b8f-82de-0da45f6c3ca4,tg:lhdc:2594,ImmaterialContent,1,67bfade9-3489-5808-95ac-204b97b2f39f,au::11733,translators,,"dlod={""name"":""Roel Richelieu van Londersele"",""ark"":""ark:/83110/x0/67bfade9-3489-5808-95ac-204b97b2f39f"",""uri"":""/agents/people/90548"",""id"":""au::11733"",""nameWithContext"":[""Richelieu""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/67bfade9-3489-5808-95ac-204b97b2f39f
19e3889a-45b7-55d8-8b2b-48778f4c9b5f,tg:lhdc:4440,ImmaterialContent,1,4928ebc0-c5c2-5fbd-8ffd-af38723363f2,au::6820,authors,,"dlod={""name"":""Joos Florquin"",""ark"":""ark:/83110/x0/4928ebc0-c5c2-5fbd-8ffd-af38723363f2"",""uri"":""/agents/people/85263"",""id"":""au::6820"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4928ebc0-c5c2-5fbd-8ffd-af38723363f2
bc5f31e8-5f24-53a7-9096-153462911624,tg:lhdc:677,ImmaterialContent,1,c2a6af60-f503-5bf4-84f6-2a4d7e4f6667,au::7410,authors,,"dlod={""name"":""Frans Gevels"",""ark"":""ark:/83110/x0/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667"",""uri"":""/agents/people/52991"",""id"":""au::7410"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c2a6af60-f503-5bf4-84f6-2a4d7e4f6667
9aaaf1f0-d174-50c3-9507-b5ae1eb10b90,tg:lhdc:1642,ImmaterialContent,1,40156d8b-30af-5e2e-a12c-64026fdc0d86,au::7183,translators,,"dlod={""name"":""Jef Geeraerts"",""ark"":""ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86"",""uri"":""/agents/people/60886"",""id"":""au::7183"",""nameWithContext"":[""Jan Geerhof""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/40156d8b-30af-5e2e-a12c-64026fdc0d86
db4318f2-0115-5a57-bae7-6dcbbfd8fe90,tg:lhdc:1212,ImmaterialContent,1,8fb181e6-df94-5c83-9f27-17166fd00c91,au::61037,authors,,"dlod={""name"":""Arthur Conan Doyle"",""ark"":""ark:/83110/x0/8fb181e6-df94-5c83-9f27-17166fd00c91"",""uri"":""/agents/people/50166"",""id"":""au::61037"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8fb181e6-df94-5c83-9f27-17166fd00c91
27328836-829b-50e8-8794-a211c4a8996f,tg:lhdc:2717,ImmaterialContent,1,540257c6-c7a8-51d1-9afe-9b96fb455d8d,au::18657,authors,,"dlod={""name"":""Julia Tulkens"",""ark"":""ark:/83110/x0/540257c6-c7a8-51d1-9afe-9b96fb455d8d"",""uri"":""/agents/people/90488"",""id"":""au::18657"",""nameWithContext"":[""Julia Boddaer""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/540257c6-c7a8-51d1-9afe-9b96fb455d8d
d11a9cf0-ac19-520f-b14f-d4af821b9747,tg:lhdc:3805,ImmaterialContent,1,e6d4d830-b09b-53ec-8b5e-608f3ae62563,au::11837,authors,,"dlod={""name"":""Lia Lucassen"",""ark"":""ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563"",""uri"":""/agents/people/84489"",""id"":""au::11837"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e6d4d830-b09b-53ec-8b5e-608f3ae62563
ceb0a73f-f78a-5caa-87e6-e4d57b21b56b,tg:lhdc:1838,ImmaterialContent,1,69de4dd9-6e14-5664-b2a3-f18661a3cd0e,au::15570,translators,,"dlod={""name"":""Julien van Remoortere"",""ark"":""ark:/83110/x0/69de4dd9-6e14-5664-b2a3-f18661a3cd0e"",""uri"":""/agents/people/91944"",""id"":""au::15570"",""nameWithContext"":[""Piet Mortelman""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/69de4dd9-6e14-5664-b2a3-f18661a3cd0e
c64c594a-55f8-57e5-8fea-5882e9dcb34b,tg:lhdc:2347,ImmaterialContent,1,f0c6ae77-8bc3-5c83-97a8-eaa0f503f679,au::7083,translators,,"dlod={""name"":""Marc Galle"",""ark"":""ark:/83110/x0/f0c6ae77-8bc3-5c83-97a8-eaa0f503f679"",""uri"":""/agents/people/85129"",""id"":""au::7083"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f0c6ae77-8bc3-5c83-97a8-eaa0f503f679
d0858b5a-f13b-5067-baac-3a0dfb8e088b,tg:lhdc:4339,ImmaterialContent,1,4928ebc0-c5c2-5fbd-8ffd-af38723363f2,au::6820,authors,,"dlod={""name"":""Joos Florquin"",""ark"":""ark:/83110/x0/4928ebc0-c5c2-5fbd-8ffd-af38723363f2"",""uri"":""/agents/people/85263"",""id"":""au::6820"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4928ebc0-c5c2-5fbd-8ffd-af38723363f2
4c8d1247-b1d6-5865-b1b0-ae51b3301845,tg:lhdc:3106,ImmaterialContent,1,93c7620b-3f6b-5f95-9a82-8c4dec54a166,au::13218,authors,,"dlod={""name"":""Lou Mourik"",""ark"":""ark:/83110/x0/93c7620b-3f6b-5f95-9a82-8c4dec54a166"",""uri"":""/agents/people/57532"",""id"":""au::13218"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/93c7620b-3f6b-5f95-9a82-8c4dec54a166
dc80fb45-674f-5079-aabd-deacb5a9033f,tg:lhdc:1091,ImmaterialContent,1,1fd46fbd-75a4-500a-982a-d6434b3e9abc,au::13421,authors,,"dlod={""name"":""Robert J. de Namur"",""ark"":""ark:/83110/x0/1fd46fbd-75a4-500a-982a-d6434b3e9abc"",""uri"":""/agents/people/55376"",""id"":""au::13421"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fd46fbd-75a4-500a-982a-d6434b3e9abc
3ebe6ef7-c874-55a1-a364-e23e8b417610,tg:lhdc:4293,ImmaterialContent,1,07aad062-a2b9-5592-98b5-fa4b3663189c,au::113502,authors,,"dlod={""name"":""Anton Tsjechov"",""ark"":""ark:/83110/x0/07aad062-a2b9-5592-98b5-fa4b3663189c"",""uri"":""/agents/people/48808"",""id"":""au::113502"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/07aad062-a2b9-5592-98b5-fa4b3663189c
e8c449aa-df31-56ce-9601-a1e938de682a,tg:lhdc:3043,ImmaterialContent,1,3829cd72-2e08-5116-99b9-f611ba7b9584,au::16393,authors,,"dlod={""name"":""Willem Savenberg"",""ark"":""ark:/83110/x0/3829cd72-2e08-5116-99b9-f611ba7b9584"",""uri"":""/agents/people/61813"",""id"":""au::16393"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3829cd72-2e08-5116-99b9-f611ba7b9584
9c683a95-3ab2-54db-9303-7b1bbbfd17fc,tg:lhdc:2652,ImmaterialContent,1,dd8f1254-4c22-5e7c-97ba-7354d1ca6701,au::17897,authors,,"dlod={""name"":""Armand Suls"",""ark"":""ark:/83110/x0/dd8f1254-4c22-5e7c-97ba-7354d1ca6701"",""uri"":""/agents/people/54304"",""id"":""au::17897"",""nameWithContext"":[""Raymond Sanders""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd8f1254-4c22-5e7c-97ba-7354d1ca6701
219f548b-05ee-5c7a-b785-1e7ff45701b9,tg:lhdc:948,ImmaterialContent,1,230c6b3b-bf49-5d1d-bd8c-8abc0232d69f,au::11467,authors,,"dlod={""name"":""Bert Leysen"",""ark"":""ark:/83110/x0/230c6b3b-bf49-5d1d-bd8c-8abc0232d69f"",""uri"":""/agents/people/64994"",""id"":""au::11467"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/230c6b3b-bf49-5d1d-bd8c-8abc0232d69f
fdbbd363-696d-5aff-a0de-944f9e649b2f,tg:lhdc:2202,ImmaterialContent,1,43e850ae-1b12-5d06-a7d4-d6d2a0d611af,au::33795,translators,,"dlod={""name"":""J.Ph.A. Hoeck"",""ark"":""ark:/83110/x0/43e850ae-1b12-5d06-a7d4-d6d2a0d611af"",""uri"":""/agents/people/61243"",""id"":""au::33795"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/43e850ae-1b12-5d06-a7d4-d6d2a0d611af
00966f0b-726c-5023-8344-bd8022f11a68,tg:lhdc:4102,ImmaterialContent,1,f5fa4e81-d4f9-5e6e-80d2-287d6a8951b1,au::3063,authors,,"dlod={""name"":""Tone Brulin"",""ark"":""ark:/83110/x0/f5fa4e81-d4f9-5e6e-80d2-287d6a8951b1"",""uri"":""/agents/people/78913"",""id"":""au::3063"",""nameWithContext"":[""Antoon van den Eynde""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f5fa4e81-d4f9-5e6e-80d2-287d6a8951b1
