ResourceID,brocade.id,card,order,source_field,Page Numbers,Format Unit Type,Format Number Type,Sheet Numbers,Format Unit Qualifier
bf7a5d65-90e5-50ae-af4a-ecd748602ace,tg:lhhs:10371,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,3,pages,written,,
4c740bea-02a5-57dd-9d45-c2e3fec46ac7,tg:lhhs:416,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,40,
53092e44-9cb8-52eb-be1b-7a1475a663b1,tg:lhhs:14332,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,231,
53092e44-9cb8-52eb-be1b-7a1475a663b1,tg:lhhs:14332,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,229,pages,written,,
79c32761-16e8-5f45-b2a9-e955e3bce252,tg:lhhs:4621,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
7ca4c802-5846-5234-aa94-baa675fa3cc0,tg:lhhs:5933,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
f1347269-4480-5ff8-83a5-46132a1c2a95,tg:lhhs:1423,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,11,
f1347269-4480-5ff8-83a5-46132a1c2a95,tg:lhhs:1423,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,11,pages,written,,
dd1c0b52-7746-5a37-bda9-d2242f082257,tg:lhhs:19500,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,54,
dd1c0b52-7746-5a37-bda9-d2242f082257,tg:lhhs:19500,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,54,pages,written,,
27dc56f8-1663-561a-8e46-e8f4e3684b3b,tg:lhhs:11130,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
27dc56f8-1663-561a-8e46-e8f4e3684b3b,tg:lhhs:11130,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,3,pages,written,,
9d38ef93-8e4c-5003-acea-7142cd537338,tg:lhhs:4271,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
8e9c0733-7a45-568f-893b-73fc0ebe59ba,tg:lhhs:1589,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,12,
8e9c0733-7a45-568f-893b-73fc0ebe59ba,tg:lhhs:1589,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,12,pages,written,,
ddd921a7-45c3-526a-b5d1-a65978202747,tg:lhhs:1073,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,125,pages,written,,
0389cb37-ffd0-5bf6-8b38-2bc041e19b90,tg:lhhs:19150,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
0389cb37-ffd0-5bf6-8b38-2bc041e19b90,tg:lhhs:19150,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
557f834d-5dfd-560c-822d-b0b51d1b2202,tg:lhhs:5899,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
9d27326f-ae9d-5f45-8e98-c37f1e94951b,tg:lhhs:11560,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,12,
9d27326f-ae9d-5f45-8e98-c37f1e94951b,tg:lhhs:11560,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,12,pages,written,,
0f7d593e-7312-54b9-af0d-9a8c7059c85d,tg:lhhs:9443,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,9,
0f7d593e-7312-54b9-af0d-9a8c7059c85d,tg:lhhs:9443,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,9,pages,written,,
909fa7dc-9107-50c9-b039-54e30cade1f9,tg:lhhs:1264,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
909fa7dc-9107-50c9-b039-54e30cade1f9,tg:lhhs:1264,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,4,pages,written,,
6bba0ec7-4af8-5078-8b6a-fd8e2574b304,tg:lhhs:3259,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,7,
dd1ae36a-9147-5e75-884d-622c1f82b02f,tg:lhhs:19347,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,5,
dd1ae36a-9147-5e75-884d-622c1f82b02f,tg:lhhs:19347,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,8,pages,written,,
5c9c2f9c-1b60-5e2a-b588-bd600033ec6a,tg:lhhs:12858,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,13,
5c9c2f9c-1b60-5e2a-b588-bd600033ec6a,tg:lhhs:12858,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,13,pages,written,,
72bb5dbc-c20b-5f02-ba5c-c21d4e761b33,tg:lhhs:8946,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,236,
72bb5dbc-c20b-5f02-ba5c-c21d4e761b33,tg:lhhs:8946,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,236,pages,written,,
6fc4c8ed-01ca-5b58-b6ae-ebb8dad5abdf,tg:lhhs:10865,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,3,
6fc4c8ed-01ca-5b58-b6ae-ebb8dad5abdf,tg:lhhs:10865,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,10,pages,written,,
5001d9f2-6d9c-5765-9e3c-bc06ed85cc02,tg:lhhs:11777,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,62,
5001d9f2-6d9c-5765-9e3c-bc06ed85cc02,tg:lhhs:11777,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,62,pages,written,,
6d8083e6-6b01-5ecc-bcba-6ee17afff80d,tg:lhhs:9654,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
6d8083e6-6b01-5ecc-bcba-6ee17afff80d,tg:lhhs:9654,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
547b8190-5e57-5071-8eca-9af122bbbf99,tg:lhhs:251,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,200,
547b8190-5e57-5071-8eca-9af122bbbf99,tg:lhhs:251,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,400,pages,written,,
a90e9179-939e-518e-8077-fc811b7aba54,tg:lhhs:14575,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
a90e9179-939e-518e-8077-fc811b7aba54,tg:lhhs:14575,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
bb4d9f80-fbe7-570a-bd7d-45e0abc8e0f6,tg:lhhs:16548,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
bb4d9f80-fbe7-570a-bd7d-45e0abc8e0f6,tg:lhhs:16548,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
8877357b-033e-5a96-94a2-5fc6bdb4a455,tg:lhhs:4066,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
b6cc8c1c-ff00-5c72-b3e5-b45a1f103a67,tg:lhhs:18805,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,3,
b6cc8c1c-ff00-5c72-b3e5-b45a1f103a67,tg:lhhs:18805,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,7,pages,written,,
2e128a16-3c39-5962-9409-11d75d4adeef,tg:lhhs:1634,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,20,
2e128a16-3c39-5962-9409-11d75d4adeef,tg:lhhs:1634,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,20,pages,written,,
05774ed9-cf0e-5fb6-9ad9-171e16049dd2,tg:lhhs:3609,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,160,
1f829f5d-a4ec-5fd4-9c0f-6550031f36b1,tg:lhhs:20883,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
1f829f5d-a4ec-5fd4-9c0f-6550031f36b1,tg:lhhs:20883,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
f4436af3-3625-5399-875d-934222949527,tg:lhhs:11327,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
f4436af3-3625-5399-875d-934222949527,tg:lhhs:11327,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
915c109f-1a88-56c0-81d4-893cd339acd9,tg:lhhs:9204,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,13,
915c109f-1a88-56c0-81d4-893cd339acd9,tg:lhhs:9204,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,13,pages,written,,
235fa5ee-1001-5da9-a749-8811921e1769,tg:lhhs:14125,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
235fa5ee-1001-5da9-a749-8811921e1769,tg:lhhs:14125,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
48b73194-744e-5211-9bc6-953ed9c83ba5,tg:lhhs:601,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,3,
fb461a87-4fc3-5c79-8c4b-f47ee46a1314,tg:lhhs:4436,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
4b8f550c-1df0-58b6-8c00-812858f589ea,tg:lhhs:18556,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,6,
4b8f550c-1df0-58b6-8c00-812858f589ea,tg:lhhs:18556,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,18,pages,written,,
ec6da468-bc38-568e-8d59-5269ad2fc4a6,tg:lhhs:2448,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,18,
ec6da468-bc38-568e-8d59-5269ad2fc4a6,tg:lhhs:2448,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,18,pages,written,,
d6d6033e-bf78-5e41-bdfb-245067f723f3,tg:lhhs:8045,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,12,
d6d6033e-bf78-5e41-bdfb-245067f723f3,tg:lhhs:8045,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,12,pages,written,,
3dc95c6c-f7ec-5b3d-848c-5f8d3f0428ef,tg:lhhs:17359,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
3dc95c6c-f7ec-5b3d-848c-5f8d3f0428ef,tg:lhhs:17359,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
e021af4f-5451-5b21-8a08-040b051c6130,tg:lhhs:15364,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,173,
e021af4f-5451-5b21-8a08-040b051c6130,tg:lhhs:15364,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,173,pages,written,,
3f4941e5-ed55-5c9c-abaa-2c32a0c7f5f9,tg:lhhs:4965,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,18,
3f4941e5-ed55-5c9c-abaa-2c32a0c7f5f9,tg:lhhs:4965,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,26,pages,written,,
94eb7e8f-3e43-5e1d-a158-33de6b72963f,tg:lhhs:6958,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,317,ca
94eb7e8f-3e43-5e1d-a158-33de6b72963f,tg:lhhs:6958,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,317,pages,written,,
7be15ff7-e10f-5791-ac47-5442fb9084c2,tg:lhhs:5677,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,394,
7be15ff7-e10f-5791-ac47-5442fb9084c2,tg:lhhs:5677,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,394,pages,written,,
9eac7da9-488f-57f5-83ec-fbfa9c342452,tg:lhhs:2018,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
d84772f9-a1a2-512d-acdf-afe3048273ed,tg:lhhs:8415,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
d84772f9-a1a2-512d-acdf-afe3048273ed,tg:lhhs:8415,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
79084484-4478-5947-a4a4-ccb9a3447700,tg:lhhs:10536,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,258,
79084484-4478-5947-a4a4-ccb9a3447700,tg:lhhs:10536,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,258,pages,written,,
3816a108-a06d-5849-bd1b-134fe860a2db,tg:lhhs:20180,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,176,pages,written,,
9d559740-3568-5a3a-8202-2501b17f421f,tg:lhhs:14826,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,45,
9d559740-3568-5a3a-8202-2501b17f421f,tg:lhhs:14826,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,45,pages,written,,
96dbfebe-2855-5715-b4f9-9c31bbbc8b1d,tg:lhhs:15734,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,8,
96dbfebe-2855-5715-b4f9-9c31bbbc8b1d,tg:lhhs:15734,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,8,pages,written,,
e1e8322a-317a-573d-b081-ef32f7a45a12,tg:lhhs:5227,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,69,
4993cbce-beab-5840-8c95-6cc0d0f33056,tg:lhhs:4820,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,5,
db49c265-1173-55f2-8161-aac56194d2bb,tg:lhhs:5732,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,83,
db49c265-1173-55f2-8161-aac56194d2bb,tg:lhhs:5732,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,161,pages,written,,
1470643c-494e-53fc-84c1-fcfee0bca741,tg:lhhs:18413,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,36,
1470643c-494e-53fc-84c1-fcfee0bca741,tg:lhhs:18413,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,48,pages,written,,
82105946-4474-5f52-90c1-2db5da090832,tg:lhhs:20495,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,17,
82105946-4474-5f52-90c1-2db5da090832,tg:lhhs:20495,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,17,pages,written,,
ab57e0e5-50de-5717-9912-a62ad25da500,tg:lhhs:10023,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,57,
ab57e0e5-50de-5717-9912-a62ad25da500,tg:lhhs:10023,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,92,pages,written,,
f21dfc4b-361d-5337-9ac9-d1388bf8e746,tg:lhhs:8100,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
f21dfc4b-361d-5337-9ac9-d1388bf8e746,tg:lhhs:8100,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
f20a2240-2a8a-5eb8-95f1-2b154abd4441,tg:lhhs:10189,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
f20a2240-2a8a-5eb8-95f1-2b154abd4441,tg:lhhs:10189,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,7,pages,written,,
60c8f773-2583-5999-b835-278117446b64,tg:lhhs:15671,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
60c8f773-2583-5999-b835-278117446b64,tg:lhhs:15671,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
9457c037-2f61-54c6-a5e8-07a9ab1e2b14,tg:lhhs:5362,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
9457c037-2f61-54c6-a5e8-07a9ab1e2b14,tg:lhhs:5362,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
f04dc06c-4f1a-5141-8fc3-6edeaba60b02,tg:lhhs:5698,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,170,
f04dc06c-4f1a-5141-8fc3-6edeaba60b02,tg:lhhs:5698,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,170,pages,written,,
d0065f67-5163-5de8-ae12-9cad88539ec1,tg:lhhs:18043,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,58,
d0065f67-5163-5de8-ae12-9cad88539ec1,tg:lhhs:18043,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,115,pages,written,,
5c6bd9b6-254a-57fb-941f-e68eb5e56add,tg:lhhs:10473,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,6,
5c6bd9b6-254a-57fb-941f-e68eb5e56add,tg:lhhs:10473,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,6,pages,written,,
cd4d4dd9-4231-5298-9cc4-5f14fe66d091,tg:lhhs:8550,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
cd4d4dd9-4231-5298-9cc4-5f14fe66d091,tg:lhhs:8550,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
5f7e6c0d-be49-548b-a7e3-0b65040ca9a8,tg:lhhs:14430,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
5f7e6c0d-be49-548b-a7e3-0b65040ca9a8,tg:lhhs:14430,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
9669368e-c57b-56a2-ace5-2e80e9758ccf,tg:lhhs:314,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,50,pages,written,,
b07e593d-fcf0-5f71-899a-b0542e01c4d7,tg:lhhs:4123,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
34055ca5-3789-5ea8-a587-5d98a912d610,tg:lhhs:19202,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,4,
34055ca5-3789-5ea8-a587-5d98a912d610,tg:lhhs:19202,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,4,pages,written,,
d1792af8-6724-5af5-aa06-d03c9384527f,tg:lhhs:1321,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
0683252a-d894-510f-a18d-e067db88f4e9,tg:lhhs:10920,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
0683252a-d894-510f-a18d-e067db88f4e9,tg:lhhs:10920,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,3,pages,written,,
70f37f60-f7d9-5732-9b2f-0192b1ee75b3,tg:lhhs:8803,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,9,
70f37f60-f7d9-5732-9b2f-0192b1ee75b3,tg:lhhs:8803,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,9,pages,written,,
bc0d340d-15fa-5ce9-b73b-b8edacd1673b,tg:lhhs:9711,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,2,
bc0d340d-15fa-5ce9-b73b-b8edacd1673b,tg:lhhs:9711,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,4,pages,written,,
3206adde-5b23-5689-84dd-e73d90d6e8d6,tg:lhhs:11632,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,10,
3206adde-5b23-5689-84dd-e73d90d6e8d6,tg:lhhs:11632,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,10,pages,written,,
2c605462-b446-5cd9-a7c4-ab791242dc04,tg:lhhs:11798,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
2c605462-b446-5cd9-a7c4-ab791242dc04,tg:lhhs:11798,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
a8e2a0bd-1750-5a87-971a-ce0e0f744b38,tg:lhhs:744,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,16,
5350efe3-c597-536a-be9c-2ff0bb347bfa,tg:lhhs:14060,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,136,ca
5350efe3-c597-536a-be9c-2ff0bb347bfa,tg:lhhs:14060,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,136,pages,written,,
bba73667-a3cd-5702-a882-06cd7f6554b0,tg:lhhs:4573,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,55,ca
bba73667-a3cd-5702-a882-06cd7f6554b0,tg:lhhs:4573,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,55,pages,written,,
40b752ee-eeb8-5991-8f13-1aa526e6daad,tg:lhhs:18940,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,33,
40b752ee-eeb8-5991-8f13-1aa526e6daad,tg:lhhs:18940,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,53,pages,written,,
5e0fabe8-9f4f-5fe8-8664-a27b9edd52b8,tg:lhhs:19652,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
5e0fabe8-9f4f-5fe8-8664-a27b9edd52b8,tg:lhhs:19652,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
d30faff0-7ec0-50ee-be65-62e25f26ebae,tg:lhhs:1771,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
8ffc9a2a-af62-5d5c-a794-bafd2b7ac897,tg:lhhs:4089,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
eed4becb-b18f-52fe-955d-584eff5c6229,tg:lhhs:11262,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
eed4becb-b18f-52fe-955d-584eff5c6229,tg:lhhs:11262,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,4,pages,written,,
1d2fa8b9-d825-55e6-a04f-440331ccfefb,tg:lhhs:18690,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,3,
1d2fa8b9-d825-55e6-a04f-440331ccfefb,tg:lhhs:18690,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,3,pages,written,,
26d7561b-335b-53c0-a602-f9187064dca8,tg:lhhs:7076,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,5,
26d7561b-335b-53c0-a602-f9187064dca8,tg:lhhs:7076,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,5,pages,written,,
e4ad790e-9d63-5a9e-90df-fa92c9eb9ae4,tg:lhhs:19982,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,6 + 5 + 6,
e4ad790e-9d63-5a9e-90df-fa92c9eb9ae4,tg:lhhs:19982,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,17,pages,written,,
a9da8646-ddfc-5ae3-b030-bad258d7d7e2,tg:lhhs:20616,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,100,ca
d973187e-a956-5cb3-b446-559b71eebc01,tg:lhhs:15558,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,80,
d973187e-a956-5cb3-b446-559b71eebc01,tg:lhhs:15558,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,80,pages,written,,
5a2324c4-40b5-57a1-9341-8e44269b61fc,tg:lhhs:17565,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,8,
5a2324c4-40b5-57a1-9341-8e44269b61fc,tg:lhhs:17565,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,8,pages,written,,
0ab46a60-6144-5a54-a0b4-54826a9a5add,tg:lhhs:12767,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,123,
0ab46a60-6144-5a54-a0b4-54826a9a5add,tg:lhhs:12767,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,123,pages,written,,
4dcceffd-0cff-56fe-86e6-f92ae07cba20,tg:lhhs:13875,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,4,
4dcceffd-0cff-56fe-86e6-f92ae07cba20,tg:lhhs:13875,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,4,pages,written,,
5057c126-6553-5594-9c6a-d170abda9a80,tg:lhhs:894,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
5057c126-6553-5594-9c6a-d170abda9a80,tg:lhhs:894,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,2,pages,written,,
5ab2c3ec-7653-5c9b-bcfe-a3802beb4c5d,tg:lhhs:11848,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,33,
5ab2c3ec-7653-5c9b-bcfe-a3802beb4c5d,tg:lhhs:11848,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,33,pages,written,,
b27a042e-4a33-5e7d-af9f-52b57bd5c849,tg:lhhs:2274,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,8,
b27a042e-4a33-5e7d-af9f-52b57bd5c849,tg:lhhs:2274,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,8,pages,written,,
4b67de81-bfd4-5679-a2e5-a85708f8fe2e,tg:lhhs:7426,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,1,
8720393d-73eb-5a82-9353-83a26ae302d7,tg:lhhs:20246,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,30,
8720393d-73eb-5a82-9353-83a26ae302d7,tg:lhhs:20246,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,30,pages,written,,
bbbb8a67-2885-5d54-b4b4-e9fc70c4e26f,tg:lhhs:8229,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
73a9b26e-6055-56c5-a657-d6a78c35a620,tg:lhhs:12337,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,5,
73a9b26e-6055-56c5-a657-d6a78c35a620,tg:lhhs:12337,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,5,pages,written,,
a4ef9225-2f5d-5c4a-bc51-2e786d6e0e3b,tg:lhhs:2624,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,8,
a4ef9225-2f5d-5c4a-bc51-2e786d6e0e3b,tg:lhhs:2624,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,8,pages,written,,
84c053b6-bf55-524c-8fb8-d952ec714bd0,tg:lhhs:19828,Formats,1,kenmerken/lhpageswrittenhs.lhpageswrittenhsnumber,1,pages,written,,
bd7b60ef-26d4-5a7d-86b6-b5eb4b5e7cbc,tg:lhhs:19081,Formats,1,kenmerken/lhpageshs.lhpageshsnumber,,folios,total,4,
