brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID
tg:lhdc:73,d:lh:226516,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_73,lhdc,e73_LegacyImages,image high resolution,0f7bc461-ad95-54f0-ab97-28001c84c7ee
tg:lhdc:74,d:lh:226643,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_74,lhdc,e73_LegacyImages,image high resolution,7197dfc9-ad94-5144-928b-d78e168f8d25
tg:lhdc:75,d:lh:226642,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_75,lhdc,e73_LegacyImages,image high resolution,f45e47a9-57e3-50d5-b2e3-35113985b2c4
tg:lhdc:76,d:lh:226669,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_76,lhdc,e73_LegacyImages,image high resolution,26bf11cf-6023-52db-bd46-1a7d23cd21bd
tg:lhdc:77,d:lh:226668,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_77,lhdc,e73_LegacyImages,image high resolution,fb671c44-4a86-578a-b696-7f7f32f7db62
tg:lhdc:78,d:lh:226680,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_78,lhdc,e73_LegacyImages,image high resolution,16723181-933c-5a01-9256-12fe4646d411
tg:lhdc:79,d:lh:226679,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_79.tif,lhdc,e73_LegacyImages,image high resolution,20f2bd80-91de-570e-b6d0-757c10a6a351
tg:lhdc:8,d:lh:195202,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/R_/R986_Ryswyck_Theodoor_van/tg_lhdc_8.tif,lhdc,e73_LegacyImages,image high resolution,5869c351-599c-5178-b974-dd733d08cb8f
tg:lhdc:80,d:lh:226681,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_80,lhdc,e73_LegacyImages,image high resolution,5414d5ce-b3a5-5c81-b48d-fdde9af23498
tg:lhdc:82,d:lh:222577,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/D_/D125_Daisne_Johan/tg_lhdc_82.tif,lhdc,e73_LegacyImages,image high resolution,4b076eb5-e8b6-5dcb-89dc-e09d10107ff5
tg:lhdc:83,d:lh:222348,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/MM73_Musical_Koninklijk_Ballet_van_Vlaanderen/tg_lhdc_83.tif,lhdc,e73_LegacyImages,image high resolution,2e4f9873-b123-535c-8ebf-14a1c1273e95
tg:lhdc:84,d:lh:222349,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/MM73_Musical_Koninklijk_Ballet_van_Vlaanderen/tg_lhdc_84.tif,lhdc,e73_LegacyImages,image high resolution,fc01592b-e477-5793-a730-c13a085e3d89
tg:lhdc:86,d:lh:222614,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/G_/GG10_Goethem_Nicole_van/tg_lhdc_86.tif,lhdc,e73_LegacyImages,image high resolution,6bafeaa9-87a3-516c-8df2-ffe768266649
tg:lhdc:89,d:lh:222726,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/G_/GG10_Goethem_Nicole_van/tg_lhdc_89.tif,lhdc,e73_LegacyImages,image high resolution,effe57ac-a02e-5366-9824-6f8e5b6cda64
tg:lhdc:9,d:lh:195201,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/V_/V8572_Vos_Van_Kleef_D_de/tg_lhdc_9.tif,lhdc,e73_LegacyImages,image high resolution,e1f77d85-af57-5018-a6db-3ad52fad4b25
tg:lhdc:91,d:lh:227408,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_91,lhdc,e73_LegacyImages,image high resolution,6b6e5e8b-855f-5a5a-aa40-e98effd68b30
tg:lhdc:92,d:lh:226677,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M9358_Museum_Vleeshuis/tg_lhdc_92,lhdc,e73_LegacyImages,image high resolution,51146b57-bd96-591b-be57-a30c612b8078
tg:lhdc:93,d:lh:226739,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/M_/M4062_Meeting_Partij/tg_lhdc_93.tif,lhdc,e73_LegacyImages,image high resolution,960b00e7-2a31-5b67-973d-a0ace9fa903a
tg:lhdc:95,d:lh:232161,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/V_/V39607_Verheyen_Jef/tg_lhdc_95,lhdc,e73_LegacyImages,image high resolution,e1c5721c-97dc-5560-a056-0668c7d5ef07
tg:lhdc:99,d:lh:276438,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_06_documenten/S_/S59_Seuphor_Michel/tg_lhdc_99,lhdc,e73_LegacyImages,image high resolution,f1b0a574-b0be-5bbb-ac89-e354b76f5f34
tg:lhhs:11157,d:lh:262020,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/S_/S725_Snieders_August/tg_lhhs_11157,lhhs,e73_LegacyImages,image high resolution,e5cc88d5-4d05-5318-ac53-8cccf6c6ddef
tg:lhhs:11170,d:lh:261982,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/S_/S725_Snieders_August/tg_lhhs_11170/tg_lhhs_11170.tif,lhhs,e73_LegacyImages,image high resolution,a8997675-3f9f-50f0-ae31-2c1d0aa44cc1
tg:lhhs:12212,d:lh:252662,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/T_/T176_Teirlinck_Herman/tg_lhhs_12212,lhhs,e73_LegacyImages,image high resolution,03f6b333-1b78-58cc-b192-e7fbaddc5dd1
tg:lhhs:14876,d:lh:202262,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/S_/S292_Scheirs_Jef/tg_lhhs_14876,lhhs,e73_LegacyImages,image high resolution,1b20c8cb-b756-5699-9655-db3385c12d90
tg:lhhs:15080,d:lh:227727,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/M_/M28288_Martens_Anna/tg_lhhs_15080,lhhs,e73_LegacyImages,image high resolution,f426540c-9bee-5de6-9aee-6f5ff1c30e5b
tg:lhhs:15208,d:lh:232530,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/G_/G395_Gilliams_Maurice/tg_lhhs_15208,lhhs,e73_LegacyImages,image high resolution,54717595-09fd-5734-a825-74c1b9a101df
tg:lhhs:15486,d:lh:251644,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/N_/N135_Nahon_Alice/tg_lhhs_15486,lhhs,e73_LegacyImages,image high resolution,d4eb53d1-01c9-5153-a7e6-3d2cb7b3cf78
tg:lhhs:15777,d:lh:258536,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/W_/W803_Woestijne_Karel_van_de/tg_lhhs_15777,lhhs,e73_LegacyImages,image high resolution,dbeb2579-1e1b-5067-9a9d-3c3317219dca
tg:lhhs:16352,d:lh:274792,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/S_/S6253_Sinclair_Upton/tg_lhhs_16352.tif,lhhs,e73_LegacyImages,image high resolution,f26992bd-8369-5b0d-a8ea-ad586a5b6fd3
tg:lhhs:16353,d:lh:274793,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/S_/S6253_Sinclair_Upton/tg_lhhs_16353.tif,lhhs,e73_LegacyImages,image high resolution,2d94da5c-5049-5357-bfde-cf2a2a7b1d1e
tg:lhhs:3749,d:lh:248870,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/R_/R5845_Roelants_Maurice/tg_lhhs_3749.tif,lhhs,e73_LegacyImages,image high resolution,00bbf814-f0ec-5146-a430-6b6829f0764f
tg:lhhs:3834,d:lh:248918,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/R_/R5845_Roelants_Maurice/tg_lhhs_3834.tif,lhhs,e73_LegacyImages,image high resolution,e1bb0c68-1279-5ce3-a9a6-0891bf55f580
tg:lhhs:3847,d:lh:248914,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/R_/R5845_Roelants_Maurice/tg_lhhs_3847.tif,lhhs,e73_LegacyImages,image high resolution,48e487df-4760-5b1c-9c7f-04c910b15289
tg:lhhs:4460,d:lh:256322,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/C_/C34_Conscience_Hendrik/tg_lhhs_4460,lhhs,e73_LegacyImages,image high resolution,4f672793-d923-5300-928d-4dcda572b30c
tg:lhhs:5320,d:lh:258392,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/C_/C34_Conscience_Hendrik/tg_lhhs_5320,lhhs,e73_LegacyImages,image high resolution,7b988762-bb8f-526b-a0a6-e3480ba6260d
tg:lhhs:5694,d:lh:243750,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/Y_/Y4559_Yoors_Jan/tg_lhhs_5694.tif,lhhs,e73_LegacyImages,image high resolution,30174380-b696-561a-9973-4c9675b419e7
tg:lhhs:6502,d:lh:251157,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/S_/S7265_Snoek_Paul/tg_lhhs_6502.tif,lhhs,e73_LegacyImages,image high resolution,be351a2b-1a92-58df-83a8-efc9c4941556
tg:lhhs:6926,d:lh:262017,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/C_/C384_Courtmans_Berchmans_Johanna/tg_lhhs_6926,lhhs,e73_LegacyImages,image high resolution,85c9da36-9f17-5516-bbab-a52f4b3da665
tg:lhhs:7253,d:lh:267138,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/M_/M762_Mont_Pol_de/tg_lhhs_7253,lhhs,e73_LegacyImages,image high resolution,b6cbc45e-9c8a-57e3-9b38-8ed8323121a9
tg:lhhs:8635,d:lh:227148,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_04_handschriften/V_/V770_Vondel_Joost_van_den/tg_lhhs_8635.tif,lhhs,e73_LegacyImages,image high resolution,57a5ccb3-db2e-514e-a351-d3bb731af3a1
