ResourceID,brocade.id,card,order,volgnummer,title,note
288cbdcf-aeac-5665-abbf-34c8843cbf99,tg:lhdc:2096_#1,e22_OtherIdentifiers,1,,De kuur,
d541ac21-3d6b-5944-89c3-2b647bd45a5c,tg:lhdc:111_#1,e22_OtherIdentifiers,1,,"Menu van het banket, aangeboden aan Jos Hertogs voor zijn benoeming als ridder in de Leopoldsorde.",
5233f289-152e-57c8-9a91-0f57441d359a,tg:lhdc:888_#1,e22_OtherIdentifiers,1,R 134 / 402,,
5233f289-152e-57c8-9a91-0f57441d359a,tg:lhdc:888_#1,e22_OtherIdentifiers,1,,De Verheerlyckte schoenlappers of de gecroonde leersse,
62eda711-d9e2-58de-9e2a-0dd6efa3b168,tg:lhdc:898_#1,e22_OtherIdentifiers,1,R 134 / 412,,
62eda711-d9e2-58de-9e2a-0dd6efa3b168,tg:lhdc:898_#1,e22_OtherIdentifiers,1,,Een probaat middel - sketch,
9d9d087c-2cb6-56c2-a630-c07c52ac8367,tg:lhdc:101_#1,e22_OtherIdentifiers,1,J 416 / 127,,
9d9d087c-2cb6-56c2-a630-c07c52ac8367,tg:lhdc:101_#1,e22_OtherIdentifiers,1,,De Pijl. Jaargang 4 nr. 1,
6a7e68a6-7249-5871-9497-25f0e8efe56e,tg:lhdc:2147_#1,e22_OtherIdentifiers,1,R 134 / 1563,,
6a7e68a6-7249-5871-9497-25f0e8efe56e,tg:lhdc:2147_#1,e22_OtherIdentifiers,1,,De cirkel,
d77772bf-719a-5352-a5bf-e793c4f140a4,tg:lhdc:3535_#1,e22_OtherIdentifiers,1,R 134 / 2917,,
d77772bf-719a-5352-a5bf-e793c4f140a4,tg:lhdc:3535_#1,e22_OtherIdentifiers,1,,De zieke valentijn,
97ae33e8-bc00-51fd-974f-c2ba6f875f3b,tg:lhdc:1355_#1,e22_OtherIdentifiers,1,R 134 / 808,,
97ae33e8-bc00-51fd-974f-c2ba6f875f3b,tg:lhdc:1355_#1,e22_OtherIdentifiers,1,,Speculanten,
2d1b0f78-17f2-5898-9106-755f1704f7e0,tg:lhdc:685_#1,e22_OtherIdentifiers,1,R 134 / 216,,
2d1b0f78-17f2-5898-9106-755f1704f7e0,tg:lhdc:685_#1,e22_OtherIdentifiers,1,,Een spel om helen,
07459cad-e06b-5653-8901-ed31d3743c4c,tg:lhdc:4573_#1,e22_OtherIdentifiers,1,R 134 / 3947,,
07459cad-e06b-5653-8901-ed31d3743c4c,tg:lhdc:4573_#1,e22_OtherIdentifiers,1,,Gratis reiskaartjes,
924bad4a-a8a3-50f4-88b2-1c3d4ea6dfaa,tg:lhdc:2157_#1,e22_OtherIdentifiers,1,R 134 / 1573,,
924bad4a-a8a3-50f4-88b2-1c3d4ea6dfaa,tg:lhdc:2157_#1,e22_OtherIdentifiers,1,,De telefoon,
f8190bac-7121-5fa6-ac95-72b9febd42b4,tg:lhdc:1345_#1,e22_OtherIdentifiers,1,R 134 / 798,,
f8190bac-7121-5fa6-ac95-72b9febd42b4,tg:lhdc:1345_#1,e22_OtherIdentifiers,1,,Franz Liszt,
81a844b7-a7f0-5f6c-b965-8f75dea8c72a,tg:lhdc:695_#1,e22_OtherIdentifiers,1,R 134 / 226,,
81a844b7-a7f0-5f6c-b965-8f75dea8c72a,tg:lhdc:695_#1,e22_OtherIdentifiers,1,,De huwelijksreparateur,
38c18210-9b2c-5b21-a960-5a6e2bd7f636,tg:lhdc:4563_#1,e22_OtherIdentifiers,1,,Toelating tot het dragen van het ereteken Ridder in de Orde van de Rode Adelaar,
ba25da7f-494f-503d-a4e2-bc484f0eac5e,tg:lhdc:3525_#1,e22_OtherIdentifiers,1,R 134 / 2907,,
ba25da7f-494f-503d-a4e2-bc484f0eac5e,tg:lhdc:3525_#1,e22_OtherIdentifiers,1,,Een klein scheepje op de grote vaart,
69220592-7ed2-5777-adbd-a0ad37807858,tg:lhdc:831_#1,e22_OtherIdentifiers,1,R 134 / 349,,
69220592-7ed2-5777-adbd-a0ad37807858,tg:lhdc:831_#1,e22_OtherIdentifiers,1,,Gudrun,
d3cea346-8237-597e-8d25-5b03a42ca73b,tg:lhdc:2712_#1,e22_OtherIdentifiers,1,R 134 / 2104,,
d3cea346-8237-597e-8d25-5b03a42ca73b,tg:lhdc:2712_#1,e22_OtherIdentifiers,1,,Sakaita,
47c792bb-206d-5c3c-8826-7736549a0ef4,tg:lhdc:3218_#1,e22_OtherIdentifiers,1,R 134 / 2604,,
47c792bb-206d-5c3c-8826-7736549a0ef4,tg:lhdc:3218_#1,e22_OtherIdentifiers,1,,De ondeugende vinger hoed,
d9c71508-74fa-5eb4-b0d0-463d0d56c742,tg:lhdc:1478_#1,e22_OtherIdentifiers,1,R 134 / 920,,
d9c71508-74fa-5eb4-b0d0-463d0d56c742,tg:lhdc:1478_#1,e22_OtherIdentifiers,1,,Christine,
387b6b3a-67e9-582e-ba3e-08b4cf3a1a60,tg:lhdc:949_#1,e22_OtherIdentifiers,1,R 134 / 456,,
387b6b3a-67e9-582e-ba3e-08b4cf3a1a60,tg:lhdc:949_#1,e22_OtherIdentifiers,1,,Raspoutine,
8f44189b-ac94-5eab-a17b-f02f24b8e743,tg:lhdc:3360_#1,e22_OtherIdentifiers,1,R 134 /,,
8f44189b-ac94-5eab-a17b-f02f24b8e743,tg:lhdc:3360_#1,e22_OtherIdentifiers,1,,Broertjes en zusjes,
638e2f02-a165-5d5b-a248-349dc2c6b9c7,tg:lhdc:1500_#1,e22_OtherIdentifiers,1,R 134 / 942,,
638e2f02-a165-5d5b-a248-349dc2c6b9c7,tg:lhdc:1500_#1,e22_OtherIdentifiers,1,,Barabbas,
5ce74b9d-3189-567a-9960-a14179b39c95,tg:lhdc:4326_#1,e22_OtherIdentifiers,1,R 134 / 3703,,
5ce74b9d-3189-567a-9960-a14179b39c95,tg:lhdc:4326_#1,e22_OtherIdentifiers,1,,De dichter,
6d0524c0-f0d7-5efb-af26-18e7e692fbe4,tg:lhdc:1468_#1,e22_OtherIdentifiers,1,R 134 / 910,,
6d0524c0-f0d7-5efb-af26-18e7e692fbe4,tg:lhdc:1468_#1,e22_OtherIdentifiers,1,,De hoge weg (High pavement),
2c4cb39d-b1e2-571b-bd48-c57753c9e835,tg:lhdc:2702_#1,e22_OtherIdentifiers,1,R 134 / 2094,,
2c4cb39d-b1e2-571b-bd48-c57753c9e835,tg:lhdc:2702_#1,e22_OtherIdentifiers,1,,De zingende Molen,
584e6fbc-b937-5478-98c9-a59a50e79445,tg:lhdc:821_#1,e22_OtherIdentifiers,1,R 134 / 343,,
584e6fbc-b937-5478-98c9-a59a50e79445,tg:lhdc:821_#1,e22_OtherIdentifiers,1,,De terugkeer,
f9ccb54b-90dd-50ff-b2e9-428e7c17a31a,tg:lhdc:3208_#1,e22_OtherIdentifiers,1,R 134 / 2595,,
f9ccb54b-90dd-50ff-b2e9-428e7c17a31a,tg:lhdc:3208_#1,e22_OtherIdentifiers,1,,Actualiteit,
bc3a0b43-f295-5d66-8b43-614b7f7156b8,tg:lhdc:1510_#1,e22_OtherIdentifiers,1,R 704 / 305,,
bc3a0b43-f295-5d66-8b43-614b7f7156b8,tg:lhdc:1510_#1,e22_OtherIdentifiers,1,,Vereniging van Antwerpse Etsers,
d7e5182d-79ec-52d4-8b80-46dda8eee8a4,tg:lhdc:4336_#1,e22_OtherIdentifiers,1,R 134 / 3713,,
d7e5182d-79ec-52d4-8b80-46dda8eee8a4,tg:lhdc:4336_#1,e22_OtherIdentifiers,1,,Aan huis bij Baron Isidor Opsomer,
f217fa66-d967-50f4-94d1-9d80f3c3795c,tg:lhdc:3370_#1,e22_OtherIdentifiers,1,R 134 / 2756,,
f217fa66-d967-50f4-94d1-9d80f3c3795c,tg:lhdc:3370_#1,e22_OtherIdentifiers,1,,Knobbeltje pek,
be4bfe56-c942-58ea-8863-c1c079bcfe45,tg:lhdc:4138_#1,e22_OtherIdentifiers,1,R 134 / 3516,,
be4bfe56-c942-58ea-8863-c1c079bcfe45,tg:lhdc:4138_#1,e22_OtherIdentifiers,1,,"De man, het beest en de deugd",
596ba05a-b48a-5fd2-b700-7f3146739511,tg:lhdc:2474_#1,e22_OtherIdentifiers,1,R 134 / 1871,,
596ba05a-b48a-5fd2-b700-7f3146739511,tg:lhdc:2474_#1,e22_OtherIdentifiers,1,,De nijdassen,
d5abe4f5-f15d-5492-a3c0-af884a7d5253,tg:lhdc:4040_#1,e22_OtherIdentifiers,1,R 134 / 3418,,
d5abe4f5-f15d-5492-a3c0-af884a7d5253,tg:lhdc:4040_#1,e22_OtherIdentifiers,1,,Naar de groene schaduwen,
f2ea960b-82fe-5c93-900d-2380d5c9860c,tg:lhdc:1666_#1,e22_OtherIdentifiers,1,R 134 / 1093,,
f2ea960b-82fe-5c93-900d-2380d5c9860c,tg:lhdc:1666_#1,e22_OtherIdentifiers,1,,De replubliek banana,
0d5516b9-e6fa-54af-b273-4a887af19bb6,tg:lhdc:3006_#1,e22_OtherIdentifiers,1,R 134 / 2395,,
0d5516b9-e6fa-54af-b273-4a887af19bb6,tg:lhdc:3006_#1,e22_OtherIdentifiers,1,,De witte kaketoe,
0cf4751c-ddca-55a1-832d-00089a970040,tg:lhdc:2464_#1,e22_OtherIdentifiers,1,R 134 / 1861,,
0cf4751c-ddca-55a1-832d-00089a970040,tg:lhdc:2464_#1,e22_OtherIdentifiers,1,,De contrabas in het liefdescircus,
ac46c84e-6df3-553f-b342-da3e113d7fd2,tg:lhdc:4128_#1,e22_OtherIdentifiers,1,R 134 / 3506,,
ac46c84e-6df3-553f-b342-da3e113d7fd2,tg:lhdc:4128_#1,e22_OtherIdentifiers,1,,Lieve mensen,
44ca37ce-6fa9-55fe-b632-42f31535bc3e,tg:lhdc:3016_#1,e22_OtherIdentifiers,1,R 134 / 2405,,
44ca37ce-6fa9-55fe-b632-42f31535bc3e,tg:lhdc:3016_#1,e22_OtherIdentifiers,1,,Vrouw holle,
15f864d9-0fd3-54a7-8971-5eccb8ca17bf,tg:lhdc:4050_#1,e22_OtherIdentifiers,1,R 134 / 3428,,
15f864d9-0fd3-54a7-8971-5eccb8ca17bf,tg:lhdc:4050_#1,e22_OtherIdentifiers,1,,De lamp,
6bf2c6d2-505c-5715-a5d5-02cc9fd3331b,tg:lhdc:1676_#1,e22_OtherIdentifiers,1,R 134 / 1103,,
6bf2c6d2-505c-5715-a5d5-02cc9fd3331b,tg:lhdc:1676_#1,e22_OtherIdentifiers,1,,November-melodie,
d272b551-e5c1-5101-869d-4b02cea9800d,tg:lhdc:2221_#1,e22_OtherIdentifiers,1,R 134 / 1632,,
d272b551-e5c1-5101-869d-4b02cea9800d,tg:lhdc:2221_#1,e22_OtherIdentifiers,1,,De schakers,
71a2b387-a54c-54e8-9248-a08827c6af12,tg:lhdc:4615_#1,e22_OtherIdentifiers,1,R134 / 3985,,
71a2b387-a54c-54e8-9248-a08827c6af12,tg:lhdc:4615_#1,e22_OtherIdentifiers,1,,Slisse en Cesar (Deel VIII),
238cb80d-1a04-5d5e-bd02-c7c43e1d9193,tg:lhdc:1033_#1,e22_OtherIdentifiers,1,R 134 / 511,,
238cb80d-1a04-5d5e-bd02-c7c43e1d9193,tg:lhdc:1033_#1,e22_OtherIdentifiers,1,,Mr. D. verlaat de Aarde,
14453b2e-8343-5d8e-ac08-5eb93f171fde,tg:lhdc:3653_#1,e22_OtherIdentifiers,1,R 134 / 3035,,
14453b2e-8343-5d8e-ac08-5eb93f171fde,tg:lhdc:3653_#1,e22_OtherIdentifiers,1,,Alarm in Kabouterstad,
04ed6e07-7d6d-52f7-a1c1-f6c17a72b617,tg:lhdc:2359_#1,e22_OtherIdentifiers,1,R 134 / 1756,,
04ed6e07-7d6d-52f7-a1c1-f6c17a72b617,tg:lhdc:2359_#1,e22_OtherIdentifiers,1,,Een speletje van Kat met Muis,
b0366740-43c0-507d-8ebb-a2e33155913f,tg:lhdc:2231_#1,e22_OtherIdentifiers,1,R 134 / 1642,,
b0366740-43c0-507d-8ebb-a2e33155913f,tg:lhdc:2231_#1,e22_OtherIdentifiers,1,,Zeilen,
912908a3-1ea2-5909-bdf2-3af7dde185e2,tg:lhdc:3643_#1,e22_OtherIdentifiers,1,R 134 / 3025,,
912908a3-1ea2-5909-bdf2-3af7dde185e2,tg:lhdc:3643_#1,e22_OtherIdentifiers,1,,Toetaloe (III),
a6166f8b-7df5-5d2a-8192-081c6901c277,tg:lhdc:2349_#1,e22_OtherIdentifiers,1,R 134 / 1746,,
a6166f8b-7df5-5d2a-8192-081c6901c277,tg:lhdc:2349_#1,e22_OtherIdentifiers,1,,Koolmonoxyde,
bc80feb8-c852-5718-ae1e-2f5d6b105191,tg:lhdc:4605_#1,e22_OtherIdentifiers,1,,"Geschiedenis mijner Jeugd ""Hij leerde zijn volk lezen""",
6c1f9945-0ddd-5293-a6a3-7a34f045de50,tg:lhdc:1023_#1,e22_OtherIdentifiers,1,R 134 / 502,,
6c1f9945-0ddd-5293-a6a3-7a34f045de50,tg:lhdc:1023_#1,e22_OtherIdentifiers,1,,Kwakzalvers,
4ed54a88-0a05-5f85-941e-eacc247e3029,tg:lhdc:3749_#1,e22_OtherIdentifiers,1,R 134 / 3131,,
4ed54a88-0a05-5f85-941e-eacc247e3029,tg:lhdc:3749_#1,e22_OtherIdentifiers,1,,Patjoepelke en de beer,
0477a242-df48-5860-99c1-15115d08d54d,tg:lhdc:2243_#1,e22_OtherIdentifiers,1,R 134 / 1654,,
0477a242-df48-5860-99c1-15115d08d54d,tg:lhdc:2243_#1,e22_OtherIdentifiers,1,,Lisa of het ongelijk,
d3e57881-363b-51a7-9ead-3a5ddb5ab1a1,tg:lhdc:1129_#1,e22_OtherIdentifiers,1,R 134 / 601,,
d3e57881-363b-51a7-9ead-3a5ddb5ab1a1,tg:lhdc:1129_#1,e22_OtherIdentifiers,1,,De onderwereld van chicago,
441ecf81-de28-5e13-8972-8f0b97b64b6c,tg:lhdc:3631_#1,e22_OtherIdentifiers,1,R 134 / 3013,,
441ecf81-de28-5e13-8972-8f0b97b64b6c,tg:lhdc:3631_#1,e22_OtherIdentifiers,1,,De Boom als getuige,
aea33475-a3e7-5d11-9ccb-cfb9a18486e3,tg:lhdc:28_#1,e22_OtherIdentifiers,1,,Grand Cirque G. Schuman / Au bénéfice du clown poulaire Robert Pinta,
d5019456-003a-50bd-bf8f-558093066479,tg:lhdc:4677_#1,e22_OtherIdentifiers,1,R134 / 4039,,
d5019456-003a-50bd-bf8f-558093066479,tg:lhdc:4677_#1,e22_OtherIdentifiers,1,,Helene Swarth,
eb1e97ac-8573-54c9-9171-ab2431fac5c0,tg:lhdc:581_#1,e22_OtherIdentifiers,1,R 134 / 123,,
eb1e97ac-8573-54c9-9171-ab2431fac5c0,tg:lhdc:581_#1,e22_OtherIdentifiers,1,,Het ruilhoofd,
b5d997e0-0733-59ee-bb77-be03e4d7b436,tg:lhdc:1051_#1,e22_OtherIdentifiers,1,R 134 / 529,,
b5d997e0-0733-59ee-bb77-be03e4d7b436,tg:lhdc:1051_#1,e22_OtherIdentifiers,1,,Ernst,
b646ede8-701d-5488-8175-4613196a139f,tg:lhdc:1139_#1,e22_OtherIdentifiers,1,R 134 / 611,,
b646ede8-701d-5488-8175-4613196a139f,tg:lhdc:1139_#1,e22_OtherIdentifiers,1,,Reinaert de Vos,
e50c440a-15c5-5b90-887b-d19fd409e92e,tg:lhdc:3759_#1,e22_OtherIdentifiers,1,R 134 / 3141,,
e50c440a-15c5-5b90-887b-d19fd409e92e,tg:lhdc:3759_#1,e22_OtherIdentifiers,1,,De zevensprong (II),
782abe90-8c00-55c8-902c-e900f544df6e,tg:lhdc:2253_#1,e22_OtherIdentifiers,1,R 704 / 58,,
782abe90-8c00-55c8-902c-e900f544df6e,tg:lhdc:2253_#1,e22_OtherIdentifiers,1,,,"R 704 / 58(12), 141 - 210"
782abe90-8c00-55c8-902c-e900f544df6e,tg:lhdc:2253_#1,e22_OtherIdentifiers,1,,Jacob Jordaens,
1a31e814-25f7-5e7a-9221-eb0d77f028b7,tg:lhdc:4667_#1,e22_OtherIdentifiers,1,R134 / 4029,,
1a31e814-25f7-5e7a-9221-eb0d77f028b7,tg:lhdc:4667_#1,e22_OtherIdentifiers,1,,Nieuwjaarsgroet aan onze vriendinnen,
5ae39172-b2d2-5075-a968-93d925a5ad1c,tg:lhdc:591_#1,e22_OtherIdentifiers,1,R 134 / 133,,
5ae39172-b2d2-5075-a968-93d925a5ad1c,tg:lhdc:591_#1,e22_OtherIdentifiers,1,,Blij dat ik je heb,
8705fb47-f4a3-5b6a-9d19-d6876dfafc48,tg:lhdc:1041_#1,e22_OtherIdentifiers,1,R 134 / 519,,
8705fb47-f4a3-5b6a-9d19-d6876dfafc48,tg:lhdc:1041_#1,e22_OtherIdentifiers,1,,De moord op Hilda Cox,
b3928ec8-87f7-5ea9-8627-94f2455b6ec5,tg:lhdc:3621_#1,e22_OtherIdentifiers,1,R 134 / 3003,,
b3928ec8-87f7-5ea9-8627-94f2455b6ec5,tg:lhdc:3621_#1,e22_OtherIdentifiers,1,,"Ribje, het vrolijke huisspookje (III)",
bc305484-d3a7-5bf6-85b1-6eaf47707c99,tg:lhdc:38_#1,e22_OtherIdentifiers,1,,Grand Cirque Lenka / Programme de la Représentation,
da61e9df-cf8e-5323-9d8c-d5e14403e3e5,tg:lhdc:2416_#1,e22_OtherIdentifiers,1,R 134 / 1813,,
da61e9df-cf8e-5323-9d8c-d5e14403e3e5,tg:lhdc:2416_#1,e22_OtherIdentifiers,1,,De napocalypse van Luciaan Aendenleie,
9bec9ac0-26f4-5782-8b0f-97caf8ece480,tg:lhdc:3885_#1,e22_OtherIdentifiers,1,R 134 / 3266,,
9bec9ac0-26f4-5782-8b0f-97caf8ece480,tg:lhdc:3885_#1,e22_OtherIdentifiers,1,,Opgepast voor P. en B,
22de4246-b29e-5dad-ab10-e87358abe58c,tg:lhdc:3064_#1,e22_OtherIdentifiers,1,R 134 / 2453,,
22de4246-b29e-5dad-ab10-e87358abe58c,tg:lhdc:3064_#1,e22_OtherIdentifiers,1,,Nuttige en schadelijke dieren in onze streken,
0b12b3d4-145a-5b84-a480-df8e6161443d,tg:lhdc:4022_#1,e22_OtherIdentifiers,1,R 134 / 3400,,
0b12b3d4-145a-5b84-a480-df8e6161443d,tg:lhdc:4022_#1,e22_OtherIdentifiers,1,,Intiem oordeel,
dfbed4d0-013c-5e91-8b55-7928febb01a9,tg:lhdc:1604_#1,e22_OtherIdentifiers,1,R 134 / 1039,,
dfbed4d0-013c-5e91-8b55-7928febb01a9,tg:lhdc:1604_#1,e22_OtherIdentifiers,1,,De vreemde vrouw en de man onder het bed,
7a9f4301-6514-52ac-b9be-1885ab2a1113,tg:lhdc:3895_#1,e22_OtherIdentifiers,1,R 134 / 3276,,
7a9f4301-6514-52ac-b9be-1885ab2a1113,tg:lhdc:3895_#1,e22_OtherIdentifiers,1,,Jante kribbelbeen in de woestijn,
b5b7c15c-5896-56c5-9771-ebf408a5a31d,tg:lhdc:2406_#1,e22_OtherIdentifiers,1,R 134 / 1803,,
b5b7c15c-5896-56c5-9771-ebf408a5a31d,tg:lhdc:2406_#1,e22_OtherIdentifiers,1,,Een dame speelt toneel,
65c164d9-7d36-5c2b-8022-ae2180ea5771,tg:lhdc:4032_#1,e22_OtherIdentifiers,1,R 134 / 3410,,
65c164d9-7d36-5c2b-8022-ae2180ea5771,tg:lhdc:4032_#1,e22_OtherIdentifiers,1,,Poetsoek,
009f843e-0bfa-5320-8d26-792f2965afb3,tg:lhdc:1614_#1,e22_OtherIdentifiers,1,R 134 / 1048,,
009f843e-0bfa-5320-8d26-792f2965afb3,tg:lhdc:1614_#1,e22_OtherIdentifiers,1,,Antarctica,
a92b5025-e6dc-5f3d-a28d-75ebc03bc66b,tg:lhdc:3074_#1,e22_OtherIdentifiers,1,R 134 / 2463,,
a92b5025-e6dc-5f3d-a28d-75ebc03bc66b,tg:lhdc:3074_#1,e22_OtherIdentifiers,1,,Van de visser kamakajaku,
08396223-ae16-5cc7-a1f6-8d37b9dc7174,tg:lhdc:853_#1,e22_OtherIdentifiers,1,R 134 / 367,,
08396223-ae16-5cc7-a1f6-8d37b9dc7174,tg:lhdc:853_#1,e22_OtherIdentifiers,1,,"Mijnheer, mevrouw en de paying guest",
f966a455-c6c2-5061-aae2-cf9bb7e30f92,tg:lhdc:2770_#1,e22_OtherIdentifiers,1,R 134 / 2160,,
f966a455-c6c2-5061-aae2-cf9bb7e30f92,tg:lhdc:2770_#1,e22_OtherIdentifiers,1,,Dat moet je beslist weten,
6311756f-7dd9-5d6d-939d-e7197c752404,tg:lhdc:1562_#1,e22_OtherIdentifiers,1,R 134 / 999,,
6311756f-7dd9-5d6d-939d-e7197c752404,tg:lhdc:1562_#1,e22_OtherIdentifiers,1,,Na het begin,
3aca94e4-7698-521e-9e9a-b1e6711715fc,tg:lhdc:4344_#1,e22_OtherIdentifiers,1,R 134 / 3721,,
3aca94e4-7698-521e-9e9a-b1e6711715fc,tg:lhdc:4344_#1,e22_OtherIdentifiers,1,,Reporter van Bethlehem,
63473322-176f-584e-a4f5-1ead6d06aa8a,tg:lhdc:2608_#1,e22_OtherIdentifiers,1,R 134 / 2005,,
63473322-176f-584e-a4f5-1ead6d06aa8a,tg:lhdc:2608_#1,e22_OtherIdentifiers,1,,Instantie,
507132fb-b130-52d9-8034-1a4f735d6997,tg:lhdc:3302_#1,e22_OtherIdentifiers,1,R 134 / 2688,,
507132fb-b130-52d9-8034-1a4f735d6997,tg:lhdc:3302_#1,e22_OtherIdentifiers,1,,Kruidje roer me niet,
ba93b9a4-562a-581e-b378-7866a1f972b5,tg:lhdc:2760_#1,e22_OtherIdentifiers,1,R 134 / 2150,,
ba93b9a4-562a-581e-b378-7866a1f972b5,tg:lhdc:2760_#1,e22_OtherIdentifiers,1,,Kleine duimpje waar be je toch?,
efd2a3ac-1edf-5844-8238-6ee31700cb30,tg:lhdc:843_#1,e22_OtherIdentifiers,1,R 134 / 360,,
efd2a3ac-1edf-5844-8238-6ee31700cb30,tg:lhdc:843_#1,e22_OtherIdentifiers,1,,De zwarte draak,
fdf5b3e0-3aa2-5daf-841d-2ba30b6c3c13,tg:lhdc:2618_#1,e22_OtherIdentifiers,1,R 134 / 2015,,
fdf5b3e0-3aa2-5daf-841d-2ba30b6c3c13,tg:lhdc:2618_#1,e22_OtherIdentifiers,1,,Short stories,
7d03f80c-6937-5af0-87b9-48b80ceef074,tg:lhdc:3312_#1,e22_OtherIdentifiers,1,R 134 / 2698,,
7d03f80c-6937-5af0-87b9-48b80ceef074,tg:lhdc:3312_#1,e22_OtherIdentifiers,1,,De berkensproke,
667acd75-c2ce-5023-87f8-1a4c2f3ad66f,tg:lhdc:1572_#1,e22_OtherIdentifiers,1,R 134 / 1009,,
667acd75-c2ce-5023-87f8-1a4c2f3ad66f,tg:lhdc:1572_#1,e22_OtherIdentifiers,1,,Twee levende en een dode,
3ce61c62-92dd-5d1e-8e63-f85e686bd135,tg:lhdc:4354_#1,e22_OtherIdentifiers,1,R 134 / 3731,,
3ce61c62-92dd-5d1e-8e63-f85e686bd135,tg:lhdc:4354_#1,e22_OtherIdentifiers,1,,Kaleidoskoop spiegeleieren van Anton Van Wilderode,
f3e77fcf-15f8-5565-9806-5bbe23e96cd5,tg:lhdc:4469_#1,e22_OtherIdentifiers,1,R 134 / 3846,,
f3e77fcf-15f8-5565-9806-5bbe23e96cd5,tg:lhdc:4469_#1,e22_OtherIdentifiers,1,,Ten huize van Victor Leemans,
e17a4314-52a4-53a4-8fd3-6932ca5033a9,tg:lhdc:2125_#1,e22_OtherIdentifiers,1,R 134 / 1541,,
e17a4314-52a4-53a4-8fd3-6932ca5033a9,tg:lhdc:2125_#1,e22_OtherIdentifiers,1,,De vijfde om te bridgen,
4a4352a8-47de-50b0-b34b-ae8d0e24e838,tg:lhdc:1337_#1,e22_OtherIdentifiers,1,R 134 / 790,,
4a4352a8-47de-50b0-b34b-ae8d0e24e838,tg:lhdc:1337_#1,e22_OtherIdentifiers,1,,"""Spinning jenny"" I called you to live",
32bb28ab-6299-5176-950b-239303efba6d,tg:lhdc:4511_#1,e22_OtherIdentifiers,1,R 134 / 3889,,
32bb28ab-6299-5176-950b-239303efba6d,tg:lhdc:4511_#1,e22_OtherIdentifiers,1,,De collega's (Deel 5; Reeks II),
fb3c4799-99ec-5410-8b31-546859f46822,tg:lhdc:3557_#1,e22_OtherIdentifiers,1,R 134 / 2939,,
fb3c4799-99ec-5410-8b31-546859f46822,tg:lhdc:3557_#1,e22_OtherIdentifiers,1,,De schatten van de vissenkoning,
4cfdb5fa-4505-50b5-ac89-e7468a91c9af,tg:lhdc:2135_#1,e22_OtherIdentifiers,1,R 134 / 1551,,
4cfdb5fa-4505-50b5-ac89-e7468a91c9af,tg:lhdc:2135_#1,e22_OtherIdentifiers,1,,Bezoek uit Londen,
e4a2d098-c3d7-5a8b-9c9f-ef5073846295,tg:lhdc:4479_#1,e22_OtherIdentifiers,1,R 134 / 3857,,
e4a2d098-c3d7-5a8b-9c9f-ef5073846295,tg:lhdc:4479_#1,e22_OtherIdentifiers,1,,Het pleintje (Derde reeks: Aflevering 22),
e5c99bc1-1577-53a9-82b7-e662fbd95a3d,tg:lhdc:3547_#1,e22_OtherIdentifiers,1,R 134 / 2929,,
e5c99bc1-1577-53a9-82b7-e662fbd95a3d,tg:lhdc:3547_#1,e22_OtherIdentifiers,1,,Keesje en de blikken krokodil,
222a529b-7b25-5ed0-ab29-af07477228e0,tg:lhdc:1327_#1,e22_OtherIdentifiers,1,R 134 / 780,,
222a529b-7b25-5ed0-ab29-af07477228e0,tg:lhdc:1327_#1,e22_OtherIdentifiers,1,,Het plan van professor Stumperius,
88564b55-fb17-5b8d-bd89-b4006213c5e4,tg:lhdc:4501_#1,e22_OtherIdentifiers,1,R 134 / 3879,,
88564b55-fb17-5b8d-bd89-b4006213c5e4,tg:lhdc:4501_#1,e22_OtherIdentifiers,1,,De collega's II ( 9de aflevering),
846e3d91-5a71-5a63-a5bd-424ff6a3b87a,tg:lhdc:4285_#1,e22_OtherIdentifiers,1,R 134 / 3663,,
846e3d91-5a71-5a63-a5bd-424ff6a3b87a,tg:lhdc:4285_#1,e22_OtherIdentifiers,1,,De koriste,
11d23c19-9e1f-5ed0-be7a-dcf9b0118510,tg:lhdc:173_#1,e22_OtherIdentifiers,1,,Het Dwaallicht,
9e313004-c78e-55ec-9ea7-62fe25f47a91,tg:lhdc:992_#1,e22_OtherIdentifiers,1,R 134 / 471,,
9e313004-c78e-55ec-9ea7-62fe25f47a91,tg:lhdc:992_#1,e22_OtherIdentifiers,1,,De geleerde vrouwen,
542f9683-41b9-597c-9e0d-b17a9d4b8788,tg:lhdc:4295_#1,e22_OtherIdentifiers,1,R 134 / 3672,,
542f9683-41b9-597c-9e0d-b17a9d4b8788,tg:lhdc:4295_#1,e22_OtherIdentifiers,1,,Karel ende elegast,
7679afd7-90fd-59ca-b5e3-9be4831af6f3,tg:lhdc:3496_#1,e22_OtherIdentifiers,1,R 134 / 2879,,
7679afd7-90fd-59ca-b5e3-9be4831af6f3,tg:lhdc:3496_#1,e22_OtherIdentifiers,1,,Leugenverhaal,
71680b08-71c9-53d0-89cf-5da07a9de24d,tg:lhdc:2805_#1,e22_OtherIdentifiers,1,R 134 / 2195,,
71680b08-71c9-53d0-89cf-5da07a9de24d,tg:lhdc:2805_#1,e22_OtherIdentifiers,1,,Wat onze omroeper thuis vertelde,
5e041c5f-eda5-5c28-a55f-efc85178a959,tg:lhdc:736_#1,e22_OtherIdentifiers,1,R 134 / 266,,
