card,order,dataset,adm.acquiredVia,adm.id_mat,mpm_place_holder,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,Volgnummer,Source Note Type,Source Note Language
e22_Items,1,lhbr,tr:lh:3140,tg:lhbr:109147_#1,64044/29,isad:lh:46303,O 276 / B,8f81c768-8aea-589c-a8fc-ffef031a188f,8f81c768-8aea-589c-a8fc-ffef031a188f,tg:lhbr:109147_#1,,,
e22_Items,1,lhbr,tr:lh:3032,tg:lhbr:265252_#1,,isad:lh:151822,B 708 / 1539-60,856c3593-70e0-58d8-bca0-7fa5b6aea632,856c3593-70e0-58d8-bca0-7fa5b6aea632,tg:lhbr:265252_#1,,,
e22_Items,1,lhbr,tr:lh:7843,tg:lhbr:277633_#1,202504/60a-b,isad:lh:158322,,3d11fa8d-aa0c-545f-b9a5-251d5fa87499,3d11fa8d-aa0c-545f-b9a5-251d5fa87499,tg:lhbr:277633_#1,D 325 / 475,,
e22_Items,1,lhbr,tr:lh:7356,tg:lhbr:172882_#1,195608/35,isad:lh:70073,D 3405 / B2,9510d094-45a6-5770-81c2-7eeb98431581,9510d094-45a6-5770-81c2-7eeb98431581,tg:lhbr:172882_#1,,,
e22_Items,1,lhbr,tr:lh:6895,tg:lhbr:171271_#1,170766/24,isad:lh:69414,L 645 / B2,738f81df-d432-5cb2-8f9e-f6c3520ff19e,738f81df-d432-5cb2-8f9e-f6c3520ff19e,tg:lhbr:171271_#1,,,
e22_Items,1,lhbr,tr:lh:4650,tg:lhbr:224939_#1,88642/13,isad:lh:81213,H 546 / B2,c754b139-cd9f-578d-9e0c-4f4240941b7c,c754b139-cd9f-578d-9e0c-4f4240941b7c,tg:lhbr:224939_#1,,,
e22_Items,1,lhbr,,tg:lhbr:163610_#1,,isad:lh:66738,Y 455 / B,a9d32d81-8fa2-579b-8148-938430bb3d8d,a9d32d81-8fa2-579b-8148-938430bb3d8d,tg:lhbr:163610_#1,,,
e22_Items,1,lhbr,tr:lh:973,tg:lhbr:22560_#1,18194/3,,B 9761 / B,02e10c40-a689-5045-b29f-46e3f76c31ec,02e10c40-a689-5045-b29f-46e3f76c31ec,tg:lhbr:22560_#1,,,
e22_Items,1,lhbr,tr:lh:7314,tg:lhbr:30101_#1,,isad:lh:14626,FVCA / B (1933-1940),d7cf7047-fcea-5bbc-a504-1e37a83e3795,d7cf7047-fcea-5bbc-a504-1e37a83e3795,tg:lhbr:30101_#1,,,
e22_Items,1,lhbr,tr:lh:4744,tg:lhbr:6176_#1,92516/37,isad:lh:4057,B 1333 / B,860dffa6-386b-5d42-8514-52810d3ee689,860dffa6-386b-5d42-8514-52810d3ee689,tg:lhbr:6176_#1,,,
e22_Items,1,lhbr,tr:lh:1405,tg:lhbr:72099_#1,24388/1,isad:lh:32550,H 541 / B,276a5d73-61f9-5872-8cf7-90cfb6a4709e,276a5d73-61f9-5872-8cf7-90cfb6a4709e,tg:lhbr:72099_#1,,,
e22_Items,1,lhbr,tr:lh:5895,tg:lhbr:48237_#1,126557/5,isad:lh:22103,D 882 / B,98ea689b-157f-5a99-adee-26b15248d088,98ea689b-157f-5a99-adee-26b15248d088,tg:lhbr:48237_#1,,,
e22_Items,1,lhbr,,tg:lhbr:145626_#1,150137/1,,F 162 / B,918733ee-e786-5e6d-8c93-9b44e2260cd6,918733ee-e786-5e6d-8c93-9b44e2260cd6,tg:lhbr:145626_#1,,,
e22_Items,1,lhbr,,tg:lhbr:229533_#1,,isad:lh:82622,S 59 / Archief Editions - Uitgevers,cf28b44d-2ea4-585e-bf65-50a83b661cdd,cf28b44d-2ea4-585e-bf65-50a83b661cdd,tg:lhbr:229533_#1,,,
e22_Items,1,lhbr,tr:lh:4796,tg:lhbr:157247_#1,95537/2,isad:lh:735,H 722 / B (1944-48),d24c6a07-90a2-51f3-8edf-bad9306cf41f,d24c6a07-90a2-51f3-8edf-bad9306cf41f,tg:lhbr:157247_#1,,,
e22_Items,1,lhbr,tr:lh:126473,tg:lhbr:243264_#1,,isad:lh:130165,,dfb40d36-9a0f-590e-9053-34ff4a2ebf75,dfb40d36-9a0f-590e-9053-34ff4a2ebf75,tg:lhbr:243264_#1,D 9653 / 11 (49),,
e22_Items,1,lhbr,,tg:lhbr:193581_#1,163838/10,isad:lh:74390,G 395 / B2,83774a33-ff0c-55cb-8607-ae4f8a949717,83774a33-ff0c-55cb-8607-ae4f8a949717,tg:lhbr:193581_#1,,,
e22_Items,1,lhbr,tr:lh:4460,tg:lhbr:240897_#1,86342/421,isad:lh:22765,E 147 / B,96aab723-0f83-5465-8577-0fd3c4df68df,96aab723-0f83-5465-8577-0fd3c4df68df,tg:lhbr:240897_#1,,,
e22_Items,1,lhbr,tr:lh:4529,tg:lhbr:90769_#1,87196/2,isad:lh:38806,L 4323 / B,6bf1b4ef-0570-5b75-b213-b355e447fce1,6bf1b4ef-0570-5b75-b213-b355e447fce1,tg:lhbr:90769_#1,,,
e22_Items,1,lhbr,tr:lh:2317,tg:lhbr:16137_#1,45501/64,isad:lh:8738,R 134 / B,14e68516-79e7-5058-8148-ca8d4ef9d69d,14e68516-79e7-5058-8148-ca8d4ef9d69d,tg:lhbr:16137_#1,,,
e22_Items,1,lhbr,tr:lh:1739,tg:lhbr:82308_#1,31024/49,isad:lh:35913,K 344 / B,737de102-c5cb-5800-aa1f-2fe09d490a09,737de102-c5cb-5800-aa1f-2fe09d490a09,tg:lhbr:82308_#1,,,
e22_Items,1,lhbr,tr:lh:9770,tg:lhbr:258923_#1,,isad:lh:148168,,4053f323-7be5-511b-a0d7-018163a88bcc,4053f323-7be5-511b-a0d7-018163a88bcc,tg:lhbr:258923_#1,J 416 / 69,,
e22_Items,1,lhbr,tr:lh:4175,tg:lhbr:199054_#1,80714/76,isad:lh:75042,B 417 / B2,36211fc1-d109-55d3-8161-76e3c902d1bb,36211fc1-d109-55d3-8161-76e3c902d1bb,tg:lhbr:199054_#1,,,
e22_Items,1,lhbr,tr:lh:7870,tg:lhbr:219248_#1,210674/1,isad:lh:79504,S 59 / Archief B,5f3f5d79-e752-5d27-9daf-29a3eb8adb51,5f3f5d79-e752-5d27-9daf-29a3eb8adb51,tg:lhbr:219248_#1,,,
e22_Items,1,lhbr,,tg:lhbr:231487_#1,,isad:lh:83188,HH 82 / B (Michaut),c2f0bfcf-09ce-5be9-9913-086e29a5a7e4,c2f0bfcf-09ce-5be9-9913-086e29a5a7e4,tg:lhbr:231487_#1,,,
e22_Items,1,lhbr,tr:lh:4786,tg:lhbr:75946_#1,94790/a-b,isad:lh:34124,H 961 / B,58b4c7b9-6f20-53ab-806e-775ab3e6f164,58b4c7b9-6f20-53ab-806e-775ab3e6f164,tg:lhbr:75946_#1,,,
e22_Items,1,lhbr,tr:lh:4124,tg:lhbr:10503_#1,79953/94,isad:lh:293,V 672 / B2 (1930),4dca225a-6fc0-5df4-98e4-500abc88be3f,4dca225a-6fc0-5df4-98e4-500abc88be3f,tg:lhbr:10503_#1,,,
e22_Items,1,lhbr,tr:lh:6290,tg:lhbr:68635_#1,146090/2,,H 2205 / B,2060e5e1-ca89-5bca-adc8-04a92d2bd673,2060e5e1-ca89-5bca-adc8-04a92d2bd673,tg:lhbr:68635_#1,,,
e22_Items,1,lhbr,tr:lh:3736,tg:lhbr:129545_#1,72121/35a-b,isad:lh:2324,T 3493 / B2 (Oprichting),c8962dd5-2a43-5af0-ae08-9eaffac8f9a4,c8962dd5-2a43-5af0-ae08-9eaffac8f9a4,tg:lhbr:129545_#1,,,
e22_Items,1,lhbr,tr:lh:126473,tg:lhbr:245650_#1,,isad:lh:130189,,d549e564-908d-5f17-b6e4-b0963b9fdc8a,d549e564-908d-5f17-b6e4-b0963b9fdc8a,tg:lhbr:245650_#1,D 9653 / 21 (336a),,
e22_Items,1,lhbr,tr:lh:4743,tg:lhbr:102979_#1,91481/3,isad:lh:43617,M 8235 / B,94c0318b-0764-5f82-a33c-e6bd52808bb7,94c0318b-0764-5f82-a33c-e6bd52808bb7,tg:lhbr:102979_#1,,,
e22_Items,1,lhbr,tr:lh:9770,tg:lhbr:257231_#1,,isad:lh:147015,,152dce67-1154-54e7-bde2-8fa36652007c,152dce67-1154-54e7-bde2-8fa36652007c,tg:lhbr:257231_#1,J 416 / 64,,
e22_Items,1,lhbr,tr:lh:4282,tg:lhbr:151673_#1,82981/167,isad:lh:62568,V 4655 / B,899843e2-1c08-5f79-b6f1-a260ccc39eac,899843e2-1c08-5f79-b6f1-a260ccc39eac,tg:lhbr:151673_#1,,,
e22_Items,1,lhbr,tr:lh:6879,tg:lhbr:143212_#1,170122/250,isad:lh:59523,W 70898 / B2,608c20fa-c014-59de-a976-bc5711b07e61,608c20fa-c014-59de-a976-bc5711b07e61,tg:lhbr:143212_#1,,,
e22_Items,1,lhbr,,tg:lhbr:281196_#1,,isad:lh:161323,B 413 / B2,ab572bbb-f9c0-5ca4-9cca-a1ccb568b95d,ab572bbb-f9c0-5ca4-9cca-a1ccb568b95d,tg:lhbr:281196_#1,,,
e22_Items,1,lhbr,,tg:lhbr:61913_#1,,isad:lh:27711,G 563 / B,0994d9a1-8252-5715-b5fc-f61094ceb1af,0994d9a1-8252-5715-b5fc-f61094ceb1af,tg:lhbr:61913_#1,,,
e22_Items,1,lhbr,tr:lh:4796,tg:lhbr:70781_#1,95561/59,isad:lh:1422,H 722 / B (1964-66),a03e5936-e81f-52b5-950c-5ea86d98d942,a03e5936-e81f-52b5-950c-5ea86d98d942,tg:lhbr:70781_#1,,,
e22_Items,1,lhbr,tr:lh:5248,tg:lhbr:32619_#1,103354/75,isad:lh:979,F 2771 / B (1965),906e77f8-ad66-5722-b03d-a1a40a3c3322,906e77f8-ad66-5722-b03d-a1a40a3c3322,tg:lhbr:32619_#1,,,
e22_Items,1,lhbr,tr:lh:2109,tg:lhbr:20278_#1,39959/2,isad:lh:10395,B 8923 / B,72b1e836-78ad-5d8a-b92e-10d1cb29b7c0,72b1e836-78ad-5d8a-b92e-10d1cb29b7c0,tg:lhbr:20278_#1,,,
e22_Items,1,lhbr,tr:lh:4758,tg:lhbr:161108_#1,94236/7,isad:lh:65994,W 687 / B,b8039733-69a6-5747-a796-fafa086c6588,b8039733-69a6-5747-a796-fafa086c6588,tg:lhbr:161108_#1,,,
e22_Items,1,lhbr,tr:lh:3705,tg:lhbr:158955_#1,71608/4,isad:lh:65237,W 3545 / B,617ee2bf-999f-58e7-aced-a997bd646dda,617ee2bf-999f-58e7-aced-a997bd646dda,tg:lhbr:158955_#1,,,
e22_Items,1,lhbr,,tg:lhbr:299022_#1,,isad:lh:183222,,e4607d3c-0362-5498-9087-22c52b134523,e4607d3c-0362-5498-9087-22c52b134523,tg:lhbr:299022_#1,B 585 / 98,,
e22_Items,1,lhbr,tr:lh:6902,tg:lhbr:173569_#1,170899/50,isad:lh:70219,V 15507 / B2,81896c07-a663-5758-9d5d-8202871b7711,81896c07-a663-5758-9d5d-8202871b7711,tg:lhbr:173569_#1,,,
e22_Items,1,lhbr,tr:lh:5778,tg:lhbr:123090_#1,119433/2,isad:lh:52197,R 5845 / B,2b4ade67-37ad-527e-af81-3c4af47d12ff,2b4ade67-37ad-527e-af81-3c4af47d12ff,tg:lhbr:123090_#1,,,
e22_Items,1,lhbr,,tg:lhbr:80410_#1,,isad:lh:35217,J 422 / B,3f86201c-49f9-5db5-82e3-0ff2ab80cccc,3f86201c-49f9-5db5-82e3-0ff2ab80cccc,tg:lhbr:80410_#1,,,
e22_Items,1,lhbr,tr:lh:6056,tg:lhbr:92071_#1,136250,isad:lh:39328,L 631 / B,dbfda786-7cb2-5673-8ef9-b6a4b68639e1,dbfda786-7cb2-5673-8ef9-b6a4b68639e1,tg:lhbr:92071_#1,,,
e22_Items,1,lhbr,tr:lh:4421,tg:lhbr:47925_#1,84839/89,isad:lh:21987,D 8619 / B,c6ecc475-5289-5cfa-819e-bbf992faf632,c6ecc475-5289-5cfa-819e-bbf992faf632,tg:lhbr:47925_#1,,,
e22_Items,1,lhbr,,tg:lhbr:191299_#1,163816/41,isad:lh:74169,G 395 / B2,bc8f28a8-d3af-588f-9e8a-1e8def7f5f09,bc8f28a8-d3af-588f-9e8a-1e8def7f5f09,tg:lhbr:191299_#1,,,
e22_Items,1,lhbr,tr:lh:6465,tg:lhbr:211085_#1,158594/89,isad:lh:76270,S 7904 / B2 (1968-1969),45a14125-cf77-55a4-af59-2197067cbab0,45a14125-cf77-55a4-af59-2197067cbab0,tg:lhbr:211085_#1,,,
e22_Items,1,lhbr,tr:lh:128691,tg:lhbr:286849_#1,,isad:lh:129974,H 6968 / 476,a6335ef4-c35a-50e8-b70f-8eb4ea054278,a6335ef4-c35a-50e8-b70f-8eb4ea054278,tg:lhbr:286849_#1,,,
e22_Items,1,lhbr,tr:lh:2660,tg:lhbr:36535_#1,52714/119,isad:lh:17270,C 3622 / B,d0055cef-cf9d-521a-921d-983aa70c4597,d0055cef-cf9d-521a-921d-983aa70c4597,tg:lhbr:36535_#1,,,
e22_Items,1,lhbr,tr:lh:582,tg:lhbr:24154_#1,11364/5,isad:lh:11985,C 138 / B,46de5965-66f4-5943-ab75-9e99250e2cd3,46de5965-66f4-5943-ab75-9e99250e2cd3,tg:lhbr:24154_#1,,,
e22_Items,1,lhbr,tr:lh:4400,tg:lhbr:165224_#1,84690/125,isad:lh:2543,N 261 / B,4452eb0c-587b-58fc-a4fc-a79c39f57a53,4452eb0c-587b-58fc-a4fc-a79c39f57a53,tg:lhbr:165224_#1,,,
e22_Items,1,lhbr,tr:lh:6413,tg:lhbr:209131_#1,151828/7b,isad:lh:76928,W 256 / B2 ((periode L. Simons 1969-1984) 19),5019068d-4280-5ad2-a6f8-14685bbcca27,5019068d-4280-5ad2-a6f8-14685bbcca27,tg:lhbr:209131_#1,,,
e22_Items,1,lhbr,tr:lh:7439,tg:lhbr:177645_#1,196661/5,isad:lh:134563,S 7484 / B1 (Dossier Roger Van de Velde ),0ad04a97-7d0a-5bd4-9fad-de637cf60680,0ad04a97-7d0a-5bd4-9fad-de637cf60680,tg:lhbr:177645_#1,,,
e22_Items,1,lhbr,tr:lh:110330,tg:lhbr:271207_#1,,isad:lh:114314,,0d1f7faa-8f0d-5602-b067-fa290f507a3b,0d1f7faa-8f0d-5602-b067-fa290f507a3b,tg:lhbr:271207_#1,R 8963 / 558,,
e22_Items,1,lhbr,tr:lh:9943,tg:lhbr:263666_#1,,isad:lh:122522,,40b693c8-dd7f-54d2-bfb8-f9a4cde9dc44,40b693c8-dd7f-54d2-bfb8-f9a4cde9dc44,tg:lhbr:263666_#1,G 21795 / 509,,
e22_Items,1,lhbr,tr:lh:4326,tg:lhbr:252417_#1,68176 / 1078,isad:lh:144047,A 493 / B2,65277c09-7512-5f25-9bba-ece53defb9be,65277c09-7512-5f25-9bba-ece53defb9be,tg:lhbr:252417_#1,,,
e22_Items,1,lhbr,tr:lh:110379,tg:lhbr:240076_#1,,isad:lh:115931,,b0df2751-878e-5334-ac87-2f57d59b48e8,b0df2751-878e-5334-ac87-2f57d59b48e8,tg:lhbr:240076_#1,C 34 / Jacob 1,,
e22_Items,1,lhbr,tr:lh:7478,tg:lhbr:181901_#1,197243/10a-c,isad:lh:72264,M 224 / B,a7fdb223-af4f-59ff-a634-a1fda1aa6acb,a7fdb223-af4f-59ff-a634-a1fda1aa6acb,tg:lhbr:181901_#1,,,
e22_Items,1,lhbr,,tg:lhbr:190793_#1,163811/34a-b,isad:lh:74127,G 395 / B2,bba4064e-d6eb-5dfe-a3d9-37c0a3245320,bba4064e-d6eb-5dfe-a3d9-37c0a3245320,tg:lhbr:190793_#1,,,
e22_Items,1,lhbr,tr:lh:2500,tg:lhbr:146434_#1,49183/90,isad:lh:486,B 6455 / B2 (Brievenboek),940ca83d-1ce2-59d3-8df6-f29e2c7c3b80,940ca83d-1ce2-59d3-8df6-f29e2c7c3b80,tg:lhbr:146434_#1,,,
e22_Items,1,lhbr,tr:lh:4421,tg:lhbr:154055_#1,84839/286,isad:lh:63440,V 6094 / B,59ad3cdf-eb94-5389-b8e6-fd21190a519d,59ad3cdf-eb94-5389-b8e6-fd21190a519d,tg:lhbr:154055_#1,,,
e22_Items,1,lhbr,tr:lh:9981,tg:lhbr:238340_#1,219582/61,isad:lh:85487,F 4055 / B1,cad9fa81-33bd-50c9-bfa5-7751757e9766,cad9fa81-33bd-50c9-bfa5-7751757e9766,tg:lhbr:238340_#1,,,
e22_Items,1,lhbr,,tg:lhbr:295922_#1,,isad:lh:124819,,f053444b-ed70-505b-8e6e-a013cfb1de98,f053444b-ed70-505b-8e6e-a013cfb1de98,tg:lhbr:295922_#1,C 33941 / 66,,
e22_Items,1,lhbr,tr:lh:3055,tg:lhbr:15325_#1,61009/36-37,isad:lh:8341,B 708 / B,ec20d945-29a5-51f7-8a4f-f2f706d03ee4,ec20d945-29a5-51f7-8a4f-f2f706d03ee4,tg:lhbr:15325_#1,,,
e22_Items,1,lhbr,tr:lh:7870,tg:lhbr:223807_#1,211404/1,isad:lh:80814,S 59 / Archief M,e6e2d780-da30-5623-88a9-910b7db12384,e6e2d780-da30-5623-88a9-910b7db12384,tg:lhbr:223807_#1,,,
e22_Items,1,lhbr,tr:lh:9356,tg:lhbr:232695_#1,217746/35,isad:lh:83573,C 2752 / B1 (tijdschrift Nul),30f3aa93-c6ed-5475-87f5-38c383d1e3ce,30f3aa93-c6ed-5475-87f5-38c383d1e3ce,tg:lhbr:232695_#1,,,
e22_Items,1,lhbr,tr:lh:3772,tg:lhbr:188627_#1,72465/175,isad:lh:73830,T 48399 / B (1954),745a211e-873e-5b8c-a1cd-d5c17be9a716,745a211e-873e-5b8c-a1cd-d5c17be9a716,tg:lhbr:188627_#1,,,
e22_Items,1,lhbr,,tg:lhbr:137824_#1,,,S 9685 / B,42d12238-a9f0-5417-bad0-b9971335c18d,42d12238-a9f0-5417-bad0-b9971335c18d,tg:lhbr:137824_#1,,,
e22_Items,1,lhbr,tr:lh:5552,tg:lhbr:598_#1,110092/130,isad:lh:611,K 162 / B,ac6bc70f-a1a1-57b6-9f94-1a986b6c302d,ac6bc70f-a1a1-57b6-9f94-1a986b6c302d,tg:lhbr:598_#1,,,
e22_Items,1,lhbr,tr:lh:5069,tg:lhbr:1048_#1,100383/1,isad:lh:1025,A 242 / B,433a3608-858c-5fef-87c8-d297671fafbd,433a3608-858c-5fef-87c8-d297671fafbd,tg:lhbr:1048_#1,,,
e22_Items,1,lhbr,tr:lh:5898,tg:lhbr:111812_#1,137689/3,isad:lh:47530,O 4854 / B,4ff49cf2-942d-5b66-b958-63facbb192c7,4ff49cf2-942d-5b66-b958-63facbb192c7,tg:lhbr:111812_#1,,,
e22_Items,1,lhbr,tr:lh:5904,tg:lhbr:142718_#1,127314/2,isad:lh:59321,T 3465 / B,f353f026-c0f6-530e-af8e-a7aa281b0f7d,f353f026-c0f6-530e-af8e-a7aa281b0f7d,tg:lhbr:142718_#1,,,
e22_Items,1,lhbr,tr:lh:6411,tg:lhbr:205831_#1,151026/1a-b,isad:lh:75855,W 256 / B2 ((periode A. Westerlinck 1945-1968) 5),1c1f7d40-c074-5c2a-9002-8eba867635b5,1c1f7d40-c074-5c2a-9002-8eba867635b5,tg:lhbr:205831_#1,,,
e22_Items,1,lhbr,tr:lh:5454,tg:lhbr:150379_#1,107125/3,isad:lh:62322,V 454 / B,9ec91a17-9573-54ec-a50f-0a8da3110c06,9ec91a17-9573-54ec-a50f-0a8da3110c06,tg:lhbr:150379_#1,,,
e22_Items,1,lhbr,tr:lh:6533,tg:lhbr:11009_#1,160744/5,isad:lh:6474,B 5698 / B,3c85b52d-ba90-5ae5-88c8-060a5e3dcaf1,3c85b52d-ba90-5ae5-88c8-060a5e3dcaf1,tg:lhbr:11009_#1,,,
e22_Items,1,lhbr,tr:lh:4739,tg:lhbr:97657_#1,91046/21,isad:lh:41593,M 403 / B,996f04d9-8147-5284-a8a2-23f82ba5e519,996f04d9-8147-5284-a8a2-23f82ba5e519,tg:lhbr:97657_#1,,,
e22_Items,1,lhbr,tr:lh:7314,tg:lhbr:28854_#1,,isad:lh:14048,FVCA / B (1933-1940),a2a438cf-e903-5d6b-850a-7b9ee4278d1a,a2a438cf-e903-5d6b-850a-7b9ee4278d1a,tg:lhbr:28854_#1,,,
e22_Items,1,lhbr,,tg:lhbr:85236_#1,108323,,K 953 / B,35cf22aa-ea91-51b9-ab73-ff7e136b5749,35cf22aa-ea91-51b9-ab73-ff7e136b5749,tg:lhbr:85236_#1,,,
e22_Items,1,lhbr,tr:lh:2324,tg:lhbr:53191_#1,43872/11,,F 355 / B,9f285724-b26d-5154-9a6b-6b58029498e9,9f285724-b26d-5154-9a6b-6b58029498e9,tg:lhbr:53191_#1,,,
e22_Items,1,lhbr,tr:lh:6899,tg:lhbr:172063_#1,170872/16,isad:lh:69680,B 7649 / B2,d9f293e0-f9ba-57dc-9979-2f5c8b311402,d9f293e0-f9ba-57dc-9979-2f5c8b311402,tg:lhbr:172063_#1,,,
e22_Items,1,lhbr,tr:lh:140162,tg:lhbr:298528_#1,,isad:lh:173193,,073131aa-c478-5733-96f2-255856a4062f,073131aa-c478-5733-96f2-255856a4062f,tg:lhbr:298528_#1,L 179 /,,
e22_Items,1,lhbr,tr:lh:4786,tg:lhbr:160402_#1,94646/130,isad:lh:65768,W 973 / B,7de79710-cf49-5ab7-b766-d231097211d4,7de79710-cf49-5ab7-b766-d231097211d4,tg:lhbr:160402_#1,,,
e22_Items,1,lhbr,tr:lh:128783,tg:lhbr:266040_#1,,isad:lh:132810,,deaa57a2-fdab-5577-ab2c-1ee89a631817,deaa57a2-fdab-5577-ab2c-1ee89a631817,tg:lhbr:266040_#1,R 462 / 857,,
e22_Items,1,lhbr,tr:lh:1697,tg:lhbr:118734_#1,30556/7,isad:lh:50436,P 978 / B,7bee30b2-26a3-5c57-b8d1-7d6334892121,7bee30b2-26a3-5c57-b8d1-7d6334892121,tg:lhbr:118734_#1,,,
e22_Items,1,lhbr,tr:lh:7843,tg:lhbr:274421_#1,202504/60a-b,isad:lh:156773,,1a6d5de0-56b1-5ba1-95a4-e53b5cdfb6db,1a6d5de0-56b1-5ba1-95a4-e53b5cdfb6db,tg:lhbr:274421_#1,D 325 / 293,,
e22_Items,1,lhbr,tr:lh:3398,tg:lhbr:5364_#1,67162/22,isad:lh:3582,B 1333 / B,271106e0-8486-57ea-8759-585b401349e5,271106e0-8486-57ea-8759-585b401349e5,tg:lhbr:5364_#1,,,
e22_Items,1,lhbr,tr:lh:3789,tg:lhbr:6997_#1,72976/a-b,isad:lh:4524,B 1638 / B,adba1a8c-f7f1-5c4b-833f-edc02b391cfb,adba1a8c-f7f1-5c4b-833f-edc02b391cfb,tg:lhbr:6997_#1,,,
e22_Items,1,lhbr,tr:lh:5630,tg:lhbr:59444_#1,112913/924,isad:lh:26391,G 399 / B,59da7a5b-e183-5538-85ac-cb199dac9e9c,59da7a5b-e183-5538-85ac-cb199dac9e9c,tg:lhbr:59444_#1,,,
e22_Items,1,lhbr,tr:lh:5711,tg:lhbr:72878_#1,115584/1,isad:lh:32879,H 6159 / B,d245a8b2-daa3-52df-934b-7fd97650fa34,d245a8b2-daa3-52df-934b-7fd97650fa34,tg:lhbr:72878_#1,,,
e22_Items,1,lhbr,,tg:lhbr:33313_#1,87366/44c-d,,C 306 / B,3d6aa0bf-fdae-5314-84cc-c0c074976f7d,3d6aa0bf-fdae-5314-84cc-c0c074976f7d,tg:lhbr:33313_#1,,,
e22_Items,1,lhbr,tr:lh:5604,tg:lhbr:43390_#1,127969/2,isad:lh:20208,D 29695 / B,84d4e3f3-c503-5e88-877e-8518529f64cb,84d4e3f3-c503-5e88-877e-8518529f64cb,tg:lhbr:43390_#1,,,
e22_Items,1,lhbr,tr:lh:2826,tg:lhbr:40963_#1,56086/36,isad:lh:19227,T 37751 / B,68de6ac2-635a-5377-b16c-b5f8cad88542,68de6ac2-635a-5377-b16c-b5f8cad88542,tg:lhbr:40963_#1,,,
e22_Items,1,lhbr,tr:lh:4022,tg:lhbr:95037_#1,76789/108,isad:lh:40507,M 195 / B,f0d53463-3a38-5857-b870-b4e0f40f8ac0,f0d53463-3a38-5857-b870-b4e0f40f8ac0,tg:lhbr:95037_#1,,,
e22_Items,1,lhbr,tr:lh:4094,tg:lhbr:13669_#1,79441/161,isad:lh:7699,V 34597 / B,de5dc63e-adf8-5378-87d8-1c43853e52fc,de5dc63e-adf8-5378-87d8-1c43853e52fc,tg:lhbr:13669_#1,,,
e22_Items,1,lhbr,tr:lh:4671,tg:lhbr:87456_#1,89199/5,isad:lh:37548,L 219 / B,98233ff4-16d1-54fa-8307-8c44844b7da6,98233ff4-16d1-54fa-8307-8c44844b7da6,tg:lhbr:87456_#1,,,
e22_Items,1,lhbr,tr:lh:5403,tg:lhbr:140178_#1,105902/523,isad:lh:58296,S 9975 / B,3e687ed1-dfc0-51fd-8fcd-ada1f6955224,3e687ed1-dfc0-51fd-8fcd-ada1f6955224,tg:lhbr:140178_#1,,,
e22_Items,1,lhbr,tr:lh:5510,tg:lhbr:152519_#1,113853/4,isad:lh:62805,V 4835 / B,73514d2b-6e51-5d1d-b2c6-ac97583f7d94,73514d2b-6e51-5d1d-b2c6-ac97583f7d94,tg:lhbr:152519_#1,,,
e22_Items,1,lhbr,tr:lh:7478,tg:lhbr:179925_#1,197225/69,isad:lh:71917,M 224 / B,a51347dd-6225-513d-b549-03728a442065,a51347dd-6225-513d-b549-03728a442065,tg:lhbr:179925_#1,,,
e22_Items,1,lhbr,tr:lh:4736,tg:lhbr:110481_#1,90562/11,isad:lh:46915,O 345 / B,6a57fd6c-0095-5585-85a8-246de4c5b70c,6a57fd6c-0095-5585-85a8-246de4c5b70c,tg:lhbr:110481_#1,,,
e22_Items,1,lhbr,tr:lh:683,tg:lhbr:23112_#1,13394/677a-b,isad:lh:11666,B 995 / B,6a4e2310-0e0d-52c3-9126-1464ea8a1948,6a4e2310-0e0d-52c3-9126-1464ea8a1948,tg:lhbr:23112_#1,,,
e22_Items,1,lhbr,tr:lh:4529,tg:lhbr:31573_#1,87199/65,isad:lh:15291,C 2632 / B,6ef5551e-fcfe-5229-818d-8f510987faf8,6ef5551e-fcfe-5229-818d-8f510987faf8,tg:lhbr:31573_#1,,,
e22_Items,1,lhbr,tr:lh:5400,tg:lhbr:7504_#1,105841/1a-b,isad:lh:4765,B 271 / B,00db39d4-ba78-5771-9e38-4c91aacb316c,00db39d4-ba78-5771-9e38-4c91aacb316c,tg:lhbr:7504_#1,,,
e22_Items,1,lhbr,tr:lh:4315,tg:lhbr:49645_#1,83422/12a-b,isad:lh:22660,E 143 / B,648114ee-7cc7-5b84-9a4b-6640ee2d598f,648114ee-7cc7-5b84-9a4b-6640ee2d598f,tg:lhbr:49645_#1,,,
e22_Items,1,lhbr,tr:lh:5565,tg:lhbr:123909_#1,117061/2a-b,isad:lh:52498,R 644 / B,a3523134-5c2a-5067-a78f-300d041c02b6,a3523134-5c2a-5067-a78f-300d041c02b6,tg:lhbr:123909_#1,,,
e22_Items,1,lhbr,tr:lh:9943,tg:lhbr:264620_#1,,isad:lh:123188,,43ba7326-44cf-5b64-b951-99c10a9aa85c,43ba7326-44cf-5b64-b951-99c10a9aa85c,tg:lhbr:264620_#1,G 21795 / 905,,
e22_Items,1,lhbr,tr:lh:4797,tg:lhbr:161891_#1,95600/105,isad:lh:6073,N 1725 / B (2),1c461a1a-f722-5fe7-a917-fae906378164,1c461a1a-f722-5fe7-a917-fae906378164,tg:lhbr:161891_#1,,,
