ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier,place_au_code,Creation Place Widget,Start Date,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,ISAAR Brocade ID,Original Entity Relation,Original Entity Widget,Original Entity Identifier,Material Records,Keeper,Object Number,Object Identifier,Record Type,Change History Identifier,Change History Date,Change History User,Change History Description,Change History Activity
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15354811,2021-12-02 14:29:03 +0000 UTC,egacoms,Markering als gecontroleerd,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15357658,2021-12-02 14:31:09 +0000 UTC,egacoms,Markering als gecontroleerd,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15398468,2021-12-15 15:14:27 +0000 UTC,egacoms,Markering als gecontroleerd,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15401261,2021-12-15 15:16:07 +0000 UTC,egacoms,Markering als gecontroleerd,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15404054,2021-12-15 15:18:34 +0000 UTC,egacoms,Markering als gecontroleerd,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15407356,2021-12-16 10:51:21 +0000 UTC,jrobert,Markering als gecontroleerd,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15470571,2022-01-07 10:35:11 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:16,https://data.museumplantinmoretus.be/ark:/11975/68a09ff2-b4bf-5cc1-979b-96655a7771a5,Foto's,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,PlacesSource,1,,,,,,au::13308,,,,,,,,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_CreationActors,1,d2a1e3ec-f60a-5b72-a987-a56132888428,au::4838,photographers,"dlod={""name"":""De Dag [Dagblad]"",""ark"":""ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428"",""uri"":""/agents/corporate_entities/15455"",""id"":""au::4838"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_CreationActors,7,42798d8a-4823-5ee0-95af-a23264d6dc00,au::13308,originators (administrative),"dlod={""name"":""Museum Plantin-Moretus"",""ark"":""ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00"",""uri"":""/agents/corporate_entities/24945"",""id"":""au::13308"",""nameWithContext"":[""MPM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,id/date.exposure/so,19390715,,,,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_CreationTimeSpans,,,,,,,,,1939-07-15,,,,,,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,2,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,,,,,,,,,subjects (content of works),"dlod={""name"":""Herman F. Bouchery"",""ark"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""uri"":""/agents/people/85762"",""id"":""au::2561"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,3,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,,,,,,,,,subjects (content of works),"dlod={""name"":""Adolf Molter"",""ark"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""uri"":""/agents/people/93744"",""id"":""au::13050"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,4,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,,,,,,,,,subjects (content of works),"dlod={""name"":""Jan Denucé"",""ark"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""uri"":""/agents/people/55242"",""id"":""au::5346"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,5,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,,,,,,,,,subjects (content of works),"dlod={""name"":""Emmanuel de Bom"",""ark"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""uri"":""/agents/people/75531"",""id"":""au::2268"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,,,,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Descriptions,,,,,,,,,,id.desc,,,,,"Academische zitting ter gelegenheid van de 25ste verjaring van Max Rooses' overlijden. Aan het woord: Herman F. Bouchery. Naast hem v.l.n.r.: Jan Denucé, schepen Adolf Molter en Emmanuel De Bom.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,,e73_LegacyInformation,0,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN00/ph/000000008,referentienummer,False,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,,e73_LegacyInformation,1,,,,,,,,,brocade.id,,,,,,,,tg:mpmph:16,brocade id,False,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,,e73_LegacyInformation,1,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:16/N,brocade url,False,,,,,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""441c824c-45cf-515d-a021-27e089d7928a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ac9fb3df-4ee2-4b21-a081-45bb81bb7c45"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_OriginalBrocade,6,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,,,,,,,,,,au::16015,keywords,"dlod={""name"":""Max Rooses"",""ark"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""uri"":""/agents/people/60147"",""id"":""au::16015"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-25 17:57:32 +0000 UTC,egacoms,,Creatie
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884112,2020-09-25 17:57:32 +0000 UTC,egacoms,Bewerken van de identificatie,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884113,2020-09-25 17:57:32 +0000 UTC,egacoms,Bewerken van de items,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884114,2020-09-25 17:57:32 +0000 UTC,egacoms,Bewerken van de kenmerken,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884118,2020-09-25 17:57:32 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891956,2020-10-01 17:49:20 +0000 UTC,egacoms,Bewerken van de identificatie,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891957,2020-10-01 17:49:20 +0000 UTC,egacoms,Bewerken van de items,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891958,2020-10-01 17:49:20 +0000 UTC,egacoms,Bewerken van de kenmerken,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13891962,2020-10-01 17:49:20 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14106661,2020-12-04 09:59:58 +0000 UTC,jtegenbo,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14437148,2021-04-16 05:01:46 +0000 UTC,usystem,Bewerken van de illustraties,dams
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14437157,2021-04-16 07:08:05 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14441095,2021-04-16 11:31:59 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14443888,2021-04-16 11:33:40 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14446681,2021-04-16 11:34:41 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14450293,2021-04-16 15:40:06 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14453086,2021-04-16 15:40:30 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15343276,2021-12-02 13:06:09 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15346155,2021-12-02 13:49:42 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15348959,2021-12-02 13:56:52 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15351752,2021-12-02 14:09:53 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15354815,2021-12-02 14:29:03 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15357662,2021-12-02 14:31:09 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15398472,2021-12-15 15:14:27 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15401265,2021-12-15 15:16:07 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15404058,2021-12-15 15:18:34 +0000 UTC,egacoms,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15407360,2021-12-16 10:51:21 +0000 UTC,jrobert,Markering als gecontroleerd,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15470575,2022-01-07 10:35:11 +0000 UTC,egacoms,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmph:11,https://data.museumplantinmoretus.be/ark:/11975/839033c8-e69d-5629-948b-144adfab957f,Foto's,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,PlacesSource,1,,,,,,au::13308,,,,,,,,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_CreationActors,1,83a38e7a-7fb6-505f-b735-35e89b0c47d7,au::7150,photographers,"dlod={""name"":""Gazet van Antwerpen"",""ark"":""ark:/83110/x0/83a38e7a-7fb6-505f-b735-35e89b0c47d7"",""uri"":""/agents/corporate_entities/24417"",""id"":""au::7150"",""nameWithContext"":[""GVA""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/83a38e7a-7fb6-505f-b735-35e89b0c47d7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_CreationActors,7,42798d8a-4823-5ee0-95af-a23264d6dc00,au::13308,originators (administrative),"dlod={""name"":""Museum Plantin-Moretus"",""ark"":""ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00"",""uri"":""/agents/corporate_entities/24945"",""id"":""au::13308"",""nameWithContext"":[""MPM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,id/date.exposure/so,19390715,,,,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_CreationTimeSpans,,,,,,,,,1939-07-15,,,,,,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,2,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,,,,,,,,,subjects (content of works),"dlod={""name"":""Jan Denucé"",""ark"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""uri"":""/agents/people/55242"",""id"":""au::5346"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,3,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,,,,,,,,,subjects (content of works),"dlod={""name"":""Adolf Molter"",""ark"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""uri"":""/agents/people/93744"",""id"":""au::13050"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,4,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,,,,,,,,,subjects (content of works),"dlod={""name"":""Emmanuel de Bom"",""ark"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""uri"":""/agents/people/75531"",""id"":""au::2268"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,5,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,,,,,,,,,subjects (content of works),"dlod={""name"":""Herman F. Bouchery"",""ark"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""uri"":""/agents/people/85762"",""id"":""au::2561"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c,,,,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Descriptions,,,,,,,,,,id.desc,,,,,"Academische zitting ter gelegenheid van de 25ste verjaring van Max Rooses' overlijden. Aan het woord: Jan Denucé. Naast hem v.l.n.r.: schepen Adolf Molter, Emmanuel De Bom en conservator Herman F. Bouchery.",descriptive note,Nederlands,,,,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,,e73_LegacyInformation,0,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN00/ph/000000003,referentienummer,False,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,,e73_LegacyInformation,1,,,,,,,,,brocade.id,,,,,,,,tg:mpmph:11,brocade id,False,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,,e73_LegacyInformation,1,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:11/N,brocade url,False,,,,,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8f71b843-ee7e-5121-bd20-f1741e59f3ed"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a8f5a2f-62be-4b04-ab32-7fe040021e0c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_OriginalBrocade,6,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,,,,,,,,,,au::16015,keywords,"dlod={""name"":""Max Rooses"",""ark"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""uri"":""/agents/people/60147"",""id"":""au::16015"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-09-25 12:32:22 +0000 UTC,egacoms,,Creatie
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883229,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de identificatie,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883230,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de items,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883231,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de kenmerken,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883235,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883247,2020-09-25 12:35:34 +0000 UTC,egacoms,Bewerken van de identificatie,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883248,2020-09-25 12:35:34 +0000 UTC,egacoms,Bewerken van de items,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883253,2020-09-25 12:35:34 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883283,2020-09-25 12:38:44 +0000 UTC,egacoms,Bewerken van de identificatie,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13883284,2020-09-25 12:38:44 +0000 UTC,egacoms,Bewerken van de items,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884004,2020-09-25 17:47:10 +0000 UTC,egacoms,Bewerken van de identificatie,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884005,2020-09-25 17:47:10 +0000 UTC,egacoms,Bewerken van de items,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884010,2020-09-25 17:47:10 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884013,2020-09-25 17:50:30 +0000 UTC,egacoms,Bewerken van de identificatie,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884014,2020-09-25 17:50:30 +0000 UTC,egacoms,Bewerken van de items,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884019,2020-09-25 17:50:30 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884022,2020-09-25 17:52:11 +0000 UTC,egacoms,Bewerken van de identificatie,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884023,2020-09-25 17:52:11 +0000 UTC,egacoms,Bewerken van de items,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884031,2020-09-25 17:52:34 +0000 UTC,egacoms,Bewerken van de identificatie,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13884032,2020-09-25 17:52:34 +0000 UTC,egacoms,Bewerken van de items,edit
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14106656,2020-12-04 09:59:58 +0000 UTC,jtegenbo,Markering als gecontroleerd,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_Transaction_history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14188898,2021-01-20 07:02:52 +0000 UTC,usystem,Bewerken van de illustraties,dams
