ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,End Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,Creation Time Span Source Note,Description,Description Type,Description Language,dataset,External Relation Note,External Relation,External Relation URL,External Relation URL Type,External Relation Note Language,External Relation Note Type,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,number,type,Material Records,Keeper,Object Number,Object Identifier,Record Type
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:689,https://data.museumplantinmoretus.be/ark:/11975/3290c61f-191b-5109-9fd8-5d1dd0a54f4a,Brieven
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,e73_CreationActors,1,,,,,,b548f1d9-c540-5495-8a6c-bee1b9027fac,au::112451,,,,correspondents (correspondence writers),,"dlod={""name"":""Domingo de la Milla"",""ark"":""ark:/83110/x0/b548f1d9-c540-5495-8a6c-bee1b9027fac"",""uri"":""/agents/people/86353"",""id"":""au::112451"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b548f1d9-c540-5495-8a6c-bee1b9027fac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,e73_CreationActors,2,,,,,,b03dd40d-6470-5373-baba-0a64aea212a7,au::106903,,,,recipients (people),,"dlod={""name"":""Henri François Schilders"",""ark"":""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""uri"":""/agents/people/64640"",""id"":""au::106903"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,16780313,,,,,,,,,,,,,,,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1678-03-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,e73_Languages,1,kenmerken.mpmlanguage,spa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spanish (language),,,,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000675,referentienummer,False,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:689,brocade id,False,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:689/N,brocade url,False,,,,,,,
3290c61f-191b-5109-9fd8-5d1dd0a54f4a,tg:mpmbr:689,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""31644988-e624-5e3f-b808-d6d4989a07ec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4125a79b-67f5-47b4-a929-0c8c8552ed08"", ""inverseOntologyProperty"": """"}]",,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:1209,https://data.museumplantinmoretus.be/ark:/11975/33af37ee-6f0c-50ff-a103-6fb8062f7b6b,Brieven
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_CreationActors,1,,,,,,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,,,,correspondents (correspondence writers),,"dlod={""name"":""Levinus Vincent"",""ark"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""uri"":""/agents/people/90384"",""id"":""au::113582"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_CreationActors,2,,,,,,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,,,,correspondents (correspondence writers),,"dlod={""name"":""Ysbrand Vincent"",""ark"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""uri"":""/agents/people/64869"",""id"":""au::113585"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_CreationActors,3,,,,,,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,,,,recipients (people),,"dlod={""name"":""Anna Goos"",""ark"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""uri"":""/agents/people/51277"",""id"":""au::108419"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_CreationActors,4,,,,,,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,,,,recipients (people),,"dlod={""name"":""Balthasar III Moretus"",""ark"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""uri"":""/agents/people/56093"",""id"":""au::108564"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,16780808,,,,,,,,,,,,,,,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1678-08-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_LegacyImages,1,ill.lowres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:mpmdoc:3046,image low resolution,False,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000001193,referentienummer,False,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:1209,brocade id,False,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:1209/N,brocade url,False,,,,,,,
33af37ee-6f0c-50ff-a103-6fb8062f7b6b,tg:mpmbr:1209,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f297b740-964e-5d4c-bb19-8f1deaa2473a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8198697a-d9bf-46b3-a906-8d6108cc4e4d"", ""inverseOntologyProperty"": """"}]",,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,tg:mpmbr:974,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:974,https://data.museumplantinmoretus.be/ark:/11975/33d8228e-9d08-538f-ac17-e6e4570762f8,Brieven
33d8228e-9d08-538f-ac17-e6e4570762f8,tg:mpmbr:974,e73_CreationActors,1,,,,,,d77ec306-aefc-5d87-aa72-7f4e6fc19acb,au::108846,,,,correspondents (correspondence writers),,"dlod={""name"":""Pieter Moerentorf"",""ark"":""ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb"",""uri"":""/agents/people/83675"",""id"":""au::108846"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d77ec306-aefc-5d87-aa72-7f4e6fc19acb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,tg:mpmbr:974,e73_CreationActors,2,,,,,,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,,,,recipients (people),,"dlod={""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/80505"",""id"":""au::106906"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,tg:mpmbr:974,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,16010918,,,,,,,,,,,,,,,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,tg:mpmbr:974,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1601-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,tg:mpmbr:974,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000959,referentienummer,False,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:974,brocade id,False,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:974/N,brocade url,False,,,,,,,
33d8228e-9d08-538f-ac17-e6e4570762f8,tg:mpmbr:974,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""a7a43896-ac6a-5b30-97b9-88a85b68936b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""642d17d8-e83d-4275-867f-949f8e0f47ac"", ""inverseOntologyProperty"": """"}]",,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:67,https://data.museumplantinmoretus.be/ark:/11975/340d3ca9-2959-57b9-ac75-d3687aec7385,Brieven
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,e73_CreationActors,1,,,,,,5fceaf01-ac44-5838-9afb-d9f0b782481a,au::109398,,,,correspondents (correspondence writers),,"dlod={""name"":""Gilles II Beys"",""ark"":""ark:/83110/x0/5fceaf01-ac44-5838-9afb-d9f0b782481a"",""uri"":""/agents/people/68327"",""id"":""au::109398"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5fceaf01-ac44-5838-9afb-d9f0b782481a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,e73_CreationActors,2,,,,,,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,,,,recipients (people),,"dlod={""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/54490"",""id"":""au::106908"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,16171008,,,,,,,,,,,,,,,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1617-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,e73_LegacyImages,1,ill.lowres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:mpmdoc:1938,image low resolution,False,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000058,referentienummer,False,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:67,brocade id,False,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:67/N,brocade url,False,,,,,,,
340d3ca9-2959-57b9-ac75-d3687aec7385,tg:mpmbr:67,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""355f3656-2a95-5466-aee1-c40ffb2c3ba9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c6cf0f8c-fae5-45a5-8808-b41fe8597415"", ""inverseOntologyProperty"": """"}]",,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:1006,https://data.museumplantinmoretus.be/ark:/11975/341f3ed7-58ee-566b-b52d-626e6b268aad,Brieven
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_CreationActors,1,,,,,,7e42ba19-e39b-58c3-ae94-e5a49268569b,au::113582,,,,correspondents (correspondence writers),,"dlod={""name"":""Levinus Vincent"",""ark"":""ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b"",""uri"":""/agents/people/90384"",""id"":""au::113582"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7e42ba19-e39b-58c3-ae94-e5a49268569b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_CreationActors,2,,,,,,b2f29277-6de2-5f8d-9e92-b2499eaf326d,au::113585,,,,correspondents (correspondence writers),,"dlod={""name"":""Ysbrand Vincent"",""ark"":""ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d"",""uri"":""/agents/people/64869"",""id"":""au::113585"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b2f29277-6de2-5f8d-9e92-b2499eaf326d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_CreationActors,3,,,,,,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,,,,recipients (people),,"dlod={""name"":""Anna Goos"",""ark"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""uri"":""/agents/people/51277"",""id"":""au::108419"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,16740608,,,,,,,,,,,,,,,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1674-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_Languages,1,kenmerken.mpmlanguage,dut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dutch (language),,,,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_LegacyImages,1,ill.lowres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:mpmdoc:2694,image low resolution,False,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000990,referentienummer,False,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:1006,brocade id,False,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:1006/N,brocade url,False,,,,,,,
341f3ed7-58ee-566b-b52d-626e6b268aad,tg:mpmbr:1006,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d898bbdb-8b80-5854-a9bb-4211cb9c6cee"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7aeaa3b4-1a25-4301-b6d8-db9d06311a5e"", ""inverseOntologyProperty"": """"}]",,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:51,https://data.museumplantinmoretus.be/ark:/11975/34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,Brieven
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_AnnotationsImmaterial,1,adm.note,Los stuk 13 vooraan,Los stuk 13 vooraan,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_ConnectedSubjects,3,,,,,,5c61b8af-f181-542c-858a-7010dcaa8f47,au::108844,subjects (content of works),"dlod={""name"":""Theodoor Moerentorf"",""ark"":""ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47"",""uri"":""/agents/people/68165"",""id"":""au::108844"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_CreationActors,1,,,,,,a3bc82c2-748e-5f69-ba37-943b30acdc5b,au::109271,,,,correspondents (correspondence writers),,"dlod={""name"":""Johann Müller"",""ark"":""ark:/83110/x0/a3bc82c2-748e-5f69-ba37-943b30acdc5b"",""uri"":""/agents/people/77174"",""id"":""au::109271"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a3bc82c2-748e-5f69-ba37-943b30acdc5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_CreationActors,2,,,,,,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,,,,recipients (people),,"dlod={""name"":""Balthasar I Moretus"",""ark"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""uri"":""/agents/people/54490"",""id"":""au::106908"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,16310000,,,,,,,,,,,,,,,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1631,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_Languages,1,kenmerken.mpmlanguage,ger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,German (language),,,,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_LegacyImages,1,ill.lowres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:mpmdoc:1244,image low resolution,False,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000042,referentienummer,False,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:51,brocade id,False,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:51/N,brocade url,False,,,,,,,
34b04a17-61e1-5eaf-bfe8-dd2d09b19c7d,tg:mpmbr:51,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""1291810b-b862-5063-95bc-7ece52577ff7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0b7ac0cb-290d-436e-93ae-36842badab67"", ""inverseOntologyProperty"": """"}]",,,,
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:778,https://data.museumplantinmoretus.be/ark:/11975/34f04272-e39f-5e8b-9947-16832df54bac,Brieven
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,e73_CreationActors,1,,,,,,5248c375-08b7-5cf1-8a44-33d232f701f2,au::108848,,,,correspondents (correspondence writers),,"dlod={""name"":""Melchior Moerentorf"",""ark"":""ark:/83110/x0/5248c375-08b7-5cf1-8a44-33d232f701f2"",""uri"":""/agents/people/86512"",""id"":""au::108848"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5248c375-08b7-5cf1-8a44-33d232f701f2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,e73_CreationActors,2,,,,,,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,,,,recipients (people),,"dlod={""name"":""Jan I Moretus"",""ark"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""uri"":""/agents/people/80505"",""id"":""au::106906"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,e73_CreationTimeSpanSourceNotes,0,id/date.creationdate/so,,,,,,,,,,,,,,,,,,,,,15770414,,,,,,,,,,,,,,,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,e73_CreationTimeSpans,,,,,,,,,,,,,,,,1577-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,e73_Languages,1,kenmerken.mpmlanguage,fre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,French (language),,,,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,e73_LegacyImages,1,ill.lowres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:mpmdoc:2454,image low resolution,False,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,,e73_LegacyInformation,0,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN00/br/000000764,referentienummer,False,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,,e73_LegacyInformation,1,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:mpmbr:778,brocade id,False,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,,e73_LegacyInformation,1,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmbr:778/N,brocade url,False,,,,,,,
34f04272-e39f-5e8b-9947-16832df54bac,tg:mpmbr:778,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""e8b16be0-6fc5-5f8c-8c43-1e5a17efd7c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3c57d139-f6bb-46e7-b174-a89bde9c44bb"", ""inverseOntologyProperty"": """"}]",,,,
3610766e-a6b1-5281-9d2d-925b617747aa,tg:mpmbr:54,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmbr:54,https://data.museumplantinmoretus.be/ark:/11975/3610766e-a6b1-5281-9d2d-925b617747aa,Brieven
3610766e-a6b1-5281-9d2d-925b617747aa,tg:mpmbr:54,e73_AnnotationsImmaterial,1,adm.note,Los stuk tussen fol. 113 links-rechts,Los stuk tussen fol. 113 links-rechts,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
