ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Connected Subject Role,Connected Subject Widget,Connected Subject Identifier,Creation Actor Role,Creation Actor Note,Creation Actor Widget,Creation Actor Identifier,Start Date,End Date,Start Date Type,Start Date Note,Start Date Note Type,Start Date Note Language,source_field,Creation Time Span Source Note,Description,Description Type,Description Language,dataset,External Relation Note,External Relation,External Relation URL,External Relation URL Type,External Relation Note Language,External Relation Note Type,source_code,Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,Keeper,Object Number,Object Identifier,Record Type,Title,Title Type,Title Language,Change History Identifier,Change History Timespan,Change History User,Change History Description,Change History Activity
251d4f80-80c8-5190-a8e5-e63866de74cd,tg:mpmtk:24,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9806854,2017-04-11 14:12:12 +0000 UTC,usystem,Bewerken van de items,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:11,https://data.museumplantinmoretus.be/ark:/11975/3d7a61cb-2404-5110-ae89-8b5ff60be96b,Tekeningen,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_ConnectedSubjects,2,563cf60b-2fc4-505a-aae5-fbd8122909d5,au::11670,subjects (content of works),"dlod={""name"":""Justus Lipsius"",""ark"":""ark:/83110/x0/563cf60b-2fc4-505a-aae5-fbd8122909d5"",""uri"":""/agents/people/74143"",""id"":""au::11670"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/563cf60b-2fc4-505a-aae5-fbd8122909d5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_CreationActors,1,50d2268a-3bf7-5f73-827f-ffeb1016b259,au::108212,,,,artists (visual artists),Vermoedelijke kunstenaar,"dlod={""name"":""Melchior Moretus"",""ark"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""uri"":""/agents/people/70187"",""id"":""au::108212"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,,id/date.creationdate/so,16060000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_CreationTimeSpans,,,,,,,,,,,1606,,circa,Justus Lipsius overleed in 1606,creation date note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,Allegorische schets van Justus Lipsius op zijn sterfbed,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,mpmtk,TEK 591 / Cat. 151,gerelateerde publicatie,https://anet.be/record/mpm/opacmpm/c:lvd:6157678,zie verder bibliotheekcatalogus Museum Plantin Moretus,Nederlands,remarks,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_ExternalRelations,2,,,,,,,,,,,,,,,,,,,,,mpmtk,GVd 25,gerelateerde publicatie,https://anet.be/record/mpm/opacmpm/c:lvd:1276,zie verder bibliotheekcatalogus Museum Plantin Moretus,Nederlands,remarks,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_ExternalRelations,3,,,,,,,,,,,,,,,,,,,,,mpmtk,nr. 95,gerelateerde publicatie,https://anet.be/record/mpm/opacmpm/c:lvd:1096796,zie verder bibliotheekcatalogus Museum Plantin Moretus,Nederlands,remarks,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_ExternalRelations,4,,,,,,,,,,,,,,,,,,,,,mpmtk,,online catalogs,207765,Link naar record in search.museumplantinmoretus.be,,,,,,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Languages,1,,,,,,,,,,,,,,,,kenmerken.mpmlanguage,,,,,,,,,,,,lat,Latin (language),,,,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,,e73_LegacyInformation,0,,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,,,,,,BE-ANN00/tk/000000003,referentienummer,False,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.id,,,,,,,,,,,,,,tg:mpmtk:11,brocade id,False,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.url,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:11/N,brocade url,False,,,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d1e34e67-207a-52e4-97d1-3dec92f7b7d2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7809108a-59ac-4b6c-b260-539b58b6901e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Titles,1,,,,,,,,,,,,,,,,id.title/ti,,,,,,,,,,,,,,,,,,,,,,Coenotaphium Justi Lipsii catholici regis historiographi,titles proper,Latin (language),,,,,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013-09-16 17:31:53 +0000 UTC,kselle,,Creatie
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668717,2013-09-16 17:31:53 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668723,2013-09-16 17:31:53 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668726,2013-09-16 17:33:00 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668735,2013-09-16 17:35:49 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668736,2013-09-16 17:35:49 +0000 UTC,kselle,Bewerken van de items,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668737,2013-09-16 17:35:49 +0000 UTC,kselle,Bewerken van de kenmerken,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668744,2013-09-16 17:36:24 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668753,2013-09-16 17:37:35 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668762,2013-09-16 17:40:28 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668769,2013-09-16 17:40:28 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668771,2013-09-16 17:45:42 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668778,2013-09-16 17:45:42 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668780,2013-09-16 17:46:18 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668787,2013-09-16 17:46:18 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668789,2013-09-16 18:21:28 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668795,2013-09-16 18:21:28 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668796,2013-09-16 18:21:28 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668798,2013-09-16 18:22:26 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668804,2013-09-16 18:22:26 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7668805,2013-09-16 18:22:26 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673418,2013-09-19 10:58:56 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673425,2013-09-19 10:58:56 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673743,2013-09-19 11:42:24 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673750,2013-09-19 11:42:24 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673752,2013-09-19 11:45:28 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673759,2013-09-19 11:45:28 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673761,2013-09-19 11:56:40 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673768,2013-09-19 11:56:40 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715026,2013-10-04 14:21:04 +0000 UTC,jtegenbo,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715028,2013-10-04 14:21:04 +0000 UTC,jtegenbo,Bewerken van de kenmerken,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715033,2013-10-04 14:21:04 +0000 UTC,jtegenbo,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715053,2013-10-04 14:24:18 +0000 UTC,jtegenbo,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715055,2013-10-04 14:24:18 +0000 UTC,jtegenbo,Bewerken van de kenmerken,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715060,2013-10-04 14:24:18 +0000 UTC,jtegenbo,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715255,2013-10-07 09:16:22 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715257,2013-10-07 09:16:22 +0000 UTC,kselle,Bewerken van de kenmerken,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715262,2013-10-07 09:16:22 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715926,2013-10-07 16:24:57 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715927,2013-10-07 16:24:57 +0000 UTC,kselle,Bewerken van de items,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715933,2013-10-07 16:24:57 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715935,2013-10-07 16:25:08 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715936,2013-10-07 16:25:08 +0000 UTC,kselle,Bewerken van de items,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7715942,2013-10-07 16:25:08 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7761012,2013-11-21 14:51:22 +0000 UTC,jtegenbo,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7761019,2013-11-21 14:51:22 +0000 UTC,jtegenbo,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8257591,2014-10-09 11:03:35 +0000 UTC,kselle,Markering als gecontroleerd,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8257618,2014-10-09 11:07:50 +0000 UTC,kselle,Markering als gecontroleerd,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9806638,2017-04-11 14:12:12 +0000 UTC,usystem,Bewerken van de items,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13036952,2020-01-24 10:34:31 +0000 UTC,kselle,Markering als gecontroleerd,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13036991,2020-01-24 10:34:54 +0000 UTC,kselle,Markering als gecontroleerd,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13036998,2020-01-24 10:35:44 +0000 UTC,kselle,Markering als gecontroleerd,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13037005,2020-01-24 10:36:12 +0000 UTC,kselle,Markering als gecontroleerd,
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14713427,2021-09-28 12:38:53 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14713428,2021-09-28 12:38:53 +0000 UTC,kselle,Bewerken van de items,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14713434,2021-09-28 12:38:53 +0000 UTC,kselle,Bewerken van de externe relaties,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14725916,2021-10-06 09:53:42 +0000 UTC,kselle,Bewerken van de identificatie,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14725917,2021-10-06 09:53:42 +0000 UTC,kselle,Bewerken van de items,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14725918,2021-10-06 09:53:42 +0000 UTC,kselle,Bewerken van de kenmerken,edit
3d7a61cb-2404-5110-ae89-8b5ff60be96b,tg:mpmtk:11,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14725923,2021-10-06 09:53:42 +0000 UTC,kselle,Bewerken van de externe relaties,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Museum Plantin-Moretus,tg:mpmtk:34,https://data.museumplantinmoretus.be/ark:/11975/5355e3fa-7908-52d1-9652-e164ac0c8c43,Tekeningen,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_CreationActors,1,0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0,au::15342,,,,artists (visual artists),,"dlod={""name"":""Erasmus II Quellinus"",""ark"":""ark:/83110/x0/0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0"",""uri"":""/agents/people/77046"",""id"":""au::15342"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0dd77f3c-9f4b-591f-96e2-8ae1e7a757d0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,,,,id/date.creationdate/so,16370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_CreationTimeSpanSourceNotes,1,,,,,,,,,,,,,,,,id/date.creationdate/so,16380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_CreationTimeSpans,,,,,,,,,,,1637,1638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Descriptions,,,,,,,,,,,,,,,,,id.desc,,Een gelauwerde figuur zit op een troon en wijst op soldaten die worden toegesproken,descriptive note,Nederlands,,,,,,,,,,,,,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_ExternalRelations,1,,,,,,,,,,,,,,,,,,,,,mpmtk,,ontwerp voor,https://anet.be/record/mpm/opacmpm/c:lvd:632549,zie verder bibliotheekcatalogus Museum Plantin Moretus,,,,,,,,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,,e73_LegacyInformation,0,,,,,,,,,,,,,,,,id.objectNumber,,,,,,,,,,,,,,BE-ANN00/tk/000000017,referentienummer,False,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.id,,,,,,,,,,,,,,tg:mpmtk:34,brocade id,False,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,,e73_LegacyInformation,1,,,,,,,,,,,,,,,,brocade.url,,,,,,,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmtk:34/N,brocade url,False,,,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""8e9ab46a-1948-5000-b52e-1e56003b44bc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""da9de8ea-7d85-4398-af30-0c995513cf37"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Titles,1,,,,,,,,,,,,,,,,id.title/ti,,,,,,,,,,,,,,,,,,,,,,"Ontwerp voor de titelpagina van Vincentius Guinisius, Allocutiones gymnasticae",titles proper,Dutch (language),,,,,
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-06-15 08:48:36 +0000 UTC,dimhof,,Creatie
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266590,2018-06-15 08:48:36 +0000 UTC,dimhof,Bewerken van de identificatie,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266591,2018-06-15 08:48:36 +0000 UTC,dimhof,Bewerken van de items,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266592,2018-06-15 08:48:36 +0000 UTC,dimhof,Bewerken van de kenmerken,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266596,2018-06-15 08:48:36 +0000 UTC,dimhof,Bewerken van de ISAAR relaties,edit
5355e3fa-7908-52d1-9652-e164ac0c8c43,tg:mpmtk:34,e73_Transaction_history_df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11266597,2018-06-15 08:48:36 +0000 UTC,dimhof,Bewerken van de externe relaties,edit
