ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Archive Note,Location Number,adm.note,Warehouse Location (begin),Serial Number,Warehouse Location (ende)
1bd81542-9cf4-5758-a665-09bce0f8be95,tg:lhaq:8739,Items,1,tr:lh:6366,148724/2,,S 5621 / I (Doos 1),,,,
ed4c24d3-a6be-553e-93de-c7759e2f7822,tg:lhaq:8386,Items,1,,215082/33,,GG 297 / I,,,,
e13bb90a-b811-590b-84f8-0e4b43e9cf0e,tg:lhaq:9313,Items,1,,221122,,S 5621 / I (Doos 4),,,,
a4d1b039-9547-59da-a319-20bf527b48cf,tg:lhaq:8851,Items,1,tr:lh:7497,197408/62,isad:lh:95953,S 5621 / I (Doos 2),De rol van Trijn Cornelis werd door de actrice Denise Zimmerman vertolkt.,,,
013710cb-d49e-5a5f-80fe-abf6d2d5027c,tg:lhaq:7618,Items,1,tr:lh:2974,59937/2a2,isad:lh:96020,K1,,,,
2ade8736-f14f-5c80-b19f-111bfcd41e28,tg:lhaq:8914,Items,1,tr:lh:7497,197411/1,isad:lh:95953,S 5621 / I (Doos 2),,,,
eaca50e9-a2b1-5fb8-a0ee-01f5852b8d42,tg:lhaq:4608,Items,1,tr:lh:2692,53210,,Planex GT / T 3465,Ontwerp voor in de Pallieterkalenders (1926-1933). Verhalenkalender voor 1932 (Koppen en volkstypen) dit ontwerp is niet verschenen.,,,
bc87f8bc-ec6e-5916-8b52-9b4bf540188b,tg:lhaq:8781,Items,1,tr:lh:7497,197404,isad:lh:95953,S 5621 / I (Doos 1),,,,
64bbc520-c97a-50bf-853b-393b9931e47c,tg:lhaq:8847,Items,1,tr:lh:7497,197408/58,isad:lh:95953,S 5621 / I (Doos 2),,,,
8c4b88a2-ca96-52f8-bd39-fafcc69bbb5e,tg:lhaq:8902,Items,1,tr:lh:7497,197409/6A,isad:lh:95953,S 5621 / I (Doos 2),,,,
c3fb1960-cda0-544d-87a9-872a18b8132a,tg:lhaq:9240,Items,1,tr:lh:9266,220992,isad:lh:95930,SC 27 B 2,,,,
2b353e9d-043a-5c67-828b-4299b782a48e,tg:lhaq:8778,Items,1,tr:lh:7497,197400/25,isad:lh:95953,S 5621 / I (Doos 1),,,,
5e614d04-5f92-5173-aa8b-c47dc2469bb7,tg:lhaq:8328,Items,1,tr:lh:1987,37028/16,isad:lh:95994,Planex GT / V 3965,,,,
68123689-8b5a-5acc-bb90-ae0cd0b4d7a7,tg:lhaq:2660,Items,1,tr:lh:4646,88592/3,isad:lh:95930,Planex GT / S,,,,
6a090e5c-ddbd-56da-93b0-a451477d0cb4,tg:lhaq:8543,Items,1,,215880/13,,Planex GT / T 159,,,,
dc6a0330-9a4e-51db-b9b7-d80af8bac5e7,tg:lhaq:8406,Items,1,,215082/53,,GG 297 / I,,,,
76bc0f43-51bc-569f-bdc9-f677c20b31e5,tg:lhaq:6418,Items,1,tr:lh:1987,37028/7,isad:lh:95994,Planex GT / V 3965,,,,
47801a30-494f-5b97-b02d-697d1bb0bf8c,tg:lhaq:8955,Items,1,tr:lh:7497,197412/31,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Venus, een schone vrouw, werd door de actrice Yolande Markey vertolkt.",,,
334956c1-a4ae-5bdf-ad74-55271b46deb8,tg:lhaq:8685,Items,1,tr:lh:4719,97790/3,isad:lh:96034,V 114 / I (Doos 1),,,,
c7a7e20b-320c-533e-bce5-356f51720cb0,tg:lhaq:8390,Items,1,,215082/37,,GG 297 / I,,,,
f6719b9e-0549-55cf-b98a-680c18ff2393,tg:lhaq:4794,Items,1,tr:lh:5448,106961/9,isad:lh:95963,C 3396 / I (doos 2),,,,
283028be-5ff9-51a8-9511-211f0eadf24b,tg:lhaq:9149,Items,1,tr:lh:6577,162358/1-4,isad:lh:95930,S 7265 / I,,,,
ff5b8a2b-0541-5c68-98e4-7232143f53fa,tg:lhaq:6316,Items,1,,217788,,H 4055 / I,,,,
05cff2be-6049-5bfc-87ec-bc1128f1d5e9,tg:lhaq:8758,Items,1,,174222/15,,Planex GT / T 159,,,,
d72a6e09-2d1a-58c2-9479-957afbdeca74,tg:lhaq:8922,Items,1,tr:lh:7497,197411/7,isad:lh:95953,S 5621 / I (Doos 2),De rollen van muzikanten werden  door Lode Sebregts en de acteur Piet Van den Bosch vertolkt.,,,
c543149c-c60d-5b26-82ea-bbb50f923bfc,tg:lhaq:8888,Items,1,tr:lh:7497,197408/96,isad:lh:95953,S 5621 / I (Doos 2),De rol van Francesco werd door de acteur Leo Madder vertolkt.,,,
5f1a4891-8920-5094-b4c7-7f94ebdfd622,tg:lhaq:6896,Items,1,,174217,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 91ste speeljaar, september 1943

**Regie:** Guenther Stark",,,
70535b83-3cf8-5e83-a42d-551a93e15466,tg:lhaq:6879,Items,1,tr:lh:5826,122913/7,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, begin 90ste speeljaar, 1942-1943.

De ontwerpen van Helene Gliewe werden niet gebruikt, de uiteindelijke decors
waren van Lode Ivo.",,,
242181e7-0708-56ba-9d31-b48239ffc3eb,tg:lhaq:8534,Items,1,,215880/4,,Planex GT / T 159,,,,
3be74b7c-e734-5f65-a72b-d869eaca8dfb,tg:lhaq:8867,Items,1,tr:lh:7497,197408/77,isad:lh:95953,S 5621 / I (Doos 2),,,,
1879f4d9-f72a-5cf1-a0a0-68ae14beaca2,tg:lhaq:2928,Items,1,tr:lh:3054,60829/74,isad:lh:95942,B 366 / I,,,,
7c5ba750-3364-503f-b498-e061f83bfd5d,tg:lhaq:8563,Items,1,,215880/29,,Planex GT / T 159,,,,
0191284f-6168-591e-9e37-f70090fcf035,tg:lhaq:3010,Items,1,,202853,isad:lh:109064,V 1574 / I,,,,
d94736a9-678f-5490-8532-1a2d26565537,tg:lhaq:7546,Items,1,tr:lh:5702,109863/5,isad:lh:100726,P 7385 / I (doos 1),Uitvoering van gelijkaardige schets 109863/6.,,,
d6852c9e-2fcf-5c73-8359-c36a856124aa,tg:lhaq:8963,Items,1,tr:lh:7497,197412/38,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Katherina Sheermertens, een jonge maagd, werd door de actrice Tine Balder vertolkt.",,,
c2ee3067-4fbb-5aa7-a8bf-b4e1ef0cc7d0,tg:lhaq:8575,Items,1,,215880/40A,,Planex GT / T 159,,,,
4b9c3b51-371a-5fb4-bd76-66dc5277d0e9,tg:lhaq:9364,Items,1,tr:lh:5399,105840/25,isad:lh:97242,E 4002 / I,,,,
63d1b81b-19c8-5e4d-b4dc-8b7441c32a1e,tg:lhaq:5469,Items,1,tr:lh:5006,99191/12,isad:lh:95916,W 655 / I,,,,
1494c5cd-f240-50f2-a41c-3f9d75e67e2b,tg:lhaq:6880,Items,1,tr:lh:5826,122913/9,,Planex GT / W,"**Opvoering:** KNS van Antwerpen, 99ste speeljaar, november 1951.",,,
9efc5577-e9d2-5763-a51b-31b6cc395976,tg:lhaq:7268,Items,1,tr:lh:5300,104373/10c,isad:lh:96017,V 444 / I,,,,
703dd598-70db-5c68-a0ff-463a1e9b7b63,tg:lhaq:8934,Items,1,tr:lh:7497,197411/19,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Julia, dochter van Capulet, werd  door de actrice Stella Blanchart vertolkt.",,,
22d78fa8-d8e3-5e35-9250-20da3441201b,tg:lhaq:8871,Items,1,tr:lh:7497,197408/81,isad:lh:95953,S 5621 / I (Doos 2),De rol van een van de burgers werd door de acteur Bernard Verheyden vertolkt.,,,
40251589-d63c-558e-becc-1ef216174bfd,tg:lhaq:8670,Items,1,tr:lh:2339,44074/7,isad:lh:96034,V 114 / I (Doos 1),,,,
bdcd3f98-487c-56d6-b978-b1e585044f31,tg:lhaq:2857,Items,1,,44579,,"Planex GP / X, 2",,,,
40d4ff2a-dae5-5293-85b2-f643be1c03b9,tg:lhaq:8559,Items,1,,215880/26,,Planex GT / T 159,,,,
66744cba-505a-5f64-b80f-e24e13b342c7,tg:lhaq:9173,Items,1,tr:lh:30810,220340/2c,,C 345 / I,,,,
3ff4bcc1-5b0a-522e-9ebc-8aab1ecdcb8c,tg:lhaq:8762,Items,1,,174222/16,,Planex GT / T 159,,,,
31f2d82f-1e97-596f-8b17-72ecac35f836,tg:lhaq:2380,Items,1,,40252,,SC 49 D 1,,,,
c58ef041-9ed9-5d48-bfab-bac464afb985,tg:lhaq:9036,Items,1,tr:lh:7497,197416/16,isad:lh:95953,S 5621 / I (Doos 3),"Lode Sebregts ontwierp 20 keer het decor voor de Sinterklaasfeesten van """"Kindervreugd"""".",,,
fdd9149a-7b0b-5487-a0c4-aaeaf725c88a,tg:lhaq:8918,Items,1,tr:lh:7497,197411/4,isad:lh:95953,S 5621 / I (Doos 2),De rol van de gravin Montague werd door de actrice Nora Oosterwijk vertolkt.,,,
e8593977-14c2-5e80-b24b-ce0efe934114,tg:lhaq:8324,Items,1,tr:lh:1987,37028/9,isad:lh:95994,Planex GT / V 3965,,,,
41347576-53fe-56a4-be3b-14568fb64208,tg:lhaq:9020,Items,1,tr:lh:7497,197415/10,isad:lh:95953,S 5621 / I (Doos 3),,,,
2232d676-71d0-5e83-832b-691663c6f9e4,tg:lhaq:2396,Items,1,tr:lh:2190,41401,isad:lh:95924,SC 49 E 2,,,,
389f205f-6b9b-53b0-9237-991b1d7fb01b,tg:lhaq:8631,Items,1,,100131,,"V 152245 / I,Planex GT",,,,
82e9dacf-64c4-5b0b-ae73-0c2af4fe0f8a,tg:lhaq:1693,Items,1,,199638/1,,SC 17 B 2,,,,
d283d99b-17cf-5062-aa2e-547b4ec18ad9,tg:lhaq:8689,Items,1,tr:lh:4719,97790/7,isad:lh:96034,V 114 / I (Doos 1),,,,
00ad60a4-418f-5f32-9116-9a1f07eabde7,tg:lhaq:8373,Items,1,,215082/20,,GG 297 / I,,,,
74e91a10-0cf9-5f29-8b4e-b391bf6f20ba,tg:lhaq:8666,Items,1,tr:lh:2339,44074/3,isad:lh:96034,V 114 / I (Doos 1),,,,
4e9cb0a0-dbe8-5743-94f5-25f72b81f000,tg:lhaq:2791,Items,1,tr:lh:6975,174235/1,isad:lh:95938,A 18647 / I,,,,
675d0d61-7545-54d2-bb7f-b368d2208be9,tg:lhaq:3929,Items,1,,100724,,"V 152245 / I,Planex GT",,,,
72b32c0f-3cf9-5554-ad70-0c564764bb14,tg:lhaq:6678,Items,1,tr:lh:5436,107419,isad:lh:95992,Planex GT / D 125,,,,
acd8c747-2297-5833-a6ed-f6931402d589,tg:lhaq:9427,Items,1,tr:lh:7142,178466,isad:lh:182289,,,,,
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,tg:lhaq:8959,Items,1,tr:lh:7497,197412/35,isad:lh:95953,S 5621 / I (Doos 2),,,,
de8f3d53-d375-51ff-890b-bea852a2fd86,tg:lhaq:9139,Items,1,tr:lh:9930,218018/7,isad:lh:96055,Planex GT / H 50494,"Decorontwerp uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",,,
56b51987-f101-560b-832a-942100f0430f,tg:lhaq:8682,Items,1,tr:lh:2339,44074/19,isad:lh:96034,V 114 / I (Doos 1),,,,
d575b447-9dae-57b6-b57d-98d179aac622,tg:lhaq:8378,Items,1,,215082/25,,GG 297 / I,,,,
7860a8d8-c205-5aad-b9f6-d7cee92db317,tg:lhaq:2630,Items,1,tr:lh:5190,102771/2,isad:lh:95930,Planex GT / S,,,,
0950db02-78bd-5253-af04-86380c8b0a53,tg:lhaq:8397,Items,1,,215082/44,,GG 297 / I,,,,
e004247f-f95d-5c83-a5bf-6039a6ea2753,tg:lhaq:8544,Items,1,,215880/14,,Planex GT / T 159,,,,
38edd6fe-5698-5fc4-8b35-2037a9750255,tg:lhaq:4567,Items,1,tr:lh:5448,106948/3,isad:lh:95963,C 3396 / I (doos 1),,,,
4bf46cf8-6c32-5837-b06d-7d4cdf964c85,tg:lhaq:8401,Items,1,,215082/48,,GG 297 / I,,,,
279696c6-bd8b-514e-a43a-99de447d30ff,tg:lhaq:3563,Items,1,,115789,,G 605 / I,,,,
920005f9-77a4-5727-9179-89c6861194e6,tg:lhaq:8790,Items,1,tr:lh:7497,197407/18,isad:lh:95953,S 5621 / I (Doos 2),,,,
30b76391-6d6a-5ef0-9190-df02628afb33,tg:lhaq:7259,Items,1,tr:lh:5300,104373/2,isad:lh:96017,V 444 / I,,,,
573aad13-28d3-5ae7-b56f-e5fc3694f72e,tg:lhaq:8905,Items,1,tr:lh:7497,197410/2,isad:lh:95953,S 5621 / I (Doos 2),De rol van Kati werd door de actrice Denise Zimmermann  vertolkt.,,,
8074251d-4328-5f9f-84e4-9d32611eeaf8,tg:lhaq:8769,Items,1,,174222/25,,Planex GT / T 159,,,,
b22cbc9b-5fe2-53c1-8e79-be1d067f8006,tg:lhaq:6848,Items,1,tr:lh:7634,212577/4,isad:lh:132095,Planex GT 905,"**Publicatie** KNS van Antwerpen, 98ste speeljaar, 1950-1951, eerste stuk van het seizoen; regie: Charles Gilhuys",,,
e21d7750-6df2-5448-a023-630d895c816c,tg:lhaq:8856,Items,1,tr:lh:7497,197408/67,isad:lh:95953,S 5621 / I (Doos 2),De rol van Maen werd door de  actrice Martha de Wachter vertolkt.,,,
d373c917-2c88-5f49-a28c-d10c258a3be9,tg:lhaq:8913,Items,1,tr:lh:7497,197410/10,isad:lh:95953,S 5621 / I (Doos 2),De rol van Baloun werd door de acteur Robert Marcel vertolkt.,,,
1bb35759-f04d-5457-b1ee-822fb0140dc4,tg:lhaq:8694,Items,1,tr:lh:4996,99068/1,isad:lh:96041,V 114 / I (Doos 1),Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,,
9100b2e5-1f9b-5979-b0d3-f6509385a69a,tg:lhaq:8381,Items,1,,215082/28,,GG 297 / I,,,,
8e247824-39a0-56a3-88c8-12d80c3f720e,tg:lhaq:5360,Items,1,tr:lh:7236,179534,isad:lh:95978,Planex KP / V 36695,,,,
700e6618-9f1a-59e0-9f3d-b9e207756b2a,tg:lhaq:8552,Items,1,,215880/22,,Planex GT / T 159,,,,
46cdbd2e-ba9d-5091-9106-710cbd0f3461,tg:lhaq:2919,Items,1,tr:lh:3054,60829/57,isad:lh:95942,B 366 / I,,,,
7afd1851-c078-502a-866c-7e0efce23d2c,tg:lhaq:9011,Items,1,tr:lh:7497,197414/1,isad:lh:95953,S 5621 / I (Doos 3),De rol van Nicola werd door de acteur Jo Coppens vertolkt.,,,
62290aac-7406-5010-8033-eb55770204f2,tg:lhaq:8745,Items,1,,174222/2,,Planex GT / T 159,,,,
d23c0dd7-50e3-5cdd-9201-ef2e64dbf33b,tg:lhaq:8315,Items,1,tr:lh:1987,37028/6,isad:lh:95994,Planex GT / V 3965,"Dit decor werd daarna nog te huur aangeboden. Zie: Boon, Jozef, _Van een
nonnetje dat wonderen balsem wou koopen._ Esschen: Sint-Alfonsus, 1926, p. 5.",,,
f7b5e399-8be6-5994-bc22-7437005b4229,tg:lhaq:7263,Items,1,tr:lh:5300,104373/5b,isad:lh:96017,V 444 / I,,,,
edb26410-5349-5799-a1a7-056303eb6223,tg:lhaq:2962,Items,1,tr:lh:3054,60829/14,isad:lh:95942,B 366 / I,,,,
705c2f61-4e81-571e-9cdd-5f3fe57b94ea,tg:lhaq:8895,Items,1,tr:lh:7497,197409/1,isad:lh:95953,S 5621 / I (Doos 2),De rol van Macbeth werd door de acteur Piet Bergers vertolkt.,,,
0c1bf03a-c86e-5281-b9bd-49367bb31efa,tg:lhaq:9416,Items,1,tr:lh:140192,,,,,,,
6783521e-5bc3-5a9f-b8e1-3cc1fe1bb927,tg:lhaq:8968,Items,1,tr:lh:7497,197412/42,isad:lh:95953,S 5621 / I (Doos 2),"De rol van de Dierik den Hollander, een jongeling, werd door de acteur Martin van Zundert vertolkt.",,,
c63bf385-e26d-556d-9968-5412a621b666,tg:lhaq:6976,Items,1,tr:lh:2432,216830/5,isad:lh:126725,D 1175 / I (Doos 1),Verso: Schets van een ruiten wassende vrouw,,,
e0460b3f-426a-5852-8554-bb993abf2f73,tg:lhaq:9050,Items,1,tr:lh:7497,197417/7,isad:lh:95953,S 5621 / I (Doos 3),,,,
908cd1ff-68d3-55f4-8534-d438f62dcc5c,tg:lhaq:9400,Items,1,tr:lh:134044,,isad:lh:139892,,,,,
850ec587-1fc7-55f0-8dfa-09475b8cb650,tg:lhaq:8641,Items,1,tr:lh:9807,119906,isad:lh:96036,Planex GT / V 152245,,,,
c3640162-bd88-5c50-90ec-49feccfd4870,tg:lhaq:8704,Items,1,tr:lh:4841,106051,,V 114 / I (Doos 1),,,,
65a33bfa-ace8-50c8-863e-ac5cd00604f0,tg:lhaq:8354,Items,1,,215082/5,,GG 297 / I,,,,
59522048-6630-5b56-bfd9-e61bf746411a,tg:lhaq:5566,Items,1,tr:lh:6559,161971/1,isad:lh:95987,L 4299 / I,,,,
b5183cbe-887e-5dde-8011-462f99852139,tg:lhaq:510,Items,1,tr:lh:6342,234521,isad:lh:109652,V1 B,,,,
64fb5afa-b17a-514b-a7a8-3f8843eef6c7,tg:lhaq:8991,Items,1,tr:lh:7497,197413/14,isad:lh:95953,S 5621 / I (Doos 3),,,,
ea5f6b36-2c8f-5df9-8f4e-b6c6e9b090c7,tg:lhaq:9379,Items,1,tr:lh:7337,195174/59,isad:lh:127935,O 393 / Doos 11,,V1 B 75 C6,,
cd0b5e64-def3-586f-bbfb-f223167a5ae7,tg:lhaq:8568,Items,1,,215880/34,,Planex GT / T 159,,,,
3e569199-056d-5011-91af-0e19f5bc7892,tg:lhaq:5474,Items,1,tr:lh:5006,99191/29,isad:lh:95916,W 655 / I,,,,
429ca9fd-987d-5bb5-ba34-32f7a70dcf15,tg:lhaq:9007,Items,1,tr:lh:7497,197413/31,isad:lh:95953,S 5621 / I (Doos 3),,,,
55b3ddfc-a6a1-5146-a622-d00ba2d355f5,tg:lhaq:8753,Items,1,,174222/9,,Planex GT / T 159,,,,
785b8974-b683-59e6-a151-be31f7c475c8,tg:lhaq:8883,Items,1,tr:lh:7497,197408/91,isad:lh:95953,S 5621 / I (Doos 2),De rol van de snol Sjarlot werd door de actrice Martha de Wachter vertolkt.,,,
c92d07e3-b4b2-5503-92e2-d97e28bca65a,tg:lhaq:8929,Items,1,tr:lh:7497,197411/14,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Benvolio, neef van Montague, werd  door de acteur François Bernard vertolkt.",,,
f7a70639-885d-539a-b237-096c42edd951,tg:lhaq:7347,Items,1,tr:lh:5300,104358/8a,isad:lh:96017,V 444 / I,Op achterkant gelijkaardig aquarel.,,,
dc0e22df-4eb9-5ae8-b2d4-ffeda481fdc9,tg:lhaq:8548,Items,1,,215880/18,,Planex GT / T 159,,,,
6acc0ae8-98c5-5245-a25e-4581c55755aa,tg:lhaq:6413,Items,1,tr:lh:4749,99341,,Planex GT / B283,"**Nota:** (fotokopie op de achterzijde gekleefd) _Het kruidenierswinkeltje van
moeder Belleke - Brusselschestraat te Dendermonde met het half deurke - waar
dichter Hiel met zijne ouders, broeders en zusters zijne kinderjaren
doorgebracht heeft_.

Willem Battaille was gehuwd met Laura Hiel, een dochter van Emanuel Hiel.",,,
36648aba-a910-5383-9e45-3e8dfa4e80cc,tg:lhaq:8374,Items,1,,215082/21,,GG 297 / I,,,,
8a1adb80-fb4f-521e-adf6-4b3182d01e44,tg:lhaq:9135,Items,1,tr:lh:9930,218018/2,isad:lh:96055,Planex GT / H 50494,"Decorontwerp uit map: """"Tooneelen voor Antonio van Herwig Hensen door L. Hendrickx 1942"""".",,,
ce841cc0-60da-5de8-8990-ba0870aa11e1,tg:lhaq:9070,Items,1,tr:lh:9197,220641,,BB 607 / I,,,,
52a16f7d-1448-51e7-a14f-8e725a5777d8,tg:lhaq:1694,Items,1,,199638/2,,SC 17 B 3,,,,
d8eea1b4-bd65-5d52-9d88-e0cdf4c128b3,tg:lhaq:8909,Items,1,tr:lh:7497,197410/6,isad:lh:95953,S 5621 / I (Doos 2),,,,
31a25906-8381-5da0-93b8-1d3ae9066c4b,tg:lhaq:5511,Items,1,tr:lh:7876,213470/4,isad:lh:95980,W 7562 / I,,,,
35e8905b-e4aa-51f2-8aef-df95c7d061f9,tg:lhaq:8323,Items,1,tr:lh:1987,37028/22,isad:lh:95994,Planex GT / V 3965,,,,
a1dd71a3-693a-589b-a866-9c4e21cc3c5a,tg:lhaq:2391,Items,1,,202843,isad:lh:95922,SC 49 E 1,"Maria-Elise, _Het Kerkportaal_.
Antwerpen: L. Dela Montagne, 1873, p. 12. Overdruk uit de _Vlaamsche
Kunstbode_.

Maria-Lisa is Marie Elisabeth Belpaire.",,,
23c5a9c6-8c46-5c1d-b6b4-9a36df11f27d,tg:lhaq:9027,Items,1,tr:lh:7497,197415/28,isad:lh:95953,S 5621 / I (Doos 3),,,,
68874087-f5be-53d8-ab03-3a32c86a3055,tg:lhaq:8765,Items,1,,174222/21,,Planex GT / T 159,,,,
7ae22369-f131-5d3c-9242-91019ab47664,tg:lhaq:9031,Items,1,tr:lh:7497,197415/31,isad:lh:95953,S 5621 / I (Doos 3),,,,
2eefaeb1-884f-521b-9cb1-68d398dfc233,tg:lhaq:8620,Items,1,tr:lh:1987,37028/2,isad:lh:95994,Planex GT / V 3965,,,,
756963b1-8096-50c2-ad16-cd9200cc4be9,tg:lhaq:2387,Items,1,tr:lh:9923,147606,,SC 49 E 1,,,,
b181be46-9ec0-5084-9127-a464feafcbc4,tg:lhaq:6540,Items,1,,100122/4,,Planex GT / B 186,,,,
00fd72de-8b97-5b60-b3f5-af24595c1d71,tg:lhaq:4068,Items,1,,203500/4,isad:lh:95957,M 2475 / I,,,,
157d4c7f-ec23-56fd-b09d-85ce72434e7e,tg:lhaq:8698,Items,1,tr:lh:4996,99068/5,isad:lh:96041,V 114 / I (Doos 1),Het ballet Triomf van de Geest werd in 1959  met een vernieuwde muzikale techniek door Willem Kersters gecomponeerd.,,,
478f0aec-c306-5947-a35b-6540b48d136d,tg:lhaq:8362,Items,1,,215082/13,,GG 297 / I,,,,
b900bb29-22b5-5b25-91c3-c93a08b0630a,tg:lhaq:8677,Items,1,tr:lh:2339,44074/14,isad:lh:96034,V 114 / I (Doos 1),,,,
aa3be9ff-6d80-522a-8484-36ad5283d917,tg:lhaq:8899,Items,1,tr:lh:7497,197409/4,isad:lh:95953,S 5621 / I (Doos 2),,,,
a000cc9e-3f28-5e94-8a6a-454323f37c62,tg:lhaq:9271,Items,1,tr:lh:7087,177571,isad:lh:95953,S 5621 / I (Doos 4),,,,
251fdbd9-6514-5de8-98fc-4eb223cd014e,tg:lhaq:8933,Items,1,tr:lh:7497,197411/18,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Julia, dochter van Capulet, werd  door de actrice Stella Blanchart vertolkt.",,,
a10033bc-8eee-57c4-b66b-d13132a33d52,tg:lhaq:6887,Items,1,,174218/2,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,,
7b8d1576-0d4b-579c-8947-8b61f5393224,tg:lhaq:5317,Items,1,tr:lh:812,15183,isad:lh:95974,Planex KP / D,De kunstenaar is Frans Geerts,,,
e6d33ccb-e03e-593c-b9aa-65ce73fb9b7a,tg:lhaq:8876,Items,1,tr:lh:7497,197408/85B,isad:lh:95953,S 5621 / I (Doos 2),De rol van bedelaar werd door de acteur Toon Brouwers vertolkt.,,,
9250c53c-5efd-58bd-86ec-3053564b4302,tg:lhaq:8319,Items,1,tr:lh:1987,37028/18,isad:lh:95994,Planex GT / V 3965,,,,
d0e31b00-6184-5f54-818f-2050313e40cd,tg:lhaq:8749,Items,1,,174222/6A,,Planex GT / T 159,,,,
d47103e8-e595-536e-9adf-20e993dcc9bf,tg:lhaq:8067,Items,1,tr:lh:5095,100727,isad:lh:96025,SC 08 E 1,,,,
4c79870d-3162-5db0-8ae9-3ace54a8554d,tg:lhaq:8964,Items,1,tr:lh:7497,197412/39,isad:lh:95953,S 5621 / I (Doos 2),"De rol van Katherina Sheermertens, een jonge maagd, werd door de actrice Tine Balder vertolkt.",,,
ff6409c2-f4a8-5870-9d24-a4df39a5aed1,tg:lhaq:9363,Items,1,,221244/1-57,isad:lh:96062,II 76/I KT,,,,
51532399-b17e-5939-bba1-110993f357a4,tg:lhaq:1753,Items,1,tr:lh:2022,37562,isad:lh:95920,Planex KP / T 355,l.O.: klevertje: Verzameling Frits de Mont.,,,
691d8750-2a4f-598e-ba36-5419563ef13e,tg:lhaq:8572,Items,1,,215880/38A,,Planex GT / T 159,,,,
f77c2ce3-f2e4-59d5-a8ba-44a9316f8d44,tg:lhaq:6645,Items,1,tr:lh:7281,179864/12,isad:lh:96004,Planex GT / CC 201,,,,
072ab442-1283-5a15-be6c-551daab57526,tg:lhaq:8972,Items,1,tr:lh:7497,197412/46,isad:lh:95953,S 5621 / I (Doos 2),De rol van burgeres werd door de actrice Suzanne Juchtmans vertolkt.,,,
983c56db-45da-57a4-abbf-4459bb7d5804,tg:lhaq:8071,Items,1,tr:lh:3430,68104,isad:lh:96029,SC 08 E 2,,,,
a6b4f824-f3e4-52d0-aba9-68086964e88c,tg:lhaq:8564,Items,1,,215880/30,,Planex GT / T 159,,,,
92bc5f32-8cc3-5cae-af4e-89a863dc734d,tg:lhaq:9375,Items,1,,148922/1-8,,Planex GT / P 27095,"Nummers 4 en, 6 ontbreken",,,
18b725d6-d09e-5e10-b626-63bcf0110102,tg:lhaq:8837,Items,1,tr:lh:7497,197408/53,isad:lh:95953,S 5621 / I (Doos 2),De rol van Waard werd door de acteur Lode van Beek vertolkt.,,,
356092e8-285e-56f9-85d3-8268e437455b,tg:lhaq:8358,Items,1,,215082/9,,GG 297 / I,,,,
88e66caf-a01c-587d-8011-19fab6278941,tg:lhaq:6891,Items,1,,174215/1,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, mei 1943

**Regie:** Joris Diels",,,
5cefb186-2116-5264-9e29-1f0dfc334436,tg:lhaq:8925,Items,1,tr:lh:7497,197411/10,isad:lh:95953,S 5621 / I (Doos 2),De rol van de oom van Capulet werd  door de acteur René Van de Putte vertolkt.,,,
05074748-061c-58bd-a419-c48de97af16f,tg:lhaq:9288,Items,1,tr:lh:7087,177575,isad:lh:95953,Planex GT / S 5621,,,,
8d814cfe-11f4-533e-b432-398ed79a9524,tg:lhaq:8860,Items,1,tr:lh:7497,197408/71,isad:lh:95953,S 5621 / I (Doos 2),,,,
10cba0ea-28a7-57bc-a240-9378953d3c21,tg:lhaq:8533,Items,1,,215880/3,,Planex GT / T 159,,,,
fd164bc6-f0b2-55ba-bd3d-208c01a24b72,tg:lhaq:6890,Items,1,,174218/5,,Planex GT / GG 129,"**Opvoering:** KNS van Antwerpen, 90ste speeljaar, oktober 1942

**Regie:** Joris Diels",,,
316e6d09-d2e7-5ef5-b2d4-cc47d9d3473d,tg:lhaq:8924,Items,1,tr:lh:7497,197411/9,isad:lh:95953,S 5621 / I (Doos 2),De rol van de Gravin Capulet werd  door de actrice Germaine Loosveldt vertolkt.,,,
5d4d39a4-a061-59b7-9924-7b68d7c9fb6d,tg:lhaq:6193,Items,1,tr:lh:5482,107890/9,isad:lh:167333,,Voor opvoering K.N.S. van Antwerpen van 29-11-1952 tot 04-12-1952.,V1 B 75 C7,D 4813 / 324,
1f778223-61d2-5325-9998-35169837004e,tg:lhaq:8861,Items,1,tr:lh:7497,197408/72,isad:lh:95953,S 5621 / I (Doos 2),De rollen van burgers werden door de acteurs Paul S'Jongers en Bernard Verheyden vertolkt.,,,
