ResourceID,brocade.id,card,order,ire.isaar.uuid,Artistic ISAAR Brocade ID,Artistic Actor Role,Artistic Actor Widget,Artistic Actor Identifier
f096fb19-867e-5d46-b7aa-c7485789ffc5,tg:lhbr:296136,ArtisticContent,3,32eeb15d-3831-570f-a44f-cb847e1ca842,au::8202,recipients (people),"dlod={""id"":""ark:/83110/x0/32eeb15d-3831-570f-a44f-cb847e1ca842"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/32eeb15d-3831-570f-a44f-cb847e1ca842
ad4547b6-916a-5a55-aed5-97beb4b96b1f,tg:lhbr:150655,ArtisticContent,1,bf8d8d65-98db-5cf1-bcef-0ac45a908177,au::19733,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/bf8d8d65-98db-5cf1-bcef-0ac45a908177"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/bf8d8d65-98db-5cf1-bcef-0ac45a908177
ad4547b6-916a-5a55-aed5-97beb4b96b1f,tg:lhbr:150655,ArtisticContent,2,3174e57f-96b5-5d2f-b00c-8650e7e1678d,au::3178,recipients (people),"dlod={""id"":""ark:/83110/x0/3174e57f-96b5-5d2f-b00c-8650e7e1678d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3174e57f-96b5-5d2f-b00c-8650e7e1678d
5840acb1-8a0b-5962-ae21-0a2f12ac130c,tg:lhbr:106035,ArtisticContent,1,1f47955c-2a10-593c-9076-85734674c9be,au::13267,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be
5840acb1-8a0b-5962-ae21-0a2f12ac130c,tg:lhbr:106035,ArtisticContent,2,76733a46-5561-5197-88e4-e1edb9994b0b,au::29295,recipients (people),"dlod={""id"":""ark:/83110/x0/76733a46-5561-5197-88e4-e1edb9994b0b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/76733a46-5561-5197-88e4-e1edb9994b0b
aeb1e0ae-32ea-507f-8a45-661f1ac1c1f9,tg:lhbr:47195,ArtisticContent,1,9132fbb1-9cc1-57b3-aa85-4165bef7a067,au::29671,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/9132fbb1-9cc1-57b3-aa85-4165bef7a067"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9132fbb1-9cc1-57b3-aa85-4165bef7a067
aeb1e0ae-32ea-507f-8a45-661f1ac1c1f9,tg:lhbr:47195,ArtisticContent,2,43973b4f-7fec-597e-953a-e795ba8d52e5,au::6431:::RSV.1,recipients (people),,
d2362082-f4d5-503c-9c00-ee0dad0764b3,tg:lhbr:238831,ArtisticContent,1,12a4d713-20e7-57ab-99ea-4a78e1afbbdf,au::33158,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/12a4d713-20e7-57ab-99ea-4a78e1afbbdf"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/12a4d713-20e7-57ab-99ea-4a78e1afbbdf
d2362082-f4d5-503c-9c00-ee0dad0764b3,tg:lhbr:238831,ArtisticContent,2,a35f9398-e71a-55a8-9c08-8634b7cca6cf,au::12171,recipients (people),"dlod={""id"":""ark:/83110/x0/a35f9398-e71a-55a8-9c08-8634b7cca6cf"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a35f9398-e71a-55a8-9c08-8634b7cca6cf
b9919b14-ec0d-5c02-8369-2b2e9c51d9f2,tg:lhbr:96865,ArtisticContent,1,946fbdc4-e0e0-5a49-bca5-9bf03e40f90d,au::12408,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/946fbdc4-e0e0-5a49-bca5-9bf03e40f90d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/946fbdc4-e0e0-5a49-bca5-9bf03e40f90d
b9919b14-ec0d-5c02-8369-2b2e9c51d9f2,tg:lhbr:96865,ArtisticContent,2,c37cc00d-b0f7-5de3-b215-7af59c953be4,au::4072,recipients (people),"dlod={""id"":""ark:/83110/x0/c37cc00d-b0f7-5de3-b215-7af59c953be4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c37cc00d-b0f7-5de3-b215-7af59c953be4
64b9eab4-3a89-5201-89fb-08345c98df89,tg:lhbr:209395,ArtisticContent,1,c61bc5f6-4462-58c5-aab3-d22e2b991538,au::12289,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/c61bc5f6-4462-58c5-aab3-d22e2b991538"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c61bc5f6-4462-58c5-aab3-d22e2b991538
64b9eab4-3a89-5201-89fb-08345c98df89,tg:lhbr:209395,ArtisticContent,2,6cd5cefd-c688-5c3d-afa9-06819855626c,au::5664,recipients (people),"dlod={""id"":""ark:/83110/x0/6cd5cefd-c688-5c3d-afa9-06819855626c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6cd5cefd-c688-5c3d-afa9-06819855626c
e2c34ed6-9c9e-5d27-a15c-7b7f0bed5293,tg:lhbr:291309,ArtisticContent,1,e39ae380-a28c-554f-ab33-df4c11d6bfa3,au::2833,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/e39ae380-a28c-554f-ab33-df4c11d6bfa3"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e39ae380-a28c-554f-ab33-df4c11d6bfa3
e2c34ed6-9c9e-5d27-a15c-7b7f0bed5293,tg:lhbr:291309,ArtisticContent,2,e607b34e-1be2-5e1b-870d-cb3a599b6d2c,au::15771,recipients (people),"dlod={""id"":""ark:/83110/x0/e607b34e-1be2-5e1b-870d-cb3a599b6d2c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e607b34e-1be2-5e1b-870d-cb3a599b6d2c
2194e31c-bf69-56da-a297-41a3f715e6e1,tg:lhbr:89769,ArtisticContent,1,a1aa42dc-00c8-5045-86c3-68549a1f10b6,au::35859,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/a1aa42dc-00c8-5045-86c3-68549a1f10b6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a1aa42dc-00c8-5045-86c3-68549a1f10b6
2194e31c-bf69-56da-a297-41a3f715e6e1,tg:lhbr:89769,ArtisticContent,2,47918c9c-75f7-59dd-b9bf-a1a44cb3f66d,au::18867:::SEV.1,recipients (people),,
2e2a4119-ff49-5ed4-93e3-fb36a6a0ca8e,tg:lhbr:729,ArtisticContent,1,9029505d-3dab-5aeb-bc78-c0d87433cd97,au::130,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/9029505d-3dab-5aeb-bc78-c0d87433cd97"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9029505d-3dab-5aeb-bc78-c0d87433cd97
2e2a4119-ff49-5ed4-93e3-fb36a6a0ca8e,tg:lhbr:729,ArtisticContent,2,83e481ff-50bb-5f14-98ca-67133fd12df1,au::14262,recipients (people),"dlod={""id"":""ark:/83110/x0/83e481ff-50bb-5f14-98ca-67133fd12df1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/83e481ff-50bb-5f14-98ca-67133fd12df1
ef391897-cfd7-571f-a3a3-8a60d3be975b,tg:lhbr:258230,ArtisticContent,1,73793a02-8df0-5966-837a-d6352f3be5f6,au::11159,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/73793a02-8df0-5966-837a-d6352f3be5f6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/73793a02-8df0-5966-837a-d6352f3be5f6
ef391897-cfd7-571f-a3a3-8a60d3be975b,tg:lhbr:258230,ArtisticContent,2,9db23628-b2ea-5982-aebe-0b7e1f9b2541,au::9752,recipients (people),"dlod={""id"":""ark:/83110/x0/9db23628-b2ea-5982-aebe-0b7e1f9b2541"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9db23628-b2ea-5982-aebe-0b7e1f9b2541
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,ArtisticContent,1,01637a9a-d2d7-59cf-8fb1-2063e1490fa5,au::6779,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/01637a9a-d2d7-59cf-8fb1-2063e1490fa5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/01637a9a-d2d7-59cf-8fb1-2063e1490fa5
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,ArtisticContent,2,4e0bf2f8-50ec-5592-a468-42d6a64be3dd,au::10964:::RSV.1,recipients (people),,
42883c45-714a-5d2d-b202-7e387214a590,tg:lhbr:269994,ArtisticContent,1,7a0af1b9-4336-5511-9692-cb4250be39fc,au::11960,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/7a0af1b9-4336-5511-9692-cb4250be39fc"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7a0af1b9-4336-5511-9692-cb4250be39fc
42883c45-714a-5d2d-b202-7e387214a590,tg:lhbr:269994,ArtisticContent,2,6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb,au::16219,recipients (people),"dlod={""id"":""ark:/83110/x0/6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6f3f9989-14d3-555c-9ff0-2fcf5a89e1cb
63b36526-6bcb-500b-9a32-f36837625edf,tg:lhbr:225700,ArtisticContent,1,fafbaa90-a76c-5c9a-9a51-921c7fd5d7fa,au::56433,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/fafbaa90-a76c-5c9a-9a51-921c7fd5d7fa"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/fafbaa90-a76c-5c9a-9a51-921c7fd5d7fa
63b36526-6bcb-500b-9a32-f36837625edf,tg:lhbr:225700,ArtisticContent,2,ec088980-6865-51bc-953c-71bb468e9977,au::16864,recipients (people),"dlod={""id"":""ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ec088980-6865-51bc-953c-71bb468e9977
48143836-c05e-5382-87fa-da81c50257d6,tg:lhbr:273160,ArtisticContent,1,b6f1b4d0-9098-5905-b7af-6f93bf373ae5,au::18740,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/b6f1b4d0-9098-5905-b7af-6f93bf373ae5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b6f1b4d0-9098-5905-b7af-6f93bf373ae5
48143836-c05e-5382-87fa-da81c50257d6,tg:lhbr:273160,ArtisticContent,2,186156b9-86fc-5f81-880d-a587bede6dbb,au::8110,recipients (people),"dlod={""id"":""ark:/83110/x0/186156b9-86fc-5f81-880d-a587bede6dbb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/186156b9-86fc-5f81-880d-a587bede6dbb
13978a84-fc31-5c75-b8d0-489abd96f5f1,tg:lhbr:157190,ArtisticContent,1,621eb848-eafc-5753-89d7-b9f1e053fb90,au::20950,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/621eb848-eafc-5753-89d7-b9f1e053fb90"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/621eb848-eafc-5753-89d7-b9f1e053fb90
13978a84-fc31-5c75-b8d0-489abd96f5f1,tg:lhbr:157190,ArtisticContent,2,8a8cdd97-0fe0-527a-afd5-e0d6da51084f,au::7887,recipients (people),"dlod={""id"":""ark:/83110/x0/8a8cdd97-0fe0-527a-afd5-e0d6da51084f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8a8cdd97-0fe0-527a-afd5-e0d6da51084f
2b1747bf-14ec-5c32-818f-1e2d15ab17e0,tg:lhbr:16030,ArtisticContent,1,ece501c9-6965-5975-b42d-d0a71f9067c7,au::2363,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/ece501c9-6965-5975-b42d-d0a71f9067c7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ece501c9-6965-5975-b42d-d0a71f9067c7
2b1747bf-14ec-5c32-818f-1e2d15ab17e0,tg:lhbr:16030,ArtisticContent,2,b74c702b-ac6a-5528-a91f-0f7c4e710b93,au::6922,recipients (people),"dlod={""id"":""ark:/83110/x0/b74c702b-ac6a-5528-a91f-0f7c4e710b93"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b74c702b-ac6a-5528-a91f-0f7c4e710b93
1d09c955-f032-5997-b0c0-b82941332021,tg:lhbr:40650,ArtisticContent,1,fdc7c904-75c8-5b70-954b-a1e374f6c6a3,au::4874,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/fdc7c904-75c8-5b70-954b-a1e374f6c6a3"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/fdc7c904-75c8-5b70-954b-a1e374f6c6a3
1d09c955-f032-5997-b0c0-b82941332021,tg:lhbr:40650,ArtisticContent,2,fc4c633d-f32f-52be-b01d-3d8acc110fd1,au::4167:::VZV.1,recipients (people),,
7fad8400-a87c-5930-9c3a-ad5e323646ec,tg:lhbr:152668,ArtisticContent,1,53423f5e-5822-5894-b481-04c3de74d675,au::19785,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/53423f5e-5822-5894-b481-04c3de74d675"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/53423f5e-5822-5894-b481-04c3de74d675
7fad8400-a87c-5930-9c3a-ad5e323646ec,tg:lhbr:152668,ArtisticContent,2,4bd7e24d-31b5-58a5-aea1-8cf52daeaff7,au::10994,recipients (people),"dlod={""id"":""ark:/83110/x0/4bd7e24d-31b5-58a5-aea1-8cf52daeaff7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4bd7e24d-31b5-58a5-aea1-8cf52daeaff7
65e9f4d9-7c65-5784-b012-c42a23dc72e7,tg:lhbr:104008,ArtisticContent,1,8285e69b-7e32-5408-9b8e-0b5f4518a1ae,au::29224,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/8285e69b-7e32-5408-9b8e-0b5f4518a1ae"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8285e69b-7e32-5408-9b8e-0b5f4518a1ae
65e9f4d9-7c65-5784-b012-c42a23dc72e7,tg:lhbr:104008,ArtisticContent,2,bcf681d1-b67d-5d9b-b815-ebae716e2ad0,au::10134,recipients (people),"dlod={""id"":""ark:/83110/x0/bcf681d1-b67d-5d9b-b815-ebae716e2ad0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/bcf681d1-b67d-5d9b-b815-ebae716e2ad0
14cc8cf8-03f4-5900-9cc9-736172f55a21,tg:lhbr:276698,ArtisticContent,1,2863ec8b-7ba9-51b4-a635-bf2715942822,au::3846,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/2863ec8b-7ba9-51b4-a635-bf2715942822"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2863ec8b-7ba9-51b4-a635-bf2715942822
14cc8cf8-03f4-5900-9cc9-736172f55a21,tg:lhbr:276698,ArtisticContent,2,16829556-b709-5582-871b-9c040f5e3b33,au::19743,recipients (people),"dlod={""id"":""ark:/83110/x0/16829556-b709-5582-871b-9c040f5e3b33"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/16829556-b709-5582-871b-9c040f5e3b33
a3905df9-3731-5233-ac6e-e78d833989b9,tg:lhbr:179538,ArtisticContent,1,06c121a1-cb5a-5467-9e42-9868b0ddbd6a,au::51360:::MWV.1,correspondents (correspondence writers),,
a3905df9-3731-5233-ac6e-e78d833989b9,tg:lhbr:179538,ArtisticContent,2,ac8e79a1-53c8-5949-b8d5-37225ccc6fb4,au::850,recipients (people),"dlod={""id"":""ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ac8e79a1-53c8-5949-b8d5-37225ccc6fb4
cac95552-b863-56fc-a750-068d3286fbaf,tg:lhbr:38498,ArtisticContent,1,7cb0c9af-ca5a-5ff0-b825-2fff76cf99a4,au::4613,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/7cb0c9af-ca5a-5ff0-b825-2fff76cf99a4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7cb0c9af-ca5a-5ff0-b825-2fff76cf99a4
cac95552-b863-56fc-a750-068d3286fbaf,tg:lhbr:38498,ArtisticContent,2,93d5aeaf-948a-5bb5-80f8-f6083a200d0f,au::24966,recipients (people),"dlod={""id"":""ark:/83110/x0/93d5aeaf-948a-5bb5-80f8-f6083a200d0f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/93d5aeaf-948a-5bb5-80f8-f6083a200d0f
8ed3f59a-8964-5a71-877d-079ff2155a18,tg:lhbr:94858,ArtisticContent,1,ad50be12-4eb9-5cca-8513-6172b464a49a,au::12083,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/ad50be12-4eb9-5cca-8513-6172b464a49a"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ad50be12-4eb9-5cca-8513-6172b464a49a
8ed3f59a-8964-5a71-877d-079ff2155a18,tg:lhbr:94858,ArtisticContent,2,d18f9d5c-fd5d-58dd-a8ee-429dc97bf5e7,au::11671,recipients (people),"dlod={""id"":""ark:/83110/x0/d18f9d5c-fd5d-58dd-a8ee-429dc97bf5e7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d18f9d5c-fd5d-58dd-a8ee-429dc97bf5e7
0838d877-fc51-5a98-a3cb-9f506f7c4456,tg:lhbr:41942,ArtisticContent,1,0390ae76-8bae-508f-9b3f-d598f6700421,au::5026,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/0390ae76-8bae-508f-9b3f-d598f6700421"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/0390ae76-8bae-508f-9b3f-d598f6700421
0838d877-fc51-5a98-a3cb-9f506f7c4456,tg:lhbr:41942,ArtisticContent,2,4ae5df61-7251-5bdf-8d8c-3fed33f32998,au::8060,recipients (people),"dlod={""id"":""ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4ae5df61-7251-5bdf-8d8c-3fed33f32998
b96857bc-83a6-5b05-80ec-c012cc88ce96,tg:lhbr:131346,ArtisticContent,1,9ff80436-0906-535b-b5fb-52a2ca0f8cef,au::16603,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/9ff80436-0906-535b-b5fb-52a2ca0f8cef"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9ff80436-0906-535b-b5fb-52a2ca0f8cef
b96857bc-83a6-5b05-80ec-c012cc88ce96,tg:lhbr:131346,ArtisticContent,2,c0bc130c-2e34-58bd-a061-5e2d81223f5b,au::18592,recipients (people),"dlod={""id"":""ark:/83110/x0/c0bc130c-2e34-58bd-a061-5e2d81223f5b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c0bc130c-2e34-58bd-a061-5e2d81223f5b
96fe6b40-985e-5c77-b3bf-980c937533e4,tg:lhbr:224812,ArtisticContent,1,e6096a06-50b9-59a9-9cd5-3e248c990a7b,au::21299:::DIV.1,correspondents (correspondence writers),,
96fe6b40-985e-5c77-b3bf-980c937533e4,tg:lhbr:224812,ArtisticContent,2,42cde316-7cb6-5aa4-93c0-6e5223f31b7e,au::4855,recipients (people),"dlod={""id"":""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e
2bf0965f-d263-551f-91f4-64a959287e7d,tg:lhbr:167526,ArtisticContent,1,96eb179e-ea28-5c00-94fd-62f5718c1996,au::14422,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/96eb179e-ea28-5c00-94fd-62f5718c1996"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/96eb179e-ea28-5c00-94fd-62f5718c1996
2bf0965f-d263-551f-91f4-64a959287e7d,tg:lhbr:167526,ArtisticContent,2,96eb179e-ea28-5c00-94fd-62f5718c1996,au::14422,recipients (people),"dlod={""id"":""ark:/83110/x0/96eb179e-ea28-5c00-94fd-62f5718c1996"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/96eb179e-ea28-5c00-94fd-62f5718c1996
529b6ce6-610c-5360-bf2a-2298f2f7fcfc,tg:lhbr:26486,ArtisticContent,1,cb527b63-a6a8-56a5-bce5-1864758afb64,au::3664,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/cb527b63-a6a8-56a5-bce5-1864758afb64"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/cb527b63-a6a8-56a5-bce5-1864758afb64
529b6ce6-610c-5360-bf2a-2298f2f7fcfc,tg:lhbr:26486,ArtisticContent,2,f7c35ace-df18-5c3c-958e-c0e0dea63fe7,au::26127,recipients (people),"dlod={""id"":""ark:/83110/x0/f7c35ace-df18-5c3c-958e-c0e0dea63fe7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f7c35ace-df18-5c3c-958e-c0e0dea63fe7
f39bc77a-59f9-5373-9aa7-f4375d88873d,tg:lhbr:268686,ArtisticContent,1,ece61ef1-755c-579d-a43d-f6472e1a108b,au::4879,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/ece61ef1-755c-579d-a43d-f6472e1a108b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ece61ef1-755c-579d-a43d-f6472e1a108b
f39bc77a-59f9-5373-9aa7-f4375d88873d,tg:lhbr:268686,ArtisticContent,2,1f47955c-2a10-593c-9076-85734674c9be,au::13267,recipients (people),"dlod={""id"":""ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1f47955c-2a10-593c-9076-85734674c9be
6025ed6d-a163-599e-b34e-7e2dde15114d,tg:lhbr:187772,ArtisticContent,1,e3bd5381-fd90-5f6b-917f-b755382963ef,au::52117,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/e3bd5381-fd90-5f6b-917f-b755382963ef"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e3bd5381-fd90-5f6b-917f-b755382963ef
6025ed6d-a163-599e-b34e-7e2dde15114d,tg:lhbr:187772,ArtisticContent,2,cd8761ff-2faf-5b12-bd37-1c7289d6309f,au::5868,recipients (people),"dlod={""id"":""ark:/83110/x0/cd8761ff-2faf-5b12-bd37-1c7289d6309f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/cd8761ff-2faf-5b12-bd37-1c7289d6309f
2683d620-dd6c-5150-9eb0-0206feb35089,tg:lhbr:97777,ArtisticContent,1,82ae79df-fa04-59ad-8453-e3eb2d805b27,au::36773,correspondents (correspondence writers),"dlod={""id"":""ark:/83110/x0/82ae79df-fa04-59ad-8453-e3eb2d805b27"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/82ae79df-fa04-59ad-8453-e3eb2d805b27
2683d620-dd6c-5150-9eb0-0206feb35089,tg:lhbr:97777,ArtisticContent,2,278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b,au::930,recipients (people),"dlod={""id"":""ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/278a2b1d-5bb5-5f42-8f2d-fd07673f1c1b
