ResourceID,brocade.id,card,Start Date,Start Date Type,End Date,End Date Type
4f5258bd-ea1d-5cc4-a7a5-9d9f6eb095de,tg:lhpr:2217_#3,ProductionTimeSpans,1875,nan,1876,nan
67ca6494-93f6-511a-8400-bf13849c1b06,tg:lhpr:2217_#4,ProductionTimeSpans,1875,nan,1876,nan
4dde5e72-6481-5b15-8d1b-3caba34cd6d0,tg:lhpr:2492_#1,ProductionTimeSpans,1915,nan,nan,nan
4451a736-5e48-57ed-9999-0e2aa7b23377,tg:lhpr:2492_#2,ProductionTimeSpans,1915,nan,nan,nan
433ea582-4e92-5388-b293-00ad70b284a3,tg:lhpr:2650_#1,ProductionTimeSpans,1885,nan,nan,nan
63af8c9f-de77-5d0a-8445-a527b3b307a5,tg:lhpr:2650_#2,ProductionTimeSpans,1885,nan,nan,nan
12e6c8a4-a3a4-574e-a198-80e09bc5b2a4,tg:lhpr:10344_#1,ProductionTimeSpans,1917,nan,nan,nan
49992c5e-9cb6-587d-8547-f8697e017af8,tg:lhpr:10344_#2,ProductionTimeSpans,1917,nan,nan,nan
6eb36cfe-7a69-5489-9659-865b1723a238,tg:lhpr:6804_#1,ProductionTimeSpans,1930,datum vóór,nan,nan
bc97889f-3795-5c35-a90e-5ed5190ec90c,tg:lhpr:6804_#2,ProductionTimeSpans,1930,datum vóór,nan,nan
25cae331-3467-5f68-ba3e-6556a5685836,tg:lhpr:6804_#3,ProductionTimeSpans,1930,datum vóór,nan,nan
90bab23d-40b0-54ea-8be3-b38572333209,tg:lhpr:3325_#1,ProductionTimeSpans,1982,nan,nan,nan
519e9921-b844-5e28-8f50-f97f42416978,tg:lhpr:3325_#2,ProductionTimeSpans,1982,nan,nan,nan
2c8da050-d9e5-589a-a74f-bb370d540f7f,tg:lhpr:10763_#1,ProductionTimeSpans,1881,nan,nan,nan
d55f2c30-93e6-5676-9321-7eab4826c95a,tg:lhpr:10763_#2,ProductionTimeSpans,1881,nan,nan,nan
1248f8e3-381f-59b8-976f-75061e22092b,tg:lhpr:6776_#1,ProductionTimeSpans,1931,reconstructie,nan,nan
09132eaa-3f1f-5b7e-b8bf-ac09608ce74b,tg:lhpr:6776_#2,ProductionTimeSpans,1931,reconstructie,nan,nan
