ResourceID,brocade.id,card,order,source_field,Immaterial Record
166c85e5-734d-504b-b7a5-e7f450482a9e,tg:lhpr:2776_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""422cbda1-5180-5412-9fe9-1c33714809fd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d885e42-c340-4fd8-a35a-12ca99ede4f1"", ""inverseOntologyProperty"": """"}]"
bec814e6-4452-555a-8060-37d6d7474d09,tg:lhpr:2326_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f017d3b5-64a2-4b4e-b4a3-7bac3d588fae"", ""inverseOntologyProperty"": """"}]"
39dd4dd4-f2e9-54de-a419-d69448d31270,tg:lhpr:2326_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d9983160-8c2f-417f-ae9c-e1e20e1dc61d"", ""inverseOntologyProperty"": """"}]"
c5d47004-827c-5950-91a2-53364633f16f,tg:lhpr:2326_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""848605bf-9807-4011-bf4a-ced3c92946d6"", ""inverseOntologyProperty"": """"}]"
0cc3999a-0c35-5eea-bdf1-1662bddabd31,tg:lhpr:2326_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a1ad5bec-2075-4571-b388-89294bdd9e14"", ""inverseOntologyProperty"": """"}]"
f30e41d9-6df5-5ae3-abdb-a823c195fce9,tg:lhpr:2326_#5,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0c565369-a5b2-41c5-9582-d6f719fcfe3a"", ""inverseOntologyProperty"": """"}]"
0245f78f-c67b-5c75-b618-4d6e98443efa,tg:lhpr:2326_#6,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""db2065f3-9027-4bf8-8a9a-aece2b15a9e8"", ""inverseOntologyProperty"": """"}]"
4f6010a5-e546-59d9-aa84-589d757a167e,tg:lhpr:2326_#7,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2c0e1fe1-494c-4be8-a300-748b470da99d"", ""inverseOntologyProperty"": """"}]"
1bd2d42e-821f-5c40-b141-3f4b22afb5ba,tg:lhpr:2326_#8,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""47205cb0-793f-583c-a9d9-a60f9b2a0e0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""519f3af7-92b9-40ef-97c1-eae629884ade"", ""inverseOntologyProperty"": """"}]"
50d69858-22f4-540f-aa8f-61e47594ef11,tg:lhpr:2598_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""ea411509-ffb6-5ad6-bff0-0f500c46ee7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b209d455-acfa-43bf-821c-e4d5972beff3"", ""inverseOntologyProperty"": """"}]"
f21d6014-6749-5ed4-ab6a-d583e70367dd,tg:lhpr:2598_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""ea411509-ffb6-5ad6-bff0-0f500c46ee7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5f4a90cc-22a1-460d-b531-292eb8f8396c"", ""inverseOntologyProperty"": """"}]"
a831b59e-d77a-560c-9705-4af5bf014042,tg:lhpr:2598_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""ea411509-ffb6-5ad6-bff0-0f500c46ee7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ec54a962-8c83-4e81-a992-64d603c2d505"", ""inverseOntologyProperty"": """"}]"
fce143ea-6437-5828-81a4-d43a8bbbe961,tg:lhpr:2465_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""d60767d0-2150-5881-9607-65e0a1f276af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""74d0c86f-352f-48af-87c3-2ceb5fc772f3"", ""inverseOntologyProperty"": """"}]"
6dc1b9ee-7e6c-5c38-b8fa-79910be687f0,tg:lhpr:2465_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""d60767d0-2150-5881-9607-65e0a1f276af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1de3c037-46af-4bc4-a9fd-87f7268f3d46"", ""inverseOntologyProperty"": """"}]"
47e1f14e-c52c-58d3-a230-7e010e84cae7,tg:lhpr:1463_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""ac0d5c5f-869a-5599-b360-73ad50a47770"", ""ontologyProperty"": """", ""resourceXresourceId"": ""303131ee-3071-4586-882b-8ec618588d0c"", ""inverseOntologyProperty"": """"}]"
14e3c066-680f-54c0-87a2-f58f481b4d05,tg:lhpr:1463_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""ac0d5c5f-869a-5599-b360-73ad50a47770"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f8c5eed9-cf03-499f-966e-143d65d897cd"", ""inverseOntologyProperty"": """"}]"
67de18a5-e353-555e-b35a-5fc91d3ee608,tg:lhpr:3286_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""88939f99-bfcc-5809-ae4c-abe8f1583128"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a41f356-92fc-4128-a308-00f668aab956"", ""inverseOntologyProperty"": """"}]"
4cd41920-f108-5fd6-9be4-3ce701cdd6ae,tg:lhpr:3286_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""88939f99-bfcc-5809-ae4c-abe8f1583128"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e3f3931f-afa2-4701-bf4f-70b3f569388d"", ""inverseOntologyProperty"": """"}]"
4e691bfd-69ed-58fa-943b-c57147ba8a7d,tg:lhpr:3013_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""0a3899d6-b254-55d3-9a21-fff1cda9f62e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f9598686-58dd-4005-afd1-6f324082f51d"", ""inverseOntologyProperty"": """"}]"
394e605c-c13a-56fb-a8e6-610e9da7a3ea,tg:lhpr:3013_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""0a3899d6-b254-55d3-9a21-fff1cda9f62e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c252d1da-4ccd-4ddc-b620-41942f24988f"", ""inverseOntologyProperty"": """"}]"
0499f7a2-f472-5a91-93ed-3d963ac342ec,tg:lhpr:4294_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""00006491-420c-5c5a-a4d4-111d45e2b856"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4ae812c5-80a5-4735-b1eb-160ef3a2b35a"", ""inverseOntologyProperty"": """"}]"
337a5587-81a3-550e-b052-58c1ff753296,tg:lhpr:4294_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""00006491-420c-5c5a-a4d4-111d45e2b856"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cc740037-a993-4f7b-b37a-c8036b0687ca"", ""inverseOntologyProperty"": """"}]"
1f3b33aa-69c6-530e-bf0e-164603ef978a,tg:lhpr:2157_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""5571df21-6d13-5343-aaa8-5075518bdfd4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d7ff83ef-366b-4c15-96f8-72bffacff997"", ""inverseOntologyProperty"": """"}]"
c465e10a-40ec-5097-bfa2-dc7cc939d2ec,tg:lhpr:2157_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""5571df21-6d13-5343-aaa8-5075518bdfd4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e728e81d-1842-43c6-a6ae-f8967891bbb6"", ""inverseOntologyProperty"": """"}]"
2440943c-460e-5886-bdaf-9c5bbd56ae9b,tg:lhpr:2229_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""6f81db94-3291-5cd4-a7d0-e78802136a70"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e45c127b-b8ec-4541-b26c-3e33d6965b4b"", ""inverseOntologyProperty"": """"}]"
a58cc1f4-0975-5625-8435-abdb928c57ef,tg:lhpr:2229_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""6f81db94-3291-5cd4-a7d0-e78802136a70"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e7a90f9e-acbd-4e31-9048-8754d581f0b1"", ""inverseOntologyProperty"": """"}]"
22d7b8ed-08fc-53e5-872a-6970cbd693f7,tg:lhpr:2229_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""6f81db94-3291-5cd4-a7d0-e78802136a70"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad2bacc9-5d39-4b56-a439-a4bf650d6c2c"", ""inverseOntologyProperty"": """"}]"
b560fb5d-9422-5d71-bba0-6ecf49470c79,tg:lhpr:2229_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""6f81db94-3291-5cd4-a7d0-e78802136a70"", ""ontologyProperty"": """", ""resourceXresourceId"": ""70147147-044d-4a47-8204-a62383fb1ee3"", ""inverseOntologyProperty"": """"}]"
f315ef23-c2cb-577f-96d4-457158aa498f,tg:lhpr:9259_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""66f1c1ac-e33c-5be2-9c7a-a6c989613172"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3abd83c3-0354-495f-bf50-7daf053aa81b"", ""inverseOntologyProperty"": """"}]"
1d9f4746-457b-58b0-928d-4081c7ce1ef6,tg:lhpr:9259_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""66f1c1ac-e33c-5be2-9c7a-a6c989613172"", ""ontologyProperty"": """", ""resourceXresourceId"": ""721fc62f-eac9-4e26-b681-6b6c5b5c60d1"", ""inverseOntologyProperty"": """"}]"
edf4ec9a-542d-5f6c-b483-241a30394f2b,tg:lhpr:2566_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""63816cdc-a17f-5455-ad12-d21efa05a238"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d6fb6456-e7ff-45ff-941a-ab3389d28d2e"", ""inverseOntologyProperty"": """"}]"
619fbc27-a65f-54eb-b991-1ed9f5c35aa2,tg:lhpr:2566_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""63816cdc-a17f-5455-ad12-d21efa05a238"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2de42e09-26e4-41e6-8921-d533f4a166e7"", ""inverseOntologyProperty"": """"}]"
9fa66a1c-6ee9-5142-994b-6f00546d3ce7,tg:lhpr:2423_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""19dcbb46-1c95-51c4-91e3-66e05da2f609"", ""ontologyProperty"": """", ""resourceXresourceId"": ""98aadddd-d69b-4bb2-ab9b-c4f51abcf16b"", ""inverseOntologyProperty"": """"}]"
98ad790f-83f7-5077-a2e6-9c9c5d02319a,tg:lhpr:2423_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""19dcbb46-1c95-51c4-91e3-66e05da2f609"", ""ontologyProperty"": """", ""resourceXresourceId"": ""56402367-28bc-4d20-9dd8-72af49519b3a"", ""inverseOntologyProperty"": """"}]"
5203142f-793e-535f-9784-1fa1a50f9f99,tg:lhpr:3320_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4f1d26ec-9c18-5810-a610-6a95a188b204"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f8eb6b7a-b924-4715-94b8-c8befd8b0acc"", ""inverseOntologyProperty"": """"}]"
52beb4c7-e86a-5857-93cc-1f12fba30d86,tg:lhpr:3320_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4f1d26ec-9c18-5810-a610-6a95a188b204"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6a143c0a-f67c-444c-b34b-a3e2a19af348"", ""inverseOntologyProperty"": """"}]"
665257ae-fe50-5442-979f-82a2b2ac5bcc,tg:lhpr:6964_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""b2e38592-bd38-595b-b5c3-d7b48ba6fa52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""992b97ca-3698-4188-b477-9e2eca633ce6"", ""inverseOntologyProperty"": """"}]"
d9a7e613-673c-586e-876f-c749f6e239fe,tg:lhpr:6964_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""b2e38592-bd38-595b-b5c3-d7b48ba6fa52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""544681c5-38f9-4034-bdc6-be54e4a38aba"", ""inverseOntologyProperty"": """"}]"
2c435cc7-e638-5380-9357-d8325242ea1d,tg:lhpr:2858_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""fb4c969a-1140-5d82-8950-a188d26b2201"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c1dfdb00-22a7-4ca0-a1b2-9cdd19eaefc1"", ""inverseOntologyProperty"": """"}]"
3ee4c7df-5aa7-5f47-a952-e6a0fe98bce6,tg:lhpr:2858_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""fb4c969a-1140-5d82-8950-a188d26b2201"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ae103449-fd1c-4c54-9187-dc1e7fb4f564"", ""inverseOntologyProperty"": """"}]"
802cf9a1-9b85-5c94-a607-80bd751858c8,tg:lhpr:2858_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""fb4c969a-1140-5d82-8950-a188d26b2201"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4c354631-4d5e-4174-8c23-166a8f821330"", ""inverseOntologyProperty"": """"}]"
a700f9d6-b623-59ff-815f-82ec11802d0b,tg:lhpr:2858_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""fb4c969a-1140-5d82-8950-a188d26b2201"", ""ontologyProperty"": """", ""resourceXresourceId"": ""00e77d6f-369d-4435-9794-49d1953b7aa3"", ""inverseOntologyProperty"": """"}]"
5ebbb908-4853-5cba-a2cd-a451426177e0,tg:lhpr:2858_#5,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""fb4c969a-1140-5d82-8950-a188d26b2201"", ""ontologyProperty"": """", ""resourceXresourceId"": ""84281f95-78d4-4562-abf1-7863a49995d5"", ""inverseOntologyProperty"": """"}]"
39a65761-8dab-54fa-88ed-5b5e0ae3394c,tg:lhpr:2049_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""18ef81f5-706b-5b33-ab33-5308810795c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e10c5849-20e7-47ab-9d5a-4fd90da1b80b"", ""inverseOntologyProperty"": """"}]"
3ce3c3ae-9714-5328-b232-8e3568fbf296,tg:lhpr:2049_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""18ef81f5-706b-5b33-ab33-5308810795c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1445f303-1ac5-4cb0-a831-0ab7fb48c9dd"", ""inverseOntologyProperty"": """"}]"
343ff997-55df-5035-a695-e029938cc974,tg:lhpr:6909_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""25e1c049-3a5f-5a00-98d2-941021ebb951"", ""ontologyProperty"": """", ""resourceXresourceId"": ""176cc30c-b8f4-484f-897f-858cc50da8d0"", ""inverseOntologyProperty"": """"}]"
3ed08327-088b-5a03-8b89-a1a7b5e9bedf,tg:lhpr:6909_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""25e1c049-3a5f-5a00-98d2-941021ebb951"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fefdee7a-d3cf-4556-aaef-7f052ad7978a"", ""inverseOntologyProperty"": """"}]"
a2856a5b-c702-555d-8807-66275beb3ed5,tg:lhpr:2434_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""c061f767-2dd5-5428-ad34-e1dd639160a4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3f7e9c52-1b24-4a95-b25e-bf5a91542eb3"", ""inverseOntologyProperty"": """"}]"
fba19a9d-3403-5522-8703-e4e95af075f7,tg:lhpr:2434_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""c061f767-2dd5-5428-ad34-e1dd639160a4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""977b7cfe-7f71-4cbb-a604-04f9917a6c5d"", ""inverseOntologyProperty"": """"}]"
aaf4907a-b6f6-50c5-85ba-a6d5c4accd05,tg:lhpr:10771_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""58644418-bc9f-5e31-bbb3-1e029dc86730"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3eb595e6-6f40-4dbe-bfb6-99f8c6687e5d"", ""inverseOntologyProperty"": """"}]"
a3d0d05b-88db-522e-b30a-9a04c76675d9,tg:lhpr:10771_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""58644418-bc9f-5e31-bbb3-1e029dc86730"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d145a0fe-842e-44bb-a91b-ef171e3d1a60"", ""inverseOntologyProperty"": """"}]"
97e8b586-4d89-5fed-9123-d66be78003b4,tg:lhpr:10771_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""58644418-bc9f-5e31-bbb3-1e029dc86730"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5982b235-8a5e-4ab3-aca2-1f0250e9be14"", ""inverseOntologyProperty"": """"}]"
e6f7d392-a563-5fc0-85f6-56f49225306f,tg:lhpr:10771_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""58644418-bc9f-5e31-bbb3-1e029dc86730"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17ae1f09-c7c4-4d43-8b21-ac1884760cb2"", ""inverseOntologyProperty"": """"}]"
558d0ce3-bf2e-57b9-af58-e25b5710243d,tg:lhpr:10272_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4fb5affc-6d1b-5915-b00d-c8348119a89a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""002d9070-5ed9-459b-be5e-568a4ec8d20a"", ""inverseOntologyProperty"": """"}]"
6a9a2041-91a1-5323-93f0-9a72b12973ac,tg:lhpr:10272_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""4fb5affc-6d1b-5915-b00d-c8348119a89a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9dd17208-1651-4e45-b3a2-ede9055c243f"", ""inverseOntologyProperty"": """"}]"
28681411-ed4a-5107-9032-4faa153f1e95,tg:lhpr:2906_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""09e21c08-3d78-597d-ba2b-fc7f13c19a7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5d9ab337-a402-4c24-8dda-f604cd7a083d"", ""inverseOntologyProperty"": """"}]"
d74a6745-ee1c-5f81-8cab-a60eb1ff78d2,tg:lhpr:2906_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""09e21c08-3d78-597d-ba2b-fc7f13c19a7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e28329e6-8466-4389-b49e-447a02608d5d"", ""inverseOntologyProperty"": """"}]"
b125e54a-1f2e-5d5e-a7a9-ff38ffe10d57,tg:lhpr:2906_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""09e21c08-3d78-597d-ba2b-fc7f13c19a7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3800385e-4fe8-4a02-acfb-0540c85b9efe"", ""inverseOntologyProperty"": """"}]"
70a8e4bc-b058-5c81-96bd-93dfe98c93c6,tg:lhpr:2052_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""e816061e-7266-5949-896f-fcabe6d893c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8cb2ad4f-e03d-4728-b43d-f2f85d4c3e95"", ""inverseOntologyProperty"": """"}]"
b46aab32-f662-5543-801e-d146a0c08385,tg:lhpr:2052_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""e816061e-7266-5949-896f-fcabe6d893c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8dbf9c01-ca65-4abc-99ba-a134ec0a689d"", ""inverseOntologyProperty"": """"}]"
66dcb992-ca3b-5b36-a3cd-95b3a074454d,tg:lhpr:2052_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""e816061e-7266-5949-896f-fcabe6d893c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a4e2054b-601f-4ce7-981b-d8af133cd114"", ""inverseOntologyProperty"": """"}]"
8b3795c4-07a2-5016-a682-f58f570c2598,tg:lhpr:2052_#4,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""e816061e-7266-5949-896f-fcabe6d893c7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3dd89975-ac28-4813-b566-5d43ba1fea70"", ""inverseOntologyProperty"": """"}]"
c032892d-65cf-5341-943b-e8a23c7f83c0,tg:lhpr:4190_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""6c4dcece-06fe-579e-924d-c4d439ae60b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""96db6f65-35a6-4aef-9158-83dc3533f2df"", ""inverseOntologyProperty"": """"}]"
c1c911af-32c8-57a7-9c89-e132f544495d,tg:lhpr:4190_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""6c4dcece-06fe-579e-924d-c4d439ae60b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""70575d67-e1dd-4563-827d-e985f2a21759"", ""inverseOntologyProperty"": """"}]"
59628a71-d2ea-5cce-9f37-b469b26cbcb4,tg:lhpr:4190_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""6c4dcece-06fe-579e-924d-c4d439ae60b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""60742bea-de1b-4e41-8384-a4bbf35db407"", ""inverseOntologyProperty"": """"}]"
3dff42c0-1d46-5087-a286-6c199d783932,tg:lhpr:4344_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""c7c82dfb-8b97-5328-941a-231a8acf9a64"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c06557fe-eca4-4ac0-bf1c-5830bc0e8916"", ""inverseOntologyProperty"": """"}]"
52eb76f6-7c8c-5e3a-ad78-144fd1bd8064,tg:lhpr:4344_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""c7c82dfb-8b97-5328-941a-231a8acf9a64"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d164d94e-28ff-4507-8dd8-5b75c58a0dca"", ""inverseOntologyProperty"": """"}]"
b6e731ec-b77a-5d75-9e08-a66604c68074,tg:lhpr:4344_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""c7c82dfb-8b97-5328-941a-231a8acf9a64"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b4e45b88-98b9-4c12-af9a-c4ed9ac02273"", ""inverseOntologyProperty"": """"}]"
7e702d72-db78-55ec-aca5-d117252d5be5,tg:lhpr:3481_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""7e2fad21-78ef-588f-a055-f47542a37e3f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7cc8bcaa-84f8-40e6-8358-f5c0ee9d9156"", ""inverseOntologyProperty"": """"}]"
3410febe-1eaa-516f-84ed-55fa7299a552,tg:lhpr:3481_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""7e2fad21-78ef-588f-a055-f47542a37e3f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8c6dd322-370c-41d5-889c-211d446ab6d0"", ""inverseOntologyProperty"": """"}]"
067733a2-31ed-5350-95b8-575ed903b40c,tg:lhpr:9126_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""07bf6600-1501-5756-a71f-2a8df3eada7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ddea84b5-51d3-47b2-aca9-54e0b8a1be88"", ""inverseOntologyProperty"": """"}]"
1076d070-2147-5863-b858-9b4f5ae7ad3d,tg:lhpr:9126_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""07bf6600-1501-5756-a71f-2a8df3eada7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""84209b3f-313e-4e16-b5fd-ac7df8e8f1cb"", ""inverseOntologyProperty"": """"}]"
0227d9d0-f0f2-5bc0-bcfb-ae1f6391709a,tg:lhpr:1351_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""2fc5b956-4f27-5a59-bfeb-b70774ec9d67"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ddd82140-23f8-46ea-9850-9bad4a7cc5c3"", ""inverseOntologyProperty"": """"}]"
b9786f85-006b-5714-9c4f-3dee6d1e1c6c,tg:lhpr:1351_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""2fc5b956-4f27-5a59-bfeb-b70774ec9d67"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a1346e1c-11d0-4392-8649-81cea813a396"", ""inverseOntologyProperty"": """"}]"
1d09a407-71b7-5b75-afef-5237ea19dcf3,tg:lhpr:1351_#3,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""2fc5b956-4f27-5a59-bfeb-b70774ec9d67"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b7f49400-fb0a-4022-9347-31c825173ad6"", ""inverseOntologyProperty"": """"}]"
4bd96f8b-081e-5528-b6c8-712e7a7dd41e,tg:lhpr:11245_#1,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""f625fed7-4d78-5663-9971-367d3bf0db76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0feb5ddf-a8af-4e11-b2a3-5109035d7c89"", ""inverseOntologyProperty"": """"}]"
6e74f869-378d-503b-a2f2-f73fa6d1ba1e,tg:lhpr:11245_#2,ImmaterialRecord,1,brocade.immaterial_uuid,"[{""resourceId"": ""f625fed7-4d78-5663-9971-367d3bf0db76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e413070-373e-4076-b5d6-87d0f5c445f9"", ""inverseOntologyProperty"": """"}]"
