ResourceID,brocade.id,card,order,Acquisition Note,Registration Number value,Location Number,Archive Note,adm.note,Warehouse Location (begin),Serial Number
3dff42c0-1d46-5087-a286-6c199d783932,tg:lhpr:4344_#1,Items,1,tr:lh:2213,43155/8,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
160

Gepubliceerd door uUitgeverij De Sikkel, Antwerpen - C. A. Mees, Santpoort,
1922",,
52eb76f6-7c8c-5e3a-ad78-144fd1bd8064,tg:lhpr:4344_#2,Items,1,tr:lh:5514,108576/1a,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
160

Gepubliceerd door uUitgeverij De Sikkel, Antwerpen - C. A. Mees, Santpoort,
1922",,
b6e731ec-b77a-5d75-9e08-a66604c68074,tg:lhpr:4344_#3,Items,1,tr:lh:7634,212828/1,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
160

Gepubliceerd door uUitgeverij De Sikkel, Antwerpen - C. A. Mees, Santpoort,
1922",,
7e702d72-db78-55ec-aca5-d117252d5be5,tg:lhpr:3481_#1,Items,1,tr:lh:4674,89056/25,S 932 / I,isad:lh:96489,"Gepubliceerd in _Lijmen gevolgd door het Been_, Manteau, 1943, p. 207

Ook in het bezit van het Letterenhuis: een mechanische afdruk (repro) van deze
prent die behoort tot een reeks van 13 repro's (inv. nr: 220490/2-14,
plaatsing: S 932/I (KT) doos) aan ons geschonken door Atelier De Ganzen weide,
Uithoorn. Naar aanleiding van een heruitgave van Lijmen/ Het been 2007. (boek
is ook in ons bezit).",,
3410febe-1eaa-516f-84ed-55fa7299a552,tg:lhpr:3481_#2,Items,1,,220490/2-14,S 932 / I,,"Gepubliceerd in _Lijmen gevolgd door het Been_, Manteau, 1943, p. 207

Ook in het bezit van het Letterenhuis: een mechanische afdruk (repro) van deze
prent die behoort tot een reeks van 13 repro's (inv. nr: 220490/2-14,
plaatsing: S 932/I (KT) doos) aan ons geschonken door Atelier De Ganzen weide,
Uithoorn. Naar aanleiding van een heruitgave van Lijmen/ Het been 2007. (boek
is ook in ons bezit).",,
067733a2-31ed-5350-95b8-575ed903b40c,tg:lhpr:9126_#1,Items,1,,220657,A 2313 / I,,221152: Premieprent voor 2010 van Kunstkring Jacques Gorus.,,
1076d070-2147-5863-b858-9b4f5ae7ad3d,tg:lhpr:9126_#2,Items,1,,221152,A 2313 / I,,221152: Premieprent voor 2010 van Kunstkring Jacques Gorus.,,
0227d9d0-f0f2-5bc0-bcfb-ae1f6391709a,tg:lhpr:1351_#1,Items,1,,198985,Planex GP / B 435,isad:lh:96256,"De randen van het papier zijn gerafeld en hebben nagelgaten (oorspronkelijk was het genageld aan de kader).
Maar de afbeelding op zich is eigenlijk in uitstekende staat.
18/06/2003.",,
b9786f85-006b-5714-9c4f-3dee6d1e1c6c,tg:lhpr:1351_#2,Items,1,tr:lh:1978,36522,Planex GP / B 435,,"Met opdracht aan Alfons Mertens en Emma Loose, 10.10.1896",,
1d09a407-71b7-5b75-afef-5237ea19dcf3,tg:lhpr:1351_#3,Items,1,tr:lh:4765,92933,Planex GP / B 435,,Moeilijk geschreven opdracht: 'Met beste herinneringen aan mijn gewezen leraar Jan de Keuster',,
4bd96f8b-081e-5528-b6c8-712e7a7dd41e,tg:lhpr:11245_#1,Items,1,tr:lh:3026,60419/2,,,,V1 B 76 A3,ICO-GF-004
6e74f869-378d-503b-a2f2-f73fa6d1ba1e,tg:lhpr:11245_#2,Items,1,,25609,,,,V1 B 76 A3,ICO-GF-004
30a2a4e1-9238-56bc-b581-d4443236bac5,tg:lhpr:11245_#3,Items,1,tr:lh:3026,60419/4,,,,V1 B 76 A3,ICO-GF-004
f46d3679-9035-58db-ad1c-ff9762f0a45d,tg:lhpr:2496_#1,Items,1,tr:lh:294,7026,"Planex GP / IX, 3",,,,
d2e7820a-d525-59d7-a682-a69ccfb14a9b,tg:lhpr:2496_#2,Items,1,tr:lh:2465,47835,"Planex GP / IX, 3",,,,
e8205940-6a71-52fe-9b0e-017901cd5a81,tg:lhpr:2496_#3,Items,1,,164267,"Planex GP / IX, 3",,,,
147e3521-89f3-5d61-8292-a218f30f00c7,tg:lhpr:2880_#1,Items,1,tr:lh:4772,93944,"Planex GP / X, 3",isad:lh:96451,,,
bc3776de-a848-5723-b8cc-f76e3ac3dc91,tg:lhpr:2880_#2,Items,1,tr:lh:5427,106450,"Planex GP / X, 3",isad:lh:96455,,,
90c7c59e-a43a-5074-a1ab-24a832e1f39d,tg:lhpr:2479_#1,Items,1,,64051,"Planex GP / IX, 2",,(1)Enkel deze prent vermeldt de naam van de artiest.,,
b3a81e7c-bf7c-55dc-81bc-3c3547ea4d41,tg:lhpr:2479_#2,Items,1,,141986,"Planex GP / IX, 2",,(1)Enkel deze prent vermeldt de naam van de artiest.,,
5c6864ab-0711-592b-a887-80f54238b2bb,tg:lhpr:4145_#1,Items,1,tr:lh:5371,105492,O 345 / I,isad:lh:96526,,,
34ccd491-016a-5e45-b718-22f01ac6aa60,tg:lhpr:4145_#2,Items,1,tr:lh:5841,122661/1-4,O 345 / I,isad:lh:96528,,,
37741ec2-e80a-5e17-8794-450e3353991b,tg:lhpr:9262_#1,Items,1,tr:lh:891,16184/2,Planex GP / P 954,isad:lh:96673,De spotprent is de titelpagina van het maandblad L' Estrille (nr 8 van het jaar 1868).,,
f5cd3b70-0ab5-5baf-9501-dc1aca0bbf18,tg:lhpr:9262_#2,Items,1,,146115/5,Planex GP / P 954,isad:lh:96673,"De spotprent is de titelpagina van het maandblad L' Estrille (nr 8 van het jaar 1868).  
In bezit van het AMVC-Letterenhuis vanaf 29/01/1987. Uit het archief
van het ANZ.",,
723ce361-0a03-5d3a-9675-1733c163a5e5,tg:lhpr:6803_#1,Items,1,tr:lh:604,11656/B,Planex GT 353,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",,
c84a68dc-285f-5274-8469-6607dde0415a,tg:lhpr:6803_#2,Items,1,tr:lh:692,14401/B,Planex GT 353,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",,
f3912089-2bd2-51cc-a20e-25ff6d1e23cb,tg:lhpr:6803_#3,Items,1,,86995/B,Planex GT 353,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",,
61dbcd30-1866-52e9-bcd4-48c18fdcbc86,tg:lhpr:9133_#1,Items,1,tr:lh:891,16184/1,Planex GP / P 954,isad:lh:96673,,,
5aa12087-4124-57da-8e20-a2de7c5763ef,tg:lhpr:9133_#2,Items,1,,146115/6,Planex GP / P 954,isad:lh:96673,"In bezit van het AMVC-Letterenhuis vanaf 29/01/1987. Uit het archief
van het ANZ.",,
68181e5d-2821-5d6a-a171-e72f72e33e03,tg:lhpr:1554_#1,Items,1,tr:lh:604,11656/D,I 353/I Planex GT,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",V1 B,
a1e94099-5c2b-5823-85d4-ab7ed150dfed,tg:lhpr:1554_#2,Items,1,tr:lh:692,14401/D,I 353/I Planex GT,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",V1 B,
ae46f27a-f177-535a-b090-ffc79e3f886f,tg:lhpr:1554_#3,Items,1,,86995/D,I 353/I Planex GT,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",V1 B,
4d57faca-b7de-5a4d-a86f-2491bdddef70,tg:lhpr:1554_#4,Items,1,tr:lh:139964,,,isad:lh:144190,"rechtsonder in potlood gesigneerd """"F Van Immerseel",,S 935 / 471
d851c0c5-8549-5f79-99bf-b18cdff83667,tg:lhpr:2102_#1,Items,1,tr:lh:1492,27253,SC 46 C 2,,,,
7beaf856-9d90-587e-be9b-c3ebaaf4cb21,tg:lhpr:2102_#2,Items,1,tr:lh:2212,43539/5,SC 46 C 2,,,,
9fce4525-09d5-5cba-aeb0-7229ece58b11,tg:lhpr:2102_#3,Items,1,tr:lh:2637,51975,"Planex GT / VI,5",,,,
7498d873-58ae-531c-8e32-464f9b20976d,tg:lhpr:2417_#1,Items,1,tr:lh:1438,24990/2,"Planex GP / IX, 1",,,,
f891b1f2-f7e1-5668-9025-4a8aff6f4146,tg:lhpr:2417_#2,Items,1,tr:lh:2413,47321/1,"Planex GP / IX, 1",isad:lh:96352,,,
305d8b41-35ff-5a8b-a807-cc012bd5b9f5,tg:lhpr:2417_#3,Items,1,tr:lh:2974,59944/1,"Planex GP / IX, 1",isad:lh:96391,,,
23f1302c-1894-5856-8d34-016284974444,tg:lhpr:2417_#4,Items,1,,108284,"Planex GP / IX, 1",,,,
7528aaf3-3ee4-51a1-bdcf-36e9cd2a864b,tg:lhpr:2417_#5,Items,1,tr:lh:5723,115962/1,"Planex GP / IX, 1",isad:lh:96392,,,
f5e89db7-fcdc-5c6d-a127-8cdf9fd018b6,tg:lhpr:2417_#6,Items,1,,163623,"Planex GP / IX, 1",,,,
7af03644-96bc-56d0-a1a7-19675c830dfc,tg:lhpr:3178_#1,Items,1,,179822,B 888 / I,,,,
80116232-6095-5f93-b0e9-e5e83577037e,tg:lhpr:3178_#2,Items,1,,196155,"Planex GP / X, 2",,"39,5 x 26,5",,
c5d2dc94-6f32-54f2-91a3-5a8c625af4e1,tg:lhpr:1903_#1,Items,1,tr:lh:395,8029,Planex KP / D 89,isad:lh:96317,Vermoedelijke artiest : F. Verheyst?,,
065433c1-8c2f-5f5f-a52c-8a06d0df8d2a,tg:lhpr:1903_#2,Items,1,tr:lh:1513,28147,Planex KP / D 89,,Vermoedelijke artiest : F. Verheyst?,,
e7aac6ef-00f8-582f-87e5-4f043d4278ad,tg:lhpr:1903_#3,Items,1,,104453/1,Planex KP / D 89,,Vermoedelijke artiest : F. Verheyst?,,
64590f3d-6b6e-5bc0-9000-972f8dbf5fa0,tg:lhpr:3292_#1,Items,1,tr:lh:2152,40594/1-2,C 3843 / I,,"Drie exemplaren, waarvan 40594/2 bruin op witachtergrond",,
7dd751b4-4846-5dbe-b9a4-4f6d69f9fa6b,tg:lhpr:3292_#2,Items,1,,43787/15,C 3843 / I,,"Drie exemplaren, waarvan 40594/2 bruin op witachtergrond",,
cd12e341-b547-55f4-9078-a8b665fbd12c,tg:lhpr:2600_#1,Items,1,,40411/3,"Planex GP / IX, 5",,,V2 E,
f77922bf-a0b9-5abc-aa8d-90a9075540cb,tg:lhpr:2600_#2,Items,1,,75227,"Planex GP / IX, 5",,,,
b1735fb5-eb24-5b4c-9023-cae863341bd1,tg:lhpr:2600_#3,Items,1,,141989,,,,,
aa18a567-0c6c-5710-9b01-63c09d60bedc,tg:lhpr:8165_#1,Items,1,tr:lh:7088,177598,Planex KP / B 435,isad:lh:96359,,,
a0cd7aec-f1bf-56ea-8440-5cf7ceb1a8cc,tg:lhpr:8165_#2,Items,1,tr:lh:2212,43546/4,"Planex GT / VI,5",,,,
236152ca-fec5-5075-8519-6048ef0cd87c,tg:lhpr:2323_#1,Items,1,,1085,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
176581c4-ca09-5540-9c34-8ab425b0b897,tg:lhpr:2323_#2,Items,1,tr:lh:958,18074/4,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
880ffc88-ff8b-5227-83af-cb66a7579949,tg:lhpr:2323_#3,Items,1,tr:lh:1469,26484,Planex KP / M 762,isad:lh:96354,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
0711b96f-0d8b-57bc-aa9d-252b33b18e0b,tg:lhpr:2323_#4,Items,1,tr:lh:9815,64503/5,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
ca0b4534-8e99-5b6b-bbba-4c7ec2e01f4a,tg:lhpr:2323_#5,Items,1,tr:lh:4861,97008,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
55349c66-7699-59b0-9644-787a8fa36a0a,tg:lhpr:2323_#6,Items,1,tr:lh:5205,102874,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
07020285-407d-52e4-b1a5-1f9c5ba44010,tg:lhpr:2323_#7,Items,1,,103151,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
7a0652ce-016a-5456-9a28-e75573b39b90,tg:lhpr:2323_#8,Items,1,tr:lh:5485,107981,Planex KP / M 762,isad:lh:96358,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
7ce09c1e-e8f5-515b-a292-03586a1d5fcb,tg:lhpr:2323_#9,Items,1,tr:lh:6160,142184,Planex KP / M 762,isad:lh:96359,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,
99ddf125-0ba4-5989-a3ac-769d7fa73bf5,tg:lhpr:10318_#1,Items,1,tr:lh:2432,,D 1175 / I (Doos 12),isad:lh:127004,8/25,,
d2ff073e-e939-50f1-a6a0-f42dc90a9b50,tg:lhpr:10318_#2,Items,1,tr:lh:2432,,D 1175 / I (Doos 12),isad:lh:127004,9/25,,
d448ab7b-4034-5046-90cb-80e2f670787f,tg:lhpr:1558_#1,Items,1,,105725/7,Planex KP / B 7307,,Twee identieke etsen,,
195e4e89-3adb-5d16-ad7e-0f0323ece1b0,tg:lhpr:1558_#2,Items,1,tr:lh:5828,122413,Planex KP / B 7307,,Twee identieke etsen,,
3f00257a-4894-5cab-b31e-2fb835fa2210,tg:lhpr:3565_#1,Items,1,tr:lh:2194,41464/5,G 605 / I,isad:lh:96499,,,
925df932-2b91-5ad0-85a6-7ab01397b482,tg:lhpr:3565_#2,Items,1,tr:lh:6603,163487/8,Planex GT / G 395,isad:lh:96499,,,
e370ea93-c531-5f6b-b9ee-e82449ff10d3,tg:lhpr:10267_#1,Items,1,tr:lh:2432,,D 1175 / I (Doos 3),isad:lh:127006,Genummerd rechtsboven: 4,,
965ebdbd-8c87-5153-986b-4cdd7f34a240,tg:lhpr:10267_#2,Items,1,tr:lh:2432,47442/175,D 1175 / I (Doos 3),isad:lh:127006,Genummerd rechtsboven: 3,,
dd737960-f804-5a56-be4d-f14bef1b74fd,tg:lhpr:10267_#3,Items,1,tr:lh:2432,47442/166,D 1175 / I (Doos 3),isad:lh:127006,Genummerd rechtsboven: 2,,
a3bef8ba-ec1b-54a3-9520-6727d2c5e288,tg:lhpr:2476_#1,Items,1,tr:lh:1406,24074,"Planex GP / IX, 2",,De kleuren tussen de twee prenten verschillen onderling.,,
ba61d14f-aad9-545a-81bb-34d8af87248d,tg:lhpr:2476_#2,Items,1,tr:lh:9919,147269/27,"Planex GP / IX, 2",isad:lh:96411,De kleuren tussen de twee prenten verschillen onderling.,,
81f101c5-94e9-5d01-bc09-b156ceea3a15,tg:lhpr:1718_#1,Items,1,tr:lh:9976,20644/8,Planex KP / C 34,,(2) Uit Conscience's werken roy. :Uitg. A.W. ...(?)_,,
550fe451-db97-5635-806c-91b4da065094,tg:lhpr:1718_#2,Items,1,tr:lh:6356,146171,Planex KP / C 34,isad:lh:96263,(2) Uit Conscience's werken roy. :Uitg. A.W. ...(?)_,,
65b64743-f662-5938-88c0-16d96479973d,tg:lhpr:8169_#1,Items,1,tr:lh:2637,51975/4,Planex GP / C 3773,isad:lh:96411,,,
5cdca355-86ec-5dc0-bc55-6a94ffacc58e,tg:lhpr:8169_#2,Items,1,,219727,Planex GP / C 3773,isad:lh:96411,Afkomstig uit het Kabinet Eekhoud in de Stadsbibliotheek,,
e6c0993f-f042-5fc2-aa8e-001697032780,tg:lhpr:1467_#1,Items,1,tr:lh:2212,43532/1,"Planex GP / IX, 2",,(3) Deze prent is gekleefd op karton,,
1a57eab8-d086-539d-88f9-83e87848e0c4,tg:lhpr:1467_#2,Items,1,tr:lh:2400,45794/1,,,(3) Deze prent is gekleefd op karton,,
83a2845a-0b21-5387-ad24-c420897d9556,tg:lhpr:1467_#3,Items,1,tr:lh:4795,104523,Planex KP / B 365,isad:lh:96261,(3) Deze prent is gekleefd op karton,,
a18f6460-04c4-5f79-a5ab-10c0a30d96e4,tg:lhpr:2877_#1,Items,1,,161463,S 6225/I Planex GP,,De (machinaal) vervaardigde prent zit in een map met levensbeschrijving en informatie over het oeuvre.,,
09013417-637d-5e40-9a6d-6860b590eaf2,tg:lhpr:2877_#2,Items,1,,221393,S 6225/I Planex GP,,De (machinaal) vervaardigde prent zit in een map met levensbeschrijving en informatie over het oeuvre.,,
9f4a383e-c594-5159-b4f3-0ac5db6f3f67,tg:lhpr:9554_#1,Items,1,tr:lh:2212,43532,"Planex GP / X, 3",,,,
dc6227b1-811e-531e-9aab-1dbb327c085d,tg:lhpr:9554_#2,Items,1,,geen inschrijvingsnummer,"Planex GT / VI,7",,,,
deda484f-2711-5ccc-81a0-934856a14451,tg:lhpr:2230_#1,Items,1,tr:lh:1647,31070,Planex KP / L 1384,isad:lh:96321,,,
207821e3-87cc-5e9e-80b5-24fd868082ec,tg:lhpr:2230_#2,Items,1,tr:lh:5800,121338,Planex KP / L 1384,isad:lh:96321,,,
9fd0bd45-5c55-525f-ae70-1f3ee2b31b30,tg:lhpr:5582_#1,Items,1,tr:lh:5,138,Planex KP / S 4414,,,,
3e04be60-40d4-5f00-b283-fbdae1351e22,tg:lhpr:5582_#2,Items,1,tr:lh:632,12516,Planex KP / S 4414,,,,
3ccbf3c4-2d3c-5e17-82df-296eed60967a,tg:lhpr:2178_#1,Items,1,tr:lh:289,5501,Planex KP / H 635,isad:lh:96289,(4) In bezit van AMVC : 07-01-1935,,
b19bdc6f-034a-5965-a226-8d816e8b8568,tg:lhpr:2178_#2,Items,1,,27381/152,Planex KP / H 635,,(4) In bezit van AMVC : 07-01-1935,,
4d2a3313-91c7-5242-be43-05313826a3e2,tg:lhpr:2178_#3,Items,1,tr:lh:2640,52033,Planex KP / H 635,,(4) In bezit van AMVC : 07-01-1935,,
eaab3108-7991-5905-81ce-8d77beaae726,tg:lhpr:2178_#4,Items,1,,87523/2,Planex KP / H 635,,(4) In bezit van AMVC : 07-01-1935,,
7b176821-b74d-5ce5-ac18-8a7f582395df,tg:lhpr:9299_#1,Items,1,,17561,Planex GP / C 34,,"De afbeelding is geïnspireerd op een foto van G. Hermans, Antwerpen en verschenen als bijlage bij De Kleine Gazet, 8 ste jg., 1886-87, nr 5, 10 oktober 1886.",,
899a9631-c58e-5ea2-945d-a6a9c1534ee7,tg:lhpr:9299_#2,Items,1,tr:lh:2868,57321,Planex GP / C 34,isad:lh:96302,"De afbeelding is geïnspireerd op een foto van G. Hermans, Antwerpen en verschenen als bijlage bij De Kleine Gazet, 8 ste jg., 1886-87, nr 5, 10 oktober 1886.",,
bd6dc1fd-ed79-5f48-af9a-294c005bba60,tg:lhpr:9299_#3,Items,1,tr:lh:5693,115201/12,Planex GP / C 34,isad:lh:96682,"De afbeelding is geïnspireerd op een foto van G. Hermans, Antwerpen en verschenen als bijlage bij De Kleine Gazet, 8 ste jg., 1886-87, nr 5, 10 oktober 1886.",,
e0af51e4-fb67-5b58-a668-16633f0a67b6,tg:lhpr:9299_#4,Items,1,tr:lh:5774,118749,Planex GP / C 34,isad:lh:96684,"De afbeelding is geïnspireerd op een foto van G. Hermans, Antwerpen en verschenen als bijlage bij De Kleine Gazet, 8 ste jg., 1886-87, nr 5, 10 oktober 1886.",,
15d8ad41-cb42-5ee7-8916-58d2cecc9b26,tg:lhpr:9299_#5,Items,1,tr:lh:6356,146170,Planex GP / C 34,isad:lh:96263,"De afbeelding is geïnspireerd op een foto van G. Hermans, Antwerpen en verschenen als bijlage bij De Kleine Gazet, 8 ste jg., 1886-87, nr 5, 10 oktober 1886.",,
18d4696a-9d86-5a99-b15f-cc584f40782e,tg:lhpr:3179_#1,Items,1,,179512,B 888 / I,,,,
de24bf1f-0f7e-5047-8111-1b1194a213f1,tg:lhpr:3179_#2,Items,1,,219363,B 888 / I,,,,
097278e5-2f94-5d69-a5a2-8b38a5cce94c,tg:lhpr:10303_#1,Items,1,tr:lh:2432,47441/36,D 1175 / I (Doos 3),isad:lh:127006,,,
dcc33d2a-166e-5746-b0a5-a20be64d10fa,tg:lhpr:10303_#2,Items,1,tr:lh:2432,47442/167,D 1175 / I (Doos 3),isad:lh:127006,Roefdruk,,
0b89746d-3dfc-5ab9-b201-3d840a2fd170,tg:lhpr:2050_#1,Items,1,,27381/485,Planex KP / G 3625,,,,
4a4bea00-951f-5b16-85c7-56543660b255,tg:lhpr:2050_#2,Items,1,tr:lh:1762,32442,Planex KP / G 3625,,,,
4d2c6d80-1a51-55a1-b5fc-4f8aeebdb2e5,tg:lhpr:2050_#3,Items,1,,100587,Planex KP / G 3625,,,,
cfccc3d4-089a-5131-94ec-ff6bd61342c9,tg:lhpr:2050_#4,Items,1,tr:lh:5683,114938,Planex KP / G 3625,isad:lh:96256,,,
33c91608-e8cf-51dc-aa74-8fb32623a83b,tg:lhpr:10315_#1,Items,1,tr:lh:2432,47441/37,D 1175 / I (Doos 3),isad:lh:127006,,,
7967a176-39ee-5ce6-a4d2-f39caed7af8c,tg:lhpr:10315_#2,Items,1,tr:lh:2432,47442/169,,,,,
11c71b4f-f98a-5758-9e56-5780029d15b7,tg:lhpr:188_#1,Items,1,tr:lh:5514,108578,Planex KP / B 1333,isad:lh:96252,"(1) Gepubliceerd in _De Bibliotheekgids_, jg. 5 nr. 5, 15 mei 1926",,
74669229-4015-50e2-9091-b4adc1cf19cf,tg:lhpr:188_#2,Items,1,,111770,Planex KP / B 1333,isad:lh:96252,"(1) Gepubliceerd in _De Bibliotheekgids_, jg. 5 nr. 5, 15 mei 1926",,
5bac8e78-70bc-5e5f-ad66-b21e3ce527de,tg:lhpr:6802_#1,Items,1,tr:lh:604,11656/A,I 353/I Planex GT 353,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",,
33301f85-1a4e-5746-b530-5f9b8df7769f,tg:lhpr:6802_#2,Items,1,tr:lh:692,14401/A,I 353/I Planex GT 353,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",,
fec7598a-4e70-5407-b617-a0f60c3a3fa8,tg:lhpr:6802_#3,Items,1,,86995/A,I 353/I Planex GT 353,,"**Publikatie:** Immerseel, van, Frans, _Vlaamse Koppen 1° reeks. Linos door
Frans van Immerseel_. S.l.: Joe English Gilde, 1930 (2de uitgave).",,
cfcd9924-9381-5079-9f0c-644d5cc39950,tg:lhpr:6802_#4,Items,1,tr:lh:139964,,,isad:lh:144190,,,S 935 / 471
7cec95b3-9d46-54f7-bec6-9a2a85c2dd57,tg:lhpr:2325_#1,Items,1,tr:lh:241,4808,Planex KP / M 762,isad:lh:96363,"(4) _Aan Mevrouw A. de Weert, de begaafde Kunstschilderes, met mijn beste
hulde._;(5) _""""Houdt u recht en ziet niet omme!"""" / """"Rust roest!"""" / Aan de
wakkere jongens van """"De Vlaamse Wacht"""" volgaarne, op hun vereerend verlangen,
voor hun nationaal """"pantheon"""" geschonken / 27 Februari '94-den tweede dag na
de hulde : aan Vader de Beucker._",,
