ResourceID,brocade.id,card,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type
f3642ea9-3421-52f4-b35e-2f2e07eb5b6b,tg:lhph:43084,e73_CreationTimeSpans,1955-uu-uu,nan,nan,nan,nan,nan,nan
542e114e-d7b2-5bc8-9d8f-e68aa496fc72,tg:lhph:38941,e73_CreationTimeSpans,1945-uu-uu,circa,nan,nan,nan,nan,nan
c2c00dc2-16ba-58c6-9cb9-c59dc97c4268,tg:lhph:33920,e73_CreationTimeSpans,1901-uu-uu,nan,nan,nan,nan,nan,nan
c6e4ecc5-4a72-534a-9525-770bc41e3e80,tg:lhph:5070,e73_CreationTimeSpans,1936-07-11,nan,nan,nan,nan,nan,nan
2545185a-d997-5909-9e18-28d76afc6f64,tg:lhph:33007,e73_CreationTimeSpans,1900-uu-uu,circa,nan,nan,nan,nan,nan
20b02d8a-2e5b-5104-9b4f-c68c20635ee8,tg:lhph:11961,e73_CreationTimeSpans,1931-06-15,nan,nan,nan,nan,nan,nan
26acdbb9-e61c-54b6-b39a-30a5d9cbebb2,tg:lhph:53285,e73_CreationTimeSpans,1939-05-17,nan,nan,nan,nan,nan,nan
ef033126-b8b1-5060-a8e5-136c1dfaa3cf,tg:lhph:24240,e73_CreationTimeSpans,1966-02-uu,nan,nan,nan,nan,nan,nan
13526f9e-ea22-5ccf-847b-97ff6f45dd23,tg:lhph:36621,e73_CreationTimeSpans,1955-uu-uu,nan,nan,nan,nan,nan,nan
99262df8-5839-590c-bb6e-8bea119527d6,tg:lhph:9970,e73_CreationTimeSpans,1939-uu-uu,nan,nan,nan,nan,nan,nan
e387a5d7-e4a9-5e97-a85f-88b4473c6dfc,tg:lhph:10617,e73_CreationTimeSpans,1954-08-26,nan,nan,nan,nan,nan,nan
3dcaf00e-e7ef-56f8-a035-72b90ea97af7,tg:lhph:29436,e73_CreationTimeSpans,1954-10-03,nan,nan,nan,nan,nan,nan
b911703f-7801-5c46-b313-90de54f9888a,tg:lhph:1461,e73_CreationTimeSpans,1966-01-uu,nan,nan,nan,nan,nan,nan
0a15a252-0257-5b36-8c3e-d6e402e7acc9,tg:lhph:25077,e73_CreationTimeSpans,1952-09-uu,circa,nan,nan,nan,nan,nan
7500d363-a330-54ef-bf3d-6a1593dcc7df,tg:lhph:11420,e73_CreationTimeSpans,1979-03-uu,nan,nan,nan,nan,nan,nan
065a9405-e925-51bf-bf70-0cedfa7d4d2f,tg:lhph:29977,e73_CreationTimeSpans,1965-09-29,nan,nan,nan,nan,nan,nan
f116afdb-53f6-5db4-a961-bde16f6add7a,tg:lhph:1383,e73_CreationTimeSpans,1905-uu-uu,nan,nan,nan,nan,nan,nan
a03d3d75-3d01-584f-bac7-283d5274c763,tg:lhph:4247,e73_CreationTimeSpans,1956-uu-uu,nan,nan,nan,nan,nan,nan
6b27ce22-9b4e-5732-83b6-2754266c0ce7,tg:lhph:32230,e73_CreationTimeSpans,1970-uu-uu,circa,nan,nan,nan,nan,nan
3bc2c0a3-ff38-5231-bf06-ced2e4f00142,tg:lhph:828,e73_CreationTimeSpans,1855-uu-uu,circa,nan,nan,nan,nan,nan
3f346985-f60b-575f-bc39-10a0e99e7c31,tg:lhph:7193,e73_CreationTimeSpans,1951-uu-uu,nan,nan,nan,nan,nan,nan
8eccea89-ab95-5d00-b603-16edbecd463d,tg:lhph:30450,e73_CreationTimeSpans,1953-uu-uu,datum vóór,nan,nan,nan,nan,nan
7392dbd4-62b8-566c-831f-52e51bf1c757,tg:lhph:22031,e73_CreationTimeSpans,1871-uu-uu,nan,nan,nan,nan,nan,nan
09c413d9-28d6-576a-9ff2-e2a903686126,tg:lhph:48766,e73_CreationTimeSpans,1960-uu-uu,nan,nan,nan,nan,nan,nan
57450d9c-183d-560b-af93-8bd2e7beddef,tg:lhph:6427,e73_CreationTimeSpans,1955-08-20,nan,nan,nan,nan,nan,nan
44fa3186-20fe-590e-8e4d-fe6e99ba19f7,tg:lhph:13240,e73_CreationTimeSpans,1916-uu-uu,nan,nan,nan,nan,nan,nan
d993a635-cd92-5b5a-aafb-f1b934d540e4,tg:lhph:19795,e73_CreationTimeSpans,1953-uu-uu,nan,1954-uu-uu,nan,nan,nan,nan
c53fc4a0-7fd7-5cbb-9199-0558545066fe,tg:lhph:47495,e73_CreationTimeSpans,1960-uu-uu,datum vóór,nan,nan,nan,nan,nan
1b01c28d-8edd-5b07-9bca-2ab455829a3b,tg:lhph:27617,e73_CreationTimeSpans,1957-uu-uu,circa,nan,nan,nan,nan,nan
29bcb8fc-672d-59e5-8be8-6960a81f4c61,tg:lhph:35276,e73_CreationTimeSpans,1961-06-uu,nan,nan,nan,nan,nan,nan
cb4584ba-45a5-55d1-9260-7ccbc61afb15,tg:lhph:3201,e73_CreationTimeSpans,1931-uu-uu,circa,nan,nan,nan,nan,nan
9b5dbac9-982c-5fda-be7e-d064ef3780da,tg:lhph:39397,e73_CreationTimeSpans,1966-06-15,nan,nan,nan,nan,nan,nan
8c057d39-2972-561d-adfc-5e94e4ca80b9,tg:lhph:5635,e73_CreationTimeSpans,1937-08-22,nan,nan,nan,nan,nan,nan
cdc97be2-822f-59bb-9b13-5690b43e5400,tg:lhph:33642,e73_CreationTimeSpans,1954-uu-uu,nan,nan,nan,nan,nan,nan
1cdf2835-44ef-5cf4-ac4b-932721b5d177,tg:lhph:15674,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
87c3d9a7-b63b-51ed-a4ae-3b32239355af,tg:lhph:1519,e73_CreationTimeSpans,1967-uu-uu,circa,nan,nan,nan,nan,nan
bc01f075-90c3-59a6-9389-bfc2fbd54b19,tg:lhph:24405,e73_CreationTimeSpans,1984-05-18,nan,nan,nan,nan,nan,nan
5364642e-e9e3-5c4e-b5d8-b904d8e2ec6e,tg:lhph:36064,e73_CreationTimeSpans,1958-uu-uu,nan,nan,nan,nan,nan,nan
ae22c2da-3f19-5b03-85d8-45b060ed7f84,tg:lhph:10052,e73_CreationTimeSpans,1966-01-uu,nan,nan,nan,nan,nan,nan
63e3e45a-de09-53c2-b96d-aac8dc5c6c07,tg:lhph:20729,e73_CreationTimeSpans,1951-06-14,circa,nan,nan,nan,nan,nan
0a781bdc-fb7c-53a7-8b30-1726dcaded11,tg:lhph:32348,e73_CreationTimeSpans,1960-uu-uu,circa,nan,nan,nan,nan,nan
d9b3775f-9f60-5ff1-a121-2ddedb65d02e,tg:lhph:41938,e73_CreationTimeSpans,1972-uu-uu,nan,nan,nan,nan,nan,nan
ff84e2ac-a1f9-5d76-a59f-a710ee691e2d,tg:lhph:12632,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
be1c97fb-25f5-592c-92ef-6c7d60b9e522,tg:lhph:22149,e73_CreationTimeSpans,1900-uu-uu,circa,nan,nan,nan,nan,nan
06344f74-9b18-5f0e-b3e3-8f3669227ac7,tg:lhph:34604,e73_CreationTimeSpans,1960-uu-uu,nan,nan,nan,nan,nan,nan
2298810c-347f-5b98-aa76-db93a2c90d88,tg:lhph:2673,e73_CreationTimeSpans,1987-10-23,nan,nan,nan,nan,nan,nan
5b29d3a0-b547-51f5-9084-fc7e3a9abd26,tg:lhph:950,e73_CreationTimeSpans,1964-uu-uu,circa,nan,nan,nan,nan,nan
2376af8e-4dde-5c34-8642-def9997d557d,tg:lhph:3379,e73_CreationTimeSpans,1970-11-14,nan,nan,nan,nan,nan,nan
e7d2d5b7-a0ce-50b6-a179-00d559fea3ce,tg:lhph:13338,e73_CreationTimeSpans,1905-uu-uu,nan,nan,nan,nan,nan,nan
74be0256-edd9-5b51-b52c-3282d1bf907c,tg:lhph:29196,e73_CreationTimeSpans,1965-uu-uu,circa,nan,nan,nan,nan,nan
9f1cbc66-da6b-50bf-9139-4f747dc1678d,tg:lhph:23443,e73_CreationTimeSpans,1956-uu-uu,nan,nan,nan,nan,nan,nan
ef6f76b8-bceb-5bd7-9990-6f40ce41bdbf,tg:lhph:6437,e73_CreationTimeSpans,1970-uu-uu,circa,nan,nan,nan,nan,nan
f3b56dc6-1c6c-5e61-92db-4f4ab98ec8c0,tg:lhph:30440,e73_CreationTimeSpans,1953-uu-uu,datum vóór,nan,nan,nan,nan,nan
dfaa892d-a361-53c3-91a6-9cb3e71fcd65,tg:lhph:16476,e73_CreationTimeSpans,1971-uu-uu,nan,nan,nan,nan,nan,nan
24a0f359-f1d2-51b5-807b-3921d7eadce8,tg:lhph:838,e73_CreationTimeSpans,1966-uu-uu,circa,nan,nan,nan,nan,nan
a80f0218-b397-5aa3-bd9a-1264d592d8c7,tg:lhph:3211,e73_CreationTimeSpans,1950-uu-uu,circa,nan,nan,nan,nan,nan
5ad12b32-b91a-51af-a811-24a4cffe3e46,tg:lhph:35266,e73_CreationTimeSpans,1929-uu-uu,reconstructie,nan,nan,nan,nan,nan
43f9628e-f908-5949-a24a-eb515571ff57,tg:lhph:27607,e73_CreationTimeSpans,1960-uu-uu,circa,nan,nan,nan,nan,nan
242f297f-8ebb-57fe-b8ba-b5f06d14f88d,tg:lhph:36895,e73_CreationTimeSpans,1949-09-10,nan,nan,nan,nan,nan,nan
2a5d370d-e4a0-5009-922b-8ff3361839fb,tg:lhph:19785,e73_CreationTimeSpans,1966-01-uu,nan,nan,nan,nan,nan,nan
f9e5194d-8c3c-56a8-81e3-06af1d57c37a,tg:lhph:11430,e73_CreationTimeSpans,1900-uu-uu,circa,nan,nan,nan,nan,nan
7c6c12ca-6f63-5ba7-b606-d6f9a6c72a62,tg:lhph:46816,e73_CreationTimeSpans,1905-uu-uu,circa,nan,nan,nan,nan,nan
273f1232-2657-5f4b-adc8-af18d639334b,tg:lhph:37406,e73_CreationTimeSpans,1924-uu-uu,reconstructie,nan,nan,nan,nan,nan
bf5668dd-1dbf-5fc1-a24c-90b289b37c6c,tg:lhph:25067,e73_CreationTimeSpans,1952-08-uu,circa,nan,nan,nan,nan,nan
87a35951-fe61-5b4e-a3fb-eb09ca43ab54,tg:lhph:1471,e73_CreationTimeSpans,1951-uu-uu,circa,nan,nan,nan,nan,nan
9bedf9af-da05-5371-b249-e1c8f1044fa1,tg:lhph:32220,e73_CreationTimeSpans,1925-uu-uu,circa,1928-uu-uu,nan,nan,nan,nan
99a73e66-5e3a-5867-99d3-25455db453f4,tg:lhph:4257,e73_CreationTimeSpans,1881-uu-uu,datum vóór,nan,nan,nan,nan,nan
e3b7f562-c37f-5528-bdd9-2aa52aff5127,tg:lhph:29664,e73_CreationTimeSpans,1925-uu-uu,circa,nan,nan,nan,nan,nan
a73d802a-0c4d-58aa-bb60-f68c12ceb094,tg:lhph:940,e73_CreationTimeSpans,1975-uu-uu,circa,nan,nan,nan,nan,nan
4e8f748e-9869-51d1-96b2-cc28c22757f0,tg:lhph:34614,e73_CreationTimeSpans,1966-uu-uu,circa,nan,nan,nan,nan,nan
103dd376-523b-50dd-af7d-cf611f472c47,tg:lhph:26275,e73_CreationTimeSpans,1960-uu-uu,nan,nan,nan,nan,nan,nan
633b25b0-938c-5455-88df-d5df53df93f6,tg:lhph:25886,e73_CreationTimeSpans,1958-uu-uu,circa,nan,nan,nan,nan,nan
90e22889-6127-5191-adc4-b56ad335fd95,tg:lhph:12622,e73_CreationTimeSpans,1967-uu-uu,nan,nan,nan,nan,nan,nan
cdf6eecf-f729-55ea-9706-bb207eae249c,tg:lhph:41928,e73_CreationTimeSpans,1920-uu-uu,reconstructie,nan,nan,nan,nan,nan
103d6237-6eb2-55b8-b3d7-9c03ffc33e60,tg:lhph:30538,e73_CreationTimeSpans,1954-08-uu,nan,nan,nan,nan,nan,nan
5e781578-4a26-56c6-a676-6a0ea9077e98,tg:lhph:29186,e73_CreationTimeSpans,1974-uu-uu,nan,nan,nan,nan,nan,nan
c355d359-655d-5430-a64f-1c4adbee7ac7,tg:lhph:49304,e73_CreationTimeSpans,1920-03-06,nan,1920-04-16,nan,nan,nan,nan
597f51ff-a47d-5e59-b3f0-5433638e1d41,tg:lhph:7045,e73_CreationTimeSpans,1890-uu-uu,reconstructie,nan,nan,nan,nan,nan
ca0d53aa-bdb2-5c37-9758-907030d9b256,tg:lhph:23453,e73_CreationTimeSpans,1952-uu-uu,nan,nan,nan,nan,nan,nan
e5c64ad9-d5e6-5ef8-aa23-46d625c68f78,tg:lhph:31032,e73_CreationTimeSpans,1920-uu-uu,circa,nan,nan,nan,nan,nan
695f4169-8d5f-5123-b969-37b1c5dd891a,tg:lhph:3369,e73_CreationTimeSpans,1976-uu-uu,circa,nan,nan,nan,nan,nan
3ef882c5-4d92-5570-b03e-582f44213c5d,tg:lhph:36391,e73_CreationTimeSpans,1963-uu-uu,circa,1964-uu-uu,nan,nan,nan,nan
9ced4b42-c8da-5dd5-9a14-3ab209be6081,tg:lhph:15664,e73_CreationTimeSpans,1950-uu-uu,circa,nan,nan,nan,nan,nan
06294dbb-cae9-5fee-8a36-f5affd02998d,tg:lhph:1509,e73_CreationTimeSpans,1885-uu-uu,circa,nan,nan,nan,nan,nan
cbc3a2b1-bf74-5eae-b91f-08cb91ad5b2a,tg:lhph:39387,e73_CreationTimeSpans,1953-04-uu,nan,nan,nan,nan,nan,nan
6efbe714-dc35-5dad-b5ff-697766d903e4,tg:lhph:5625,e73_CreationTimeSpans,1907-05-02,nan,nan,nan,nan,nan,nan
e6eaf160-f06c-5681-8751-107c712525d6,tg:lhph:10042,e73_CreationTimeSpans,1965-05-11,nan,nan,nan,nan,nan,nan
217b5665-fb5b-563a-8539-208d994f1daf,tg:lhph:32924,e73_CreationTimeSpans,1898-uu-uu,circa,nan,nan,nan,nan,nan
bb59f536-6c8d-5f05-926f-753f06963f4e,tg:lhph:36074,e73_CreationTimeSpans,1954-07-13,nan,nan,nan,nan,nan,nan
bd1bcf80-51f2-53a5-9cc2-c936b4f83a5a,tg:lhph:29388,e73_CreationTimeSpans,1920-08-09,circa,1921-07-02,nan,nan,nan,circa
7ceb281f-e108-5af1-9c26-04df0510f080,tg:lhph:3167,e73_CreationTimeSpans,1940-uu-uu,datum na,nan,nan,nan,nan,nan
613b4218-9421-5fe6-bc34-a5a0b100b787,tg:lhph:16700,e73_CreationTimeSpans,1935-uu-uu,circa,nan,nan,nan,nan,nan
c8209e00-f1da-5ac2-a55f-287533a23b8c,tg:lhph:30736,e73_CreationTimeSpans,1962-01-uu,nan,nan,nan,nan,nan,nan
722ac618-0f59-5604-9771-d80ff8b3b7d8,tg:lhph:22357,e73_CreationTimeSpans,1902-uu-uu,nan,nan,nan,nan,nan,nan
ecbb53b3-f711-5adb-97d6-34d10fec505b,tg:lhph:39810,e73_CreationTimeSpans,1950-uu-uu,nan,nan,nan,nan,nan,nan
fc09a477-4945-578a-856e-f4c7f249220b,tg:lhph:32156,e73_CreationTimeSpans,1978-uu-uu,circa,nan,nan,nan,nan,nan
b8d672ce-dce9-500e-844e-21091887a5ec,tg:lhph:38483,e73_CreationTimeSpans,1961-11-30,nan,nan,nan,nan,nan,nan
53c2867f-9ec6-5720-a377-cefbb7aa793e,tg:lhph:35889,e73_CreationTimeSpans,1902-03-24,nan,nan,nan,nan,nan,nan
6c64c2ea-dd32-5889-8e57-5889941c30c5,tg:lhph:44499,e73_CreationTimeSpans,1964-uu-uu,nan,nan,nan,nan,nan,nan
8e65413f-b984-5761-8323-14c367ef1e1b,tg:lhph:1707,e73_CreationTimeSpans,1967-uu-uu,circa,nan,nan,nan,nan,nan
72b6643e-b374-538e-80e5-3247b032ef47,tg:lhph:25311,e73_CreationTimeSpans,1933-uu-uu,circa,nan,nan,nan,nan,nan
a56ad3b7-fe94-58c8-8857-b9a5ccf79831,tg:lhph:37770,e73_CreationTimeSpans,1971-uu-uu,circa,nan,nan,nan,nan,nan
ef53cf98-20ae-59ac-9a82-4cf827b72fa3,tg:lhph:45193,e73_CreationTimeSpans,1953-uu-uu,nan,nan,nan,nan,nan,nan
c93b6dac-1f04-58a5-ac06-60f5f327a7ab,tg:lhph:8821,e73_CreationTimeSpans,1872-uu-uu,circa,nan,nan,nan,nan,nan
274161ac-4726-5cbb-8e79-2c3afd8000f1,tg:lhph:11746,e73_CreationTimeSpans,1982-uu-uu,circa,nan,nan,nan,nan,nan
71692fed-7d87-52d0-bcbe-02518e6cac92,tg:lhph:39189,e73_CreationTimeSpans,1965-12-uu,nan,nan,nan,nan,nan,nan
67253e62-3e8c-5d53-a91d-0033f2617ff2,tg:lhph:35068,e73_CreationTimeSpans,1906-04-15,nan,nan,nan,nan,nan,nan
2a3d69da-f129-57dc-92d7-3593a531ec38,tg:lhph:27409,e73_CreationTimeSpans,1937-11-14,nan,nan,nan,nan,nan,nan
1cd2f8d6-0cca-5a59-ae65-9d84d915b43a,tg:lhph:17372,e73_CreationTimeSpans,1971-uu-uu,circa,nan,nan,nan,nan,nan
5f5b5923-e4b5-54c2-8a66-a011585291f3,tg:lhph:14981,e73_CreationTimeSpans,1918-02-15,nan,nan,nan,nan,nan,nan
847a1b7f-20ca-5070-84e5-7633c6a1bbd1,tg:lhph:31344,e73_CreationTimeSpans,1948-uu-uu,nan,1949-uu-uu,nan,nan,nan,nan
3a97483d-8bec-5aec-8410-033b13b788f4,tg:lhph:23725,e73_CreationTimeSpans,1933-uu-uu,circa,nan,nan,nan,nan,nan
c3248778-f256-5949-b6f8-f550863b1f47,tg:lhph:7333,e73_CreationTimeSpans,1965-uu-uu,nan,nan,nan,nan,nan,nan
93de0da0-0961-53b1-9c71-5ecaa441f119,tg:lhph:49072,e73_CreationTimeSpans,nan,circa,nan,nan,nan,nan,nan
8c5ad342-6255-5929-8c81-e056234bca01,tg:lhph:716,e73_CreationTimeSpans,1954-07-18,nan,nan,nan,nan,nan,nan
07fed8a0-0b20-5040-a33e-b27504f1a206,tg:lhph:18081,e73_CreationTimeSpans,1940-uu-uu,nan,1945-uu-uu,nan,nan,nan,nan
3cf79174-ef04-50bb-bfe2-1e88f4e50cc7,tg:lhph:48578,e73_CreationTimeSpans,1992-03-14,reconstructie,nan,opschrift object,creation date note,Nederlands,nan
af73024a-4d5a-5c3c-b71d-895d6a2cd5b2,tg:lhph:12554,e73_CreationTimeSpans,1974-uu-uu,nan,nan,nan,nan,nan,nan
b26b241b-f3ad-5c67-9bc0-7664324ccc97,tg:lhph:26103,e73_CreationTimeSpans,1940-uu-uu,nan,nan,nan,nan,nan,nan
7bbd75f0-4dbb-5f09-8bae-ba261e4c8db1,tg:lhph:34562,e73_CreationTimeSpans,1945-uu-uu,circa,nan,nan,nan,nan,nan
59fcca2e-022d-52eb-a267-72a97c229a5a,tg:lhph:2515,e73_CreationTimeSpans,1979-uu-uu,nan,nan,nan,nan,nan,nan
69b49901-8ab5-5f3c-99ee-7537e78f1dd0,tg:lhph:46381,e73_CreationTimeSpans,1948-07-31,nan,1948-08-01,nan,nan,nan,nan
23e47c46-43b0-51b4-bbe9-25fc56cc5a96,tg:lhph:45972,e73_CreationTimeSpans,1946-08-11,nan,nan,nan,nan,nan,nan
98fdbb75-bb7d-59a9-908c-b9d90f32bf40,tg:lhph:24763,e73_CreationTimeSpans,1980-01-29,nan,nan,nan,nan,nan,nan
95f87cde-1857-56aa-924d-833740cd53f5,tg:lhph:36302,e73_CreationTimeSpans,1934-12-uu,nan,nan,nan,nan,nan,nan
62a1dae6-f79b-50eb-960d-ab2e3028dbc9,tg:lhph:4059,e73_CreationTimeSpans,1935-12-21,nan,nan,nan,nan,nan,nan
b62618cd-d570-5ed4-8354-4bdf0db1547c,tg:lhph:10334,e73_CreationTimeSpans,1966-05-18,nan,nan,nan,nan,nan,nan
e50db81e-e072-56d4-90c1-74372e22dede,tg:lhph:51223,e73_CreationTimeSpans,1920-04-06,nan,nan,nan,nan,nan,nan
4cfa78f9-99fb-59f7-b5a1-30c5179f14d8,tg:lhph:5553,e73_CreationTimeSpans,1930-uu-uu,circa,nan,nan,nan,nan,nan
a2c88ec4-8cfa-5219-a79b-9fa917bca930,tg:lhph:33524,e73_CreationTimeSpans,1942-07-21,nan,nan,nan,nan,nan,nan
75b65fc7-950b-57c9-a29f-d5f561480efe,tg:lhph:18918,e73_CreationTimeSpans,1877-uu-uu,circa,nan,nan,nan,nan,nan
236deb18-f81b-572a-8a90-6c1527dc426d,tg:lhph:21145,e73_CreationTimeSpans,1991-09-13,nan,1991-09-14,nan,nan,nan,nan
723da50a-f8d4-557b-94c2-f5e4fb0eda58,tg:lhph:25269,e73_CreationTimeSpans,1942-uu-uu,nan,nan,nan,nan,nan,nan
2ee732d6-9efd-5683-a562-d7f2c5604a32,tg:lhph:35899,e73_CreationTimeSpans,1875-uu-uu,circa,nan,nan,nan,nan,nan
8a60ea16-f682-5bc7-82e4-5aae62309df4,tg:lhph:44489,e73_CreationTimeSpans,1950-05-uu,nan,nan,nan,nan,nan,nan
3d3ddb32-9377-5ab1-93bf-2d9c4c338788,tg:lhph:9747,e73_CreationTimeSpans,1941-09-13,nan,nan,nan,nan,nan,nan
95662938-5f00-51a9-a780-0dfcce94f604,tg:lhph:4131,e73_CreationTimeSpans,1943-10-08,nan,nan,nan,nan,nan,nan
7172ff0e-1aa0-5803-b4eb-e3cdc86cff54,tg:lhph:38493,e73_CreationTimeSpans,1910-uu-uu,datum vóór,nan,nan,nan,nan,nan
44db8974-5168-59ed-8f82-88c32ac3e009,tg:lhph:11756,e73_CreationTimeSpans,1964-uu-uu,nan,nan,nan,nan,nan,nan
6c735efa-3c69-59e1-b256-eac942cce6ef,tg:lhph:39199,e73_CreationTimeSpans,1961-10-10,nan,nan,nan,nan,nan,nan
fd9ba75a-c842-55df-ab6f-ab023be7dcf4,tg:lhph:37760,e73_CreationTimeSpans,1949-05-uu,nan,nan,nan,nan,nan,nan
0891ae87-c323-5c2f-9541-602e97f23e18,tg:lhph:25301,e73_CreationTimeSpans,1979-06-09,nan,nan,nan,nan,nan,nan
8260ab36-0467-5c16-9509-1a5ddfa7d49f,tg:lhph:1717,e73_CreationTimeSpans,1939-uu-uu,nan,nan,nan,nan,nan,nan
d8ab6d29-6017-5a79-a1d9-cb8ea446107d,tg:lhph:8831,e73_CreationTimeSpans,1974-09-18,nan,nan,nan,nan,nan,nan
8d0c12dc-ec45-5050-a0ba-e0aec9c35ed8,tg:lhph:3177,e73_CreationTimeSpans,1962-uu-uu,circa,nan,nan,nan,nan,nan
7279ac25-a3e5-54c8-9a06-c7ab0523eeeb,tg:lhph:31850,e73_CreationTimeSpans,1950-uu-uu,circa,nan,nan,nan,nan,nan
f29f7b68-bfb1-527f-9d9f-e79396b4bae0,tg:lhph:22347,e73_CreationTimeSpans,1900-uu-uu,circa,nan,nan,nan,nan,nan
c98e595e-2ed5-55e1-849e-14bce5f20cfd,tg:lhph:30726,e73_CreationTimeSpans,1965-uu-uu,nan,nan,nan,nan,nan,nan
a538869f-ed76-55e7-aa9c-0eada0ad18ca,tg:lhph:28692,e73_CreationTimeSpans,1950-03-26,nan,nan,nan,nan,nan,nan
e4994c25-c009-5827-8787-17fececd0f6e,tg:lhph:39800,e73_CreationTimeSpans,1966-02-uu,nan,nan,nan,nan,nan,nan
89c772f4-6de3-5d75-9593-ff03c4b7ced7,tg:lhph:16710,e73_CreationTimeSpans,1928-06-29,nan,nan,nan,nan,nan,nan
c8c91cd2-d813-5ae8-a3ea-908fac2e56b6,tg:lhph:4049,e73_CreationTimeSpans,1939-uu-uu,nan,nan,nan,nan,nan,nan
371c4aca-307e-5dce-8b4b-a0dcf97a64bc,tg:lhph:10324,e73_CreationTimeSpans,1945-02-19,nan,nan,nan,nan,nan,nan
35ebf7c1-8f38-53f6-8961-073232a40a37,tg:lhph:36312,e73_CreationTimeSpans,1935-uu-uu,nan,nan,nan,nan,nan,nan
c807f7ea-f47f-5e59-b39a-3e5610d2e0e4,tg:lhph:3996,e73_CreationTimeSpans,1920-uu-uu,circa,nan,nan,nan,nan,nan
7c229ddb-5239-52ef-91df-3fe994680ad3,tg:lhph:25279,e73_CreationTimeSpans,1986-10-12,nan,nan,nan,nan,nan,nan
a4c4619b-b148-505f-9ef0-92aed7fd6365,tg:lhph:8949,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
6660e876-8afb-5bdb-813c-80e8c8ff3e94,tg:lhph:15502,e73_CreationTimeSpans,1940-uu-uu,circa,nan,nan,nan,nan,nan
6a5fc33f-5016-5202-bf06-a22a8d93aa5d,tg:lhph:21155,e73_CreationTimeSpans,1989-04-uu,nan,nan,nan,nan,nan,nan
51646f41-48c9-5cf3-8519-2643f8323b7c,tg:lhph:33534,e73_CreationTimeSpans,1954-11-uu,nan,nan,nan,nan,nan,nan
550faf85-60b1-56d8-92d7-f7e79c018db0,tg:lhph:5543,e73_CreationTimeSpans,1938-09-16,nan,nan,nan,nan,nan,nan
5bb1c79e-d8a2-55c7-a544-7d5b5dae816f,tg:lhph:42924,e73_CreationTimeSpans,1981-uu-uu,circa,nan,nan,nan,nan,nan
40f78c71-2062-5060-be87-fc4635b6f70d,tg:lhph:7323,e73_CreationTimeSpans,1966-uu-uu,nan,nan,nan,nan,nan,nan
e9639370-38e7-50e3-b940-3755455f34e8,tg:lhph:49062,e73_CreationTimeSpans,nan,zonder datum,nan,nan,nan,nan,nan
731ca9f0-37bb-549b-84d4-f2ddda073cc7,tg:lhph:23735,e73_CreationTimeSpans,1933-uu-uu,circa,nan,nan,nan,nan,nan
fa85d333-b29a-5533-9b5d-53f3333e86b4,tg:lhph:31354,e73_CreationTimeSpans,1942-uu-uu,circa,nan,nan,nan,nan,nan
d0c79893-1d6e-5d44-b3b7-fdf390e14f64,tg:lhph:27419,e73_CreationTimeSpans,1928-uu-uu,nan,nan,nan,nan,nan,nan
8d8dd61e-34fb-5022-b560-455a91219ff9,tg:lhph:35078,e73_CreationTimeSpans,1940-04-14,nan,nan,nan,nan,nan,nan
f5ffea7d-a9cb-54b7-a509-125bfb536912,tg:lhph:17362,e73_CreationTimeSpans,1943-11-30,nan,nan,nan,nan,nan,nan
2f136414-41fc-5066-af43-3fc4de234735,tg:lhph:2505,e73_CreationTimeSpans,1982-10-25,circa,nan,nan,nan,nan,nan
385df11b-5859-5458-809a-5ed69d065c25,tg:lhph:34572,e73_CreationTimeSpans,1944-uu-uu,circa,1945-uu-uu,nan,nan,nan,nan
df45550a-bbcd-5ab2-9c8a-192ccb64b3f8,tg:lhph:26113,e73_CreationTimeSpans,1968-04-06,nan,nan,nan,nan,nan,nan
f889d8f6-b4c2-5a3e-8e58-c883b76cec4f,tg:lhph:16668,e73_CreationTimeSpans,1894-07-24,nan,nan,nan,nan,nan,nan
e78def0b-7ef0-52aa-9e84-aa216c8a4a29,tg:lhph:46391,e73_CreationTimeSpans,1868-05-uu,nan,nan,nan,nan,nan,nan
fbdc6aff-e1e6-504a-8a71-f3d5e86b5a12,tg:lhph:45962,e73_CreationTimeSpans,1945-08-13,circa,1945-08-13,nan,nan,nan,nan
6f7c33c2-c7f8-591c-86ed-04f4e8d180d9,tg:lhph:48568,e73_CreationTimeSpans,1996-05-19,nan,1995-10-27,opschrift object,creation date note,Nederlands,nan
22cb1294-965b-5d11-97ec-437ac7d60d1f,tg:lhph:6629,e73_CreationTimeSpans,1921-uu-uu,nan,nan,nan,nan,nan,nan
ef22b264-987e-542e-9be8-574031d5c93c,tg:lhph:18091,e73_CreationTimeSpans,1940-uu-uu,nan,1945-uu-uu,nan,nan,nan,nan
339dc199-e9b6-529d-9721-d9f45e5f95a2,tg:lhph:29822,e73_CreationTimeSpans,1924-uu-uu,circa,1925-uu-uu,nan,nan,nan,nan
1e0ef3fa-ffdf-5dc8-aaaa-a885bafc3412,tg:lhph:12544,e73_CreationTimeSpans,1947-uu-uu,circa,nan,nan,nan,nan,nan
