card,order,adm.id_mat,adm.inv,Plaatsingsnummer,adm.uuid_mat,ResourceID,brocade.id,adm.acquiredVia,adm.isadPartOf,Volgnummer,Source Note,Warehouse Location (begin),Warehouse Location (end)
e22_Items,1,tg:lhph:20555_#1,217718/14,V 4835 / P,d5f197a5-6ed0-5f65-85a0-6eb90e014cee,d5f197a5-6ed0-5f65-85a0-6eb90e014cee,tg:lhph:20555_#1,tr:lh:9837,isad:lh:93799,,,,
e22_Items,1,tg:lhph:4143_#1,34108/12,A 2132 / P,1c679751-8dea-5743-bd92-24c7426f8ab8,1c679751-8dea-5743-bd92-24c7426f8ab8,tg:lhph:4143_#1,tr:lh:1914,isad:lh:92959,,,,
e22_Items,1,tg:lhph:36218_#1,97925/8,L 496 / P,8686064d-a4d2-5693-9f62-de202b747771,8686064d-a4d2-5693-9f62-de202b747771,tg:lhph:36218_#1,tr:lh:4903,,,,,
e22_Items,1,tg:lhph:24679_#1,73775/1,N 4775 / P,19e81b42-c372-5627-a631-39b0f37654ed,19e81b42-c372-5627-a631-39b0f37654ed,tg:lhph:24679_#1,tr:lh:3837,,,,,
e22_Items,1,tg:lhph:14102_#1,111797/1,D 11413 / P,59ac038c-2784-5dcd-b0fc-f9021849f6a7,59ac038c-2784-5dcd-b0fc-f9021849f6a7,tg:lhph:14102_#1,tr:lh:5593,isad:lh:92976,,,,
e22_Items,1,tg:lhph:25373_#1,104603/3a,T 3465 / P,f966dd84-f631-5e00-b277-3a4d58f51f3d,f966dd84-f631-5e00-b277-3a4d58f51f3d,tg:lhph:25373_#1,,,,,,
e22_Items,1,tg:lhph:37712_#1,233119/d,M 15676 / P,c2ca1b92-7b9f-530b-9628-1dffa266474f,c2ca1b92-7b9f-530b-9628-1dffa266474f,tg:lhph:37712_#1,,,,,,
e22_Items,1,tg:lhph:1765_#1,72983/2,G 3978 / P,838282b5-2e93-50f7-91f2-af287effe8cb,838282b5-2e93-50f7-91f2-af287effe8cb,tg:lhph:1765_#1,tr:lh:3747,,,,,
e22_Items,1,tg:lhph:8843_#1,63638/24,S 245 / P,c71b8800-b1b4-55f7-86f4-c0fc17d75d19,c71b8800-b1b4-55f7-86f4-c0fc17d75d19,tg:lhph:8843_#1,tr:lh:3200,isad:lh:93059,,,,
e22_Items,1,tg:lhph:15408_#1,82988/1,E 252 / P,f713369d-9244-5fcb-a8a2-4719e1f5f6e8,f713369d-9244-5fcb-a8a2-4719e1f5f6e8,tg:lhph:15408_#1,tr:lh:4283,,,,,
e22_Items,1,tg:lhph:18802_#1,203626/482,M 224 / P (NEG0017/2/2),f52cfe74-67c3-55d9-bec8-9101708fae08,f52cfe74-67c3-55d9-bec8-9101708fae08,tg:lhph:18802_#1,tr:lh:7859,isad:lh:94873,,,,
e22_Items,1,tg:lhph:11724_#1,200971/6,S 5621 / P,39762d6d-3a17-59c4-a5b5-27e76f5fd578,39762d6d-3a17-59c4-a5b5-27e76f5fd578,tg:lhph:11724_#1,tr:lh:7740,isad:lh:94061,,,,
e22_Items,1,tg:lhph:49168_#1,30864/2,V 75795 / P,1fc9c315-70cb-56e4-b223-a1737611ff15,1fc9c315-70cb-56e4-b223-a1737611ff15,tg:lhph:49168_#1,tr:lh:1737,isad:lh:95095,,,,
e22_Items,1,tg:lhph:7229_#1,74033/2,V 1521 / P,c96c5485-20d4-5a15-99d8-1abe69d354da,c96c5485-20d4-5a15-99d8-1abe69d354da,tg:lhph:7229_#1,tr:lh:3837,,,,,
e22_Items,1,tg:lhph:19491_#1,167700/11,S 83965 / P,de09dbe8-aaf5-5140-82de-29af62f2f51e,de09dbe8-aaf5-5140-82de-29af62f2f51e,tg:lhph:19491_#1,tr:lh:9743,,,,,
e22_Items,1,tg:lhph:13144_#1,75436/1,C 1622 / P,1698e1b2-1e29-57ba-8606-ffa61f2a36a3,1698e1b2-1e29-57ba-8606-ffa61f2a36a3,tg:lhph:13144_#1,tr:lh:3960,,,,,
e22_Items,1,tg:lhph:3105_#1,42220/6b,D 125 / P (3) 5,4a9440c3-9b1e-5399-9984-11dd2fe6ffa1,4a9440c3-9b1e-5399-9984-11dd2fe6ffa1,tg:lhph:3105_#1,,isad:lh:183099,,,,
e22_Items,1,tg:lhph:27513_#1,200537/120,P 505 / P (I),a615c186-a4c1-55e7-921e-5115e4d5a10d,a615c186-a4c1-55e7-921e-5115e4d5a10d,tg:lhph:27513_#1,tr:lh:7721,isad:lh:146741,,,,
e22_Items,1,tg:lhph:35172_#1,99382,L 1335 / P,fd529c46-d4f6-5bcb-a5d9-9b6f2b17e30c,fd529c46-d4f6-5bcb-a5d9-9b6f2b17e30c,tg:lhph:35172_#1,,,,,,
e22_Items,1,tg:lhph:17268_#1,84840/6,H 3822 / P,9947730c-530e-5265-b5a0-a041ed92355c,9947730c-530e-5265-b5a0-a041ed92355c,tg:lhph:17268_#1,,,,,,
e22_Items,1,tg:lhph:47791_#1,186403/27,S 59 /P,875345e8-feea-5733-bb8c-c60e54b8cb49,875345e8-feea-5733-bb8c-c60e54b8cb49,tg:lhph:47791_#1,tr:lh:7336,isad:lh:103960,,,,
e22_Items,1,tg:lhph:34478_#1,218458/1257,B 1183 / P (NEG00131/4/21),54391090-a956-522b-b5e2-8d2137d9dd53,54391090-a956-522b-b5e2-8d2137d9dd53,tg:lhph:34478_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:26019_#1,199450,S 7265 / P,15976f99-318f-5d89-8c63-a09695d9a936,15976f99-318f-5d89-8c63-a09695d9a936,tg:lhph:26019_#1,tr:lh:7653,,,,,
e22_Items,2,tg:lhph:1480_#2,92279/22,S 395 / P,cf479cbf-a8b6-5056-bdcd-a8491487e76d,cf479cbf-a8b6-5056-bdcd-a8491487e76d,tg:lhph:1480_#2,tr:lh:4744,isad:lh:93183,,,,
e22_Items,1,tg:lhph:16762_#1,102093/2,H 14593 / P,0d2c7a20-8914-527d-890c-c3ca7028b759,0d2c7a20-8914-527d-890c-c3ca7028b759,tg:lhph:16762_#1,tr:lh:5167,isad:lh:94805,,,,
e22_Items,1,tg:lhph:45868_#1,71426/149,I 334 / P,319735e6-8eac-53a6-a242-5ccf9c31d03d,319735e6-8eac-53a6-a242-5ccf9c31d03d,tg:lhph:45868_#1,tr:lh:3693,isad:lh:94547,,,,
e22_Items,1,tg:lhph:6723_#1,69249,Y 952 / P,6f14bfd7-2004-559f-b441-852c54955330,6f14bfd7-2004-559f-b441-852c54955330,tg:lhph:6723_#1,tr:lh:3527,isad:lh:93107,,,,
e22_Items,2,tg:lhph:22949_#2,,,cebd4b9b-d2e9-546e-b42e-0efae59f169e,cebd4b9b-d2e9-546e-b42e-0efae59f169e,tg:lhph:22949_#2,tr:lh:139964,isad:lh:182285,S 935 / 484,Bruikleen Vlaamse Gemeenschap - STR10691,,
e22_Items,1,tg:lhph:30754_#1,218458/384,B 1183 / P (NEG0038/1/3),0edc7384-e346-553e-becc-c260c0cdc9ec,0edc7384-e346-553e-becc-c260c0cdc9ec,tg:lhph:30754_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:22335_#1,77439,H 905 / P,e9e1f746-e7dd-5928-92dd-9a1462684095,e9e1f746-e7dd-5928-92dd-9a1462684095,tg:lhph:22335_#1,tr:lh:4041,isad:lh:93348,,,,
e22_Items,1,tg:lhph:39872_#1,30691/2,M 435 / P (II),2b9fe745-fefe-5522-8f15-bac08aabab7a,2b9fe745-fefe-5522-8f15-bac08aabab7a,tg:lhph:39872_#1,tr:lh:1703,isad:lh:93877,,,,
e22_Items,1,tg:lhph:35993_#1,218458/1677,B 1183 / P (NEG00181/2/5),e9d1f519-37b0-5bb6-8053-fecd29e3ffff,e9d1f519-37b0-5bb6-8053-fecd29e3ffff,tg:lhph:35993_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,2,tg:lhph:3398_#2,64409/59,G 994 / P,3062aec2-9367-5ba9-90ba-33ff3e0a1cfc,3062aec2-9367-5ba9-90ba-33ff3e0a1cfc,tg:lhph:3398_#2,tr:lh:3171,isad:lh:93287,,,,
e22_Items,1,tg:lhph:24701_#1,45116/1,N 4935 / P,34348791-ae3f-5936-9365-a34463a6cc8a,34348791-ae3f-5936-9365-a34463a6cc8a,tg:lhph:24701_#1,,,,,,
e22_Items,1,tg:lhph:36360_#1,218458/1805,B 1183 / P (NEG00196/2/10),42b7c4e1-2ece-59c3-a888-49abe59eddf1,42b7c4e1-2ece-59c3-a888-49abe59eddf1,tg:lhph:36360_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:44583_#1,220654/1,BB 230 / P,97fb9dbf-c403-5e5d-9d01-28e4e08e7a01,97fb9dbf-c403-5e5d-9d01-28e4e08e7a01,tg:lhph:44583_#1,tr:lh:9178,isad:lh:95808,,,,
e22_Items,1,tg:lhph:49989_#1,,S 9975 / P,d51e474b-ab38-5cfe-a9cb-52fbf7863144,d51e474b-ab38-5cfe-a9cb-52fbf7863144,tg:lhph:49989_#1,tr:lh:139785,isad:lh:142927,,,,
e22_Items,1,tg:lhph:10356_#1,111793/1,B 8719 / P,53a60eff-02c3-5d86-9012-77f8c78d942b,53a60eff-02c3-5d86-9012-77f8c78d942b,tg:lhph:10356_#1,tr:lh:5593,isad:lh:92976,,,,
e22_Items,1,tg:lhph:38599_#1,120691/252,B 4984 / P,663d6283-3c2b-51be-b687-fc55fd0cd95e,663d6283-3c2b-51be-b687-fc55fd0cd95e,tg:lhph:38599_#1,tr:lh:5800,isad:lh:93071,,,,
e22_Items,1,tg:lhph:33546_#1,126331/1,K 452 / P,00851a65-3828-55a9-b4b7-35a3a183328c,00851a65-3828-55a9-b4b7-35a3a183328c,tg:lhph:33546_#1,tr:lh:5890,isad:lh:95394,,,,
e22_Items,1,tg:lhph:21127_#1,203626/1712,M 224 / P (NEG0059/5/47),e161d9bb-30c4-5bd0-93ad-c46348344e9f,e161d9bb-30c4-5bd0-93ad-c46348344e9f,tg:lhph:21127_#1,tr:lh:7859,isad:lh:94873,,,,
e22_Items,1,tg:lhph:5531_#1,88440/1,V 4655 / P,aec3cc3e-21d9-5f3d-85b0-cb5fdf3d16aa,aec3cc3e-21d9-5f3d-85b0-cb5fdf3d16aa,tg:lhph:5531_#1,,,,,,
e22_Items,1,tg:lhph:42956_#1,179166/49,B 9078 / P,1c785a45-81d9-5ac6-925e-c602fbe056b0,1c785a45-81d9-5ac6-925e-c602fbe056b0,tg:lhph:42956_#1,tr:lh:7191,isad:lh:93778,,,,
e22_Items,1,tg:lhph:45089_#1,234851/35,D 239 / P,ddea72a3-eb5e-573e-87e6-5f3c741b5aac,ddea72a3-eb5e-573e-87e6-5f3c741b5aac,tg:lhph:45089_#1,,isad:lh:94529,,,,
e22_Items,2,tg:lhph:46006_#2,203868/35,C 395 / ARC (381),05f8d39a-417b-5b87-9ea7-5fa321bff245,05f8d39a-417b-5b87-9ea7-5fa321bff245,tg:lhph:46006_#2,tr:lh:3327,isad:lh:94146,,,,
e22_Items,1,tg:lhph:15570_#1,111882,E 3583 / P,a2611d13-4f27-506d-9ae4-aeafbdb1ace9,a2611d13-4f27-506d-9ae4-aeafbdb1ace9,tg:lhph:15570_#1,,,,,,
e22_Items,1,tg:lhph:17310_#1,174477/34,H 3838 / P,ae02240f-6d78-51c9-9477-1dabc0213a7e,ae02240f-6d78-51c9-9477-1dabc0213a7e,tg:lhph:17310_#1,tr:lh:6989,isad:lh:92953,,,,
e22_Items,1,tg:lhph:7351_#1,13308,V 1582 / P,426181bc-14ba-5169-8e4a-b2b720bd728e,426181bc-14ba-5169-8e4a-b2b720bd728e,tg:lhph:7351_#1,tr:lh:685,,,,,
e22_Items,1,tg:lhph:31326_#1,218458/559,B 1183 / P (NEG0052/3/32),f5fd9659-d2e8-50e1-8526-e2adbf8d15d0,f5fd9659-d2e8-50e1-8526-e2adbf8d15d0,tg:lhph:31326_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:23747_#1,69894/47,M 8235 / P (map I-II),a5fde281-16c3-5c9d-b412-fef30629ab7c,a5fde281-16c3-5c9d-b412-fef30629ab7c,tg:lhph:23747_#1,tr:lh:3590,isad:lh:95005,,,,
e22_Items,1,tg:lhph:29292_#1,98244/3,R 22 / P,6df6dd8b-bf46-5423-b486-7af6222adcff,6df6dd8b-bf46-5423-b486-7af6222adcff,tg:lhph:29292_#1,,,,,,
e22_Items,3,tg:lhph:1866_#3,232679,W 213 / P,b641c4d6-a130-5b0c-bc8b-3f30446f68c1,b641c4d6-a130-5b0c-bc8b-3f30446f68c1,tg:lhph:1866_#3,,,,,,
e22_Items,1,tg:lhph:12536_#1,46900/14,B 8758 / P,e37fbc2e-f1de-5240-80af-e15c0622b25e,e37fbc2e-f1de-5240-80af-e15c0622b25e,tg:lhph:12536_#1,tr:lh:2429,isad:lh:94330,,,,
e22_Items,1,tg:lhph:28798_#1,37026/6,V 3965 / P,39965716-2647-547b-8611-2110aababd72,39965716-2647-547b-8611-2110aababd72,tg:lhph:28798_#1,tr:lh:1987,isad:lh:95257,,,,
e22_Items,1,tg:lhph:2577_#1,163141/588,G 395 / P,2446c61b-1443-51ed-9920-965db97168b6,2446c61b-1443-51ed-9920-965db97168b6,tg:lhph:2577_#1,tr:lh:6603,isad:lh:93324,,,,
e22_Items,1,tg:lhph:26161_#1,195177/7,O 393 / P,6e438a24-d126-589c-8b74-6c0a0ce716e0,6e438a24-d126-589c-8b74-6c0a0ce716e0,tg:lhph:26161_#1,,,,,,
e22_Items,1,tg:lhph:34500_#1,86561/9,W 209 / P,4a597bc4-087d-5392-acb3-4b3d639ff166,4a597bc4-087d-5392-acb3-4b3d639ff166,tg:lhph:34500_#1,tr:lh:4427,,,,,
e22_Items,1,tg:lhph:45910_#1,203846/3,C 395 / ARC (374),26c4f375-3393-5ce3-8df9-94fe0001a0c0,26c4f375-3393-5ce3-8df9-94fe0001a0c0,tg:lhph:45910_#1,tr:lh:3327,isad:lh:109794,,,,
e22_Items,1,tg:lhph:35162_#1,218458/1448,B 1183 / P (NEG00153/4/1),5bc69375-a83a-5bb4-a63d-894abf1d5fa5,5bc69375-a83a-5bb4-a63d-894abf1d5fa5,tg:lhph:35162_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:27503_#1,221162/14-15,"P 505 / P (I), (IV)",fa2db4c9-2369-5741-abc1-070199dc8433,fa2db4c9-2369-5741-abc1-070199dc8433,tg:lhph:27503_#1,,isad:lh:146741,,,,
e22_Items,1,tg:lhph:3115_#1,148737/38,D 125 / P (1)(28),b9fee712-d915-51fd-938e-d7ffbd83703f,b9fee712-d915-51fd-938e-d7ffbd83703f,tg:lhph:3115_#1,tr:lh:6415,isad:lh:156055,,,,
e22_Items,1,tg:lhph:47781_#1,211077,S 59 /P,d566ab77-8eab-5554-bc69-41e11d1c8ae5,d566ab77-8eab-5554-bc69-41e11d1c8ae5,tg:lhph:47781_#1,tr:lh:7336,isad:lh:103960,,,,
e22_Items,1,tg:lhph:17278_#1,166603/16,S 584 / P,49ed8bd4-362e-56dc-9f87-e7f134a2b05b,49ed8bd4-362e-56dc-9f87-e7f134a2b05b,tg:lhph:17278_#1,tr:lh:6721,isad:lh:93637,,,,
e22_Items,1,tg:lhph:19481_#1,203626/902,M 224 / P (NEG0034/4/2),6dfc8a3a-97c2-5edf-b6fa-9931395fde6c,6dfc8a3a-97c2-5edf-b6fa-9931395fde6c,tg:lhph:19481_#1,tr:lh:7859,isad:lh:94873,,,,
e22_Items,1,tg:lhph:49178_#1,30870/5,V 75795 / P,7b65acc7-3775-573f-9345-876711df651c,7b65acc7-3775-573f-9345-876711df651c,tg:lhph:49178_#1,tr:lh:1737,isad:lh:95095,,,,
e22_Items,1,tg:lhph:7239_#1,74033,V 1521 / P,8485f1b0-8652-5fac-98c4-e25304e3d197,8485f1b0-8652-5fac-98c4-e25304e3d197,tg:lhph:7239_#1,tr:lh:3837,,,,,
e22_Items,1,tg:lhph:22325_#1,203626/2191,M 224 / P (NEG0074/3/31),2f406935-c52a-54a2-9372-f56008e6340f,2f406935-c52a-54a2-9372-f56008e6340f,tg:lhph:22325_#1,tr:lh:7859,isad:lh:94873,,,,
e22_Items,1,tg:lhph:30744_#1,218458/377,B 1183 / P (NEG0037/1/8),0603423a-c323-553f-9ed9-5965412e997b,0603423a-c323-553f-9ed9-5965412e997b,tg:lhph:30744_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:6733_#1,8833,T 394 / P,f586c1c1-68d0-53a5-8137-dfbacbdffdc3,f586c1c1-68d0-53a5-8137-dfbacbdffdc3,tg:lhph:6733_#1,tr:lh:381,,,,,
e22_Items,1,tg:lhph:39862_#1,82690/49,M 435 / P (II),bdfecb40-e3c7-5ddf-9387-27f683c6f10d,bdfecb40-e3c7-5ddf-9387-27f683c6f10d,tg:lhph:39862_#1,tr:lh:4256,isad:lh:93877,,,,
e22_Items,1,tg:lhph:26009_#1,175665/8,T 3701 / P,65232419-ddd9-596f-bc6a-cdd5060e941b,65232419-ddd9-596f-bc6a-cdd5060e941b,tg:lhph:26009_#1,,,,,,
e22_Items,1,tg:lhph:45878_#1,71426/62,I 334 / P,402bb288-f9ce-5f63-8fba-8fe16a7eac3a,402bb288-f9ce-5f63-8fba-8fe16a7eac3a,tg:lhph:45878_#1,tr:lh:3693,isad:lh:94547,,,,
e22_Items,1,tg:lhph:16772_#1,76376/2,H 14595 / P,fe226c5d-fd35-532f-80f0-d76a65a8c34d,fe226c5d-fd35-532f-80f0-d76a65a8c34d,tg:lhph:16772_#1,,,,,,
e22_Items,1,tg:lhph:24669_#1,104603/17a-b,T 3465 / P,ff7ff910-cf7a-5635-bd00-3bb2f7cdb769,ff7ff910-cf7a-5635-bd00-3bb2f7cdb769,tg:lhph:24669_#1,,,,,,
e22_Items,1,tg:lhph:36208_#1,12460/150,L 475 / P,248d7481-5b9b-507e-be0a-cb6bbb10de98,248d7481-5b9b-507e-be0a-cb6bbb10de98,tg:lhph:36208_#1,tr:lh:630,isad:lh:93645,,,,
e22_Items,1,tg:lhph:14112_#1,148150/2,D 1155 / P,d6eb70c5-c93d-58ec-9d1d-bf952334be15,d6eb70c5-c93d-58ec-9d1d-bf952334be15,tg:lhph:14112_#1,tr:lh:6350,,,,,
e22_Items,1,tg:lhph:4153_#1,28300/2,A 2135 / P,be08a6a6-3fb1-58a1-b6eb-e23c0464ac67,be08a6a6-3fb1-58a1-b6eb-e23c0464ac67,tg:lhph:4153_#1,tr:lh:1525,,,,,
e22_Items,1,tg:lhph:20545_#1,217718/10,T 394 / P,3314b1e2-7e40-5679-8959-17f63f361cd2,3314b1e2-7e40-5679-8959-17f63f361cd2,tg:lhph:20545_#1,tr:lh:9837,isad:lh:93036,,,,
e22_Items,1,tg:lhph:32124_#1,218458/741,B 1183 / P (NEG0072/3/2),404ff9e0-d5f9-5adf-b1a3-1c401516956d,404ff9e0-d5f9-5adf-b1a3-1c401516956d,tg:lhph:32124_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:5459_#1,198481/0132,T 3465 / P,fd47fc68-326c-5a76-9723-6e45763117b3,fd47fc68-326c-5a76-9723-6e45763117b3,tg:lhph:5459_#1,tr:lh:7586,isad:lh:93725,,,,
e22_Items,1,tg:lhph:18812_#1,203626/490,M 224 / P (NEG0017/4/10),8d3194a0-1d5d-57ff-9bc7-7fac2efeac7c,8d3194a0-1d5d-57ff-9bc7-7fac2efeac7c,tg:lhph:18812_#1,tr:lh:7859,isad:lh:94873,,,,
e22_Items,1,tg:lhph:11734_#1,200971/17,S 5621 / P,92dff3e7-70b0-5ad3-a160-22e4ad02cb00,92dff3e7-70b0-5ad3-a160-22e4ad02cb00,tg:lhph:11734_#1,tr:lh:7740,isad:lh:94061,,,,
e22_Items,2,tg:lhph:28515_#2,168747/11,V 3915 / P,67c23750-e271-5cd9-b07b-c0a6a153bec5,67c23750-e271-5cd9-b07b-c0a6a153bec5,tg:lhph:28515_#2,,,,,,
e22_Items,1,tg:lhph:1775_#1,92007/7,G 3978 / P,10e68f50-0663-52c7-afb7-d86b942b765e,10e68f50-0663-52c7-afb7-d86b942b765e,tg:lhph:1775_#1,tr:lh:4746,isad:lh:92972,,,,
e22_Items,1,tg:lhph:26990_#1,27571/544,P 2735 / P,1aa3d57e-f237-5c9a-876c-de94e0d5b8fc,1aa3d57e-f237-5c9a-876c-de94e0d5b8fc,tg:lhph:26990_#1,tr:lh:1492,,,,,
e22_Items,1,tg:lhph:37702_#1,55283,B 438 / P,3e7899b6-d682-5f32-a6b4-7fdcb5476ba1,3e7899b6-d682-5f32-a6b4-7fdcb5476ba1,tg:lhph:37702_#1,,,,,,
e22_Items,1,tg:lhph:25363_#1,158575/181,V 3484 / P,936a9593-d765-54a6-9823-58dbf0c1f51a,936a9593-d765-54a6-9823-58dbf0c1f51a,tg:lhph:25363_#1,tr:lh:6462,isad:lh:93743,,,,
e22_Items,1,tg:lhph:15418_#1,27493/206,R 635 / P,556e648f-34be-555d-9b9e-c058783d6a3a,556e648f-34be-555d-9b9e-c058783d6a3a,tg:lhph:15418_#1,tr:lh:1492,,,,,
e22_Items,1,tg:lhph:8853_#1,120691/467,S 245 / P,a51df88b-37d0-5bd3-93d4-02a327d1f0b8,a51df88b-37d0-5bd3-93d4-02a327d1f0b8,tg:lhph:8853_#1,tr:lh:5800,isad:lh:93071,,,,
e22_Items,1,tg:lhph:23757_#1,176400/16,I 5578815 / P,6f1f1e60-8740-55a6-8617-aeee363b5d58,6f1f1e60-8740-55a6-8617-aeee363b5d58,tg:lhph:23757_#1,tr:lh:7009,isad:lh:93322,,,,
e22_Items,1,tg:lhph:31336_#1,52798/10,J 2545 / P,197f3bc7-ba6c-5f8c-86b7-d1744b92f1ed,197f3bc7-ba6c-5f8c-86b7-d1744b92f1ed,tg:lhph:31336_#1,tr:lh:2659,,,,,
e22_Items,1,tg:lhph:7341_#1,85173/1,S 935 / P,4008578f-36e0-5973-a90e-f2f5b23e74aa,4008578f-36e0-5973-a90e-f2f5b23e74aa,tg:lhph:7341_#1,tr:lh:4441,isad:lh:92978,,,,
e22_Items,1,tg:lhph:49000_#1,,,af0b5163-aa1c-5b1d-83a8-2fc7a1cf619c,af0b5163-aa1c-5b1d-83a8-2fc7a1cf619c,tg:lhph:49000_#1,,isad:lh:130701,LL 169 / 10,,,
e22_Items,1,tg:lhph:29282_#1,198267/a-b,R 207 / P,6acb2fe5-b07f-500f-9704-477a011dfbe4,6acb2fe5-b07f-500f-9704-477a011dfbe4,tg:lhph:29282_#1,,,,,,
e22_Items,1,tg:lhph:17300_#1,68564/3,H 3832 / P,cef636c6-7f21-57ad-a494-5f7fc5cb52ba,cef636c6-7f21-57ad-a494-5f7fc5cb52ba,tg:lhph:17300_#1,tr:lh:3477,isad:lh:93174,,,,
e22_Items,1,tg:lhph:34510_#1,173392/39,L 1628 / P,5593f413-e09d-51e9-854f-926ad0fa31a1,5593f413-e09d-51e9-854f-926ad0fa31a1,tg:lhph:34510_#1,tr:lh:6947,isad:lh:95444,,,,
e22_Items,1,tg:lhph:26171_#1,74122,V 3484 / P,9c0e366d-34b3-5432-aaaa-27f1623e8d16,9c0e366d-34b3-5432-aaaa-27f1623e8d16,tg:lhph:26171_#1,tr:lh:3869,,,,,
e22_Items,1,tg:lhph:2567_#1,163141/661,G 395 / P,9e8d4d0d-313b-54e8-995c-a27298aebefe,9e8d4d0d-313b-54e8-995c-a27298aebefe,tg:lhph:2567_#1,tr:lh:6603,isad:lh:93324,,,,
e22_Items,1,tg:lhph:45900_#1,87843,C 3664 / P,35abba17-bc19-54d4-aa07-2ab887fbef76,35abba17-bc19-54d4-aa07-2ab887fbef76,tg:lhph:45900_#1,tr:lh:4574,isad:lh:95759,,,,
e22_Items,1,tg:lhph:12526_#1,46900/13,B 8758 / P,093da5c8-2328-525d-9b68-53724f20d59e,093da5c8-2328-525d-9b68-53724f20d59e,tg:lhph:12526_#1,tr:lh:2429,isad:lh:94330,,,,
e22_Items,1,tg:lhph:28788_#1,41409/3,P 9746 / P,156a518f-75ca-5b90-9ad1-baf47280450f,156a518f-75ca-5b90-9ad1-baf47280450f,tg:lhph:28788_#1,tr:lh:2193,isad:lh:95083,,,,
e22_Items,1,tg:lhph:38589_#1,218458/2546,B 1183 / P (NEG00272/1/8),68c74481-198c-52b0-8155-45529178aacb,68c74481-198c-52b0-8155-45529178aacb,tg:lhph:38589_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,3,tg:lhph:37198_#3,160562/485,L 863 / P,30ef4adc-e9e8-5334-8de2-03f4fea9acea,30ef4adc-e9e8-5334-8de2-03f4fea9acea,tg:lhph:37198_#3,,,,,,
e22_Items,1,tg:lhph:35983_#1,218458/1673,B 1183 / P (NEG00180/4/1),eaaa80f4-dee1-5b8f-8358-70b9a4bc8897,eaaa80f4-dee1-5b8f-8358-70b9a4bc8897,tg:lhph:35983_#1,tr:lh:9510,isad:lh:95309,,,,
e22_Items,1,tg:lhph:36370_#1,12460/118,W 591 / P,e5140fc0-6bc3-5df5-b435-11ac11006f6d,e5140fc0-6bc3-5df5-b435-11ac11006f6d,tg:lhph:36370_#1,tr:lh:630,isad:lh:93645,,,,
e22_Items,1,tg:lhph:24711_#1,74055/2,N 4935 / P,6de1321b-905a-575e-8f6a-d51c157af184,6de1321b-905a-575e-8f6a-d51c157af184,tg:lhph:24711_#1,,,,,,
e22_Items,1,tg:lhph:44593_#1,220630/1,C 33941 / P,da25a499-5dbf-5e47-b5e8-b82cce7457aa,da25a499-5dbf-5e47-b5e8-b82cce7457aa,tg:lhph:44593_#1,tr:lh:9192,isad:lh:183682,,,,
e22_Items,2,tg:lhph:46016_#2,203868/32,C 395 / ARC (381),b152a9cd-2a77-5d65-b6e2-142db648725f,b152a9cd-2a77-5d65-b6e2-142db648725f,tg:lhph:46016_#2,tr:lh:3327,isad:lh:109792,,,,
e22_Items,1,tg:lhph:15560_#1,24310/1,R 665 / P,66f64806-422d-5f29-a88b-7cc258d2bac6,66f64806-422d-5f29-a88b-7cc258d2bac6,tg:lhph:15560_#1,tr:lh:1416,isad:lh:94650,,,,
e22_Items,1,tg:lhph:45099_#1,234851/42,D 239 / P,5e662996-6f80-51b1-89d9-5a85c0da3792,5e662996-6f80-51b1-89d9-5a85c0da3792,tg:lhph:45099_#1,,isad:lh:94529,,,,
e22_Items,1,tg:lhph:5521_#1,59358/2,V 4655 / P,aedd83c8-bb98-5328-b58d-e66e3b6461e8,aedd83c8-bb98-5328-b58d-e66e3b6461e8,tg:lhph:5521_#1,tr:lh:2939,isad:lh:93554,,,,
e22_Items,1,tg:lhph:21137_#1,217728/14,BB 570 / P,4a03b62e-e181-5560-8d47-485842d988d7,4a03b62e-e181-5560-8d47-485842d988d7,tg:lhph:21137_#1,tr:lh:9674,isad:lh:93772,,,,
e22_Items,1,tg:lhph:39083_#1,51850/32,M 25675 / P,1f6ea964-71e7-5084-923d-d9452f7685eb,1f6ea964-71e7-5084-923d-d9452f7685eb,tg:lhph:39083_#1,tr:lh:2627,isad:lh:93589,,,,
e22_Items,1,tg:lhph:42946_#1,179166/86,B 9078 / P,b69fdb6f-c53a-5fce-a4d1-e4d078e5f976,b69fdb6f-c53a-5fce-a4d1-e4d078e5f976,tg:lhph:42946_#1,tr:lh:7191,isad:lh:93778,,,,
e22_Items,1,tg:lhph:16404_#1,114965,R 926 / P,a793e480-d480-5d51-9f1e-1046c66f2960,a793e480-d480-5d51-9f1e-1046c66f2960,tg:lhph:16404_#1,tr:lh:5683,isad:lh:93140,,,,
