ResourceID,brocade.id,card,dataset,order,Creation Place Widget,Creation Place Note,Creation Place Note Type,Creation Place Note Language
dc7b900e-10f7-5a8d-9ac4-a3002622b05d,tg:lhph:43155,Places,lhph,tg:lhph:43155,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
b37b56c8-dcbf-50c9-98d5-ae5a5bd7f9f5,tg:lhph:21652,Places,lhph,tg:lhph:21652,"dlod={""name"":""Avelgem (Kortrijk)"",""ark"":""ark:/83110/x0/143f7ea8-bafe-522f-ab75-5ad772e54745"",""uri"":""/subjects/8837"",""id"":""au::101136"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
0d7a089c-8149-559a-9e8d-55a5af15edfb,tg:lhph:5838,Places,lhph,tg:lhph:5838,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
e2c8d112-c238-50c6-b48a-e5e0c0c5c49e,tg:lhph:28308,Places,lhph,tg:lhph:28308,"dlod={""name"":""Waasmunster (Dendermonde)"",""ark"":""ark:/83110/x0/6b52dbf8-814f-51ab-a3ac-56429bfbffd4"",""uri"":""/subjects/14455"",""id"":""au::100600"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5dcc139b-1b1e-5897-95b0-cc05922d7676,tg:lhph:34190,Places,lhph,tg:lhph:34190,"dlod={""name"":""India (Azië)"",""ark"":""ark:/83110/x0/6ce5103f-466d-5c8c-829d-b481135f9ede"",""uri"":""/subjects/13760"",""id"":""au::103471"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
7f430270-d043-56a2-9936-f551ade3256f,tg:lhph:15879,Places,lhph,tg:lhph:15879,"dlod={""name"":""Elsene (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/8e29025b-1c0f-524d-a9ea-af4663e0d4ee"",""uri"":""/subjects/14471"",""id"":""au::100108"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
b1b6f6b0-259b-5956-9557-4578bc7bee5e,tg:lhph:8432,Places,lhph,tg:lhph:8432,"dlod={""name"":""Lokeren (Arrondissement Sint-Niklaas)"",""ark"":""ark:/83110/x0/bc70b239-3215-5d8b-87c3-e90048839da0"",""uri"":""/subjects/14414"",""id"":""au::100767"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
fedbede0-7fa3-5591-8d9e-3c2e5070117a,tg:lhph:46773,Places,lhph,tg:lhph:46773,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
2ab38916-c37f-54bd-86e2-379cf0067e3d,tg:lhph:24391,Places,lhph,tg:lhph:24391,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
cbc56f9d-e8da-5fcc-9cbc-46a0db45618d,tg:lhph:27962,Places,lhph,tg:lhph:27962,"dlod={""name"":""Diksmuide (Diksmuide)"",""ark"":""ark:/83110/x0/830a9e57-7277-5247-b3e3-c98f68e337f6"",""uri"":""/subjects/10100"",""id"":""au::101062"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
807078d8-d34c-5cf4-bc22-42e7017f4339,tg:lhph:44113,Places,lhph,tg:lhph:44113,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
a69b98cf-0c49-5d25-b542-4107f414c407,tg:lhph:38109,Places,lhph,tg:lhph:38109,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5e8fe12c-30b1-5c84-9fde-54c0aee3c4d6,tg:lhph:48813,Places,lhph,tg:lhph:48813,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
88871459-9a84-57ef-9f85-5bb89b8562e8,tg:lhph:29879,Places,lhph,tg:lhph:29879,"dlod={""name"":""Sint-Denijs-Westrem (Gent)"",""ark"":""ark:/83110/x0/ae295388-6e37-585a-b1d3-817c4fe25c50"",""uri"":""/subjects/11121"",""id"":""au::100663"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
6d8320cd-1645-5121-85af-4b1556fe558f,tg:lhph:45419,Places,lhph,tg:lhph:45419,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
869f36fa-0149-591d-a52c-df83b280c3cc,tg:lhph:27183,Places,lhph,tg:lhph:27183,,Broeckem,remarks,Nederlands
485c05ec-edd5-5951-a88b-37f86336df76,tg:lhph:26489,Places,lhph,tg:lhph:26489,"dlod={""name"":""Keerbergen (Leuven)"",""ark"":""ark:/83110/x0/356852d3-bfbe-5483-ac98-608a8be8c7ab"",""uri"":""/subjects/12990"",""id"":""au::100948"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
1e1a9f05-d52a-5b68-8071-2d360cb55953,tg:lhph:5940,Places,lhph,tg:lhph:5940,"dlod={""name"":""Diksmuide (Diksmuide)"",""ark"":""ark:/83110/x0/830a9e57-7277-5247-b3e3-c98f68e337f6"",""uri"":""/subjects/10100"",""id"":""au::101062"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
2b5c1cc8-1b12-5c26-acf1-a55ce556f515,tg:lhph:33937,Places,lhph,tg:lhph:33937,"dlod={""name"":""Deurne (Antwerpen)"",""ark"":""ark:/83110/x0/ccd46476-7f11-50d0-a26c-2b09d8f2efd2"",""uri"":""/subjects/8931"",""id"":""au::100147"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
84aa4ae6-70c5-569a-9882-635a54731fe6,tg:lhph:42527,Places,lhph,tg:lhph:42527,"dlod={""name"":""Waasmunster (Dendermonde)"",""ark"":""ark:/83110/x0/6b52dbf8-814f-51ab-a3ac-56429bfbffd4"",""uri"":""/subjects/14455"",""id"":""au::100600"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
33fa58d4-b643-55b1-a96d-1a9b95364b80,tg:lhph:19998,Places,lhph,tg:lhph:19998,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
4e5e598b-4595-5612-8dc9-d91825d1408a,tg:lhph:40347,Places,lhph,tg:lhph:40347,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
f6c5033b-0d78-5c20-8c36-dfcdc79bd7a0,tg:lhph:38071,Places,lhph,tg:lhph:38071,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5618a1e4-baaa-50a7-a491-0c7f325d2a26,tg:lhph:36688,Places,lhph,tg:lhph:36688,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
36c3bbe7-3e25-5e53-b46f-2ae920886a17,tg:lhph:14592,Places,lhph,tg:lhph:14592,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
e5032c1f-8c2b-5b33-9333-6e81b88ac3b5,tg:lhph:37382,Places,lhph,tg:lhph:37382,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
87a1f0b7-d3d8-5e46-8a5f-ebc2e812fb95,tg:lhph:34971,Places,lhph,tg:lhph:34971,"dlod={""name"":""Ossendrecht (Woensdrecht)"",""ark"":""ark:/83110/x0/80838002-6498-526c-9f29-578e9ab7b72d"",""uri"":""/subjects/7991"",""id"":""au::104755"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
beb2a1c4-07bc-5ed8-b9ba-9cc2566c2719,tg:lhph:2906,Places,lhph,tg:lhph:2906,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
151c8185-c78b-5f80-8b43-9d237a594133,tg:lhph:32246,Places,lhph,tg:lhph:32246,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8fb2d6f2-a825-5447-9d32-dd7b4e0001c4,tg:lhph:38119,Places,lhph,tg:lhph:38119,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
bcb48bc6-1630-5d34-8e35-43b5a6fec304,tg:lhph:24381,Places,lhph,tg:lhph:24381,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
875ede82-41b9-56e5-8dcb-8b51f3986997,tg:lhph:34819,Places,lhph,tg:lhph:34819,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
56d0414c-c8b1-57ba-84a2-b76a0de5f739,tg:lhph:45409,Places,lhph,tg:lhph:45409,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
a69b4a5a-7ec1-5529-983c-439737293381,tg:lhph:53344,Places,lhph,tg:lhph:53344,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
1015bdc0-fa64-5b1c-b9f6-278246768883,tg:lhph:41725,Places,lhph,tg:lhph:41725,"dlod={""name"":""Westerlo (Turnhout)"",""ark"":""ark:/83110/x0/0c4110ff-a937-511f-84fd-e7ca121c32e9"",""uri"":""/subjects/9322"",""id"":""au::100310"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
832b4810-2861-53ea-8ace-5a439ff40d30,tg:lhph:43145,Places,lhph,tg:lhph:43145,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
31568a9e-508a-50c5-8442-e8001f91e807,tg:lhph:29612,Places,lhph,tg:lhph:29612,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
77a5b236-24ac-5a52-a872-2296f9a74652,tg:lhph:17790,Places,lhph,tg:lhph:17790,"dlod={""name"":""Mol (Turnhout)"",""ark"":""ark:/83110/x0/07944209-b37a-5e5c-be74-555856c8bae9"",""uri"":""/subjects/13188"",""id"":""au::100296"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
35b68e5e-bff8-5c49-b0fd-3fe6ca10c8e6,tg:lhph:34180,Places,lhph,tg:lhph:34180,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
e9bb1dd4-69fb-5711-ba15-020d15719c8a,tg:lhph:8422,Places,lhph,tg:lhph:8422,"dlod={""name"":""Walcheren (Zeeland)"",""ark"":""ark:/83110/x0/ef0d5f38-bac1-5f55-bf17-fe97c1f0bc20"",""uri"":""/subjects/9848"",""id"":""au::105078"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
b2027d83-a2e4-5b51-83df-c902ebafc0f2,tg:lhph:21642,Places,lhph,tg:lhph:21642,"dlod={""name"":""Zwitserland (Europa)"",""ark"":""ark:/83110/x0/461e4d18-1282-5a57-90fe-3c529d98a2e7"",""uri"":""/subjects/12479"",""id"":""au::106591"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
7ded16b1-9580-5d8c-b4db-24fbabcc9a60,tg:lhph:5828,Places,lhph,tg:lhph:5828,"dlod={""name"":""Diksmuide (Diksmuide)"",""ark"":""ark:/83110/x0/830a9e57-7277-5247-b3e3-c98f68e337f6"",""uri"":""/subjects/10100"",""id"":""au::101062"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8329963b-3c96-592c-863b-be81e278ebcf,tg:lhph:28318,Places,lhph,tg:lhph:28318,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
bf7764dd-8266-592a-a9a2-d2d5bff91492,tg:lhph:36698,Places,lhph,tg:lhph:36698,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
18d63d56-22bf-5ce8-8ebf-5313ecf21caf,tg:lhph:19988,Places,lhph,tg:lhph:19988,"dlod={""name"":""Brazilië (Zuid-Amerika)"",""ark"":""ark:/83110/x0/a4b8728e-b4e5-5b00-a8bd-45e2da09b173"",""uri"":""/subjects/12361"",""id"":""au::101708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
e64d2644-a03a-5f2f-b969-b44538cb7c34,tg:lhph:40357,Places,lhph,tg:lhph:40357,"dlod={""name"":""Mechelen (Mechelen)"",""ark"":""ark:/83110/x0/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2"",""uri"":""/subjects/15408"",""id"":""au::100231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
56cd31ff-c3b4-5d12-afd5-dff1d98cbbcd,tg:lhph:2916,Places,lhph,tg:lhph:2916,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
b1ea2090-af28-5444-bb4b-4d5693d13c85,tg:lhph:37392,Places,lhph,tg:lhph:37392,"dlod={""name"":""Berlijn (DUBBEL)"",""ark"":""ark:/83110/x0/6b4f962f-8433-54d2-9eee-e21aa226a4a3"",""uri"":""/subjects/9919"",""id"":""au::102047"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
4c76147f-3861-5052-b3fd-4f324f0f8f7b,tg:lhph:3585,Places,lhph,tg:lhph:3585,"dlod={""name"":""Oostende (Oostende)"",""ark"":""ark:/83110/x0/06947c9d-bb2e-5b3e-9368-6e60f61738da"",""uri"":""/subjects/14080"",""id"":""au::101189"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
52f3413f-b1e2-52cc-8b98-93e68be90165,tg:lhph:47311,Places,lhph,tg:lhph:47311,"dlod={""name"":""Florence (Toscane)"",""ark"":""ark:/83110/x0/22f72d9a-52d6-5f81-9df8-1d3d5da92731"",""uri"":""/subjects/12528"",""id"":""au::103801"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
4817ae50-b781-5551-bce1-57956559cf8c,tg:lhph:42537,Places,lhph,tg:lhph:42537,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
c361b6f2-fbee-5954-8d03-05ded7d9fa95,tg:lhph:28260,Places,lhph,tg:lhph:28260,"dlod={""name"":""Ledeberg (Gent)"",""ark"":""ark:/83110/x0/9a585651-99e4-59d4-97fe-0312b61c9504"",""uri"":""/subjects/12167"",""id"":""au::100658"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
da6d0535-b839-5a94-ac5a-c956b15ce2a5,tg:lhph:1000,Places,lhph,tg:lhph:1000,"dlod={""name"":""Harz ()"",""ark"":""ark:/83110/x0/5c6b6d9b-4173-5b55-82ed-c75dbbf866ef"",""uri"":""/subjects/13937"",""id"":""au::102238"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
c1182327-3d40-58b2-9cd9-bfb74fb8bae1,tg:lhph:26499,Places,lhph,tg:lhph:26499,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
72b7d99c-6e24-51ec-a128-b3de6aac24de,tg:lhph:29057,Places,lhph,tg:lhph:29057,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
9e7c727a-049b-5d8a-b54d-3ec2f58cdcbf,tg:lhph:7194,Places,lhph,tg:lhph:7194,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/14305"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
8550b0e3-032b-528c-8f9f-ad7b0305461c,tg:lhph:8267,Places,lhph,tg:lhph:8267,"dlod={""name"":""Minden (Eifelkreis Bitburg-Prüm)"",""ark"":""ark:/83110/x0/354e4076-1220-5bef-a7c3-3d9c81ca88a9"",""uri"":""/subjects/15667"",""id"":""au::102259"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
2ccb2d11-8a78-5afa-8c33-250c3b65f22a,tg:lhph:46126,Places,lhph,tg:lhph:46126,"dlod={""name"":""Merendree (Deinze)"",""ark"":""ark:/83110/x0/004d1f0c-6590-51a1-b578-611381914c26"",""uri"":""/subjects/10664"",""id"":""au::100688"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
e8d2c89c-89e7-5b99-939b-1f2ca1c98fcf,tg:lhph:25957,Places,lhph,tg:lhph:25957,"dlod={""name"":""Beselare (Zonnebeke)"",""ark"":""ark:/83110/x0/20fc294b-7fd4-5959-b11b-a131d2649e71"",""uri"":""/subjects/9077"",""id"":""au::101127"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5e8219dd-b7d5-5d17-97ec-e0b198339743,tg:lhph:21007,Places,lhph,tg:lhph:21007,"dlod={""name"":""Cincinnati (Ohio)"",""ark"":""ark:/83110/x0/4be7c10a-f7ea-5368-8edd-d25913f9e408"",""uri"":""/subjects/14327"",""id"":""au::106437"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
7f54fa5e-71ed-52cd-b8e0-e1f3289ba6af,tg:lhph:11499,Places,lhph,tg:lhph:11499,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
753337eb-8956-510e-8e06-8d2e2349602a,tg:lhph:36647,Places,lhph,tg:lhph:36647,"dlod={""name"":""Harelbeke (Kortrijk)"",""ark"":""ark:/83110/x0/b647871f-7464-55b7-9d30-39c4a5714387"",""uri"":""/subjects/11581"",""id"":""au::101137"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
374013b8-1d81-5271-8632-0878712980ea,tg:lhph:33783,Places,lhph,tg:lhph:33783,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
51b4c2aa-26b5-5065-9e14-be8b2272007c,tg:lhph:22911,Places,lhph,tg:lhph:22911,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/14305"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
1b00bc43-def7-5159-979e-752b6896262c,tg:lhph:9615,Places,lhph,tg:lhph:9615,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
d5e22d8e-4df6-52ea-a037-220b2b40cc03,tg:lhph:36944,Places,lhph,tg:lhph:36944,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5a7d20f2-7310-53ad-93bb-7e6397413199,tg:lhph:24759,Places,lhph,tg:lhph:24759,"dlod={""name"":""Lier (Mechelen)"",""ark"":""ark:/83110/x0/f97bb3c8-a795-5e52-817b-dbb8c3310c33"",""uri"":""/subjects/9108"",""id"":""au::100229"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
22ce4bb6-5834-56c6-afde-d3bcbb3a05a0,tg:lhph:43678,Places,lhph,tg:lhph:43678,"dlod={""name"":""Deurle (Sint-Martens-Latem)"",""ark"":""ark:/83110/x0/32ba78cf-d6c8-51ec-be56-fdceace3bd01"",""uri"":""/subjects/13448"",""id"":""au::100698"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
0a30aeb5-a142-5f0a-a350-928c6260897e,tg:lhph:17348,Places,lhph,tg:lhph:17348,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
10854a5e-a493-521e-9c67-5752c47136a7,tg:lhph:3025,Places,lhph,tg:lhph:3025,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/14305"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
f0ef8de5-f83f-52de-9ae2-b43173ed3b41,tg:lhph:52173,Places,lhph,tg:lhph:52173,"dlod={""name"":""Kalmthout (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/7365bb9c-a99b-5997-b53f-aa712432d751"",""uri"":""/subjects/12211"",""id"":""au::100169"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
46dd8e7c-5c1b-5e48-9fd1-9ae2be5e45aa,tg:lhph:20790,Places,lhph,tg:lhph:20790,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
5bcd39cc-2f92-5942-bc75-83b1bd083001,tg:lhph:22869,Places,lhph,tg:lhph:22869,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/14305"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,
