Object Number,Record Type,URL,ResourceID,Reference Number,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhph:35615,Foto's,https://anet.be/record/opaclhobj/tg:lhph:35615/N,f25145bf-6cf3-5d1f-9b09-6c983461541a,BE-ANN07/ph/000034419,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f25145bf-6cf3-5d1f-9b09-6c983461541a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:30417,Foto's,https://anet.be/record/opaclhobj/tg:lhph:30417/N,92ef99f2-bb64-517f-9dda-5bdca3fd3c0f,BE-ANN07/ph/000029333,Letterenhuis,https://data.letterenhuis.be/ark:/24970/92ef99f2-bb64-517f-9dda-5bdca3fd3c0f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:1659,Foto's,https://anet.be/record/opaclhobj/tg:lhph:1659/N,e812b9ef-dae9-5057-b9a5-057035009b4b,BE-ANN07/ph/000001529,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e812b9ef-dae9-5057-b9a5-057035009b4b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:53139,Foto's,https://anet.be/record/opaclhobj/tg:lhph:53139/N,6beda69f-f0b0-55b9-829e-d73474176fdf,BE-ANN07/ph/000051246,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6beda69f-f0b0-55b9-829e-d73474176fdf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:51104,Foto's,https://anet.be/record/opaclhobj/tg:lhph:51104/N,97a8e76c-3a6f-579a-8a9b-5899db05bd6f,BE-ANN07/ph/000049273,Letterenhuis,https://data.letterenhuis.be/ark:/24970/97a8e76c-3a6f-579a-8a9b-5899db05bd6f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:18868,Foto's,https://anet.be/record/opaclhobj/tg:lhph:18868/N,9ad9426c-f718-5526-9021-7a36be8898f3,BE-ANN07/ph/000018032,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9ad9426c-f718-5526-9021-7a36be8898f3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:2976,Foto's,https://anet.be/record/opaclhobj/tg:lhph:2976/N,c7ab6e7c-8418-5956-ba7e-55a6b7c8b7ce,BE-ANN07/ph/000002759,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c7ab6e7c-8418-5956-ba7e-55a6b7c8b7ce,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:24004,Foto's,https://anet.be/record/opaclhobj/tg:lhph:24004/N,c49cf029-6140-50c4-81d7-f297c268aed3,BE-ANN07/ph/000022969,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c49cf029-6140-50c4-81d7-f297c268aed3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:26039,Foto's,https://anet.be/record/opaclhobj/tg:lhph:26039/N,5a24e0b5-d528-5bf5-887c-ab284473d6b3,BE-ANN07/ph/000024984,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5a24e0b5-d528-5bf5-887c-ab284473d6b3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:38027,Foto's,https://anet.be/record/opaclhobj/tg:lhph:38027/N,1b59ac9a-2b4a-5f1d-843e-67e1ece1f9a7,BE-ANN07/ph/000036807,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1b59ac9a-2b4a-5f1d-843e-67e1ece1f9a7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:9269,Foto's,https://anet.be/record/opaclhobj/tg:lhph:9269/N,64264d0b-0f3b-58f5-b32e-a08ab37a0523,BE-ANN07/ph/000008897,Letterenhuis,https://data.letterenhuis.be/ark:/24970/64264d0b-0f3b-58f5-b32e-a08ab37a0523,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:45517,Foto's,https://anet.be/record/opaclhobj/tg:lhph:45517/N,dda3da6f-aab4-5833-8c9d-91f729be0ce9,BE-ANN07/ph/000043967,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dda3da6f-aab4-5833-8c9d-91f729be0ce9,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:13377,Foto's,https://anet.be/record/opaclhobj/tg:lhph:13377/N,a2561742-db0a-50f3-91fc-664505fa1039,BE-ANN07/ph/000012664,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a2561742-db0a-50f3-91fc-664505fa1039,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:396,Foto's,https://anet.be/record/opaclhobj/tg:lhph:396/N,63efed9f-51e3-52d7-8e64-16a9b24c61a2,BE-ANN07/ph/000000387,Letterenhuis,https://data.letterenhuis.be/ark:/24970/63efed9f-51e3-52d7-8e64-16a9b24c61a2,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:21656,Foto's,https://anet.be/record/opaclhobj/tg:lhph:21656/N,c90d987b-db5b-5776-bba3-21486e0c534f,BE-ANN07/ph/000020687,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c90d987b-db5b-5776-bba3-21486e0c534f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:26193,Foto's,https://anet.be/record/opaclhobj/tg:lhph:26193/N,c6be2459-6b16-52bc-813a-05a813d3a7e1,BE-ANN07/ph/000025136,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c6be2459-6b16-52bc-813a-05a813d3a7e1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:16525,Foto's,https://anet.be/record/opaclhobj/tg:lhph:16525/N,5259256e-b264-5c29-9358-6721e81ab38e,BE-ANN07/ph/000015765,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5259256e-b264-5c29-9358-6721e81ab38e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:40345,Foto's,https://anet.be/record/opaclhobj/tg:lhph:40345/N,85d4871f-f579-55e3-abcb-3a2cd71f10a1,BE-ANN07/ph/000039090,Letterenhuis,https://data.letterenhuis.be/ark:/24970/85d4871f-f579-55e3-abcb-3a2cd71f10a1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:22979,Foto's,https://anet.be/record/opaclhobj/tg:lhph:22979/N,fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,BE-ANN07/ph/000021987,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fb9bafe7-d35f-5d8d-8fc2-ea528dca353d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:47480,Foto's,https://anet.be/record/opaclhobj/tg:lhph:47480/N,066d1bdd-46a4-57e0-973d-9e963f830dd6,BE-ANN07/ph/000045833,Letterenhuis,https://data.letterenhuis.be/ark:/24970/066d1bdd-46a4-57e0-973d-9e963f830dd6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:20944,Foto's,https://anet.be/record/opaclhobj/tg:lhph:20944/N,b42c5e65-0fdf-5f5c-9a76-9756833e4fdd,BE-ANN07/ph/000019997,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b42c5e65-0fdf-5f5c-9a76-9756833e4fdd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:14518,Foto's,https://anet.be/record/opaclhobj/tg:lhph:14518/N,cdae1c5c-c15d-5243-acbf-1a4341dd2c73,BE-ANN07/ph/000013773,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cdae1c5c-c15d-5243-acbf-1a4341dd2c73,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:42378,Foto's,https://anet.be/record/opaclhobj/tg:lhph:42378/N,dc330a55-f2d1-5db5-90a4-2dbed892bcaa,BE-ANN07/ph/000041092,Letterenhuis,https://data.letterenhuis.be/ark:/24970/dc330a55-f2d1-5db5-90a4-2dbed892bcaa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:32580,Foto's,https://anet.be/record/opaclhobj/tg:lhph:32580/N,7a40369d-5268-5a25-8879-63443649f7d1,BE-ANN07/ph/000031481,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7a40369d-5268-5a25-8879-63443649f7d1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:6036,Foto's,https://anet.be/record/opaclhobj/tg:lhph:6036/N,ba5d25b6-86ee-53ca-a22d-228d4e2b8e32,BE-ANN07/ph/000005706,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ba5d25b6-86ee-53ca-a22d-228d4e2b8e32,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:37278,Foto's,https://anet.be/record/opaclhobj/tg:lhph:37278/N,2568ef3c-1413-5195-b426-7f3b9286720a,BE-ANN07/ph/000036060,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2568ef3c-1413-5195-b426-7f3b9286720a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:35245,Foto's,https://anet.be/record/opaclhobj/tg:lhph:35245/N,44215627-23e5-5554-9e10-bfb641537926,BE-ANN07/ph/000034055,Letterenhuis,https://data.letterenhuis.be/ark:/24970/44215627-23e5-5554-9e10-bfb641537926,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:48775,Foto's,https://anet.be/record/opaclhobj/tg:lhph:48775/N,b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,BE-ANN07/ph/000047038,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b0ebe127-f4fa-53c0-b6ce-f79762cbc1e3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:49867,Foto's,https://anet.be/record/opaclhobj/tg:lhph:49867/N,f6eac5f1-eb0a-5973-9202-880e1bc1f11c,BE-ANN07/ph/000048061,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f6eac5f1-eb0a-5973-9202-880e1bc1f11c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:53093,Foto's,https://anet.be/record/opaclhobj/tg:lhph:53093/N,355e7933-6c3e-55a9-91e1-893d397c5fae,BE-ANN07/ph/000051202,Letterenhuis,https://data.letterenhuis.be/ark:/24970/355e7933-6c3e-55a9-91e1-893d397c5fae,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:29266,Foto's,https://anet.be/record/opaclhobj/tg:lhph:29266/N,ddb1e6a9-1d0f-51c1-be1e-e07c3de1a7cb,BE-ANN07/ph/000028192,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ddb1e6a9-1d0f-51c1-be1e-e07c3de1a7cb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:53569,Foto's,https://anet.be/record/opaclhobj/tg:lhph:53569/N,7e013f25-53d5-5f2c-a13a-be7d9f43d3ea,BE-ANN07/ph/000051676,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7e013f25-53d5-5f2c-a13a-be7d9f43d3ea,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:51554,Foto's,https://anet.be/record/opaclhobj/tg:lhph:51554/N,bf8f57e1-ec37-516f-95a5-f43df8f3cc01,BE-ANN07/ph/000049713,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bf8f57e1-ec37-516f-95a5-f43df8f3cc01,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:36890,Foto's,https://anet.be/record/opaclhobj/tg:lhph:36890/N,c22eb894-3ffe-56f9-97cd-5de4787d610e,BE-ANN07/ph/000035675,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c22eb894-3ffe-56f9-97cd-5de4787d610e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:37782,Foto's,https://anet.be/record/opaclhobj/tg:lhph:37782/N,2f0ed2d0-c633-5183-b84a-815f35033d34,BE-ANN07/ph/000036563,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2f0ed2d0-c633-5183-b84a-815f35033d34,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:3234,Foto's,https://anet.be/record/opaclhobj/tg:lhph:3234/N,a66c70a4-494c-5cd1-8354-90d06b275115,BE-ANN07/ph/000003005,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a66c70a4-494c-5cd1-8354-90d06b275115,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:1209,Foto's,https://anet.be/record/opaclhobj/tg:lhph:1209/N,3de2c2fd-c6b2-5ea4-922d-22e8068911a6,BE-ANN07/ph/000001096,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3de2c2fd-c6b2-5ea4-922d-22e8068911a6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:30047,Foto's,https://anet.be/record/opaclhobj/tg:lhph:30047/N,f58f9b91-d9f3-5d54-aaed-15997ace2a01,BE-ANN07/ph/000028964,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f58f9b91-d9f3-5d54-aaed-15997ace2a01,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:13727,Foto's,https://anet.be/record/opaclhobj/tg:lhph:13727/N,69e9cf29-ae00-573c-a3a5-b474df8b7a8e,BE-ANN07/ph/000013004,Letterenhuis,https://data.letterenhuis.be/ark:/24970/69e9cf29-ae00-573c-a3a5-b474df8b7a8e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:45147,Foto's,https://anet.be/record/opaclhobj/tg:lhph:45147/N,7b72b775-1519-594a-bd4e-3cbd480cf267,BE-ANN07/ph/000043600,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7b72b775-1519-594a-bd4e-3cbd480cf267,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:9639,Foto's,https://anet.be/record/opaclhobj/tg:lhph:9639/N,66060106-e574-5972-91ce-8a0f1a037dfe,BE-ANN07/ph/000009258,Letterenhuis,https://data.letterenhuis.be/ark:/24970/66060106-e574-5972-91ce-8a0f1a037dfe,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:38477,Foto's,https://anet.be/record/opaclhobj/tg:lhph:38477/N,eee6eef3-e11e-5c69-b7bd-bc461a011bb8,BE-ANN07/ph/000037249,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eee6eef3-e11e-5c69-b7bd-bc461a011bb8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:42682,Foto's,https://anet.be/record/opaclhobj/tg:lhph:42682/N,b27b334c-94f0-507f-9652-fdb8911a590d,BE-ANN07/ph/000041393,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b27b334c-94f0-507f-9652-fdb8911a590d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:43990,Foto's,https://anet.be/record/opaclhobj/tg:lhph:43990/N,103aba94-cf25-58e9-aa08-7800f26dfd14,BE-ANN07/ph/000042611,Letterenhuis,https://data.letterenhuis.be/ark:/24970/103aba94-cf25-58e9-aa08-7800f26dfd14,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:24454,Foto's,https://anet.be/record/opaclhobj/tg:lhph:24454/N,d361de26-254e-595b-a8e9-27a534ef16c1,BE-ANN07/ph/000023417,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d361de26-254e-595b-a8e9-27a534ef16c1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:10808,Foto's,https://anet.be/record/opaclhobj/tg:lhph:10808/N,b67d9a9c-209c-55b7-8a2d-72d5074b17af,BE-ANN07/ph/000010275,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b67d9a9c-209c-55b7-8a2d-72d5074b17af,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:23391,Foto's,https://anet.be/record/opaclhobj/tg:lhph:23391/N,52bbc28e-871e-5d9b-9829-3c9d81445473,BE-ANN07/ph/000022365,Letterenhuis,https://data.letterenhuis.be/ark:/24970/52bbc28e-871e-5d9b-9829-3c9d81445473,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:12835,Foto's,https://anet.be/record/opaclhobj/tg:lhph:12835/N,f16bccb2-2272-5baa-8ddd-f2993cd3ac93,BE-ANN07/ph/000012133,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f16bccb2-2272-5baa-8ddd-f2993cd3ac93,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:26469,Foto's,https://anet.be/record/opaclhobj/tg:lhph:26469/N,6af651f8-b146-5db0-a931-29b0357e13ca,BE-ANN07/ph/000025410,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6af651f8-b146-5db0-a931-29b0357e13ca,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:31085,Foto's,https://anet.be/record/opaclhobj/tg:lhph:31085/N,2473b3b7-102c-5e24-8089-f900026b7836,BE-ANN07/ph/000029993,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2473b3b7-102c-5e24-8089-f900026b7836,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:36740,Foto's,https://anet.be/record/opaclhobj/tg:lhph:36740/N,b0ada7f6-40ce-55ee-a417-e80a9015712b,BE-ANN07/ph/000035528,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b0ada7f6-40ce-55ee-a417-e80a9015712b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:37852,Foto's,https://anet.be/record/opaclhobj/tg:lhph:37852/N,527af1e5-228d-5453-a9ed-e5e36098eacc,BE-ANN07/ph/000036633,Letterenhuis,https://data.letterenhuis.be/ark:/24970/527af1e5-228d-5453-a9ed-e5e36098eacc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:50596,Foto's,https://anet.be/record/opaclhobj/tg:lhph:50596/N,b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,BE-ANN07/ph/000048781,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b1bc324b-4edd-5ad5-b535-0f573b7cb7a7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:22353,Foto's,https://anet.be/record/opaclhobj/tg:lhph:22353/N,2eb7048a-97ef-563c-9d7b-9acd2b0ae893,BE-ANN07/ph/000021371,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2eb7048a-97ef-563c-9d7b-9acd2b0ae893,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:25496,Foto's,https://anet.be/record/opaclhobj/tg:lhph:25496/N,e5ddc3dc-3cd5-50c7-ba67-caaace0175a6,BE-ANN07/ph/000024449,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e5ddc3dc-3cd5-50c7-ba67-caaace0175a6,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:42952,Foto's,https://anet.be/record/opaclhobj/tg:lhph:42952/N,1711198d-4ec5-53d5-8929-457b2b3e5964,BE-ANN07/ph/000041656,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1711198d-4ec5-53d5-8929-457b2b3e5964,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:816,Foto's,https://anet.be/record/opaclhobj/tg:lhph:816/N,e11c3cf5-e98e-5649-9c83-eeace75a3c20,BE-ANN07/ph/000000744,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e11c3cf5-e98e-5649-9c83-eeace75a3c20,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:15020,Foto's,https://anet.be/record/opaclhobj/tg:lhph:15020/N,ad393c26-4dcf-5770-a256-f10852c2d195,BE-ANN07/ph/000014269,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ad393c26-4dcf-5770-a256-f10852c2d195,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:43640,Foto's,https://anet.be/record/opaclhobj/tg:lhph:43640/N,25a55d02-4879-56a2-986a-f3cca190f5d5,BE-ANN07/ph/000042308,Letterenhuis,https://data.letterenhuis.be/ark:/24970/25a55d02-4879-56a2-986a-f3cca190f5d5,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:44185,Foto's,https://anet.be/record/opaclhobj/tg:lhph:44185/N,0382bb95-1072-51ca-8f33-054150330598,BE-ANN07/ph/000042778,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0382bb95-1072-51ca-8f33-054150330598,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:10222,Foto's,https://anet.be/record/opaclhobj/tg:lhph:10222/N,6975c7dc-0270-5606-89ef-966e3756df9e,BE-ANN07/ph/000009836,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6975c7dc-0270-5606-89ef-966e3756df9e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:46442,Foto's,https://anet.be/record/opaclhobj/tg:lhph:46442/N,a3c0c5bc-c645-57eb-abdd-a7f01c71801b,BE-ANN07/ph/000044881,Letterenhuis,https://data.letterenhuis.be/ark:/24970/a3c0c5bc-c645-57eb-abdd-a7f01c71801b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:8301,Foto's,https://anet.be/record/opaclhobj/tg:lhph:8301/N,cfe87bef-20bb-5086-a5d2-de1d0adc145b,BE-ANN07/ph/000007936,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cfe87bef-20bb-5086-a5d2-de1d0adc145b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:41387,Foto's,https://anet.be/record/opaclhobj/tg:lhph:41387/N,07324e27-9716-5b25-bc5c-805755adde5a,BE-ANN07/ph/000040111,Letterenhuis,https://data.letterenhuis.be/ark:/24970/07324e27-9716-5b25-bc5c-805755adde5a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:27151,Foto's,https://anet.be/record/opaclhobj/tg:lhph:27151/N,f4138cb7-fcf8-534a-9f5e-2f5f8ba4eb0f,BE-ANN07/ph/000026086,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f4138cb7-fcf8-534a-9f5e-2f5f8ba4eb0f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:20694,Foto's,https://anet.be/record/opaclhobj/tg:lhph:20694/N,560afe5e-149e-57ab-8d34-da3e4dd2f7df,BE-ANN07/ph/000019752,Letterenhuis,https://data.letterenhuis.be/ark:/24970/560afe5e-149e-57ab-8d34-da3e4dd2f7df,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:19900,Foto's,https://anet.be/record/opaclhobj/tg:lhph:19900/N,cbbc003d-82d3-510a-8567-61964fb5942a,BE-ANN07/ph/000019004,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cbbc003d-82d3-510a-8567-61964fb5942a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:1823,Foto's,https://anet.be/record/opaclhobj/tg:lhph:1823/N,2b650557-1378-5306-82e1-9c7473aba1eb,BE-ANN07/ph/000001685,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2b650557-1378-5306-82e1-9c7473aba1eb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:52051,Foto's,https://anet.be/record/opaclhobj/tg:lhph:52051/N,bc37462d-cebe-56be-bad8-210fdab78e33,BE-ANN07/ph/000050177,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bc37462d-cebe-56be-bad8-210fdab78e33,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:34287,Foto's,https://anet.be/record/opaclhobj/tg:lhph:34287/N,fe544512-eed6-5c23-b512-4b00b7bbbfb7,BE-ANN07/ph/000033129,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fe544512-eed6-5c23-b512-4b00b7bbbfb7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:33542,Foto's,https://anet.be/record/opaclhobj/tg:lhph:33542/N,3b8c5eda-22e6-5d27-8bf6-e8351448375f,BE-ANN07/ph/000032410,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3b8c5eda-22e6-5d27-8bf6-e8351448375f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:18612,Foto's,https://anet.be/record/opaclhobj/tg:lhph:18612/N,d343ad2d-870a-52ae-bbc3-5097585303bc,BE-ANN07/ph/000017794,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d343ad2d-870a-52ae-bbc3-5097585303bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:1989,Foto's,https://anet.be/record/opaclhobj/tg:lhph:1989/N,682f4276-3a62-522f-af08-0e51db763ebd,BE-ANN07/ph/000001834,Letterenhuis,https://data.letterenhuis.be/ark:/24970/682f4276-3a62-522f-af08-0e51db763ebd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:5163,Foto's,https://anet.be/record/opaclhobj/tg:lhph:5163/N,58a9ed17-748f-51ae-8fdc-3f79abd149aa,BE-ANN07/ph/000004862,Letterenhuis,https://data.letterenhuis.be/ark:/24970/58a9ed17-748f-51ae-8fdc-3f79abd149aa,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:36310,Foto's,https://anet.be/record/opaclhobj/tg:lhph:36310/N,28c8d686-716c-53ab-aa65-b81349d44e23,BE-ANN07/ph/000035106,Letterenhuis,https://data.letterenhuis.be/ark:/24970/28c8d686-716c-53ab-aa65-b81349d44e23,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:10388,Foto's,https://anet.be/record/opaclhobj/tg:lhph:10388/N,4a0e4824-db89-5c64-bb3a-4b84e98ddbec,BE-ANN07/ph/000009983,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4a0e4824-db89-5c64-bb3a-4b84e98ddbec,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:43210,Foto's,https://anet.be/record/opaclhobj/tg:lhph:43210/N,4619a701-69b6-571c-b604-d63b8188b0ba,BE-ANN07/ph/000041906,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4619a701-69b6-571c-b604-d63b8188b0ba,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhph:15470,Foto's,https://anet.be/record/opaclhobj/tg:lhph:15470/N,de55ecd7-83d9-5539-9464-5e0178b36f3a,BE-ANN07/ph/000014718,Letterenhuis,https://data.letterenhuis.be/ark:/24970/de55ecd7-83d9-5539-9464-5e0178b36f3a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
