ResourceID,brocade.id,card,order,note,Condition State Note,Condition State Notes Type,Condition State Notes Language
59e3e934-84c3-5a9a-8bd8-9a6d8930a0f4,tg:lhsc:708,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: op de wang en de rechterzijde kleine zwarte vlekjes

* lacunes in de afwerkingslaag: zeer veel van de verflaag is verdwenen

(21/08/2001)",Materiële toestand,Nederlands
654a386e-8f5a-57aa-98ef-e84baeb4a6f0,tg:lhsc:1697,Conditions,2,note.lhconditie,"06/12/2005: Licht beschadigd, breuklijn langsheen de gehele onderzijde: waar het verticale gedeelte met het horizontale samenkomt. Voorzichtigheid is geboden bij het optillen. Ondersteuning van de bodem is noodzakelijk om losscheuren te voorkomen.",Materiële toestand,Nederlands
79d41cc8-8f3f-5faf-8f91-2ad5e8519529,tg:lhsc:1044,Conditions,1,note.lhconditie,"* opp.vuil

* barsten

* afschilfering van de afwerkingslaag: rechter neusvleugel

(06/09/2001)",Materiële toestand,Nederlands
8cea0bfb-6eda-5775-8706-87a03b90e258,tg:lhsc:421,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: aantal kleine

* lacunes in de afwerkingslaag: boven op het hoofd

(03/09/2001)",Materiële toestand,Nederlands
97266e1b-adb6-5c69-8066-a61deb75a2ed,tg:lhsc:972,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: op neus, linkerwang, wenkbrauw, haarrand bovenaan

(07/09/2001)",Materiële toestand,Nederlands
c685a484-4d31-5466-bf26-9fdc174b6c39,tg:lhsc:837,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: grijze vlekken

(04/09/2001)",Materiële toestand,Nederlands
6ed0ae9c-393d-53c3-9656-eec673708808,tg:lhsc:1101,Conditions,3,note.lhconditie,"* opp.vuil

(05/09/2001)",Materiële toestand,Nederlands
b280bb93-05b9-5efb-a0a9-87ce67dbbaa6,tg:lhsc:964,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: van vorige restouratie

(10/09/2001)",Materiële toestand,Nederlands
e367e8fe-0c41-5f66-b94e-3a7445d2f8b0,tg:lhsc:437,Conditions,3,note.lhconditie,zonder fout,Materiële toestand,Nederlands
f9a3c51d-4905-5af5-bd48-0bed3ab7def8,tg:lhsc:1052,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: zwarte vingerafdrukken

* schimmel

* afschilfering van de afwerkingslaag: rechter rever",Materiële toestand,Nederlands
43d6d2d8-eb22-54d0-9059-bb0e6e9c0b44,tg:lhsc:1117,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: aantal kleine

(04/09/2001)",Materiële toestand,Nederlands
b4c89bf5-3336-51b8-a397-1391534d0b00,tg:lhsc:821,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: rechterkant

* lacunes in de afwerkingslaag:

(29/08/2001)",Materiële toestand,Nederlands
5ee6317a-e6d4-5b70-ba5b-7e6886cdf61c,tg:lhsc:1269,Conditions,1,note.lhconditie,* op aangezicht puntzetting in potlood,Materiële toestand,Nederlands
30a135b2-595b-541c-a22d-b36bdd57b0b4,tg:lhsc:749,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: rand

* lacunes in de afwerkingslaag: rand

(11/09/2001)",Materiële toestand,Nederlands
13d321d2-0025-5dd3-8bc9-61db88a89da5,tg:lhsc:1005,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: potloodstreep op voorhoofd

* lacunes: beide oren

(07/09/2001)",Materiële toestand,Nederlands
fffe774d-8f3d-5ebf-8655-c0aaf8e8d62b,tg:lhsc:933,Conditions,2,note.lhconditie,"* opp.vuil

* barsten: een barst van midden boven naar linkerzijde, loopt tot achterzijde

* lacunes: linkerzijkant

* afschilfering van de afwerkingslaag: op twee kleine srukjes, baard,
haarpartij boven oor

(21/08/2001)",Materiële toestand,Nederlands
55f5ae27-4cbf-553f-9d31-3578043305a8,tg:lhsc:899,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: lichtbruine, schimmel, zwarte veeg

* schimmel

Conditie van de sokkel

* schimmel: op voor en achterkant

* lacunes in de afwerkingslaag",Materiële toestand,Nederlands
37411c60-1107-53c9-9b18-e7e2c80d3753,tg:lhsc:5046,Conditions,1,note.lhconditie,09/02/2005: Goed.,Materiële toestand,Nederlands
32e10916-5afe-57fa-b684-a2b1700f13f9,tg:lhsc:876,Conditions,2,note.lhconditie,"* opp.vuil

* links boven en links onder is de rand ingedeukt

(23/08/2001)",Materiële toestand,Nederlands
56384416-34f9-5bf3-a1a2-5095ec2f8671,tg:lhsc:1140,Conditions,2,note.lhconditie,"* opp.vuil

* de rand van de hoed achteraan is afgebroken

* kleine lacunes in de afwerkingslaag

(10/09/2001)",Materiële toestand,Nederlands
d068c2ab-8765-5d10-a12f-3770d2db0889,tg:lhsc:732,Conditions,3,note.lhconditie,"* opp.vuil

(22/08/2001)",Materiële toestand,Nederlands
d527e737-4350-5e0c-99d7-b694473708fc,tg:lhsc:698,Conditions,2,note.lhconditie,"* opp.vuil

* met potlood op het ooglid getekend

* lacunes in de afwerkingslaag: kleine op het haar, okere onderlaag is
zichtbaar (11/09/2001)",Materiële toestand,Nederlands
964913f8-1a8a-54a7-ac9e-b49cc785dd65,tg:lhsc:3385,Conditions,2,note.lhconditie,"06/07/2004: Goed. Lacune aan top van de neus, onderlip en kin. Kleine lacunes her en der.",Materiële toestand,Nederlands
b9540762-a028-5a52-a2fd-6b457bdbd7a6,tg:lhsc:677,Conditions,3,note.lhconditie,"* opp.vuil

* gevest zwaard losgekomen door roestend ijzer

* R-hand kleine lacunes over het beeld verspreid

* vochtschade: op som. plaatsen is de verflaag samengetrokken , mog. onder
invloed van vocht

Conditie van de sokkel:

* opp.vuil

* slecht aan het beeld bevestigd

* kleine verspreide lacunes

(04/09/2001)",Materiële toestand,Nederlands
02b53486-1853-5ebe-858e-30f4a0910ae2,tg:lhsc:56,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: linker wenkbrouw, rode vlek

* lacunes: schrammen langs voor en op de linkerschouder

* veel luchtbellen in het afgietsel, vooraan staat iets met potlood geschreven

* lacunes in de afwerkingslaag: vooraan barst in de verflaag

(30/08/2001)",Materiële toestand,Nederlands
b9a62228-bb95-5c1e-8fde-b7695cace939,tg:lhsc:1091,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: aantal zwarte vlekken

* lacunes in de afwerkingslaag: aantal kleintjes

(05/09/2001)",Materiële toestand,Nederlands
685f3dff-a392-5fff-ac80-81fa0c8de548,tg:lhsc:948,Conditions,2,note.lhconditie,"* opp.vuil

* lachnes: boven pols

* lacunes in de afwerkingslaag: verspreid over beeld

(10/09/2001)",Materiële toestand,Nederlands
e4917e05-f18e-55a3-b5e8-232938a7cbf5,tg:lhsc:765,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: r-onder en r-boven aan rand, op snor

* lacunes in de afwerkingslaag: kleine lacune op baard

(23/08/2001)",Materiële toestand,Nederlands
f193f02f-d995-5323-92e8-3e4cd1bcb69e,tg:lhsc:9360,Conditions,1,note.lhconditie,22-09-2010: Goed.,Materiële toestand,Nederlands
bf67d273-b15c-51b6-972a-81b21ebe2abb,tg:lhsc:1183,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: zwarte vingerafdrukken, gele vlek op poot, bruine vlek op boeken

* losliggende delen: kaft bovenste boek, gescheurde rug

* lacunes

* lacunes in de afwerkingslaag: eerste boek

(10/09/2001)

16/10/2004: Goed, losgekomen boeken gelijmd door de boekbinders, reiniging en
retouche door AMVC.",Materiële toestand,Nederlands
43cf283e-4fb6-5c63-aa3f-2da82de7754c,tg:lhsc:1029,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: een onderaan de kin

Conditie van de sokkel

* opp.vuil

(11/09/2001)",Materiële toestand,Nederlands
e73c018e-6e80-55b1-9549-12c7c7137260,tg:lhsc:773,Conditions,3,note.lhconditie,"* opp.vuil

Conditie van de sokkel

* opp.vuil

* barsten:

* de vijs voor de ophanging komt er aan de voorkant ( in het fleuweel uit )

(24/08/2001)",Materiële toestand,Nederlands
0518e5d1-0053-5d3f-b972-9c7226d62bca,tg:lhsc:5705,Conditions,2,note.lhconditie,"19/07/2005: Goed, Afschilfering van de verf langsheen de haarlijn en op het voorhoofd. Linkerachterhoek van sokkel is geschaafd.",Materiële toestand,Nederlands
b1fa3c75-9109-5ba4-bfd4-652078764d41,tg:lhsc:9399,Conditions,3,note.lhconditie,Goed,Materiële toestand,Nederlands
72ae0f80-343f-51e4-bc8b-1127b9e5293a,tg:lhsc:909,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: lichtbruine, schimmel

* schimmel

(23/08/2001)",Materiële toestand,Nederlands
19520f56-a900-539f-97cc-b50de6f6ae88,tg:lhsc:724,Conditions,2,note.lhconditie,"* opp.vuil

(11/09/2001)",Materiële toestand,Nederlands
79d07b57-4d21-571b-9d86-9721756d96ce,tg:lhsc:1204,Conditions,2,note.lhconditie,"(10/09/2001)

* opp.vuil

* vlekken

* lacunes: achterkant sokkel

* lacunes in de afwerkingslaag: overal kleintjes

23/03/2004: Beschadiging aan rechterschouder (een """"hap"""" eruit) Het ontbrekende
afgeschampte stuk is niet teruggevonden.",Materiële toestand,Nederlands
c6d167fe-acbf-5e85-acab-e94935ca0551,tg:lhsc:661,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: rode vlek links

* lacunes: R-mouw/ in het haar/ L-mouw/ Linkerhand (04/09/2001)",Materiële toestand,Nederlands
61033c36-2896-51c8-bdc3-5ef47c5b77e9,tg:lhsc:6938,Conditions,2,note.lhconditie,"19/09/2006: Matig, lacunes op de neus, in de haarpartij links, aan de omlijsting.",Materiële toestand,Nederlands
21a5f190-43a8-5766-bfa5-9bd0708d114f,tg:lhsc:1087,Conditions,3,note.lhconditie,"* opp.vuil

Conditie van de sokkel

* opp.vuil

(05/09/2001)",Materiële toestand,Nederlands
b1660be2-fee1-58a4-9d08-a350791feba7,tg:lhsc:1984,Conditions,1,note.lhconditie,"goed 3/11/2003, heeft geen sokkel.",Materiële toestand,Nederlands
a756b6bb-5d8e-5ed6-8070-fc27d0d49e1a,tg:lhsc:1068,Conditions,1,note.lhconditie,"* opp.vuil

(05/09/2001)",Materiële toestand,Nederlands
8253975a-01eb-5d18-8907-bc5ec6a0b394,tg:lhsc:929,Conditions,2,note.lhconditie,"* zeer kleine lacunes

(11/09/2001)",Materiële toestand,Nederlands
c07a0a00-0e4f-51e3-a599-819502d1eaaa,tg:lhsc:883,Conditions,3,note.lhconditie,"* opp.vuil

(24/08/2001)",Materiële toestand,Nederlands
29ed7968-5a51-5914-9dfd-87c1a64f5449,tg:lhsc:1623,Conditions,1,note.lhconditie,goed 9/09/2003,Materiële toestand,Nederlands
eefdbee7-127a-536c-81db-44c2ddadeebf,tg:lhsc:753,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: boven oog witte en zwarte vlek

Conditie van de sokkel

* oop.vuil

* vlekken: witte vlekjes, schimmel

* schimmel, bevestiging achteraan met metalen latjes, roest

(27/08/2001)",Materiële toestand,Nederlands
bd3587c0-26e2-5d1a-aa01-f9665e3d2654,tg:lhsc:1048,Conditions,1,note.lhconditie,"* opp.vuil

* krassen

* lacunes in de afwerkingslaag: linker schouder, onderaan rechts

(06/09/2001)",Materiële toestand,Nederlands
3f5a7fdd-bf5a-5eb5-9019-8467a9daf42a,tg:lhsc:991,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: grote verfvlekken

* lacunes: op neus voorhoofd

* krassen

* schimmel

(07/09/2001)",Materiële toestand,Nederlands
57e31c35-875e-58d1-88e4-1b707ae3c503,tg:lhsc:704,Conditions,2,note.lhconditie,"* barsten:

* krassen:

(11/09/2001)",Materiële toestand,Nederlands
9d92b307-4b8b-5f6b-ad8f-03a3bcb00f7d,tg:lhsc:968,Conditions,3,note.lhconditie,"* opp.vuil

(11/09/2001)",Materiële toestand,Nederlands
37efcb8b-7cde-5a47-bcfc-64e336fd7253,tg:lhsc:987,Conditions,2,note.lhconditie,"* opp.vuil

(09/11/2001)",Materiële toestand,Nederlands
afa918e4-2af9-5440-a31e-0be0be4f8a86,tg:lhsc:657,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: op snor en baard (verf), pupillen en wimpers, knopen aangebracht
met bic, witte verfspatter

* schimmel

(04/09/2001)",Materiële toestand,Nederlands
9ab07436-a3de-5e79-9438-2148ce23c71b,tg:lhsc:895,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: veel lichtbruine schimmelvlekjes

* schimmel

(23/08/2001)",Materiële toestand,Nederlands
9d1729cb-5841-54d9-9e70-f75e95353c41,tg:lhsc:1009,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: schimmel

* schimmel

(07/09/2001)",Materiële toestand,Nederlands
355922be-0052-57bf-b265-6214fde543fd,tg:lhsc:745,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: licht-bruine

* haak in achterkant is roestend, kleine oranje vlek op achterkant

(21/08/2001)",Materiële toestand,Nederlands
7b78fe22-10e4-57c6-84a7-60245f65b10a,tg:lhsc:1137,Conditions,3,note.lhconditie,"* opp.vuil

* barsten: linkerpols, nog stabiel

* krassen: aantal onderaan

(10/09/2001)",Materiële toestand,Nederlands
605c3f7c-3c6f-5cc1-81bc-9a0575d21582,tg:lhsc:801,Conditions,2,note.lhconditie,"* opp.vuil

(30/08/2001)",Materiële toestand,Nederlands
a24c94b2-790d-5a36-a95d-a5b5e73d9914,tg:lhsc:944,Conditions,2,note.lhconditie,"* opp.vuil

(11/09/2001)",Materiële toestand,Nederlands
2e692866-8eae-59e2-8d34-f25a3522c65f,tg:lhsc:417,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: witte verfspatten

(29/08/2001)",Materiële toestand,Nederlands
4f95b2b3-432b-53de-b9d0-39c2f954cef0,tg:lhsc:1072,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: zwarte verfvegen

* lacunes: beschadigde neuspunt

(31/08/2001)",Materiële toestand,Nederlands
a4c09d85-9233-5484-afc0-799cae720c5c,tg:lhsc:5748,Conditions,2,note.lhconditie,"26/07/2005: 202326 beschadigd aan neus en achterhoofd.<br>14/03/2013: 300051 drie kleine lacunes aan het hoofd. 
",Materiële toestand,Nederlands
e5f09b64-28f7-5124-93c8-923ec07e1bdc,tg:lhsc:694,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: rechterschouder, achterzijde rechts,
linkerzijde

(03/08/2001)",Materiële toestand,Nederlands
6e87572a-425e-5163-8d54-5a1a2a4fa6c0,tg:lhsc:856,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: kleine, grijze

* lacunes: aan de rand

* krassen: (door opschuren van de invullingen)

* afschilfering van de afwerkingslaag: op de wang

* lacunes in de afwerkingslaag: kleintje

(23/08/2001)",Materiële toestand,Nederlands
e9aa9eb6-97d5-5097-aa81-23d114e25222,tg:lhsc:1160,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: witte waas op rug en linkerschouder (schimmel?)

* lacunes: kleine op verschillende platsen

* lacunes in de afwerkingslaag

(31/08/2001)",Materiële toestand,Nederlands
de57cfd3-e945-5af9-b38e-ff0b464e5873,tg:lhsc:9415,Conditions,3,note.lhconditie,Enkele lacunes. Oppervlaktevuil.,Materiële toestand,Nederlands
378b30b9-cbc1-5e63-8346-86dad0d2173b,tg:lhsc:1025,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: bruine vlekken, schimmel

* lacunes: linkse oor

* schimmel

(07/09/2001)",Materiële toestand,Nederlands
896349a8-6f7c-5d19-81c1-8ecadcfdf0ba,tg:lhsc:440,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: kleine in de baard

(04/09/2001)",Materiële toestand,Nederlands
015d1f00-d835-52fb-9d6f-ff0fee809287,tg:lhsc:913,Conditions,2,note.lhconditie,"* opp.vuil

* barsten: fijne barst van achter het oor tot beneden (loopt niet door de
achterzijde), kleine barst tussen baard en snor, beide barsten waarschijnlijk
ontstaan bij het maken van afgietsel.

* schimmelvorming op de achterzijde

* lacunes in de afwerkingslaag: op de zijkant

(21/08/2001)",Materiële toestand,Nederlands
300f3401-b2c4-50ce-8d03-1724f6c03be3,tg:lhsc:769,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: twee witte vlekken

* krassen: kleine

Conditie van de sokkel

* opp.vuil

* vlekken: witte, schimmel

* schimmel

(23/08/2001)",Materiële toestand,Nederlands
f0f7a63f-fe85-51f1-86fa-cbeae42f89b4,tg:lhsc:1619,Conditions,2,note.lhconditie,goed 9/09/2003,Materiële toestand,Nederlands
ad12781f-22b9-5373-bbab-d777cc367024,tg:lhsc:786,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: links onderaan sokkel, kleintje op de linkerschouder

* op sommige plaatsen zijn er druipers aanwezig in de afwerkingslaag

* kleine lacunes in de afwerkingslaag

(30/08/2001)",Materiële toestand,Nederlands
b290693c-3062-5044-91aa-01182b7f2085,tg:lhsc:1176,Conditions,2,note.lhconditie,"* opp.vuil

* bovenin twee roestende nagels

(29/08/2001)",Materiële toestand,Nederlands
7c3be082-b9f1-561b-a7a4-f6a9c57e02ea,tg:lhsc:840,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: voorhoofd

* lacunes in de afwerkingslaag

(29/08/2001)",Materiële toestand,Nederlands
08122391-6158-569a-9389-0eadb287d50f,tg:lhsc:905,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: licht bruine op bovendeel van het hoofd, schimmel

* schimmel

* lacunes in de afwerkingslaag: twee kleine lacunes tussen de lippen en langs
de neus

(23/08/2001)",Materiële toestand,Nederlands
d694572b-e73d-5b61-b39a-68b168715d45,tg:lhsc:456,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: balpen op sokkel

* barsten: linkermouw (deel mantel verlijmd)

* lacunes: boord sokkel

(10/09/2001)

1/09/2004: Goed, gerestaureerd door privérestauratrice Kim Raymakers.",Materiële toestand,Nederlands
f4253902-1936-59be-bfbc-67a331090428,tg:lhsc:1199,Conditions,3,note.lhconditie,"* opp.vuil

(10/09/2001)",Materiële toestand,Nederlands
3be79938-57a4-524c-b3c5-e1eedc341622,tg:lhsc:1033,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: roestkleurig op kin, grijze op gezicht

(07/09/2001)",Materiële toestand,Nederlands
b6233953-26fe-510a-8d57-c27675e661c3,tg:lhsc:9403,Conditions,3,note.lhconditie,"Slecht:
* opp.vuil
* lacunes",Materiële toestand,Nederlands
e0bd7713-5466-5d35-bbe5-da45055ff35d,tg:lhsc:790,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwarte vingerafdrukken, zijkant hoofd

* lacunes: kleine lacunes, links

* afschilfering van de afwerkingslaag: rechtsachteraan

* lacunes in de afwerkingslaag: drie kleine, achteraan

(29/08/2001)",Materiële toestand,Nederlands
0edc3aef-c007-579b-a384-dc7774a01dd4,tg:lhsc:817,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: enkele onderaan

(30/08/2001)",Materiële toestand,Nederlands
623b9511-d65b-5976-bab7-8f7052d7ef55,tg:lhsc:1121,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: kleine, witte

* lacunes: rechteroor, achteraan onder

* krassen

Conditie van de sokkel

* slecht aan het beeld bevestigd: kan gedraaid worden

* opp.vuil

(04/09/2001)",Materiële toestand,Nederlands
3da4f867-34d2-50f1-bd68-d324939624dc,tg:lhsc:1064,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: zwarte grondlaag komt door

(05/09/2001)",Materiële toestand,Nederlands
a3308b8e-07c9-5b1e-9a91-a139702deccd,tg:lhsc:952,Conditions,2,note.lhconditie,"* opp.vuil

* gaten

* schimmel

* lacunes in de afwerkingslaag

(10/09/2001)",Materiële toestand,Nederlands
e5b7faab-d9f7-57a8-be8b-90bff42517c3,tg:lhsc:728,Conditions,2,note.lhconditie,"* opp.vuil

(27/08/2001)",Materiële toestand,Nederlands
77fa5181-a950-5f12-9948-87dc3d51d124,tg:lhsc:682,Conditions,1,note.lhconditie,"* opp.vuil

* lacunes: R-zijde, basis

* losliggende delen: R-kant, basis

* afschilfering van de afwerkingslaag: L-oog

(03/09/2001)",Materiële toestand,Nederlands
2870ce52-8cc6-56d3-8fb1-6d1031d2614c,tg:lhsc:1983,Conditions,1,note.lhconditie,goed 3/11/2003,Materiële toestand,Nederlands
25981c4e-eac9-5cdc-b146-c7dac3fc0c04,tg:lhsc:1080,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes: linkerzijkant kraag, achterzijde hoeken

(05/09/2001)",Materiële toestand,Nederlands
0800ebe2-f42c-57bb-be39-f647de31f641,tg:lhsc:1595,Conditions,2,note.lhconditie,"Vuil, roestvlekken, licht beschadigd: afschilfering. 4/09/2003",Materiële toestand,Nederlands
8a915278-3cd2-55d8-a69c-f8e704594675,tg:lhsc:959,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: rode vlekken op vingers

* krassen

* schimmel",Materiële toestand,Nederlands
ae403d85-d186-5134-b8a3-4e53f32addfe,tg:lhsc:689,Conditions,2,note.lhconditie,"* opp. vuil

* lacunes in de afwerkingslaag: kleine op linkerwenkbrauw

(03/09/2001)",Materiële toestand,Nederlands
74c27c88-00c4-5397-aed6-e9a1620e266e,tg:lhsc:723,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: witte verfspotten

(11/09/2001)",Materiële toestand,Nederlands
a8f4b7ba-4693-5c10-a493-abd794fd21f9,tg:lhsc:1203,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: onderaan en zijkant, witte vlekken, groene spatten

* lacunes: kleine, langs de rand

* vochtschade: verorzaakt roest

* roestende bevestigingsdoken langs de achterkant, gehele achterkant is
roestend

(28/08/2001)",Materiële toestand,Nederlands
d8cc85c6-408b-5238-8082-35a56f09c63b,tg:lhsc:666,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: witte verfspatten, grijze vlekken

* lacunes: uitstekende delen vele kleine lacunes

(04/09/2001)",Materiële toestand,Nederlands
a4fce78e-14bf-5ea2-9bfc-8d9df6a49c11,tg:lhsc:1038,Conditions,1,note.lhconditie,"* opp.vuil

(07/09/2001)",Materiële toestand,Nederlands
33f21f6f-43a2-5d34-b895-0b4ba2523207,tg:lhsc:9408,Conditions,1,note.lhconditie,"01/07/2019: 

* opp.vuil

* barsten: enkele fijne barstjes, een barst rechts voor het oor en een grote barst boven op het hoofd van oor tot oor.",Materiële toestand,Nederlands
08d9d0ea-ae54-5b77-8f90-f72993197e59,tg:lhsc:1192,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: resten van etiket, zwarte vegen

* lacunes: linkerpunt van snor

* lacunes in de afwerkingslaag

(10/09/2001)",Materiële toestand,Nederlands
a887330c-ca45-5965-98ae-1ed0c233667d,tg:lhsc:774,Conditions,2,note.lhconditie,"23/08/2005

* opp.vuil

* vlekken

* lacunes in de afwerkingslaag",Materiële toestand,Nederlands
fec131bb-1eec-5320-a0f6-db44a5ca538f,tg:lhsc:9371,Conditions,2,note.lhconditie,25.03.2013: Lacunes aan de achterzijde,Materiële toestand,Nederlands
13690101-48c2-5062-8159-246270ea8e8f,tg:lhsc:5981,Conditions,2,note.lhconditie,31/08/2005: Zonder fout.,Materiële toestand,Nederlands
0dc110a0-79c8-54fc-ba35-9e70b8ade350,tg:lhsc:1184,Conditions,3,note.lhconditie,"* opp.vuil

(11/09/2001)",Materiële toestand,Nederlands
b907c575-10f0-55b4-b36c-2763310adddd,tg:lhsc:918,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: zwart, schimmel

* niet stabiele barst in de linkerbovenhoek

* lacunes: linkerbovenhoek, links onder, randen

* schimmel

(11/09/2001)",Materiële toestand,Nederlands
7a0d53ab-95c1-5165-b047-4e45114b2690,tg:lhsc:9367,Conditions,2,note.lhconditie,Goed.,Materiële toestand,Nederlands
766ee431-b978-585e-b13f-0abadf2ba218,tg:lhsc:762,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: kleine, lichtbruine vlekken, schimmel

* schimmel

(23/08/2001)",Materiële toestand,Nederlands
92dd7082-2376-519d-b43f-8a1dc1aa8060,tg:lhsc:1242,Conditions,2,note.lhconditie,Goed. (22/05/2003),Materiële toestand,Nederlands
29e87838-6c07-59c1-bd21-fb9e404f7575,tg:lhsc:1096,Conditions,3,note.lhconditie,"* opp.vuil
(05/09/2001)",Materiële toestand,Nederlands
a02bcb22-c6d3-5f61-a606-3c6472a4638b,tg:lhsc:2205,Conditions,2,note.lhconditie,"* opp.vuil

* Her en der afschilfering van de verflaag (17/12/2003)",Materiële toestand,Nederlands
962f1d55-c125-584d-9a81-9e77d4c6c5a4,tg:lhsc:1079,Conditions,2,note.lhconditie,"* opp.vuil

* lacunes in de afwerkingslaag: linkerzijkant, neuspunt, vooraan

(29/08/2001)",Materiële toestand,Nederlands
05276f4d-c5b1-5e3b-8dfd-f5ed12aa7fa7,tg:lhsc:5743,Conditions,2,note.lhconditie,"26/07/2005: 202324 Enkele lacunes aan de kruin en onderaan het beeld.<br>
14/03/2013: 300049 Enkele lacunes aan de neus, ogen, zijkanten, hoofd en rug achterzijde.",Materiële toestand,Nederlands
92cba8db-c62e-5551-bd7a-acfb24bfd6fe,tg:lhsc:735,Conditions,3,note.lhconditie,"* opp,vuil

Conditie van de sokkel

* opp.vuil

* schimmelvorming op hout en fluweel

(22/08/2001)",Materiële toestand,Nederlands
0c1d9404-2b6e-5b80-ab14-6b54399d122a,tg:lhsc:9330,Conditions,2,note.lhconditie,22/07/2010: Afbladdering van de verf op verschillende plaatsen.,Materiële toestand,Nederlands
4ea288d5-8987-5034-8adf-637608b76357,tg:lhsc:670,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: basis, kleine lacunes

* andere: roestende doken; jutte komt aan de oppervlakte

(04/09/2001)",Materiële toestand,Nederlands
02f86d6a-054b-58b7-8bf3-52f9259a9226,tg:lhsc:934,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: grijze vlekken over het beeld

* lacunes in de afwerkingslaag: minimaal verspreid over beeld

(11/09/2001)",Materiële toestand,Nederlands
220de74f-739c-5cbd-b8a5-b8839cff759a,tg:lhsc:1002,Conditions,3,note.lhconditie,"* opp.vuil

* vlekken: zwarte vlekken",Materiële toestand,Nederlands
c80b3db8-7062-5124-bf01-ce7864af3fca,tg:lhsc:1147,Conditions,2,note.lhconditie,"* opp.vuil

* vlekken: vingerafdrukken, voraan twee zwarte strepen, bruine vlek

* lacunes: voorkant sokkel, kleine lacune

(30/08/2001)",Materiële toestand,Nederlands
329f78bd-377a-5af0-a7dc-09b6196d86e3,tg:lhsc:871,Conditions,1,note.lhconditie,"* opp.vuil

* vlekken: lichtgrijze schimmel, langs linkerzijde, grote donkerrode vlekken

* lacunes: onderkant rand, aantal kleine

* schimmel

* eerder reeds met plaaster aan de achterkant verstevigd",Materiële toestand,Nederlands
351ee8f4-87ab-5151-86ac-408e340c4426,tg:lhsc:5738,Conditions,1,note.lhconditie,26/07/2005: Beschadigd aan snor en haar.,Materiële toestand,Nederlands
0f4205a7-af3c-5c82-9806-55228875ddf1,tg:lhsc:430,Conditions,3,note.lhconditie,"* opp.vuil

* lacunes: een kleine, onderaan

* afschilfering van de afwerkingslaag

(29/08/2001)",Materiële toestand,Nederlands
96ae7ede-941d-5291-8c91-7575c76c490f,tg:lhsc:1055,Conditions,1,note.lhconditie,"* opp.vuil

(06/09/2001)",Materiële toestand,Nederlands
