dataset, brocade_id, au_id
lhbr,tg:lhbr:93503,au::11887:::SEV.1
lhbr,tg:lhbr:107413,au::3552:::MWV.1
lhbr,tg:lhbr:215882,au::12292:::HRV.1
lhbr,tg:lhbr:131872,au::16714:::SEV.1
lhbr,tg:lhbr:224326,au::3732:::LI.1
lhbr,tg:lhbr:224326,au::8726:::RDV.3
lhbr,tg:lhbr:214790,au::12292:::HRV.1
lhbr,tg:lhbr:211068,au::17377:::RS.2
lhbr,tg:lhbr:135098,au::17127:::REV.1
lhbr,tg:lhbr:135098,au::14457:::VZV.1
lhbr,tg:lhbr:74138,au::9012:::MWV.1
lhbr,tg:lhbr:213055,au::12828:::RDV.3
lhbr,tg:lhbr:213055,au::10798:::RDV.1
lhbr,tg:lhbr:20765,au::3061:::DIV.1
lhbr,tg:lhbr:76105,au::9296:::HRV.1
lhbr,tg:lhbr:238305,au::6866:::SEV.1
lhbr,tg:lhbr:96351,au::12339:::SEV.1
lhbr,tg:lhbr:96351,au::36623:::VZV.1
lhbr,tg:lhbr:181491,au::12171:::DIV.1
lhbr,tg:lhbr:193855,au::17766:::PMV.1
lhbr,tg:lhbr:55665,au::7246:::SEV.2
lhbr,tg:lhbr:57658,au::7493:::SEV.1
lhbr,tg:lhbr:232708,au::3948:::DIV.1
lhbr,tg:lhbr:144972,au::18783:::VZV.1
lhbr,tg:lhbr:34376,au::681:::DIV.1
lhbr,tg:lhbr:192747,au::12828:::RDV.3
lhbr,tg:lhbr:7105,au::23294:::SEV.1
lhbr,tg:lhbr:67714,au::8204:::SEV.4
lhbr,tg:lhbr:87540,au::11033:::KCV.2
lhbr,tg:lhbr:87540,au::3416:::VZV.1
lhbr,tg:lhbr:190280,au::10964:::RSV.1
lhbr,tg:lhbr:78818,au::9514:::SEV.1
lhbr,tg:lhbr:33149,au::21342:::DIV.1
lhbr,tg:lhbr:124689,au::16011:::RSV.1
lhbr,tg:lhbr:124689,au::2054:::DIV.1
lhbr,tg:lhbr:50467,au::22343:::VZV.1
lhbr,tg:lhbr:140462,au::17135:::VZV.2
lhbr,tg:lhbr:66806,au::33009:::MWV.1
lhbr,tg:lhbr:211592,au::17377:::RS.2
lhbr,tg:lhbr:58057,au::10932:::DIV.1
lhbr,tg:lhbr:216257,au::20364:::VZ.1
lhbr,tg:lhbr:216257,au::20364:::LI.2
lhbr,tg:lhbr:103903,au::13250:::SEV.1
lhbr,tg:lhbr:223119,au::13527:::MWV.1
lhbr,tg:lhbr:39544,au::28653:::SEV.1
lhbr,tg:lhbr:12614,au::2054:::DIV.1
lhbr,tg:lhbr:12614,au::16011:::RSV.1
lhbr,tg:lhbr:160484,au::9577:::DIV.1
lhbr,tg:lhbr:21524,au::3161:::DIV.1
lhbr,tg:lhbr:212214,au::17377:::RS.2
lhbr,tg:lhbr:107940,au::13773:::SEV.1
lhbr,tg:lhbr:70481,au::33368:::SEV.1
lhbr,tg:lhbr:23519,au::3345:::DIV.2
lhbr,tg:lhbr:210229,au::5664:::RS.3
lhbr,tg:lhbr:293553,au::6473:1:N:SEV.1
lhbr,tg:lhbr:106652,au::13362:::DIV.1
lhbr,tg:lhbr:11192,au::10964:::RSV.1
lhbr,tg:lhbr:125132,au::16011:::RSV.1
lhbr,tg:lhbr:206607,au::5664:::RS.3
lhbr,tg:lhbr:233549,au::19005:::RDV.1
lhbr,tg:lhbr:231574,au::12742:::MW.4
lhbr,tg:lhbr:115584,au::14751:::GBV.1
lhbr,tg:lhbr:54424,au::6981:::SEV.2
lhbr,tg:lhbr:205928,au::5664:::HR.2
lhbr,tg:lhbr:117043,au::39339:::DIV.1
lhbr,tg:lhbr:51626,au::6431:::RSV.1
lhbr,tg:lhbr:249246,au::5057:1:N:GVV.1
lhbr,tg:lhbr:196704,au::4855:::RDV.1
lhbr,tg:lhbr:196704,au::12828:::RSV.1
lhbr,tg:lhbr:176550,au::8370:::RDV.1
lhbr,tg:lhbr:235864,au::21721:::RD.4
lhbr,tg:lhbr:120330,au::15569:::VZV.1
lhbr,tg:lhbr:111894,au::14262:::VZV.1
lhbr,tg:lhbr:50934,au::3552:::MWV.1
lhbr,tg:lhbr:201438,au::12828:::RSV.1
lhbr,tg:lhbr:3146,au::22523:::AMV.1
lhbr,tg:lhbr:171295,au::795:::DI.1
lhbr,tg:lhbr:194739,au::12828:::RDV.3
lhbr,tg:lhbr:38705,au::4653:::DIV.1
lhbr,tg:lhbr:45235,au::11362:::SEV.1
lhbr,tg:lhbr:74991,au::9111:::DIV.2
lhbr,tg:lhbr:242959,au::16956:1:N:RDV.1
lhbr,tg:lhbr:164994,au::13075:::VZV.1
lhbr,tg:lhbr:25834,au::25974:::AMV.1
lhbr,tg:lhbr:128700,au::2057:::HRV.1
lhbr,tg:lhbr:222358,au::12170:::DI.2
lhbr,tg:lhbr:59216,au::7555:::SEV.1
lhbr,tg:lhbr:24726,au::3552:::MWV.1
lhbr,tg:lhbr:162143,au::21509:::SEV.1
lhbr,tg:lhbr:75683,au::9215:::VZV.1
lhbr,tg:lhbr:182317,au::12171:::DIV.1
lhbr,tg:lhbr:39817,au::4812:::VZV.2
lhbr,tg:lhbr:180280,au::51416:::MWV.1
lhbr,tg:lhbr:239514,au::2057:::HRV.1
lhbr,tg:lhbr:21174,au::3114:::HRV.1
lhbr,tg:lhbr:212644,au::18122:::DIV.2
lhbr,tg:lhbr:185578,au::10964:::RSV.1
lhbr,tg:lhbr:215181,au::12170:::DI.3
lhbr,tg:lhbr:187545,au::10964:::RSV.1
lhbr,tg:lhbr:90285,au::11376:::SEV.1
lhbr,tg:lhbr:139541,au::17888:::DIV.1
lhbr,tg:lhbr:233119,au::13889:::DI.1
lhbr,tg:lhbr:56049,au::30758:::MWV.1
lhbr,tg:lhbr:56049,au::18783:::VZV.1
lhbr,tg:lhbr:54074,au::30489:::MWV.1
lhbr,tg:lhbr:84696,au::13267:::HRV.2
lhbr,tg:lhbr:266856,au::6158:1:N:CVV.1
lhbr,tg:lhbr:4729,au::3853:::KCV.2
lhbr,tg:lhbr:113903,au::14551:::DIV.1
lhbr,tg:lhbr:113903,au::13176:::LIV.1
lhbr,tg:lhbr:206257,au::5664:::HR.2
lhbr,tg:lhbr:176100,au::7350:::RDV.1
lhbr,tg:lhbr:81494,au::24007:::DIV.1
lhbr,tg:lhbr:201068,au::12828:::RSV.1
lhbr,tg:lhbr:125098,au::16011:::RSV.1
lhbr,tg:lhbr:3516,au::832:::SEV.1
lhbr,tg:lhbr:66105,au::7994:::SEV.1
lhbr,tg:lhbr:205882,au::5664:::HR.2
lhbr,tg:lhbr:234326,au::12170:::DI.2
lhbr,tg:lhbr:234326,au::19005:::RDV.1
lhbr,tg:lhbr:185082,au::10964:::RSV.1
lhbr,tg:lhbr:45665,au::29476:::MWV.1
lhbr,tg:lhbr:93850,au::11362:::SEV.1
lhbr,tg:lhbr:128350,au::40390:::LIV.1
lhbr,tg:lhbr:11038,au::1867:::DIV.1
lhbr,tg:lhbr:150198,au::19649:::VZV.1
lhbr,tg:lhbr:181868,au::12171:::DIV.1
lhbr,tg:lhbr:197953,au::3061:::RDV.1
lhbr,tg:lhbr:197953,au::10964:::RSV.1
lhbr,tg:lhbr:51763,au::11376:::SEV.1
lhbr,tg:lhbr:141766,au::18323:::MWV.1
lhbr,tg:lhbr:87956,au::24404:::MWV.2
lhbr,tg:lhbr:191184,au::6193:::LIV.1
lhbr,tg:lhbr:86644,au::10964:::RSV.1
lhbr,tg:lhbr:86644,au::13050:::DIV.2
lhbr,tg:lhbr:66410,au::32929:::SEV.1
lhbr,tg:lhbr:66410,au::11514:::VZV.1
lhbr,tg:lhbr:66410,au::16589:::VZV.1
lhbr,tg:lhbr:35588,au::28045:::VZV.1
lhbr,tg:lhbr:3003,au::3664:::VZV.3
lhbr,tg:lhbr:103515,au::31065:::MWV.1
lhbr,tg:lhbr:211984,au::17377:::RS.2
lhbr,tg:lhbr:38640,au::28538:::MWV.1
lhbr,tg:lhbr:40488,au::28781:::DIV.1
lhbr,tg:lhbr:182252,au::12171:::DIV.1
lhbr,tg:lhbr:95592,au::12245:::PMV.1
lhbr,tg:lhbr:162006,au::21477:::SEV.1
lhbr,tg:lhbr:210696,au::5664:::HR.2
lhbr,tg:lhbr:72003,au::8694:::MWV.1
lhbr,tg:lhbr:24663,au::3552:::MWV.1
lhbr,tg:lhbr:129957,au::16465:::VZV.1
lhbr,tg:lhbr:185597,au::21016:::RDV.1
lhbr,tg:lhbr:185597,au::10964:::RSV.1
lhbr,tg:lhbr:17800,au::2552:::MWV.1
lhbr,tg:lhbr:272950,au::18916:1
lhbr,tg:lhbr:131464,au::7611:::SEV.1
lhbr,tg:lhbr:167204,au::4817:::PMV.1
lhbr,tg:lhbr:187050,au::10964:::RSV.1
lhbr,tg:lhbr:180795,au::12170:::DI.2
lhbr,tg:lhbr:21461,au::19361:::VZV.1
lhbr,tg:lhbr:21461,au::3138:::SEV.1
lhbr,tg:lhbr:212351,au::17377:::RS.2
lhbr,tg:lhbr:150177,au::19649:::VZV.1
lhbr,tg:lhbr:181887,au::12171:::DIV.1
lhbr,tg:lhbr:225022,au::12170:::DI.2
lhbr,tg:lhbr:35072,au::4358:::MWV.1
lhbr,tg:lhbr:206742,au::23234:::AMV.1
lhbr,tg:lhbr:194386,au::12828:::RSV.1
lhbr,tg:lhbr:193443,au::12828:::RDV.3
lhbr,tg:lhbr:201087,au::12828:::RSV.1
lhbr,tg:lhbr:125077,au::16011:::RSV.1
lhbr,tg:lhbr:31898,au::27572:::SEV.1
lhbr,tg:lhbr:30620,au::3697:::RDV.1
lhbr,tg:lhbr:122618,au::25056:::DIV.1
lhbr,tg:lhbr:176045,au::5355:::RDV.1
lhbr,tg:lhbr:121937,au::13075:::VZV.1
lhbr,tg:lhbr:31932,au::27579:::SEV.1
lhbr,tg:lhbr:221962,au::12170:::DI.2
lhbr,tg:lhbr:75396,au::34007:::DIV.1
lhbr,tg:lhbr:92607,au::11693:::RDV.1
lhbr,tg:lhbr:72453,au::8733:::MWV.1
lhbr,tg:lhbr:72453,au::6077:::MWV.2
lhbr,tg:lhbr:93915,au::23615:::SEV.1
lhbr,tg:lhbr:148814,au::23059:::DIV.1
lhbr,tg:lhbr:101178,au::8193:::SEV.1
lhbr,tg:lhbr:213813,au::12170:::DI.2
lhbr,tg:lhbr:187400,au::656:::CV.3
lhbr,tg:lhbr:187400,au::10964:::RSV.1
lhbr,tg:lhbr:167654,au::2147:::VZV.1
lhbr,tg:lhbr:131034,au::16584:::MWV.1
lhbr,tg:lhbr:21031,au::3552:::MWV.1
lhbr,tg:lhbr:77651,au::9301:::KCV.1
lhbr,tg:lhbr:212701,au::18122:::DIV.2
lhbr,tg:lhbr:133009,au::3416:::VZV.1
lhbr,tg:lhbr:231061,au::13497:::SE.1
lhbr,tg:lhbr:115091,au::13787:::RSV.1
lhbr,tg:lhbr:54131,au::6925:::DIV.1
lhbr,tg:lhbr:110769,au::17832:::LIV.1
lhbr,tg:lhbr:146109,au::4995:::VZV.1
lhbr,tg:lhbr:139404,au::18122:::DIV.2
lhbr,tg:lhbr:174582,au::21268:::RSV.1
lhbr,tg:lhbr:206312,au::5664:::HR.2
lhbr,tg:lhbr:125427,au::16011:::RSV.1
lhbr,tg:lhbr:191887,au::18805:::BHV.1
lhbr,tg:lhbr:116717,au::32177:::SEV.1
lhbr,tg:lhbr:3900,au::874:::DIV.1
lhbr,tg:lhbr:3900,au::4817:::PMV.1
lhbr,tg:lhbr:205494,au::5664:::HR.2
lhbr,tg:lhbr:121464,au::15697:::SEV.1
lhbr,tg:lhbr:190795,au::18805:::BHV.1
lhbr,tg:lhbr:162905,au::43375:::DIV.1
lhbr,tg:lhbr:217850,au::10747:::MW.1
lhbr,tg:lhbr:129054,au::833:::VZV.1
lhbr,tg:lhbr:73612,au::8906:::MWV.1
lhbr,tg:lhbr:211087,au::17377:::RS.2
lhbr,tg:lhbr:135077,au::41014:::HRV.1
lhbr,tg:lhbr:135077,au::41016:::HRV.1
lhbr,tg:lhbr:213540,au::30424:::MWV.1
lhbr,tg:lhbr:213540,au::12170:::DI.2
lhbr,tg:lhbr:181184,au::12171:::DIV.1
lhbr,tg:lhbr:89948,au::11376:::SEV.1
lhbr,tg:lhbr:186641,au::10964:::RSV.1
lhbr,tg:lhbr:214285,au::12170:::MW.18
lhbr,tg:lhbr:40871,au::4910:::HRV.1
lhbr,tg:lhbr:40871,au::23301:::MWV.1
lhbr,tg:lhbr:152849,au::42572:::DIV.1
lhbr,tg:lhbr:41763,au::4998:::BBV.1
lhbr,tg:lhbr:224633,au::30363:::FGE.1
lhbr,tg:lhbr:107106,au::13412:::DIV.1
lhbr,tg:lhbr:124666,au::16011:::RSV.1
lhbr,tg:lhbr:124666,au::2049:::DIV.1
lhbr,tg:lhbr:29952,au::27195:::VZV.1
lhbr,tg:lhbr:82257,au::35066:::SEV.1
lhbr,tg:lhbr:201984,au::12828:::RSV.1
lhbr,tg:lhbr:2242,au::409:::SEV.2
lhbr,tg:lhbr:67651,au::8201:::MWV.1
lhbr,tg:lhbr:235472,au::39438:::MW.1
lhbr,tg:lhbr:235472,au::19005:::RDV.1
lhbr,tg:lhbr:103846,au::13250:::SEV.1
lhbr,tg:lhbr:216312,au::20364:::SE.2
lhbr,tg:lhbr:216312,au::20364:::VZ.1
lhbr,tg:lhbr:93016,au::11771:::SEV.3
lhbr,tg:lhbr:93016,au::17135:::VZV.2
lhbr,tg:lhbr:58112,au::13345:::VZV.2
lhbr,tg:lhbr:183013,au::1163:::CVV.4
lhbr,tg:lhbr:148117,au::38927:::SEV.1
lhbr,tg:lhbr:13843,au::2231:::VZV.1
lhbr,tg:lhbr:74587,au::33936:::RSV.1
lhbr,tg:lhbr:74587,au::2147:::VZV.1
lhbr,tg:lhbr:105091,au::37534:::PMV.1
lhbr,tg:lhbr:44131,au::21337:::MWV.2
lhbr,tg:lhbr:44131,au::5281:::DIV.1
lhbr,tg:lhbr:39401,au::4768:::PMV.1
lhbr,tg:lhbr:39401,au::2495:::PMV.1
lhbr,tg:lhbr:100293,au::16011:::RSV.1
lhbr,tg:lhbr:131937,au::40743:::DIV.1
lhbr,tg:lhbr:96214,au::12302:::LIV.1
lhbr,tg:lhbr:213110,au::12170:::DI.3
lhbr,tg:lhbr:76040,au::9296:::HRV.1
lhbr,tg:lhbr:76040,au::34108:::MWV.1
lhbr,tg:lhbr:20620,au::6895:::HRV.2
lhbr,tg:lhbr:132618,au::9025:::SEV.2
lhbr,tg:lhbr:71785,au::33625:::LIV.1
lhbr,tg:lhbr:186211,au::21016:::RDV.1
lhbr,tg:lhbr:186211,au::10964:::RSV.1
lhbr,tg:lhbr:94229,au::11376:::SEV.1
lhbr,tg:lhbr:83915,au::32950:::MWV.1
lhbr,tg:lhbr:83915,au::1751:::PMV.1
lhbr,tg:lhbr:145725,au::22343:::VZV.1
lhbr,tg:lhbr:145725,au::41958:::DIV.1
lhbr,tg:lhbr:55720,au::27615:::VZV.1
lhbr,tg:lhbr:55720,au::3967:::RDV.1
lhbr,tg:lhbr:266010,au::21479:1:N:VZ.4
lhbr,tg:lhbr:124236,au::19841:::DIV.2
lhbr,tg:lhbr:90513,au::11376:::SEV.1
lhbr,tg:lhbr:73868,au::8984:::GVV.1
lhbr,tg:lhbr:288,au::13787:::RSV.1
lhbr,tg:lhbr:161850,au::21477:::SEV.1
lhbr,tg:lhbr:161850,au::25139:::KCV.1
lhbr,tg:lhbr:101251,au::13050:::DIV.3
lhbr,tg:lhbr:1747,au::344:::DIV.2
lhbr,tg:lhbr:194105,au::18944:::LIV.1
lhbr,tg:lhbr:122531,au::39948:::VZV.1
lhbr,tg:lhbr:257464,au::9044:1:N:SEV.1
lhbr,tg:lhbr:201204,au::12828:::RSV.1
lhbr,tg:lhbr:64354,au::7739:::DIV.1
lhbr,tg:lhbr:32534,au::3967:::RDV.1
lhbr,tg:lhbr:32534,au::27630:::DIV.1
lhbr,tg:lhbr:18976,au::17135:::DIV.1
lhbr,tg:lhbr:2868,au::678:::SEV.1
lhbr,tg:lhbr:53027,au::6795:::SEV.2
lhbr,tg:lhbr:98123,au::12561:::HRV.1
lhbr,tg:lhbr:260717,au::13704:1:N:DI.5
lhbr,tg:lhbr:231348,au::44164:::MW.1
lhbr,tg:lhbr:233375,au::80:::RSV.1
lhbr,tg:lhbr:233375,au::19005:::RDV.1
lhbr,tg:lhbr:126821,au::16107:::RDV.1
lhbr,tg:lhbr:4545,au::22756:::DIV.1
lhbr,tg:lhbr:127733,au::6070:::DIV.2
lhbr,tg:lhbr:176696,au::7658:::SEV.1
lhbr,tg:lhbr:103796,au::13250:::SEV.1
lhbr,tg:lhbr:42636,au::29114:::VZV.1
lhbr,tg:lhbr:772,au::22063:::VZV.1
lhbr,tg:lhbr:69566,au::8466:::SEV.1
lhbr,tg:lhbr:152633,au::7887:::MWV.1
lhbr,tg:lhbr:187729,au::52114:::RSV.1
lhbr,tg:lhbr:210415,au::5664:::RS.3
lhbr,tg:lhbr:185714,au::11139:::SEV.2
lhbr,tg:lhbr:209264,au::5664:::RS.3
lhbr,tg:lhbr:96994,au::28082:::RSV.1
lhbr,tg:lhbr:13639,au::23615:::SEV.1
lhbr,tg:lhbr:90143,au::11376:::SEV.1
lhbr,tg:lhbr:187683,au::10964:::RSV.1
lhbr,tg:lhbr:180146,au::14551:::SEV.3
lhbr,tg:lhbr:136572,au::17135:::VZV.2
lhbr,tg:lhbr:188576,au::10964:::RSV.1
lhbr,tg:lhbr:29682,au::19261:::VZV.1
lhbr,tg:lhbr:175813,au::3219:::RSV.1
lhbr,tg:lhbr:206191,au::5664:::HR.2
lhbr,tg:lhbr:83295,au::10285:::DIV.1
lhbr,tg:lhbr:79835,au::29090:::SEV.1
lhbr,tg:lhbr:79835,au::16532:::MWV.1
lhbr,tg:lhbr:193290,au::12828:::RDV.3
lhbr,tg:lhbr:64704,au::21268:::HRV.1
lhbr,tg:lhbr:232837,au::3948:::DIV.1
lhbr,tg:lhbr:267178,au::44783:1
lhbr,tg:lhbr:192878,au::18805:::BHV.1
lhbr,tg:lhbr:192878,au::4358:::DIV.1
lhbr,tg:lhbr:146670,au::19070:::SEV.1
lhbr,tg:lhbr:146670,au::5203:::RSV.1
lhbr,tg:lhbr:233725,au::5343:::RDV.1
lhbr,tg:lhbr:233725,au::19005:::RDV.1
lhbr,tg:lhbr:190845,au::18805:::BHV.1
lhbr,tg:lhbr:210045,au::5664:::RS.3
lhbr,tg:lhbr:212078,au::17377:::RS.2
lhbr,tg:lhbr:244618,au::80:1:N:RSV.1
lhbr,tg:lhbr:185344,au::10964:::RSV.1
lhbr,tg:lhbr:185344,au::13050:::DIV.2
lhbr,tg:lhbr:132862,au::16843:::SEV.1
lhbr,tg:lhbr:42266,au::29076:::DIV.1
lhbr,tg:lhbr:22867,au::3317:::VZV.1
lhbr,tg:lhbr:214006,au::12170:::DI.2
lhbr,tg:lhbr:12478,au::2049:::DIV.1
lhbr,tg:lhbr:8566,au::23547:::MWV.1
lhbr,tg:lhbr:24819,au::3552:::MWV.1
lhbr,tg:lhbr:107385,au::17949:::RDV.2
lhbr,tg:lhbr:46225,au::5628:::DIV.1
lhbr,tg:lhbr:234849,au::19005:::RDV.1
lhbr,tg:lhbr:85711,au::17135:::DIV.1
lhbr,tg:lhbr:65545,au::7887:::MWV.2
lhbr,tg:lhbr:188825,au::10964:::RSV.1
lhbr,tg:lhbr:79566,au::9630:::SEV.1
lhbr,tg:lhbr:113796,au::22059:::SEV.1
lhbr,tg:lhbr:114053,au::38921:::MWV.1
lhbr,tg:lhbr:169563,au::21469:::DIV.1
lhbr,tg:lhbr:206938,au::5664:::RS.3
lhbr,tg:lhbr:116594,au::14898:::LIV.1
lhbr,tg:lhbr:116594,au::15832:::MWV.2
lhbr,tg:lhbr:116594,au::16495:::VZV.1
lhbr,tg:lhbr:116594,au::18388:::VZV.1
lhbr,tg:lhbr:116594,au::15082:::MIV.2
lhbr,tg:lhbr:28139,au::11894:::SEV.1
lhbr,tg:lhbr:2491,au::8466:::SEV.1
lhbr,tg:lhbr:190516,au::18805:::BHV.1
lhbr,tg:lhbr:67082,au::33051:::HRV.1
lhbr,tg:lhbr:153022,au::19823:::RDV.1
lhbr,tg:lhbr:198126,au::10964:::RSV.1
lhbr,tg:lhbr:198126,au::18122:::DIV.2
lhbr,tg:lhbr:43027,au::11084:::SEV.1
lhbr,tg:lhbr:43027,au::5170:::VZV.1
lhbr,tg:lhbr:132531,au::16784:::SCV.1
lhbr,tg:lhbr:186138,au::18122:::DIV.2
lhbr,tg:lhbr:186138,au::10964:::RSV.1
lhbr,tg:lhbr:211204,au::9752:::RDV.1
lhbr,tg:lhbr:211204,au::18122:::DIV.2
lhbr,tg:lhbr:163494,au::13075:::VZV.1
lhbr,tg:lhbr:8136,au::1224:::LIV.1
lhbr,tg:lhbr:39378,au::28635:::SEV.1
lhbr,tg:lhbr:156670,au::20895:::DIV.1
lhbr,tg:lhbr:100010,au::12882:::DIV.1
lhbr,tg:lhbr:88089,au::11088:::RDV.1
lhbr,tg:lhbr:59979,au::7611:::SEV.1
lhbr,tg:lhbr:180845,au::12170:::DI.2
lhbr,tg:lhbr:10015,au::47132:::SE.2
lhbr,tg:lhbr:46675,au::29605:::MWV.1
lhbr,tg:lhbr:161503,au::27813:::MWV.1
lhbr,tg:lhbr:181757,au::16589:::DIV.2
lhbr,tg:lhbr:181757,au::12170:::DI.2
lhbr,tg:lhbr:96097,au::12292:::SEV.3
lhbr,tg:lhbr:186092,au::52021:::DIV.1
lhbr,tg:lhbr:237336,au::8460:::DIV.1
lhbr,tg:lhbr:206892,au::23234:::AMV.1
lhbr,tg:lhbr:99362,au::12786:::DIV.2
lhbr,tg:lhbr:99362,au::15847:::VZV.4
lhbr,tg:lhbr:189367,au::10964:::RSV.1
lhbr,tg:lhbr:266293,au::29829:1:N:DIV.1
lhbr,tg:lhbr:197379,au::814:::VZV.2
lhbr,tg:lhbr:33775,au::4167:::VZV.1
lhbr,tg:lhbr:159585,au::39755:::MWV.1
lhbr,tg:lhbr:18425,au::2667:::RDV.1
lhbr,tg:lhbr:202078,au::12828:::RSV.1
lhbr,tg:lhbr:175110,au::1021:::RDV.1
lhbr,tg:lhbr:110913,au::38600:::VZV.1
lhbr,tg:lhbr:190146,au::18805:::BHV.1
lhbr,tg:lhbr:196991,au::17876:::RDV.1
lhbr,tg:lhbr:196991,au::12828:::RSV.1
lhbr,tg:lhbr:213669,au::12170:::MW.10
lhbr,tg:lhbr:137699,au::2331:::RDV.3
lhbr,tg:lhbr:216191,au::12170:::DI.1
lhbr,tg:lhbr:186568,au::10964:::RSV.1
lhbr,tg:lhbr:211654,au::17377:::RS.2
lhbr,tg:lhbr:148394,au::7994:::SEV.1
lhbr,tg:lhbr:43477,au::16011:::RSV.1
lhbr,tg:lhbr:68727,au::8342:::VZV.1
lhbr,tg:lhbr:189388,au::10964:::RSV.1
lhbr,tg:lhbr:145549,au::18867:::SEV.1
lhbr,tg:lhbr:232421,au::20740:::MWV.1
lhbr,tg:lhbr:170607,au::3661:::HRV.1
lhbr,tg:lhbr:202097,au::12828:::RSV.1
lhbr,tg:lhbr:190453,au::18805:::BHV.1
lhbr,tg:lhbr:118836,au::18631:::MIV.1
lhbr,tg:lhbr:59996,au::7611:::SEV.1
lhbr,tg:lhbr:211341,au::17377:::RS.2
lhbr,tg:lhbr:93780,au::11362:::SEV.1
lhbr,tg:lhbr:186587,au::10964:::RSV.1
lhbr,tg:lhbr:186587,au::9752:::RDV.1
lhbr,tg:lhbr:91247,au::11479:::MWV.1
lhbr,tg:lhbr:91247,au::16532:::MIV.1
lhbr,tg:lhbr:71013,au::23936:::DIV.1
lhbr,tg:lhbr:214143,au::12170:::DI.3
lhbr,tg:lhbr:213686,au::52371:::MWV.1
lhbr,tg:lhbr:213686,au::54419:::MWV.1
lhbr,tg:lhbr:213686,au::12170:::MW.4
lhbr,tg:lhbr:137676,au::17644:::MWV.1
lhbr,tg:lhbr:154358,au::20444:::MWV.1
lhbr,tg:lhbr:102538,au::37097:::LIV.1
lhbr,tg:lhbr:212994,au::12170:::DI.2
lhbr,tg:lhbr:46360,au::5672:::VZV.1
lhbr,tg:lhbr:156365,au::20815:::RDV.1
lhbr,tg:lhbr:87669,au::11038:::DIV.1
lhbr,tg:lhbr:82191,au::27622:::RDV.1
lhbr,tg:lhbr:82191,au::4910:::HRV.1
lhbr,tg:lhbr:108135,au::38107:::MWV.1
lhbr,tg:lhbr:53861,au::6916:::RDV.1
lhbr,tg:lhbr:36598,au::9111:::RDV.1
lhbr,tg:lhbr:200550,au::12828:::RSV.1
lhbr,tg:lhbr:192194,au::10798:::LIV.1
lhbr,tg:lhbr:192194,au::10798:::VZV.1
lhbr,tg:lhbr:192194,au::10798:::SEV.1
lhbr,tg:lhbr:114116,au::14579:::DIV.1
lhbr,tg:lhbr:114116,au::38927:::SEV.1
lhbr,tg:lhbr:79423,au::9613:::MWV.2
lhbr,tg:lhbr:190003,au::18805:::BHV.1
lhbr,tg:lhbr:126437,au::35840:::DIV.1
lhbr,tg:lhbr:2184,au::409:::SEV.3
lhbr,tg:lhbr:205302,au::12828:::RSV.1
lhbr,tg:lhbr:248284,au::13938:1:N:DIV.2
lhbr,tg:lhbr:111744,au::14245:::VZV.2
lhbr,tg:lhbr:113779,au::22059:::SEV.1
lhbr,tg:lhbr:113779,au::16480:::MWV.1
lhbr,tg:lhbr:116081,au::14798:::MWV.2
lhbr,tg:lhbr:284445,au::15771:::PMV.1
lhbr,tg:lhbr:130019,au::16478:::MWV.1
lhbr,tg:lhbr:179975,au::12170:::DI.2
lhbr,tg:lhbr:211711,au::17377:::RS.2
lhbr,tg:lhbr:105357,au::15847:::MWV.3
lhbr,tg:lhbr:12497,au::2049:::DIV.1
lhbr,tg:lhbr:153537,au::7887:::SEV.1
lhbr,tg:lhbr:154708,au::11362:::SEV.1
lhbr,tg:lhbr:10150,au::23794:::VZV.1
lhbr,tg:lhbr:208530,au::5664:::RS.3
lhbr,tg:lhbr:8073,au::23453:::MWV.1
lhbr,tg:lhbr:8073,au::5590:::MWV.1
lhbr,tg:lhbr:214513,au::1917:::DIV.1
lhbr,tg:lhbr:214513,au::18805:::DIV.1
lhbr,tg:lhbr:181612,au::12170:::DI.2
lhbr,tg:lhbr:142326,au::18380:::SEV.1
lhbr,tg:lhbr:189222,au::13412:::DIV.1
lhbr,tg:lhbr:169076,au::8193:::SEV.1
lhbr,tg:lhbr:122927,au::15840:::HRV.1
lhbr,tg:lhbr:52323,au::6029:::RDV.1
lhbr,tg:lhbr:195201,au::4855:::RDV.1
lhbr,tg:lhbr:195201,au::12828:::RSV.1
lhbr,tg:lhbr:85204,au::10798:::SEV.1
lhbr,tg:lhbr:18560,au::2699:::DIV.1
lhbr,tg:lhbr:172790,au::48620:::HR.1
lhbr,tg:lhbr:33630,au::27771:::SEV.1
lhbr,tg:lhbr:53498,au::19649:::VZV.1
lhbr,tg:lhbr:126964,au::16131:::DIV.1
lhbr,tg:lhbr:126964,au::5057:::GVV.1
lhbr,tg:lhbr:233230,au::14633:::HR.2
lhbr,tg:lhbr:233230,au::3948:::DIV.1
lhbr,tg:lhbr:56360,au::6431:::RSV.1
lhbr,tg:lhbr:124959,au::16011:::RSV.1
lhbr,tg:lhbr:188599,au::16506:::RSV.1
lhbr,tg:lhbr:188599,au::10964:::RSV.1
lhbr,tg:lhbr:110505,au::38440:::SEV.1
lhbr,tg:lhbr:86582,au::10964:::RSV.1
lhbr,tg:lhbr:171016,au::18068:::MW.1
lhbr,tg:lhbr:127676,au::16231:::SEV.1
lhbr,tg:lhbr:104116,au::22756:::DIV.1
