ResourceID,brocade.id,card,order,dataset,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record
a06520cf-3cb8-58c5-b005-2202d9da3a4c,tg:rubgr:109,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:105,Verwijzing naar Grossmann object,,3a56d602-9a46-5c5b-a7cc-309bdc34ce40,"[{""resourceId"": ""3a56d602-9a46-5c5b-a7cc-309bdc34ce40"", ""ontologyProperty"": """", ""resourceXresourceId"": ""188dbd88-c4e9-4db5-b19e-2ce180bde5b3"", ""inverseOntologyProperty"": """"}]"
7d4de3a6-93e4-58b0-a7a5-f67f38482dde,tg:rubgr:3335,e73_AssociatedRecords,1,rubgr_brief,gerelateerd object,tg:rubgr:4633,Verwijzing naar Grossmann object,,f746dcdf-8f52-598b-ba8f-c87af7a1485d,"[{""resourceId"": ""f746dcdf-8f52-598b-ba8f-c87af7a1485d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b98bf9d1-49c9-4991-aa3c-8c0e4e32dcfb"", ""inverseOntologyProperty"": """"}]"
07e76e88-b57c-5060-95f7-7eaab3f8e40e,tg:rubgr:2549,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:2548,Verwijzing naar Grossmann object,,741a0ead-6c6a-5bc8-ad4f-a0eddbf5e38d,"[{""resourceId"": ""741a0ead-6c6a-5bc8-ad4f-a0eddbf5e38d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""43eac630-023c-441e-9846-52e58c7b4107"", ""inverseOntologyProperty"": """"}]"
5344c23b-609b-53de-a736-07bbfb37427d,tg:rubgr:1897,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:1896,Verwijzing naar Grossmann object,,39a30026-c5b6-5d06-b3d8-447ee35a1125,"[{""resourceId"": ""39a30026-c5b6-5d06-b3d8-447ee35a1125"", ""ontologyProperty"": """", ""resourceXresourceId"": ""67658214-701f-4cec-bd7a-9834f539e531"", ""inverseOntologyProperty"": """"}]"
525e25f0-3cd3-5f64-8f04-4d85ab1e3e64,tg:rubgr:222,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:215,Verwijzing naar Grossmann object,,8d50be5c-27d0-5131-a597-2780e9e7f5a0,"[{""resourceId"": ""8d50be5c-27d0-5131-a597-2780e9e7f5a0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1cbbc0bd-79ad-4f27-9e04-f174f0e57cd6"", ""inverseOntologyProperty"": """"}]"
c5755dcf-7c16-5c52-99ae-b6b79d8d8612,tg:rubgr:144,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:127,Verwijzing naar Grossmann object,,4408f47c-0982-5920-8895-398bac985ada,"[{""resourceId"": ""4408f47c-0982-5920-8895-398bac985ada"", ""ontologyProperty"": """", ""resourceXresourceId"": ""900f3aa8-2067-412a-948d-06d8746faf80"", ""inverseOntologyProperty"": """"}]"
a41f7508-758b-5154-8eb3-b2599265457e,tg:rubgr:136,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:127,Verwijzing naar Grossmann object,,4408f47c-0982-5920-8895-398bac985ada,"[{""resourceId"": ""4408f47c-0982-5920-8895-398bac985ada"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0330bb3e-b70c-424d-b218-792ac9cf97a2"", ""inverseOntologyProperty"": """"}]"
64adecda-bb86-5c2d-8a77-e04647219a51,tg:rubgr:1924,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:1911,Verwijzing naar Grossmann object,,7c289d27-de8b-5637-bc52-a35fd8b75ca7,"[{""resourceId"": ""7c289d27-de8b-5637-bc52-a35fd8b75ca7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e83b8055-8a70-4b98-94a6-08f57d763283"", ""inverseOntologyProperty"": """"}]"
25f87e8e-4757-5773-8867-ce0bde4b02a1,tg:rubgr:4896,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:4873,Verwijzing naar Grossmann object,,7ed555e3-6d77-5c31-9e1b-cc31476ac2d0,"[{""resourceId"": ""7ed555e3-6d77-5c31-9e1b-cc31476ac2d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4dbb9b9e-9035-4069-839e-65c3caa9f01c"", ""inverseOntologyProperty"": """"}]"
f49773b6-a97c-5813-a8f6-5800901f5109,tg:rubgr:1641,e73_AssociatedRecords,1,rubgr_brief,gerelateerd onderdeel,tg:rubgr:1642,Verwijzing naar Grossmann object,,c43b1369-d716-57c5-9d7a-5cf08b64baf9,"[{""resourceId"": ""c43b1369-d716-57c5-9d7a-5cf08b64baf9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ef61480d-9f4d-400a-8dd6-3a0be5272544"", ""inverseOntologyProperty"": """"}]"
9432d9e1-4256-5e2c-85e4-31a026d93dae,tg:rubgr:2453,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:2452,Verwijzing naar Grossmann object,,838790e0-1ee5-5a4a-b380-1725dd4c7f4f,"[{""resourceId"": ""838790e0-1ee5-5a4a-b380-1725dd4c7f4f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6e6f5372-8bae-47e7-bcb5-6add1e1e0c78"", ""inverseOntologyProperty"": """"}]"
19fb5f91-2b88-598b-b2b7-6db2966796f8,tg:rubgr:4886,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:4873,Verwijzing naar Grossmann object,,7ed555e3-6d77-5c31-9e1b-cc31476ac2d0,"[{""resourceId"": ""7ed555e3-6d77-5c31-9e1b-cc31476ac2d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aeb1ff6c-f518-4821-a9e0-3df41932f0a7"", ""inverseOntologyProperty"": """"}]"
1a6b16be-197e-5069-a78d-2248850da6ad,tg:rubgr:3502,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:3492,Verwijzing naar Grossmann object,,e772b23f-9ba6-5699-8550-e3212c8f929a,"[{""resourceId"": ""e772b23f-9ba6-5699-8550-e3212c8f929a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""daff30aa-db27-459b-8aea-a0ab14594ce4"", ""inverseOntologyProperty"": """"}]"
5e2dc3b5-e2c6-5420-b76e-7a127c575956,tg:rubgr:2170,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:2169,Verwijzing naar Grossmann object,,9e0522be-a557-5755-b577-3e0b3e12389c,"[{""resourceId"": ""9e0522be-a557-5755-b577-3e0b3e12389c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b70298a1-14c5-47ba-a9a1-706a50efa527"", ""inverseOntologyProperty"": """"}]"
fe6a2131-62d0-5b0e-b0df-0da7b44ce2db,tg:rubgr:5126,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:5122,Verwijzing naar Grossmann object,,5793d084-6d19-50ab-ab38-f08121b1073b,"[{""resourceId"": ""5793d084-6d19-50ab-ab38-f08121b1073b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9d75d0c1-97a9-4851-9d59-e61df924dada"", ""inverseOntologyProperty"": """"}]"
facb3e0f-8caf-5bb3-9a85-1af2d60be34d,tg:rubgr:1962,e73_AssociatedRecords,1,rubgr_brief,gerelateerd onderdeel,tg:rubgr:1963,Verwijzing naar Grossmann object,,53a74990-be41-51a9-86fd-6aa56f0134f0,"[{""resourceId"": ""53a74990-be41-51a9-86fd-6aa56f0134f0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f32c0521-43c9-40ce-85c1-9aac9afdf684"", ""inverseOntologyProperty"": """"}]"
69aa7be5-c06e-5177-a3bc-e1145c33f06e,tg:rubgr:4901,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:4873,Verwijzing naar Grossmann object,,7ed555e3-6d77-5c31-9e1b-cc31476ac2d0,"[{""resourceId"": ""7ed555e3-6d77-5c31-9e1b-cc31476ac2d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""705bf15f-122b-4c6f-afb1-9e7472339e28"", ""inverseOntologyProperty"": """"}]"
c9a21b34-7e4d-5e9b-8945-0c6439855802,tg:rubgr:4879,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:4873,Verwijzing naar Grossmann object,,7ed555e3-6d77-5c31-9e1b-cc31476ac2d0,"[{""resourceId"": ""7ed555e3-6d77-5c31-9e1b-cc31476ac2d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9eb14db8-66e2-4335-8853-2d81106b1292"", ""inverseOntologyProperty"": """"}]"
4b5cb33e-2912-5818-a158-345f488403f0,tg:rubgr:4911,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:4873,Verwijzing naar Grossmann object,,7ed555e3-6d77-5c31-9e1b-cc31476ac2d0,"[{""resourceId"": ""7ed555e3-6d77-5c31-9e1b-cc31476ac2d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5846a48a-71a3-4138-8c2a-8c718dc416b0"", ""inverseOntologyProperty"": """"}]"
bc8f5377-6d26-54e0-9798-2948d5964dbc,tg:rubgr:3495,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:3492,Verwijzing naar Grossmann object,,e772b23f-9ba6-5699-8550-e3212c8f929a,"[{""resourceId"": ""e772b23f-9ba6-5699-8550-e3212c8f929a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1a86aa9e-7914-41f5-8620-f95edaa8aeda"", ""inverseOntologyProperty"": """"}]"
6f3474cd-1178-59a6-aac8-fa1198b243d0,tg:rubgr:5008,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:5007,Verwijzing naar Grossmann object,,7de846fc-810a-5249-b32a-4aa608bf0162,"[{""resourceId"": ""7de846fc-810a-5249-b32a-4aa608bf0162"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ee01c075-87b3-430e-918f-512cd4be910d"", ""inverseOntologyProperty"": """"}]"
7358d50f-d801-558d-a103-5eaef7f0d636,tg:rubgr:1607,e73_AssociatedRecords,1,rubgr_brief,gerelateerd onderdeel,tg:rubgr:1606,Verwijzing naar Grossmann object,,4d6fd9ce-5378-5d77-971e-48f7da69fc0e,"[{""resourceId"": ""4d6fd9ce-5378-5d77-971e-48f7da69fc0e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""49864952-ef3e-4ffe-b3b3-74182fdf9bb6"", ""inverseOntologyProperty"": """"}]"
57da21bb-5a94-5ead-9934-9082142b9fee,tg:rubgr:747,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:746,Verwijzing naar Grossmann object,,c7a63c4f-68c5-5880-8654-aebc9c88ae40,"[{""resourceId"": ""c7a63c4f-68c5-5880-8654-aebc9c88ae40"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fa4846bb-1bd0-4818-92df-e2837e5b2317"", ""inverseOntologyProperty"": """"}]"
ae5fb524-c826-5723-b9e0-b2ea64d4b5a1,tg:rubgr:4182,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:4181,Verwijzing naar Grossmann object,,ae1b11f3-384e-53c6-9655-ca64b898c614,"[{""resourceId"": ""ae1b11f3-384e-53c6-9655-ca64b898c614"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d0f39a4b-9e11-496e-a959-a9bc86c5f308"", ""inverseOntologyProperty"": """"}]"
0fe63487-efb6-588f-a72f-fc610a373dee,tg:rubgr:559,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:554,Verwijzing naar Grossmann object,,5696b8f6-1992-5d30-901f-f9d9346a1f16,"[{""resourceId"": ""5696b8f6-1992-5d30-901f-f9d9346a1f16"", ""ontologyProperty"": """", ""resourceXresourceId"": ""70708be8-c60e-46d6-bb04-4cd984380c56"", ""inverseOntologyProperty"": """"}]"
c7aec78c-8532-545d-88de-9dbfcf0fd803,tg:rubgr:3775,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:3773,Verwijzing naar Grossmann object,,be415676-bbca-5af1-b0e7-badbf3214ca4,"[{""resourceId"": ""be415676-bbca-5af1-b0e7-badbf3214ca4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6b981168-c01e-479e-8aa2-d27a57ad48cd"", ""inverseOntologyProperty"": """"}]"
0a29270b-6c2e-5b0b-a9c6-5f039e0f246a,tg:rubgr:2624,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:2623,Verwijzing naar Grossmann object,,5ebc1af1-6741-5c19-8989-feb3ccfbe05e,"[{""resourceId"": ""5ebc1af1-6741-5c19-8989-feb3ccfbe05e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1de2ade7-2a63-4d01-8051-14853bd315fb"", ""inverseOntologyProperty"": """"}]"
fa0cdd10-82a9-5442-86c2-7d846684e5aa,tg:rubgr:2071,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:2065,Verwijzing naar Grossmann object,,70f0ffd2-bd1b-5e8a-b6a5-54bce2ba02fc,"[{""resourceId"": ""70f0ffd2-bd1b-5e8a-b6a5-54bce2ba02fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7ad4bb84-8bc3-44f6-826e-0339edf632b0"", ""inverseOntologyProperty"": """"}]"
986217c9-3f4a-5479-ba80-6963b499be32,tg:rubgr:4584,e73_AssociatedRecords,1,rubgr_brief,gerelateerd object,tg:rubgr:4420,Verwijzing naar Grossmann object,,ed4f7f64-bf03-5f6e-b0cc-67c5282cf688,"[{""resourceId"": ""ed4f7f64-bf03-5f6e-b0cc-67c5282cf688"", ""ontologyProperty"": """", ""resourceXresourceId"": ""83bd4890-b576-412d-827c-9715cd5e1ce8"", ""inverseOntologyProperty"": """"}]"
322df78f-cb2f-51a4-b8f2-be29398c3957,tg:rubgr:3800,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:3773,Verwijzing naar Grossmann object,,be415676-bbca-5af1-b0e7-badbf3214ca4,"[{""resourceId"": ""be415676-bbca-5af1-b0e7-badbf3214ca4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b0632611-a9ec-4763-98f6-e9897a739025"", ""inverseOntologyProperty"": """"}]"
77e10de5-ad8e-52bb-a03c-6bd97c51d596,tg:rubgr:2483,e73_AssociatedRecords,1,rubgr_brief,gerelateerd onderdeel,tg:rubgr:2481,Verwijzing naar Grossmann object,,b34b7b36-d744-593b-9990-40daedad41c8,"[{""resourceId"": ""b34b7b36-d744-593b-9990-40daedad41c8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""76e8e609-cd48-42fc-ac57-2432c2866228"", ""inverseOntologyProperty"": """"}]"
77e10de5-ad8e-52bb-a03c-6bd97c51d596,tg:rubgr:2483,e73_AssociatedRecords,2,rubgr_brief,gerelateerd onderdeel,tg:rubgr:2482,Verwijzing naar Grossmann object,,173624fc-f78a-5e6e-97ad-f7d5d4c46de9,"[{""resourceId"": ""173624fc-f78a-5e6e-97ad-f7d5d4c46de9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6c7951ba-f21d-4232-a7b7-5b4cf0655685"", ""inverseOntologyProperty"": """"}]"
77e10de5-ad8e-52bb-a03c-6bd97c51d596,tg:rubgr:2483,e73_AssociatedRecords,3,rubgr_brief,gerelateerd onderdeel,tg:rubgr:2484,Verwijzing naar Grossmann object,,86b4f6ad-edc7-5c7e-84c7-49e0f6b6d8fd,"[{""resourceId"": ""86b4f6ad-edc7-5c7e-84c7-49e0f6b6d8fd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7532e59c-1dfc-40c0-ab0a-85dce2e9d6f8"", ""inverseOntologyProperty"": """"}]"
77e10de5-ad8e-52bb-a03c-6bd97c51d596,tg:rubgr:2483,e73_AssociatedRecords,4,rubgr_brief,gerelateerd onderdeel,tg:rubgr:2485,Verwijzing naar Grossmann object,,59eccf42-12b8-5b12-8330-81f3e9eaec5e,"[{""resourceId"": ""59eccf42-12b8-5b12-8330-81f3e9eaec5e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7237f5bc-43ff-4a3d-9168-309b647410b2"", ""inverseOntologyProperty"": """"}]"
dc371fd6-36b1-5690-be18-81dccbaa9287,tg:rubgr:2599,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:2593,Verwijzing naar Grossmann object,,67a61421-30e6-5319-9c01-f8b165bc9f9c,"[{""resourceId"": ""67a61421-30e6-5319-9c01-f8b165bc9f9c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f1a2c998-9b2d-41a8-85eb-1489c44a5d4f"", ""inverseOntologyProperty"": """"}]"
4ece704d-5539-5ddb-b08b-4a6a5a4b1744,tg:rubgr:566,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:554,Verwijzing naar Grossmann object,,5696b8f6-1992-5d30-901f-f9d9346a1f16,"[{""resourceId"": ""5696b8f6-1992-5d30-901f-f9d9346a1f16"", ""ontologyProperty"": """", ""resourceXresourceId"": ""28d85977-c700-4d4b-b382-e2bcaaf63b9d"", ""inverseOntologyProperty"": """"}]"
b4a9dacd-a5df-5433-8dec-d3db20e5fdfb,tg:rubgr:576,e73_AssociatedRecords,2,rubgr_brief,relatie naar geheel,tg:rubgr:575,Verwijzing naar Grossmann object,,9aa00732-09e5-5300-a793-0c04a35a943e,"[{""resourceId"": ""9aa00732-09e5-5300-a793-0c04a35a943e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1c068895-2a4b-4d54-8204-b84a6ecaa163"", ""inverseOntologyProperty"": """"}]"
0cabe6b7-aee2-5c97-8953-cbaaece1f39e,tg:rubgr:2933,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:2932,Verwijzing naar Grossmann object,,74015fc8-0444-5cce-8022-7361d0e88805,"[{""resourceId"": ""74015fc8-0444-5cce-8022-7361d0e88805"", ""ontologyProperty"": """", ""resourceXresourceId"": ""87de72b7-d0a4-450a-b226-29a72366a09e"", ""inverseOntologyProperty"": """"}]"
18254e99-1da4-527c-81b6-7cf0c4f15972,tg:rubgr:3509,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:3492,Verwijzing naar Grossmann object,,e772b23f-9ba6-5699-8550-e3212c8f929a,"[{""resourceId"": ""e772b23f-9ba6-5699-8550-e3212c8f929a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""72d80b22-c036-4f47-9eab-2b62fa406196"", ""inverseOntologyProperty"": """"}]"
32e56245-9548-5b72-a642-e8adc950616b,tg:rubgr:965,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:960,Verwijzing naar Grossmann object,,5c702e64-92af-5bc9-9008-0d9022116f24,"[{""resourceId"": ""5c702e64-92af-5bc9-9008-0d9022116f24"", ""ontologyProperty"": """", ""resourceXresourceId"": ""befadf4b-bcc9-41e9-926e-e4e5603a730b"", ""inverseOntologyProperty"": """"}]"
5fe50f28-4ffb-51a4-b8ad-2f43f9b4a612,tg:rubgr:5323,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:5294,Verwijzing naar Grossmann object,,c398a096-51d0-528d-b732-0fa69e327e10,"[{""resourceId"": ""c398a096-51d0-528d-b732-0fa69e327e10"", ""ontologyProperty"": """", ""resourceXresourceId"": ""295ebdd4-dcde-4789-831e-a5ed76042da7"", ""inverseOntologyProperty"": """"}]"
4e9a47ad-1c5d-558f-88aa-402b76ff8fe0,tg:rubgr:4639,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:4638,Verwijzing naar Grossmann object,,6f1f8c9c-94a3-5715-83e7-2bceca9efd7c,"[{""resourceId"": ""6f1f8c9c-94a3-5715-83e7-2bceca9efd7c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e35c7308-9cf6-4030-8c6a-2acd7580b2c0"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,1,rubgr_brief,gerelateerd object,tg:rubgr:5299,Verwijzing naar Grossmann object,,30f2f5c7-5e03-54ee-bc9e-777e309a83df,"[{""resourceId"": ""30f2f5c7-5e03-54ee-bc9e-777e309a83df"", ""ontologyProperty"": """", ""resourceXresourceId"": ""73821345-5999-415f-9c85-0e89a14be950"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,2,rubgr_brief,gerelateerd object,tg:rubgr:5300,Verwijzing naar Grossmann object,,28642bd0-50f8-515b-9ced-5c5eff5bf1a5,"[{""resourceId"": ""28642bd0-50f8-515b-9ced-5c5eff5bf1a5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c01d034c-222f-4e97-8d07-309a5c40f6c5"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,3,rubgr_brief,gerelateerd object,tg:rubgr:5301,Verwijzing naar Grossmann object,,cca55489-660a-57fa-ab79-fd9c70fb15c3,"[{""resourceId"": ""cca55489-660a-57fa-ab79-fd9c70fb15c3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f3d514e2-816d-4d8b-b692-af2ea7319712"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,4,rubgr_brief,gerelateerd object,tg:rubgr:5302,Verwijzing naar Grossmann object,,987c6b60-4cc7-56ca-936e-59575c805ea1,"[{""resourceId"": ""987c6b60-4cc7-56ca-936e-59575c805ea1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5d9a7483-1709-4340-8b4f-7e71793d09be"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,5,rubgr_brief,gerelateerd object,tg:rubgr:5303,Verwijzing naar Grossmann object,,b33da979-fbef-5975-ba04-1f1c9fdfa8c4,"[{""resourceId"": ""b33da979-fbef-5975-ba04-1f1c9fdfa8c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a61541c-c9d6-4291-a3d6-d0a6a24bcfca"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,6,rubgr_brief,gerelateerd object,tg:rubgr:5304,Verwijzing naar Grossmann object,,0528e0b2-9061-5d6a-b362-de7c5c7592fb,"[{""resourceId"": ""0528e0b2-9061-5d6a-b362-de7c5c7592fb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""110d4544-ec17-4615-8a8e-d137ebadbfce"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,7,rubgr_brief,gerelateerd object,tg:rubgr:5306,Verwijzing naar Grossmann object,,de7ff65f-3abc-5da7-b067-b5a1b7999d0a,"[{""resourceId"": ""de7ff65f-3abc-5da7-b067-b5a1b7999d0a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""10cd9b70-e960-44e1-badd-b1fa7845de8a"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,8,rubgr_brief,gerelateerd object,tg:rubgr:5307,Verwijzing naar Grossmann object,,33fb1add-b472-5e93-8dcd-af4e1641cacb,"[{""resourceId"": ""33fb1add-b472-5e93-8dcd-af4e1641cacb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e5ffb486-ebb7-4d7d-a5ee-a1d2a7f85c80"", ""inverseOntologyProperty"": """"}]"
9c6ec606-08a0-5bdf-a857-86bb113bf396,tg:rubgr:5305,e73_AssociatedRecords,9,rubgr_brief,relatie naar geheel,tg:rubgr:5294,Verwijzing naar Grossmann object,,c398a096-51d0-528d-b732-0fa69e327e10,"[{""resourceId"": ""c398a096-51d0-528d-b732-0fa69e327e10"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fe9f9256-dc84-4601-8c0f-c4947a278664"", ""inverseOntologyProperty"": """"}]"
e76d255b-b5af-5a5f-9649-1baf8aa410cd,tg:rubgr:3731,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:3709,Verwijzing naar Grossmann object,,fd00a670-90b8-5f70-b6d1-2ef8a0822864,"[{""resourceId"": ""fd00a670-90b8-5f70-b6d1-2ef8a0822864"", ""ontologyProperty"": """", ""resourceXresourceId"": ""45e96455-88b4-4e9e-b8c0-2b7f3fa175b9"", ""inverseOntologyProperty"": """"}]"
856fd2d7-e360-5659-8cbc-b19dcbc3a531,tg:rubgr:5315,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:5294,Verwijzing naar Grossmann object,,c398a096-51d0-528d-b732-0fa69e327e10,"[{""resourceId"": ""c398a096-51d0-528d-b732-0fa69e327e10"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b0267979-65db-4a0c-b050-77ed8c87c843"", ""inverseOntologyProperty"": """"}]"
9826d58e-9c29-5b56-9f29-d2bfd6524c24,tg:rubgr:1141,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:1132,Verwijzing naar Grossmann object,,92c376c2-d03c-52e7-b7ac-a58dbff0a2d8,"[{""resourceId"": ""92c376c2-d03c-52e7-b7ac-a58dbff0a2d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""681ac72b-d0a6-467b-be60-9dd67e86cdc1"", ""inverseOntologyProperty"": """"}]"
b93f2065-9f63-5486-a51c-274418af2ec4,tg:rubgr:1227,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:1223,Verwijzing naar Grossmann object,,b27086ba-4e21-55d8-9e6f-f9308e75531d,"[{""resourceId"": ""b27086ba-4e21-55d8-9e6f-f9308e75531d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""26fa033f-10b6-4bb8-897d-8fbfa7e784bb"", ""inverseOntologyProperty"": """"}]"
0ee51675-b81c-5835-b13f-c15b722c9db5,tg:rubgr:3844,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:3842,Verwijzing naar Grossmann object,,a5283ced-6276-51db-b98c-c001a0181729,"[{""resourceId"": ""a5283ced-6276-51db-b98c-c001a0181729"", ""ontologyProperty"": """", ""resourceXresourceId"": ""aeae45f3-7605-41a3-a9e7-7d2cab27d775"", ""inverseOntologyProperty"": """"}]"
49fa177a-727c-56fa-b70d-4f2113c9c98a,tg:rubgr:1909,e73_AssociatedRecords,1,rubgr_brief,relatie naar geheel,tg:rubgr:1900,Verwijzing naar Grossmann object,,0f7bfc59-1622-50e2-93f3-11a9c1355bf6,"[{""resourceId"": ""0f7bfc59-1622-50e2-93f3-11a9c1355bf6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3ea48b7e-8a00-46cb-9514-18f83b5bc8a2"", ""inverseOntologyProperty"": """"}]"
9da3c82c-b155-5761-bb47-3967218479fa,tg:rubgr:550,e73_AssociatedRecords,1,rubgr_brief,gerelateerd onderdeel,tg:rubgr:551,Verwijzing naar Grossmann object,,47caceaa-5a3e-5995-849f-179917071a66,"[{""resourceId"": ""47caceaa-5a3e-5995-849f-179917071a66"", ""ontologyProperty"": """", ""resourceXresourceId"": ""93497015-ce26-4712-8f83-3724b53749dd"", ""inverseOntologyProperty"": """"}]"
