ResourceID,brocade.id,card,order,adm.acquiredVia,Registration Number value,Location Number,adm.isadPartOf,Warehouse Location (begin),adm.note,Serial Number,Warehouse Location (ende)
291bdcfd-38bc-5985-907e-f3c68894857a,tg:lhob:390,Items,1,tr:lh:7740,200999,S 5621 / V,isad:lh:134700,V3 B 1 A1,Doos 15 / 32,,
ea66c629-987d-5cc7-aa68-1667c9f7b8ee,tg:lhob:113,Items,1,tr:lh:6852,1692,,isad:lh:134387,V3 B 1 A1,,Doos 3 / 3,
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,Items,1,tr:lh:6603,163547,G 395 / E,,,,,
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,Items,1,tr:lh:6461,158552,R 2325 / V,isad:lh:134780,V3 B 1 A1,Doos 14 / 9,,
2357f3bd-b04c-56e2-9590-1601a2d0c2cf,tg:lhob:282,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 12 / 13,,
261373ab-9582-5215-8c8f-5ddc774996bc,tg:lhob:514,Items,1,,,,isad:lh:161151,,,D 4813 / 187,
ec6aaa93-f55d-56e6-99a5-64728549e008,tg:lhob:144,Items,1,tr:lh:6607,166269,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 4 / 11,,
ed47729f-953f-5003-8a8c-db16fd9cf838,tg:lhob:451,Items,1,tr:lh:3590,69897,,isad:lh:154724,,In langdurige bruikleen (Museum Vleeshuis),,
7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,tg:lhob:152,Items,1,tr:lh:3240,64528,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 4 / 19,,
f7f6ceb8-fa62-5dcf-9590-6f1e05750a39,tg:lhob:502,Items,1,tr:lh:6300,146215,H 7653 / V,isad:lh:134769,V3 D,,,
5b74bf46-a5bd-570c-b293-ea25f2f17da1,tg:lhob:447,Items,1,,239262,A 357 / E,,,,,
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,tg:lhob:693,Items,1,tr:lh:7376,195823,K 376 / V,isad:lh:134288,V3 D,,,
50ec8d66-30ea-5ccd-8b1b-cb6d14641ff4,tg:lhob:369,Items,1,tr:lh:2432,50030,,isad:lh:134709,V3 B 1 A1,,Doos 15 / 11,
671568d3-3a93-5f92-aee7-801871fae924,tg:lhob:739,Items,1,tr:lh:140162,,,isad:lh:134693,,,L 179 /,
eef96846-5827-5b44-a511-757e259f965b,tg:lhob:386,Items,1,tr:lh:2432,50028,,isad:lh:134709,V3 B 1 A1,,Doos 15 / 28,
7a66ec90-dec2-516b-8e92-c7f73fb3ff2a,tg:lhob:555,Items,1,tr:lh:7740,200995,S 5621 / E,,,,,
0dc84960-8be2-55e3-b92a-006d87e2ab7c,tg:lhob:105,Items,1,tr:lh:6253,106772,,isad:lh:134438,V3 B 1 A1,,Doos 2 / 21 - 22,
c22f879e-9ad3-5c38-a0d9-e566a793d403,tg:lhob:410,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,
641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,tg:lhob:257,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 37,,
cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,tg:lhob:607,Items,1,,,M 5162 / E,,,,,
b63801e2-9734-55bc-a724-cc9b5eb499b8,tg:lhob:312,Items,1,tr:lh:3240,64515,B 707 / V,isad:lh:134765,V3 B 1 A1,Doos 13 / 12,,
8673ff4b-9220-5edc-8777-d5a8876bbc59,tg:lhob:191,Items,1,tr:lh:9837,220912,T 394 / V,isad:lh:134679,V3 B 1 A1,Doos 7 / 10,,
07771e20-2b34-58a3-97e8-8ba0aa3b5669,tg:lhob:26,Items,1,tr:lh:11,160,C 34 / E,,V2 F,3 exemplaren,,
ddb182f1-30d5-5754-af58-82d22e99820f,tg:lhob:650,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
b144145a-e690-573d-a83e-e82e617bdcfc,tg:lhob:200,Items,1,tr:lh:7369,195785,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 9 / 3,,
59ab917d-da2b-5659-a9c5-525c5bb8702b,tg:lhob:715,Items,1,,,BB 210 / V,isad:lh:148559,V3 B,In verwerking,,
869da3bc-d09a-54cd-8faa-60e550c8652a,tg:lhob:345,Items,1,tr:lh:5941,129678,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 14 / 26,,
48361d7b-04ff-5b1a-b80d-534d0b26a10c,tg:lhob:596,Items,1,,,S 395 / E,,,,,
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,Items,1,tr:lh:4002,,,isad:lh:134506,V3 B 1 A1,,Doos 3 / 18,
f2b0a9b7-511d-52a9-bade-292ffd26a505,tg:lhob:579,Items,1,,,S 395 / E,,,,,
ebcdcab7-100b-5f7b-9783-fd418784ee90,tg:lhob:71,Items,1,tr:lh:1615,29109,S 483 / V,isad:lh:134292,V3 B 1 A1,Doos 1 / 3,,
ca513b40-9410-5598-9890-922187921ccd,tg:lhob:216,Items,1,,,L 179 / V,isad:lh:134693,V3 B 1 A1,,,
bf68a033-e5df-59c4-aa8d-88749ac456be,tg:lhob:646,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
f351ec48-09e5-5ae5-863a-929f1990031b,tg:lhob:353,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 14 / 33,,
ce038521-d455-5879-b25d-78618c348e39,tg:lhob:703,Items,1,tr:lh:6812,168497/4,RR 62 / V,,V3 B 1 A1,,,
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,tg:lhob:580,Items,1,,,S 395 / E,,,,,
845c0e30-9370-5f69-b807-060165902df0,tg:lhob:88,Items,1,tr:lh:3240,64.516,B 65 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 17,,
92f6aefd-182e-5d98-8419-7bea3af8093d,tg:lhob:611,Items,1,,,M 5162 / E,,,,,
1dc939e0-a4a8-5c82-9fb5-734db3822a7e,tg:lhob:304,Items,1,tr:lh:4743,91725,B 708 / V,isad:lh:134757,V3 B 1 A1,Doos 13 / 4,,
9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,tg:lhob:492,Items,1,tr:lh:6461,158552,R 2325 / V,isad:lh:134780,V3 D,,,
6e4bf2ec-2474-52d3-b70a-0e385bf0c612,tg:lhob:168,Items,1,tr:lh:6595,166148,,isad:lh:134459,V3 B 1 A1,,Doos 5 / 8,
093d97c0-73c8-5166-88f3-4a31f6ac5637,tg:lhob:538,Items,1,tr:lh:6603,163537,G 395 / E,,,,,
6291900d-a982-5bfc-9f05-652d64d0bf25,tg:lhob:30,Items,1,tr:lh:2412,46716,C 34 / E,,V2 F,,,
99a8b7d2-f342-5f1d-801b-c5517d0019fc,tg:lhob:186,Items,1,tr:lh:1492,29132,S 9685 / V,isad:lh:134678,V3 B 1 A1,Doos 7 / 6,,
01c0fb70-49f9-5292-93b2-3410f9adac3b,tg:lhob:493,Items,1,,48514,C 3596 / V,,V3 D,,,
95cf0333-e8ec-5607-aa9c-e7b3a164c8db,tg:lhob:169,Items,1,tr:lh:5401,105883,S 654 / V,isad:lh:134662,V3 B 1 A1,Doos 5 / 9,,
b35f86ff-e86c-5683-b130-68bbeec0678a,tg:lhob:539,Items,1,tr:lh:6603,163538,G 395 / E,,,,,
e6d5ea11-0a81-54c5-90f8-56da1f9621e4,tg:lhob:31,Items,1,tr:lh:2412,38821/2,C 34 / E,,V2 F,,,
c5fa3cc7-4330-5dd3-bc63-175c27d3679d,tg:lhob:610,Items,1,,,M 5162 / E,,,,,
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,Items,1,tr:lh:1620,29145,W 803 / v,isad:lh:134698,V3 B 1 A1,Doos 11 / 17,,
83665aba-876d-549a-987e-c7e0820cb4c4,tg:lhob:305,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 5,,
e9753d32-e3ff-5167-946b-874a15c41a1f,tg:lhob:581,Items,1,,,S 395 / E,,,,,
5b79a7ce-de7c-572b-a13d-c2c424a166bc,tg:lhob:89,Items,1,tr:lh:4454,1692,V 4835,isad:lh:134387,V3 B 1 A1,Doos 1 / 18,,
1dbbe321-c649-56e3-8084-a3a9d901b255,tg:lhob:217,Items,1,,,L 179 / V,isad:lh:134693,V3 B 1 A1,,,
9fe0854f-f686-5bb9-955e-7bbd13058140,tg:lhob:647,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
9570aca6-17c6-5cac-9408-e5aaf6637804,tg:lhob:352,Items,1,tr:lh:6976,178731,D 716 / V,isad:lh:134590,V3 B 1 A1,Doos 14 / 32,,
36e94dc1-bef1-545b-81e5-8d4f46947634,tg:lhob:702,Items,1,tr:lh:6812,168497/1,RR 62 / V,,V3 B 1 A1,,,
f30c1b37-107d-5b4a-a9fe-2b4a3769bb08,tg:lhob:597,Items,1,,,S 395 / E,,,,,
bca63b67-e83b-56b5-a207-b543450711dd,tg:lhob:128,Items,1,tr:lh:6509,,,isad:lh:134493,V3 B 1 A1,,Doos 3 / 19,
ea71acc6-9a8f-5e0e-8359-931a5dc7e765,tg:lhob:578,Items,1,,,S 395 / E,,,,,
f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,tg:lhob:651,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
1add3b51-a3e2-5a22-9e74-1ac7aacacd33,tg:lhob:201,Items,1,tr:lh:2400,45792,C 492 / V,isad:lh:134494,V3 B 1 A1,Doos 9 / 4,,
560e7a90-b839-5647-90aa-813078c9310b,tg:lhob:714,Items,1,,,BB 210 / V,isad:lh:146483,V3 B,In verwerking,,
71f5dbc1-c8e2-5a53-b529-9f6c83683bec,tg:lhob:344,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 14 / 25,
17224bba-0d0e-597a-9be2-7f2b8eb004fb,tg:lhob:190,Items,1,tr:lh:4266,86565,V 4165 / V,isad:lh:134433,V3 B 1 A1,Doos 7 / 9,,
193b1a71-7bb1-5c4e-a662-76bd2f6a10e3,tg:lhob:27,Items,1,tr:lh:775,14562,C 34 / E,,V2 F,,,
4e719db4-e0b2-50de-a307-1e920baf8800,tg:lhob:256,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 36,,
77b60886-4d2d-55a9-abe7-a86fd1f24f72,tg:lhob:606,Items,1,,,M 5162 / E,,,,,
5a59f20e-f376-5961-987c-4c1ac380bf47,tg:lhob:313,Items,1,tr:lh:4076,78370,G 9435 / V,isad:lh:134766,V3 B 1 A1,Doos 13 / 13,,
02fc4adc-859e-518e-a1b1-abbd4a9ced09,tg:lhob:554,Items,1,tr:lh:7740,200995,S 5621 / E,,,,,
fde4ee0b-2099-5890-afc5-8ffa9b538296,tg:lhob:104,Items,1,tr:lh:4683,89142,,isad:lh:134433,V3 B 1 A1,,Doos 2 / 20,
6c3b7bf3-02a3-5fa3-a92e-4b8e98bf0e89,tg:lhob:411,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,
339d66b4-0843-5b5f-b826-410aadfff099,tg:lhob:692,Items,1,tr:lh:2718,53788,R 985 / E,,,,,
e5c7c2d8-5efb-56ad-9653-dc9a9a8f3e85,tg:lhob:368,Items,1,tr:lh:2212,42102,,isad:lh:134769,V3 B 1 A1,,Doos 15 / 10,
31704365-89e5-5c82-91cc-491cecd4899f,tg:lhob:738,Items,1,tr:lh:140162,,,isad:lh:134693,,,L 179 /,
9c73caf7-2d7e-526e-89bc-899d59e4b319,tg:lhob:387,Items,1,tr:lh:2432,50032,D 1175 / V,isad:lh:134709,V3 B 1 A1,Dood 15 / 29,,
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Items,1,tr:lh:9517,,J 2547,isad:lh:134493,V3 B 1 A1,Doos 4 / 21,,
a94e80f2-7f96-543b-aaa5-838c441028a2,tg:lhob:503,Items,1,tr:lh:6595,,"Planex GT / VI,4",,,,,
662c5c57-f47c-5d4f-8129-bd13e718db6b,tg:lhob:446,Items,1,,60918,A 357 / E,,,,,
42ac0737-ca74-5339-9934-cdd7b8d6ad05,tg:lhob:295,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 12 / 23,
2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,tg:lhob:145,Items,1,tr:lh:6607,166268,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 4 / 12,,
5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,tg:lhob:329,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 14 / 10,,
c644b3f1-3028-5120-b346-3acade491b77,tg:lhob:283,Items,1,tr:lh:350,7299,D 7985 / V,isad:lh:134723,V3 B 1 A1,Doos 12 / 14,,
8455761a-5b32-5f88-ad7c-bda6640e385b,tg:lhob:112,Items,1,tr:lh:6928,,,isad:lh:109818,V3 B 1 A1,,Doos 3 / 2,
31847841-bb2b-54fa-940f-7afb537ec881,tg:lhob:542,Items,1,tr:lh:6603,163545,G 395 / E,,,,,
eca6027f-672d-5e12-a169-8362dba0d361,tg:lhob:407,Items,1,tr:lh:134040,,,,V3 B,,,
7467b8ba-a37b-5e66-8982-b4f4f241880c,tg:lhob:684,Items,1,tr:lh:7398,196043,R 985 / E,,,,,
ac3e0496-793d-5528-868a-a613328cbb05,tg:lhob:391,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 15 / 39,,
38d219e6-0832-563c-9df7-067513768aac,tg:lhob:309,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 9,,
6c94970c-7ee2-5e68-b204-d1f711f51a21,tg:lhob:535,Items,1,tr:lh:6603,163542,G 395 / E,,,,,
604037e8-8a7e-5a12-88e4-08d91e1d670a,tg:lhob:165,Items,1,tr:lh:3298,60543,S 614 / V,isad:lh:134661,V3 B 1 A1,Doos 5 / 5,,
42dd7f4e-25ce-5fe4-98ba-1ea51546f714,tg:lhob:85,Items,1,tr:lh:4698,89397 / 1,,isad:lh:134367,V3 B 1 A1,,Doos 1 / 15,
f9387c4e-f416-5df1-b28c-41b12f01c527,tg:lhob:427,Items,1,,,A 357 / E,,,,,
95d65a68-4996-5ae6-bcac-43d4dd3e14f5,tg:lhob:132,Items,1,tr:lh:3755,72190,,isad:lh:134506,V3 B 1 A1,,Doos 3 / 26,
b7494824-f9c1-555a-afd3-085bf3e50470,tg:lhob:562,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
49e645bb-7866-5b89-bdac-460a59910a13,tg:lhob:348,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 14 / 29,,
6d425f5c-8a61-528b-9729-49eadb09a0ee,tg:lhob:431,Items,1,tr:lh:4158,80543,A 357 / E,,,,,
2b60201f-7e64-5135-878c-695602738bbb,tg:lhob:93,Items,1,tr:lh:6936,166.149 / 2,A 4927 / V,isad:lh:134335,V3 B 1 A1,Doos 1 / 22,,
0c459f16-b40b-5759-b2b3-fd609254b37d,tg:lhob:574,Items,1,tr:lh:2718,53783,R 985 / E,,,,,
2717133a-3f63-51b4-96e3-b141f365e3c5,tg:lhob:124,Items,1,,76.126,,,V3 B 1 A1,,Doos 3 / 14,
fd68364e-cf0a-5c30-b2c2-e8aaad5cd5e7,tg:lhob:173,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 5 / 13-14,,
67dda1a6-bd99-55f8-8fc1-f162041f546a,tg:lhob:523,Items,1,tr:lh:6603,163530,G 395 / E,,,,,
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,tg:lhob:364,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 15 / 6,,
345f2c6a-9e96-5fa8-b0a2-69dd060061ba,tg:lhob:671,Items,1,tr:lh:6444,158199,J 422 / E,,,,,
444b421f-dd8b-5951-b2b0-97238442630c,tg:lhob:108,Items,1,tr:lh:6928,,,isad:lh:109818,V3 B 1 A1,,Doos 2 / 27-32,
ec431d10-ae90-574a-bfa2-08dd5fa8b079,tg:lhob:558,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
d98dab43-aa10-5505-a523-d4eda8ae7f11,tg:lhob:333,Items,1,tr:lh:5451,107000,A 2875 / V,isad:lh:134421,V3 B 1 A1,Doos 14 / 14,,
d9d2bfc9-b4fd-5511-bc50-3d07a998a76b,tg:lhob:299,Items,1,tr:lh:6341,148060,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 12 / 27,,
9ca98929-13cf-5371-bd45-831394bbf1a5,tg:lhob:276,Items,1,tr:lh:6341,148060,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 12 / 7,,
7e55f663-7c61-552f-b884-d2eed74de44d,tg:lhob:626,Items,1,,,K 9045 / E,,,,,
1cf726b5-8db7-5c0c-bd9e-662639410d3c,tg:lhob:325,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 14 / 6,,
43afe695-5501-574d-a174-bb552e3e116b,tg:lhob:630,Items,1,,,K 9045 / E,,,,,
685c94bb-f485-5187-bbff-a0a0a5d194e8,tg:lhob:260,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 11 / 34,,
87af7525-a00e-500b-a735-69ded74ebf52,tg:lhob:149,Items,1,tr:lh:3240,65.519,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 4 / 16,,
85c020c6-314c-5e9f-ad3e-e7aed7f791e6,tg:lhob:519,Items,1,,97771/3,L 5154 / E,,,,,
86d860c1-a438-58fe-9372-451f72f450ff,tg:lhob:688,Items,1,tr:lh:2718,53780,R 985 / E,,,,,
f5f1348d-4e09-51f7-a815-6ca4ecce38df,tg:lhob:372,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 14,
d19db6ee-0d5a-50b3-90d3-000bd329e296,tg:lhob:237,Items,1,tr:lh:1620,29145,W 803 / v,isad:lh:134698,V3 B 1 A1,Doos 11 / 13,,
9cbaa13b-e9db-58a6-b8e5-47ddb6b420f6,tg:lhob:667,Items,1,tr:lh:6990,174818,H 9558 / E,,,,,
0312d5f8-4dca-5be3-839e-4083377f4cab,tg:lhob:536,Items,1,tr:lh:6603,163543,G 395 / E,,,,,
45f29949-22e4-531c-b065-fe437fc2ecce,tg:lhob:166,Items,1,tr:lh:5496,108190,O 3346 / V,isad:lh:134422,V3 B 1 A1,Doos 5 / 6,,
51a452cc-2dfd-5229-b4b6-c3b27a49db3b,tg:lhob:189,Items,1,tr:lh:9923,147622,B 153 / V,isad:lh:134417,,Doos 7 / 8,,
ce01ad80-70c0-5626-acb2-e0fd4e5d8ff1,tg:lhob:473,Items,1,tr:lh:6484,159013,R 578 / V,isad:lh:134699,V3 D,,,
45406206-0771-5e33-9fe7-37e0f7e592c3,tg:lhob:648,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
1858843e-7b34-59ec-a956-73ed6c8b0d31,tg:lhob:218,Items,1,,,L 179 / V,isad:lh:134693,V3 B 1 A1,,,
95a78d68-6920-50a7-bc1e-866675ad86f5,tg:lhob:69,Items,1,tr:lh:3240,64522,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 2,,
d5193e87-5519-554f-93b1-5387f77af688,tg:lhob:131,Items,1,tr:lh:6595,,,isad:lh:134459,V3 B 1 A1,,Doos 3 / 25,
16d7e048-6a4f-5a59-8516-d4c371883b04,tg:lhob:561,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
a0f976f2-a3f6-5ceb-a2ce-2a5e3d26a5a6,tg:lhob:424,Items,1,,63002/19,A 357 / E,,,,,
198bc04a-78a6-5339-8b8b-4caf523069af,tg:lhob:86,Items,1,tr:lh:1337,40722,R 161,isad:lh:134376,V3 B 1 A1,Doos 1 / 16,,
582a01ef-5506-51d2-aea9-14cef9f037ec,tg:lhob:577,Items,1,,,S 395 / E,,,,,
59c4ca31-6cdb-5c75-8fae-ae424eadb004,tg:lhob:127,Items,1,tr:lh:7185,,,isad:lh:134504,V3 B 1 A1,,Doos 3 / 17,
5a485315-b659-5ec1-8de9-d47d28d87bb1,tg:lhob:90,Items,1,tr:lh:4698,89.397 / 2,C 363 / V,isad:lh:134367,V3 B 1 A1,Doos 1 / 119,,
7053f956-b38e-5665-9d1c-2f0331347ec9,tg:lhob:432,Items,1,tr:lh:2072,38821,A 357 / E,,,,,
cd54c091-7319-5f1b-be7b-7f125c03b86b,tg:lhob:598,Items,1,,,S 395 / E,,,,,
84cddee6-b304-598a-83ce-ad5cb9b92c12,tg:lhob:609,Items,1,,,M 5162 / E,,,,,
5a5021d7-b4eb-5be4-bda5-b729383dfc93,tg:lhob:259,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 38,,
6001aad0-7445-51cf-b8b9-c4f37b450c5d,tg:lhob:28,Items,1,tr:lh:846,15825,C 34 / E,isad:lh:98425,V2 F,,,
80c176d5-76af-5408-b773-293ff0dd60a5,tg:lhob:170,Items,1,,169.968,B 435 / V,isad:lh:134663,V3 B 1 A1,Doos 5 / 10,,
36dfc5af-f0fe-57bf-943f-4561ebc411c7,tg:lhob:520,Items,1,,,L 464 / E,,,,,
32446758-f41f-588b-96b2-8b998a5e9d4b,tg:lhob:388,Items,1,tr:lh:2718,53789,B 368 / V,,V3 B 1 A1,Doos 15 / 30,,
a9b43901-6dde-5806-a385-b446784abce8,tg:lhob:672,Items,1,tr:lh:6444,158198,J 422 / E,,,,,
4a8f8f16-cfdf-5c58-9732-35cb89d2cd73,tg:lhob:222,Items,1,tr:lh:7776,201537,M 295 / V,isad:lh:134697,V3 B 1 A1,Doos 11 / 1,,
4e734535-cb36-5267-95ec-c47c9e542fd4,tg:lhob:367,Items,1,,81.139,,isad:lh:134769,V3 B 1 A1,,Doos 15 / 9,
648d423d-a033-58f4-9751-fe50eea40467,tg:lhob:53,Items,1,tr:lh:6603,166281,,isad:lh:123315,V3 D 1 A2,,G 395 / 1,V3 D 1 A2
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,tg:lhob:625,Items,1,,,K 9045 / E,,,,,
c571dfb3-77ca-5912-b84c-bd60bed483d8,tg:lhob:330,Items,1,tr:lh:6976,178731,D 716 / V,isad:lh:134590,V3 B 1 A1,Doos 14 / 11,,
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,tg:lhob:449,Items,1,,63002/17,A 357 / E,,,,,
f21fbbdb-26bb-591e-9398-6124a4668718,tg:lhob:633,Items,1,,,K 9045 / E,,,,,
878376c8-056e-5d6d-b0de-1f65d45905c9,tg:lhob:263,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 11 / 43,,
e548aa1e-4b19-505c-9aa0-1a564d99f098,tg:lhob:326,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 14 / 7,,
daf262e5-beb2-56dc-81a2-2b8d1994aff7,tg:lhob:12,Items,1,tr:lh:9894,,S 292 / V,,,,,
1b1f8a2a-c808-5715-826a-c2223ab3fedd,tg:lhob:664,Items,1,tr:lh:6341,148070,G 395 / E,,,,,
26fa1cda-3bb5-58fb-81bc-7b049e1e9a2e,tg:lhob:371,Items,1,tr:lh:4094,79450,,,V3 B 1 A1,,Doos 15 / 13,
dad4adfb-5ce5-5b87-9fe1-020352a12f6a,tg:lhob:408,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,
c2e2d8c0-0eb7-5385-b1d4-dc1ad36e8222,tg:lhob:32,Items,1,tr:lh:2072,38821/2,C 34 / E,,V2 F,,,
a6997db7-dfc2-5414-b2da-501b4a799b87,tg:lhob:490,Items,1,tr:lh:6595,166145,A 493 / V,isad:lh:134459,V3 D,,,
5c05dc28-3f90-51ed-9553-7ae652309d48,tg:lhob:306,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 6,,
a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,tg:lhob:613,Items,1,,,M 5162 / E,,,,,
d4d060ff-a609-5e25-90c7-d159e7e61105,tg:lhob:243,Items,1,tr:lh:7369,195785,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 11 / 21,,
f9b0453d-2afb-5fa0-b6ef-d8b66b52476c,tg:lhob:428,Items,1,tr:lh:2412,46618,A 357 / E,,,,,
f8fb498f-ffd0-5b1b-9b30-d55e2becf366,tg:lhob:582,Items,1,,,S 395 / E,,,,,
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,Items,1,tr:lh:7376,,K 376 / V,isad:lh:134288,V3 D,,,
21ef8231-2324-53e8-92df-a86af468c875,tg:lhob:214,Items,1,tr:lh:6603,166287,G 395 / V,isad:lh:123315,V3 B 1 A1,,,
61ae216a-8a16-5645-b90c-7a1d1d554dd2,tg:lhob:644,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
04894238-622e-5ed4-b8ff-25eccd38ec61,tg:lhob:594,Items,1,,,S 395 / E,,,,,
74b3bb6b-779a-50d6-a5f9-1e3852b52cab,tg:lhob:347,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 14 / 28,,
b155767d-0548-584a-ab07-6086cd0c7b41,tg:lhob:652,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,
20066bb0-bce3-5c05-b3af-2084a0f452cc,tg:lhob:202,Items,1,,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 9 / 5,,
d9499df7-ad52-5058-b9ff-bf65ee42df3f,tg:lhob:486,Items,1,tr:lh:6284,146036,H 7653 / V,isad:lh:134769,V3 D,,,
f4c829c8-d54e-511b-a9d6-9f8073b5073c,tg:lhob:24,Items,1,tr:lh:3702,71568,,isad:lh:98423,V2 F,Er is nog een vierde exemplaar van deze medaille met inschrijvingsnummer 63409,,
83258e3f-8d17-558c-83d2-c78267832032,tg:lhob:193,Items,1,,,C 397 / V,isad:lh:134688,V3 B 1 A1,Doos 8 / 2,,
cafdae75-d8c4-5576-a18b-4a9d62e2dd49,tg:lhob:310,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 10,,
4634e426-77f1-5278-8ba4-c33bb6c05ebd,tg:lhob:740,Items,1,tr:lh:140162,,,isad:lh:134693,,,L 179 /,
e3f6e056-d25b-58ae-b4b4-cca975a8ef13,tg:lhob:255,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 35,,
957c67ac-675a-5bc8-9d10-e8e6a8fda771,tg:lhob:605,Items,1,,,M 5162 / E,,,,,
fa1ebdaa-5d27-59f4-916b-fb3f8abf958e,tg:lhob:412,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,
c2676822-20d3-5439-9a42-5c27d84e0d8f,tg:lhob:557,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,
40b9a4e5-a38f-5d81-ab1a-d6e219b11764,tg:lhob:384,Items,1,tr:lh:4094,79450,B 745 / V,,V3 B 1 A1,Doos 15 / 26,,
cd521e4b-47fa-5193-a275-9e1c1108c939,tg:lhob:691,Items,1,tr:lh:2718,53788,R 985 / E,,,,,
b80031e4-5f62-5669-baa2-89b43848ea61,tg:lhob:445,Items,1,tr:lh:5450,107501/2,A 357 / E,,,,,
c4c251f0-92eb-5194-abef-c9620d4f2192,tg:lhob:150,Items,1,tr:lh:4574,87833,C 3664 / V,isad:lh:134586,V3 B 1 A1,Doos 4 / 17,,
45457980-fea2-5514-9e35-4226a03026cd,tg:lhob:500,Items,1,tr:lh:3099,62177,D 9565 / V,isad:lh:154727,V3 D,,,
