ResourceID,brocade.id,card,dataset,colour_source,material_source,Colour,Material
f51202e9-4c22-54c7-a2c5-cc332bd295a6,tg:lhsc:1106_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
f51202e9-4c22-54c7-a2c5-cc332bd295a6,tg:lhsc:1106_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,green (color),xpa NOT FOUND IN: materiaal_types.csv
3a6a210f-3eae-5ed1-b6d3-dee52339c503,tg:lhsc:958_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
eb02cfca-3ff7-52bd-aeed-06f49572c7ae,tg:lhsc:5745_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
eb02cfca-3ff7-52bd-aeed-06f49572c7ae,tg:lhsc:5745_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,bronze (color),xgs NOT FOUND IN: materiaal_types.csv
bdc6ca5c-129c-5d09-a8c9-9569c5dfdaa4,tg:lhsc:820_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
bdc6ca5c-129c-5d09-a8c9-9569c5dfdaa4,tg:lhsc:820_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,cream (color),xgs NOT FOUND IN: materiaal_types.csv
c3e1d84f-6fb3-5034-b422-e0e72c92f791,tg:lhsc:948_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
ab8270c3-9549-5729-9b42-917f02d3eadf,tg:lhsc:830_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,terracotta (clay material)
7b0b21b9-14f1-56cd-b669-4399059c1365,tg:lhsc:694_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
7b0b21b9-14f1-56cd-b669-4399059c1365,tg:lhsc:694_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xpa NOT FOUND IN: materiaal_types.csv
2d425bfb-e0ff-5051-a9d6-ed4b8f7571e1,tg:lhsc:684_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,bronze (metal)
2d425bfb-e0ff-5051-a9d6-ed4b8f7571e1,tg:lhsc:684_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,brown (color),xpa NOT FOUND IN: materiaal_types.csv
1916f2bf-3154-541e-bdd1-ef8c98cfe72d,tg:lhsc:9397_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
17ee46b2-b2fe-5b24-be57-3e424a82118b,tg:lhsc:1022_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
17ee46b2-b2fe-5b24-be57-3e424a82118b,tg:lhsc:1022_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,bronze (color),xpa NOT FOUND IN: materiaal_types.csv
d5a47e39-af51-51d5-b25e-19116e12deb6,tg:lhsc:1032_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
5b4db85d-7987-51dd-a1de-db509fb357af,tg:lhsc:3017_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
5b4db85d-7987-51dd-a1de-db509fb357af,tg:lhsc:3017_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xgs NOT FOUND IN: materiaal_types.csv
c2751aee-4f00-5d93-ba6b-750ac0844c12,tg:lhsc:1667_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,black (color),gypsum
91336410-0882-5f9c-b3eb-b297ba1a1e20,tg:lhsc:433_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
91336410-0882-5f9c-b3eb-b297ba1a1e20,tg:lhsc:433_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,ocher (color),xgs NOT FOUND IN: materiaal_types.csv
e1beea32-687e-5431-9254-658095ccf7d0,tg:lhsc:423_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,green (color),xgs NOT FOUND IN: materiaal_types.csv
0c935fe2-0411-5abe-8395-88ad1dc86d04,tg:lhsc:9403_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,ocher (color),gypsum
0c65c1ae-f719-524f-8f1d-ca10bc204585,tg:lhsc:9413_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
4b6c626c-1cb1-5462-8624-c400ed9e8d4d,tg:lhsc:899_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
6538e5ba-fca8-566f-a7be-acba8bd7bce3,tg:lhsc:889_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,mortar (filler)
01166622-fba1-5761-adb3-7ff9a75e9860,tg:lhsc:755_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,gray (color),gypsum
39fb2eaf-13b2-590b-be67-57ef20264f4f,tg:lhsc:1285_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,gold (color),gypsum
7db21387-2afd-56bb-8451-89350a635ffc,tg:lhsc:745_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
7db21387-2afd-56bb-8451-89350a635ffc,tg:lhsc:745_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,,green (color),
57ac4f29-99b6-587e-9499-1ddc47be5fa6,tg:lhsc:1295_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
447c6994-4deb-5a61-85af-b11e6114ba35,tg:lhsc:737_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,brown (color),polyester (resin)
8ebbb024-60b3-5070-a873-a0a51cb89ad3,tg:lhsc:727_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
6db60391-fcdf-5cb1-8d64-8987246c5f2d,tg:lhsc:983_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
b37fb23e-4e70-537b-a350-1b570c3040fd,tg:lhsc:993_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
afefb9b8-14fd-5431-ae1f-9779de7203b8,tg:lhsc:4284_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,brown (color),gypsum
afefb9b8-14fd-5431-ae1f-9779de7203b8,tg:lhsc:4284_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,,brown (color),
8bcb2f8a-b61d-5ecb-9845-3a59c702ba23,tg:lhsc:1181_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,green (color),gypsum
fd496775-d96a-5e31-90bb-df6e15cafbc3,tg:lhsc:1191_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,bronze (metal)
05ea82be-543b-5e93-b96a-1b4f6f34e3b7,tg:lhsc:441_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
05ea82be-543b-5e93-b96a-1b4f6f34e3b7,tg:lhsc:441_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,red (color),xgs NOT FOUND IN: materiaal_types.csv
618aaff5-8740-5146-8864-4f4cf6c9258a,tg:lhsc:1040_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,bronze (metal)
618aaff5-8740-5146-8864-4f4cf6c9258a,tg:lhsc:1040_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xpa NOT FOUND IN: materiaal_types.csv
d6608efd-f956-53d3-baea-77dae1e221d5,tg:lhsc:1138_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,terracotta (clay material)
d6608efd-f956-53d3-baea-77dae1e221d5,tg:lhsc:1138_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,red (color),xpa NOT FOUND IN: materiaal_types.csv
7319ffea-7a14-5f39-98ff-f3ceccf286f3,tg:lhsc:1050_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
588d9919-e76c-5495-8bc7-c5df2a0b52ab,tg:lhsc:1128_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
588d9919-e76c-5495-8bc7-c5df2a0b52ab,tg:lhsc:1128_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,green (color),xpa NOT FOUND IN: materiaal_types.csv
b894e116-b2ad-5a4d-ab3c-e5a47221af22,tg:lhsc:5993_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,gray (color),gypsum
8da62c80-4f7f-517b-9fa5-38b6f84db221,tg:lhsc:1326_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
f3c6789d-1ad9-500a-837e-9c2d7b3f77cf,tg:lhsc:842_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
e3f3f11f-7e56-53e9-94d1-159a907e8856,tg:lhsc:852_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
e3f3f11f-7e56-53e9-94d1-159a907e8856,tg:lhsc:852_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xgs NOT FOUND IN: materiaal_types.csv
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
00a3713d-c091-572f-b372-f5971dcd2a5d,tg:lhsc:1597_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xgs NOT FOUND IN: materiaal_types.csv
75c45e5f-188f-5dad-9091-6bdac87668fd,tg:lhsc:1984_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,wood (plant material)
429924ac-8c49-5efc-a8b8-69da507af94a,tg:lhsc:1165_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
429924ac-8c49-5efc-a8b8-69da507af94a,tg:lhsc:1165_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xpa NOT FOUND IN: materiaal_types.csv
88808218-af27-5c77-951b-86825c3fb584,tg:lhsc:1175_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
88808218-af27-5c77-951b-86825c3fb584,tg:lhsc:1175_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,bronze (color),xpa NOT FOUND IN: materiaal_types.csv
8d23be88-0b16-58d5-a034-69581a95649d,tg:lhsc:1648_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,copper (metal)
4a44674c-484d-522b-aaae-66490ede5e31,tg:lhsc:967_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
6ebd8442-7384-5968-9843-a46c513b3b51,tg:lhsc:977_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
51554967-b814-5f5b-8180-bcc4796698ef,tg:lhsc:5057_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,bronze (metal)
51554967-b814-5f5b-8180-bcc4796698ef,tg:lhsc:5057_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,,bronze (color),
68f84278-5f70-5033-9974-b12bd9da2ddf,tg:lhsc:1203_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,bronze (metal)
ead5e0b0-64d8-5241-9de3-131e3498928a,tg:lhsc:1261_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
fdcbc4ae-d245-55db-b473-9b0b39eb1b37,tg:lhsc:1309_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
9818535b-8562-55e4-92a8-700d50479cd2,tg:lhsc:1271_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
d8e36da0-ff99-56d1-98f8-be44bc469b75,tg:lhsc:905_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
d8e36da0-ff99-56d1-98f8-be44bc469b75,tg:lhsc:905_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,beige (color),xpa NOT FOUND IN: materiaal_types.csv
9c82c11f-6afa-5fe1-9edb-0376c3ad0c0d,tg:lhsc:915_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
a33583a1-b021-509a-b37a-4f5c4cf8c5d6,tg:lhsc:7168_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,brown (color),plastic (material)
214f2484-fed3-50f8-bd73-ed4507beebe3,tg:lhsc:7366_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
3ab729b5-44ed-5aed-9b33-94bb2d1ec7ee,tg:lhsc:1107_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,wood (plant material)
2ed2278c-ebad-50aa-9aa4-fe8df18fc09d,tg:lhsc:1117_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
2ed2278c-ebad-50aa-9aa4-fe8df18fc09d,tg:lhsc:1117_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,bronze (color),xpa NOT FOUND IN: materiaal_types.csv
dda227e2-f243-5a55-abdb-5746907113ef,tg:lhsc:9373_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
dda227e2-f243-5a55-abdb-5746907113ef,tg:lhsc:9373_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xgs NOT FOUND IN: materiaal_types.csv
3c9eb9ac-64d6-5172-9740-41a62fd59bb3,tg:lhsc:670_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
c7c85912-2e2f-5f91-b208-1b42c9fca1f5,tg:lhsc:708_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
fc4b12d2-a61b-5a6c-857d-a212b2fe7062,tg:lhsc:660_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,orange (color),gypsum
37cb3a63-0b81-5e93-abdb-cc2afbf1f30f,tg:lhsc:718_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
37cb3a63-0b81-5e93-abdb-cc2afbf1f30f,tg:lhsc:718_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,white (color),xpa NOT FOUND IN: materiaal_types.csv
abb3f2a6-3da4-5961-95ad-99bfff2c7e38,tg:lhsc:3385_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
abb3f2a6-3da4-5961-95ad-99bfff2c7e38,tg:lhsc:3385_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,brown (color),xpa NOT FOUND IN: materiaal_types.csv
eff3e587-0351-55b5-9974-27edafeca57f,tg:lhsc:1386_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,black (color),plastic (material)
f9d0d7e6-88b0-5de6-befa-9fea27346cb3,tg:lhsc:656_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,green (color),gypsum
ae55f51a-3f0d-57b5-af87-55f0790a6633,tg:lhsc:1198_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
ae55f51a-3f0d-57b5-af87-55f0790a6633,tg:lhsc:1198_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,bronze (color),xpa NOT FOUND IN: materiaal_types.csv
c721dd13-7d0b-542a-9317-9f6f83ed94ed,tg:lhsc:448_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
c721dd13-7d0b-542a-9317-9f6f83ed94ed,tg:lhsc:448_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xgs NOT FOUND IN: materiaal_types.csv
801190b3-4f3c-5fd4-b29c-8636f2b5570b,tg:lhsc:1188_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
60ece476-cd76-56fb-97b5-e07c2301d90f,tg:lhsc:458_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,bronze (metal)
60ece476-cd76-56fb-97b5-e07c2301d90f,tg:lhsc:458_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,black (color),xpa NOT FOUND IN: materiaal_types.csv
d8234818-a607-5abd-b982-7efd2f5ef2ae,tg:lhsc:1059_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
02189262-b087-538f-93ef-c348651adadf,tg:lhsc:1121_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),stone (worked rock)
5773263a-36a0-56ae-bf0d-3bd308f82786,tg:lhsc:1049_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
5773263a-36a0-56ae-bf0d-3bd308f82786,tg:lhsc:1049_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,brown (color),xpa NOT FOUND IN: materiaal_types.csv
c2ca5b78-23fa-5b4d-bf9f-e093d02f6429,tg:lhsc:1131_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,terracotta (clay material)
df9c6d54-5328-5518-9a46-c41b9b1f43ed,tg:lhsc:1247_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,black (color),gypsum
49e2417c-1c6c-5825-a199-65995aeb7b37,tg:lhsc:1257_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
371e84a1-7391-511a-86cc-3c75b3b530f1,tg:lhsc:787_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
371e84a1-7391-511a-86cc-3c75b3b530f1,tg:lhsc:787_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xpa NOT FOUND IN: materiaal_types.csv
2ff665f5-2a27-5300-a46d-4ab1bebb18c9,tg:lhsc:923_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
ee16ea79-38a9-531e-9a2d-3261ed9e9d93,tg:lhsc:933_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
ee16ea79-38a9-531e-9a2d-3261ed9e9d93,tg:lhsc:933_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,red (color),xpa NOT FOUND IN: materiaal_types.csv
dcb8898b-fd16-568e-87e0-9f0cff34d77f,tg:lhsc:941_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,yellow (color),terracotta (clay material)
e4936b3f-223f-59c5-855a-3b1b66eaafd5,tg:lhsc:839_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
e4936b3f-223f-59c5-855a-3b1b66eaafd5,tg:lhsc:839_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,green (color),xpa NOT FOUND IN: materiaal_types.csv
cf6b29bd-3863-56ca-abec-b7d9077107e2,tg:lhsc:951_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
381bbda3-4fb4-5e04-8c69-2938bc18ece8,tg:lhsc:829_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,bronze (metal)
11086014-c9e8-56de-b71d-95dd6ed22e61,tg:lhsc:1225_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
18c211f5-9058-50d2-aeab-6a9970d45327,tg:lhsc:1235_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
a6062e56-052e-5afb-a35b-00ad177c175c,tg:lhsc:1143_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
522aac1d-4cf8-57bb-aa95-b2fab0f6942e,tg:lhsc:52_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),marble (rock)
f5fd1bd0-fed5-513c-904b-b826d40eced3,tg:lhsc:1153_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
f5fd1bd0-fed5-513c-904b-b826d40eced3,tg:lhsc:1153_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xgs NOT FOUND IN: materiaal_types.csv
0cd291fa-d30b-5b94-8fbd-f6fdc7f67761,tg:lhsc:1706_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
3ce34279-b226-51ef-b609-81d88a719e05,tg:lhsc:1082_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
3ce34279-b226-51ef-b609-81d88a719e05,tg:lhsc:1082_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechaanvsc.lhtechtaddsc,,xpa NOT FOUND IN: materiaal_types.csv
99f4eebc-fce1-5afe-81da-59d039c4938f,tg:lhsc:1092_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
99f4eebc-fce1-5afe-81da-59d039c4938f,tg:lhsc:1092_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,green (color),xpa NOT FOUND IN: materiaal_types.csv
11632121-3f2f-53be-9ac2-69d27a7d7c9d,tg:lhsc:880_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,red (color),gypsum
c4731e05-8086-503a-9a7c-b1dffb9dec4c,tg:lhsc:890_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
c4731e05-8086-503a-9a7c-b1dffb9dec4c,tg:lhsc:890_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,pink (color),xpa NOT FOUND IN: materiaal_types.csv
f6fa28c9-7f02-549a-8209-819ca3907e63,tg:lhsc:1300_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
aea52c08-bbe0-5e3c-a48b-4a3d483b446d,tg:lhsc:1278_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
85de17d4-ae51-584a-a911-4fb9d177c416,tg:lhsc:1310_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
85de17d4-ae51-584a-a911-4fb9d177c416,tg:lhsc:1310_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,green (color),xpa NOT FOUND IN: materiaal_types.csv
38fa2281-3afa-549f-8e06-2e642776c0e3,tg:lhsc:1268_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
3b1fef7d-0e94-5f5e-912e-885fe59c9445,tg:lhsc:864_#1,e22_MaterialColour,lhsc,kenmerken/lhtechbasissc.lhkleur,kenmerken/lhtechbasissc.lhtechsc,white (color),gypsum
2f9ab465-b289-5579-816d-693bb9ce371d,tg:lhsc:874_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,gypsum
2f9ab465-b289-5579-816d-693bb9ce371d,tg:lhsc:874_#1,e22_MaterialColour,lhsc,kenmerken/lhtechaanvsc.lhkleur,kenmerken/lhtechaanvsc.lhtechtaddsc,bronze (color),xpa NOT FOUND IN: materiaal_types.csv
24dc7772-cd6e-5a3b-9da4-1d790f9a875a,tg:lhsc:1623_#1,e22_MaterialColour,lhsc,,kenmerken/lhtechbasissc.lhtechsc,,terracotta (clay material)
