ResourceID,brocade.id,card,order,source_code,ire.isaar.uuid,ISAAR Brocade ID,Original Entity Type,Original Entity Note,Original Entity Widget,Original Entity Identifier
988b0604-c205-5c86-b3c3-dab983bd8b44,tg:lhob:670,e73_OriginalBrocade,1,vb,394d7cdc-6cc6-5e9a-9662-91481df3eb97,au::9012,keywords,,"dlod={""name"":""Jef van Hoof"",""ark"":""ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1"",""uri"":""/agents/people/52274"",""id"":""au::9012"",""nameWithContext"":[""Berten Bontenakel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1
1d05b1b9-0618-5c54-8751-6479fbf3475f,tg:lhob:708,e73_OriginalBrocade,1,vb,77f80908-578d-5e22-b42e-b86ea48283df,au::10236,keywords,,"dlod={""name"":""Edward Keurvels"",""ark"":""ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df"",""uri"":""/agents/people/81495"",""id"":""au::10236"",""nameWithContext"":[""E. Duward""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,e73_OriginalBrocade,1,vb,c9344b7a-af60-5204-8829-9258d362d4e0,au::21743,keywords,,"dlod={""name"":""Yver en Broedermin"",""ark"":""ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0"",""uri"":""/agents/corporate_entities/21059"",""id"":""au::21743"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0
33a45644-c571-515d-a4cd-feeca33a7fe3,tg:lhob:718,e73_OriginalBrocade,1,kw,dd96c9d7-1bea-52cf-9eb4-f2fafb0cd708,au::18122,keywords,,"dlod={""name"":""Herman Teirlinck"",""ark"":""ark:/83110/x0/dd96c9d7-1bea-52cf-9eb4-f2fafb0cd708"",""uri"":""/agents/people/53882"",""id"":""au::18122"",""nameWithContext"":[""Hermelijn"",""Janette en Jan Overheide Nyhuis"",""Jan en Janette Nyhuis Overheide""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd96c9d7-1bea-52cf-9eb4-f2fafb0cd708
44e552c6-c31f-5bd1-99c9-0b205cec829e,tg:lhob:656,e73_OriginalBrocade,1,vb,c9344b7a-af60-5204-8829-9258d362d4e0,au::21743,keywords,,"dlod={""name"":""Yver en Broedermin"",""ark"":""ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0"",""uri"":""/agents/corporate_entities/21059"",""id"":""au::21743"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0
bf68a033-e5df-59c4-aa8d-88749ac456be,tg:lhob:646,e73_OriginalBrocade,1,vb,c9344b7a-af60-5204-8829-9258d362d4e0,au::21743,keywords,,"dlod={""name"":""Yver en Broedermin"",""ark"":""ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0"",""uri"":""/agents/corporate_entities/21059"",""id"":""au::21743"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9344b7a-af60-5204-8829-9258d362d4e0
55a3c15a-6c59-54e5-93ba-a2a4ce1453b0,tg:lhob:365,e73_OriginalBrocade,1,kw,49740e18-bd0f-52e3-b914-7396c9622603,au::360,keywords,,"dlod={""name"":""Jef Alpaerts"",""ark"":""ark:/83110/x0/49740e18-bd0f-52e3-b914-7396c9622603"",""uri"":""/agents/people/55418"",""id"":""au::360"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/49740e18-bd0f-52e3-b914-7396c9622603
f86a177c-40a0-5a3d-98e8-ee8114ddef11,tg:lhob:375,e73_OriginalBrocade,1,kw,f7748d76-75e0-5c61-b405-eef816d5cce6,au::6255,keywords,,"dlod={""name"":""Leon Elaut"",""ark"":""ark:/83110/x0/f7748d76-75e0-5c61-b405-eef816d5cce6"",""uri"":""/agents/people/79426"",""id"":""au::6255"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f7748d76-75e0-5c61-b405-eef816d5cce6
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,tg:lhob:530,e73_OriginalBrocade,1,kw,479fa7e2-9ef0-593f-b050-2f8b9154d25d,au::1349,keywords,,"dlod={""name"":""Jozef L. de Belder"",""ark"":""ark:/83110/x0/479fa7e2-9ef0-593f-b050-2f8b9154d25d"",""uri"":""/agents/people/53084"",""id"":""au::1349"",""nameWithContext"":[""L. Uytendaele""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/479fa7e2-9ef0-593f-b050-2f8b9154d25d
0468d01e-d8d4-5685-a9dd-d46c02c4cd7c,tg:lhob:530,e73_OriginalBrocade,2,vb,c526cbe4-717b-5c2c-9bfe-491f98d553c0,au::7555,keywords,,"dlod={""name"":""Maurice Gilliams"",""ark"":""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""uri"":""/agents/people/87078"",""id"":""au::7555"",""nameWithContext"":[""Floris van Merckem""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0
ce9a9e2d-3504-592d-8bed-8af9bc3c641d,tg:lhob:99,e73_OriginalBrocade,1,kw,49740e18-bd0f-52e3-b914-7396c9622603,au::360,keywords,,"dlod={""name"":""Jef Alpaerts"",""ark"":""ark:/83110/x0/49740e18-bd0f-52e3-b914-7396c9622603"",""uri"":""/agents/people/55418"",""id"":""au::360"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/49740e18-bd0f-52e3-b914-7396c9622603
bbed8364-c078-57dd-bc7b-bec9ad3be94e,tg:lhob:448,e73_OriginalBrocade,1,kw,5862bed4-ab84-5ff0-bcb2-1faf15478a2e,au::224,keywords,,"dlod={""name"":""Albert I"",""ark"":""ark:/83110/x0/5862bed4-ab84-5ff0-bcb2-1faf15478a2e"",""uri"":""/agents/people/63176"",""id"":""au::224"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5862bed4-ab84-5ff0-bcb2-1faf15478a2e
bbed8364-c078-57dd-bc7b-bec9ad3be94e,tg:lhob:448,e73_OriginalBrocade,2,kw,75502fe8-f344-5604-9495-8d3340f0888a,au::6284,keywords,,"dlod={""name"":""Koningin Elisabeth"",""ark"":""ark:/83110/x0/75502fe8-f344-5604-9495-8d3340f0888a"",""uri"":""/agents/people/72091"",""id"":""au::6284"",""nameWithContext"":[""Elisabeth in Beieren""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/75502fe8-f344-5604-9495-8d3340f0888a
5b79a7ce-de7c-572b-a13d-c2c424a166bc,tg:lhob:89,e73_OriginalBrocade,1,kw,59638b74-5696-54aa-9aff-281455e26bf0,au::19775,keywords,,"dlod={""name"":""Hugo Verriest"",""ark"":""ark:/83110/x0/59638b74-5696-54aa-9aff-281455e26bf0"",""uri"":""/agents/people/54495"",""id"":""au::19775"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/59638b74-5696-54aa-9aff-281455e26bf0
36dfc5af-f0fe-57bf-943f-4561ebc411c7,tg:lhob:520,e73_OriginalBrocade,1,kw,a0ba2368-b2db-57ce-a269-7ed06a8423fe,au::100963,keywords,,,
c66c86ef-afc6-56fb-a7ce-bf6c8c756735,tg:lhob:589,e73_OriginalBrocade,1,vb,e4bfa316-24f5-5a24-b099-92de69e3e6c8,au::16589,keywords,,"dlod={""name"":""Ger Schmook"",""ark"":""ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8"",""uri"":""/agents/people/85284"",""id"":""au::16589"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8
9dd2c8f4-51b0-502c-aad1-9454632f03ec,tg:lhob:599,e73_OriginalBrocade,1,vb,e4bfa316-24f5-5a24-b099-92de69e3e6c8,au::16589,keywords,,"dlod={""name"":""Ger Schmook"",""ark"":""ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8"",""uri"":""/agents/people/85284"",""id"":""au::16589"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e4bfa316-24f5-5a24-b099-92de69e3e6c8
9dd2c8f4-51b0-502c-aad1-9454632f03ec,tg:lhob:599,e73_OriginalBrocade,2,vb,e5c67e76-9926-5020-b1c7-c23d8049ef20,au::4732,keywords,,"dlod={""name"":""Cultuurraad voor de Nederlandse Cultuurgemeenschap"",""ark"":""ark:/83110/x0/e5c67e76-9926-5020-b1c7-c23d8049ef20"",""uri"":""/agents/corporate_entities/18823"",""id"":""au::4732"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e5c67e76-9926-5020-b1c7-c23d8049ef20
6291900d-a982-5bfc-9f05-652d64d0bf25,tg:lhob:30,e73_OriginalBrocade,1,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,"dlod={""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""uri"":""/agents/people/68347"",""id"":""au::4333"",""nameWithContext"":[""H. Geweéten""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9
b650a10d-77e2-5e0e-a2f3-7261e4aa454f,tg:lhob:787,e73_OriginalBrocade,1,kw,12ac6a87-1263-5a37-98c6-bfc8655a7c80,au::13527,keywords,,"dlod={""name"":""May Néama"",""ark"":""ark:/83110/x0/12ac6a87-1263-5a37-98c6-bfc8655a7c80"",""uri"":""/agents/people/66777"",""id"":""au::13527"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/12ac6a87-1263-5a37-98c6-bfc8655a7c80
460b6cab-88cf-5354-9af8-5d9f96c8715a,tg:lhob:42,e73_OriginalBrocade,1,kw,53b195bd-cb7a-5016-9041-34cb3c7f1ca9,au::13568,keywords,,"dlod={""name"":""De Nederlandsche Boekhandel"",""ark"":""ark:/83110/x0/53b195bd-cb7a-5016-9041-34cb3c7f1ca9"",""uri"":""/agents/corporate_entities/24819"",""id"":""au::13568"",""nameWithContext"":[""Klassieke Galerij"",""Uitgeverij Pelckmans"",""Uitgeverij Patmos"",""Helios""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/53b195bd-cb7a-5016-9041-34cb3c7f1ca9
460b6cab-88cf-5354-9af8-5d9f96c8715a,tg:lhob:42,e73_OriginalBrocade,2,kw,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,,"dlod={""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""uri"":""/agents/people/68347"",""id"":""au::4333"",""nameWithContext"":[""H. Geweéten""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9
01c0fb70-49f9-5292-93b2-3410f9adac3b,tg:lhob:493,e73_OriginalBrocade,1,vb,2e193740-f97b-50f2-87eb-817d0bb02034,au::4459,keywords,,"dlod={""name"":""August Cornelis"",""ark"":""ark:/83110/x0/2e193740-f97b-50f2-87eb-817d0bb02034"",""uri"":""/agents/people/93322"",""id"":""au::4459"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2e193740-f97b-50f2-87eb-817d0bb02034
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,e73_OriginalBrocade,1,vb,97f5e855-9134-526a-91d3-71b8088d5c68,au::16765,keywords,,"dlod={""name"":""Lode Sebregts"",""ark"":""ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68"",""uri"":""/agents/people/57152"",""id"":""au::16765"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/97f5e855-9134-526a-91d3-71b8088d5c68
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,e73_OriginalBrocade,2,vb,d2e9667a-0f59-57a1-8a6b-77bd61f9ba45,au::4623,keywords,,"dlod={""name"":""Den Crans [Aloude Schuttersgilde]"",""ark"":""ark:/83110/x0/d2e9667a-0f59-57a1-8a6b-77bd61f9ba45"",""uri"":""/agents/corporate_entities/22991"",""id"":""au::4623"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d2e9667a-0f59-57a1-8a6b-77bd61f9ba45
31847841-bb2b-54fa-940f-7afb537ec881,tg:lhob:542,e73_OriginalBrocade,1,vb,c526cbe4-717b-5c2c-9bfe-491f98d553c0,au::7555,keywords,,"dlod={""name"":""Maurice Gilliams"",""ark"":""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""uri"":""/agents/people/87078"",""id"":""au::7555"",""nameWithContext"":[""Floris van Merckem""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0
0df1342b-a227-57fc-8aa6-c679fdac8fe8,tg:lhob:307,e73_OriginalBrocade,1,kw,18797840-5c11-53e1-b30a-823ba91d8eb0,au::4826,keywords,,"dlod={""name"":""Albert Daenens"",""ark"":""ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0"",""uri"":""/agents/people/49136"",""id"":""au::4826"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/18797840-5c11-53e1-b30a-823ba91d8eb0
87c30b91-7890-5972-b6d8-f02fa26d6616,tg:lhob:317,e73_OriginalBrocade,1,kw,2d38b0dd-4c5a-50df-a5a7-abee6e7e330f,au::8604,keywords,,"dlod={""name"":""Jos Hendrickx"",""ark"":""ark:/83110/x0/2d38b0dd-4c5a-50df-a5a7-abee6e7e330f"",""uri"":""/agents/people/72656"",""id"":""au::8604"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/2d38b0dd-4c5a-50df-a5a7-abee6e7e330f
5bd293ed-da1d-5499-8d86-8b806b69cea3,tg:lhob:109,e73_OriginalBrocade,1,kw,c526cbe4-717b-5c2c-9bfe-491f98d553c0,au::7555,keywords,,"dlod={""name"":""Maurice Gilliams"",""ark"":""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""uri"":""/agents/people/87078"",""id"":""au::7555"",""nameWithContext"":[""Floris van Merckem""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0
8b1a0c93-bdba-53a3-b4ae-adc49bafdae1,tg:lhob:634,e73_OriginalBrocade,1,vb,c692547a-c0eb-566e-8ac1-454d9ba87200,au::10500,keywords,,"dlod={""name"":""Koninklijke Kring der Westvlamingen"",""ark"":""ark:/83110/x0/c692547a-c0eb-566e-8ac1-454d9ba87200"",""uri"":""/agents/corporate_entities/26299"",""id"":""au::10500"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c692547a-c0eb-566e-8ac1-454d9ba87200
6326e099-7e01-51a2-b231-624f1d2815b7,tg:lhob:624,e73_OriginalBrocade,1,kw,c692547a-c0eb-566e-8ac1-454d9ba87200,au::10500,keywords,,"dlod={""name"":""Koninklijke Kring der Westvlamingen"",""ark"":""ark:/83110/x0/c692547a-c0eb-566e-8ac1-454d9ba87200"",""uri"":""/agents/corporate_entities/26299"",""id"":""au::10500"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c692547a-c0eb-566e-8ac1-454d9ba87200
4a8f8f16-cfdf-5c58-9732-35cb89d2cd73,tg:lhob:222,e73_OriginalBrocade,1,kw,68b822fd-f7fc-5a08-ad69-16ec7f8deb89,au::12318,keywords,,"dlod={""name"":""Frans Masereel"",""ark"":""ark:/83110/x0/68b822fd-f7fc-5a08-ad69-16ec7f8deb89"",""uri"":""/agents/people/88725"",""id"":""au::12318"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/68b822fd-f7fc-5a08-ad69-16ec7f8deb89
99971970-cd59-5bea-9018-9da7addd5df3,tg:lhob:669,e73_OriginalBrocade,1,vb,59f6c22b-52f3-5344-9ac7-086fb8ee0983,au::9280,keywords,,"dlod={""name"":""Frans Huygelen"",""ark"":""ark:/83110/x0/59f6c22b-52f3-5344-9ac7-086fb8ee0983"",""uri"":""/agents/people/71495"",""id"":""au::9280"",""nameWithContext"":[""F. Hendrik""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/59f6c22b-52f3-5344-9ac7-086fb8ee0983
5b75ffcb-57f1-5a2f-b136-caaaa207e972,tg:lhob:711,e73_OriginalBrocade,1,kw,256e57f3-31fe-5166-a502-4a35cd8ad1f4,au::2931,keywords,,"dlod={""name"":""Diane Broeckhoven"",""ark"":""ark:/83110/x0/256e57f3-31fe-5166-a502-4a35cd8ad1f4"",""uri"":""/agents/people/79809"",""id"":""au::2931"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/256e57f3-31fe-5166-a502-4a35cd8ad1f4
d5ba803a-54ed-50e6-8a44-fe5116b72023,tg:lhob:679,e73_OriginalBrocade,1,vb,4a9dc8a4-bf19-50ef-b379-834601f0b9ef,au::11190,keywords,,"dlod={""name"":""Cor Ria Leeman"",""ark"":""ark:/83110/x0/4a9dc8a4-bf19-50ef-b379-834601f0b9ef"",""uri"":""/agents/people/84781"",""id"":""au::11190"",""nameWithContext"":[""Corneel Alfons van Kuyck"",""Erico Laerman""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4a9dc8a4-bf19-50ef-b379-834601f0b9ef
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,e73_OriginalBrocade,1,vb,77f80908-578d-5e22-b42e-b86ea48283df,au::10236,keywords,,"dlod={""name"":""Edward Keurvels"",""ark"":""ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df"",""uri"":""/agents/people/81495"",""id"":""au::10236"",""nameWithContext"":[""E. Duward""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/77f80908-578d-5e22-b42e-b86ea48283df
ec6aaa93-f55d-56e6-99a5-64728549e008,tg:lhob:144,e73_OriginalBrocade,1,kw,c526cbe4-717b-5c2c-9bfe-491f98d553c0,au::7555,keywords,,"dlod={""name"":""Maurice Gilliams"",""ark"":""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""uri"":""/agents/people/87078"",""id"":""au::7555"",""nameWithContext"":[""Floris van Merckem""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0
a82c1619-d126-5182-9c07-72a2be25ae0e,tg:lhob:126,e73_OriginalBrocade,1,kw,c526cbe4-717b-5c2c-9bfe-491f98d553c0,au::7555,keywords,,"dlod={""name"":""Maurice Gilliams"",""ark"":""ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0"",""uri"":""/agents/people/87078"",""id"":""au::7555"",""nameWithContext"":[""Floris van Merckem""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c526cbe4-717b-5c2c-9bfe-491f98d553c0
0b9ba119-2a3b-515d-bcf0-dbf2af49d480,tg:lhob:136,e73_OriginalBrocade,1,kw,111d3bc3-dae8-58d9-a41c-4ddf554f82a6,au::15393,keywords,,"dlod={""name"":""Fred Raedemaekers"",""ark"":""ark:/83110/x0/111d3bc3-dae8-58d9-a41c-4ddf554f82a6"",""uri"":""/agents/people/83447"",""id"":""au::15393"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/111d3bc3-dae8-58d9-a41c-4ddf554f82a6
15bb6d7d-57e4-53a9-bf04-b93e809ba0d4,tg:lhob:773,e73_OriginalBrocade,1,kw,5971d8b9-3dff-5bd3-b124-ee648c7775ec,au::14102,keywords,,"dlod={""name"":""Gabriël Opdebeek"",""ark"":""ark:/83110/x0/5971d8b9-3dff-5bd3-b124-ee648c7775ec"",""uri"":""/agents/people/75217"",""id"":""au::14102"",""nameWithContext"":[""Angellus"",""Gabriël den Belg"",""Florescio"",""Livius"",""Titinius"",""Gabriële Violanti"",""Geo de la Violette""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5971d8b9-3dff-5bd3-b124-ee648c7775ec
19600697-f95a-5b14-96c8-9790701ce3b8,tg:lhob:763,e73_OriginalBrocade,1,vb,a586614e-78ad-5f52-88a5-3a31b214b403,au::7522,keywords,,"dlod={""name"":""Blanka Gyselen"",""ark"":""ark:/83110/x0/a586614e-78ad-5f52-88a5-3a31b214b403"",""uri"":""/agents/people/59726"",""id"":""au::7522"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a586614e-78ad-5f52-88a5-3a31b214b403
f88b49eb-3644-548a-8ad2-57f9deb7b1c1,tg:lhob:415,e73_OriginalBrocade,1,vb,96b4e14d-110b-560e-b4a8-baa39d4a43e2,au::10469,keywords,,"dlod={""name"":""Koninklijk Museum voor Schone Kunsten [Antwerpen]"",""ark"":""ark:/83110/x0/96b4e14d-110b-560e-b4a8-baa39d4a43e2"",""uri"":""/agents/corporate_entities/23059"",""id"":""au::10469"",""nameWithContext"":[""KMSKA""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/96b4e14d-110b-560e-b4a8-baa39d4a43e2
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,tg:lhob:338,e73_OriginalBrocade,1,kw,c9100840-f802-5909-b051-7ccef02d4533,au::9614,keywords,,"dlod={""name"":""Charel Janssens"",""ark"":""ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533"",""uri"":""/agents/people/55529"",""id"":""au::9614"",""nameWithContext"":[""Charles Janssens""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,tg:lhob:338,e73_OriginalBrocade,2,kw,6ea8a650-3e61-5d6b-8606-4437d7d11932,au::9643,keywords,,"dlod={""name"":""Piet Janssens"",""ark"":""ark:/83110/x0/6ea8a650-3e61-5d6b-8606-4437d7d11932"",""uri"":""/agents/people/81555"",""id"":""au::9643"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6ea8a650-3e61-5d6b-8606-4437d7d11932
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,e73_OriginalBrocade,1,kw,e61ca404-75cd-5a72-8fba-f0196619183c,au::21615,keywords,,"dlod={""name"":""Walter Keersmans"",""ark"":""ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c"",""uri"":""/agents/people/75754"",""id"":""au::21615"",""nameWithContext"":[""Karel van de Woestijne"",""Peter van Becelaere"",""Erik Monck"",""Beaat Utenhove""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e61ca404-75cd-5a72-8fba-f0196619183c
c7609d4e-70de-55ef-bd48-bf2988c00bc3,tg:lhob:328,e73_OriginalBrocade,1,kw,c573126b-ea85-548d-a767-1421dc9193de,au::15490,keywords,,"dlod={""name"":""Irène Raymakers"",""ark"":""ark:/83110/x0/c573126b-ea85-548d-a767-1421dc9193de"",""uri"":""/agents/people/50962"",""id"":""au::15490"",""nameWithContext"":[""M. Boyens""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c573126b-ea85-548d-a767-1421dc9193de
be4cb44a-ab21-5294-8c63-869c43a7b22f,tg:lhob:250,e73_OriginalBrocade,1,kw,3e70daae-f48d-5f0e-8efe-e9138cab08f3,au::19226,keywords,,"dlod={""name"":""Jan Verbeeck"",""ark"":""ark:/83110/x0/3e70daae-f48d-5f0e-8efe-e9138cab08f3"",""uri"":""/agents/people/56670"",""id"":""au::19226"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3e70daae-f48d-5f0e-8efe-e9138cab08f3
f09473bb-edce-5537-9304-fcefa20bb684,tg:lhob:381,e73_OriginalBrocade,1,kw,c9100840-f802-5909-b051-7ccef02d4533,au::9614,keywords,,"dlod={""name"":""Charel Janssens"",""ark"":""ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533"",""uri"":""/agents/people/55529"",""id"":""au::9614"",""nameWithContext"":[""Charles Janssens""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533
ac3e0496-793d-5528-868a-a613328cbb05,tg:lhob:391,e73_OriginalBrocade,1,kw,c9100840-f802-5909-b051-7ccef02d4533,au::9614,keywords,,"dlod={""name"":""Charel Janssens"",""ark"":""ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533"",""uri"":""/agents/people/55529"",""id"":""au::9614"",""nameWithContext"":[""Charles Janssens""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c9100840-f802-5909-b051-7ccef02d4533
7530c604-63a8-5db3-8079-4f9695b04ec4,tg:lhob:92,e73_OriginalBrocade,1,kw,e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f,au::8849,keywords,,"dlod={""name"":""Emanuel Hiel"",""ark"":""ark:/83110/x0/e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f"",""uri"":""/agents/people/70227"",""id"":""au::8849"",""nameWithContext"":[""G. Hendrikssone""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e9b2f920-aa5a-5bd1-abfa-8f35a1a8d17f
ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,tg:lhob:443,e73_OriginalBrocade,1,kw,75502fe8-f344-5604-9495-8d3340f0888a,au::6284,keywords,,"dlod={""name"":""Koningin Elisabeth"",""ark"":""ark:/83110/x0/75502fe8-f344-5604-9495-8d3340f0888a"",""uri"":""/agents/people/72091"",""id"":""au::6284"",""nameWithContext"":[""Elisabeth in Beieren""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/75502fe8-f344-5604-9495-8d3340f0888a
ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,tg:lhob:443,e73_OriginalBrocade,2,vb,49740e18-bd0f-52e3-b914-7396c9622603,au::360,keywords,,"dlod={""name"":""Jef Alpaerts"",""ark"":""ark:/83110/x0/49740e18-bd0f-52e3-b914-7396c9622603"",""uri"":""/agents/people/55418"",""id"":""au::360"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/49740e18-bd0f-52e3-b914-7396c9622603
