ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,Image URL,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation
39dc7318-2b09-5a7a-9b96-6be399d98963,tg:mmbdc:107_#1,e22_ProductionActors,1,,,,,,,,,,"Bauweraerts-Van Den Muyzenberg, Jan",subjects (content of works),"No au_code for onderwerp, Bauweraerts-Van Den Muyzenberg, Jan",,,,,,,,,,,,,,,,
3bb41ecf-4b77-5b58-ba1d-857b2294033f,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:109_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3bb41ecf-4b77-5b58-ba1d-857b2294033f,Doos A.XII,,postcards,record identifiers,tg:mmbdc:109_#1,,,
3bb41ecf-4b77-5b58-ba1d-857b2294033f,tg:mmbdc:109_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bb41ecf-4b77-5b58-ba1d-857b2294033f,tg:mmbdc:109_#1,e22_Archives,1,,,MMB.A.I.C.1,,,,,,,,,,,,,,,,,,,,,,,,,
3bb41ecf-4b77-5b58-ba1d-857b2294033f,,e22_Dimensions,,,,,,58 x 95 mm,58,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
3bb41ecf-4b77-5b58-ba1d-857b2294033f,,e22_Dimensions,,,,,,58 x 95 mm,95,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
3bb41ecf-4b77-5b58-ba1d-857b2294033f,tg:mmbdc:109_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/l25QbLEecCQcMNUVQrXyUA6U,,,,,,,,,,,,
3bb41ecf-4b77-5b58-ba1d-857b2294033f,tg:mmbdc:109_#1,e22_ProductionActors,1,,,,,,,,,au::13948:1,"Offel, Edmond van",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1492436"",""au::13948"",""au::13948:1"",""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""Edmond van Offel""],""name"":""Edmond van Offel"",""ark"":""ark:/83110/x0/7b2e75b2-d5fd-5e1a-8389-2558e3bbd0dc"",""uri"":""/agents/people/1492436"",""id"":""au::13948:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
3cae6da1-00c8-5157-958c-bed21e032939,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:148_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3cae6da1-00c8-5157-958c-bed21e032939,Doos A.XVIII,,files (document groupings),record identifiers,tg:mmbdc:148_#1,remarks,Nederlands,MMB.0031
3cae6da1-00c8-5157-958c-bed21e032939,tg:mmbdc:148_#1,e22_Archives,1,,,MMB.A.I.B.4.a,,,,,,,,,,,,,,,,,,,,,,,,,
3cae6da1-00c8-5157-958c-bed21e032939,,e22_Dimensions,,,,,,214 x 343 mm,214,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
3cae6da1-00c8-5157-958c-bed21e032939,,e22_Dimensions,,,,,,214 x 343 mm,343,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
3cae6da1-00c8-5157-958c-bed21e032939,tg:mmbdc:148_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/n1dPYESdeGnVsRAsLLCwxj1R,,,,,,,,,,,,
3cae6da1-00c8-5157-958c-bed21e032939,tg:mmbdc:148_#1,e22_ProductionActors,1,,,,,,,,,au::5179:1,"Delbeke, August",authors,,"dlod={""suggest"":[""/agents/people/554153"",""au::5179"",""au::5179:1"",""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""August Delbeke""],""name"":""August Delbeke"",""ark"":""ark:/83110/x0/0247daf1-3723-5112-b386-c97178556126"",""uri"":""/agents/people/554153"",""id"":""au::5179:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
3cae6da1-00c8-5157-958c-bed21e032939,tg:mmbdc:148_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,
3da1ad01-5e06-55f2-ad24-7f20c2639d45,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:161_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3da1ad01-5e06-55f2-ad24-7f20c2639d45,"groot depot, kast 14",,files (document groupings),record identifiers,tg:mmbdc:161_#1,remarks,Nederlands,136 beschreven bladzijden. Overgeschreven door Henriëtte Mayer van den Bergh
3da1ad01-5e06-55f2-ad24-7f20c2639d45,tg:mmbdc:161_#1,e22_Archives,1,,,MMB.A.I.A.4.b,,,,,,,,,,,,,,,,,,,,,,,,,
3da1ad01-5e06-55f2-ad24-7f20c2639d45,,e22_Dimensions,,,,,,223 x 186 mm,223,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
3da1ad01-5e06-55f2-ad24-7f20c2639d45,,e22_Dimensions,,,,,,223 x 186 mm,186,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
3da1ad01-5e06-55f2-ad24-7f20c2639d45,tg:mmbdc:161_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/t1VjNlQ5PELNfaZfNL3T8wbP,,,,,,,,,,,,
3da1ad01-5e06-55f2-ad24-7f20c2639d45,tg:mmbdc:161_#1,e22_ProductionActors,1,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
4061ffc7-e7f6-56f4-9831-a00c3db2e494,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:28_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4061ffc7-e7f6-56f4-9831-a00c3db2e494,Doos A.IX,,postcards,record identifiers,tg:mmbdc:28_#1,,,
4061ffc7-e7f6-56f4-9831-a00c3db2e494,tg:mmbdc:28_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
4061ffc7-e7f6-56f4-9831-a00c3db2e494,,e22_Dimensions,,,,,,59 x 92 mm,59,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
4061ffc7-e7f6-56f4-9831-a00c3db2e494,,e22_Dimensions,,,,,,59 x 92 mm,92,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
4061ffc7-e7f6-56f4-9831-a00c3db2e494,tg:mmbdc:28_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/z2BCGhiWjYBZONPGIkNyBTOm,,,,,,,,,,,,
4061ffc7-e7f6-56f4-9831-a00c3db2e494,tg:mmbdc:28_#1,e22_ProductionActors,1,,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",subjects (content of works),"No match for au::115207, subjects (content of works), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:97_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/40826350-1b02-5180-ac0b-493757181ae6,Doos A.XI,,files (document groupings),record identifiers,tg:mmbdc:97_#1,,,
40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,e22_Archives,1,,,MMB.A.I.D.2.a,,,,,,,,,,,,,,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,,e22_Dimensions,,,,,,277 x 219 mm,277,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,,e22_Dimensions,,,,,,277 x 219 mm,219,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/LOfVhUgquNVOZSFbTdpp37WH,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,e22_ProductionActors,1,,,,,,,,,au::115285:1,"Hertoghe, Eugène",authors,"No match for au::115285, authors, Hertoghe, Eugène",,,,,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,e22_ProductionActors,2,,,,,,,,,au::115284:1,"Verelst, Willem",dedicatees,"No match for au::115284, dedicatees, Verelst, Willem",,,,,,,,,,,,,,,,
40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1916-05-09,1916-05-18,,,,,,,,,,,,,
428d08bf-1d96-5650-9ff9-ce35c44d19ec,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:29_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/428d08bf-1d96-5650-9ff9-ce35c44d19ec,Doos A.IX,,postcards,record identifiers,tg:mmbdc:29_#1,remarks,Nederlands,2 stuks
428d08bf-1d96-5650-9ff9-ce35c44d19ec,tg:mmbdc:29_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
428d08bf-1d96-5650-9ff9-ce35c44d19ec,,e22_Dimensions,,,,,,38 x 77 mm,38,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
428d08bf-1d96-5650-9ff9-ce35c44d19ec,,e22_Dimensions,,,,,,38 x 77 mm,77,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
428d08bf-1d96-5650-9ff9-ce35c44d19ec,tg:mmbdc:29_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/K2VkPbcvYjTKmn2pUKGEXjdS,,,,,,,,,,,,
428d08bf-1d96-5650-9ff9-ce35c44d19ec,tg:mmbdc:29_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:77_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,Doos A.XI,,financial records,record identifiers,tg:mmbdc:77_#1,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,,e22_Dimensions,,,,,,273 x 212 mm,273,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,,e22_Dimensions,,,,,,273 x 212 mm,212,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/Z2dglUacUslzR9VfRo3UMuEK,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_ProductionActors,1,,,,,,,,,au::44481:1,Bellemans Frères,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4759467"",""au::44481"",""au::44481:1"",""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""Bellemans Fr√®res""],""name"":""Bellemans Fr√®res"",""ark"":""ark:/83110/x0/bb88b100-c896-546f-b7ec-cab078e98d23"",""uri"":""/agents/corporate_entities/4759467"",""id"":""au::44481:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
42d794a4-c4ab-5e7a-8e5d-7cc432c639b7,tg:mmbdc:77_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1911-12-31,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:8_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/43041bc9-a42e-59b2-9bca-dbabb16059b9,Doos A.IX,,obituaries,record identifiers,tg:mmbdc:8_#1,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Acquisitions,1,geschonken door baron de Meester de Ravesteyn tijdens de Algemene Vergadering Raad van Regenten op 23/02/1981,,,,,,,,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,,e22_Dimensions,,,,,,271 x 208 mm,271,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,,e22_Dimensions,,,,,,271 x 208 mm,208,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/n2k6Pk6tsdeBmFPAXwXerTWw,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_ProductionActors,1,,,,,,,,,au::115208:1,"Mayer, Emil",subjects (content of works),"No match for au::115208, subjects (content of works), Mayer, Emil",,,,,,,,,,,,,,,,
43041bc9-a42e-59b2-9bca-dbabb16059b9,tg:mmbdc:8_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1879-11-16,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:120_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4390c3da-4d2f-5dd2-9011-cb27126b8ed7,Doos A.XII,,files (document groupings),record identifiers,tg:mmbdc:120_#1,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_Archives,1,,,MMB.A.I.B.1,,,,,,,,,,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,e22_Dimensions,,,,,,125 x 75 mm,125,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,,e22_Dimensions,,,,,,125 x 75 mm,75,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
4390c3da-4d2f-5dd2-9011-cb27126b8ed7,tg:mmbdc:120_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/T1QNpHMTbcOfePTrmdgk3uNL,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:72_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/453127f6-9b63-5d18-8c75-088d79912275,Doos A.XI,,financial records,record identifiers,tg:mmbdc:72_#1,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,e22_Dimensions,,,,,,264 x 171 mm,264,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,,e22_Dimensions,,,,,,264 x 171 mm,171,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/l1XTfMCcWZYSlWwiJr1rTXd4,,,,,,,,,,,,
453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-10-07,1905-04-08,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:69_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/46e853d2-29f4-57b5-b107-bff761144d70,Doos A.XI,,financial records,record identifiers,tg:mmbdc:69_#1,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Archives,1,,,MMB.A.I.D.2.b,,,,,,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,e22_Dimensions,,,,,,280 x 217 mm,280,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,,e22_Dimensions,,,,,,280 x 217 mm,217,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/ZYUKDYtjVOiVCccZPpBGWCfs,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_ProductionActors,1,,,,,,,,,au::44350:1,Gebr. Dieltjens,authors,,"dlod={""suggest"":[""/agents/corporate_entities/4745450"",""au::44350"",""au::44350:1"",""ark:/83110/x0/95706e82-4737-5a63-8989-1211aa160549"",""Gebr. Dieltjens""],""name"":""Gebr. Dieltjens"",""ark"":""ark:/83110/x0/95706e82-4737-5a63-8989-1211aa160549"",""uri"":""/agents/corporate_entities/4745450"",""id"":""au::44350:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
46e853d2-29f4-57b5-b107-bff761144d70,tg:mmbdc:69_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1904-12-31,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:34_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/47fcbe5a-26ca-5418-9835-57335a86221f,Doos A.IX,,obituaries,record identifiers,tg:mmbdc:34_#1,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,e22_Dimensions,,,,,,108 x 66 mm,108,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,,e22_Dimensions,,,,,,108 x 66 mm,66,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/U2TIJJQJKYYXVpiAW9VsuJRS,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1901-05-04,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:57_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4bc1f677-5dfb-5303-b2f5-cbffeb84c530,Doos A.X,,clippings (information artifacts),record identifiers,tg:mmbdc:57_#1,remarks,Nederlands,uit de Gazet van Antwerpen
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Archives,1,,,MMB.A.I.D.2.a,,,,,,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,e22_Dimensions,,,,,,45 x 83 mm,45,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,,e22_Dimensions,,,,,,45 x 83 mm,83,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/n1faQkoHWYPCKewWLvh4cfJp,,,,,,,,,,,,
4bc1f677-5dfb-5303-b2f5-cbffeb84c530,tg:mmbdc:57_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1906-07-30,1906-07-31,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:111_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,Doos A.XII,,files (document groupings),record identifiers,tg:mmbdc:111_#1,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,e22_Dimensions,,,,,,116 x 74 mm,116,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,,e22_Dimensions,,,,,,116 x 74 mm,74,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
4ce7b34b-d496-5ab6-b14d-b8dc7b1585c3,tg:mmbdc:111_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/s1W8FhHLVFDIfoaqmcHQRhs4,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:31_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4dcc783d-aa40-5a6b-bb15-47e95e268bd8,Doos A.IX,,financial records,record identifiers,tg:mmbdc:31_#1,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_Archives,1,,,MMB.A.I.E.4,,,,,,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,e22_Dimensions,,,,,,105 x 112 mm,105,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,,e22_Dimensions,,,,,,105 x 112 mm,112,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/u1GEwhJWQ6ClzVVGi2yi7KkK,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_ProductionActors,1,,,,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",subjects (content of works),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_ProductionActors,2,,,,,,,,,,"Taymann, Florent",signers,"No au_code for Gesigneerd door, Taymann, Florent",,,,,,,,,,,,,,,,
4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1899-06-27,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,AA,0,,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbdc:27_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/4f4bbd32-3cde-5475-b224-db3677001acc,Doos A.IX,,obituaries,record identifiers,tg:mmbdc:27_#1,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_Archives,1,,,MMB.A.I.E.3,,,,,,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,e22_Dimensions,,,,,,104 x 69 mm,104,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,,e22_Dimensions,,,,,,104 x 69 mm,69,breedte,millimeters,,,,,,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_Images,1,,,,,,,,,,,,,,,,https://dams.antwerpen.be/asset/t2YdSKHLWnpGRYJXjBD0jQpe,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_ProductionActors,1,,,,,,,,,au::115220:1,"Bergh, Constantin van den",subjects (content of works),"No match for au::115220, subjects (content of works), Bergh, Constantin van den",,,,,,,,,,,,,,,,
4f4bbd32-3cde-5475-b224-db3677001acc,tg:mmbdc:27_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,,1894-01-07,,,,,,,,,,,,,,
