ResourceID,card,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,source_field,Language,ResourceID_mat,mmb_id,mmb_id_mat,order,Material Records,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Description Type,Description Language,Description,Record Type
15227f51-0662-5d7c-bbd6-4efcc76d91d7,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/15227f51-0662-5d7c-bbd6-4efcc76d91d7,object identifier,tg:mmbbr:444,record identifiers,MMB.A.0444,descriptive note,Nederlands,de aankoop en verzending van de cataloog van de Hope-Collection,Brieven
15227f51-0662-5d7c-bbd6-4efcc76d91d7,e73_Languages,,,,,taal 1,English (language),,,,,,,,,,,,,,
15227f51-0662-5d7c-bbd6-4efcc76d91d7,e73_MaterialRecords,,,,,,,fce3c71b-3986-5cb1-9d13-57fd15c3dd5b,tg:mmbbr:444,tg:mmbbr:444_#1,1,"[{""resourceId"": ""fce3c71b-3986-5cb1-9d13-57fd15c3dd5b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d3da2fb3-d2a5-4446-abbc-1acc25bf7fad"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
1527d15c-9a61-5ea8-bc46-44af570e4aa2,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/1527d15c-9a61-5ea8-bc46-44af570e4aa2,object identifier,tg:mmbbr:503,record identifiers,MMB.A.0503,descriptive note,Nederlands,"het verslag van de veiling en bespreking van de voor Fritz aangekochte schilderijen, een Bles [Landschap met Christus en de Emmausgangers] en een Bruegel [Pieter Bruegel I, Dulle Griet]",Brieven
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_Languages,https://dams.antwerpen.be,/asset/xd9OfdSnl7vaWSQKelXCVCHk,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_Languages,https://dams.antwerpen.be,/asset/FdNRNJWozaeGZVftT6ldrAf8,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_Languages,,,,,taal 1,German (language),,,,,,,,,,,,,,
1527d15c-9a61-5ea8-bc46-44af570e4aa2,e73_MaterialRecords,,,,,,,9a48b977-036b-5ccb-a81c-487447882b03,tg:mmbbr:503,tg:mmbbr:503_#1,1,"[{""resourceId"": ""9a48b977-036b-5ccb-a81c-487447882b03"", ""ontologyProperty"": """", ""resourceXresourceId"": ""98590369-7c28-4ef7-9bcf-f7f135ebefc9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
152b594b-141e-5bf6-a7be-0b4cbaace5e2,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/152b594b-141e-5bf6-a7be-0b4cbaace5e2,object identifier,tg:mmbbr:1678,record identifiers,MMB.A.1678,descriptive note,Nederlands,Bedankbrief betreffende de ontvangst van de Rhijnsche Legenden ,Brieven
152b594b-141e-5bf6-a7be-0b4cbaace5e2,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
152b594b-141e-5bf6-a7be-0b4cbaace5e2,e73_MaterialRecords,,,,,,,f719cfac-4e27-584b-bede-b53ee19d5916,tg:mmbbr:1678,tg:mmbbr:1678_#1,1,"[{""resourceId"": ""f719cfac-4e27-584b-bede-b53ee19d5916"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e9960bf0-7a68-4d67-8350-f24118f59663"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
152d7275-0078-55ca-a463-4b0c428bc9e7,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/152d7275-0078-55ca-a463-4b0c428bc9e7,object identifier,tg:mmbbr:202,record identifiers,MMB.A.0202,descriptive note,Nederlands,de aankoop van carrilon pendule op een openbare veiling,Brieven
152d7275-0078-55ca-a463-4b0c428bc9e7,e73_Languages,,,,,taal 1,Dutch (language),,,,,,,,,,,,,,
152d7275-0078-55ca-a463-4b0c428bc9e7,e73_MaterialRecords,,,,,,,ac054406-b11b-5078-a0d5-ffc17ea44afc,tg:mmbbr:202,tg:mmbbr:202_#1,1,"[{""resourceId"": ""ac054406-b11b-5078-a0d5-ffc17ea44afc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""45903572-d915-48d0-ab5c-d6db59c3c8e5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
1535a509-12e1-5b8b-87f0-0fed2d280c4f,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/1535a509-12e1-5b8b-87f0-0fed2d280c4f,object identifier,tg:mmbbr:1931,record identifiers,MMB.A.1931,descriptive note,Nederlands,Bedankkaart betreffende de uitnodiging bij de opening van het museum en bevestiging van aanwezigheid,Brieven
1535a509-12e1-5b8b-87f0-0fed2d280c4f,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
1535a509-12e1-5b8b-87f0-0fed2d280c4f,e73_MaterialRecords,,,,,,,4976c56a-157a-5ba2-b182-0dc58fd9a7a3,tg:mmbbr:1931,tg:mmbbr:1931_#1,1,"[{""resourceId"": ""4976c56a-157a-5ba2-b182-0dc58fd9a7a3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0b189567-e16f-4eba-952d-9bc5498940ea"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,object identifier,tg:mmbbr:1043,record identifiers,MMB.A.1043,descriptive note,Nederlands,"inlichtingen over zes engelenbeelden die Fritz kocht, een lot sculpturen dat Fritz wil verkopen en een mogelijke publicatie van de engelenbeelden en een gerestaureerde Van der Weyden uit Fritz' collectie [Meester van het Verlossingsaltaar van het Prado, Bewening van Christus], in de 'Revue de l'art chrétien'",Brieven
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,https://dams.antwerpen.be,/asset/J28X5hrLFf4jflRqeNBZJj1S,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,https://dams.antwerpen.be,/asset/N2EUgewJZScMQPWVPHcGWhzj,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,https://dams.antwerpen.be,/asset/V2DZCgbWvmIPGrf2UMjqLu7L,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,https://dams.antwerpen.be,/asset/A3TIXuLReWGD6HWQV4kZLiZI,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,https://dams.antwerpen.be,/asset/S1PaYeZ59SRaPG9bgdilK0ZB,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,https://dams.antwerpen.be,/asset/L2dGZg2KVrOeoPNnTT5f6JxI,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,https://dams.antwerpen.be,/asset/S9qUcDVzw9UXjYthNnfjnOvF,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
1541c6fb-b7e1-5d36-8b06-7dfd030b07a0,e73_MaterialRecords,,,,,,,9ce48154-f6d6-5325-8df5-15538afe7e49,tg:mmbbr:1043,tg:mmbbr:1043_#1,1,"[{""resourceId"": ""9ce48154-f6d6-5325-8df5-15538afe7e49"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4d7e4b9c-8d76-44e5-a9dd-723cfdda2a64"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
154a09c0-de4f-594a-998a-474f9c6d501f,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/154a09c0-de4f-594a-998a-474f9c6d501f,object identifier,tg:mmbbr:616,record identifiers,MMB.A.0616,descriptive note,Nederlands,de levering van hooi en het Sint-Barbarabeeld en de onderhandelingen over een schilderij,Brieven
154a09c0-de4f-594a-998a-474f9c6d501f,e73_Languages,,,,,taal 1,Dutch (language),,,,,,,,,,,,,,
154a09c0-de4f-594a-998a-474f9c6d501f,e73_MaterialRecords,,,,,,,db77d154-3fa9-5e67-b68f-7e3fc67d3d8e,tg:mmbbr:616,tg:mmbbr:616_#1,1,"[{""resourceId"": ""db77d154-3fa9-5e67-b68f-7e3fc67d3d8e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""618adb71-4b49-4e98-815c-c2c5d168fa21"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
1565728e-4609-53d1-807a-2ed9a6c04856,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/1565728e-4609-53d1-807a-2ed9a6c04856,object identifier,tg:mmbbr:2313,record identifiers,MMB.A.2313,descriptive note,Nederlands,Bedanking voor de catalogus,Brieven
1565728e-4609-53d1-807a-2ed9a6c04856,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
1565728e-4609-53d1-807a-2ed9a6c04856,e73_MaterialRecords,,,,,,,095f48bd-7c39-5a20-bb5b-f8a174ca875d,tg:mmbbr:2313,tg:mmbbr:2313_#1,1,"[{""resourceId"": ""095f48bd-7c39-5a20-bb5b-f8a174ca875d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3a16126c-eacb-4d64-b3d6-39409c6ea5dd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
156d341e-1c42-54fa-912d-f1782bf6e48a,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/156d341e-1c42-54fa-912d-f1782bf6e48a,object identifier,tg:mmbbr:1399,record identifiers,MMB.A.1399,descriptive note,Nederlands,In verband met de Sint Henricusstischting en verschillende brieven die Henriëtte geschreven heeft,Brieven
156d341e-1c42-54fa-912d-f1782bf6e48a,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
156d341e-1c42-54fa-912d-f1782bf6e48a,e73_MaterialRecords,,,,,,,779a93e0-cdae-5a56-94c4-f1b3d7b737b8,tg:mmbbr:1399,tg:mmbbr:1399_#1,1,"[{""resourceId"": ""779a93e0-cdae-5a56-94c4-f1b3d7b737b8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5abfbb0b-f5ea-42c3-aa5e-7abc7edf8b00"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
156f66a8-9afe-5fa6-b0a3-65b460b0f30f,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/156f66a8-9afe-5fa6-b0a3-65b460b0f30f,object identifier,tg:mmbbr:141,record identifiers,MMB.A.0141,descriptive note,Nederlands,de verzending van aardewerk en de mogelijke douanetaks,Brieven
156f66a8-9afe-5fa6-b0a3-65b460b0f30f,e73_Languages,,,,,taal 1,Italian (language),,,,,,,,,,,,,,
156f66a8-9afe-5fa6-b0a3-65b460b0f30f,e73_MaterialRecords,,,,,,,db8d0703-4b37-5458-b13a-71d65b661842,tg:mmbbr:141,tg:mmbbr:141_#1,1,"[{""resourceId"": ""db8d0703-4b37-5458-b13a-71d65b661842"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0957156f-7f71-486c-b957-bb2937a9c1a7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
157fadb8-5199-52f2-aa7d-d2cd5bbd0ef2,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/157fadb8-5199-52f2-aa7d-d2cd5bbd0ef2,object identifier,tg:mmbbr:1860,record identifiers,MMB.A.1860,descriptive note,Nederlands,Bedankkaart betreffende de uitnodiging bij de opening van het museum en bevestiging van aanwezigheid,Brieven
157fadb8-5199-52f2-aa7d-d2cd5bbd0ef2,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
157fadb8-5199-52f2-aa7d-d2cd5bbd0ef2,e73_MaterialRecords,,,,,,,086d6ff9-36a3-5369-9668-5f3584f9abe3,tg:mmbbr:1860,tg:mmbbr:1860_#1,1,"[{""resourceId"": ""086d6ff9-36a3-5369-9668-5f3584f9abe3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""245ddc96-a504-4bbe-932d-d466499487b7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
15924d58-8511-5829-9520-f102850466aa,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/15924d58-8511-5829-9520-f102850466aa,object identifier,tg:mmbbr:719,record identifiers,MMB.A.0719,descriptive note,Nederlands,"de verzending van een waaier met etui, twee koperen plaquetten en een kader, de verkoop van een zilveren kelk en de vraag naar een goede zaal om zijn schilderijen in Brussel te veilen",Brieven
15924d58-8511-5829-9520-f102850466aa,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
15924d58-8511-5829-9520-f102850466aa,e73_MaterialRecords,,,,,,,17deefd3-056a-5fa9-b1aa-dc2689bcd5cf,tg:mmbbr:719,tg:mmbbr:719_#1,1,"[{""resourceId"": ""17deefd3-056a-5fa9-b1aa-dc2689bcd5cf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bcc412b0-e24d-4c60-9507-c7b9948ba057"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
159de035-5c49-54fa-815b-1492ed42f3c1,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/159de035-5c49-54fa-815b-1492ed42f3c1,object identifier,tg:mmbbr:46,record identifiers,MMB.A.0046,descriptive note,Nederlands,Kwitantie voor de verkoop en levering van een zilveren medaille,Brieven
159de035-5c49-54fa-815b-1492ed42f3c1,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
159de035-5c49-54fa-815b-1492ed42f3c1,e73_MaterialRecords,,,,,,,8403880a-b5ec-547d-8a7d-1eef891be34e,tg:mmbbr:46,tg:mmbbr:46_#1,1,"[{""resourceId"": ""8403880a-b5ec-547d-8a7d-1eef891be34e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""de646d96-7b25-4c85-a132-9dc0bc5053eb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
159dea76-2e7e-5d83-9b9f-44ab25612ffa,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/159dea76-2e7e-5d83-9b9f-44ab25612ffa,object identifier,tg:mmbbr:2066,record identifiers,MMB.A.2066,descriptive note,Nederlands,Bedankbrief betreffende de uitnodiging bij de opening van het museum en excuses om niet aanwezig te kunnen zijn,Brieven
159dea76-2e7e-5d83-9b9f-44ab25612ffa,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
159dea76-2e7e-5d83-9b9f-44ab25612ffa,e73_MaterialRecords,,,,,,,8a991d68-738f-5d7c-9dd3-8e82d772b4d3,tg:mmbbr:2066,tg:mmbbr:2066_#1,1,"[{""resourceId"": ""8a991d68-738f-5d7c-9dd3-8e82d772b4d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5297259b-acdf-40f2-85e2-06e6fda6fe50"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
15ba2f17-7c39-576d-9624-8c2466ee53e3,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/15ba2f17-7c39-576d-9624-8c2466ee53e3,object identifier,tg:mmbbr:1646,record identifiers,MMB.A.1646,descriptive note,Nederlands,Vraag om advies over twee dolken die Fritz werden aangeboden,Brieven
15ba2f17-7c39-576d-9624-8c2466ee53e3,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
15ba2f17-7c39-576d-9624-8c2466ee53e3,e73_MaterialRecords,,,,,,,28698971-dff1-5b81-a8dc-d07432a0cb4c,tg:mmbbr:1646,tg:mmbbr:1646_#1,1,"[{""resourceId"": ""28698971-dff1-5b81-a8dc-d07432a0cb4c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f2a71f82-8976-4f00-abb3-076a63816434"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
15c73d87-9e83-5df1-99fb-71c83c50b147,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/15c73d87-9e83-5df1-99fb-71c83c50b147,object identifier,tg:mmbbr:811,record identifiers,MMB.A.0811,descriptive note,Nederlands,"het terugsturen van de foto's van twee madonnabeelden, één gezeten en één staand met sporen polychromie, waarin hij geïnteresseerd is",Brieven
15c73d87-9e83-5df1-99fb-71c83c50b147,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
15c73d87-9e83-5df1-99fb-71c83c50b147,e73_MaterialRecords,,,,,,,ee0a74a4-09f0-5d6e-8ce8-3ca350dc0d8f,tg:mmbbr:811,tg:mmbbr:811_#1,1,"[{""resourceId"": ""ee0a74a4-09f0-5d6e-8ce8-3ca350dc0d8f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3967614c-e6c7-4dd4-a3e4-0c11afc81570"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
15e11e06-eebf-586c-b616-ae91a060c3eb,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/15e11e06-eebf-586c-b616-ae91a060c3eb,object identifier,tg:mmbbr:1602,record identifiers,MMB.A.1602,descriptive note,Nederlands,Bedanking voor catalogus,Brieven
15e11e06-eebf-586c-b616-ae91a060c3eb,e73_Languages,,,,,taal 1,Dutch (language),,,,,,,,,,,,,,
15e11e06-eebf-586c-b616-ae91a060c3eb,e73_MaterialRecords,,,,,,,041fc66a-25f1-5325-b81f-088a7200e8d3,tg:mmbbr:1602,tg:mmbbr:1602_#1,1,"[{""resourceId"": ""041fc66a-25f1-5325-b81f-088a7200e8d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5c9be6cc-fbb0-48b1-ab43-83ee7928a239"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
161f9ad2-eba3-52a6-9fa3-d2313d3a0dc5,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/161f9ad2-eba3-52a6-9fa3-d2313d3a0dc5,object identifier,tg:mmbbr:2015,record identifiers,MMB.A.2015,descriptive note,Nederlands,Bedankkaart betreffende de uitnodiging bij de opening van het museum en excuses om niet aanwezig te kunnen zijn,Brieven
161f9ad2-eba3-52a6-9fa3-d2313d3a0dc5,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
161f9ad2-eba3-52a6-9fa3-d2313d3a0dc5,e73_MaterialRecords,,,,,,,760661f8-b6a6-5bff-9695-af9cdb143919,tg:mmbbr:2015,tg:mmbbr:2015_#1,1,"[{""resourceId"": ""760661f8-b6a6-5bff-9695-af9cdb143919"", ""ontologyProperty"": """", ""resourceXresourceId"": ""830fb2ec-bc4c-4895-a190-af16bb048402"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
164a756e-5d18-598c-8376-2af78719a081,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/164a756e-5d18-598c-8376-2af78719a081,object identifier,tg:mmbbr:1062,record identifiers,MMB.A.1062,descriptive note,Nederlands,de aankopen op een veiling,Brieven
164a756e-5d18-598c-8376-2af78719a081,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
164a756e-5d18-598c-8376-2af78719a081,e73_MaterialRecords,,,,,,,31981ed1-f987-599b-8102-04f455850e68,tg:mmbbr:1062,tg:mmbbr:1062_#1,1,"[{""resourceId"": ""31981ed1-f987-599b-8102-04f455850e68"", ""ontologyProperty"": """", ""resourceXresourceId"": ""91659079-6a03-4f25-931a-a48fd143f6b5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
164de33f-7c3b-5592-9afe-9997f7d9994a,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/164de33f-7c3b-5592-9afe-9997f7d9994a,object identifier,tg:mmbbr:782,record identifiers,MMB.A.0782,descriptive note,Nederlands,de verkoop van voorwerpen uit Fritz' collectie,Brieven
164de33f-7c3b-5592-9afe-9997f7d9994a,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
164de33f-7c3b-5592-9afe-9997f7d9994a,e73_MaterialRecords,,,,,,,938681e1-a94c-5282-a907-5b2898edf7d6,tg:mmbbr:782,tg:mmbbr:782_#1,1,"[{""resourceId"": ""938681e1-a94c-5282-a907-5b2898edf7d6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""08e708b8-b1e7-49a0-94aa-3a99fe9954a2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
166a410b-0780-528b-967c-886a3a8a5752,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/166a410b-0780-528b-967c-886a3a8a5752,object identifier,tg:mmbbr:822,record identifiers,MMB.A.0822,descriptive note,Nederlands,"de resultaten van en de afrekening voor opzoekingswerk voor Fritz over Brugse edelsmeden, meer bepaald over de familie Dominicles",Brieven
166a410b-0780-528b-967c-886a3a8a5752,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
166a410b-0780-528b-967c-886a3a8a5752,e73_MaterialRecords,,,,,,,ac8ff027-dc8a-51ee-8c8b-78da9b6305af,tg:mmbbr:822,tg:mmbbr:822_#1,1,"[{""resourceId"": ""ac8ff027-dc8a-51ee-8c8b-78da9b6305af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a0cb3418-59a0-4725-b6ba-3fda144c7a46"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
167656cb-ee1b-5798-8bd9-d2b4054950c6,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/167656cb-ee1b-5798-8bd9-d2b4054950c6,object identifier,tg:mmbbr:438,record identifiers,MMB.A.0438,descriptive note,Nederlands,het aanbod van een schilderij dat Fritz reeds wilde kopen op de veiling te Colonster en een schilder door van der Heyden voorstellende de badende Diana met nimfen,Brieven
167656cb-ee1b-5798-8bd9-d2b4054950c6,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
167656cb-ee1b-5798-8bd9-d2b4054950c6,e73_MaterialRecords,,,,,,,a2911d4b-3e5a-5f1c-a47c-8af1a965ade5,tg:mmbbr:438,tg:mmbbr:438_#1,1,"[{""resourceId"": ""a2911d4b-3e5a-5f1c-a47c-8af1a965ade5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7ad9b3d1-c62d-4e6d-995f-4de2af303b09"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
1679a864-2bb8-54d8-a3fd-5f858d008ac7,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/1679a864-2bb8-54d8-a3fd-5f858d008ac7,object identifier,tg:mmbbr:1725,record identifiers,MMB.A.1725,descriptive note,Nederlands,Bedankkaartje betreffende de uitnodiging bij de opening van het museum en bevestiging van aanwezigheid,Brieven
1679a864-2bb8-54d8-a3fd-5f858d008ac7,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
1679a864-2bb8-54d8-a3fd-5f858d008ac7,e73_MaterialRecords,,,,,,,7a983473-815c-55fc-9486-13a5b07f7650,tg:mmbbr:1725,tg:mmbbr:1725_#1,1,"[{""resourceId"": ""7a983473-815c-55fc-9486-13a5b07f7650"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d1ba8ee1-02c2-4822-9ff1-b04d93b41398"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
168db5ec-890f-531b-905b-598ff67c47e0,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/168db5ec-890f-531b-905b-598ff67c47e0,object identifier,tg:mmbbr:1673,record identifiers,MMB.A.1673,descriptive note,Nederlands,Bedankbrief betreffende de ontvangst van de Rhijnsche Legenden en herinneringen aan Fritz,Brieven
168db5ec-890f-531b-905b-598ff67c47e0,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
168db5ec-890f-531b-905b-598ff67c47e0,e73_MaterialRecords,,,,,,,f9d5dec6-b181-59cb-82ff-c0899d6ea763,tg:mmbbr:1673,tg:mmbbr:1673_#1,1,"[{""resourceId"": ""f9d5dec6-b181-59cb-82ff-c0899d6ea763"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0d1f26ef-f348-4fc0-8b2b-3192fbf08d39"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
169df1c3-7381-5632-b0f5-6cbd3430e9ca,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/169df1c3-7381-5632-b0f5-6cbd3430e9ca,object identifier,tg:mmbbr:476,record identifiers,MMB.A.0476,descriptive note,Nederlands,"de bespreking van een restauratie van een schilderij  [Allori, Francesco de' Medici]",Brieven
169df1c3-7381-5632-b0f5-6cbd3430e9ca,e73_Languages,https://dams.antwerpen.be,/asset/g17UiIDOhoEINTYeodQcmn3G,gerelateerde objecten,DAMS Archief,,,,,,,,,,,,,,,,
169df1c3-7381-5632-b0f5-6cbd3430e9ca,e73_Languages,,,,,taal 1,German (language),,,,,,,,,,,,,,
169df1c3-7381-5632-b0f5-6cbd3430e9ca,e73_MaterialRecords,,,,,,,b70f505a-37f1-52cf-b68f-90386943fea2,tg:mmbbr:476,tg:mmbbr:476_#1,1,"[{""resourceId"": ""b70f505a-37f1-52cf-b68f-90386943fea2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cffe966d-103b-4200-8fb2-73cc98be6020"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
16c408a4-1c77-5425-b85d-6e497eb5a58e,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/16c408a4-1c77-5425-b85d-6e497eb5a58e,object identifier,tg:mmbbr:207,record identifiers,MMB.A.0207,descriptive note,Nederlands,de verzending van een schilderij en raad bij een mogelijke restauratie ervan,Brieven
16c408a4-1c77-5425-b85d-6e497eb5a58e,e73_Languages,,,,,taal 1,Dutch (language),,,,,,,,,,,,,,
16c408a4-1c77-5425-b85d-6e497eb5a58e,e73_MaterialRecords,,,,,,,51a25f68-bda6-5e1a-add0-e2ae49b981d3,tg:mmbbr:207,tg:mmbbr:207_#1,1,"[{""resourceId"": ""51a25f68-bda6-5e1a-add0-e2ae49b981d3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fa2eae0c-1f93-494e-a5cd-d7634d3c7086"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
16dc8b81-9d83-5475-8096-be45d03a9395,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/16dc8b81-9d83-5475-8096-be45d03a9395,object identifier,tg:mmbbr:2174,record identifiers,MMB.A.2174,descriptive note,Nederlands,Bedanking voor de catalogus en aankondiging van een bezoek,Brieven
16dc8b81-9d83-5475-8096-be45d03a9395,e73_Languages,,,,,taal 1,French (language),,,,,,,,,,,,,,
16dc8b81-9d83-5475-8096-be45d03a9395,e73_MaterialRecords,,,,,,,5de67f5e-e742-59a2-ae1a-494ccd984cbe,tg:mmbbr:2174,tg:mmbbr:2174_#1,1,"[{""resourceId"": ""5de67f5e-e742-59a2-ae1a-494ccd984cbe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""156f22a1-d4cb-422c-8180-29c145865be9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,
17024949-98ec-5e1b-a4dd-032d6e8c1fe1,AA,,,,,,,,,,0,,https://data.museummayervandenbergh.be/ark:/59511/17024949-98ec-5e1b-a4dd-032d6e8c1fe1,object identifier,tg:mmbbr:1960,record identifiers,MMB.A.1960,descriptive note,Nederlands,Bedankbrief betreffende de uitnodiging bij de opening van het museum en excuses om niet aanwezig te kunnen zijn,Brieven
