ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Description Type,Description Language,Description
282dca35-a48f-5c78-9f57-b23dd4f81fe5,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/282dca35-a48f-5c78-9f57-b23dd4f81fe5,object identifier,tg:mmbdc:47,record identifiers,MMB.A.1287,constructed titles,Uniformbeschrijving Orde van Malta,Dutch (language),Documenten,descriptive note,Nederlands,Uniforme del donato di devozione di 2.a classe del S.M.O. Gerosolimitano
282dca35-a48f-5c78-9f57-b23dd4f81fe5,e73_Languages,,,taal 1,,,,,Italian (language),,,,,,,,,,,,,,,
282dca35-a48f-5c78-9f57-b23dd4f81fe5,e73_MaterialRecords,tg:mmbdc:47,1,,,,,,,d929c2ae-a8bc-50b3-ab2c-e7d620669d02,tg:mmbdc:47_#1,"[{""resourceId"": ""d929c2ae-a8bc-50b3-ab2c-e7d620669d02"", ""ontologyProperty"": """", ""resourceXresourceId"": ""841df8fe-0022-46fb-8831-23eb1368d76e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
299de83c-bbc7-527d-9297-04ee3a4e3eab,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/299de83c-bbc7-527d-9297-04ee3a4e3eab,object identifier,tg:mmbdc:93,record identifiers,MMB.A.1490,constructed titles,Naamlijst: Personeel Sint Henricusstichting,Dutch (language),Documenten,descriptive note,Nederlands,Overzicht van dokters die operaties uitvoerden tussen 6 november en 27 december 1915
299de83c-bbc7-527d-9297-04ee3a4e3eab,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
299de83c-bbc7-527d-9297-04ee3a4e3eab,e73_MaterialRecords,tg:mmbdc:93,1,,,,,,,ebfe480f-d47c-5e85-8e4b-a392f93b56c6,tg:mmbdc:93_#1,"[{""resourceId"": ""ebfe480f-d47c-5e85-8e4b-a392f93b56c6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6df42405-3d16-4a54-8cfd-751c09df2b4b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
29da2038-6f05-5285-942a-fb63293810e5,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/29da2038-6f05-5285-942a-fb63293810e5,object identifier,tg:mmbdc:76,record identifiers,MMB.A.1468,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
29da2038-6f05-5285-942a-fb63293810e5,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
29da2038-6f05-5285-942a-fb63293810e5,e73_MaterialRecords,tg:mmbdc:76,1,,,,,,,791ce149-5c2b-528f-a863-80bc7c4c05ce,tg:mmbdc:76_#1,"[{""resourceId"": ""791ce149-5c2b-528f-a863-80bc7c4c05ce"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bcc4a6b3-fb64-4db7-8441-4f0d489ded4d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/2a3ffdb3-8266-56f8-bd56-c576231952e9,object identifier,tg:mmbdc:53,record identifiers,MMB.A.1320,constructed titles,Gasrekeningen Gasmaatschappij Antwerpen,Dutch (language),Documenten,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
2a3ffdb3-8266-56f8-bd56-c576231952e9,e73_MaterialRecords,tg:mmbdc:53,1,,,,,,,64f0f355-c885-5e6d-bbff-7a33eafcf2b0,tg:mmbdc:53_#1,"[{""resourceId"": ""64f0f355-c885-5e6d-bbff-7a33eafcf2b0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""97aa4060-98a1-4f4c-adb3-bc609f7d3509"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/2d8258f1-a518-5920-8ca7-9eedc2fec6f3,object identifier,tg:mmbdc:109,record identifiers,MMB.A.1576,constructed titles,Visitekaartje Edmond van Offel,Dutch (language),Documenten,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
2d8258f1-a518-5920-8ca7-9eedc2fec6f3,e73_MaterialRecords,tg:mmbdc:109,1,,,,,,,3bb41ecf-4b77-5b58-ba1d-857b2294033f,tg:mmbdc:109_#1,"[{""resourceId"": ""3bb41ecf-4b77-5b58-ba1d-857b2294033f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4b126d12-415f-49c4-8387-6acb53d00a8a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/2f82e820-2bab-52cb-9dbf-5ef24a341dad,object identifier,tg:mmbdc:102,record identifiers,MMB.A.1524,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
2f82e820-2bab-52cb-9dbf-5ef24a341dad,e73_MaterialRecords,tg:mmbdc:102,1,,,,,,,16ea225c-79b9-5577-b04b-7c7734dcef32,tg:mmbdc:102_#1,"[{""resourceId"": ""16ea225c-79b9-5577-b04b-7c7734dcef32"", ""ontologyProperty"": """", ""resourceXresourceId"": ""114a914e-11fc-4964-99e9-9c60edd24ce8"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
30d49173-7034-572c-8c6c-d79da3074f92,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/30d49173-7034-572c-8c6c-d79da3074f92,object identifier,tg:mmbdc:151,record identifiers,MMB.A.2490,constructed titles,Handgeschreven inventaris van de collectie van het Museum Mayer van den Bergh,Dutch (language),Documenten,,,
30d49173-7034-572c-8c6c-d79da3074f92,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
30d49173-7034-572c-8c6c-d79da3074f92,e73_MaterialRecords,tg:mmbdc:151,1,,,,,,,da27b447-e317-5c70-a413-a01ab52640c3,tg:mmbdc:151_#1,"[{""resourceId"": ""da27b447-e317-5c70-a413-a01ab52640c3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2ac18b27-1496-418a-92ea-000b76a296d6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/313eef31-e6d3-5dbf-8b35-988507c8e01e,object identifier,tg:mmbdc:73,record identifiers,MMB.A.1464,constructed titles,Uitgaven Sint Henricusstichting,Dutch (language),Documenten,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
313eef31-e6d3-5dbf-8b35-988507c8e01e,e73_MaterialRecords,tg:mmbdc:73,1,,,,,,,f0dd8933-0aa8-5ee4-9b3c-de811759b4fd,tg:mmbdc:73_#1,"[{""resourceId"": ""f0dd8933-0aa8-5ee4-9b3c-de811759b4fd"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4765c16d-b515-4a03-a1c9-ad3419a5c454"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
334ad517-eee0-5a64-b69d-9a9e09be8184,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/334ad517-eee0-5a64-b69d-9a9e09be8184,object identifier,tg:mmbdc:37,record identifiers,MMB.A.1243,constructed titles,Menu opgedragen aan Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
334ad517-eee0-5a64-b69d-9a9e09be8184,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
334ad517-eee0-5a64-b69d-9a9e09be8184,e73_MaterialRecords,tg:mmbdc:37,1,,,,,,,b712e8ac-aa1c-523b-812f-67f1e11c0eb8,tg:mmbdc:37_#1,"[{""resourceId"": ""b712e8ac-aa1c-523b-812f-67f1e11c0eb8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""59ac53f7-c593-480a-adf8-8a43dd944b92"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
3356d31c-6a47-5f60-9934-30cde513a6a9,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/3356d31c-6a47-5f60-9934-30cde513a6a9,object identifier,tg:mmbdc:33,record identifiers,MMB.A.1239,constructed titles,Bidprentje Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
3356d31c-6a47-5f60-9934-30cde513a6a9,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
3356d31c-6a47-5f60-9934-30cde513a6a9,e73_MaterialRecords,tg:mmbdc:33,1,,,,,,,9322239b-d5aa-5637-b103-47cdc4452370,tg:mmbdc:33_#1,"[{""resourceId"": ""9322239b-d5aa-5637-b103-47cdc4452370"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b4d479a8-99e3-4ac5-806a-d3802609d131"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
342b234e-b819-5020-afef-c997a40c8b3d,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/342b234e-b819-5020-afef-c997a40c8b3d,object identifier,tg:mmbdc:83,record identifiers,MMB.A.1476,constructed titles,Rekening Sint Henricusmis voor de genezen breuklijders,Dutch (language),Documenten,,,
342b234e-b819-5020-afef-c997a40c8b3d,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
342b234e-b819-5020-afef-c997a40c8b3d,e73_MaterialRecords,tg:mmbdc:83,1,,,,,,,6cac3c53-c74f-586c-91b3-26062c8dece5,tg:mmbdc:83_#1,"[{""resourceId"": ""6cac3c53-c74f-586c-91b3-26062c8dece5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f6534af9-b57b-40ba-94b1-1d80ee367936"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
3560ab78-3623-5be1-a04e-3c801f0e12f5,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/3560ab78-3623-5be1-a04e-3c801f0e12f5,object identifier,tg:mmbdc:154,record identifiers,MMB.A.2493,titles proper,"Ajoutes, rectifications de numéros",French (language),Documenten,descriptive note,Nederlands,"Correcties op het ontwerp voor een catalogus van de collectie (brouillon A), gebaseerd op de handgeschreven inventaris van Henriëtte"
3560ab78-3623-5be1-a04e-3c801f0e12f5,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
3560ab78-3623-5be1-a04e-3c801f0e12f5,e73_MaterialRecords,tg:mmbdc:154,1,,,,,,,bb130f45-0b3b-5079-a75c-985e785c815c,tg:mmbdc:154_#1,"[{""resourceId"": ""bb130f45-0b3b-5079-a75c-985e785c815c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""34bf3fdd-85c2-473b-9312-e43bf0b80a0b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
3f974829-97c3-5390-9cb7-21992e7ffbbd,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/3f974829-97c3-5390-9cb7-21992e7ffbbd,object identifier,tg:mmbdc:32,record identifiers,MMB.A.1238,constructed titles,Bidprentje Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
3f974829-97c3-5390-9cb7-21992e7ffbbd,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
3f974829-97c3-5390-9cb7-21992e7ffbbd,e73_MaterialRecords,tg:mmbdc:32,1,,,,,,,edc08000-9da6-57c4-a4fc-8c14ebaafd1f,tg:mmbdc:32_#1,"[{""resourceId"": ""edc08000-9da6-57c4-a4fc-8c14ebaafd1f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f19a66d2-acda-45c2-b28a-a80e0ff702f1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
4028c865-2608-5574-a8ff-779529f18cbe,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4028c865-2608-5574-a8ff-779529f18cbe,object identifier,tg:mmbdc:4,record identifiers,MMB.A.1192,constructed titles,Notitie: Wapenschild Mayer van den Bergh,Dutch (language),Documenten,,,
4028c865-2608-5574-a8ff-779529f18cbe,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
4028c865-2608-5574-a8ff-779529f18cbe,e73_MaterialRecords,tg:mmbdc:4,1,,,,,,,f88733b4-7a74-5fa4-9d32-2e17575faa7b,tg:mmbdc:4_#1,"[{""resourceId"": ""f88733b4-7a74-5fa4-9d32-2e17575faa7b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""96edc8af-9c0f-4719-819b-acf44be44a70"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
431014da-4cd1-501d-a8d9-544e95217e76,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/431014da-4cd1-501d-a8d9-544e95217e76,object identifier,tg:mmbdc:15,record identifiers,MMB.A.1203,constructed titles,Bidprentje Oscar Mayer van den Bergh,Dutch (language),Documenten,,,
431014da-4cd1-501d-a8d9-544e95217e76,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
431014da-4cd1-501d-a8d9-544e95217e76,e73_MaterialRecords,tg:mmbdc:15,1,,,,,,,0b709b78-cc59-59d6-a0ea-0e08541230fa,tg:mmbdc:15_#1,"[{""resourceId"": ""0b709b78-cc59-59d6-a0ea-0e08541230fa"", ""ontologyProperty"": """", ""resourceXresourceId"": ""66a9938d-7039-4d0a-83ff-ebab779827f3"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
43402fd0-c8ec-5e97-a817-59599a44e870,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/43402fd0-c8ec-5e97-a817-59599a44e870,object identifier,tg:mmbdc:136,record identifiers,MMB.A.2341,constructed titles,Krantenknipsel: Bezoek aan het museum door 'Les Amies de la Dentelle',Dutch (language),Documenten,descriptive note,Nederlands,"onder begeleiding van M. Pelaert, conservator van het museum"
43402fd0-c8ec-5e97-a817-59599a44e870,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
43402fd0-c8ec-5e97-a817-59599a44e870,e73_MaterialRecords,tg:mmbdc:136,1,,,,,,,24eda292-f177-5ead-831d-19b9e518638b,tg:mmbdc:136_#1,"[{""resourceId"": ""24eda292-f177-5ead-831d-19b9e518638b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e9a6f2f6-2e08-441b-8516-6ca117d8b374"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
4357a0e5-db78-599b-8616-5e687867f6fb,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4357a0e5-db78-599b-8616-5e687867f6fb,object identifier,tg:mmbdc:147,record identifiers,MMB.A.2486,titles proper,"Inconnu (Brabançon), Saint Christophe, Saint Jérome et Saint Antoine ermite",French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1906
4357a0e5-db78-599b-8616-5e687867f6fb,e73_ExternalRelations,tg:mmbdc:147,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0024,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
4357a0e5-db78-599b-8616-5e687867f6fb,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
4357a0e5-db78-599b-8616-5e687867f6fb,e73_MaterialRecords,tg:mmbdc:147,1,,,,,,,1225d2c6-ae14-534c-b23f-9bb9d81bf370,tg:mmbdc:147_#1,"[{""resourceId"": ""1225d2c6-ae14-534c-b23f-9bb9d81bf370"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8de98275-d745-48f6-88ce-d975e0e90315"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4364bde1-3271-5bc9-9996-dd4168dff6a5,object identifier,tg:mmbdc:90,record identifiers,MMB.A.1484,constructed titles,Kaft: 'Institut St. Henri. Bilans',Dutch (language),Documenten,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
4364bde1-3271-5bc9-9996-dd4168dff6a5,e73_MaterialRecords,tg:mmbdc:90,1,,,,,,,c0a2fe20-85e6-5001-b89b-09a59490c24d,tg:mmbdc:90_#1,"[{""resourceId"": ""c0a2fe20-85e6-5001-b89b-09a59490c24d"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58128bd6-14e3-40bf-a217-7f87e17cc550"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/44b83a36-1644-5057-b200-82be841d8547,object identifier,tg:mmbdc:158,record identifiers,MMB.A.2497,constructed titles,Notitieboekje 'Broderie religieuse',Dutch (language),Documenten,,,
44b83a36-1644-5057-b200-82be841d8547,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
44b83a36-1644-5057-b200-82be841d8547,e73_MaterialRecords,tg:mmbdc:158,1,,,,,,,1ad7940d-d021-5cc9-8925-a3c6257b3437,tg:mmbdc:158_#1,"[{""resourceId"": ""1ad7940d-d021-5cc9-8925-a3c6257b3437"", ""ontologyProperty"": """", ""resourceXresourceId"": ""edd15ad3-d0ef-4cbb-945c-30eb34b0e339"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,object identifier,tg:mmbdc:125,record identifiers,MMB.A.1659,constructed titles,Notitie: identificatie van de kinderen op het werk 'Willem van der Does getrouwd met Wilhelmina van den Honert' (Mijtens),Dutch (language),Documenten,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_ExternalRelations,tg:mmbdc:125,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.0135,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,e73_MaterialRecords,tg:mmbdc:125,1,,,,,,,aa06c6ad-619c-5b4c-b967-0d62f2ad0900,tg:mmbdc:125_#1,"[{""resourceId"": ""aa06c6ad-619c-5b4c-b967-0d62f2ad0900"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f42450e9-266f-4255-9784-7803b99dc6b4"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/451148b0-73dd-5072-a62c-7894d342d278,object identifier,tg:mmbdc:100,record identifiers,MMB.A.1522,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
451148b0-73dd-5072-a62c-7894d342d278,e73_MaterialRecords,tg:mmbdc:100,1,,,,,,,200b78aa-59d1-5d48-a3e9-a9698441da3e,tg:mmbdc:100_#1,"[{""resourceId"": ""200b78aa-59d1-5d48-a3e9-a9698441da3e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5ecadf2a-2def-4c9e-bd32-ece1b45783ee"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/484623ef-fa84-59f8-aaf9-6dadbecc8f89,object identifier,tg:mmbdc:6,record identifiers,MMB.A.1194,constructed titles,Notitie: Genealogie Mayer,Dutch (language),Documenten,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
484623ef-fa84-59f8-aaf9-6dadbecc8f89,e73_MaterialRecords,tg:mmbdc:6,1,,,,,,,52519509-91f6-51ff-b3f7-41a02116d2e7,tg:mmbdc:6_#1,"[{""resourceId"": ""52519509-91f6-51ff-b3f7-41a02116d2e7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""76a5a978-b3eb-4547-a0f0-faccf3080a06"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,object identifier,tg:mmbdc:19,record identifiers,MMB.A.1207,constructed titles,Bidprentje Emil Mayer,Dutch (language),Documenten,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
48abe9c0-eeff-5d2b-82eb-747ff6c2b3ff,e73_MaterialRecords,tg:mmbdc:19,1,,,,,,,02762407-114b-52cb-b815-50e59376f1e2,tg:mmbdc:19_#1,"[{""resourceId"": ""02762407-114b-52cb-b815-50e59376f1e2"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e792da1-87ee-41f2-b7dd-9e646fc9ce5a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/493ac90b-fa10-50e3-b7ec-8daf6fcce287,object identifier,tg:mmbdc:98,record identifiers,MMB.A.1520,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
493ac90b-fa10-50e3-b7ec-8daf6fcce287,e73_MaterialRecords,tg:mmbdc:98,1,,,,,,,16fdf550-a558-5c59-b552-9e20923211a7,tg:mmbdc:98_#1,"[{""resourceId"": ""16fdf550-a558-5c59-b552-9e20923211a7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""44fc490a-540f-4d71-8115-e3905d3702e1"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4a36f5c4-24d5-5047-9ee5-3219e07c78b6,object identifier,tg:mmbdc:79,record identifiers,MMB.A.1472,constructed titles,Rekening drukwerk voor de Sint Henricusstichting,Dutch (language),Documenten,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,
4a36f5c4-24d5-5047-9ee5-3219e07c78b6,e73_MaterialRecords,tg:mmbdc:79,1,,,,,,,0ced21dc-67bf-5d73-8344-d7c3172d51d8,tg:mmbdc:79_#1,"[{""resourceId"": ""0ced21dc-67bf-5d73-8344-d7c3172d51d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7a0294b5-f9d6-46e0-96a9-fb1fcbd3bee6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4e1f5565-158d-5dfe-9987-fe13fbb48a7e,object identifier,tg:mmbdc:118,record identifiers,MMB.A.1649,constructed titles,Notitie: aankopen bij Croquison,Dutch (language),Documenten,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,e73_MaterialRecords,tg:mmbdc:118,1,,,,,,,6af047a7-8e0c-53e4-a773-805c838fd006,tg:mmbdc:118_#1,"[{""resourceId"": ""6af047a7-8e0c-53e4-a773-805c838fd006"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1c371ae6-c80f-4877-8caf-90027a4dfb6c"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/4e49d3e0-d21a-559e-911e-9614954567c4,object identifier,tg:mmbdc:21,record identifiers,MMB.A.1209,constructed titles,Bidprentje Emil Mayer,Dutch (language),Documenten,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
4e49d3e0-d21a-559e-911e-9614954567c4,e73_MaterialRecords,tg:mmbdc:21,1,,,,,,,ae701dd1-11e4-5401-b13b-ea98289eb072,tg:mmbdc:21_#1,"[{""resourceId"": ""ae701dd1-11e4-5401-b13b-ea98289eb072"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a1bcb3bb-f280-42b6-bb54-47f8e85c690a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/539aa72e-50df-51e7-b265-b1c8f6822971,object identifier,tg:mmbdc:152,record identifiers,MMB.A.2491,titles proper,"Inventaire 1909, brouillon A",French (language),Documenten,descriptive note,Nederlands,"Ontwerp voor een catalogus van de collectie, gebaseerd op de handgeschreven inventaris van Henriëtte (niet gerealiseerd)"
539aa72e-50df-51e7-b265-b1c8f6822971,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,
539aa72e-50df-51e7-b265-b1c8f6822971,e73_MaterialRecords,tg:mmbdc:152,1,,,,,,,f7cec6a7-819e-58e6-aa80-2aabe335a6d8,tg:mmbdc:152_#1,"[{""resourceId"": ""f7cec6a7-819e-58e6-aa80-2aabe335a6d8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""098ace38-b06d-4ac3-adc1-5a57247e78ad"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,AA,,0,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/54f7a45d-01d8-5548-b866-8d235e1c35a2,object identifier,tg:mmbdc:163,record identifiers,MMB.A.2520,constructed titles,Album met twee pauselijke brieven aan Jean Félix en Constantin van den Bergh,Dutch (language),Documenten,descriptive note,Nederlands,"Bevat een brief van Paus Leo XIII aan Jean Félix van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), en een brief van Paus Leo XIII aan Constantin van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), met specificatie dat de titel erfelijk is in mannelijke lijn, voor de eerstgeboren, en indien het een wettig huwelijk was"
54f7a45d-01d8-5548-b866-8d235e1c35a2,e73_Languages,,,taal 1,,,,,Latin (language),,,,,,,,,,,,,,,
