ResourceID,mmb_id_mat,card,order,Acquisition Brocade ID,Acquisition Widget,Archive Brocade ID,Archive Widget,Image URL,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget,Start Date,End Date,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Warehouse Location (end),Material,Object Type,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation,Document status
2f849296-6482-514f-b1b5-a947bf3f6db1,tg:mmbbr:908_#1,e22_ProductionActors,2,,,,,,au::115717:1,"Micheli, Marie",recipients (people),"No match for au::115717, recipients (people), Micheli, Marie",,,,,,,,,,,,,,,,,
2f849296-6482-514f-b1b5-a947bf3f6db1,tg:mmbbr:908_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1898-12-03,,,,,,,,,,,,,,,
2f88b545-ae9f-5fb8-a096-889054e55f0e,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1382_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2f88b545-ae9f-5fb8-a096-889054e55f0e,Doos A.X,,ink,letters (correspondence),record identifiers,tg:mmbbr:1382_#1,,,,
2f88b545-ae9f-5fb8-a096-889054e55f0e,tg:mmbbr:1382_#1,e22_Acquisitions,1,vóór 1974 geschonken door Baudouin Cols,,,,,,,,,,,,,,,,,,,,,,,,,
2f88b545-ae9f-5fb8-a096-889054e55f0e,tg:mmbbr:1382_#1,e22_Archives,1,,,MMB.A.I.D.2.c,,,,,,,,,,,,,,,,,,,,,,,
2f88b545-ae9f-5fb8-a096-889054e55f0e,tg:mmbbr:1382_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/e1bbA7RGSFYWpoDVeavtIZDi,,,,,,,,,,,,,,,,,,,,,
2f88b545-ae9f-5fb8-a096-889054e55f0e,tg:mmbbr:1382_#1,e22_ProductionActors,1,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",correspondents (correspondence writers),"No match for au::115207, correspondents (correspondence writers), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
2f88b545-ae9f-5fb8-a096-889054e55f0e,tg:mmbbr:1382_#1,e22_ProductionActors,2,,,,,,au::27863:1,"Cols, Alphonse",recipients (people),,"dlod={""suggest"":[""/agents/people/2981341"",""au::27863"",""au::27863:1"",""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""Alphonse Cols""],""name"":""Alphonse Cols"",""ark"":""ark:/83110/x0/a516596a-0003-54ad-871e-c9aabffec538"",""uri"":""/agents/people/2981341"",""id"":""au::27863:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
2f88b545-ae9f-5fb8-a096-889054e55f0e,tg:mmbbr:1382_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-12-04,,,,,,,,,,,,,,,
2f99336a-9cda-5653-b9da-91561cfc4aea,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:97_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2f99336a-9cda-5653-b9da-91561cfc4aea,Doos A.I,,ink,letters (correspondence),record identifiers,tg:mmbbr:97_#1,,,,
2f99336a-9cda-5653-b9da-91561cfc4aea,tg:mmbbr:97_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
2f99336a-9cda-5653-b9da-91561cfc4aea,tg:mmbbr:97_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/H1wcL2ZXs1WdlQVL8GYPyUXH#id,,,,,,,,,,,,,,,,,,,,,
2f99336a-9cda-5653-b9da-91561cfc4aea,tg:mmbbr:97_#1,e22_ProductionActors,1,,,,,,au::115604:1,"Vervloet, Constant",correspondents (correspondence writers),"No match for au::115604, correspondents (correspondence writers), Vervloet, Constant",,,,,,,,,,,,,,,,,
2f99336a-9cda-5653-b9da-91561cfc4aea,tg:mmbbr:97_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
2f99336a-9cda-5653-b9da-91561cfc4aea,tg:mmbbr:97_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1889-03-26,,,,,,,,,,,,,,,
2fa3b340-9e93-573c-9241-ffb275542b61,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1160_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2fa3b340-9e93-573c-9241-ffb275542b61,Doos A.VIII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1160_#1,remarks,Nederlands,MMB.0087,
2fa3b340-9e93-573c-9241-ffb275542b61,tg:mmbbr:1160_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
2fa3b340-9e93-573c-9241-ffb275542b61,tg:mmbbr:1160_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/q1e9dnKVTePAXFZgIhHNN0sK,,,,,,,,,,,,,,,,,,,,,
2fa3b340-9e93-573c-9241-ffb275542b61,tg:mmbbr:1160_#1,e22_ProductionActors,1,,,,,,,"Guizard, G. de",correspondents (correspondence writers),"No au_code for briefschrijver, Guizard, G. de",,,,,,,,,,,,,,,,,
2fa3b340-9e93-573c-9241-ffb275542b61,tg:mmbbr:1160_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer Van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer Van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
2fa3b340-9e93-573c-9241-ffb275542b61,tg:mmbbr:1160_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1901-03-24,,,,,,,,,,,,,,,
2ff99677-fe09-583b-8a09-cd6c432a1faf,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1989_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2ff99677-fe09-583b-8a09-cd6c432a1faf,Doos A.XV,,ink,postcards,record identifiers,tg:mmbbr:1989_#1,,,,
2ff99677-fe09-583b-8a09-cd6c432a1faf,tg:mmbbr:1989_#1,e22_Archives,1,,,MMB.A.I.B.3.b,,,,,,,,,,,,,,,,,,,,,,,
2ff99677-fe09-583b-8a09-cd6c432a1faf,tg:mmbbr:1989_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/J2XXgLpGBcQZnLejRTGCIsmy,,,,,,,,,,,,,,,,,,,,,
2ff99677-fe09-583b-8a09-cd6c432a1faf,tg:mmbbr:1989_#1,e22_ProductionActors,1,,,,,,,"Ullens, Mathilde",correspondents (correspondence writers),"No au_code for briefschrijver, Ullens, Mathilde",,,,,,,,,,,,,,,,,
2ff99677-fe09-583b-8a09-cd6c432a1faf,tg:mmbbr:1989_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
2ff99677-fe09-583b-8a09-cd6c432a1faf,tg:mmbbr:1989_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1904-uu-uu,,,,,,,,,,,,,,,
2ffb0ccf-61ed-51f6-9fe6-c47e7f23400d,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2164_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/2ffb0ccf-61ed-51f6-9fe6-c47e7f23400d,Doos A.XVI,,ink,postcards,record identifiers,tg:mmbbr:2164_#1,,,,
2ffb0ccf-61ed-51f6-9fe6-c47e7f23400d,tg:mmbbr:2164_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
2ffb0ccf-61ed-51f6-9fe6-c47e7f23400d,tg:mmbbr:2164_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/L1QAnsTcJkVj8TneZMW5h4Il,,,,,,,,,,,,,,,,,,,,,
2ffb0ccf-61ed-51f6-9fe6-c47e7f23400d,tg:mmbbr:2164_#1,e22_ProductionActors,1,,,,,,,"Rousselot, J. (?)",correspondents (correspondence writers),"No au_code for briefschrijver, Rousselot, J. (?)",,,,,,,,,,,,,,,,,
2ffb0ccf-61ed-51f6-9fe6-c47e7f23400d,tg:mmbbr:2164_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
2ffb0ccf-61ed-51f6-9fe6-c47e7f23400d,tg:mmbbr:2164_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-02-06,,,,,,,,,,,,,,,
3001ea23-c04f-5047-96a3-7bb4e52f2bbb,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2380_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3001ea23-c04f-5047-96a3-7bb4e52f2bbb,Doos A.XVIII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2380_#1,remarks,Nederlands,MMB.0045,
3001ea23-c04f-5047-96a3-7bb4e52f2bbb,tg:mmbbr:2380_#1,e22_Archives,1,,,MMB.A.I.B.3.d,,,,,,,,,,,,,,,,,,,,,,,
3001ea23-c04f-5047-96a3-7bb4e52f2bbb,tg:mmbbr:2380_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/x2kqbaHX4scXzJhPjcxuaoOG,,,,,,,,,,,,,,,,,,,,,
3001ea23-c04f-5047-96a3-7bb4e52f2bbb,tg:mmbbr:2380_#1,e22_ProductionActors,1,,,,,,,"Respinger, Louise",correspondents (correspondence writers),"No au_code for briefschrijver, Respinger, Louise",,,,,,,,,,,,,,,,,
3001ea23-c04f-5047-96a3-7bb4e52f2bbb,tg:mmbbr:2380_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
3001ea23-c04f-5047-96a3-7bb4e52f2bbb,tg:mmbbr:2380_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1907-09-25,,,,,,,,,,,,,,,
3027389b-324c-599a-ae10-a99f4e0a743d,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:498_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3027389b-324c-599a-ae10-a99f4e0a743d,Doos A.IV,,ink,letters (correspondence),record identifiers,tg:mmbbr:498_#1,,,,
3027389b-324c-599a-ae10-a99f4e0a743d,tg:mmbbr:498_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
3027389b-324c-599a-ae10-a99f4e0a743d,tg:mmbbr:498_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/XIqZjSqdFZocbUclMF9Xrm85#id,,,,,,,,,,,,,,,,,,,,,
3027389b-324c-599a-ae10-a99f4e0a743d,tg:mmbbr:498_#1,e22_ProductionActors,1,,,,,,au::115289:1,"Riemsdijk, Barthold Willem Floris van",correspondents (correspondence writers),"No match for au::115289, correspondents (correspondence writers), Riemsdijk, Barthold Willem Floris van",,,,,,,,,,,,,,,,,
3027389b-324c-599a-ae10-a99f4e0a743d,tg:mmbbr:498_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
3027389b-324c-599a-ae10-a99f4e0a743d,tg:mmbbr:498_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1894-09-28,,,,,,,,,,,,,,,
30490f76-5ac6-586c-91c0-998c220de091,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:1145_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/30490f76-5ac6-586c-91c0-998c220de091,Doos A.VIII,,ink,letters (correspondence),record identifiers,tg:mmbbr:1145_#1,,,,
30490f76-5ac6-586c-91c0-998c220de091,tg:mmbbr:1145_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
30490f76-5ac6-586c-91c0-998c220de091,tg:mmbbr:1145_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/D2WEWJ7XWUtqncZqZBOZHu5q,,,,,,,,,,,,,,,,,,,,,
30490f76-5ac6-586c-91c0-998c220de091,tg:mmbbr:1145_#1,e22_ProductionActors,1,,,,,,,"Guizard, G. de",correspondents (correspondence writers),"No au_code for briefschrijver, Guizard, G. de",,,,,,,,,,,,,,,,,
30490f76-5ac6-586c-91c0-998c220de091,tg:mmbbr:1145_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
30490f76-5ac6-586c-91c0-998c220de091,tg:mmbbr:1145_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1901-01-06,,,,,,,,,,,,,,,
30a5c7a9-e093-54e7-89f4-0a5fe064c1d7,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2173_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/30a5c7a9-e093-54e7-89f4-0a5fe064c1d7,Doos A.XVI,,ink,visiting cards,record identifiers,tg:mmbbr:2173_#1,,,,
30a5c7a9-e093-54e7-89f4-0a5fe064c1d7,tg:mmbbr:2173_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
30a5c7a9-e093-54e7-89f4-0a5fe064c1d7,tg:mmbbr:2173_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/O2NSjrVPUVgmBSmebgi6uQN7,,,,,,,,,,,,,,,,,,,,,
30a5c7a9-e093-54e7-89f4-0a5fe064c1d7,tg:mmbbr:2173_#1,e22_ProductionActors,1,,,,,,au::47:1,"Abry, Leon",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/5029"",""au::47"",""au::47:1"",""ark:/83110/x0/d0936b65-2e33-55ee-9879-4e287a6cfc43"",""Leon Abry""],""name"":""Leon Abry"",""ark"":""ark:/83110/x0/d0936b65-2e33-55ee-9879-4e287a6cfc43"",""uri"":""/agents/people/5029"",""id"":""au::47:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
30a5c7a9-e093-54e7-89f4-0a5fe064c1d7,tg:mmbbr:2173_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
30a5c7a9-e093-54e7-89f4-0a5fe064c1d7,tg:mmbbr:2173_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-01-19,,,,,,,,,,,,,,,
30d72e82-e61f-57cb-ae1f-62e08a3d87ec,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2376_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/30d72e82-e61f-57cb-ae1f-62e08a3d87ec,Doos A.XVIII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2376_#1,,,,
30d72e82-e61f-57cb-ae1f-62e08a3d87ec,tg:mmbbr:2376_#1,e22_Archives,1,,,MMB.A.I.B.3.d,,,,,,,,,,,,,,,,,,,,,,,
30d72e82-e61f-57cb-ae1f-62e08a3d87ec,tg:mmbbr:2376_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/a13eRLZGVVoXXdOSXRrrjcor,,,,,,,,,,,,,,,,,,,,,
30d72e82-e61f-57cb-ae1f-62e08a3d87ec,tg:mmbbr:2376_#1,e22_ProductionActors,1,,,,,,au::19885:1,"Vervliet, Jan Baptist",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/2127695"",""au::19885"",""au::19885:1"",""ark:/83110/x0/4b8ec5bd-2908-5325-b1a6-7079461f1dc8"",""Jan Baptist Vervliet""],""name"":""Jan Baptist Vervliet"",""ark"":""ark:/83110/x0/4b8ec5bd-2908-5325-b1a6-7079461f1dc8"",""uri"":""/agents/people/2127695"",""id"":""au::19885:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
30d72e82-e61f-57cb-ae1f-62e08a3d87ec,tg:mmbbr:2376_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
30d72e82-e61f-57cb-ae1f-62e08a3d87ec,tg:mmbbr:2376_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-06-24,,,,,,,,,,,,,,,
3111c3e9-79cb-5859-9fec-7c8aa6e0a7b7,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2246_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3111c3e9-79cb-5859-9fec-7c8aa6e0a7b7,Doos A.XVII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2246_#1,,,,
3111c3e9-79cb-5859-9fec-7c8aa6e0a7b7,tg:mmbbr:2246_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
3111c3e9-79cb-5859-9fec-7c8aa6e0a7b7,tg:mmbbr:2246_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/b2KanPSl6MWefgNSbF3umQzq,,,,,,,,,,,,,,,,,,,,,
3111c3e9-79cb-5859-9fec-7c8aa6e0a7b7,tg:mmbbr:2246_#1,e22_ProductionActors,1,,,,,,au::4394:1,"Cooremans, Theophiel",correspondents (correspondence writers),,"dlod={""suggest"":[""/agents/people/470158"",""au::4394"",""au::4394:1"",""ark:/83110/x0/1bbf8b62-e99b-5f7f-8b09-01b5176dd579"",""Theophiel Cooremans""],""name"":""Theophiel Cooremans"",""ark"":""ark:/83110/x0/1bbf8b62-e99b-5f7f-8b09-01b5176dd579"",""uri"":""/agents/people/470158"",""id"":""au::4394:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
3111c3e9-79cb-5859-9fec-7c8aa6e0a7b7,tg:mmbbr:2246_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
3111c3e9-79cb-5859-9fec-7c8aa6e0a7b7,tg:mmbbr:2246_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1906-09-05,,,,,,,,,,,,,,,
31158d21-451e-54f8-94e3-a8408a48c6ea,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:517_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/31158d21-451e-54f8-94e3-a8408a48c6ea,Doos A.IV,,ink,letters (correspondence),record identifiers,tg:mmbbr:517_#1,,,,
31158d21-451e-54f8-94e3-a8408a48c6ea,tg:mmbbr:517_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
31158d21-451e-54f8-94e3-a8408a48c6ea,tg:mmbbr:517_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/T2CDZNZJROOpIbdLKwQcY5Dp#id,,,,,,,,,,,,,,,,,,,,,
31158d21-451e-54f8-94e3-a8408a48c6ea,tg:mmbbr:517_#1,e22_ProductionActors,2,,,,,,au::12085:1,"Mayer van den Bergh, Fritz",recipients (people),,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}",,,,,,,,,,,,,,,,
31158d21-451e-54f8-94e3-a8408a48c6ea,tg:mmbbr:517_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1894-10-25,,,,,,,,,,,,,,,
315855c3-8549-5daf-aebe-586c17e0fad0,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2127_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/315855c3-8549-5daf-aebe-586c17e0fad0,Doos A.XVI,,ink,letters (correspondence),record identifiers,tg:mmbbr:2127_#1,,,,
315855c3-8549-5daf-aebe-586c17e0fad0,tg:mmbbr:2127_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
315855c3-8549-5daf-aebe-586c17e0fad0,tg:mmbbr:2127_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/G2WpgjAhOQtNO6XkHZgEe3l0,,,,,,,,,,,,,,,,,,,,,
315855c3-8549-5daf-aebe-586c17e0fad0,tg:mmbbr:2127_#1,e22_ProductionActors,1,,,,,,,Musée du Louvre,correspondents (correspondence writers),"No au_code for briefschrijver, Musée du Louvre",,,,,,,,,,,,,,,,,
315855c3-8549-5daf-aebe-586c17e0fad0,tg:mmbbr:2127_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
315855c3-8549-5daf-aebe-586c17e0fad0,tg:mmbbr:2127_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1907-02-11,,,,,,,,,,,,,,,
31606e1a-a414-5a0c-9332-932257e99f78,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2302_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/31606e1a-a414-5a0c-9332-932257e99f78,Doos A.XVII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2302_#1,,,,
31606e1a-a414-5a0c-9332-932257e99f78,tg:mmbbr:2302_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
31606e1a-a414-5a0c-9332-932257e99f78,tg:mmbbr:2302_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/TVNXCLMaRdUiChBhQDVvZMkf,,,,,,,,,,,,,,,,,,,,,
31606e1a-a414-5a0c-9332-932257e99f78,tg:mmbbr:2302_#1,e22_ProductionActors,1,,,,,,au::115473:1,"Werve, Hélène van de",correspondents (correspondence writers),"No match for au::115473, correspondents (correspondence writers), Werve, Hélène van de",,,,,,,,,,,,,,,,,
31606e1a-a414-5a0c-9332-932257e99f78,tg:mmbbr:2302_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
3171dd7d-5910-565a-aa8a-6fb4516c7396,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:278_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3171dd7d-5910-565a-aa8a-6fb4516c7396,Doos A.II,,ink,letters (correspondence),record identifiers,tg:mmbbr:278_#1,remarks,Nederlands,MMB.0199,
3171dd7d-5910-565a-aa8a-6fb4516c7396,tg:mmbbr:278_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
3171dd7d-5910-565a-aa8a-6fb4516c7396,tg:mmbbr:278_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/z1mQpCPJMsZMl7qB2IXtSDxY#id,,,,,,,,,,,,,,,,,,,,,
3171dd7d-5910-565a-aa8a-6fb4516c7396,tg:mmbbr:278_#1,e22_ProductionActors,1,,,,,,,"Bernardi, Valentino",correspondents (correspondence writers),"No au_code for briefschrijver, Bernardi, Valentino",,,,,,,,,,,,,,,,,
3171dd7d-5910-565a-aa8a-6fb4516c7396,tg:mmbbr:278_#1,e22_ProductionActors,2,,,,,,au::115660:1,"Delehaye, Joseph",recipients (people),"No match for au::115660, recipients (people), Delehaye, Joseph",,,,,,,,,,,,,,,,,
3171dd7d-5910-565a-aa8a-6fb4516c7396,tg:mmbbr:278_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1892-04-25,,,,,,,,,,,,,,,
3174822c-0dcd-58b1-b5c1-33176de5b2a8,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:2306_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/3174822c-0dcd-58b1-b5c1-33176de5b2a8,Doos A.XVII,,ink,letters (correspondence),record identifiers,tg:mmbbr:2306_#1,,,,
3174822c-0dcd-58b1-b5c1-33176de5b2a8,tg:mmbbr:2306_#1,e22_Archives,1,,,MMB.A.I.B.3.c,,,,,,,,,,,,,,,,,,,,,,,
3174822c-0dcd-58b1-b5c1-33176de5b2a8,tg:mmbbr:2306_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/u2RKiCXehTTY7IYYROCZWFh3,,,,,,,,,,,,,,,,,,,,,
3174822c-0dcd-58b1-b5c1-33176de5b2a8,tg:mmbbr:2306_#1,e22_ProductionActors,1,,,,,,au::115577:1,"Leroy, Edmond",correspondents (correspondence writers),"No match for au::115577, correspondents (correspondence writers), Leroy, Edmond",,,,,,,,,,,,,,,,,
3174822c-0dcd-58b1-b5c1-33176de5b2a8,tg:mmbbr:2306_#1,e22_ProductionActors,2,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",recipients (people),"No match for au::115207, recipients (people), Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,,
3174822c-0dcd-58b1-b5c1-33176de5b2a8,tg:mmbbr:2306_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,1905-02-20,,,,,,,,,,,,,,,
318228af-1f43-5b8c-ad10-2edc5f1d02fd,,AA,0,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbbr:553_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/318228af-1f43-5b8c-ad10-2edc5f1d02fd,Doos A.IV,,ink,letters (correspondence),record identifiers,tg:mmbbr:553_#1,remarks,Nederlands,MMB.0019,
318228af-1f43-5b8c-ad10-2edc5f1d02fd,tg:mmbbr:553_#1,e22_Archives,1,,,MMB.A.I.A.1,,,,,,,,,,,,,,,,,,,,,,,
318228af-1f43-5b8c-ad10-2edc5f1d02fd,tg:mmbbr:553_#1,e22_Images,1,,,,,https://dams.antwerpen.be/asset/JE4OEuOYVZjtSLNQ9JYVSKi7#id,,,,,,,,,,,,,,,,,,,,,
318228af-1f43-5b8c-ad10-2edc5f1d02fd,tg:mmbbr:553_#1,e22_ProductionActors,1,,,,,,au::115552:1,"Frizzoni, Gustavo",correspondents (correspondence writers),"No match for au::115552, correspondents (correspondence writers), Frizzoni, Gustavo",,,,,,,,,,,,,,,,,
