ResourceID,mmb_id_mat,card,order,Archive Brocade ID,Archive Widget,source_value,Dimension Value,Dimension Type,Dimension Measurement Unit,Image URL,au_code,au_name,Production Actor Role,Production Actor Widget,Production Actor Note,Start Date,End Date,Creation Place Widget,Keeper,Object Number,Object Number Type,Object Identifier,Warehouse Location (begin),Material,Carrier Type,Material Colour,Other Identifier Type,Other Identifier,Annotation Type,Annotation Language,Annotation
bdebbf22-8cba-53d8-b061-91b121132463,,e22_Dimensions,,,,211 x 264 mm,264,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,
bdebbf22-8cba-53d8-b061-91b121132463,tg:mmbtk:6_#1,e22_Images,1,,,,,,,https://dams.antwerpen.be/asset/U2RdHbxnxvTvSVhbWcSdoB6h,,,,,,,,,,,,,,,,,,,,,
bdebbf22-8cba-53d8-b061-91b121132463,tg:mmbtk:6_#1,e22_ProductionActors,1,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
bdebbf22-8cba-53d8-b061-91b121132463,tg:mmbtk:6_#1,e22_ProductionPlaces,1,,,,,,,,au::100006,,,,,,,"dlod={""name"":""Annaba (Algerije)"",""ark"":""ark:/83110/x0/6af0f0bd-69a7-53e1-8356-cf1e0d9efc97"",""uri"":""/subjects/10700642"",""id"":""au::100006"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,
bdebbf22-8cba-53d8-b061-91b121132463,tg:mmbtk:6_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,1850-uu-uu,1858-uu-uu,,,,,,,,,,,,,,
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,,AA,0,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbtk:5_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,Doos XIX,ink,paper (fiber product),black (color),record identifiers,tg:mmbtk:5_#1,remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519)
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5_#1,e22_Archives,1,MMB.A.I.E.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,,e22_Dimensions,,,,211 x 264 mm,211,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,,e22_Dimensions,,,,211 x 264 mm,264,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5_#1,e22_Images,1,,,,,,,https://dams.antwerpen.be/asset/tZhKQHXIWVWRI9ImlHuj6HhR,,,,,,,,,,,,,,,,,,,,,
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5_#1,e22_ProductionActors,1,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5_#1,e22_ProductionPlaces,1,,,,,,,,au::100005,,,,,,,"dlod={""name"":""Algiers (Wilaya d’ Alger)"",""ark"":""ark:/83110/x0/998cf286-366e-5209-963c-5f3ee95456ff"",""uri"":""/subjects/10700535"",""id"":""au::100005"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,
c4b2d2c7-8c46-551c-a7a0-68056a2e6a5f,tg:mmbtk:5_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,1850-uu-uu,1858-uu-uu,,,,,,,,,,,,,,
cac4f6aa-9ae5-5293-a319-4056ac10e320,,AA,0,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbtk:10_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/cac4f6aa-9ae5-5293-a319-4056ac10e320,Doos XIX,ink,paper (fiber product),black (color),record identifiers,tg:mmbtk:10_#1,remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519)
cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10_#1,e22_Archives,1,MMB.A.I.E.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
cac4f6aa-9ae5-5293-a319-4056ac10e320,,e22_Dimensions,,,,211 x 264 mm,211,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,
cac4f6aa-9ae5-5293-a319-4056ac10e320,,e22_Dimensions,,,,211 x 264 mm,264,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,
cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10_#1,e22_Images,1,,,,,,,https://dams.antwerpen.be/asset/AlYiUUclEMf6JoOrozlJLCpm,,,,,,,,,,,,,,,,,,,,,
cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10_#1,e22_ProductionActors,1,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10_#1,e22_ProductionPlaces,1,,,,,,,,au::100010,,,,,,,"dlod={""name"":""El Bigor (Algerije)"",""ark"":""ark:/83110/x0/cae2f1a4-b879-5c40-8015-5bf6fe2afbb2"",""uri"":""/subjects/10701070"",""id"":""au::100010"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,
cac4f6aa-9ae5-5293-a319-4056ac10e320,tg:mmbtk:10_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,1850-uu-uu,1858-uu-uu,,,,,,,,,,,,,,
d1e773b7-7faa-5684-952b-d256d4026e22,,AA,0,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbtk:11_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/d1e773b7-7faa-5684-952b-d256d4026e22,Doos XIX,ink,paper (fiber product),black (color),record identifiers,tg:mmbtk:11_#1,remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519)
d1e773b7-7faa-5684-952b-d256d4026e22,tg:mmbtk:11_#1,e22_Archives,1,MMB.A.I.E.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
d1e773b7-7faa-5684-952b-d256d4026e22,,e22_Dimensions,,,,211 x 264 mm,211,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,
d1e773b7-7faa-5684-952b-d256d4026e22,,e22_Dimensions,,,,211 x 264 mm,264,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,
d1e773b7-7faa-5684-952b-d256d4026e22,tg:mmbtk:11_#1,e22_Images,1,,,,,,,https://dams.antwerpen.be/asset/r1mYULUioHUdjUVUOiWmDZdM,,,,,,,,,,,,,,,,,,,,,
d1e773b7-7faa-5684-952b-d256d4026e22,tg:mmbtk:11_#1,e22_ProductionActors,1,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
d1e773b7-7faa-5684-952b-d256d4026e22,tg:mmbtk:11_#1,e22_ProductionPlaces,1,,,,,,,,au::100011,,,,,,,"dlod={""name"":""Hodna (Algerije)"",""ark"":""ark:/83110/x0/e80a912c-100a-5fd8-a469-418ccb84ddc1"",""uri"":""/subjects/10701177"",""id"":""au::100011"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,
d1e773b7-7faa-5684-952b-d256d4026e22,tg:mmbtk:11_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,1850-uu-uu,1858-uu-uu,,,,,,,,,,,,,,
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,,AA,0,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbtk:4_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,Doos XIX,ink,paper (fiber product),black (color),record identifiers,tg:mmbtk:4_#1,remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519)
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4_#1,e22_Archives,1,MMB.A.I.E.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,,e22_Dimensions,,,,211 x 264 mm,211,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,,e22_Dimensions,,,,211 x 264 mm,264,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4_#1,e22_Images,1,,,,,,,https://dams.antwerpen.be/asset/Z2RcVPBEOmhiZbBCVSsgkptJ,,,,,,,,,,,,,,,,,,,,,
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4_#1,e22_ProductionActors,1,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4_#1,e22_ProductionPlaces,1,,,,,,,,au::100004,,,,,,,"dlod={""name"":""Ahaggar (Wilaya de Tamanrasset)"",""ark"":""ark:/83110/x0/7609f935-13f4-5eca-a240-40d0688befe7"",""uri"":""/subjects/10700428"",""id"":""au::100004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,
e2cc6ac4-77cf-5ef4-ac96-6392bbd20e84,tg:mmbtk:4_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,1850-uu-uu,1858-uu-uu,,,,,,,,,,,,,,
e4e0060b-ec49-5908-8fcd-da70137aec17,,AA,0,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbtk:15_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/e4e0060b-ec49-5908-8fcd-da70137aec17,Doos XIX,ink,paper (fiber product),black (color),record identifiers,tg:mmbtk:15_#1,remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519)
e4e0060b-ec49-5908-8fcd-da70137aec17,tg:mmbtk:15_#1,e22_Archives,1,MMB.A.I.E.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
e4e0060b-ec49-5908-8fcd-da70137aec17,,e22_Dimensions,,,,211 x 264 mm,211,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,
e4e0060b-ec49-5908-8fcd-da70137aec17,,e22_Dimensions,,,,211 x 264 mm,264,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,
e4e0060b-ec49-5908-8fcd-da70137aec17,tg:mmbtk:15_#1,e22_Images,1,,,,,,,https://dams.antwerpen.be/asset/a1qNnvEhQMW5YahHTbNJc4Jx,,,,,,,,,,,,,,,,,,,,,
e4e0060b-ec49-5908-8fcd-da70137aec17,tg:mmbtk:15_#1,e22_ProductionActors,1,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
e4e0060b-ec49-5908-8fcd-da70137aec17,tg:mmbtk:15_#1,e22_ProductionPlaces,1,,,,,,,,au::100015,,,,,,,"dlod={""name"":""Mustapha (Algiers)"",""ark"":""ark:/83110/x0/1baac16b-a1b8-5bf5-902e-145583880255"",""uri"":""/subjects/10701605"",""id"":""au::100015"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,
e4e0060b-ec49-5908-8fcd-da70137aec17,tg:mmbtk:15_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,1850-uu-uu,1858-uu-uu,,,,,,,,,,,,,,
fafa34f9-fa2f-5a23-97fa-90308d228031,,AA,0,,,,,,,,,,,,,,,,Museum Mayer van den Bergh,tg:mmbtk:17_#1,record identifiers,https://data.museummayervandenbergh.be/ark:/59511/fafa34f9-fa2f-5a23-97fa-90308d228031,Doos XIX,ink,paper (fiber product),black (color),record identifiers,tg:mmbtk:17_#1,remarks,Nederlands,Getekend links onder Henriette Vandenbergh. Tekeningen MMB.A.2501-MMB.A.2518 oorspronkelijk opgeborgen in een blauwe omslag met opschrift Melle Henriette Van den Berg de la part de Melle [...] Lacroix (MMB.A.2519)
fafa34f9-fa2f-5a23-97fa-90308d228031,tg:mmbtk:17_#1,e22_Archives,1,MMB.A.I.E.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
fafa34f9-fa2f-5a23-97fa-90308d228031,,e22_Dimensions,,,,211 x 264 mm,211,hoogte,millimeters,,,,,,,,,,,,,,,,,,,,,,
fafa34f9-fa2f-5a23-97fa-90308d228031,,e22_Dimensions,,,,211 x 264 mm,264,breedte,millimeters,,,,,,,,,,,,,,,,,,,,,,
fafa34f9-fa2f-5a23-97fa-90308d228031,tg:mmbtk:17_#1,e22_Images,1,,,,,,,https://dams.antwerpen.be/asset/ggGGOMUiaWIkfKCQWp28umjO,,,,,,,,,,,,,,,,,,,,,
fafa34f9-fa2f-5a23-97fa-90308d228031,tg:mmbtk:17_#1,e22_ProductionActors,1,,,,,,,,au::115207:1,"Mayer van den Bergh, Henriëtte",authors,,"No match for au::115207, authors, Mayer van den Bergh, Henriëtte",,,,,,,,,,,,,,,,
fafa34f9-fa2f-5a23-97fa-90308d228031,tg:mmbtk:17_#1,e22_ProductionPlaces,1,,,,,,,,au::100017,,,,,,,"dlod={""name"":""Skikda (Algerije)"",""ark"":""ark:/83110/x0/60de9356-34ed-562d-bdef-8a89a9ca55df"",""uri"":""/subjects/10701819"",""id"":""au::100017"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}",,,,,,,,,,,,,
fafa34f9-fa2f-5a23-97fa-90308d228031,tg:mmbtk:17_#1,e22_ProductionTimeSpans,1,,,,,,,,,,,,,1850-uu-uu,1858-uu-uu,,,,,,,,,,,,,,
