ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Acquisition Number,Acquisition Number Type,source_field,source_code,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,Document status,adm.acquiredVia,adm.id_mat,adm.inv,adm.isadPartOf,Plaatsingsnummer,adm.uuid_mat,Volgnummer,Source Note,Warehouse Location (begin),Material,Object Type,volgnummer,note,Product stadium,Production Technique Type,Keeper,Object Number,Object Identifier
2179459a-8063-5ffd-8ff2-41804fb6b838,tg:lhbr:73593_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>B: Omslag</p>
","<p>B: Omslag</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,
2179459a-8063-5ffd-8ff2-41804fb6b838,tg:lhbr:73593_#1,e22_Archives,1,,,,,,,,,,,isad:lh:33148,"dlod={""name"":""Brieven van Pieter J. d' Hoedt"",""ark"":""ark:/24970/x0/b249ad39-9e57-5bd8-a1a7-1e1cea710f8c"",""uri"":""/repositories/11/archival_objects/280654"",""id"":""isad:lh:33148"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Hendrik Coopman per correspondent""],""resourceName"":""Archief van Hendrik Coopman"",""resourceArk"":""ark:/24970/x0/f3d4526f-f121-58a2-a52f-5fbd9acf9dcc"",""resourceURI"":""/repositories/11/resources/3631"",""resourceID"":""isad:lh:487"",""capacity"":""Brieven van Pieter J. d' Hoedt"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/b249ad39-9e57-5bd8-a1a7-1e1cea710f8c,,,,,,,,,,,,,,,,,,,
2179459a-8063-5ffd-8ff2-41804fb6b838,tg:lhbr:73593_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:2349,tg:lhbr:73593_#1,44909/93,isad:lh:33148,H 679 / B,2179459a-8063-5ffd-8ff2-41804fb6b838,,,,,,,,,,,,
219d82c4-4196-5d93-8d72-491e5aa955a8,tg:lhbr:101194_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:101194_#1,https://data.letterenhuis.be/ark:/24970/219d82c4-4196-5d93-8d72-491e5aa955a8
219d82c4-4196-5d93-8d72-491e5aa955a8,tg:lhbr:101194_#1,e22_AcquisitionNumbers,1,,,,148552/4a-c,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
219d82c4-4196-5d93-8d72-491e5aa955a8,tg:lhbr:101194_#1,e22_Acquisitions,1,tr:lh:6356,"dlod={""name"":""Archief van Garmt Stuiveling"",""ark"":""ark:/24970/x0/fda41a3f-cd1a-52cc-996d-30f86996eec3"",""uri"":""/repositories/11/accessions/17238"",""id"":""tr:lh:6356"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/fda41a3f-cd1a-52cc-996d-30f86996eec3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219d82c4-4196-5d93-8d72-491e5aa955a8,tg:lhbr:101194_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>B: afschrift</p>
","<p>B: afschrift</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,
219d82c4-4196-5d93-8d72-491e5aa955a8,tg:lhbr:101194_#1,e22_Archives,1,,,,,,,,,,,isad:lh:42945,"dlod={""name"":""Brieven van Adolf Molter"",""ark"":""ark:/24970/x0/dc7dde31-985a-519a-aa3d-bea0529d340e"",""uri"":""/repositories/11/archival_objects/177743"",""id"":""isad:lh:42945"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Garmt Stuiveling per correspondent""],""resourceName"":""Archief van Garmt Stuiveling"",""resourceArk"":""ark:/24970/x0/46e97e67-295c-51d7-aadc-4d5889a26c7f"",""resourceURI"":""/repositories/11/resources/2318"",""resourceID"":""isad:lh:2346"",""capacity"":""Brieven van Adolf Molter"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/dc7dde31-985a-519a-aa3d-bea0529d340e,,,,,,,,,,,,,,,,,,,
219d82c4-4196-5d93-8d72-491e5aa955a8,tg:lhbr:101194_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:6356,tg:lhbr:101194_#1,148552/4a-c,isad:lh:42945,S 9657 / B2,219d82c4-4196-5d93-8d72-491e5aa955a8,,,,,,,,,,,,
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:264884_#1,https://data.letterenhuis.be/ark:/24970/21bcff70-d074-5768-a998-faf9a76824d2
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,e22_Acquisitions,1,tr:lh:3402,"dlod={""name"":""Nalatenschap van Emmanuel de Bom"",""ark"":""ark:/24970/x0/cc4045bd-7d75-5c04-9dc2-59afdd12ba2e"",""uri"":""/repositories/11/accessions/19221"",""id"":""tr:lh:3402"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/cc4045bd-7d75-5c04-9dc2-59afdd12ba2e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,e22_Archives,1,,,,,,,,,,,isad:lh:12477,"dlod={""name"":""Brieven van August van Cauwelaert [Hoofdredacteur van Dietsche Warande en Belfort]"",""ark"":""ark:/24970/x0/71f1c430-f628-5e90-8461-72e269f3f940"",""uri"":""/repositories/11/archival_objects/181991"",""id"":""isad:lh:12477"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Emmanuel de Bom per correspondent"",""Correspondenten C""],""resourceName"":""Archief van Emmanuel de Bom"",""resourceArk"":""ark:/24970/x0/8de9b771-9a6d-5a9b-9aae-84e8cb0ef443"",""resourceURI"":""/repositories/11/resources/2352"",""resourceID"":""isad:lh:620"",""capacity"":""Brieven van August van Cauwelaert [Hoofdredacteur van Dietsche Warande en Belfort]"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/71f1c430-f628-5e90-8461-72e269f3f940,,,,,,,,,,,,,,,,,,,
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:3402,tg:lhbr:264884_#1,,isad:lh:12477,,21bcff70-d074-5768-a998-faf9a76824d2,B 708 / 1353,,,,,,,,,,,
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,ink,,,,,,,,
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbk,,,,,,,,,,,,,,,,,,postcards,,,,,,,
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,,,,,,,,,,,,,,B 708 / 1353,,,,,,
21bcff70-d074-5768-a998-faf9a76824d2,tg:lhbr:264884_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,
21c227ef-1be6-5f04-a7aa-2b52ae4ad242,tg:lhbr:210925_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:210925_#1,https://data.letterenhuis.be/ark:/24970/21c227ef-1be6-5f04-a7aa-2b52ae4ad242
21c227ef-1be6-5f04-a7aa-2b52ae4ad242,tg:lhbr:210925_#1,e22_AcquisitionNumbers,1,,,,152476/1,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
21c227ef-1be6-5f04-a7aa-2b52ae4ad242,tg:lhbr:210925_#1,e22_Acquisitions,1,tr:lh:6413,"dlod={""name"":""Archief van Dietsche Warande en Belfort (1900 - )"",""ark"":""ark:/24970/x0/79e6088d-5dc3-52e4-9e6a-fb212a581678"",""uri"":""/repositories/11/accessions/18251"",""id"":""tr:lh:6413"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/79e6088d-5dc3-52e4-9e6a-fb212a581678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21c227ef-1be6-5f04-a7aa-2b52ae4ad242,tg:lhbr:210925_#1,e22_Archives,1,,,,,,,,,,,isad:lh:77720,"dlod={""name"":""Brieven van Ghislaine Wils aan Dietsche Warande en Belfort"",""ark"":""ark:/24970/x0/41858500-ef15-5ea4-8a23-8cc512d54984"",""uri"":""/repositories/11/archival_objects/260678"",""id"":""isad:lh:77720"",""nameWithContext"":[""Briefwisseling"",""Thematisch"",""(periode L. Simons 1969-1984) 35""],""resourceName"":""Archief van Dietsche Warande en Belfort"",""resourceArk"":""ark:/24970/x0/2f5740f2-a3b8-5a69-b7ab-426851a4d8f3"",""resourceURI"":""/repositories/11/resources/3360"",""resourceID"":""isad:lh:584"",""capacity"":""Brieven van Ghislaine Wils aan Dietsche Warande en Belfort"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/41858500-ef15-5ea4-8a23-8cc512d54984,,,,,,,,,,,,,,,,,,,
21c227ef-1be6-5f04-a7aa-2b52ae4ad242,tg:lhbr:210925_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:6413,tg:lhbr:210925_#1,152476/1,isad:lh:77720,W 256 / B2 ((periode L. Simons 1969-1984) 35),21c227ef-1be6-5f04-a7aa-2b52ae4ad242,,,,,,,,,,,,
21c227ef-1be6-5f04-a7aa-2b52ae4ad242,tg:lhbr:210925_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
21c227ef-1be6-5f04-a7aa-2b52ae4ad242,tg:lhbr:210925_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,ts,,,,,,,,,,,,,,,,,,,,,,typewriting,,,
21c2d1e9-0177-5108-a6a9-35a3907b3cc3,tg:lhbr:49523_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:49523_#1,https://data.letterenhuis.be/ark:/24970/21c2d1e9-0177-5108-a6a9-35a3907b3cc3
21c2d1e9-0177-5108-a6a9-35a3907b3cc3,tg:lhbr:49523_#1,e22_AcquisitionNumbers,1,,,,44500/509,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
21c2d1e9-0177-5108-a6a9-35a3907b3cc3,tg:lhbr:49523_#1,e22_Acquisitions,1,tr:lh:2325,"dlod={""name"":""Archiefstukken van Lode Baekelmans"",""ark"":""ark:/24970/x0/4a440712-cdd9-5fde-92b6-19ebd8d0608f"",""uri"":""/repositories/11/accessions/13606"",""id"":""tr:lh:2325"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4a440712-cdd9-5fde-92b6-19ebd8d0608f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21c2d1e9-0177-5108-a6a9-35a3907b3cc3,tg:lhbr:49523_#1,e22_Archives,1,,,,,,,,,,,isad:lh:22618,"dlod={""name"":""Brieven van Guido Eeckels [Directeur van De Lage Landen]"",""ark"":""ark:/24970/x0/00f4d612-b4ad-5a63-88f3-ffa53a34efc6"",""uri"":""/repositories/11/archival_objects/304542"",""id"":""isad:lh:22618"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Lode Baekelmans per correspondent""],""resourceName"":""Archief van Lode Baekelmans"",""resourceArk"":""ark:/24970/x0/db630552-a2d4-51d8-bb15-7aa6ca8285da"",""resourceURI"":""/repositories/11/resources/3866"",""resourceID"":""isad:lh:47"",""capacity"":""Brieven van Guido Eeckels [Directeur van De Lage Landen]"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/00f4d612-b4ad-5a63-88f3-ffa53a34efc6,,,,,,,,,,,,,,,,,,,
21c2d1e9-0177-5108-a6a9-35a3907b3cc3,tg:lhbr:49523_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:2325,tg:lhbr:49523_#1,44500/509,isad:lh:22618,L 18597 / B,21c2d1e9-0177-5108-a6a9-35a3907b3cc3,,,,,,,,,,,,
21d6edf8-67dd-515b-b553-400e866c272d,tg:lhbr:86034_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:86034_#1,https://data.letterenhuis.be/ark:/24970/21d6edf8-67dd-515b-b553-400e866c272d
21d6edf8-67dd-515b-b553-400e866c272d,tg:lhbr:86034_#1,e22_Archives,1,,,,,,,,,,,isad:lh:37153,"dlod={""name"":""Brieven aan Felix Timmermans-Stichting"",""ark"":""ark:/24970/x0/e6ccac9c-ffe8-50d7-b280-164cd8fa6865"",""uri"":""/repositories/11/archival_objects/300038"",""id"":""isad:lh:37153"",""nameWithContext"":[""Briefwisseling"",""Thematisch: Archief van Felix Timmermans-Stichting"",""Brieven van Felix Timmermans-Stichting per correspondent""],""resourceName"":""Archief van Fernand Lambrechts"",""resourceArk"":""ark:/24970/x0/7518527e-e27f-5d48-b258-38073d6f6613"",""resourceURI"":""/repositories/11/resources/3804"",""resourceID"":""isad:lh:30731"",""capacity"":""Brieven aan Felix Timmermans-Stichting"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/e6ccac9c-ffe8-50d7-b280-164cd8fa6865,,,,,,,,,,,,,,,,,,,
21d6edf8-67dd-515b-b553-400e866c272d,tg:lhbr:86034_#1,e22_Items,1,,,,,,,,,,,,,,,,tg:lhbr:86034_#1,,isad:lh:37153,L 16136 / B,21d6edf8-67dd-515b-b553-400e866c272d,,,,,,,,,,,,
221a5433-4003-5449-8b94-5ddc9d13575e,tg:lhbr:105595_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:105595_#1,https://data.letterenhuis.be/ark:/24970/221a5433-4003-5449-8b94-5ddc9d13575e
221a5433-4003-5449-8b94-5ddc9d13575e,tg:lhbr:105595_#1,e22_AcquisitionNumbers,1,,,,43251/214,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
221a5433-4003-5449-8b94-5ddc9d13575e,tg:lhbr:105595_#1,e22_Acquisitions,1,tr:lh:2287,"dlod={""name"":""Archiefstukken van Jozef Muls"",""ark"":""ark:/24970/x0/0301db81-2591-52db-a433-976b7ea418c1"",""uri"":""/repositories/11/accessions/17787"",""id"":""tr:lh:2287"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/0301db81-2591-52db-a433-976b7ea418c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221a5433-4003-5449-8b94-5ddc9d13575e,tg:lhbr:105595_#1,e22_Archives,1,,,,,,,,,,,isad:lh:44839,"dlod={""name"":""Brieven aan Victor Thonet"",""ark"":""ark:/24970/x0/5bf41b5e-830a-526a-b18a-19f0037b8162"",""uri"":""/repositories/11/archival_objects/321101"",""id"":""isad:lh:44839"",""nameWithContext"":[""Briefwisseling"",""Brieven van Jozef Muls per correspondent""],""resourceName"":""Archief van Jozef Muls"",""resourceArk"":""ark:/24970/x0/3cf66646-7200-5506-91ac-1407c49fe705"",""resourceURI"":""/repositories/11/resources/4033"",""resourceID"":""isad:lh:118"",""capacity"":""Brieven aan Victor Thonet"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/5bf41b5e-830a-526a-b18a-19f0037b8162,,,,,,,,,,,,,,,,,,,
221a5433-4003-5449-8b94-5ddc9d13575e,tg:lhbr:105595_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:2287,tg:lhbr:105595_#1,43251/214,isad:lh:44839,M 896 / B,221a5433-4003-5449-8b94-5ddc9d13575e,,,,,,,,,,,,
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:261218_#1,https://data.letterenhuis.be/ark:/24970/221b797a-d806-579d-b3a6-e5088931a066
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,e22_Acquisitions,1,tr:lh:9770,"dlod={""name"":""Archief van Karel Jonckheere"",""ark"":""ark:/24970/x0/b36068c5-a323-5a15-9753-77bc019bb5b7"",""uri"":""/repositories/11/accessions/14814"",""id"":""tr:lh:9770"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b36068c5-a323-5a15-9753-77bc019bb5b7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,e22_Archives,1,,,,,,,,,,,isad:lh:149730,"dlod={""name"":""Brieven van Paul de Wispelaere"",""ark"":""ark:/24970/x0/7e77fda1-b602-58ba-837e-8c279df9ca09"",""uri"":""/repositories/11/archival_objects/216978"",""id"":""isad:lh:149730"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Karel Jonckheere per correspondent"",""Van Paul Wimmer tot Irène Zwolsman""],""resourceName"":""Archief van Karel Jonckheere"",""resourceArk"":""ark:/24970/x0/a2531375-d447-5fa2-a568-b15c5b737c46"",""resourceURI"":""/repositories/11/resources/2810"",""resourceID"":""isad:lh:189"",""capacity"":""Brieven van Paul de Wispelaere"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7e77fda1-b602-58ba-837e-8c279df9ca09,,,,,,,,,,,,,,,,,,,
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:9770,tg:lhbr:261218_#1,,isad:lh:149730,,221b797a-d806-579d-b3a6-e5088931a066,J 416 / 78,,,,,,,,,,,
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,ink,,,,,,,,
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,,,,,,,,,,,,,,J 416 / 78,,,,,,
221b797a-d806-579d-b3a6-e5088931a066,tg:lhbr:261218_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,
2253b25b-8d8a-5882-a2a6-1f2704552203,tg:lhbr:247030_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:247030_#1,https://data.letterenhuis.be/ark:/24970/2253b25b-8d8a-5882-a2a6-1f2704552203
2253b25b-8d8a-5882-a2a6-1f2704552203,tg:lhbr:247030_#1,e22_AnnotationsMaterial,1,,,,,,note.lhalg,"<p>Brieven aan Jos Philippen</p>
","<p>Brieven aan Jos Philippen</p>
",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,
2253b25b-8d8a-5882-a2a6-1f2704552203,tg:lhbr:247030_#1,e22_Archives,1,,,,,,,,,,,isad:lh:136086,"dlod={""name"":""Briefwisseling met  Europa [Diest]"",""ark"":""ark:/24970/x0/c796e4e9-4e6e-5055-b945-997dcca2fa98"",""uri"":""/repositories/11/archival_objects/235483"",""id"":""isad:lh:136086"",""nameWithContext"":[""Briefwisseling"",""Briefwisseling per correspondent"",""E""],""resourceName"":""Archief van Karel Vertommen"",""resourceArk"":""ark:/24970/x0/d812af2c-39de-5e8c-9f54-e01e8aca4090"",""resourceURI"":""/repositories/11/resources/3046"",""resourceID"":""isad:lh:74056"",""capacity"":""Briefwisseling met  Europa [Diest]"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/c796e4e9-4e6e-5055-b945-997dcca2fa98,,,,,,,,,,,,,,,,,,,
2253b25b-8d8a-5882-a2a6-1f2704552203,tg:lhbr:247030_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
2253b25b-8d8a-5882-a2a6-1f2704552203,tg:lhbr:247030_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,ts,,,,,,,,,,,,,,,,,,,,,,typewriting,,,
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:251040_#1,https://data.letterenhuis.be/ark:/24970/22779d44-4b71-57db-95ca-a6a7a62b05a4
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,e22_Acquisitions,1,tr:lh:3032,"dlod={""name"":""Nalatenschap van Emmanuel de Bom"",""ark"":""ark:/24970/x0/5329ed35-4876-5815-b90e-1e79ce712f0f"",""uri"":""/repositories/11/accessions/13243"",""id"":""tr:lh:3032"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/5329ed35-4876-5815-b90e-1e79ce712f0f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,e22_Archives,1,,,,,,,,,,,isad:lh:66627,"dlod={""name"":""Brieven van Johan van der Woude"",""ark"":""ark:/24970/x0/cd96e825-93ba-59b4-b6d8-c1bbdb7d4319"",""uri"":""/repositories/11/archival_objects/183159"",""id"":""isad:lh:66627"",""nameWithContext"":[""Briefwisseling"",""Brieven aan Emmanuel de Bom per correspondent"",""Correspondenten W""],""resourceName"":""Archief van Emmanuel de Bom"",""resourceArk"":""ark:/24970/x0/8de9b771-9a6d-5a9b-9aae-84e8cb0ef443"",""resourceURI"":""/repositories/11/resources/2352"",""resourceID"":""isad:lh:620"",""capacity"":""Brieven van Johan van der Woude"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/cd96e825-93ba-59b4-b6d8-c1bbdb7d4319,,,,,,,,,,,,,,,,,,,
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:3032,tg:lhbr:251040_#1,,isad:lh:66627,,22779d44-4b71-57db-95ca-a6a7a62b05a4,B 708 / 1356,,,,,,,,,,,
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,in,,,,,,,,,,,,,,,,,ink,,,,,,,,
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,,,,,,,,,,,,,,B 708 / 1356,,,,,,
22779d44-4b71-57db-95ca-a6a7a62b05a4,tg:lhbr:251040_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:239732_#1,https://data.letterenhuis.be/ark:/24970/228facf1-f641-51c3-8159-687b88366b3c
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_AcquisitionNumbers,1,,,,64925/12,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_Acquisitions,1,tr:lh:7063,"dlod={""name"":""Archief van Johan Daisne"",""ark"":""ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89"",""uri"":""/repositories/11/accessions/13909"",""id"":""tr:lh:7063"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/faefa56c-8abb-5f69-a91d-dca450804b89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_AnnotationsMaterial,1,,,,,,adm.note,+ doorslag definitieve brief,+ doorslag definitieve brief,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_Archives,1,,,,,,,,,,,isad:lh:107106,"dlod={""name"":""Brieven aan H.A.M. van der Heyden "",""ark"":""ark:/24970/x0/8be42222-4da7-5f3a-898d-ebc5ebc2de16"",""uri"":""/repositories/11/archival_objects/231733"",""id"":""isad:lh:107106"",""nameWithContext"":[""Briefwisseling"",""Brieven van Johan Daisne per correspondent""],""resourceName"":""Archief van Johan Daisne"",""resourceArk"":""ark:/24970/x0/8f90638d-2a16-59ec-b4c4-2ed47829a0b3"",""resourceURI"":""/repositories/11/resources/2982"",""resourceID"":""isad:lh:305"",""capacity"":""Brieven aan H.A.M. van der Heyden "",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/8be42222-4da7-5f3a-898d-ebc5ebc2de16,,,,,,,,,,,,,,,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_Items,1,,,,,,,,,,,,,,,tr:lh:7063,tg:lhbr:239732_#1,64925/12,isad:lh:107106,D 125 / B,228facf1-f641-51c3-8159-687b88366b3c,,+ doorslag definitieve brief,,,,,,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_Materials,1,,,,,,kenmerken.lhschrijfhs,bi,,,,,,,,,,,,,,,,,ball-point pens,,,,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_ObjectTypes,1,,,,,,kenmerken.lhtypebr,brbe,,,,,,,,,,,,,,,,,,letters (correspondence),,,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_OtherIdentifiers,1,,,,,,,,,,,,,,,,,,,,,,,,,,,+ doorslag definitieve brief,,,,,
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,e22_ProductionTechniques,1,,,,,,kenmerken.lhtypohs,hs,,,,,,,,,,,,,,,,,,,,,,handwriting,,,
22f30b31-9f73-5847-b30f-4792ec1a283e,tg:lhbr:216498_#1,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhbr:216498_#1,https://data.letterenhuis.be/ark:/24970/22f30b31-9f73-5847-b30f-4792ec1a283e
22f30b31-9f73-5847-b30f-4792ec1a283e,tg:lhbr:216498_#1,e22_AcquisitionNumbers,1,,,,200358/55,aanwinst nummer,,,,,,,,,,,,,,,,,,,,,,,,,,,
22f30b31-9f73-5847-b30f-4792ec1a283e,tg:lhbr:216498_#1,e22_Acquisitions,1,tr:lh:7701,"dlod={""name"":""Archief van Leo Geerts"",""ark"":""ark:/24970/x0/a82c35e3-96c9-57a3-8cee-a38863c2ad30"",""uri"":""/repositories/11/accessions/17632"",""id"":""tr:lh:7701"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/a82c35e3-96c9-57a3-8cee-a38863c2ad30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
