Object Number,Record Type,URL,ResourceID,Reference Number,Status,Format Dimension,Page Numbers,Page Type,Sheet Numbers,Format Type,Status,Sheeet Type,Group or individual,Typescripts used,Writing style,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhdc:3608,Document,https://anet.be/record/opaclhobj/tg:lhdc:3608/N,5b0dbf03-1f1f-5b0b-adf2-d55b8ac168f9,BE-ANN07/dc/000003486,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5b0dbf03-1f1f-5b0b-adf2-d55b8ac168f9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1635,Document,https://anet.be/record/opaclhobj/tg:lhdc:1635/N,61388f3d-84eb-530f-9fd9-b5c6965c46a6,BE-ANN07/dc/000001532,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/61388f3d-84eb-530f-9fd9-b5c6965c46a6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4437,Document,https://anet.be/record/opaclhobj/tg:lhdc:4437/N,83ed5199-10a7-5cc7-aec9-4de0406f3397,BE-ANN07/dc/000004311,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/83ed5199-10a7-5cc7-aec9-4de0406f3397'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:600,Document,https://anet.be/record/opaclhobj/tg:lhdc:600/N,50b1b269-9a9d-5720-bcac-aee934ae0c3d,BE-ANN07/dc/000000533,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/50b1b269-9a9d-5720-bcac-aee934ae0c3d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2449,Document,https://anet.be/record/opaclhobj/tg:lhdc:2449/N,1e755052-9926-545f-a25f-667474cf7ad8,BE-ANN07/dc/000002341,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1e755052-9926-545f-a25f-667474cf7ad8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:2019,Document,https://anet.be/record/opaclhobj/tg:lhdc:2019/N,1598f01e-1dab-58f3-98c1-c320c8c93fdc,BE-ANN07/dc/000001912,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1598f01e-1dab-58f3-98c1-c320c8c93fdc'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4122,Document,https://anet.be/record/opaclhobj/tg:lhdc:4122/N,e67b150c-2e82-5bfb-8bbd-a628f82edf9d,BE-ANN07/dc/000003997,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e67b150c-2e82-5bfb-8bbd-a628f82edf9d'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:315,Document,https://anet.be/record/opaclhobj/tg:lhdc:315/N,8a9be4a0-996a-596b-8b7b-230a53588ebe,BE-ANN07/dc/000000261,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8a9be4a0-996a-596b-8b7b-230a53588ebe'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1320,Document,https://anet.be/record/opaclhobj/tg:lhdc:1320/N,4a69fa54-73c7-5eea-8633-45804bffad2c,BE-ANN07/dc/000001225,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4a69fa54-73c7-5eea-8633-45804bffad2c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4572,Document,https://anet.be/record/opaclhobj/tg:lhdc:4572/N,c2df4af1-5be8-5fa2-819c-6f9ca2e30bc8,BE-ANN07/dc/000004446,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c2df4af1-5be8-5fa2-819c-6f9ca2e30bc8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:745,Document,https://anet.be/record/opaclhobj/tg:lhdc:745/N,648f786f-b838-5680-80df-fb65c39324a7,BE-ANN07/dc/000000674,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/648f786f-b838-5680-80df-fb65c39324a7'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1770,Document,https://anet.be/record/opaclhobj/tg:lhdc:1770/N,76191c82-7b87-5ef7-bd60-88864d206a7b,BE-ANN07/dc/000001665,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/76191c82-7b87-5ef7-bd60-88864d206a7b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:4088,Document,https://anet.be/record/opaclhobj/tg:lhdc:4088/N,43f69912-dd09-5448-b554-dd02b848b6d0,BE-ANN07/dc/000003963,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/43f69912-dd09-5448-b554-dd02b848b6d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhdc:1567,Document,https://anet.be/record/opaclhobj/tg:lhdc:1567/N,24c7d628-f50c-5c05-a2d5-9c6d857df038,BE-ANN07/dc/000001464,,,,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/24c7d628-f50c-5c05-a2d5-9c6d857df038'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:3721,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:3721/N,5afeb490-cc8e-57e9-a983-92e3cbe01821,BE-ANN07/hs/000003566,Handgeschreven,"27,7 x 21,9",4,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/5afeb490-cc8e-57e9-a983-92e3cbe01821'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:2833,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:2833/N,d60b5c1f-8e9c-529a-96e5-e517a2d14757,BE-ANN07/hs/000002700,Handgeschreven,"27,6 x 21,5",12,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d60b5c1f-8e9c-529a-96e5-e517a2d14757'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:13232,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:13232/N,d1346b06-06c9-5cd9-be9c-2e0853cfb994,BE-ANN07/hs/000012662,Handgeschreven,"27,1 x 21,1",3,,3,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d1346b06-06c9-5cd9-be9c-2e0853cfb994'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:729,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:729/N,3f9411db-812d-5e1b-bf65-dc2a94d7c248,BE-ANN07/hs/000000675,Getypt,"27,5 x 21,5 cm",3,,3,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3f9411db-812d-5e1b-bf65-dc2a94d7c248'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:16030,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:16030/N,09ef6e56-46fd-54dd-aa9b-2ac90a298d32,BE-ANN07/hs/000015274,Getypt,"29,5 x 21",18,,18,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/09ef6e56-46fd-54dd-aa9b-2ac90a298d32'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:6523,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:6523/N,6590b326-525f-569f-a17a-d21202abc47a,BE-ANN07/hs/000006337,Verbeterd Typoscript,"31,0 x 21,4",20,,24,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6590b326-525f-569f-a17a-d21202abc47a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:6489,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:6489/N,782d17f9-dfac-5e90-9378-e15be88c2b68,BE-ANN07/hs/000006303,Handgeschreven,"22,2 x 17,3",40,,30,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/782d17f9-dfac-5e90-9378-e15be88c2b68'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:3371,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:3371/N,d54f61aa-638a-5cd6-a511-682a8c70a2c0,BE-ANN07/hs/000003227,Getypt,"27,5 x 21",1,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d54f61aa-638a-5cd6-a511-682a8c70a2c0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:683,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:683/N,bde477b9-7c4d-5ebe-81ec-09b31012da0a,BE-ANN07/hs/000000630,Handgeschreven,"20,4 x 31,4",,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bde477b9-7c4d-5ebe-81ec-09b31012da0a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:12970,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:12970/N,44cc7649-6db9-50d1-a4eb-f5673cab8ed1,BE-ANN07/hs/000012406,Getypt,22 x 28,11,,11,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/44cc7649-6db9-50d1-a4eb-f5673cab8ed1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:20801,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:20801/N,e17ad8dc-b129-585d-9150-3ee98656fc63,BE-ANN07/hs/000019830,,"21X 29,5",5,,5,,Outprint,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e17ad8dc-b129-585d-9150-3ee98656fc63'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:379,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:379/N,7c693e1c-a038-5f44-974e-7660045f0589,BE-ANN07/hs/000000353,Verbeterd Typoscript,"21,5 x 27,5",,,2,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7c693e1c-a038-5f44-974e-7660045f0589'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:16460,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:16460/N,d25f5f96-a383-5b98-ac99-4c37f63a4adf,BE-ANN07/hs/000015679,Handgeschreven,"21 x 16,5",6,,12,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d25f5f96-a383-5b98-ac99-4c37f63a4adf'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:13398,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:13398/N,158540f7-ee20-557b-9154-eb94a02cb69b,BE-ANN07/hs/000012826,Verbeterd Typoscript,"21 x 29,7",4,,4,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/158540f7-ee20-557b-9154-eb94a02cb69b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:19795,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:19795/N,dfd8bc5b-a20e-517e-8781-20f6b3c29b32,BE-ANN07/hs/000018860,Handgeschreven,"10,9 x 8,9",50,,30,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dfd8bc5b-a20e-517e-8781-20f6b3c29b32'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:6173,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:6173/N,1dc34227-2c53-5c35-ae88-c42821ac6483,BE-ANN07/hs/000005987,Verbeterd Typoscript,"27,4 x 21,5",1,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/1dc34227-2c53-5c35-ae88-c42821ac6483'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:18887,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:18887/N,6d97b1f3-e7b4-5d37-8a38-373a3c888c55,BE-ANN07/hs/000017979,Verbeterd Typoscript,"29,7 x 21",38,,38,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6d97b1f3-e7b4-5d37-8a38-373a3c888c55'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:2999,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:2999/N,ef8308b5-7f9e-5e62-b04c-8e5dffc291d0,BE-ANN07/hs/000002861,Verbeterd Typoscript,"29,7 x 21",,,3,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ef8308b5-7f9e-5e62-b04c-8e5dffc291d0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:2130,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:2130/N,6e14d3be-a1ee-5320-879b-3ad23373be13,BE-ANN07/hs/000002046,Verbeterd Typoscript,"27,7 x 21,0",25,,25,Maximum,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6e14d3be-a1ee-5320-879b-3ad23373be13'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:12423,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:12423/N,d9566016-9591-5149-8dbb-2fdb82c419de,BE-ANN07/hs/000011878,Handgeschreven,275x215,7,Circa,7,Maximum,,Circa,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d9566016-9591-5149-8dbb-2fdb82c419de'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:17621,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:17621/N,99699b6b-a319-5fa6-9d55-3bf41ed54def,BE-ANN07/hs/000016761,Getypt,,12,,13,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/99699b6b-a319-5fa6-9d55-3bf41ed54def'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:20552,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:20552/N,69eebb8e-d5c7-5e01-abc8-619d1a3b139b,BE-ANN07/hs/000019601,Verbeterd Typoscript,"21 X 29,5",,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/69eebb8e-d5c7-5e01-abc8-619d1a3b139b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:16933,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:16933/N,e12f60d9-42f8-5c6e-a3e5-db71229eeb07,BE-ANN07/hs/000016133,Handgeschreven,"21,2 x 13,5 cm",1,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e12f60d9-42f8-5c6e-a3e5-db71229eeb07'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:7332,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:7332/N,cc357418-e907-57dc-bdbf-1df6c8f1ed33,BE-ANN07/hs/000007144,Verbeterd Typoscript,"27,3 x 21,5",10,,10,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cc357418-e907-57dc-bdbf-1df6c8f1ed33'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:7298,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:7298/N,a6aa35c8-afd2-5060-837f-8f6d9f2f1aef,BE-ANN07/hs/000007110,Verbeterd Typoscript,"26,7 x 20,4",1,,,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a6aa35c8-afd2-5060-837f-8f6d9f2f1aef'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:2560,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:2560/N,e76152a1-6ed2-5abd-b108-8c7c6f068e86,BE-ANN07/hs/000002465,Verbeterd Typoscript,"33,5 x 21,4",107,Circa,107,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e76152a1-6ed2-5abd-b108-8c7c6f068e86'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:12073,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:12073/N,6446a276-6138-5707-8ac7-5cad04be4a51,BE-ANN07/hs/000011548,Handgeschreven,220x140,230,,230,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6446a276-6138-5707-8ac7-5cad04be4a51'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:16899,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:16899/N,601737a6-271f-518a-a1f4-b74dc13efcf0,BE-ANN07/hs/000016101,Handgeschreven,"21,5 x 13,5",3,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/601737a6-271f-518a-a1f4-b74dc13efcf0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:20102,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:20102/N,f726911f-4124-53db-b8cc-c288d1d1b3e8,BE-ANN07/hs/000019164,Getypt,"27,5 x 21,6",10,,10,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f726911f-4124-53db-b8cc-c288d1d1b3e8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:17271,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:17271/N,af8a767b-6220-5f7d-85b2-90aff6a9d199,BE-ANN07/hs/000016451,Handgeschreven,"21,2 x 13,5",154,,154,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/af8a767b-6220-5f7d-85b2-90aff6a9d199'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:12589,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:12589/N,aae9a626-8693-5155-ad9b-d590379a7f53,BE-ANN07/hs/000012041,Getypt,274x209,1,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/aae9a626-8693-5155-ad9b-d590379a7f53'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:8497,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:8497/N,ab70cbd0-9491-58ed-a055-4ba93921b57b,BE-ANN07/hs/000008291,Verbeterd Typoscript,"29,7 x 21",6,,6,,Doorslag,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ab70cbd0-9491-58ed-a055-4ba93921b57b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:18184,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:18184/N,f37ef15b-f7e5-5972-b71a-1a6229227e87,BE-ANN07/hs/000017297,Verbeterd Typoscript,"29,7 x 21",39,,39,,Fotokopie,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/f37ef15b-f7e5-5972-b71a-1a6229227e87'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:7762,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:7762/N,b6bf9963-1e2b-5b55-bfd2-e67337fe47f9,BE-ANN07/hs/000007572,Handgeschreven,"20,9 x 13,6",1,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b6bf9963-1e2b-5b55-bfd2-e67337fe47f9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:6870,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:6870/N,b0528a6f-fa42-5b27-bc0d-24d8b4bf95a8,BE-ANN07/hs/000006682,Handgeschreven,"18,6 x 14,8",187,Circa,110,,,Circa,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b0528a6f-fa42-5b27-bc0d-24d8b4bf95a8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:15759,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:15759/N,9dbe167c-8f5c-5812-9770-ff7762926de0,BE-ANN07/hs/000015007,Handgeschreven,27 x 22,160,,150,,,Circa,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9dbe167c-8f5c-5812-9770-ff7762926de0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:17764,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:17764/N,7dbce934-61c1-5e86-936c-24c2900f472e,BE-ANN07/hs/000016901,Handgeschreven,29 x 20,1,,1,,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7dbce934-61c1-5e86-936c-24c2900f472e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhhs:8182,Handschrift,https://anet.be/record/opaclhobj/tg:lhhs:8182/N,a70f76cb-fded-5b93-b517-9136434111e1,BE-ANN07/hs/000007987,Handgeschreven,"26,8 x 20,9",11,,9,Maximum,,,,,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a70f76cb-fded-5b93-b517-9136434111e1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
