Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,Archive Brocade ID,Archive Widget,Archive Identifier,source_field,Dimension Source Note,Dimension Value,Dimension Type,Dimension Measurement Unit,Illustration URL,Illustration Type,Archive Note,Legacy Information Value,Legacy Information Type,Legacy Information Published,source_code,Object Type,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Widget,Entity Identifier,Visual ISAAR Brocade ID,Visual Actor Role,Visual Actor Widget,Visual Actor Identifier,Brocade Production Actor ID,Production Actor Role,Production Actor Widget,Production Actor Identifier,Start Date
,,839033c8-e69d-5629-948b-144adfab957f,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,BE-ANN00/ph/000000003,referentienummer,False,,,,,,,,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,tg:mpmph:11,brocade id,False,,,,,,,,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:11/N,brocade url,False,,,,,,,,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,1,ObjectTypes,tg:mpmph:11,,,,kenmerken.mpmtypeph,,,,,,,,,,,ZP,black-and-white photographs,,,,,,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,2,OriginalBrocade,tg:mpmph:11,,,,,,,,,,,,,,,,,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),"dlod={""id"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""brocadeID"":""au::5346"",""archivesSpaceID"":""/agents/people/55242"",""name"":""Jan Denucé"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,3,OriginalBrocade,tg:mpmph:11,,,,,,,,,,,,,,,,,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),"dlod={""id"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""brocadeID"":""au::13050"",""archivesSpaceID"":""/agents/people/93744"",""name"":""Adolf Molter"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,4,OriginalBrocade,tg:mpmph:11,,,,,,,,,,,,,,,,,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),"dlod={""id"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""brocadeID"":""au::2268"",""archivesSpaceID"":""/agents/people/75531"",""name"":""Emmanuel de Bom"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,5,OriginalBrocade,tg:mpmph:11,,,,,,,,,,,,,,,,,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),"dlod={""id"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""brocadeID"":""au::2561"",""archivesSpaceID"":""/agents/people/85762"",""name"":""Herman F. Bouchery"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,6,OriginalBrocade,tg:mpmph:11,,,,,,,,,,,,,,,,,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,"dlod={""id"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""brocadeID"":""au::16015"",""archivesSpaceID"":""/agents/people/60147"",""name"":""Max Rooses"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,1,ProductionActors,tg:mpmph:11,,,,,,,,,,,,,,,,,83a38e7a-7fb6-505f-b735-35e89b0c47d7,,,,,,,,,au::7150,photographers,"dlod={""id"":""ark:/83110/x0/83a38e7a-7fb6-505f-b735-35e89b0c47d7"",""brocadeID"":""au::7150"",""archivesSpaceID"":""/agents/corporate_entities/24417"",""name"":""Gazet van Antwerpen"",""nameWithContext"":[""GVA""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/83a38e7a-7fb6-505f-b735-35e89b0c47d7,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,7,ProductionActors,tg:mpmph:11,,,,,,,,,,,,,,,,,42798d8a-4823-5ee0-95af-a23264d6dc00,,,,,,,,,au::13308,originators (administrative),"dlod={""id"":""ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00"",""brocadeID"":""au::13308"",""archivesSpaceID"":""/agents/corporate_entities/24945"",""name"":""Museum Plantin-Moretus"",""nameWithContext"":[""MPM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00,
,,839033c8-e69d-5629-948b-144adfab957f,,,,,,ProductionTimeSpans,tg:mpmph:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-07-15
,,839033c8-e69d-5629-948b-144adfab957f,,,,,1,VisualContent,tg:mpmph:11,,,,,,,,,,,,,,,,,83a38e7a-7fb6-505f-b735-35e89b0c47d7,,,,,au::7150,photographers,"dlod={""id"":""ark:/83110/x0/83a38e7a-7fb6-505f-b735-35e89b0c47d7"",""brocadeID"":""au::7150"",""archivesSpaceID"":""/agents/corporate_entities/24417"",""name"":""Gazet van Antwerpen"",""nameWithContext"":[""GVA""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/83a38e7a-7fb6-505f-b735-35e89b0c47d7,,,,,
tg:mpmph:15,Foto's,b779d048-874d-5380-96a7-853bb262031e,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/b779d048-874d-5380-96a7-853bb262031e,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,Archives,tg:mpmph:15,isad:mpm:661,"dlod={""id"":""ark:/11975/x0/64cccfd7-23b3-58cd-b3c6-790a88a1b0a0"",""brocadeID"":""isad:mpm:661"",""archivesSpaceID"":""/repositories/10/archival_objects/225375"",""name"":""Max Rooses herdacht 1939"",""resourceName"":""Archief van Museum Plantin-Moretus"",""resourceID"":""/repositories/10/resources/2910"",""resourceArk"":""ark:/11975/x0/373dd14a-a9b1-590c-a247-2fa8e5e2bb84"",""capacity"":""Max Rooses herdacht 1939"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/64cccfd7-23b3-58cd-b3c6-790a88a1b0a0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,DimensionSourceNotes,tg:mpmph:15,,,,kenmerken.mpmformatph,94 x 153,,,,,,,,,,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,,Dimensions,tg:mpmph:15,,,,kenmerken.mpmformatph,,940.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,,Dimensions,tg:mpmph:15,,,,kenmerken.mpmformatph,,1530.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,Images,tg:mpmph:15,,,,ill.lowres,,,,,https://anet.be/docstore/d:mpmdoc:3104,Lage resolutie,,,,,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,Items,tg:mpmph:15,,,,,,,,,,,isad:mpm:661,,,,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,BE-ANN00/ph/000000007,referentienummer,False,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,tg:mpmph:15,brocade id,False,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:15/N,brocade url,False,,,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,ObjectTypes,tg:mpmph:15,,,,kenmerken.mpmtypeph,,,,,,,,,,,ZP,black-and-white photographs,,,,,,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,2,OriginalBrocade,tg:mpmph:15,,,,,,,,,,,,,,,,,44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,au::5193,subjects (content of works),"dlod={""id"":""ark:/83110/x0/44ccc7c3-1ff2-51fc-b9eb-eff787b82f68"",""brocadeID"":""au::5193"",""archivesSpaceID"":""/agents/people/62019"",""name"":""Ary J.J. Delen"",""nameWithContext"":[""Louis van Loo""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,3,OriginalBrocade,tg:mpmph:15,,,,,,,,,,,,,,,,,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),"dlod={""id"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""brocadeID"":""au::13050"",""archivesSpaceID"":""/agents/people/93744"",""name"":""Adolf Molter"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,4,OriginalBrocade,tg:mpmph:15,,,,,,,,,,,,,,,,,10ebd5d8-30f1-5d73-8c23-6ab8823074b4,au::17300,subjects (content of works),"dlod={""id"":""ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4"",""brocadeID"":""au::17300"",""archivesSpaceID"":""/agents/people/62239"",""name"":""Jules Somers"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/10ebd5d8-30f1-5d73-8c23-6ab8823074b4,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,5,OriginalBrocade,tg:mpmph:15,,,,,,,,,,,,,,,,,71ca2581-51b6-55b5-b224-c40e31c5d6dd,au::21603,subjects (content of works),"dlod={""id"":""ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd"",""brocadeID"":""au::21603"",""archivesSpaceID"":""/agents/people/66304"",""name"":""Frans Wittemans"",""nameWithContext"":[""Hermes""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/71ca2581-51b6-55b5-b224-c40e31c5d6dd,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,6,OriginalBrocade,tg:mpmph:15,,,,,,,,,,,,,,,,,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,"dlod={""id"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""brocadeID"":""au::16015"",""archivesSpaceID"":""/agents/people/60147"",""name"":""Max Rooses"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,ProductionActors,tg:mpmph:15,,,,,,,,,,,,,,,,,d2a1e3ec-f60a-5b72-a987-a56132888428,,,,,,,,,au::4838,photographers,"dlod={""id"":""ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428"",""brocadeID"":""au::4838"",""archivesSpaceID"":""/agents/corporate_entities/15455"",""name"":""De Dag [Dagblad]"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,7,ProductionActors,tg:mpmph:15,,,,,,,,,,,,,,,,,42798d8a-4823-5ee0-95af-a23264d6dc00,,,,,,,,,au::13308,originators (administrative),"dlod={""id"":""ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00"",""brocadeID"":""au::13308"",""archivesSpaceID"":""/agents/corporate_entities/24945"",""name"":""Museum Plantin-Moretus"",""nameWithContext"":[""MPM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00,
,,b779d048-874d-5380-96a7-853bb262031e,,,,,,ProductionTimeSpans,tg:mpmph:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-07-15
,,b779d048-874d-5380-96a7-853bb262031e,,,,,1,VisualContent,tg:mpmph:15,,,,,,,,,,,,,,,,,d2a1e3ec-f60a-5b72-a987-a56132888428,,,,,au::4838,photographers,"dlod={""id"":""ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428"",""brocadeID"":""au::4838"",""archivesSpaceID"":""/agents/corporate_entities/15455"",""name"":""De Dag [Dagblad]"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d2a1e3ec-f60a-5b72-a987-a56132888428,,,,,
tg:mpmph:13,Foto's,de60bf3e-8106-5377-b9d7-dfd48da0c477,Museum Plantin-Moretus,https://data.museumplantinmoretus.be/ark:/11975/de60bf3e-8106-5377-b9d7-dfd48da0c477,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,Archives,tg:mpmph:13,isad:mpm:661,"dlod={""id"":""ark:/11975/x0/64cccfd7-23b3-58cd-b3c6-790a88a1b0a0"",""brocadeID"":""isad:mpm:661"",""archivesSpaceID"":""/repositories/10/archival_objects/225375"",""name"":""Max Rooses herdacht 1939"",""resourceName"":""Archief van Museum Plantin-Moretus"",""resourceID"":""/repositories/10/resources/2910"",""resourceArk"":""ark:/11975/x0/373dd14a-a9b1-590c-a247-2fa8e5e2bb84"",""capacity"":""Max Rooses herdacht 1939"",""isCapacity"":true,""orgID"":""mpm"",""suggestType"":""archiveobject""}",ark:/11975/x0/64cccfd7-23b3-58cd-b3c6-790a88a1b0a0,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,DimensionSourceNotes,tg:mpmph:13,,,,kenmerken.mpmformatph,112 x 175,,,,,,,,,,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,,Dimensions,tg:mpmph:13,,,,kenmerken.mpmformatph,,1120.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,,Dimensions,tg:mpmph:13,,,,kenmerken.mpmformatph,,1750.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,Images,tg:mpmph:13,,,,ill.lowres,,,,,https://anet.be/docstore/d:mpmdoc:3102,Lage resolutie,,,,,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,Items,tg:mpmph:13,,,,,,,,,,,isad:mpm:661,,,,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,LegacyInformation,,,,,id.objectNumber,,,,,,,,BE-ANN00/ph/000000005,referentienummer,False,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,LegacyInformation,,,,,brocade.id,,,,,,,,tg:mpmph:13,brocade id,False,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,LegacyInformation,,,,,brocade.url,,,,,,,,https://anet.be/record/opacmpmobj/tg:mpmph:13/N,brocade url,False,,,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,ObjectTypes,tg:mpmph:13,,,,kenmerken.mpmtypeph,,,,,,,,,,,ZP,black-and-white photographs,,,,,,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,2,OriginalBrocade,tg:mpmph:13,,,,,,,,,,,,,,,,,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),"dlod={""id"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""brocadeID"":""au::2561"",""archivesSpaceID"":""/agents/people/85762"",""name"":""Herman F. Bouchery"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,3,OriginalBrocade,tg:mpmph:13,,,,,,,,,,,,,,,,,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),"dlod={""id"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""brocadeID"":""au::13050"",""archivesSpaceID"":""/agents/people/93744"",""name"":""Adolf Molter"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,4,OriginalBrocade,tg:mpmph:13,,,,,,,,,,,,,,,,,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),"dlod={""id"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""brocadeID"":""au::5346"",""archivesSpaceID"":""/agents/people/55242"",""name"":""Jan Denucé"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,5,OriginalBrocade,tg:mpmph:13,,,,,,,,,,,,,,,,,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),"dlod={""id"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""brocadeID"":""au::2268"",""archivesSpaceID"":""/agents/people/75531"",""name"":""Emmanuel de Bom"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,6,OriginalBrocade,tg:mpmph:13,,,,,,,,,,,,,,,,,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,"dlod={""id"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""brocadeID"":""au::16015"",""archivesSpaceID"":""/agents/people/60147"",""name"":""Max Rooses"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,,,,,,,,,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,ProductionActors,tg:mpmph:13,,,,,,,,,,,,,,,,,30f37147-b9b1-593a-94ac-a6372ac4c037,,,,,,,,,au::20562,photographers,"dlod={""id"":""ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037"",""brocadeID"":""au::20562"",""archivesSpaceID"":""/agents/corporate_entities/18672"",""name"":""De Volksgazet"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,7,ProductionActors,tg:mpmph:13,,,,,,,,,,,,,,,,,42798d8a-4823-5ee0-95af-a23264d6dc00,,,,,,,,,au::13308,originators (administrative),"dlod={""id"":""ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00"",""brocadeID"":""au::13308"",""archivesSpaceID"":""/agents/corporate_entities/24945"",""name"":""Museum Plantin-Moretus"",""nameWithContext"":[""MPM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42798d8a-4823-5ee0-95af-a23264d6dc00,
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,,ProductionTimeSpans,tg:mpmph:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939-07-15
,,de60bf3e-8106-5377-b9d7-dfd48da0c477,,,,,1,VisualContent,tg:mpmph:13,,,,,,,,,,,,,,,,,30f37147-b9b1-593a-94ac-a6372ac4c037,,,,,au::20562,photographers,"dlod={""id"":""ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037"",""brocadeID"":""au::20562"",""archivesSpaceID"":""/agents/corporate_entities/18672"",""name"":""De Volksgazet"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037,,,,,
