ResourceID,mmb_id_mat,card,order,au_code,au_name,Production Actor Role,Production Actor Note,Production Actor Widget
4c77ea5e-fc28-5c24-8cd9-3aa03c9c9d1c,tg:mmbbr:117_#1,e22_ProductionActors,1,au::115610:1,"Bogaert, H. P. M. van den",briefschrijver,"No match for au::115610, briefschrijver, Bogaert, H. P. M. van den",
4c77ea5e-fc28-5c24-8cd9-3aa03c9c9d1c,tg:mmbbr:117_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
d8a29c14-8666-5e49-8e33-b8dd1bc71032,tg:mmbbr:118_#1,e22_ProductionActors,1,,"Lejeune, A. ",briefschrijver,"No au_code for briefschrijver, Lejeune, A. ",
d8a29c14-8666-5e49-8e33-b8dd1bc71032,tg:mmbbr:118_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
d125de91-3940-5c76-8739-882212df95af,tg:mmbbr:119_#1,e22_ProductionActors,1,au::115781:1,"Hoeken, Michel",briefschrijver,"No match for au::115781, briefschrijver, Hoeken, Michel",
d125de91-3940-5c76-8739-882212df95af,tg:mmbbr:119_#1,e22_ProductionActors,2,au::115780:1,"Jansen, Gerard",briefschrijver,"No match for au::115780, briefschrijver, Jansen, Gerard",
d125de91-3940-5c76-8739-882212df95af,tg:mmbbr:119_#1,e22_ProductionActors,3,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
1fc33147-3024-5b51-9dcd-01f34aca1cb7,tg:mmbbr:120_#1,e22_ProductionActors,1,au::115637:1,"Renard-Soubre, Fernand",briefschrijver,"No match for au::115637, briefschrijver, Renard-Soubre, Fernand",
1fc33147-3024-5b51-9dcd-01f34aca1cb7,tg:mmbbr:120_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
27ef8e65-077d-54e5-8fb4-1dce4603ad73,tg:mmbbr:121_#1,e22_ProductionActors,1,au::115638:1,"Dehaisnes, Chrétien",briefschrijver,"No match for au::115638, briefschrijver, Dehaisnes, Chrétien",
27ef8e65-077d-54e5-8fb4-1dce4603ad73,tg:mmbbr:121_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
2c902660-8da0-52fc-b444-ae97877ac5b7,tg:mmbbr:122_#1,e22_ProductionActors,1,,"Lejeune, A. ",briefschrijver,"No au_code for briefschrijver, Lejeune, A. ",
2c902660-8da0-52fc-b444-ae97877ac5b7,tg:mmbbr:122_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
74e2f541-94bf-5c1c-ae8f-afa6079a6de1,tg:mmbbr:123_#1,e22_ProductionActors,1,au::21590:1,"Witte, Alphonse de",briefschrijver,,"dlod={""suggest"":[""/agents/people/2310130"",""au::21590"",""au::21590:1"",""ark:/83110/x0/952d9d88-67cc-5b15-a77f-c70a96488c5c"",""Alphonse de Witte""],""name"":""Alphonse de Witte"",""ark"":""ark:/83110/x0/952d9d88-67cc-5b15-a77f-c70a96488c5c"",""uri"":""/agents/people/2310130"",""id"":""au::21590:1"",""isCapacity"":false}"
74e2f541-94bf-5c1c-ae8f-afa6079a6de1,tg:mmbbr:123_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
f686552a-9a9d-5016-b14d-b1d7bbf2b435,tg:mmbbr:124_#1,e22_ProductionActors,1,au::5045:1,"Deckers, Frans",briefschrijver,,"dlod={""suggest"":[""/agents/people/539815"",""au::5045"",""au::5045:1"",""ark:/83110/x0/6bb375f8-b5eb-5e7b-beb0-9fc41599fc81"",""Frans Deckers""],""name"":""Frans Deckers"",""ark"":""ark:/83110/x0/6bb375f8-b5eb-5e7b-beb0-9fc41599fc81"",""uri"":""/agents/people/539815"",""id"":""au::5045:1"",""isCapacity"":false}"
f686552a-9a9d-5016-b14d-b1d7bbf2b435,tg:mmbbr:124_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
8a1e3f9e-3aba-5312-84ab-3a9b55dee103,tg:mmbbr:125_#1,e22_ProductionActors,1,au::16839:1,"Serrure, Constant Antoon",briefschrijver,,"dlod={""suggest"":[""/agents/people/1801773"",""au::16839"",""au::16839:1"",""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""Constant Antoon Serrure""],""name"":""Constant Antoon Serrure"",""ark"":""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""uri"":""/agents/people/1801773"",""id"":""au::16839:1"",""isCapacity"":false}"
8a1e3f9e-3aba-5312-84ab-3a9b55dee103,tg:mmbbr:125_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
e3b761ef-ac68-50bf-a456-aea7f709a1c2,tg:mmbbr:126_#1,e22_ProductionActors,1,,"Cortvrindt, Sévérin",briefschrijver,"No au_code for briefschrijver, Cortvrindt, Sévérin",
e3b761ef-ac68-50bf-a456-aea7f709a1c2,tg:mmbbr:126_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
bf998f8d-16a3-5682-81b1-86e1f897f385,tg:mmbbr:127_#1,e22_ProductionActors,1,au::115640:1,"Jaminé, Germain",briefschrijver,"No match for au::115640, briefschrijver, Jaminé, Germain",
bf998f8d-16a3-5682-81b1-86e1f897f385,tg:mmbbr:127_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
1ae70f3b-29a0-579d-bd56-cdc2ccd7a90a,tg:mmbbr:128_#1,e22_ProductionActors,1,au::115641:1,"Theys, Joannes Josephus",briefschrijver,"No match for au::115641, briefschrijver, Theys, Joannes Josephus",
1ae70f3b-29a0-579d-bd56-cdc2ccd7a90a,tg:mmbbr:128_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
36fb317c-7981-5fc4-82c3-7de07944dbba,tg:mmbbr:129_#1,e22_ProductionActors,1,au::115642:1,"Moorthamers, Louis",briefschrijver,"No match for au::115642, briefschrijver, Moorthamers, Louis",
36fb317c-7981-5fc4-82c3-7de07944dbba,tg:mmbbr:129_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
40c32e64-7016-53f4-95d6-cf203e6af2c5,tg:mmbbr:130_#1,e22_ProductionActors,1,au::115643:1,"Peeters, Pierre ",briefschrijver,"No match for au::115643, briefschrijver, Peeters, Pierre ",
40c32e64-7016-53f4-95d6-cf203e6af2c5,tg:mmbbr:130_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
784e43ec-dd22-5686-b209-d92ac35880f9,tg:mmbbr:131_#1,e22_ProductionActors,1,au::115640:1,"Jaminé, Germain",briefschrijver,"No match for au::115640, briefschrijver, Jaminé, Germain",
784e43ec-dd22-5686-b209-d92ac35880f9,tg:mmbbr:131_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
4d7f453b-b473-58ca-bab6-b959274d21bd,tg:mmbbr:132_#1,e22_ProductionActors,1,,"Hamburger, L. & L.",briefschrijver,"No au_code for briefschrijver, Hamburger, L. & L.",
4d7f453b-b473-58ca-bab6-b959274d21bd,tg:mmbbr:132_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
a132366a-6275-52ac-b74c-c2daecd2dafc,tg:mmbbr:133_#1,e22_ProductionActors,1,au::115644:1,"Forrer, Robert",briefschrijver,"No match for au::115644, briefschrijver, Forrer, Robert",
a132366a-6275-52ac-b74c-c2daecd2dafc,tg:mmbbr:133_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",geadresseerde,"No match for au::115207, geadresseerde, Mayer van den Bergh, Henriëtte",
19319473-c6dd-58b1-a205-c3d5ea126078,tg:mmbbr:134_#1,e22_ProductionActors,1,,Lazzaro e Nicola,briefschrijver,"No au_code for briefschrijver, Lazzaro e Nicola",
19319473-c6dd-58b1-a205-c3d5ea126078,tg:mmbbr:134_#1,e22_ProductionActors,2,au::115207:1,"Mayer van den Bergh, Henriëtte",geadresseerde,"No match for au::115207, geadresseerde, Mayer van den Bergh, Henriëtte",
19dfab99-5ef7-5d0a-a47a-69c15e425d4c,tg:mmbbr:135_#1,e22_ProductionActors,1,au::115645:1,"Cordemans-de Bruyne, Henry",briefschrijver,"No match for au::115645, briefschrijver, Cordemans-de Bruyne, Henry",
19dfab99-5ef7-5d0a-a47a-69c15e425d4c,tg:mmbbr:135_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
8106ec6b-6241-5648-9c21-bd5ed8b10400,tg:mmbbr:136_#1,e22_ProductionActors,1,,"Hamburger, L. & L.",briefschrijver,"No au_code for briefschrijver, Hamburger, L. & L.",
8106ec6b-6241-5648-9c21-bd5ed8b10400,tg:mmbbr:136_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
a2710eaf-d526-520d-9b9b-3b27ac257dd3,tg:mmbbr:137_#1,e22_ProductionActors,1,,"Peeters, Charles",briefschrijver,"No au_code for briefschrijver, Peeters, Charles",
a2710eaf-d526-520d-9b9b-3b27ac257dd3,tg:mmbbr:137_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
42d18564-dfb4-5a9d-8b3d-341d27b926f1,tg:mmbbr:138_#1,e22_ProductionActors,1,,"Smedt, Lud. de",briefschrijver,"No au_code for briefschrijver, Smedt, Lud. de",
42d18564-dfb4-5a9d-8b3d-341d27b926f1,tg:mmbbr:138_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
885d3a86-d7b5-5946-a705-6fb89a153a2a,tg:mmbbr:139_#1,e22_ProductionActors,1,au::16842:1,"Serrure, Raymond",briefschrijver,,"dlod={""suggest"":[""/agents/people/1802094"",""au::16842"",""au::16842:1"",""ark:/83110/x0/a9cd815f-a9a1-5d4d-9488-960dce2f09dc"",""Raymond Serrure""],""name"":""Raymond Serrure"",""ark"":""ark:/83110/x0/a9cd815f-a9a1-5d4d-9488-960dce2f09dc"",""uri"":""/agents/people/1802094"",""id"":""au::16842:1"",""isCapacity"":false}"
885d3a86-d7b5-5946-a705-6fb89a153a2a,tg:mmbbr:139_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
80efaab0-c38f-5330-99be-82abcb44373f,tg:mmbbr:140_#1,e22_ProductionActors,1,au::115614:1,"Storz, Jakob",briefschrijver,"No match for au::115614, briefschrijver, Storz, Jakob",
80efaab0-c38f-5330-99be-82abcb44373f,tg:mmbbr:140_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
db8d0703-4b37-5458-b13a-71d65b661842,tg:mmbbr:141_#1,e22_ProductionActors,1,,"Cantoa, Giuseppe",briefschrijver,"No au_code for briefschrijver, Cantoa, Giuseppe",
db8d0703-4b37-5458-b13a-71d65b661842,tg:mmbbr:141_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
4366e596-40f4-55ed-b01d-d5d1620c79ad,tg:mmbbr:142_#1,e22_ProductionActors,1,au::115640:1,"Jaminé, Germain",briefschrijver,"No match for au::115640, briefschrijver, Jaminé, Germain",
4366e596-40f4-55ed-b01d-d5d1620c79ad,tg:mmbbr:142_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
85c2117f-b382-5758-afcd-423d35679665,tg:mmbbr:143_#1,e22_ProductionActors,1,au::115646:1,"Talbot, Josephine ",briefschrijver,"No match for au::115646, briefschrijver, Talbot, Josephine ",
85c2117f-b382-5758-afcd-423d35679665,tg:mmbbr:143_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
c3624ae0-3e43-5b5b-902f-6bb494acac3d,tg:mmbbr:144_#1,e22_ProductionActors,1,,"Putte-Voet, Van de",briefschrijver,"No au_code for briefschrijver, Putte-Voet, Van de",
c3624ae0-3e43-5b5b-902f-6bb494acac3d,tg:mmbbr:144_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
42bde016-e533-5383-a8ef-2535595fcfae,tg:mmbbr:145_#1,e22_ProductionActors,1,au::115647:1,"Leeten, Johannes Leonardus",briefschrijver,"No match for au::115647, briefschrijver, Leeten, Johannes Leonardus",
42bde016-e533-5383-a8ef-2535595fcfae,tg:mmbbr:145_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
fcd2dfb8-bb65-52bf-9b70-03c1a3de4b32,tg:mmbbr:146_#1,e22_ProductionActors,1,au::115644:1,"Forrer, Robert",briefschrijver,"No match for au::115644, briefschrijver, Forrer, Robert",
fcd2dfb8-bb65-52bf-9b70-03c1a3de4b32,tg:mmbbr:146_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
b0749259-e6dd-588a-9acc-5d452aa23e50,tg:mmbbr:147_#1,e22_ProductionActors,1,,"Putte-Voet, Van de",briefschrijver,"No au_code for briefschrijver, Putte-Voet, Van de",
b0749259-e6dd-588a-9acc-5d452aa23e50,tg:mmbbr:147_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
9b09de9f-4352-51a1-9504-9794269a3163,tg:mmbbr:148_#1,e22_ProductionActors,1,,"Clavareau-Van Sprangh, Georgina",briefschrijver,"No au_code for briefschrijver, Clavareau-Van Sprangh, Georgina",
9b09de9f-4352-51a1-9504-9794269a3163,tg:mmbbr:148_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
c79f77a1-77c3-520e-a676-a821d535f9e8,tg:mmbbr:149_#1,e22_ProductionActors,1,au::16839:1,"Serrure, Constant Antoon",briefschrijver,,"dlod={""suggest"":[""/agents/people/1801773"",""au::16839"",""au::16839:1"",""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""Constant Antoon Serrure""],""name"":""Constant Antoon Serrure"",""ark"":""ark:/83110/x0/36be58f7-7dc7-5d9c-8e1a-3a37923e197e"",""uri"":""/agents/people/1801773"",""id"":""au::16839:1"",""isCapacity"":false}"
c79f77a1-77c3-520e-a676-a821d535f9e8,tg:mmbbr:149_#1,e22_ProductionActors,2,au::12085:1,"Mayer van den Bergh, Fritz",geadresseerde,,"dlod={""suggest"":[""/agents/people/1293095"",""au::12085"",""au::12085:1"",""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""Fritz Mayer van den Bergh""],""name"":""Fritz Mayer van den Bergh"",""ark"":""ark:/83110/x0/fb0e47fc-56d0-5abd-b5a6-e439e663a2ae"",""uri"":""/agents/people/1293095"",""id"":""au::12085:1"",""isCapacity"":false}"
