ResourceID,card,order,Object Identifier,Other Identifier Type,Object Number,Other Identifier,Description Type,Description Language,Description,Language,Record Type
e3384e20-794e-5470-855f-55b7477b56ad,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e3384e20-794e-5470-855f-55b7477b56ad,object identifier,tg:mmbbr:516,MMB.A.0516,descriptive note,Nederlands,de vraag om een doordruk of foto van een medaille van Dardel voor een publicatie waarin ook de medaille van Karel V door Jan II komt,French (language),Brieven
1059143a-ca41-570b-947e-29b6bc41821e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1059143a-ca41-570b-947e-29b6bc41821e,object identifier,tg:mmbbr:517,MMB.A.0517,descriptive note,Nederlands,de ontvangst van het geld voor een schilderij en inlichtingen over herkomst,French (language),Brieven
f2577ee1-b43e-573d-aedb-d0884da65e8a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f2577ee1-b43e-573d-aedb-d0884da65e8a,object identifier,tg:mmbbr:518,MMB.A.0518,descriptive note,Nederlands,"het aanbod van schilderijen waaronder een werk door Hondecoeter, een werk door Mijtens voorstellend een familieportret [Willem van der Does met zijn echtgenote Wilhelmina van den Honert en hun zeven kinderen], twee familietaferelen door Van der Werff, een werk voorstellende de geboorte van Christus, twee werken door Venius, een stilleven, een werk door Van de Heem, een familieportet door Maes, een triptiek, werken door Bruegel, een werk door Huijsum, een werk door Ruysch en een beeldengroep",Dutch (language),Brieven
9b38d602-1cc0-5fe3-a7d6-fb300170d704,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9b38d602-1cc0-5fe3-a7d6-fb300170d704,object identifier,tg:mmbbr:519,MMB.A.0519,descriptive note,Nederlands,"de aankoop en verzending van twee schilderijen [Ambrosius Benson, Slag bij Clavijo]",German (language),Brieven
7c84a4c2-890e-5449-9ab0-485449459fc6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7c84a4c2-890e-5449-9ab0-485449459fc6,object identifier,tg:mmbbr:520,MMB.A.0520,descriptive note,Nederlands,"problemen met het transport van hooi, inlichtingen over een sabel en een portret en het aanbod van een gouden munt",Dutch (language),Brieven
c43a8d45-e15c-577d-bd63-6e3ba08cec52,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c43a8d45-e15c-577d-bd63-6e3ba08cec52,object identifier,tg:mmbbr:521,MMB.A.0521,descriptive note,Nederlands,"inlichtingen en de mogelijke toeschrijving van een schilderij aan Bronzino of Dossi [Allori, Francesco de' Medici]",German (language),Brieven
bcf8dd2b-5604-59e9-9b90-0cb90175c4d6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/bcf8dd2b-5604-59e9-9b90-0cb90175c4d6,object identifier,tg:mmbbr:522,MMB.A.0522,descriptive note,Nederlands,"de ontvangst van geld voor twee schilderijen die verzonden werden en de mogelijke toeschrijving van één aan Van der Neer [Ambrosius Benson, Slag bij Clavijo]",German (language),Brieven
fb9ed18b-549b-557d-aeed-a3f6fb16b948,AA,0,https://data.museummayervandenbergh.be/ark:/59511/fb9ed18b-549b-557d-aeed-a3f6fb16b948,object identifier,tg:mmbbr:523,MMB.A.0523,descriptive note,Nederlands,"de verzending van een medaille van president Everard, het aanbod van een penning mogelijks van burgemeester Jan Sneyers in ruil voor een bijl en de vraag naar een foto voor een publicatie",French (language),Brieven
d8529d61-d889-5da3-af89-9faf8875b10a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d8529d61-d889-5da3-af89-9faf8875b10a,object identifier,tg:mmbbr:524,MMB.A.0524,descriptive note,Nederlands,de aankomst van een medaille van president Everard,French (language),Brieven
1829faf4-d473-551f-952e-52c2fcca2e86,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1829faf4-d473-551f-952e-52c2fcca2e86,object identifier,tg:mmbbr:525,MMB.A.0525,descriptive note,Nederlands,"inlichtingen in verband met de commissie op aankopen, het aanbod van een schilderijencollectie en een zilveren beker",Dutch (language),Brieven
e86694f5-df61-506e-b118-42f8cc3f4443,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e86694f5-df61-506e-b118-42f8cc3f4443,object identifier,tg:mmbbr:526,MMB.A.0526,descriptive note,Nederlands,"de onderhandelingen over een koffertje, de aankoop van drie plaquetten (één met Mars erop, één met het hoofd van Christus en één met het hoofd van Sint-Jan) en het aanbod van twee médailles waarvan één van Margaretha van Puxo en twee plaquetten, één van Freinburg en een zilveren van Lansburg",French (language),Brieven
a905d1c1-ac5a-51ba-99c0-998ea01cbdb7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a905d1c1-ac5a-51ba-99c0-998ea01cbdb7,object identifier,tg:mmbbr:527,MMB.A.0527,descriptive note,Nederlands,"ontvangst van 705 Fl. voor 2 schilderijen [Adriaen Thomasz. Key, portret van Ridder Johan II de Mauregnault en portret van Marguerite le Prince]",Dutch (language),Brieven
94453ebf-aeb3-56f5-a735-42a9425c8cf1,AA,0,https://data.museummayervandenbergh.be/ark:/59511/94453ebf-aeb3-56f5-a735-42a9425c8cf1,object identifier,tg:mmbbr:528,MMB.A.0528,descriptive note,Nederlands,inlichtingen over een schilderij van Bles [Landschap met Christus en de Emmausgangers] dat Fritz kocht en over een studie naar Partinier en Bles die Helbig voorbereidt,French (language),Brieven
75ac0bbe-ce76-5a0d-8ddd-2873bf1355f3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/75ac0bbe-ce76-5a0d-8ddd-2873bf1355f3,object identifier,tg:mmbbr:529,MMB.A.0529,descriptive note,Nederlands,"de vraag om een koper te vinden voor zijn wandtapijten als wederdienst voor de goedkope prijs voor het schilderij dat hij aan Fritz verkocht [Jan Mijtens, Willem van der Does met zijn echtgenote Wilhelmina van den Honert en hun zeven kinderen]",Dutch (language),Brieven
004b6ee8-29ec-5d3e-92db-e7c9f511d84e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/004b6ee8-29ec-5d3e-92db-e7c9f511d84e,object identifier,tg:mmbbr:530,MMB.A.0530,descriptive note,Nederlands,"de aankoop van zeven boeken geschreven door Baert de Reiffenberg, Busscher, Horsin, Mensaert, Spruyt, Coles Postal, Laborde",French (language),Brieven
7b75f4ff-2660-5ada-a139-583fbb67f517,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7b75f4ff-2660-5ada-a139-583fbb67f517,object identifier,tg:mmbbr:531,MMB.A.0531,descriptive note,Nederlands,"het terugzenden van een medaille, de aankoop van een silexbijl en inlichtingen over een 'Olijftak'",French (language),Brieven
353a3b32-2824-5e7d-ab23-d32214970423,AA,0,https://data.museummayervandenbergh.be/ark:/59511/353a3b32-2824-5e7d-ab23-d32214970423,object identifier,tg:mmbbr:532,MMB.A.0532,descriptive note,Nederlands,het aanbod van een schilderij door Seghers voorstellend een bloemstuk ,French (language),Brieven
f1aad5f3-0ab2-5c7a-9edd-5699c705a12f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f1aad5f3-0ab2-5c7a-9edd-5699c705a12f,object identifier,tg:mmbbr:533,MMB.A.0533,descriptive note,Nederlands,de verzending van een medaille ,French (language),Brieven
a0b23f98-4c13-5f6b-996d-4981f8c95a81,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a0b23f98-4c13-5f6b-996d-4981f8c95a81,object identifier,tg:mmbbr:534,MMB.A.0534,descriptive note,Nederlands,"het verslag en de afrekening van een veiling waarop een medaille van Felix von Freiburg, een schilderij voorstellende een pastorale en plaquetten werden gekocht voor Fritz, een zilveren medaille van Lansberg en een koperen medaillon van Margaretha van Puxo konden niet gekocht worden",French (language),Brieven
5648bb62-7dac-5855-8639-fd768be56764,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5648bb62-7dac-5855-8639-fd768be56764,object identifier,tg:mmbbr:535,MMB.A.0535,descriptive note,Nederlands,de bespreking van drie schilderijen waaronder een werk voorstellend Chirstus voor Pilatus en een werk door Bellgambe die Fritz op veilingen in Keulen en Lyon kocht en de verhuis van Friedländer naar Berlijn,German (language),Brieven
77fe93da-e7ba-5294-a2ae-596007012409,AA,0,https://data.museummayervandenbergh.be/ark:/59511/77fe93da-e7ba-5294-a2ae-596007012409,object identifier,tg:mmbbr:536,MMB.A.0536,descriptive note,Nederlands,"inlichtingen en de mogelijke aankoop van een Hollands houten beeld uit de collectie Lazzaroni en het aanbod van elf bustes uit Bardini's collectie waaronder twee geëmailleerde terracotta door della Robbia, twee terracotta bustes van vrouwen, een buste van een man, twee kinderbustes, de buste van een paus, een buste van Sint-Niklaas",French (language),Brieven
c473ab6c-796f-5262-8b91-5bd25efc06c7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c473ab6c-796f-5262-8b91-5bd25efc06c7,object identifier,tg:mmbbr:537,MMB.A.0537,descriptive note,Nederlands,"de toeschrijving van een altaar aan Mabuse, Van Orley, Blondeel of Bles, het verslag van de veiling Baudot waarop een schilderij door Broederlam en één door Bellegambe werden verkocht en het aanbod van een karton van Orley",German (language),Brieven
cb0be26b-7d5b-5525-be8f-0fbd0f79ec42,AA,0,https://data.museummayervandenbergh.be/ark:/59511/cb0be26b-7d5b-5525-be8f-0fbd0f79ec42,object identifier,tg:mmbbr:538,MMB.A.0538,descriptive note,Nederlands,inlichtingen over het vervaardigen van een kader en het aanbod van een kader dat rond een schilderij door Maes zat en een portret van een vaandrig,Dutch (language),Brieven
76e6ba1e-f56c-5b4a-bd40-c7e65d94dd24,AA,0,https://data.museummayervandenbergh.be/ark:/59511/76e6ba1e-f56c-5b4a-bd40-c7e65d94dd24,object identifier,tg:mmbbr:539,MMB.A.0539,descriptive note,Nederlands,het aanbod van valkeniersbeeld en een beeld van Sint-Bernard,French (language),Brieven
fe32ad4d-ff3d-5eeb-96be-443ea91da8fd,AA,0,https://data.museummayervandenbergh.be/ark:/59511/fe32ad4d-ff3d-5eeb-96be-443ea91da8fd,object identifier,tg:mmbbr:540,MMB.A.0540,descriptive note,Nederlands,"inlichtingen over de prijzen vijf schilderijen waaronder twee Duitse, een vrouwenportret en een mansportret door Holbein",English (language),Brieven
3461990d-5891-57d9-85d4-5cd0462d4c1a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3461990d-5891-57d9-85d4-5cd0462d4c1a,object identifier,tg:mmbbr:541,MMB.A.0541,descriptive note,Nederlands,het maken van een foto van een Vlaams schilderij en de identificatie van een portret als Francesco I de Medici [Allori],French (language),Brieven
b9fb16e7-7280-58a3-8f2e-e94b60e35fe3,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b9fb16e7-7280-58a3-8f2e-e94b60e35fe3,object identifier,tg:mmbbr:542,MMB.A.0542,descriptive note,Nederlands,inlichtingen over een Antwerpse penning,French (language),Brieven
52070909-f71e-5ff7-8297-0f74b5454b27,AA,0,https://data.museummayervandenbergh.be/ark:/59511/52070909-f71e-5ff7-8297-0f74b5454b27,object identifier,tg:mmbbr:543,MMB.A.0543,descriptive note,Nederlands,de aankoop van een Duits paneel dat tot een triptiek heeft behoord,English (language),Brieven
b42f8b33-b270-5130-9a3f-3d0e2619f021,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b42f8b33-b270-5130-9a3f-3d0e2619f021,object identifier,tg:mmbbr:544,MMB.A.0544,descriptive note,Nederlands,"kwitantie van de restauratie van vier schilderijen waaronder een werk voorstellend een bloemstuk, een werk door Mijtens [Willem van der Does met zijn echtgenote Wilhelmina van den Honert en hun zeven kinderen] en een werk door Bruegel en de verkoop van een werk door Wappers",Dutch (language),Brieven
3eeeb5e4-275c-5336-a3f9-8803d6de3dda,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3eeeb5e4-275c-5336-a3f9-8803d6de3dda,object identifier,tg:mmbbr:545,MMB.A.0545,descriptive note,Nederlands,Factuur voor de aankoop van een schilderij voorstellend de Madonna met kind ,English (language),Brieven
3aec02d3-141f-5e24-991a-7f80b638ba88,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3aec02d3-141f-5e24-991a-7f80b638ba88,object identifier,tg:mmbbr:546,MMB.A.0546,descriptive note,Nederlands,kwitantie van een schilderij ,French (language),Brieven
910b08e9-bc9b-5a4d-8988-40593acbea28,AA,0,https://data.museummayervandenbergh.be/ark:/59511/910b08e9-bc9b-5a4d-8988-40593acbea28,object identifier,tg:mmbbr:547,MMB.A.0547,descriptive note,Nederlands,de identificatie van een schilderij als Francesco I de Medici [Allori] en de vraag om een foto van een Vlaams schilderij,French (language),Brieven
7358fbf4-8dff-5a90-bbcc-d74054d27d19,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7358fbf4-8dff-5a90-bbcc-d74054d27d19,object identifier,tg:mmbbr:548,MMB.A.0548,descriptive note,Nederlands,"Factuur voor een reis naar Antwerpen, een expertise van een schilderij en een bruikleen",French (language),Brieven
a7be2285-29bc-543f-bfb2-80136a26376f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a7be2285-29bc-543f-bfb2-80136a26376f,object identifier,tg:mmbbr:549,MMB.A.0549,descriptive note,Nederlands,kwitantie van 70 frank,French (language),Brieven
dffa4d7f-bbdd-5d46-9140-41e3e9553837,AA,0,https://data.museummayervandenbergh.be/ark:/59511/dffa4d7f-bbdd-5d46-9140-41e3e9553837,object identifier,tg:mmbbr:550,MMB.A.0550,descriptive note,Nederlands,kwitantie van een catalogus,French (language),Brieven
6aca956f-ef17-5d84-accd-c983e4780a58,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6aca956f-ef17-5d84-accd-c983e4780a58,object identifier,tg:mmbbr:551,MMB.A.0551,descriptive note,Nederlands,kwitantie van een koperen schotel,Dutch (language),Brieven
6fa7c675-1603-5ca5-8a4b-4625462194bd,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6fa7c675-1603-5ca5-8a4b-4625462194bd,object identifier,tg:mmbbr:552,MMB.A.0552,descriptive note,Nederlands,de onderhandelingen en de prijs van een triptiek van Broederlam ,German (language),Brieven
c47cc53b-8167-512f-983f-672d2a31202a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c47cc53b-8167-512f-983f-672d2a31202a,object identifier,tg:mmbbr:553,MMB.A.0553,descriptive note,Nederlands,inlichtingen over een schilderij voorstellend de aanbidding der koningen van de school van Van Eyck en eigendom van Guggenheim en over een Vlaams schilderij en de vraag naar postzegels uit Congo,French (language),Brieven
6787d47b-b2a5-581d-b546-5a1ef550ab52,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6787d47b-b2a5-581d-b546-5a1ef550ab52,object identifier,tg:mmbbr:554,MMB.A.0554,descriptive note,Nederlands,de ontvangst van een brief en de verzending van de kopie van een brief,French (language),Brieven
702d3b21-db08-57a1-89b2-a04160605a9b,AA,0,https://data.museummayervandenbergh.be/ark:/59511/702d3b21-db08-57a1-89b2-a04160605a9b,object identifier,tg:mmbbr:555,MMB.A.0555,descriptive note,Nederlands,kwitantie van een levering,French (language),Brieven
7fab2345-910b-5e22-a8b9-fde894fd4dbb,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7fab2345-910b-5e22-a8b9-fde894fd4dbb,object identifier,tg:mmbbr:556,MMB.A.0556,descriptive note,Nederlands,"de vraag naar de prijzen van een reeks van negen wandtapijten waaronder één voorstellend Salomon en Seba, één fragment voorstellend een kardinaal, één fragment voorstellend een dame met page",French (language),Brieven
a65fa9ad-c1d1-502a-867f-937ef160f2ba,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a65fa9ad-c1d1-502a-867f-937ef160f2ba,object identifier,tg:mmbbr:557,MMB.A.0557,descriptive note,Nederlands,kwitantie van tekeningen,French (language),Brieven
3d77cec9-9d97-587c-ab9b-3161e4d38873,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3d77cec9-9d97-587c-ab9b-3161e4d38873,object identifier,tg:mmbbr:558,MMB.A.0558,descriptive note,Nederlands,de ruil van twee glasramen voorstellende een kinderspel en een vrouwenportret tegen drie ivoren plaquetten voorstellend Adam en Eva,French (language),Brieven
3d35a3ac-c21e-501f-9245-5bc9373b31ac,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3d35a3ac-c21e-501f-9245-5bc9373b31ac,object identifier,tg:mmbbr:559,MMB.A.0559,descriptive note,Nederlands,de prijs van een medaille van Karel II en inlichtingen over adressen waar antiek en munten gekocht kunnen worden in Noord-Frankrijk,French (language),Brieven
974f9934-77d4-5cd8-9751-bf0d4f958376,AA,0,https://data.museummayervandenbergh.be/ark:/59511/974f9934-77d4-5cd8-9751-bf0d4f958376,object identifier,tg:mmbbr:560,MMB.A.0560,descriptive note,Nederlands,"het verslag van een veiling [Paul Mantz] waar hij stukken van Abraham Govaerts [Landschap met rivierdal en valkenjacht], Hans Bol [tekening Landschap met Venus en Adonis] en de Gheyn heeft gekocht voor Fritz",French (language),Brieven
fd720730-56ca-5f49-a8b3-fe1c8de19143,AA,0,https://data.museummayervandenbergh.be/ark:/59511/fd720730-56ca-5f49-a8b3-fe1c8de19143,object identifier,tg:mmbbr:561,MMB.A.0561,descriptive note,Nederlands,kwitantie van de Burlington Club cat.,English (language),Brieven
3a487716-980f-5461-8dac-4e6e6852f6b6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3a487716-980f-5461-8dac-4e6e6852f6b6,object identifier,tg:mmbbr:562,MMB.A.0562,descriptive note,Nederlands,het aanbod van een penning van de Croy,French (language),Brieven
6ff85035-12a1-5306-a548-05a71132abfb,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6ff85035-12a1-5306-a548-05a71132abfb,object identifier,tg:mmbbr:563,MMB.A.0563,descriptive note,Nederlands,"de verzending van een schilderij en tekeningen [Abraham Govaerts, Landschap met rivierdal en valkenjacht; Hans Bol, tekening Landschap met Venus en Adonis] en een schilderij van Huys dat niet meer aangekocht kan worden ",French (language),Brieven
75681361-566f-53e1-87c5-d9020966bcdc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/75681361-566f-53e1-87c5-d9020966bcdc,object identifier,tg:mmbbr:564,MMB.A.0564,descriptive note,Nederlands,"Factuur voor een reeks veilingscatalogi: Minard, de Vinck, de Geelhand, Weale en Dheere",French (language),Brieven
b9a23cf9-cf56-5754-a767-3740e9705ff8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b9a23cf9-cf56-5754-a767-3740e9705ff8,object identifier,tg:mmbbr:565,MMB.A.0565,descriptive note,Nederlands,het terugzenden van glasschijven,German (language),Brieven
ccf8ee86-d407-5529-bb15-03ba9da33aad,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ccf8ee86-d407-5529-bb15-03ba9da33aad,object identifier,tg:mmbbr:566,MMB.A.0566,descriptive note,Nederlands,de ontvangst van de drie ivoren plaquetten en het aanbod en de bespreking van een triptiek toegeschreven aan Van der Weyden voorstellend een vijtigtal personages en twee wapenschilden eigendom van Aubin,French (language),Brieven
9a07ad8b-a264-521c-826a-5aafd67ea7d2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9a07ad8b-a264-521c-826a-5aafd67ea7d2,object identifier,tg:mmbbr:567,MMB.A.0567,descriptive note,Nederlands,het aanbod van een gotisch schilderij voorstellend de Madonna met kind en een beschilderd paneel,French (language),Brieven
2b5282a8-9f4f-562e-a381-539538a1016f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/2b5282a8-9f4f-562e-a381-539538a1016f,object identifier,tg:mmbbr:568,MMB.A.0568,descriptive note,Nederlands,"Betalingsbewijs voor 57,80 frank",French (language),Brieven
f09fc596-61c0-5f75-9afd-2301a2a36ce0,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f09fc596-61c0-5f75-9afd-2301a2a36ce0,object identifier,tg:mmbbr:569,MMB.A.0569,descriptive note,Nederlands,kwitantie van de restauratie van wandtapijten,French (language),Brieven
fd20a043-1083-511c-b1e0-5498c9b2f753,AA,0,https://data.museummayervandenbergh.be/ark:/59511/fd20a043-1083-511c-b1e0-5498c9b2f753,object identifier,tg:mmbbr:570,MMB.A.0570,descriptive note,Nederlands,"aankopen op de veiling van Helbing [Abraham Bloemaert, toegeschr., Krijgsman en jonge vaandrig (tekening); Franse anonymus, Abundantia (tekening)]",German (language),Brieven
61857917-e96c-53a9-b1d2-974929c8c491,AA,0,https://data.museummayervandenbergh.be/ark:/59511/61857917-e96c-53a9-b1d2-974929c8c491,object identifier,tg:mmbbr:571,MMB.A.0571,descriptive note,Nederlands,kwitantie van restauratiewerken,French (language),Brieven
00c1041c-91c1-59bc-97be-c882bae49af5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/00c1041c-91c1-59bc-97be-c882bae49af5,object identifier,tg:mmbbr:572,MMB.A.0572,descriptive note,Nederlands,"de onderhandelingen over een stilleven door Van Aelst, het schrijven van een brief, het terug zien van een werk voorstellend de allegorie op de dood en een bezoek aan Antwerpen",French (language),Brieven
1cf4865b-6146-59d3-a9d4-e1e111bf057f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1cf4865b-6146-59d3-a9d4-e1e111bf057f,object identifier,tg:mmbbr:573,MMB.A.0573,descriptive note,Nederlands,de verkoop van een medaille van Perrenot en een penning van de 'Ridderlijke Consten',French (language),Brieven
be8a0739-6fc0-592f-ba72-e3d539d5255d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/be8a0739-6fc0-592f-ba72-e3d539d5255d,object identifier,tg:mmbbr:574,MMB.A.0574,descriptive note,Nederlands,"de aankoop, de verzending en de afrekening van zes werken (tekeningen) door Goltzius, Hirschvogel [anoniem, Landschap met een dorpskerk], Rafaël [anoniem, Heilige Catharina van Alexandrië], Titiaan [anoniem, Dagloner, op de rug gezien], Biltha [anoniem, Ontwerp voor een universiteitsscepter] en Saenredam",German (language),Brieven
c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c87e9f1b-1705-5758-9eb5-bc36f6a7b03c,object identifier,tg:mmbbr:575,MMB.A.0575,descriptive note,Nederlands,"de ontvangst van het geld voor de veiling van Lempertz [tekeningen anoniem, Landschap met een dorpskerk; anoniem, Heilige Catharina van Alexandrië; anoniem, Dagloner, op de rug gezien; anoniem, Ontwerp voor een universiteitsscepter]",German (language),Brieven
523e02af-186e-52c1-b8de-069fe3a0380e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/523e02af-186e-52c1-b8de-069fe3a0380e,object identifier,tg:mmbbr:576,MMB.A.0576,descriptive note,Nederlands,een bezoek aan Fritz om een schilderij te bezichtigen en inlichtingen in verband met een Bruegel en een opkomende veiling,French (language),Brieven
9401b40f-f7a2-52c8-992a-86cf3c206e8f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9401b40f-f7a2-52c8-992a-86cf3c206e8f,object identifier,tg:mmbbr:577,MMB.A.0577,descriptive note,Nederlands,kwitantie van een levering en album met tekeningen van Leys,French (language),Brieven
6bd36067-13fb-56f0-8885-b57b361e0463,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6bd36067-13fb-56f0-8885-b57b361e0463,object identifier,tg:mmbbr:578,MMB.A.0578,descriptive note,Nederlands,"het ontvangst van geld [voor Abraham Bloemaert, toegeschr., Krijgsman en jonge vaandrig (tekening); Franse anonymus, Abundantia (tekening)] en een werk door Bruegel dat niet te koop is",German (language),Brieven
a4671be7-d525-5e97-b246-630733cea847,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a4671be7-d525-5e97-b246-630733cea847,object identifier,tg:mmbbr:579,MMB.A.0579,descriptive note,Nederlands,de verzending van een medaille van Perrenot en een penning en inlichtingen over de herkomst van deze medaille en van de medaille van Van Straelen,French (language),Brieven
259ff153-42f9-53c9-8910-7ba95177f61e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/259ff153-42f9-53c9-8910-7ba95177f61e,object identifier,tg:mmbbr:580,MMB.A.0580,descriptive note,Nederlands,"afspraken voor een reis naar Nijmegen om er een collectie schilderijen, julwen, parels en zilverwerk te gaan bekijken en inlichtingen over nog een andere schilderijencollectie waarin zich ook een werk door Bruegel bevindt ",Dutch (language),Brieven
1214b0b2-8d3c-5eee-a0e8-42abd583268d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1214b0b2-8d3c-5eee-a0e8-42abd583268d,object identifier,tg:mmbbr:581,MMB.A.0581,descriptive note,Nederlands,de prijs voor restauratiewerken waaronder de restauratie van een Bruegel,French (language),Brieven
91c8a570-8772-550f-bc95-03bce24e2031,AA,0,https://data.museummayervandenbergh.be/ark:/59511/91c8a570-8772-550f-bc95-03bce24e2031,object identifier,tg:mmbbr:582,MMB.A.0582,descriptive note,Nederlands,het aanbod van een gouden ring 'sans mal penser' [ring met puntdiamant],French (language),Brieven
5a4743dd-4866-56fd-853f-71c87de879e6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/5a4743dd-4866-56fd-853f-71c87de879e6,object identifier,tg:mmbbr:583,MMB.A.0583,descriptive note,Nederlands,het aanbod van een schilderij toegeschreven aan Mabuse en de belofte om nog Italiaanse schilderijen aan te bieden,French (language),Brieven
26fccebc-427d-5990-b5ec-38dc69db7cf2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/26fccebc-427d-5990-b5ec-38dc69db7cf2,object identifier,tg:mmbbr:584,MMB.A.0584,descriptive note,Nederlands,het aanbod van een gotische tuinvaas en een gotisch albasten beeld en een uitnodiging om naar zijn collectie te komen kijken,French (language),Brieven
3bc1d153-e83d-5b83-b431-9b80f7dcfe28,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3bc1d153-e83d-5b83-b431-9b80f7dcfe28,object identifier,tg:mmbbr:585,MMB.A.0585,descriptive note,Nederlands,"inlichtingen over de aangeboden tuinvaas, het melden van concurrentie door Simon en de verkoop van andere renaissance tuinvazen",French (language),Brieven
b8204e74-fd74-5885-9450-ade23e869e35,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b8204e74-fd74-5885-9450-ade23e869e35,object identifier,tg:mmbbr:586,MMB.A.0586,descriptive note,Nederlands,de vindplaats van een gouden gotische ring,French (language),Brieven
ba025045-dc0c-5786-b538-83fc6a5e66c6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ba025045-dc0c-5786-b538-83fc6a5e66c6,object identifier,tg:mmbbr:587,MMB.A.0587,descriptive note,Nederlands,"het aanbod en de bespreking van een Antwerpse munt van Filips II, de resultaten van archiefonderzoek over Jan Sterke en inlichtingen over een gevonden ring",French (language),Brieven
218321b0-4676-51cf-b901-af1721fad912,AA,0,https://data.museummayervandenbergh.be/ark:/59511/218321b0-4676-51cf-b901-af1721fad912,object identifier,tg:mmbbr:588,MMB.A.0588,descriptive note,Nederlands,inlichtingen over het kasteel waar een ring werd gevonden die Willems naar Serrure stuurde,Dutch (language),Brieven
f9520adb-80a3-5de9-ab0d-55b64bb29792,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f9520adb-80a3-5de9-ab0d-55b64bb29792,object identifier,tg:mmbbr:589,MMB.A.0589,descriptive note,Nederlands,de bespreking van een Vlaams schilderij dat Fritz kocht en waarvan hij een foto heeft ontvangen,German (language),Brieven
b97066fc-6a29-5126-a160-191ed31651bd,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b97066fc-6a29-5126-a160-191ed31651bd,object identifier,tg:mmbbr:590,MMB.A.0590,descriptive note,Nederlands,de vraag naar een foto van een schilderij van Bruegel en de vraag naar de toeschrijving en een foto na restauratie van een Vlaams schilderij dat Fritz van hem kocht,French (language),Brieven
03811273-0ab3-518d-93df-a791195279c8,AA,0,https://data.museummayervandenbergh.be/ark:/59511/03811273-0ab3-518d-93df-a791195279c8,object identifier,tg:mmbbr:591,MMB.A.0591,descriptive note,Nederlands,de ontvangst van het geld voor een schilderij voorstellende de aanbidding der koningen en de onderhandelingen over een portret en een kader,French (language),Brieven
