brocade.id,ResourceID,card,order,Acquisition Note,Registration Number value,Location Number,Archive Note,Warehouse Location (begin),adm.note,Serial Number,Warehouse Location (ende),adm.note.language,adm.note.type
tg:lhob:109,5bd293ed-da1d-5499-8d86-8b806b69cea3,Items,1,tr:lh:7844,148062,,isad:lh:123315,V3 B 1 A1,,Doos 2 / 33,,Nederlands,remarks
tg:lhob:559,4fd104bd-fdfd-5eac-8bc5-535766f77bbd,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:365,55a3c15a-6c59-54e5-93ba-a2a4ce1453b0,Items,1,tr:lh:5451,107000 / 3,A 2875 / V,isad:lh:134421,V3 B 1 A1,Doos 15 / 7,,,Nederlands,remarks
tg:lhob:670,988b0604-c205-5c86-b3c3-dab983bd8b44,Items,1,tr:lh:6284,146037,H 7653 / E,,,,,,Nederlands,remarks
tg:lhob:220,8f224bff-7428-5e5e-9622-98f1e736413f,Items,1,tr:lh:2212,42091,,isad:lh:134695,V3 B 1 A1,,Doos 10 / 1,,Nederlands,remarks
tg:lhob:488,5a047795-04fc-5dbe-95f7-4c4e2d6a7915,Items,1,tr:lh:6341,148059,G 395 / V,isad:lh:123315,V3 D,,,,Nederlands,remarks
tg:lhob:172,5a247f0e-1926-5765-89f1-0e201cd7405a,Items,1,tr:lh:2212,42162,H 635 / V,isad:lh:134273,V3 B 1 A1,Doos 5 / 12,,,Nederlands,remarks
tg:lhob:522,7da89682-68f3-5cff-84f1-4d8c94d27613,Items,1,,164094,V 4123 / E,,,,,,Nederlands,remarks
tg:lhob:430,7a584d1a-15de-58ba-b538-3c56522415a6,Items,1,,,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:92,7530c604-63a8-5db3-8079-4f9695b04ec4,Items,1,tr:lh:2497,42162,H 635,isad:lh:134273,V3 B 1 A1,Doos 1 / 21,,,Nederlands,remarks
tg:lhob:575,b5e5a4a3-05db-5384-a64f-0865630d2f32,Items,1,tr:lh:2718,53779,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:125,4dfae4a9-42cd-5250-8164-06ed11ee73fb,Items,1,tr:lh:6595,166140,,isad:lh:134459,V3 B 1 A1,,Doos 3 / 15,,Nederlands,remarks
tg:lhob:349,d03a9db7-d6ce-54ac-b487-711058b02df1,Items,1,,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 14 / 30,,,Nederlands,remarks
tg:lhob:84,99477dc7-97b1-5bdb-a02e-74b53a0ba9d7,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 1 / 14,,,Nederlands,remarks
tg:lhob:426,5a00dc31-4cfc-50a5-aee3-1881eb72138d,Items,1,tr:lh:2412,46681,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:133,85da6c09-3c6d-540f-8eff-197f0c99b68f,Items,1,tr:lh:7116,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 3 / 27,,,Nederlands,remarks
tg:lhob:563,0acb2717-a90a-598c-bd3b-c3f82f9a8e7a,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:534,6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,Items,1,tr:lh:6603,163541,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:164,4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 5 / 4,,,Nederlands,remarks
tg:lhob:308,9ab450b3-a418-5d62-abd6-d24e4f7e6322,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 8,,,Nederlands,remarks
tg:lhob:685,fb9d9f79-ed4c-5519-884d-64df2978ea25,Items,1,tr:lh:7398,196042,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:390,291bdcfd-38bc-5985-907e-f3c68894857a,Items,1,tr:lh:7740,200999,S 5621 / V,isad:lh:134700,V3 B 1 A1,Doos 15 / 32,,,Nederlands,remarks
tg:lhob:113,ea66c629-987d-5cc7-aa68-1667c9f7b8ee,Items,1,tr:lh:6852,1692,,isad:lh:134387,V3 B 1 A1,,Doos 3 / 3,,Nederlands,remarks
tg:lhob:543,cc7f678f-83c3-5387-a060-74aa9df5278f,Items,1,tr:lh:6603,163547,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:328,c7609d4e-70de-55ef-bd48-bf2988c00bc3,Items,1,tr:lh:6461,158552,R 2325 / V,isad:lh:134780,V3 B 1 A1,Doos 14 / 9,,,Nederlands,remarks
tg:lhob:282,2357f3bd-b04c-56e2-9590-1601a2d0c2cf,Items,1,,,J 257 / V en J 2547 / V,isad:lh:134720,V3 B 1 A1,Doos 12 / 13,,,Nederlands,remarks
tg:lhob:514,261373ab-9582-5215-8c8f-5ddc774996bc,Items,1,,,,isad:lh:161151,,,D 4813 / 187,,Nederlands,remarks
tg:lhob:144,ec6aaa93-f55d-56e6-99a5-64728549e008,Items,1,tr:lh:6607,166269,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 4 / 11,,,Nederlands,remarks
tg:lhob:451,ed47729f-953f-5003-8a8c-db16fd9cf838,Items,1,tr:lh:3590,69897,,isad:lh:154724,,In langdurige bruikleen (Museum Vleeshuis),,,Nederlands,remarks
tg:lhob:152,7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,Items,1,tr:lh:3240,64528,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 4 / 19,,,Nederlands,remarks
tg:lhob:502,f7f6ceb8-fa62-5dcf-9590-6f1e05750a39,Items,1,tr:lh:6300,146215,H 7653 / V,isad:lh:134769,V3 D,,,,Nederlands,remarks
tg:lhob:447,5b74bf46-a5bd-570c-b293-ea25f2f17da1,Items,1,,239262,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:693,d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,Items,1,tr:lh:7376,195823,K 376 / V,isad:lh:134288,V3 D,,,,Nederlands,remarks
tg:lhob:369,50ec8d66-30ea-5ccd-8b1b-cb6d14641ff4,Items,1,tr:lh:2432,50030,,isad:lh:134709,V3 B 1 A1,,Doos 15 / 11,,Nederlands,remarks
tg:lhob:739,671568d3-3a93-5f92-aee7-801871fae924,Items,1,tr:lh:140162,,,isad:lh:134693,,,L 179 /,,Nederlands,remarks
tg:lhob:386,eef96846-5827-5b44-a511-757e259f965b,Items,1,tr:lh:2432,50028,,isad:lh:134709,V3 B 1 A1,,Doos 15 / 28,,Nederlands,remarks
tg:lhob:555,7a66ec90-dec2-516b-8e92-c7f73fb3ff2a,Items,1,tr:lh:7740,200995,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:105,0dc84960-8be2-55e3-b92a-006d87e2ab7c,Items,1,tr:lh:6253,106772,,isad:lh:134438,V3 B 1 A1,,Doos 2 / 21 - 22,,Nederlands,remarks
tg:lhob:410,c22f879e-9ad3-5c38-a0d9-e566a793d403,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,,Nederlands,remarks
tg:lhob:257,641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 37,,,Nederlands,remarks
tg:lhob:607,cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:312,b63801e2-9734-55bc-a724-cc9b5eb499b8,Items,1,tr:lh:3240,64515,B 707 / V,isad:lh:134765,V3 B 1 A1,Doos 13 / 12,,,Nederlands,remarks
tg:lhob:191,8673ff4b-9220-5edc-8777-d5a8876bbc59,Items,1,tr:lh:9837,220912,T 394 / V,isad:lh:134679,V3 B 1 A1,Doos 7 / 10,,,Nederlands,remarks
tg:lhob:26,07771e20-2b34-58a3-97e8-8ba0aa3b5669,Items,1,tr:lh:11,160,C 34 / E,,V2 F,3 exemplaren,,,Nederlands,remarks
tg:lhob:650,ddb182f1-30d5-5754-af58-82d22e99820f,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:200,b144145a-e690-573d-a83e-e82e617bdcfc,Items,1,tr:lh:7369,195785,N 4935 / V,isad:lh:134344,V3 B 1 A1,Doos 9 / 3,,,Nederlands,remarks
tg:lhob:715,59ab917d-da2b-5659-a9c5-525c5bb8702b,Items,1,,,BB 210 / V,isad:lh:148559,V3 B,In verwerking,,,Nederlands,remarks
tg:lhob:345,869da3bc-d09a-54cd-8faa-60e550c8652a,Items,1,tr:lh:5941,129678,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 14 / 26,,,Nederlands,remarks
tg:lhob:596,48361d7b-04ff-5b1a-b80d-534d0b26a10c,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:129,7ed20e84-50e4-546b-84f2-3e449aee92b4,Items,1,tr:lh:4002,,,isad:lh:134506,V3 B 1 A1,,Doos 3 / 18,,Nederlands,remarks
tg:lhob:579,f2b0a9b7-511d-52a9-bade-292ffd26a505,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:71,ebcdcab7-100b-5f7b-9783-fd418784ee90,Items,1,tr:lh:1615,29109,S 483 / V,isad:lh:134292,V3 B 1 A1,Doos 1 / 3,,,Nederlands,remarks
tg:lhob:216,ca513b40-9410-5598-9890-922187921ccd,Items,1,,,L 179 / V,isad:lh:134693,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:646,bf68a033-e5df-59c4-aa8d-88749ac456be,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:353,f351ec48-09e5-5ae5-863a-929f1990031b,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 14 / 33,,,Nederlands,remarks
tg:lhob:703,ce038521-d455-5879-b25d-78618c348e39,Items,1,tr:lh:6812,168497/4,RR 62 / V,,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:580,e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:88,845c0e30-9370-5f69-b807-060165902df0,Items,1,tr:lh:3240,64.516,B 65 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 17,,,Nederlands,remarks
tg:lhob:611,92f6aefd-182e-5d98-8419-7bea3af8093d,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:304,1dc939e0-a4a8-5c82-9fb5-734db3822a7e,Items,1,tr:lh:4743,91725,B 708 / V,isad:lh:134757,V3 B 1 A1,Doos 13 / 4,,,Nederlands,remarks
tg:lhob:492,9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,Items,1,tr:lh:6461,158552,R 2325 / V,isad:lh:134780,V3 D,,,,Nederlands,remarks
tg:lhob:168,6e4bf2ec-2474-52d3-b70a-0e385bf0c612,Items,1,tr:lh:6595,166148,,isad:lh:134459,V3 B 1 A1,,Doos 5 / 8,,Nederlands,remarks
tg:lhob:538,093d97c0-73c8-5166-88f3-4a31f6ac5637,Items,1,tr:lh:6603,163537,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:30,6291900d-a982-5bfc-9f05-652d64d0bf25,Items,1,tr:lh:2412,46716,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:186,99a8b7d2-f342-5f1d-801b-c5517d0019fc,Items,1,tr:lh:1492,29132,S 9685 / V,isad:lh:134678,V3 B 1 A1,Doos 7 / 6,,,Nederlands,remarks
tg:lhob:493,01c0fb70-49f9-5292-93b2-3410f9adac3b,Items,1,,48514,C 3596 / V,,V3 D,,,,Nederlands,remarks
tg:lhob:169,95cf0333-e8ec-5607-aa9c-e7b3a164c8db,Items,1,tr:lh:5401,105883,S 654 / V,isad:lh:134662,V3 B 1 A1,Doos 5 / 9,,,Nederlands,remarks
tg:lhob:539,b35f86ff-e86c-5683-b130-68bbeec0678a,Items,1,tr:lh:6603,163538,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:31,e6d5ea11-0a81-54c5-90f8-56da1f9621e4,Items,1,tr:lh:2412,38821/2,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:610,c5fa3cc7-4330-5dd3-bc63-175c27d3679d,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:240,d432abaa-0d2a-5b2d-b833-1b43c319ff9d,Items,1,tr:lh:1620,29145,W 803 / v,isad:lh:134698,V3 B 1 A1,Doos 11 / 17,,,Nederlands,remarks
tg:lhob:305,83665aba-876d-549a-987e-c7e0820cb4c4,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 5,,,Nederlands,remarks
tg:lhob:581,e9753d32-e3ff-5167-946b-874a15c41a1f,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:89,5b79a7ce-de7c-572b-a13d-c2c424a166bc,Items,1,tr:lh:4454,1692,V 4835,isad:lh:134387,V3 B 1 A1,Doos 1 / 18,,,Nederlands,remarks
tg:lhob:217,1dbbe321-c649-56e3-8084-a3a9d901b255,Items,1,,,L 179 / V,isad:lh:134693,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:647,9fe0854f-f686-5bb9-955e-7bbd13058140,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:352,9570aca6-17c6-5cac-9408-e5aaf6637804,Items,1,tr:lh:6976,178731,D 716 / V,isad:lh:134590,V3 B 1 A1,Doos 14 / 32,,,Nederlands,remarks
tg:lhob:702,36e94dc1-bef1-545b-81e5-8d4f46947634,Items,1,tr:lh:6812,168497/1,RR 62 / V,,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:597,f30c1b37-107d-5b4a-a9fe-2b4a3769bb08,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:128,bca63b67-e83b-56b5-a207-b543450711dd,Items,1,tr:lh:6509,,,isad:lh:134493,V3 B 1 A1,,Doos 3 / 19,,Nederlands,remarks
tg:lhob:578,ea71acc6-9a8f-5e0e-8359-931a5dc7e765,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:651,f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:201,1add3b51-a3e2-5a22-9e74-1ac7aacacd33,Items,1,tr:lh:2400,45792,C 492 / V,isad:lh:134494,V3 B 1 A1,Doos 9 / 4,,,Nederlands,remarks
tg:lhob:714,560e7a90-b839-5647-90aa-813078c9310b,Items,1,,,BB 210 / V,isad:lh:146483,V3 B,In verwerking,,,Nederlands,remarks
tg:lhob:344,71f5dbc1-c8e2-5a53-b529-9f6c83683bec,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 14 / 25,,Nederlands,remarks
tg:lhob:190,17224bba-0d0e-597a-9be2-7f2b8eb004fb,Items,1,tr:lh:4266,86565,V 4165 / V,isad:lh:134433,V3 B 1 A1,Doos 7 / 9,,,Nederlands,remarks
tg:lhob:27,193b1a71-7bb1-5c4e-a662-76bd2f6a10e3,Items,1,tr:lh:775,14562,C 34 / E,,V2 F,,,,Nederlands,remarks
tg:lhob:256,4e719db4-e0b2-50de-a307-1e920baf8800,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 36,,,Nederlands,remarks
tg:lhob:606,77b60886-4d2d-55a9-abe7-a86fd1f24f72,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:313,5a59f20e-f376-5961-987c-4c1ac380bf47,Items,1,tr:lh:4076,78370,G 9435 / V,isad:lh:134766,V3 B 1 A1,Doos 13 / 13,,,Nederlands,remarks
tg:lhob:554,02fc4adc-859e-518e-a1b1-abbd4a9ced09,Items,1,tr:lh:7740,200995,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:104,fde4ee0b-2099-5890-afc5-8ffa9b538296,Items,1,tr:lh:4683,89142,,isad:lh:134433,V3 B 1 A1,,Doos 2 / 20,,Nederlands,remarks
tg:lhob:411,6c3b7bf3-02a3-5fa3-a92e-4b8e98bf0e89,Items,1,tr:lh:139771,,,isad:lh:141528,V3 B,,,,Nederlands,remarks
tg:lhob:692,339d66b4-0843-5b5f-b826-410aadfff099,Items,1,tr:lh:2718,53788,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:368,e5c7c2d8-5efb-56ad-9653-dc9a9a8f3e85,Items,1,tr:lh:2212,42102,,isad:lh:134769,V3 B 1 A1,,Doos 15 / 10,,Nederlands,remarks
tg:lhob:738,31704365-89e5-5c82-91cc-491cecd4899f,Items,1,tr:lh:140162,,,isad:lh:134693,,,L 179 /,,Nederlands,remarks
tg:lhob:387,9c73caf7-2d7e-526e-89bc-899d59e4b319,Items,1,tr:lh:2432,50032,D 1175 / V,isad:lh:134709,V3 B 1 A1,Dood 15 / 29,,,Nederlands,remarks
tg:lhob:153,d720f2ab-0ca2-5b01-a678-d3b70cd4067c,Items,1,tr:lh:9517,,J 2547,isad:lh:134493,V3 B 1 A1,Doos 4 / 21,,,Nederlands,remarks
tg:lhob:503,a94e80f2-7f96-543b-aaa5-838c441028a2,Items,1,tr:lh:6595,,"Planex GT / VI,4",,,,,,Nederlands,remarks
tg:lhob:446,662c5c57-f47c-5d4f-8129-bd13e718db6b,Items,1,,60918,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:295,42ac0737-ca74-5339-9934-cdd7b8d6ad05,Items,1,,,,isad:lh:134720,V3 B 1 A1,,Doos 12 / 23,,Nederlands,remarks
tg:lhob:145,2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,Items,1,tr:lh:6607,166268,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 4 / 12,,,Nederlands,remarks
tg:lhob:329,5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,Items,1,,203541,M 6147 / V,isad:lh:134513,V3 B 1 A1,Doos 14 / 10,,,Nederlands,remarks
tg:lhob:283,c644b3f1-3028-5120-b346-3acade491b77,Items,1,tr:lh:350,7299,D 7985 / V,isad:lh:134723,V3 B 1 A1,Doos 12 / 14,,,Nederlands,remarks
tg:lhob:112,8455761a-5b32-5f88-ad7c-bda6640e385b,Items,1,tr:lh:6928,,,isad:lh:109818,V3 B 1 A1,,Doos 3 / 2,,Nederlands,remarks
tg:lhob:542,31847841-bb2b-54fa-940f-7afb537ec881,Items,1,tr:lh:6603,163545,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:407,eca6027f-672d-5e12-a169-8362dba0d361,Items,1,tr:lh:134040,,,,V3 B,,,,Nederlands,remarks
tg:lhob:684,7467b8ba-a37b-5e66-8982-b4f4f241880c,Items,1,tr:lh:7398,196043,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:391,ac3e0496-793d-5528-868a-a613328cbb05,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 15 / 39,,,Nederlands,remarks
tg:lhob:309,38d219e6-0832-563c-9df7-067513768aac,Items,1,tr:lh:2432,50027,D 1175 / V,isad:lh:134709,V3 B 1 A1,Doos 13 / 9,,,Nederlands,remarks
tg:lhob:535,6c94970c-7ee2-5e68-b204-d1f711f51a21,Items,1,tr:lh:6603,163542,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:165,604037e8-8a7e-5a12-88e4-08d91e1d670a,Items,1,tr:lh:3298,60543,S 614 / V,isad:lh:134661,V3 B 1 A1,Doos 5 / 5,,,Nederlands,remarks
tg:lhob:85,42dd7f4e-25ce-5fe4-98ba-1ea51546f714,Items,1,tr:lh:4698,89397 / 1,,isad:lh:134367,V3 B 1 A1,,Doos 1 / 15,,Nederlands,remarks
tg:lhob:427,f9387c4e-f416-5df1-b28c-41b12f01c527,Items,1,,,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:132,95d65a68-4996-5ae6-bcac-43d4dd3e14f5,Items,1,tr:lh:3755,72190,,isad:lh:134506,V3 B 1 A1,,Doos 3 / 26,,Nederlands,remarks
tg:lhob:562,b7494824-f9c1-555a-afd3-085bf3e50470,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:348,49e645bb-7866-5b89-bdac-460a59910a13,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 14 / 29,,,Nederlands,remarks
tg:lhob:431,6d425f5c-8a61-528b-9729-49eadb09a0ee,Items,1,tr:lh:4158,80543,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:93,2b60201f-7e64-5135-878c-695602738bbb,Items,1,tr:lh:6936,166.149 / 2,A 4927 / V,isad:lh:134335,V3 B 1 A1,Doos 1 / 22,,,Nederlands,remarks
tg:lhob:574,0c459f16-b40b-5759-b2b3-fd609254b37d,Items,1,tr:lh:2718,53783,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:124,2717133a-3f63-51b4-96e3-b141f365e3c5,Items,1,,76.126,,,V3 B 1 A1,,Doos 3 / 14,,Nederlands,remarks
tg:lhob:173,fd68364e-cf0a-5c30-b2c2-e8aaad5cd5e7,Items,1,tr:lh:6928,,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 5 / 13-14,,,Nederlands,remarks
tg:lhob:523,67dda1a6-bd99-55f8-8fc1-f162041f546a,Items,1,tr:lh:6603,163530,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:364,9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 15 / 6,,,Nederlands,remarks
tg:lhob:671,345f2c6a-9e96-5fa8-b0a2-69dd060061ba,Items,1,tr:lh:6444,158199,J 422 / E,,,,,,Nederlands,remarks
tg:lhob:108,444b421f-dd8b-5951-b2b0-97238442630c,Items,1,tr:lh:6928,,,isad:lh:109818,V3 B 1 A1,,Doos 2 / 27-32,,Nederlands,remarks
tg:lhob:558,ec431d10-ae90-574a-bfa2-08dd5fa8b079,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:333,d98dab43-aa10-5505-a523-d4eda8ae7f11,Items,1,tr:lh:5451,107000,A 2875 / V,isad:lh:134421,V3 B 1 A1,Doos 14 / 14,,,Nederlands,remarks
tg:lhob:299,d9d2bfc9-b4fd-5511-bc50-3d07a998a76b,Items,1,tr:lh:6341,148060,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 12 / 27,,,Nederlands,remarks
tg:lhob:276,9ca98929-13cf-5371-bd45-831394bbf1a5,Items,1,tr:lh:6341,148060,G 395 / V,isad:lh:123315,V3 B 1 A1,Doos 12 / 7,,,Nederlands,remarks
tg:lhob:626,7e55f663-7c61-552f-b884-d2eed74de44d,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:325,1cf726b5-8db7-5c0c-bd9e-662639410d3c,Items,1,,,J 2547 / V,isad:lh:134493,V3 B 1 A1,Doos 14 / 6,,,Nederlands,remarks
tg:lhob:630,43afe695-5501-574d-a174-bb552e3e116b,Items,1,,,K 9045 / E,,,,,,Nederlands,remarks
tg:lhob:260,685c94bb-f485-5187-bbff-a0a0a5d194e8,Items,1,tr:lh:3327,66375,C 395 / V,isad:lh:109818,V3 B 1 A1,Doos 11 / 34,,,Nederlands,remarks
tg:lhob:149,87af7525-a00e-500b-a735-69ded74ebf52,Items,1,tr:lh:3240,65.519,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 4 / 16,,,Nederlands,remarks
tg:lhob:519,85c020c6-314c-5e9f-ad3e-e7aed7f791e6,Items,1,,97771/3,L 5154 / E,,,,,,Nederlands,remarks
tg:lhob:688,86d860c1-a438-58fe-9372-451f72f450ff,Items,1,tr:lh:2718,53780,R 985 / E,,,,,,Nederlands,remarks
tg:lhob:372,f5f1348d-4e09-51f7-a815-6ca4ecce38df,Items,1,,,,isad:lh:134493,V3 B 1 A1,,Doos 15 / 14,,Nederlands,remarks
tg:lhob:237,d19db6ee-0d5a-50b3-90d3-000bd329e296,Items,1,tr:lh:1620,29145,W 803 / v,isad:lh:134698,V3 B 1 A1,Doos 11 / 13,,,Nederlands,remarks
tg:lhob:667,9cbaa13b-e9db-58a6-b8e5-47ddb6b420f6,Items,1,tr:lh:6990,174818,H 9558 / E,,,,,,Nederlands,remarks
tg:lhob:536,0312d5f8-4dca-5be3-839e-4083377f4cab,Items,1,tr:lh:6603,163543,G 395 / E,,,,,,Nederlands,remarks
tg:lhob:166,45f29949-22e4-531c-b065-fe437fc2ecce,Items,1,tr:lh:5496,108190,O 3346 / V,isad:lh:134422,V3 B 1 A1,Doos 5 / 6,,,Nederlands,remarks
tg:lhob:189,51a452cc-2dfd-5229-b4b6-c3b27a49db3b,Items,1,tr:lh:9923,147622,B 153 / V,isad:lh:134417,,Doos 7 / 8,,,Nederlands,remarks
tg:lhob:473,ce01ad80-70c0-5626-acb2-e0fd4e5d8ff1,Items,1,tr:lh:6484,159013,R 578 / V,isad:lh:134699,V3 D,,,,Nederlands,remarks
tg:lhob:648,45406206-0771-5e33-9fe7-37e0f7e592c3,Items,1,tr:lh:4158,80543,Y 855/ E,,,,,,Nederlands,remarks
tg:lhob:218,1858843e-7b34-59ec-a956-73ed6c8b0d31,Items,1,,,L 179 / V,isad:lh:134693,V3 B 1 A1,,,,Nederlands,remarks
tg:lhob:69,95a78d68-6920-50a7-bc1e-866675ad86f5,Items,1,tr:lh:3240,64522,B 707 / V,isad:lh:134285,V3 B 1 A1,Doos 1 / 2,,,Nederlands,remarks
tg:lhob:131,d5193e87-5519-554f-93b1-5387f77af688,Items,1,tr:lh:6595,,,isad:lh:134459,V3 B 1 A1,,Doos 3 / 25,,Nederlands,remarks
tg:lhob:561,16d7e048-6a4f-5a59-8516-d4c371883b04,Items,1,tr:lh:7740,200981,S 5621 / E,,,,,,Nederlands,remarks
tg:lhob:424,a0f976f2-a3f6-5ceb-a2ce-2a5e3d26a5a6,Items,1,,63002/19,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:86,198bc04a-78a6-5339-8b8b-4caf523069af,Items,1,tr:lh:1337,40722,R 161,isad:lh:134376,V3 B 1 A1,Doos 1 / 16,,,Nederlands,remarks
tg:lhob:577,582a01ef-5506-51d2-aea9-14cef9f037ec,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:127,59c4ca31-6cdb-5c75-8fae-ae424eadb004,Items,1,tr:lh:7185,,,isad:lh:134504,V3 B 1 A1,,Doos 3 / 17,,Nederlands,remarks
tg:lhob:90,5a485315-b659-5ec1-8de9-d47d28d87bb1,Items,1,tr:lh:4698,89.397 / 2,C 363 / V,isad:lh:134367,V3 B 1 A1,Doos 1 / 119,,,Nederlands,remarks
tg:lhob:432,7053f956-b38e-5665-9d1c-2f0331347ec9,Items,1,tr:lh:2072,38821,A 357 / E,,,,,,Nederlands,remarks
tg:lhob:598,cd54c091-7319-5f1b-be7b-7f125c03b86b,Items,1,,,S 395 / E,,,,,,Nederlands,remarks
tg:lhob:609,84cddee6-b304-598a-83ce-ad5cb9b92c12,Items,1,,,M 5162 / E,,,,,,Nederlands,remarks
tg:lhob:259,5a5021d7-b4eb-5be4-bda5-b729383dfc93,Items,1,,159071,V 254 / V,isad:lh:134703,V3 B 1 A1,Doos 11 / 38,,,Nederlands,remarks
tg:lhob:28,6001aad0-7445-51cf-b8b9-c4f37b450c5d,Items,1,tr:lh:846,15825,C 34 / E,isad:lh:98425,V2 F,,,,Nederlands,remarks
tg:lhob:170,80c176d5-76af-5408-b773-293ff0dd60a5,Items,1,,169.968,B 435 / V,isad:lh:134663,V3 B 1 A1,Doos 5 / 10,,,Nederlands,remarks
