Object Number,Record Type,URL,ResourceID,Reference Number,Temporary Location Note,Carrier Colour,Keeper,Object Identifier,Record ID Type,Object Number Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhob:125,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:125/N,4dfae4a9-42cd-5250-8164-06ed11ee73fb,BE-ANN07/ob/000000083,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4dfae4a9-42cd-5250-8164-06ed11ee73fb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:349,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:349/N,d03a9db7-d6ce-54ac-b487-711058b02df1,BE-ANN07/ob/000000286,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d03a9db7-d6ce-54ac-b487-711058b02df1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:719,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:719/N,3f6babf2-cc05-501a-be7f-d9ef1934ed2f,BE-ANN07/ob/000000619,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3f6babf2-cc05-501a-be7f-d9ef1934ed2f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:84,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:84/N,99477dc7-97b1-5bdb-a02e-74b53a0ba9d7,BE-ANN07/ob/000000044,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/99477dc7-97b1-5bdb-a02e-74b53a0ba9d7,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:426,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:426/N,5a00dc31-4cfc-50a5-aee3-1881eb72138d,BE-ANN07/ob/000000361,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5a00dc31-4cfc-50a5-aee3-1881eb72138d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:133,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:133/N,85da6c09-3c6d-540f-8eff-197f0c99b68f,BE-ANN07/ob/000000092,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/85da6c09-3c6d-540f-8eff-197f0c99b68f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:563,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:563/N,0acb2717-a90a-598c-bd3b-c3f82f9a8e7a,BE-ANN07/ob/000000465,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0acb2717-a90a-598c-bd3b-c3f82f9a8e7a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:534,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:534/N,6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,BE-ANN07/ob/000000436,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:164,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:164/N,4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,BE-ANN07/ob/000000122,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4cdfd51b-fcc9-5c60-9a27-1f6bcc2117c1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:308,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:308/N,9ab450b3-a418-5d62-abd6-d24e4f7e6322,BE-ANN07/ob/000000247,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9ab450b3-a418-5d62-abd6-d24e4f7e6322,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:685,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:685/N,fb9d9f79-ed4c-5519-884d-64df2978ea25,BE-ANN07/ob/000000587,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/fb9d9f79-ed4c-5519-884d-64df2978ea25,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:390,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:390/N,291bdcfd-38bc-5985-907e-f3c68894857a,BE-ANN07/ob/000000326,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/291bdcfd-38bc-5985-907e-f3c68894857a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:113,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:113/N,ea66c629-987d-5cc7-aa68-1667c9f7b8ee,BE-ANN07/ob/000000071,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ea66c629-987d-5cc7-aa68-1667c9f7b8ee,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:543,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:543/N,cc7f678f-83c3-5387-a060-74aa9df5278f,BE-ANN07/ob/000000445,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cc7f678f-83c3-5387-a060-74aa9df5278f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:328,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:328/N,c7609d4e-70de-55ef-bd48-bf2988c00bc3,BE-ANN07/ob/000000266,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c7609d4e-70de-55ef-bd48-bf2988c00bc3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:282,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:282/N,2357f3bd-b04c-56e2-9590-1601a2d0c2cf,BE-ANN07/ob/000000225,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/2357f3bd-b04c-56e2-9590-1601a2d0c2cf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:514,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:514/N,261373ab-9582-5215-8c8f-5ddc774996bc,BE-ANN07/ob/000000416,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/261373ab-9582-5215-8c8f-5ddc774996bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:144,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:144/N,ec6aaa93-f55d-56e6-99a5-64728549e008,BE-ANN07/ob/000000103,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ec6aaa93-f55d-56e6-99a5-64728549e008,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:451,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:451/N,ed47729f-953f-5003-8a8c-db16fd9cf838,BE-ANN07/ob/000000385,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ed47729f-953f-5003-8a8c-db16fd9cf838,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:152,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:152/N,7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,BE-ANN07/ob/000000111,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7e7eaaa2-8ae0-5556-b484-e7c0da8a6387,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:502,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:502/N,f7f6ceb8-fa62-5dcf-9590-6f1e05750a39,BE-ANN07/ob/000000408,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f7f6ceb8-fa62-5dcf-9590-6f1e05750a39,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:447,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:447/N,5b74bf46-a5bd-570c-b293-ea25f2f17da1,BE-ANN07/ob/000000382,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b74bf46-a5bd-570c-b293-ea25f2f17da1,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:693,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:693/N,d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,BE-ANN07/ob/000000595,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:369,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:369/N,50ec8d66-30ea-5ccd-8b1b-cb6d14641ff4,BE-ANN07/ob/000000305,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/50ec8d66-30ea-5ccd-8b1b-cb6d14641ff4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:739,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:739/N,671568d3-3a93-5f92-aee7-801871fae924,BE-ANN07/ob/000000630,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/671568d3-3a93-5f92-aee7-801871fae924,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:386,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:386/N,eef96846-5827-5b44-a511-757e259f965b,BE-ANN07/ob/000000322,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/eef96846-5827-5b44-a511-757e259f965b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:555,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:555/N,7a66ec90-dec2-516b-8e92-c7f73fb3ff2a,BE-ANN07/ob/000000457,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7a66ec90-dec2-516b-8e92-c7f73fb3ff2a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:105,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:105/N,0dc84960-8be2-55e3-b92a-006d87e2ab7c,BE-ANN07/ob/000000064,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0dc84960-8be2-55e3-b92a-006d87e2ab7c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:410,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:410/N,c22f879e-9ad3-5c38-a0d9-e566a793d403,BE-ANN07/ob/000000345,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c22f879e-9ad3-5c38-a0d9-e566a793d403,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:257,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:257/N,641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,BE-ANN07/ob/000000202,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:607,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:607/N,cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,BE-ANN07/ob/000000509,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:312,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:312/N,b63801e2-9734-55bc-a724-cc9b5eb499b8,BE-ANN07/ob/000000251,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b63801e2-9734-55bc-a724-cc9b5eb499b8,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:191,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:191/N,8673ff4b-9220-5edc-8777-d5a8876bbc59,BE-ANN07/ob/000000145,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/8673ff4b-9220-5edc-8777-d5a8876bbc59,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:26,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:26/N,07771e20-2b34-58a3-97e8-8ba0aa3b5669,BE-ANN07/ob/000000010,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/07771e20-2b34-58a3-97e8-8ba0aa3b5669,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:650,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:650/N,ddb182f1-30d5-5754-af58-82d22e99820f,BE-ANN07/ob/000000552,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ddb182f1-30d5-5754-af58-82d22e99820f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:200,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:200/N,b144145a-e690-573d-a83e-e82e617bdcfc,BE-ANN07/ob/000000153,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b144145a-e690-573d-a83e-e82e617bdcfc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:715,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:715/N,59ab917d-da2b-5659-a9c5-525c5bb8702b,BE-ANN07/ob/000000616,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/59ab917d-da2b-5659-a9c5-525c5bb8702b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:345,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:345/N,869da3bc-d09a-54cd-8faa-60e550c8652a,BE-ANN07/ob/000000283,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/869da3bc-d09a-54cd-8faa-60e550c8652a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:596,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:596/N,48361d7b-04ff-5b1a-b80d-534d0b26a10c,BE-ANN07/ob/000000498,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/48361d7b-04ff-5b1a-b80d-534d0b26a10c,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:129,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:129/N,7ed20e84-50e4-546b-84f2-3e449aee92b4,BE-ANN07/ob/000000087,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/7ed20e84-50e4-546b-84f2-3e449aee92b4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:579,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:579/N,f2b0a9b7-511d-52a9-bade-292ffd26a505,BE-ANN07/ob/000000481,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f2b0a9b7-511d-52a9-bade-292ffd26a505,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:71,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:71/N,ebcdcab7-100b-5f7b-9783-fd418784ee90,BE-ANN07/ob/000000036,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ebcdcab7-100b-5f7b-9783-fd418784ee90,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:216,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:216/N,ca513b40-9410-5598-9890-922187921ccd,BE-ANN07/ob/000000167,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ca513b40-9410-5598-9890-922187921ccd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:646,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:646/N,bf68a033-e5df-59c4-aa8d-88749ac456be,BE-ANN07/ob/000000548,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bf68a033-e5df-59c4-aa8d-88749ac456be,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:353,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:353/N,f351ec48-09e5-5ae5-863a-929f1990031b,BE-ANN07/ob/000000289,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f351ec48-09e5-5ae5-863a-929f1990031b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:703,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:703/N,ce038521-d455-5879-b25d-78618c348e39,BE-ANN07/ob/000000605,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ce038521-d455-5879-b25d-78618c348e39,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:580,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:580/N,e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,BE-ANN07/ob/000000482,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:88,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:88/N,845c0e30-9370-5f69-b807-060165902df0,BE-ANN07/ob/000000047,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/845c0e30-9370-5f69-b807-060165902df0,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:611,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:611/N,92f6aefd-182e-5d98-8419-7bea3af8093d,BE-ANN07/ob/000000513,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/92f6aefd-182e-5d98-8419-7bea3af8093d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:304,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:304/N,1dc939e0-a4a8-5c82-9fb5-734db3822a7e,BE-ANN07/ob/000000243,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1dc939e0-a4a8-5c82-9fb5-734db3822a7e,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:492,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:492/N,9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,BE-ANN07/ob/000000398,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:168,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:168/N,6e4bf2ec-2474-52d3-b70a-0e385bf0c612,BE-ANN07/ob/000000125,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6e4bf2ec-2474-52d3-b70a-0e385bf0c612,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:538,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:538/N,093d97c0-73c8-5166-88f3-4a31f6ac5637,BE-ANN07/ob/000000440,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/093d97c0-73c8-5166-88f3-4a31f6ac5637,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:30,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:30/N,6291900d-a982-5bfc-9f05-652d64d0bf25,BE-ANN07/ob/000000014,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/6291900d-a982-5bfc-9f05-652d64d0bf25,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:186,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:186/N,99a8b7d2-f342-5f1d-801b-c5517d0019fc,BE-ANN07/ob/000000141,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/99a8b7d2-f342-5f1d-801b-c5517d0019fc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:493,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:493/N,01c0fb70-49f9-5292-93b2-3410f9adac3b,BE-ANN07/ob/000000399,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/01c0fb70-49f9-5292-93b2-3410f9adac3b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:169,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:169/N,95cf0333-e8ec-5607-aa9c-e7b3a164c8db,BE-ANN07/ob/000000126,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/95cf0333-e8ec-5607-aa9c-e7b3a164c8db,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:539,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:539/N,b35f86ff-e86c-5683-b130-68bbeec0678a,BE-ANN07/ob/000000441,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/b35f86ff-e86c-5683-b130-68bbeec0678a,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:31,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:31/N,e6d5ea11-0a81-54c5-90f8-56da1f9621e4,BE-ANN07/ob/000000015,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e6d5ea11-0a81-54c5-90f8-56da1f9621e4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:610,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:610/N,c5fa3cc7-4330-5dd3-bc63-175c27d3679d,BE-ANN07/ob/000000512,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/c5fa3cc7-4330-5dd3-bc63-175c27d3679d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:240,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:240/N,d432abaa-0d2a-5b2d-b833-1b43c319ff9d,BE-ANN07/ob/000000188,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/d432abaa-0d2a-5b2d-b833-1b43c319ff9d,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:305,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:305/N,83665aba-876d-549a-987e-c7e0820cb4c4,BE-ANN07/ob/000000244,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/83665aba-876d-549a-987e-c7e0820cb4c4,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:581,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:581/N,e9753d32-e3ff-5167-946b-874a15c41a1f,BE-ANN07/ob/000000483,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/e9753d32-e3ff-5167-946b-874a15c41a1f,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:89,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:89/N,5b79a7ce-de7c-572b-a13d-c2c424a166bc,BE-ANN07/ob/000000048,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/5b79a7ce-de7c-572b-a13d-c2c424a166bc,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:217,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:217/N,1dbbe321-c649-56e3-8084-a3a9d901b255,BE-ANN07/ob/000000168,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1dbbe321-c649-56e3-8084-a3a9d901b255,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:647,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:647/N,9fe0854f-f686-5bb9-955e-7bbd13058140,BE-ANN07/ob/000000549,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9fe0854f-f686-5bb9-955e-7bbd13058140,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:352,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:352/N,9570aca6-17c6-5cac-9408-e5aaf6637804,BE-ANN07/ob/000000288,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/9570aca6-17c6-5cac-9408-e5aaf6637804,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:702,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:702/N,36e94dc1-bef1-545b-81e5-8d4f46947634,BE-ANN07/ob/000000604,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/36e94dc1-bef1-545b-81e5-8d4f46947634,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:597,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:597/N,f30c1b37-107d-5b4a-a9fe-2b4a3769bb08,BE-ANN07/ob/000000499,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f30c1b37-107d-5b4a-a9fe-2b4a3769bb08,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:128,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:128/N,bca63b67-e83b-56b5-a207-b543450711dd,BE-ANN07/ob/000000086,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/bca63b67-e83b-56b5-a207-b543450711dd,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:578,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:578/N,ea71acc6-9a8f-5e0e-8359-931a5dc7e765,BE-ANN07/ob/000000480,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/ea71acc6-9a8f-5e0e-8359-931a5dc7e765,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:651,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:651/N,f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,BE-ANN07/ob/000000553,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:201,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:201/N,1add3b51-a3e2-5a22-9e74-1ac7aacacd33,BE-ANN07/ob/000000154,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/1add3b51-a3e2-5a22-9e74-1ac7aacacd33,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:714,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:714/N,560e7a90-b839-5647-90aa-813078c9310b,BE-ANN07/ob/000000615,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/560e7a90-b839-5647-90aa-813078c9310b,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:344,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:344/N,71f5dbc1-c8e2-5a53-b529-9f6c83683bec,BE-ANN07/ob/000000282,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/71f5dbc1-c8e2-5a53-b529-9f6c83683bec,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:190,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:190/N,17224bba-0d0e-597a-9be2-7f2b8eb004fb,BE-ANN07/ob/000000144,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/17224bba-0d0e-597a-9be2-7f2b8eb004fb,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
tg:lhob:27,Voorwerpen,https://anet.be/record/opaclhobj/tg:lhob:27/N,193b1a71-7bb1-5c4e-a662-76bd2f6a10e3,BE-ANN07/ob/000000011,,,Letterenhuis,https://data.letterenhuis.be/ark:/24970/193b1a71-7bb1-5c4e-a662-76bd2f6a10e3,record identifiers,repository numbers,uniform resource locators,object identifier,referentienummer,0,AA
