ResourceID,brocade.id,card,order,Material
eef96846-5827-5b44-a511-757e259f965b,tg:lhob:386,Materials,1,paper (fiber product)
eef96846-5827-5b44-a511-757e259f965b,tg:lhob:386,Materials,1,wood (plant material)
7a66ec90-dec2-516b-8e92-c7f73fb3ff2a,tg:lhob:555,Materials,1,bronze (metal)
0dc84960-8be2-55e3-b92a-006d87e2ab7c,tg:lhob:105,Materials,1,metal
0dc84960-8be2-55e3-b92a-006d87e2ab7c,tg:lhob:105,Materials,1,wood (plant material)
c22f879e-9ad3-5c38-a0d9-e566a793d403,tg:lhob:410,Materials,1,textile materials
c22f879e-9ad3-5c38-a0d9-e566a793d403,tg:lhob:410,Materials,2,metal
c22f879e-9ad3-5c38-a0d9-e566a793d403,tg:lhob:410,Materials,1,wood (plant material)
641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,tg:lhob:257,Materials,1,plastic (material)
641a782f-ada1-50b8-9a4d-ee7b4fbd16bf,tg:lhob:257,Materials,1,wood (plant material)
cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,tg:lhob:607,Materials,1,metal
b63801e2-9734-55bc-a724-cc9b5eb499b8,tg:lhob:312,Materials,1,glass (material)
b63801e2-9734-55bc-a724-cc9b5eb499b8,tg:lhob:312,Materials,1,iron (metal)
8673ff4b-9220-5edc-8777-d5a8876bbc59,tg:lhob:191,Materials,1,wood (plant material)
ddb182f1-30d5-5754-af58-82d22e99820f,tg:lhob:650,Materials,1,metal
b144145a-e690-573d-a83e-e82e617bdcfc,tg:lhob:200,Materials,1,ceramic (material)
59ab917d-da2b-5659-a9c5-525c5bb8702b,tg:lhob:715,Materials,1,textile materials
869da3bc-d09a-54cd-8faa-60e550c8652a,tg:lhob:345,Materials,1,glass (material)
869da3bc-d09a-54cd-8faa-60e550c8652a,tg:lhob:345,Materials,1,metal
48361d7b-04ff-5b1a-b80d-534d0b26a10c,tg:lhob:596,Materials,1,metal
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,Materials,1,metal
7ed20e84-50e4-546b-84f2-3e449aee92b4,tg:lhob:129,Materials,1,wood (plant material)
f2b0a9b7-511d-52a9-bade-292ffd26a505,tg:lhob:579,Materials,1,bronze (metal)
ebcdcab7-100b-5f7b-9783-fd418784ee90,tg:lhob:71,Materials,1,wood (plant material)
bf68a033-e5df-59c4-aa8d-88749ac456be,tg:lhob:646,Materials,1,bronze (metal)
f351ec48-09e5-5ae5-863a-929f1990031b,tg:lhob:353,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
f351ec48-09e5-5ae5-863a-929f1990031b,tg:lhob:353,Materials,1,copper (metal)
f351ec48-09e5-5ae5-863a-929f1990031b,tg:lhob:353,Materials,1,iron (metal)
ce038521-d455-5879-b25d-78618c348e39,tg:lhob:703,Materials,1,wood (plant material)
ce038521-d455-5879-b25d-78618c348e39,tg:lhob:703,Materials,1,glass (material)
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,tg:lhob:580,Materials,1,bronze (metal)
92f6aefd-182e-5d98-8419-7bea3af8093d,tg:lhob:611,Materials,1,bronze (metal)
1dc939e0-a4a8-5c82-9fb5-734db3822a7e,tg:lhob:304,Materials,1,glass (material)
1dc939e0-a4a8-5c82-9fb5-734db3822a7e,tg:lhob:304,Materials,1,metal
9f5bd813-78bc-5ee9-b7d5-30ab38389bdb,tg:lhob:492,Materials,1,wood (plant material)
093d97c0-73c8-5166-88f3-4a31f6ac5637,tg:lhob:538,Materials,1,bronze (metal)
01c0fb70-49f9-5292-93b2-3410f9adac3b,tg:lhob:493,Materials,1,textile materials
01c0fb70-49f9-5292-93b2-3410f9adac3b,tg:lhob:493,Materials,1,wood (plant material)
95cf0333-e8ec-5607-aa9c-e7b3a164c8db,tg:lhob:169,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
95cf0333-e8ec-5607-aa9c-e7b3a164c8db,tg:lhob:169,Materials,1,copper (metal)
b35f86ff-e86c-5683-b130-68bbeec0678a,tg:lhob:539,Materials,1,bronze (metal)
c5fa3cc7-4330-5dd3-bc63-175c27d3679d,tg:lhob:610,Materials,1,silver (metal)
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,Materials,1,silver (metal)
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,Materials,2,plastic (material)
d432abaa-0d2a-5b2d-b833-1b43c319ff9d,tg:lhob:240,Materials,1,wood (plant material)
83665aba-876d-549a-987e-c7e0820cb4c4,tg:lhob:305,Materials,1,glass (material)
83665aba-876d-549a-987e-c7e0820cb4c4,tg:lhob:305,Materials,1,iron (metal)
e9753d32-e3ff-5167-946b-874a15c41a1f,tg:lhob:581,Materials,1,textile materials
e9753d32-e3ff-5167-946b-874a15c41a1f,tg:lhob:581,Materials,1,plastic (material)
5b79a7ce-de7c-572b-a13d-c2c424a166bc,tg:lhob:89,Materials,1,metal
9fe0854f-f686-5bb9-955e-7bbd13058140,tg:lhob:647,Materials,1,metal
9570aca6-17c6-5cac-9408-e5aaf6637804,tg:lhob:352,Materials,1,metal
9570aca6-17c6-5cac-9408-e5aaf6637804,tg:lhob:352,Materials,2,glass (material)
9570aca6-17c6-5cac-9408-e5aaf6637804,tg:lhob:352,Materials,1,plastic (material)
36e94dc1-bef1-545b-81e5-8d4f46947634,tg:lhob:702,Materials,1,wood (plant material)
36e94dc1-bef1-545b-81e5-8d4f46947634,tg:lhob:702,Materials,1,glass (material)
f30c1b37-107d-5b4a-a9fe-2b4a3769bb08,tg:lhob:597,Materials,1,wood (plant material)
f30c1b37-107d-5b4a-a9fe-2b4a3769bb08,tg:lhob:597,Materials,1,bronze (metal)
bca63b67-e83b-56b5-a207-b543450711dd,tg:lhob:128,Materials,1,wood (plant material)
ea71acc6-9a8f-5e0e-8359-931a5dc7e765,tg:lhob:578,Materials,1,bronze (metal)
f6d6d8a3-cb7f-52d7-87e9-0922be22bdbf,tg:lhob:651,Materials,1,bronze (metal)
1add3b51-a3e2-5a22-9e74-1ac7aacacd33,tg:lhob:201,Materials,1,plastic (material)
560e7a90-b839-5647-90aa-813078c9310b,tg:lhob:714,Materials,1,textile materials
71f5dbc1-c8e2-5a53-b529-9f6c83683bec,tg:lhob:344,Materials,1,plastic (material)
71f5dbc1-c8e2-5a53-b529-9f6c83683bec,tg:lhob:344,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
71f5dbc1-c8e2-5a53-b529-9f6c83683bec,tg:lhob:344,Materials,1,copper (metal)
17224bba-0d0e-597a-9be2-7f2b8eb004fb,tg:lhob:190,Materials,1,metal
4e719db4-e0b2-50de-a307-1e920baf8800,tg:lhob:256,Materials,1,plastic (material)
4e719db4-e0b2-50de-a307-1e920baf8800,tg:lhob:256,Materials,1,wood (plant material)
77b60886-4d2d-55a9-abe7-a86fd1f24f72,tg:lhob:606,Materials,1,bronze (metal)
5a59f20e-f376-5961-987c-4c1ac380bf47,tg:lhob:313,Materials,1,glass (material)
5a59f20e-f376-5961-987c-4c1ac380bf47,tg:lhob:313,Materials,1,metal
02fc4adc-859e-518e-a1b1-abbd4a9ced09,tg:lhob:554,Materials,1,metal
fde4ee0b-2099-5890-afc5-8ffa9b538296,tg:lhob:104,Materials,1,metal
fde4ee0b-2099-5890-afc5-8ffa9b538296,tg:lhob:104,Materials,1,wood (plant material)
6c3b7bf3-02a3-5fa3-a92e-4b8e98bf0e89,tg:lhob:411,Materials,1,textile materials
6c3b7bf3-02a3-5fa3-a92e-4b8e98bf0e89,tg:lhob:411,Materials,2,metal
6c3b7bf3-02a3-5fa3-a92e-4b8e98bf0e89,tg:lhob:411,Materials,3,rope
6c3b7bf3-02a3-5fa3-a92e-4b8e98bf0e89,tg:lhob:411,Materials,1,wood (plant material)
339d66b4-0843-5b5f-b826-410aadfff099,tg:lhob:692,Materials,1,textile materials
339d66b4-0843-5b5f-b826-410aadfff099,tg:lhob:692,Materials,2,enamel (fused coating)
339d66b4-0843-5b5f-b826-410aadfff099,tg:lhob:692,Materials,1,metal
e5c7c2d8-5efb-56ad-9653-dc9a9a8f3e85,tg:lhob:368,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
e5c7c2d8-5efb-56ad-9653-dc9a9a8f3e85,tg:lhob:368,Materials,1,copper (metal)
31704365-89e5-5c82-91cc-491cecd4899f,tg:lhob:738,Materials,1,textile materials
9c73caf7-2d7e-526e-89bc-899d59e4b319,tg:lhob:387,Materials,1,iron (metal)
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Materials,1,wood (plant material)
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
d720f2ab-0ca2-5b01-a678-d3b70cd4067c,tg:lhob:153,Materials,1,metal
a94e80f2-7f96-543b-aaa5-838c441028a2,tg:lhob:503,Materials,1,vema NOT FOUND IN: materiaal_types.csv
a94e80f2-7f96-543b-aaa5-838c441028a2,tg:lhob:503,Materials,1,glass (material)
662c5c57-f47c-5d4f-8129-bd13e718db6b,tg:lhob:446,Materials,1,bronze (metal)
2fb33b5b-3e0b-564e-80e8-06564c7e7e9f,tg:lhob:145,Materials,1,metal
5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,tg:lhob:329,Materials,1,glass (material)
5ef54a65-13f2-5c36-a854-cdb5b5b59cc6,tg:lhob:329,Materials,1,plastic (material)
8455761a-5b32-5f88-ad7c-bda6640e385b,tg:lhob:112,Materials,1,metal
8455761a-5b32-5f88-ad7c-bda6640e385b,tg:lhob:112,Materials,1,plastic (material)
31847841-bb2b-54fa-940f-7afb537ec881,tg:lhob:542,Materials,1,metal
eca6027f-672d-5e12-a169-8362dba0d361,tg:lhob:407,Materials,1,textile materials
eca6027f-672d-5e12-a169-8362dba0d361,tg:lhob:407,Materials,1,wood (plant material)
7467b8ba-a37b-5e66-8982-b4f4f241880c,tg:lhob:684,Materials,1,silver (metal)
38d219e6-0832-563c-9df7-067513768aac,tg:lhob:309,Materials,1,glass (material)
38d219e6-0832-563c-9df7-067513768aac,tg:lhob:309,Materials,1,iron (metal)
6c94970c-7ee2-5e68-b204-d1f711f51a21,tg:lhob:535,Materials,1,metal
604037e8-8a7e-5a12-88e4-08d91e1d670a,tg:lhob:165,Materials,1,metal
42dd7f4e-25ce-5fe4-98ba-1ea51546f714,tg:lhob:85,Materials,1,metal
f9387c4e-f416-5df1-b28c-41b12f01c527,tg:lhob:427,Materials,1,bronze (metal)
95d65a68-4996-5ae6-bcac-43d4dd3e14f5,tg:lhob:132,Materials,1,metal
95d65a68-4996-5ae6-bcac-43d4dd3e14f5,tg:lhob:132,Materials,1,wood (plant material)
b7494824-f9c1-555a-afd3-085bf3e50470,tg:lhob:562,Materials,1,metal
49e645bb-7866-5b89-bdac-460a59910a13,tg:lhob:348,Materials,1,glass (material)
49e645bb-7866-5b89-bdac-460a59910a13,tg:lhob:348,Materials,1,metal
33a45644-c571-515d-a4cd-feeca33a7fe3,tg:lhob:718,Materials,1,wood (plant material)
6d425f5c-8a61-528b-9729-49eadb09a0ee,tg:lhob:431,Materials,1,bronze (metal)
2b60201f-7e64-5135-878c-695602738bbb,tg:lhob:93,Materials,1,plastic (material)
0c459f16-b40b-5759-b2b3-fd609254b37d,tg:lhob:574,Materials,1,enamel (fused coating)
0c459f16-b40b-5759-b2b3-fd609254b37d,tg:lhob:574,Materials,1,metal
2717133a-3f63-51b4-96e3-b141f365e3c5,tg:lhob:124,Materials,1,wood (plant material)
2717133a-3f63-51b4-96e3-b141f365e3c5,tg:lhob:124,Materials,1,metal
67dda1a6-bd99-55f8-8fc1-f162041f546a,tg:lhob:523,Materials,1,bronze (metal)
9e71c1b2-d30c-5f1d-8c34-7709c2cd15de,tg:lhob:364,Materials,1,metal
345f2c6a-9e96-5fa8-b0a2-69dd060061ba,tg:lhob:671,Materials,1,bronze (metal)
444b421f-dd8b-5951-b2b0-97238442630c,tg:lhob:108,Materials,1,metal
444b421f-dd8b-5951-b2b0-97238442630c,tg:lhob:108,Materials,1,wood (plant material)
ec431d10-ae90-574a-bfa2-08dd5fa8b079,tg:lhob:558,Materials,1,textile materials
ec431d10-ae90-574a-bfa2-08dd5fa8b079,tg:lhob:558,Materials,1,metal
9ca98929-13cf-5371-bd45-831394bbf1a5,tg:lhob:276,Materials,1,plastic (material)
9ca98929-13cf-5371-bd45-831394bbf1a5,tg:lhob:276,Materials,2,leather
9ca98929-13cf-5371-bd45-831394bbf1a5,tg:lhob:276,Materials,1,wood (plant material)
7e55f663-7c61-552f-b884-d2eed74de44d,tg:lhob:626,Materials,1,bronze (metal)
1cf726b5-8db7-5c0c-bd9e-662639410d3c,tg:lhob:325,Materials,1,glass (material)
1cf726b5-8db7-5c0c-bd9e-662639410d3c,tg:lhob:325,Materials,1,metal
43afe695-5501-574d-a174-bb552e3e116b,tg:lhob:630,Materials,1,bronze (metal)
685c94bb-f485-5187-bbff-a0a0a5d194e8,tg:lhob:260,Materials,1,plastic (material)
685c94bb-f485-5187-bbff-a0a0a5d194e8,tg:lhob:260,Materials,1,wood (plant material)
87af7525-a00e-500b-a735-69ded74ebf52,tg:lhob:149,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
87af7525-a00e-500b-a735-69ded74ebf52,tg:lhob:149,Materials,1,copper (metal)
87af7525-a00e-500b-a735-69ded74ebf52,tg:lhob:149,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
87af7525-a00e-500b-a735-69ded74ebf52,tg:lhob:149,Materials,1,wood (plant material)
85c020c6-314c-5e9f-ad3e-e7aed7f791e6,tg:lhob:519,Materials,1,bronze (metal)
86d860c1-a438-58fe-9372-451f72f450ff,tg:lhob:688,Materials,1,enamel (fused coating)
86d860c1-a438-58fe-9372-451f72f450ff,tg:lhob:688,Materials,2,textile materials
86d860c1-a438-58fe-9372-451f72f450ff,tg:lhob:688,Materials,1,metal
f5f1348d-4e09-51f7-a815-6ca4ecce38df,tg:lhob:372,Materials,1,glass (material)
f5f1348d-4e09-51f7-a815-6ca4ecce38df,tg:lhob:372,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
f5f1348d-4e09-51f7-a815-6ca4ecce38df,tg:lhob:372,Materials,1,copper (metal)
0d59cead-0e6a-5456-a01f-2fd1c1f91b63,tg:lhob:722,Materials,1,wood (plant material)
0d59cead-0e6a-5456-a01f-2fd1c1f91b63,tg:lhob:722,Materials,1,textile materials
d19db6ee-0d5a-50b3-90d3-000bd329e296,tg:lhob:237,Materials,1,ceramic (material)
9cbaa13b-e9db-58a6-b8e5-47ddb6b420f6,tg:lhob:667,Materials,1,textile materials
9cbaa13b-e9db-58a6-b8e5-47ddb6b420f6,tg:lhob:667,Materials,1,metal
0312d5f8-4dca-5be3-839e-4083377f4cab,tg:lhob:536,Materials,1,bronze (metal)
45f29949-22e4-531c-b065-fe437fc2ecce,tg:lhob:166,Materials,1,ceramic (material)
ce01ad80-70c0-5626-acb2-e0fd4e5d8ff1,tg:lhob:473,Materials,1,wood (plant material)
45406206-0771-5e33-9fe7-37e0f7e592c3,tg:lhob:648,Materials,1,metal
95a78d68-6920-50a7-bc1e-866675ad86f5,tg:lhob:69,Materials,1,ivory (material)
d5193e87-5519-554f-93b1-5387f77af688,tg:lhob:131,Materials,1,wood (plant material)
16d7e048-6a4f-5a59-8516-d4c371883b04,tg:lhob:561,Materials,1,metal
a0f976f2-a3f6-5ceb-a2ce-2a5e3d26a5a6,tg:lhob:424,Materials,1,bronze (metal)
198bc04a-78a6-5339-8b8b-4caf523069af,tg:lhob:86,Materials,1,metal
582a01ef-5506-51d2-aea9-14cef9f037ec,tg:lhob:577,Materials,1,textile materials
582a01ef-5506-51d2-aea9-14cef9f037ec,tg:lhob:577,Materials,1,metal
59c4ca31-6cdb-5c75-8fae-ae424eadb004,tg:lhob:127,Materials,1,wood (plant material)
59c4ca31-6cdb-5c75-8fae-ae424eadb004,tg:lhob:127,Materials,1,metal
5a485315-b659-5ec1-8de9-d47d28d87bb1,tg:lhob:90,Materials,1,copper (metal)
7053f956-b38e-5665-9d1c-2f0331347ec9,tg:lhob:432,Materials,1,bronze (metal)
cd54c091-7319-5f1b-be7b-7f125c03b86b,tg:lhob:598,Materials,1,bronze (metal)
84cddee6-b304-598a-83ce-ad5cb9b92c12,tg:lhob:609,Materials,1,bronze (metal)
5a5021d7-b4eb-5be4-bda5-b729383dfc93,tg:lhob:259,Materials,1,plastic (material)
5a5021d7-b4eb-5be4-bda5-b729383dfc93,tg:lhob:259,Materials,1,wood (plant material)
36dfc5af-f0fe-57bf-943f-4561ebc411c7,tg:lhob:520,Materials,1,bronze (metal)
a9b43901-6dde-5806-a385-b446784abce8,tg:lhob:672,Materials,1,enamel (fused coating)
a9b43901-6dde-5806-a385-b446784abce8,tg:lhob:672,Materials,2,textile materials
a9b43901-6dde-5806-a385-b446784abce8,tg:lhob:672,Materials,1,metal
4a8f8f16-cfdf-5c58-9732-35cb89d2cd73,tg:lhob:222,Materials,1,wood (plant material)
4e734535-cb36-5267-95ec-c47c9e542fd4,tg:lhob:367,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
4e734535-cb36-5267-95ec-c47c9e542fd4,tg:lhob:367,Materials,1,copper (metal)
648d423d-a033-58f4-9751-fe50eea40467,tg:lhob:53,Materials,1,metal
648d423d-a033-58f4-9751-fe50eea40467,tg:lhob:53,Materials,1,wood (plant material)
fa1c69db-2ee0-5b8f-b6b8-cb3bc069ffbd,tg:lhob:625,Materials,1,bronze (metal)
c571dfb3-77ca-5912-b84c-bd60bed483d8,tg:lhob:330,Materials,1,plastic (material)
c571dfb3-77ca-5912-b84c-bd60bed483d8,tg:lhob:330,Materials,1,metal
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,tg:lhob:449,Materials,1,silver (metal)
f21fbbdb-26bb-591e-9398-6124a4668718,tg:lhob:633,Materials,1,bronze (metal)
e548aa1e-4b19-505c-9aa0-1a564d99f098,tg:lhob:326,Materials,1,glass (material)
e548aa1e-4b19-505c-9aa0-1a564d99f098,tg:lhob:326,Materials,1,gold (metal)
1b1f8a2a-c808-5715-826a-c2223ab3fedd,tg:lhob:664,Materials,1,enamel (fused coating)
1b1f8a2a-c808-5715-826a-c2223ab3fedd,tg:lhob:664,Materials,2,textile materials
1b1f8a2a-c808-5715-826a-c2223ab3fedd,tg:lhob:664,Materials,1,metal
26fa1cda-3bb5-58fb-81bc-7b049e1e9a2e,tg:lhob:371,Materials,1,cardboard
f5fb8982-6320-5ad9-83b8-330917c18bd4,tg:lhob:721,Materials,1,wood (plant material)
f5fb8982-6320-5ad9-83b8-330917c18bd4,tg:lhob:721,Materials,1,textile materials
dad4adfb-5ce5-5b87-9fe1-020352a12f6a,tg:lhob:408,Materials,1,textile materials
dad4adfb-5ce5-5b87-9fe1-020352a12f6a,tg:lhob:408,Materials,2,rope
dad4adfb-5ce5-5b87-9fe1-020352a12f6a,tg:lhob:408,Materials,3,metal
dad4adfb-5ce5-5b87-9fe1-020352a12f6a,tg:lhob:408,Materials,1,wood (plant material)
a6997db7-dfc2-5414-b2da-501b4a799b87,tg:lhob:490,Materials,1,bronze (metal)
5c05dc28-3f90-51ed-9553-7ae652309d48,tg:lhob:306,Materials,1,glass (material)
5c05dc28-3f90-51ed-9553-7ae652309d48,tg:lhob:306,Materials,1,metal
a4eaf841-6cd4-58a4-91cf-cea23a2fdc39,tg:lhob:613,Materials,1,metal
d4d060ff-a609-5e25-90c7-d159e7e61105,tg:lhob:243,Materials,1,plastic (material)
d4d060ff-a609-5e25-90c7-d159e7e61105,tg:lhob:243,Materials,1,wood (plant material)
f9b0453d-2afb-5fa0-b6ef-d8b66b52476c,tg:lhob:428,Materials,1,bronze (metal)
f8fb498f-ffd0-5b1b-9b30-d55e2becf366,tg:lhob:582,Materials,1,metal
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,Materials,1,metal
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,Materials,2,textile materials
0d05e880-ea32-51ea-934b-ed5b401fcbfe,tg:lhob:701,Materials,1,wood (plant material)
21ef8231-2324-53e8-92df-a86af468c875,tg:lhob:214,Materials,1,leather
61ae216a-8a16-5645-b90c-7a1d1d554dd2,tg:lhob:644,Materials,1,metal
04894238-622e-5ed4-b8ff-25eccd38ec61,tg:lhob:594,Materials,1,bronze (metal)
74b3bb6b-779a-50d6-a5f9-1e3852b52cab,tg:lhob:347,Materials,1,iron (metal)
b155767d-0548-584a-ab07-6086cd0c7b41,tg:lhob:652,Materials,1,bronze (metal)
d9499df7-ad52-5058-b9ff-bf65ee42df3f,tg:lhob:486,Materials,1,bronze (metal)
cafdae75-d8c4-5576-a18b-4a9d62e2dd49,tg:lhob:310,Materials,1,glass (material)
cafdae75-d8c4-5576-a18b-4a9d62e2dd49,tg:lhob:310,Materials,1,metal
4634e426-77f1-5278-8ba4-c33bb6c05ebd,tg:lhob:740,Materials,1,ceramic (material)
e3f6e056-d25b-58ae-b4b4-cca975a8ef13,tg:lhob:255,Materials,1,plastic (material)
e3f6e056-d25b-58ae-b4b4-cca975a8ef13,tg:lhob:255,Materials,1,wood (plant material)
957c67ac-675a-5bc8-9d10-e8e6a8fda771,tg:lhob:605,Materials,1,bronze (metal)
fa1ebdaa-5d27-59f4-916b-fb3f8abf958e,tg:lhob:412,Materials,1,textile materials
fa1ebdaa-5d27-59f4-916b-fb3f8abf958e,tg:lhob:412,Materials,2,metal
fa1ebdaa-5d27-59f4-916b-fb3f8abf958e,tg:lhob:412,Materials,3,rope
fa1ebdaa-5d27-59f4-916b-fb3f8abf958e,tg:lhob:412,Materials,1,wood (plant material)
c2676822-20d3-5439-9a42-5c27d84e0d8f,tg:lhob:557,Materials,1,bronze (metal)
40b9a4e5-a38f-5d81-ab1a-d6e219b11764,tg:lhob:384,Materials,1,cardboard
cd521e4b-47fa-5193-a275-9e1c1108c939,tg:lhob:691,Materials,1,textile materials
cd521e4b-47fa-5193-a275-9e1c1108c939,tg:lhob:691,Materials,1,metal
b80031e4-5f62-5669-baa2-89b43848ea61,tg:lhob:445,Materials,1,silver (metal)
c4c251f0-92eb-5194-abef-c9620d4f2192,tg:lhob:150,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
c4c251f0-92eb-5194-abef-c9620d4f2192,tg:lhob:150,Materials,1,copper (metal)
c4c251f0-92eb-5194-abef-c9620d4f2192,tg:lhob:150,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
c4c251f0-92eb-5194-abef-c9620d4f2192,tg:lhob:150,Materials,1,wood (plant material)
45457980-fea2-5514-9e35-4226a03026cd,tg:lhob:500,Materials,1,metal
45457980-fea2-5514-9e35-4226a03026cd,tg:lhob:500,Materials,1,wood (plant material)
0805a40b-7603-5691-9bdb-2db9257c9fa1,tg:lhob:629,Materials,1,metal
b8afcb4f-5eaf-51fa-a596-63ac0c2adcd6,tg:lhob:296,Materials,1,metal
0847d133-0ada-5261-bee0-1f179bc0f263,tg:lhob:516,Materials,1,ivory (material)
0847d133-0ada-5261-bee0-1f179bc0f263,tg:lhob:516,Materials,1,silver (metal)
d0ac0298-3a56-5dae-93ec-fb8586cac684,tg:lhob:146,Materials,1,stone (worked rock)
bf22732e-9980-5ef8-8bbc-2084af072577,tg:lhob:404,Materials,1,metal
0eacb309-0eea-575a-9882-69edee6dcb91,tg:lhob:541,Materials,1,bronze (metal)
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,Materials,1,textile materials
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,Materials,2,enamel (fused coating)
a0f21350-691e-542a-9522-1c1d462895f2,tg:lhob:668,Materials,1,metal
dc472710-8a9a-5090-a40d-74f694fbec1f,tg:lhob:238,Materials,1,plastic (material)
dc472710-8a9a-5090-a40d-74f694fbec1f,tg:lhob:238,Materials,1,wood (plant material)
b07fea49-9c66-5452-82d8-fa8ae8753072,tg:lhob:687,Materials,1,enamel (fused coating)
b07fea49-9c66-5452-82d8-fa8ae8753072,tg:lhob:687,Materials,2,textile materials
b07fea49-9c66-5452-82d8-fa8ae8753072,tg:lhob:687,Materials,1,metal
99971970-cd59-5bea-9018-9da7addd5df3,tg:lhob:669,Materials,1,textile materials
99971970-cd59-5bea-9018-9da7addd5df3,tg:lhob:669,Materials,2,enamel (fused coating)
99971970-cd59-5bea-9018-9da7addd5df3,tg:lhob:669,Materials,1,metal
7db9392a-b61a-54d1-baa5-01402bb3c3c2,tg:lhob:239,Materials,1,plastic (material)
7db9392a-b61a-54d1-baa5-01402bb3c3c2,tg:lhob:239,Materials,1,wood (plant material)
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,Materials,1,enamel (fused coating)
0e5b4474-c4fc-5c95-be67-4581dfa24d7d,tg:lhob:686,Materials,1,metal
5f557926-25a7-52a1-b283-2494e25a258f,tg:lhob:110,Materials,1,plastic (material)
5bdf03ee-6079-52b7-929e-406219366c62,tg:lhob:540,Materials,1,bronze (metal)
67a2d57d-38ad-5c12-857c-f1fa93080862,tg:lhob:517,Materials,1,bronze (metal)
bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,tg:lhob:147,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,tg:lhob:147,Materials,1,copper (metal)
bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,tg:lhob:147,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
bee1fb81-3b0f-587b-8264-45bb4cb6d0ad,tg:lhob:147,Materials,1,wood (plant material)
b31c9fec-9caf-5db1-bfbb-ed06d7c8efc3,tg:lhob:628,Materials,1,metal
55934b7a-b56e-55e0-90e4-bfa8ebcb542e,tg:lhob:278,Materials,1,metal
55934b7a-b56e-55e0-90e4-bfa8ebcb542e,tg:lhob:278,Materials,1,wood (plant material)
8ae6f6c2-6493-57b1-9fc8-08b3b23cedb8,tg:lhob:297,Materials,1,ceramic (material)
d4272d7c-0b49-5df9-8ef6-fe611cd726e4,tg:lhob:444,Materials,1,silver (metal)
b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,tg:lhob:151,Materials,1,vleg NOT FOUND IN: materiaal_types.csv
b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,tg:lhob:151,Materials,1,copper (metal)
b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,tg:lhob:151,Materials,1,vlak NOT FOUND IN: materiaal_types.csv
b51fbb3c-e7da-554f-8e84-ca9e4e121aaf,tg:lhob:151,Materials,1,wood (plant material)
052145bb-04c1-58a1-bc9a-a6cad1145258,tg:lhob:501,Materials,1,wood (plant material)
c6e822b7-876b-5030-acaf-1604685aba95,tg:lhob:385,Materials,1,paper (fiber product)
c6e822b7-876b-5030-acaf-1604685aba95,tg:lhob:385,Materials,1,wood (plant material)
9be4f437-2a23-58d6-9279-8a47b052bfaf,tg:lhob:690,Materials,1,enamel (fused coating)
9be4f437-2a23-58d6-9279-8a47b052bfaf,tg:lhob:690,Materials,1,metal
f7a43474-4cc6-537d-9e49-2b293d8bd09a,tg:lhob:413,Materials,1,textile materials
f7a43474-4cc6-537d-9e49-2b293d8bd09a,tg:lhob:413,Materials,2,plastic (material)
f7a43474-4cc6-537d-9e49-2b293d8bd09a,tg:lhob:413,Materials,1,wood (plant material)
7c866e93-8b53-5927-88ed-b4f5a1482846,tg:lhob:556,Materials,1,silver (metal)
59d33f40-92ae-5770-99c0-ae4869d5fcbb,tg:lhob:106,Materials,1,metal
