ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier,Start Date,Start Date Type,End Date,Start Date Note,Start Date Note Type,Start Date Note Language,End Date Type,source_field,Creation Time Span Source Note,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier,Description,Description Type,Description Language,Legacy Information Value,Legacy Information Type,Legacy Information Published,Material Records,ISAAR Brocade ID,Original Entity Relation,Original Entity Widget,Original Entity Identifier,Keeper,Object Number,Object Identifier,Record Type,source_date,Copyright Revision Date,Copyright Type
2afbdc99-e22c-5206-8d42-d80f4c2f8da9,tg:lhph:43339,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""d8aadf2e-9b86-5260-bda7-6ebca3ccd9b9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6b5c590c-49c7-4f54-bb76-76cdbd107d2d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2b755310-a431-586c-9c1d-3d5a865c18d0,tg:lhph:6680,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:6680,https://data.letterenhuis.be/ark:/24970/2b755310-a431-586c-9c1d-3d5a865c18d0,Foto's,,,
2b755310-a431-586c-9c1d-3d5a865c18d0,tg:lhph:6680,e73_DepictedItems,1,c93145da-0691-5567-9ca1-2f5ecb0a6064,au::9330,,,,,,,,,,,,,keywords,"dlod={""name"":""IJzerbedevaarten"",""ark"":""ark:/83110/x0/c93145da-0691-5567-9ca1-2f5ecb0a6064"",""uri"":""/agents/corporate_entities/26824"",""id"":""au::9330"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c93145da-0691-5567-9ca1-2f5ecb0a6064,,,,,,,,,,,,,,,,,,
2b755310-a431-586c-9c1d-3d5a865c18d0,tg:lhph:6680,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"IJzerbedevaarten, zittende vandeldragers.",descriptive note,Nederlands,,,,,,,,,,,,,,,
2b755310-a431-586c-9c1d-3d5a865c18d0,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000006343,referentienummer,False,,,,,,,,,,,,
2b755310-a431-586c-9c1d-3d5a865c18d0,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:6680,brocade id,False,,,,,,,,,,,,
2b755310-a431-586c-9c1d-3d5a865c18d0,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:6680/N,brocade url,False,,,,,,,,,,,,
2b755310-a431-586c-9c1d-3d5a865c18d0,tg:lhph:6680,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""92ce31ba-f24a-5fd0-9e86-3c83d2a149c1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c9c70ea4-fe58-45eb-a792-42a446700798"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:6210,https://data.letterenhuis.be/ark:/24970/2b777784-d633-508a-829f-b993904262ec,Foto's,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1932-08-21,2047-08-21,In Copyright
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19320821,,,,,,,,,,,,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_CreationTimeSpans,,,,,,,1932-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_DepictedItems,1,c93145da-0691-5567-9ca1-2f5ecb0a6064,au::9330,,,,,,,,,,,,,keywords,"dlod={""name"":""IJzerbedevaarten"",""ark"":""ark:/83110/x0/c93145da-0691-5567-9ca1-2f5ecb0a6064"",""uri"":""/agents/corporate_entities/26824"",""id"":""au::9330"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c93145da-0691-5567-9ca1-2f5ecb0a6064,,,,,,,,,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"Op de dertiende bedevaart werden acht gesneuvelde frontsoldaten op wijtewagens overgebracht naar de IJzertoren, waar zij in de Crypte werden bijgezet. Nml. de Gebroeders Van Raemdonck, Renaat de Rudder, Joe English, Firmin Deprez, Hubert Willems en Frans van der Linden.",descriptive note,Nederlands,,,,,,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000005878,referentienummer,False,,,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:6210,brocade id,False,,,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:6210/N,brocade url,False,,,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""db734179-a600-5af1-a722-5fd3e4f75477"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0f5c0a94-4df9-4667-8f91-5631540aeeeb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_OriginalBrocade,2,cf0b733f-9917-539c-96e7-c13dea8c28c8,,,,,,,,,,,,,,,,,,,,,,,,au::10783,keywords,"dlod={""name"":""Frans Kusters"",""ark"":""ark:/83110/x0/cf0b733f-9917-539c-96e7-c13dea8c28c8"",""uri"":""/agents/people/49078"",""id"":""au::10783"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cf0b733f-9917-539c-96e7-c13dea8c28c8,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_OriginalBrocade,3,08781501-b867-5195-9729-8a9235713b69,,,,,,,,,,,,,,,,,,,,,,,,au::11633,keywords,"dlod={""name"":""Frans van der Linden"",""ark"":""ark:/83110/x0/08781501-b867-5195-9729-8a9235713b69"",""uri"":""/agents/people/94276"",""id"":""au::11633"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/08781501-b867-5195-9729-8a9235713b69,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_OriginalBrocade,4,100f5908-747a-51b1-896c-b26d86f49424,,,,,,,,,,,,,,,,,,,,,,,,au::15404,keywords,"dlod={""name"":""Gebroeders van Raemdonck"",""ark"":""ark:/83110/x0/100f5908-747a-51b1-896c-b26d86f49424"",""uri"":""/agents/people/60950"",""id"":""au::15404"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/100f5908-747a-51b1-896c-b26d86f49424,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_OriginalBrocade,5,62db7081-680d-55db-8aba-0799200abe24,,,,,,,,,,,,,,,,,,,,,,,,au::16164,keywords,"dlod={""name"":""Renaat de Rudder"",""ark"":""ark:/83110/x0/62db7081-680d-55db-8aba-0799200abe24"",""uri"":""/agents/people/85420"",""id"":""au::16164"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/62db7081-680d-55db-8aba-0799200abe24,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_OriginalBrocade,6,39ce594b-71a8-5d3c-9a05-fa6f580d79d8,,,,,,,,,,,,,,,,,,,,,,,,au::21454,keywords,"dlod={""name"":""Bert Willems"",""ark"":""ark:/83110/x0/39ce594b-71a8-5d3c-9a05-fa6f580d79d8"",""uri"":""/agents/people/61798"",""id"":""au::21454"",""nameWithContext"":[""Hubert Willems""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/39ce594b-71a8-5d3c-9a05-fa6f580d79d8,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_OriginalBrocade,7,a4e18e10-60e7-5be4-8078-f5fb17edde41,,,,,,,,,,,,,,,,,,,,,,,,au::5365,keywords,"dlod={""name"":""Firmin Deprez"",""ark"":""ark:/83110/x0/a4e18e10-60e7-5be4-8078-f5fb17edde41"",""uri"":""/agents/people/73656"",""id"":""au::5365"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a4e18e10-60e7-5be4-8078-f5fb17edde41,,,,,,,
2b777784-d633-508a-829f-b993904262ec,tg:lhph:6210,e73_OriginalBrocade,8,09797f1d-dcc1-5be7-b28b-18fec9f4286a,,,,,,,,,,,,,,,,,,,,,,,,au::6369,keywords,"dlod={""name"":""Joe English"",""ark"":""ark:/83110/x0/09797f1d-dcc1-5be7-b28b-18fec9f4286a"",""uri"":""/agents/people/75987"",""id"":""au::6369"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/09797f1d-dcc1-5be7-b28b-18fec9f4286a,,,,,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:17555,https://data.letterenhuis.be/ark:/24970/2b8672c3-e3c1-581e-ba42-96bbe88b98e8,Foto's,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,e73_DepictedItems,1,c1ea649a-ef6e-55ec-b65d-3ef7b8c25a4d,au::46251,,,,,,,,,,,,,keywords,"dlod={""name"":""Museum Gust de Smet"",""ark"":""ark:/83110/x0/c1ea649a-ef6e-55ec-b65d-3ef7b8c25a4d"",""uri"":""/agents/corporate_entities/24940"",""id"":""au::46251"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c1ea649a-ef6e-55ec-b65d-3ef7b8c25a4d,,,,,,,,,,,,,,,,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"Woning van Gust de Smet, thans Museum Gust de Smet in Deurle.",descriptive note,Nederlands,,,,,,,,,,,,,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000016770,referentienummer,False,,,,,,,,,,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:17555,brocade id,False,,,,,,,,,,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:17555/N,brocade url,False,,,,,,,,,,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""45119b0d-bcea-5916-ac2a-6e85bf7839fb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""40ca866e-44d6-493b-b026-7775132331f7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2b8672c3-e3c1-581e-ba42-96bbe88b98e8,tg:lhph:17555,e73_OriginalBrocade,2,70792ffb-f1e6-5269-b60d-1ecd1cf58117,,,,,,,,,,,,,,,,,,,,,,,,au::17128,keywords,"dlod={""name"":""Gust de Smet"",""ark"":""ark:/83110/x0/70792ffb-f1e6-5269-b60d-1ecd1cf58117"",""uri"":""/agents/people/49056"",""id"":""au::17128"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/70792ffb-f1e6-5269-b60d-1ecd1cf58117,,,,,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,tg:lhph:42545,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:42545,https://data.letterenhuis.be/ark:/24970/2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,Foto's,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,tg:lhph:42545,e73_CreationActors,1,9ee3d126-145c-5f9f-b4b3-1ae0a620db91,au::10815,photographers,"dlod={""name"":""Het Laatste Nieuws"",""ark"":""ark:/83110/x0/9ee3d126-145c-5f9f-b4b3-1ae0a620db91"",""uri"":""/agents/corporate_entities/27899"",""id"":""au::10815"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9ee3d126-145c-5f9f-b4b3-1ae0a620db91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,tg:lhph:42545,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"Opname van ""Jef"".",descriptive note,Nederlands,,,,,,,,,,,,,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000041256,referentienummer,False,,,,,,,,,,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:42545,brocade id,False,,,,,,,,,,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:42545/N,brocade url,False,,,,,,,,,,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,tg:lhph:42545,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""76995333-c564-5bdd-aa10-db9b87d52f87"", ""ontologyProperty"": """", ""resourceXresourceId"": ""36445384-a722-4ae5-9e32-afa4a4e24e2e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2ba10f41-1e3d-5d14-86e6-47cf0e5966a2,tg:lhph:42545,e73_OriginalBrocade,2,0bcaa72e-349b-5eb5-bcdf-0b0d2145cc6f,,,,,,,,,,,,,,,,,,,,,,,,au::2864,keywords,"dlod={""name"":""Lucien van den Briele"",""ark"":""ark:/83110/x0/0bcaa72e-349b-5eb5-bcdf-0b0d2145cc6f"",""uri"":""/agents/people/53121"",""id"":""au::2864"",""nameWithContext"":[""Luc van den Briele""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0bcaa72e-349b-5eb5-bcdf-0b0d2145cc6f,,,,,,,
2bd337f4-491b-5b0c-9824-4f60cf8ee76d,tg:lhph:47640,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:47640,https://data.letterenhuis.be/ark:/24970/2bd337f4-491b-5b0c-9824-4f60cf8ee76d,Foto's,,,
2bd337f4-491b-5b0c-9824-4f60cf8ee76d,tg:lhph:47640,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,Ongeïdentificeerde kind zittend op een trap,descriptive note,Nederlands,,,,,,,,,,,,,,,
2bd337f4-491b-5b0c-9824-4f60cf8ee76d,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000045985,referentienummer,False,,,,,,,,,,,,
2bd337f4-491b-5b0c-9824-4f60cf8ee76d,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:47640,brocade id,False,,,,,,,,,,,,
2bd337f4-491b-5b0c-9824-4f60cf8ee76d,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:47640/N,brocade url,False,,,,,,,,,,,,
2bd337f4-491b-5b0c-9824-4f60cf8ee76d,tg:lhph:47640,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""f718fff7-6406-5c3a-9a70-5cf56eacce22"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e3e16f0b-e0eb-4abb-bf79-c29ca725d222"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2bd337f4-491b-5b0c-9824-4f60cf8ee76d,tg:lhph:47640,e73_OriginalBrocade,1,ef7f598a-9081-58e2-b9d0-73f8929c6694,,,,,,,,,,,,,,,,,,,,,,,,au::14546,keywords,"dlod={""name"":""Jozef Peeters"",""ark"":""ark:/83110/x0/ef7f598a-9081-58e2-b9d0-73f8929c6694"",""uri"":""/agents/people/91544"",""id"":""au::14546"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ef7f598a-9081-58e2-b9d0-73f8929c6694,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:32407,https://data.letterenhuis.be/ark:/24970/2bdc52e5-2e29-5df3-9991-805a7faab959,Foto's,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949-uu-uu,2064-uu-uu,In Copyright
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_CreationActors,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""name"":""Marcel de Backer"",""ark"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""uri"":""/agents/people/90573"",""id"":""au::901"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19490000,,,,,,,,,,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_CreationTimeSpans,,,,,,,1949-uu-uu,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_DepictedItems,2,42cde316-7cb6-5aa4-93c0-6e5223f31b7e,au::4855,,,,,,,,,,,,,keywords,"dlod={""name"":""Johan Daisne"",""ark"":""ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e"",""uri"":""/agents/people/73073"",""id"":""au::4855"",""nameWithContext"":[""Herman Thiery""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/42cde316-7cb6-5aa4-93c0-6e5223f31b7e,,,,,,,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"Johan Daisne, voorsprekend. Borststuk.",descriptive note,Nederlands,,,,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000031308,referentienummer,False,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:32407,brocade id,False,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:32407/N,brocade url,False,,,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""30d77db5-071b-5060-ae5f-322bf044f8f3"", ""ontologyProperty"": """", ""resourceXresourceId"": ""439ce872-15fc-4a0a-b194-1783ba240a0d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2bdc52e5-2e29-5df3-9991-805a7faab959,tg:lhph:32407,e73_MaterialRecords,2,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""0eb30d9e-7815-5f7f-856b-b73656a01905"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3474f238-4ad2-48f5-a9a5-30256d9ccc33"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,tg:lhph:48871,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:48871,https://data.letterenhuis.be/ark:/24970/2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,Foto's,,,
2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,tg:lhph:48871,e73_DepictedItems,1,a3d9cd93-1742-5cf6-b5a2-019cec7be9a7,au::19934,,,,,,,,,,,,,keywords,"dlod={""name"":""René Victor"",""ark"":""ark:/83110/x0/a3d9cd93-1742-5cf6-b5a2-019cec7be9a7"",""uri"":""/agents/people/55657"",""id"":""au::19934"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a3d9cd93-1742-5cf6-b5a2-019cec7be9a7,,,,,,,,,,,,,,,,,,
2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,tg:lhph:48871,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,"René Victor, gezeten op een rondvaartboot op de Seine, kijkend over linkerschouder.",descriptive note,Nederlands,,,,,,,,,,,,,,,
2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000047116,referentienummer,False,,,,,,,,,,,,
2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:48871,brocade id,False,,,,,,,,,,,,
2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:48871/N,brocade url,False,,,,,,,,,,,,
2c2c4b8a-fa5a-5895-a8ad-4912c6a3e8d0,tg:lhph:48871,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""c0ab238c-af3a-5d24-a2c8-1b595a5933d0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b0c4c57b-5d96-4ccc-aea5-61e1cd2ec8b2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:1120,https://data.letterenhuis.be/ark:/24970/2c34ec76-eaa8-51c6-84bf-db8968ce32b1,Foto's,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1929-uu-uu,2044-uu-uu,In Copyright
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19290000,,,,,,,,,,,,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,e73_CreationTimeSpans,,,,,,,1929-uu-uu,circa,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,e73_DepictedItems,1,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,,,,,,,,,,,,,keywords,"dlod={""name"":""Emmanuel de Bom"",""ark"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""uri"":""/agents/people/75531"",""id"":""au::2268"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,,,,,,,,,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,Emmanuel de Bom. Buste,descriptive note,Nederlands,,,,,,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,,e73_LegacyInformation,0,,,,,,,,,,,,,id.objectNumber,,,,,,,,BE-ANN07/ph/000001009,referentienummer,False,,,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.id,,,,,,,,tg:lhph:1120,brocade id,False,,,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,,e73_LegacyInformation,1,,,,,,,,,,,,,brocade.url,,,,,,,,https://anet.be/record/opaclhobj/tg:lhph:1120/N,brocade url,False,,,,,,,,,,,,
2c34ec76-eaa8-51c6-84bf-db8968ce32b1,tg:lhph:1120,e73_MaterialRecords,1,,,,,,,,,,,,,,,,,,,,,,,,"[{""resourceId"": ""903e76a7-fa73-5dea-8eea-0158b4fc1dfc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9bfa1b34-ed80-49dc-a341-a7d35f0f6eb9"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,
2c63edf3-f60f-5b68-bb1e-66cb3dd2c083,tg:lhph:40560,AA,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Letterenhuis,tg:lhph:40560,https://data.letterenhuis.be/ark:/24970/2c63edf3-f60f-5b68-bb1e-66cb3dd2c083,Foto's,,,
2c63edf3-f60f-5b68-bb1e-66cb3dd2c083,tg:lhph:40560,e73_Copyrights,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1933-04-17,2048-04-17,In Copyright
2c63edf3-f60f-5b68-bb1e-66cb3dd2c083,tg:lhph:40560,e73_CreationTimeSpanSourceNotes,0,,,,,,,,,,,,,id/date.exposure/so,19330417,,,,,,,,,,,,,,,,,,,,,
2c63edf3-f60f-5b68-bb1e-66cb3dd2c083,tg:lhph:40560,e73_CreationTimeSpans,,,,,,,1933-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2c63edf3-f60f-5b68-bb1e-66cb3dd2c083,tg:lhph:40560,e73_Descriptions,,,,,,,,,,,,,,id.desc,,,,,Leden van de Dietsche Bond,descriptive note,Nederlands,,,,,,,,,,,,,,,
