brocade.id,Change History Identifier,Change History Timespan,Change History User,Change History Description,Change History Activity,card,ResourceID
tg:mpmbr:714,12388660,2019-04-26 16:21:05 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:714,12439734,2019-05-09 16:29:00 +0000 UTC,dpalmans,Markering als gecontroleerd,,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:714,12449583,2019-05-10 10:08:52 +0000 UTC,tomdmey,Markering als gecontroleerd,,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:714,13090684,2020-02-13 07:03:13 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:714,13090870,2020-02-13 09:01:27 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:714,14673159,2021-09-03 11:46:49 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:714,14684198,2021-09-03 11:46:51 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:714,15338296,2021-12-01 13:34:32 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,5b2ddae1-5cf1-5d87-83c5-51574407d6a4
tg:mpmbr:700,,2019-03-04 13:36:41 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214043,2019-03-04 13:36:41 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214044,2019-03-04 13:36:41 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214045,2019-03-04 13:36:41 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214046,2019-03-04 13:36:41 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214049,2019-03-04 13:36:41 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214070,2019-03-04 13:37:16 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214071,2019-03-04 13:37:16 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214073,2019-03-04 13:37:16 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214124,2019-03-04 13:41:00 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214125,2019-03-04 13:41:00 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12214127,2019-03-04 13:41:00 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12216676,2019-03-05 07:02:03 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:700,12216812,2019-03-05 09:01:26 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,1b052deb-264a-5cf2-8071-39070f9fc974
tg:mpmbr:933,,2020-09-17 12:52:50 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13868779,2020-09-17 12:52:50 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13868780,2020-09-17 12:52:50 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13868781,2020-09-17 12:52:50 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13868782,2020-09-17 12:52:50 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13868785,2020-09-17 12:52:50 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13870118,2020-09-17 17:29:16 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13870119,2020-09-17 17:29:16 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13870121,2020-09-17 17:29:16 +0000 UTC,kselle,Bewerken van de annotaties,edit,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13870213,2020-09-18 07:03:33 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:933,13895125,2020-10-06 18:08:00 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,457bfc14-d4c7-5b86-9598-1949c355ed3b
tg:mpmbr:927,,2020-03-17 17:26:04 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,13222507,2020-03-17 17:26:04 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,13222508,2020-03-17 17:26:04 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,13222509,2020-03-17 17:26:04 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,13222513,2020-03-17 17:26:04 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,13222516,2020-03-17 17:26:35 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,13222517,2020-03-17 17:26:35 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,14257286,2021-02-16 15:31:20 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:927,14257287,2021-02-16 15:31:20 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,71378845-ba0e-5cac-8b0e-0335d3fb34ef
tg:mpmbr:1088,,2021-02-16 15:50:09 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,df280182-a6b7-5d28-94d8-f180524538f2
tg:mpmbr:1088,14257619,2021-02-16 15:50:09 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,df280182-a6b7-5d28-94d8-f180524538f2
tg:mpmbr:1088,14257620,2021-02-16 15:50:09 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,df280182-a6b7-5d28-94d8-f180524538f2
tg:mpmbr:1088,14257621,2021-02-16 15:50:09 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,df280182-a6b7-5d28-94d8-f180524538f2
tg:mpmbr:1088,14257625,2021-02-16 15:50:09 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,df280182-a6b7-5d28-94d8-f180524538f2
tg:mpmbr:1088,14257628,2021-02-16 15:50:42 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,df280182-a6b7-5d28-94d8-f180524538f2
tg:mpmbr:1088,14257629,2021-02-16 15:50:42 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,df280182-a6b7-5d28-94d8-f180524538f2
tg:mpmbr:1117,,2021-02-17 15:25:59 +0000 UTC,fplovie,,Creatie,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260643,2021-02-17 15:25:59 +0000 UTC,fplovie,Bewerken van de identificatie,edit,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260644,2021-02-17 15:25:59 +0000 UTC,fplovie,Bewerken van de items,edit,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260645,2021-02-17 15:25:59 +0000 UTC,fplovie,Bewerken van de kenmerken,edit,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260649,2021-02-17 15:25:59 +0000 UTC,fplovie,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260652,2021-02-17 15:27:08 +0000 UTC,fplovie,Bewerken van de identificatie,edit,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260653,2021-02-17 15:27:08 +0000 UTC,fplovie,Bewerken van de items,edit,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260788,2021-02-18 05:02:12 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,14260810,2021-02-18 07:08:28 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,15255882,2021-11-02 10:58:18 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,15256345,2021-11-02 10:59:05 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,15256808,2021-11-02 10:59:19 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:1117,15257271,2021-11-02 11:00:29 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,49b2df9d-75f4-5701-a82d-08df4ac1f149
tg:mpmbr:884,,2020-02-27 16:21:15 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138737,2020-02-27 16:21:15 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138738,2020-02-27 16:21:15 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138739,2020-02-27 16:21:15 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138743,2020-02-27 16:21:15 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138764,2020-02-27 16:21:37 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138765,2020-02-27 16:21:37 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138770,2020-02-27 16:21:37 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138800,2020-02-27 16:25:58 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13138801,2020-02-27 16:25:58 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13139837,2020-02-27 17:18:13 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13139838,2020-02-27 17:18:13 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13397556,2020-05-07 07:03:39 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,13397832,2020-05-07 09:01:19 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:884,14004613,2020-10-22 12:08:56 +0000 UTC,tomdmey,Markering als gecontroleerd,,e73_Transaction_history_df,8e1c62f5-1b95-54b0-afde-63f8fbf8a40f
tg:mpmbr:890,,2020-02-27 16:33:56 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13139021,2020-02-27 16:33:56 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13139022,2020-02-27 16:33:56 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13139023,2020-02-27 16:33:56 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13139027,2020-02-27 16:33:56 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13139030,2020-02-27 16:34:34 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13139031,2020-02-27 16:34:34 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13397562,2020-05-07 07:03:39 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,13397838,2020-05-07 09:01:19 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,14004619,2020-10-22 12:08:56 +0000 UTC,tomdmey,Markering als gecontroleerd,,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,15255991,2021-11-02 10:58:18 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,15256454,2021-11-02 10:59:05 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,15256917,2021-11-02 10:59:19 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:890,15257380,2021-11-02 11:00:29 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,4178f1e0-a64e-598b-80fb-0ceb7d4ba725
tg:mpmbr:648,,2019-01-16 09:31:48 +0000 UTC,avdbergh,,Creatie,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12076916,2019-01-16 09:31:48 +0000 UTC,avdbergh,Bewerken van de identificatie,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12076917,2019-01-16 09:31:48 +0000 UTC,avdbergh,Bewerken van de items,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12076918,2019-01-16 09:31:48 +0000 UTC,avdbergh,Bewerken van de kenmerken,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12076921,2019-01-16 09:31:48 +0000 UTC,avdbergh,Bewerken van de illustraties,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12076922,2019-01-16 09:31:48 +0000 UTC,avdbergh,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12076925,2019-01-16 09:31:54 +0000 UTC,avdbergh,Bewerken van de identificatie,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12076926,2019-01-16 09:31:54 +0000 UTC,avdbergh,Bewerken van de items,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12078733,2019-01-17 07:10:38 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12078949,2019-01-17 09:01:53 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12079704,2019-01-17 10:45:32 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12080232,2019-01-17 11:04:15 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12094371,2019-01-23 11:50:18 +0000 UTC,avdbergh,Bewerken van de identificatie,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12094372,2019-01-23 11:50:18 +0000 UTC,avdbergh,Bewerken van de items,edit,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12139655,2019-02-06 08:30:58 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12193157,2019-02-23 12:05:23 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12193542,2019-02-23 12:11:10 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12193927,2019-02-23 12:12:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12194312,2019-02-23 12:12:35 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12194697,2019-02-23 12:19:06 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12195082,2019-02-23 12:23:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12195467,2019-02-23 12:26:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12195852,2019-02-23 12:28:03 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12196237,2019-02-23 12:34:57 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12196622,2019-02-23 12:44:41 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12197007,2019-02-23 12:46:22 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12197392,2019-02-23 12:48:21 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12197860,2019-02-24 17:25:33 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12198245,2019-02-24 19:45:01 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12215257,2019-03-04 15:22:17 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12215642,2019-03-04 15:22:27 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:648,12216027,2019-03-04 15:24:30 +0000 UTC,avdbergh,Markering als gecontroleerd,,e73_Transaction_history_df,f9d9f30b-1bc7-5023-bc65-26d3fe136b73
tg:mpmbr:1103,,2021-02-17 12:16:05 +0000 UTC,fplovie,,Creatie,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14259293,2021-02-17 12:16:05 +0000 UTC,fplovie,Bewerken van de identificatie,edit,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14259294,2021-02-17 12:16:05 +0000 UTC,fplovie,Bewerken van de items,edit,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14259295,2021-02-17 12:16:05 +0000 UTC,fplovie,Bewerken van de kenmerken,edit,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14259299,2021-02-17 12:16:05 +0000 UTC,fplovie,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14259320,2021-02-17 12:18:42 +0000 UTC,fplovie,Bewerken van de identificatie,edit,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14259321,2021-02-17 12:18:42 +0000 UTC,fplovie,Bewerken van de items,edit,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14260774,2021-02-18 05:02:12 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,14260796,2021-02-18 07:08:28 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,15255869,2021-11-02 10:58:18 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,15256332,2021-11-02 10:59:05 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,15256795,2021-11-02 10:59:19 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:1103,15257258,2021-11-02 11:00:29 +0000 UTC,ivanongeval,Markering als gecontroleerd,,e73_Transaction_history_df,df5d53f2-e3fd-511d-9996-e3e4fec9d1a9
tg:mpmbr:106,,2015-12-23 15:53:15 +0000 UTC,kselle,,Creatie,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9055210,2015-12-23 15:53:15 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9055211,2015-12-23 15:53:15 +0000 UTC,kselle,Bewerken van de items,edit,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9055212,2015-12-23 15:53:15 +0000 UTC,kselle,Bewerken van de kenmerken,edit,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9055216,2015-12-23 15:53:15 +0000 UTC,kselle,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9055219,2015-12-23 15:53:44 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9055237,2015-12-23 16:11:03 +0000 UTC,kselle,Bewerken van de identificatie,edit,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9266061,2016-06-02 12:39:42 +0000 UTC,kselle,Markering als gecontroleerd,,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,9805983,2017-04-11 14:12:12 +0000 UTC,usystem,Bewerken van de items,,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,12239501,2019-03-14 07:02:51 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
tg:mpmbr:106,12239549,2019-03-14 09:01:55 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,38b290c9-420d-5b9a-a63f-9589afa48cd6
