ResourceID,brocade.id,Acquisition Brocade ID,card,order,Acquisition Name,Acquisition Identifier
36602cdc-061b-5781-b577-edd77d8b8eb1,tg:lhps:50650,tr:lh:9943,Acquisitions,1,Archief van Jef Geeraerts,{'url':'https://id.letterenhuis.be/ark:/24970/36602cdc-061b-5781-b577-edd77d8b8eb1'}
3827ca9f-60d4-51fa-b1e6-995236ef4f1d,tg:lhps:10330,tr:lh:7284,Acquisitions,1,Oningeschreven gevonden in 1997,{'url':'https://id.letterenhuis.be/ark:/24970/3827ca9f-60d4-51fa-b1e6-995236ef4f1d'}
389aafe0-e522-5cdd-aac4-a39f27e67a78,tg:lhps:46507,tr:lh:30822,Acquisitions,1,Affiches van de Culturele Affichewedstrijd 2010-2011,{'url':'https://id.letterenhuis.be/ark:/24970/389aafe0-e522-5cdd-aac4-a39f27e67a78'}
398a1dc2-86a0-554c-b0d4-ab6a95d7d5b3,tg:lhps:54306,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/398a1dc2-86a0-554c-b0d4-ab6a95d7d5b3'}
39ab6b52-f461-5f7d-a1cc-28b546e10573,tg:lhps:9286,tr:lh:7316,Acquisitions,1,Oningeschreven gevonden in 1996,{'url':'https://id.letterenhuis.be/ark:/24970/39ab6b52-f461-5f7d-a1cc-28b546e10573'}
39e3a72d-79df-5291-83a0-35052c5dbce6,tg:lhps:13320,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/39e3a72d-79df-5291-83a0-35052c5dbce6'}
3a1b7c76-5a86-5a88-8d23-f458bc398e47,tg:lhps:31085,tr:lh:9936,Acquisitions,1,Affichecollectie van het Nationaal Scheepvaartmuseum,{'url':'https://id.letterenhuis.be/ark:/24970/3a1b7c76-5a86-5a88-8d23-f458bc398e47'}
3a86188e-49d1-5143-bf96-ee7eacd27e65,tg:lhps:13662,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/3a86188e-49d1-5143-bf96-ee7eacd27e65'}
3c648bda-6113-55cd-81af-41cf821ea117,tg:lhps:40241,tr:lh:6462,Acquisitions,1,Archief van Renaat Verbruggen,{'url':'https://id.letterenhuis.be/ark:/24970/3c648bda-6113-55cd-81af-41cf821ea117'}
3c6538da-0339-5af7-8c8b-551aca42a037,tg:lhps:3776,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/3c6538da-0339-5af7-8c8b-551aca42a037'}
3cd83fff-69ff-579b-8900-7b3137b1e096,tg:lhps:2560,tr:lh:2250,Acquisitions,1,Archiefstukken van Jeanne Flament,{'url':'https://id.letterenhuis.be/ark:/24970/3cd83fff-69ff-579b-8900-7b3137b1e096'}
3daf955f-dd1b-5a1d-8505-505e7dda491f,tg:lhps:26890,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/3daf955f-dd1b-5a1d-8505-505e7dda491f'}
3fd7f73f-db59-5099-9f61-06953a05c0ce,tg:lhps:28420,tr:lh:9937,Acquisitions,1,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/3fd7f73f-db59-5099-9f61-06953a05c0ce'}
403f8833-4adb-537d-b7d6-5cc47198fc6a,tg:lhps:29698,tr:lh:9937,Acquisitions,1,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/403f8833-4adb-537d-b7d6-5cc47198fc6a'}
40adc9ec-1511-550d-951f-251b98edc2b9,tg:lhps:59867,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/40adc9ec-1511-550d-951f-251b98edc2b9'}
40e8b895-c86c-5b51-bbbd-ba2da07591d0,tg:lhps:60209,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/40e8b895-c86c-5b51-bbbd-ba2da07591d0'}
41bad578-7c6d-52c9-ae78-367b65aa4b77,tg:lhps:52544,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/41bad578-7c6d-52c9-ae78-367b65aa4b77'}
4227a02e-74f4-5944-a14d-f6c1e8e4c032,tg:lhps:50257,tr:lh:104004,Acquisitions,1,Affiches Herman Teirlinckhuis,{'url':'https://id.letterenhuis.be/ark:/24970/4227a02e-74f4-5944-a14d-f6c1e8e4c032'}
42cb7fc4-8b6d-5433-9b36-fde85b32a851,tg:lhps:9510,tr:lh:7316,Acquisitions,1,Oningeschreven gevonden in 1996,{'url':'https://id.letterenhuis.be/ark:/24970/42cb7fc4-8b6d-5433-9b36-fde85b32a851'}
4301b5f6-a1e7-5209-8f02-69c561e07f65,tg:lhps:60177,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/4301b5f6-a1e7-5209-8f02-69c561e07f65'}
4370d7f9-c370-589b-b059-aae8fc7c7a10,tg:lhps:56442,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/4370d7f9-c370-589b-b059-aae8fc7c7a10'}
4536f58a-c42f-5e87-a4d3-230b861b1c45,tg:lhps:24454,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/4536f58a-c42f-5e87-a4d3-230b861b1c45'}
45fd1104-2338-560b-8777-d1fbc70737ec,tg:lhps:24803,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/45fd1104-2338-560b-8777-d1fbc70737ec'}
46bbbab8-dcd6-59a3-955f-45fc37fbb910,tg:lhps:13789,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/46bbbab8-dcd6-59a3-955f-45fc37fbb910'}
47690193-5ae7-52c8-9129-479fe65fc15c,tg:lhps:8706,tr:lh:2408,Acquisitions,1,Archief van Jan de Schuyter,{'url':'https://id.letterenhuis.be/ark:/24970/47690193-5ae7-52c8-9129-479fe65fc15c'}
47e50e1f-1759-5b0a-8387-017f863169db,tg:lhps:26097,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/47e50e1f-1759-5b0a-8387-017f863169db'}
48bc1480-91cc-5ae5-bb99-0eb688e8ef4f,tg:lhps:59471,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/48bc1480-91cc-5ae5-bb99-0eb688e8ef4f'}
499dd772-dcf9-514d-ab7f-c77aa75070ae,tg:lhps:953,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/499dd772-dcf9-514d-ab7f-c77aa75070ae'}
499dd772-dcf9-514d-ab7f-c77aa75070ae,tg:lhps:953,tr:lh:7019,Acquisitions,2,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/499dd772-dcf9-514d-ab7f-c77aa75070ae'}
4adcb386-6bb6-58df-a5cf-9c982691635a,tg:lhps:12073,tr:lh:7755,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/4adcb386-6bb6-58df-a5cf-9c982691635a'}
4b4a71d4-0822-5dfb-bd51-00d4cdfc89f8,tg:lhps:6718,tr:lh:1551,Acquisitions,1,Archief van Herman van den Reeck,{'url':'https://id.letterenhuis.be/ark:/24970/4b4a71d4-0822-5dfb-bd51-00d4cdfc89f8'}
4c9f011d-910d-5d51-92bf-65ffff0fca77,tg:lhps:48149,tr:lh:9770,Acquisitions,1,Archief van Karel Jonckheere,{'url':'https://id.letterenhuis.be/ark:/24970/4c9f011d-910d-5d51-92bf-65ffff0fca77'}
4cb96ef5-7164-517a-af1b-fa03501d3645,tg:lhps:61731,tr:lh:7843,Acquisitions,1,Archief van André Demedts,{'url':'https://id.letterenhuis.be/ark:/24970/4cb96ef5-7164-517a-af1b-fa03501d3645'}
4e2d2cb3-4c07-5e3f-bfb0-41f576501993,tg:lhps:26982,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/4e2d2cb3-4c07-5e3f-bfb0-41f576501993'}
4f3eb0b5-eda0-520f-9f73-9c4005ad2b7b,tg:lhps:45540,tr:lh:7284,Acquisitions,1,Oningeschreven gevonden in 1997,{'url':'https://id.letterenhuis.be/ark:/24970/4f3eb0b5-eda0-520f-9f73-9c4005ad2b7b'}
4f9c5d3e-a62b-5fc2-9015-3852bfacd626,tg:lhps:9639,tr:lh:7316,Acquisitions,1,Oningeschreven gevonden in 1996,{'url':'https://id.letterenhuis.be/ark:/24970/4f9c5d3e-a62b-5fc2-9015-3852bfacd626'}
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,tg:lhps:49888,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/4fd14fcc-cb1b-5d09-bdca-ade565a0171e'}
511faef6-0daa-5e48-80a9-39af3215e2a4,tg:lhps:31590,tr:lh:9936,Acquisitions,1,Affichecollectie van het Nationaal Scheepvaartmuseum,{'url':'https://id.letterenhuis.be/ark:/24970/511faef6-0daa-5e48-80a9-39af3215e2a4'}
5186be43-a905-5f36-a9ce-b51ce258c86d,tg:lhps:15535,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/5186be43-a905-5f36-a9ce-b51ce258c86d'}
520e8036-2bb0-5888-bd46-7d07010a8937,tg:lhps:15309,tr:lh:6740,Acquisitions,1,Archief van Experimentele Werkgroep voor Toneel,{'url':'https://id.letterenhuis.be/ark:/24970/520e8036-2bb0-5888-bd46-7d07010a8937'}
520e8036-2bb0-5888-bd46-7d07010a8937,tg:lhps:15309,tr:lh:6740,Acquisitions,2,Archief van Experimentele Werkgroep voor Toneel,{'url':'https://id.letterenhuis.be/ark:/24970/520e8036-2bb0-5888-bd46-7d07010a8937'}
520e8036-2bb0-5888-bd46-7d07010a8937,tg:lhps:15309,tr:lh:6740,Acquisitions,3,Archief van Experimentele Werkgroep voor Toneel,{'url':'https://id.letterenhuis.be/ark:/24970/520e8036-2bb0-5888-bd46-7d07010a8937'}
528c7092-4e99-5cf9-be4f-7d9121f0906c,tg:lhps:729,tr:lh:5096,Acquisitions,1,Archiefstukken van Jan Vanriet,{'url':'https://id.letterenhuis.be/ark:/24970/528c7092-4e99-5cf9-be4f-7d9121f0906c'}
52badae4-8e2f-5d3f-a509-6f6b91cf9b98,tg:lhps:45110,tr:lh:9999,Acquisitions,1,Affichecollectie Museum Plantin-Moretus/Stedelijk Prentenkabinet,{'url':'https://id.letterenhuis.be/ark:/24970/52badae4-8e2f-5d3f-a509-6f6b91cf9b98'}
52ccea33-9ed2-56d8-99cd-9adb7abfcdce,tg:lhps:22353,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/52ccea33-9ed2-56d8-99cd-9adb7abfcdce'}
55e591f9-5678-5fd2-ab0b-948c5f3e002e,tg:lhps:27805,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/55e591f9-5678-5fd2-ab0b-948c5f3e002e'}
55f69580-0a68-5417-b8fe-6c27ca2c4e3c,tg:lhps:27556,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/55f69580-0a68-5417-b8fe-6c27ca2c4e3c'}
5648e5a2-670c-55c1-b8f0-17d2026c51a1,tg:lhps:9005,tr:lh:7316,Acquisitions,1,Oningeschreven gevonden in 1996,{'url':'https://id.letterenhuis.be/ark:/24970/5648e5a2-670c-55c1-b8f0-17d2026c51a1'}
583f6331-bc52-59bb-9245-b1b6f0422acf,tg:lhps:29724,tr:lh:9937,Acquisitions,1,Affichecollectie van het Volkskundemuseum,{'url':'https://id.letterenhuis.be/ark:/24970/583f6331-bc52-59bb-9245-b1b6f0422acf'}
583fc3b3-d0de-5a15-9d8c-2751bd89871b,tg:lhps:9455,tr:lh:7106,Acquisitions,1,Oningeschreven gevonden in 1995,{'url':'https://id.letterenhuis.be/ark:/24970/583fc3b3-d0de-5a15-9d8c-2751bd89871b'}
595cb60f-847f-5e7e-90f9-5de744bb54d0,tg:lhps:53355,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/595cb60f-847f-5e7e-90f9-5de744bb54d0'}
59c8bf1e-503c-5024-80af-3d2b60ae2e26,tg:lhps:30102,tr:lh:9940,Acquisitions,1,Affiches van de Culturele Affichewedstrijd 2007-2008,{'url':'https://id.letterenhuis.be/ark:/24970/59c8bf1e-503c-5024-80af-3d2b60ae2e26'}
59f12100-298f-55a0-b183-c48f6f71efe2,tg:lhps:7627,tr:lh:2691,Acquisitions,1,Archiefstukken van Thalia,{'url':'https://id.letterenhuis.be/ark:/24970/59f12100-298f-55a0-b183-c48f6f71efe2'}
5a08730b-5d6b-58da-97c5-61b129a0418b,tg:lhps:12531,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/5a08730b-5d6b-58da-97c5-61b129a0418b'}
5a25579d-dd45-51ac-a5a9-d36c4b7e3aeb,tg:lhps:62849,tr:lh:140424,Acquisitions,1,Affiches Monty (1985-2020),{'url':'https://id.letterenhuis.be/ark:/24970/5a25579d-dd45-51ac-a5a9-d36c4b7e3aeb'}
5a3e5133-f547-58d1-9b32-3507f17d9411,tg:lhps:56383,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/5a3e5133-f547-58d1-9b32-3507f17d9411'}
5b2feafb-e688-5169-a01a-a7d699d8b3ae,tg:lhps:26081,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/5b2feafb-e688-5169-a01a-a7d699d8b3ae'}
5bfbe135-0486-5f9b-9448-c2bb38046426,tg:lhps:10449,tr:lh:5552,Acquisitions,1,Archief van Het Nederlands Kamertoneel,{'url':'https://id.letterenhuis.be/ark:/24970/5bfbe135-0486-5f9b-9448-c2bb38046426'}
5c6ed3ee-30e2-58b8-abd2-15a7c75e5b88,tg:lhps:25615,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/5c6ed3ee-30e2-58b8-abd2-15a7c75e5b88'}
5c9ef6c1-bc87-5713-a801-31507717a530,tg:lhps:62058,tr:lh:140320,Acquisitions,1,Collectie affiches van verschillende cultuurcentra,{'url':'https://id.letterenhuis.be/ark:/24970/5c9ef6c1-bc87-5713-a801-31507717a530'}
5cfeba87-eb20-57ff-8890-6ec92454f3a8,tg:lhps:51554,tr:lh:110437,Acquisitions,1,Verzameling affiches van diverse culturele activiteiten in Antwerpen,{'url':'https://id.letterenhuis.be/ark:/24970/5cfeba87-eb20-57ff-8890-6ec92454f3a8'}
5d033402-6698-5326-b88f-93230b6807ef,tg:lhps:59426,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/5d033402-6698-5326-b88f-93230b6807ef'}
5d893f74-6aec-50cc-b697-415656f12d33,tg:lhps:9052,tr:lh:7316,Acquisitions,1,Oningeschreven gevonden in 1996,{'url':'https://id.letterenhuis.be/ark:/24970/5d893f74-6aec-50cc-b697-415656f12d33'}
5d893f74-6aec-50cc-b697-415656f12d33,tg:lhps:9052,tr:lh:7755,Acquisitions,2,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/5d893f74-6aec-50cc-b697-415656f12d33'}
5df15b32-2a2e-5f6f-9504-3900235ea04f,tg:lhps:13727,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/5df15b32-2a2e-5f6f-9504-3900235ea04f'}
5e9cea9a-68fd-5c29-81ee-e42e811cae07,tg:lhps:19384,tr:lh:9826,Acquisitions,1,Schenking oude revue-affiches,{'url':'https://id.letterenhuis.be/ark:/24970/5e9cea9a-68fd-5c29-81ee-e42e811cae07'}
60ac1aad-7455-5cca-b48a-b3ec7337cb48,tg:lhps:25341,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/60ac1aad-7455-5cca-b48a-b3ec7337cb48'}
60b894c4-5943-50ed-8e4f-28645a90b892,tg:lhps:62776,tr:lh:140424,Acquisitions,1,Affiches Monty (1985-2020),{'url':'https://id.letterenhuis.be/ark:/24970/60b894c4-5943-50ed-8e4f-28645a90b892'}
60c5404a-5b5b-5ef7-986b-43f4234076da,tg:lhps:55043,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/60c5404a-5b5b-5ef7-986b-43f4234076da'}
60d9d8e0-4550-5ad3-a96b-069086ba35d5,tg:lhps:26469,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/60d9d8e0-4550-5ad3-a96b-069086ba35d5'}
60f02913-2842-54e7-aac7-71ce1f5d2bf4,tg:lhps:51915,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/60f02913-2842-54e7-aac7-71ce1f5d2bf4'}
61777f10-ec42-507e-8410-4704d38e58c9,tg:lhps:54613,tr:lh:7281,Acquisitions,1,Archief van Etienne Debel,{'url':'https://id.letterenhuis.be/ark:/24970/61777f10-ec42-507e-8410-4704d38e58c9'}
62fe1480-2a29-52a7-a83d-48890c025ad3,tg:lhps:24141,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/62fe1480-2a29-52a7-a83d-48890c025ad3'}
635fa354-8d44-5fcb-889e-e321298eb062,tg:lhps:24287,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/635fa354-8d44-5fcb-889e-e321298eb062'}
63e23592-805e-5b01-aef6-122e7ee109ee,tg:lhps:24638,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/63e23592-805e-5b01-aef6-122e7ee109ee'}
662bfe3b-c23f-5bb8-8a0b-869cd19b5d29,tg:lhps:27690,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/662bfe3b-c23f-5bb8-8a0b-869cd19b5d29'}
663500e8-1be1-5480-a3be-f95a391e4d13,tg:lhps:61418,tr:lh:97975,Acquisitions,1,Affiches Kathedraalarchief,{'url':'https://id.letterenhuis.be/ark:/24970/663500e8-1be1-5480-a3be-f95a391e4d13'}
665396e4-acbb-5e57-8da7-1d814fe68f89,tg:lhps:46100,tr:lh:30821,Acquisitions,1,Affiches van de Culturele Affichewedstrijd 2009-2010,{'url':'https://id.letterenhuis.be/ark:/24970/665396e4-acbb-5e57-8da7-1d814fe68f89'}
669b85ee-c6cf-5794-af00-c1c8bb153ab3,tg:lhps:15974,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/669b85ee-c6cf-5794-af00-c1c8bb153ab3'}
669ccbfd-586f-5028-b0c6-288dd4fbcb2a,tg:lhps:12024,tr:lh:7755,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/669ccbfd-586f-5028-b0c6-288dd4fbcb2a'}
669ccbfd-586f-5028-b0c6-288dd4fbcb2a,tg:lhps:12024,tr:lh:7755,Acquisitions,2,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/669ccbfd-586f-5028-b0c6-288dd4fbcb2a'}
66a8632b-4a10-5042-a453-c09a1dff15d4,tg:lhps:59099,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/66a8632b-4a10-5042-a453-c09a1dff15d4'}
66f773da-5a3d-55e5-ad29-dd1fc759aa96,tg:lhps:25642,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/66f773da-5a3d-55e5-ad29-dd1fc759aa96'}
677b9487-1461-5f4a-90b4-8fc2de437be2,tg:lhps:23145,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/677b9487-1461-5f4a-90b4-8fc2de437be2'}
6883c6ce-3734-54c0-b29c-e7fe96edd0ac,tg:lhps:3326,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/6883c6ce-3734-54c0-b29c-e7fe96edd0ac'}
68f5d335-fa3d-5aed-b77a-3563979ed0aa,tg:lhps:58325,tr:lh:139765,Acquisitions,1,Affiches van Paul Verrept,{'url':'https://id.letterenhuis.be/ark:/24970/68f5d335-fa3d-5aed-b77a-3563979ed0aa'}
69ec0647-378f-5d9d-964c-a49824d2d3dc,tg:lhps:12589,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/69ec0647-378f-5d9d-964c-a49824d2d3dc'}
69ec0647-378f-5d9d-964c-a49824d2d3dc,tg:lhps:12589,tr:lh:7634,Acquisitions,2,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/69ec0647-378f-5d9d-964c-a49824d2d3dc'}
6aabecec-9980-55ba-b6b1-74efb2eaa48c,tg:lhps:13770,tr:lh:7632,Acquisitions,2,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/6aabecec-9980-55ba-b6b1-74efb2eaa48c'}
6afad95c-df5f-5e06-afe3-a13277a60fa8,tg:lhps:11576,tr:lh:7723,Acquisitions,1,Archief van Galerij De Zwarte Panter,{'url':'https://id.letterenhuis.be/ark:/24970/6afad95c-df5f-5e06-afe3-a13277a60fa8'}
6ba5373a-bc99-51e3-8e06-a728417aaad5,tg:lhps:54701,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/6ba5373a-bc99-51e3-8e06-a728417aaad5'}
6d55f558-b9fd-5f62-adf9-d26a55c507f7,tg:lhps:23903,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/6d55f558-b9fd-5f62-adf9-d26a55c507f7'}
6e170625-9202-52f8-bdad-35cfd64adb69,tg:lhps:14373,tr:lh:110357,Acquisitions,1,Affiches,{'url':'https://id.letterenhuis.be/ark:/24970/6e170625-9202-52f8-bdad-35cfd64adb69'}
6e2a7cb6-8412-5a17-bc31-f4506fad0c29,tg:lhps:14236,tr:lh:7632,Acquisitions,1,Oningeschreven gevonden in 2005,{'url':'https://id.letterenhuis.be/ark:/24970/6e2a7cb6-8412-5a17-bc31-f4506fad0c29'}
6fbc6879-56c3-5276-80cb-6765d56a6963,tg:lhps:6935,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/6fbc6879-56c3-5276-80cb-6765d56a6963'}
70bc1914-7a72-5d49-9636-74a8ba09060f,tg:lhps:50191,tr:lh:110356,Acquisitions,1,Affiches,{'url':'https://id.letterenhuis.be/ark:/24970/70bc1914-7a72-5d49-9636-74a8ba09060f'}
70f4fd35-1e69-5b42-8adb-1d9182c4464e,tg:lhps:55669,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/70f4fd35-1e69-5b42-8adb-1d9182c4464e'}
72176631-88e4-5d02-a88a-89b3b64b1d9a,tg:lhps:19687,tr:lh:9938,Acquisitions,1,Affichecollectie van het Provinciaal Museum Sterckshof,{'url':'https://id.letterenhuis.be/ark:/24970/72176631-88e4-5d02-a88a-89b3b64b1d9a'}
7327f309-2f93-55e1-b1a7-6bdc44878f75,tg:lhps:15866,tr:lh:7634,Acquisitions,1,Oningeschreven gevonden in 2006,{'url':'https://id.letterenhuis.be/ark:/24970/7327f309-2f93-55e1-b1a7-6bdc44878f75'}
7393835f-e191-5124-9fd0-19cf0c419c4c,tg:lhps:22492,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/7393835f-e191-5124-9fd0-19cf0c419c4c'}
745f3820-a700-5a7b-b705-95e4fcb9cd63,tg:lhps:11258,tr:lh:7705,Acquisitions,1,Archiefstukken van Paul Ibou,{'url':'https://id.letterenhuis.be/ark:/24970/745f3820-a700-5a7b-b705-95e4fcb9cd63'}
74777c4c-36f8-5145-99bc-dec3538a795a,tg:lhps:54097,tr:lh:110342,Acquisitions,1,Affichecollectie verzameld door het Muziekcentrum Vlaanderen,{'url':'https://id.letterenhuis.be/ark:/24970/74777c4c-36f8-5145-99bc-dec3538a795a'}
7484f655-6db1-56b6-b62b-e9a277a3d169,tg:lhps:11872,tr:lh:7742,Acquisitions,1,Archief van Herman Verbaere,{'url':'https://id.letterenhuis.be/ark:/24970/7484f655-6db1-56b6-b62b-e9a277a3d169'}
755dfacb-2cb9-5b98-a0f1-bdab90d39c08,tg:lhps:27043,tr:lh:7875,Acquisitions,1,Schenking van Openluchtmuseum der Beeldhouwkunst Middelheim,{'url':'https://id.letterenhuis.be/ark:/24970/755dfacb-2cb9-5b98-a0f1-bdab90d39c08'}
76484259-139b-5733-bb36-2418372e74fd,tg:lhps:8301,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/76484259-139b-5733-bb36-2418372e74fd'}
76567d81-a0a4-565f-9c03-889c3281d21d,tg:lhps:1823,tr:lh:7019,Acquisitions,1,Oningeschreven gevonden in 1992,{'url':'https://id.letterenhuis.be/ark:/24970/76567d81-a0a4-565f-9c03-889c3281d21d'}
