ResourceID,brocade.id,card,order,note,Annotation,Annotation Type,Annotation Language
aff0f426-e8e5-5c61-ae5c-de08618a67e5,tg:lhps:33145,Annotations,1,note.lhalg,"Reclame voor het koffiemerk """"Rajah""""

Kleurenlitho: vermiljoen, geel, kobalt, oker, roodbruin, zwartbruin; gesign.
en gedat. """"Henri Meunier 97""""

pub: *Das frühe Plakat*, II, p. 316, nr. 1082; *L'affiche en Belgique 1880-1980*, p. 39, cat. 47; *Affiches Belle Epoque*, I, cat. 41; *Affiches Belle Epoque*, II, cat. 202",Algemeen,Nederlands
0c955fbb-ab4a-5047-bf8b-b0e858a6e6ba,tg:lhps:31178,Annotations,1,note.lhalg,Oude nummering NSM: E 45579,Algemeen,Nederlands
01988a1c-3450-5582-a0de-76f513492872,tg:lhps:28359,Annotations,1,note.lhalg,"Oude nummering: 60.2.114

druk: P. de Tangh-Opdebeeck, Brussel",Algemeen,Nederlands
70bc1914-7a72-5d49-9636-74a8ba09060f,tg:lhps:50191,Annotations,1,note.lhalg,"Twee exempl.

",Algemeen,Nederlands
dcc672ad-b0ca-545a-bc91-dc8fd983a0d0,tg:lhps:8356,Annotations,1,note.lhalg,"pub.: K. Scheerlinck en R. Lucas, _Antwerpen geplakt_, AMVC, 1993, cat. 54, p.
138-140, ill.

2de ex. met Fr. tekst",Algemeen,Nederlands
d1d2de57-4cc5-5d72-a7f8-46a1da7a394f,tg:lhps:52006,Annotations,1,note.lhalg,tekst recto verso,Algemeen,Nederlands
379305c1-b4d8-590b-b812-033e4fa0fdff,tg:lhps:33515,Annotations,1,note.lhalg,"Kleurenlithografie; gesign. r.o. """"d'après A. Guillaume",Algemeen,Nederlands
0548f667-2c22-547b-8019-b27d9bfe3207,tg:lhps:36717,Annotations,1,note.lhalg,"Eno's Fruit Salt"""" is een farmaceutisch produkt dat voor 50% uit
sodiumbicarbonaat bestaat

Kleurenlithografie; gesign. en gedat. """"Frank Dadd 1914""""

Affiche in 4 delen",Algemeen,Nederlands
f509beb3-bf88-5d91-990b-1a87879defaf,tg:lhps:28709,Annotations,1,note.lhalg,Oude nummering: AF 8537.2,Algemeen,Nederlands
43483ded-5c16-5383-8886-cbdd28641b46,tg:lhps:43617,Annotations,1,note.lhalg,Tekst achteraan,Algemeen,Nederlands
8f83e65c-7f2b-5245-8eb7-2f496a051605,tg:lhps:57711,Annotations,1,note.lhalg,"Druk. Laureyns
",Algemeen,Nederlands
24c9fb61-959d-51ee-a57d-78287a52e5b2,tg:lhps:56803,Annotations,1,note.lhalg,Imprimerie Université Lovanium,Algemeen,Nederlands
665396e4-acbb-5e57-8da7-1d814fe68f89,tg:lhps:46100,Annotations,1,note.lhalg,Schilderij: stilleven van Adriaen Van der Spelt,Algemeen,Nederlands
1b033100-3940-53dd-9f72-8be3435b77fd,tg:lhps:33000,Annotations,1,note.lhalg,"Aankondiging van een worsteltornooi in Luik

Kleurenlithografie; monogram r.m. """"AR"""", toegeschreven aan Armand Rassenfosse

pub: *Das frühe Plakat*, II, p. 328, nr. 1121; *Affiches Belle Epoque*, II, cat. 288",Algemeen,Nederlands
160b53ea-b0d0-5d3c-add7-d37a0b87bf57,tg:lhps:5421,Annotations,1,note.lhalg,tekst op achterzijde affiche,Algemeen,Nederlands
91dd9418-a8df-5025-804b-59987d7e2d61,tg:lhps:31197,Annotations,1,note.lhalg,Oude nummering NSM: E 29766,Algemeen,Nederlands
f64d3afa-4cc2-5fb0-8ddc-d8428d9fc3d4,tg:lhps:36652,Annotations,1,note.lhalg,"Kleurenlithografie; niet gesign.

Affiche in 3 delen",Algemeen,Nederlands
2abd7dac-d425-543c-924c-688210a0f4df,tg:lhps:55686,Annotations,1,note.lhalg,Fotogravure Division,Algemeen,Nederlands
3d16d123-7b5b-5396-a878-5ba51e4d14db,tg:lhps:34395,Annotations,1,note.lhalg,"Kleurenlithografie; niet gesign., toegeschreven aan Gisbert Combaz; gedateerd volgens datumstempel r.b.",Algemeen,Nederlands
b1e49e20-4e1e-5915-8ab2-31045732083c,tg:lhps:54994,Annotations,1,note.lhalg,Tekening Pablo Piatti,Algemeen,Nederlands
c2e6e1ff-dba4-58a8-aa03-4605034a19d6,tg:lhps:33450,Annotations,1,note.lhalg,"Voor de opvoering van de revue """"Bruxelles sans Gène"""" in het Brussels
revuetheater Alcazar Royal. Op de voorgrond zijn personaliteiten
geportretteerd, o.a. de man met de lange baard = Emanuel Hiel

Kleurenlithografie; gesign. en gedat. r.o. """"E. Duyck A. Crespin 94""""

pub: _Das frühe Plakat_, II, p. 298, nr. 1023; K. Scheerlinck [e.a.], _Vlaamse theateraffiches tijdens het interbellum_, cat. 1

Twee exempl.",Algemeen,Nederlands
01a737ce-5a54-5075-8ed3-1e1056a2e3bb,tg:lhps:32611,Annotations,1,note.lhalg,"aankondiging voor het sporttijdschrift """"Outing""""

Litho; gesign. en gedat. """"H.S. Watson 95",Algemeen,Nederlands
02d019a8-8764-5e1c-8af5-53a8b8f49183,tg:lhps:53302,Annotations,1,note.lhalg,Foto: Johan de Meester & Vormgeving: Patrick Van den Berghe,Algemeen,Nederlands
ddb115cf-0a30-5339-9039-5d854e771af4,tg:lhps:33903,Annotations,1,note.lhalg,"Kleurenlitho: vermiljoen, geel, lichtblauw, blauw, zwartbruin, goud; gesign.
r.o. """"H. Cassiers""""

pub: *Das frühe Plakat*, II, p. 290, nr. 996; *Affiches Belle Epoque*, I, cat. 36; *Affiches Belle Epoque*, II, cat. 13

Affiche is ingekaderd; twee reproducties, zie AV.91.7.1-2

Permanente bruikleen Red Star Line Museum",Algemeen,Nederlands
baaed306-9bd5-5f49-9265-221d85d8015e,tg:lhps:32241,Annotations,1,note.lhalg,"Reclame voor lijm """"Otto Ring's Syndetikon""""

Kleurenlitho: chroomgeel, bruinkarmijn en zwart; monogram l.o. """"TTH""""
toegeschreven aan Theodor Thomas Heine

pub: Das frühe Plakat, III, p. 110, nr. 1214 (Duitse versie)",Algemeen,Nederlands
ca25b0c4-943a-5ffb-acae-6b93b770d96e,tg:lhps:45413,Annotations,1,note.lhalg,"Niet gesign., toegeschreven aan G. Jos Buschmann",Algemeen,Nederlands
9402d055-7da0-52af-a540-24a6894e6c51,tg:lhps:292,Annotations,1,note.lhalg,"pub.: K. Scheerlinck en R. Lucas, _Antwerpen geplakt_, cat. 87, p.
199",Algemeen,Nederlands
9402d055-7da0-52af-a540-24a6894e6c51,tg:lhps:292,Annotations,2,note.lhalg,"Monogram r.o. """"JM"""", toegeschreven aan Jos Michielssen",Algemeen,
0abd62e7-67bc-560e-98b8-95e67a922adb,tg:lhps:30513,Annotations,1,note.lhalg,Oude nummering NSM: E 21947,Algemeen,Nederlands
5e9cea9a-68fd-5c29-81ee-e42e811cae07,tg:lhps:19384,Annotations,1,note.lhalg,"pub: _Zuurvrij_, nr. 13, p. 52; K. Scheerlinck [e.a.], _Vlaamse theateraffiches tijdens het interbellum_, cat. 13",Algemeen,
f75ca3f3-7107-58fa-b272-9fe69f352751,tg:lhps:35711,Annotations,1,note.lhalg,Tekst op achterzijde affiche,Algemeen,Nederlands
e7e56e1c-3929-561c-81d4-8066e89b53f7,tg:lhps:29732,Annotations,1,note.lhalg,Oude nummering Volkskunde: 93.21.64,Algemeen,Nederlands
87cf49ee-dd26-5c11-9155-6dd36ba28c26,tg:lhps:30143,Annotations,1,note.lhalg,Dit is één van de 10 genomineerde affiches voor de Culturele Affichewedstrijd 2007-2008 van Prospekta,Algemeen,Nederlands
0bc5ca2b-9fed-5cf5-86ce-8b7083394585,tg:lhps:56395,Annotations,1,note.lhalg,LVH & Partners,Algemeen,Nederlands
403f8833-4adb-537d-b7d6-5cc47198fc6a,tg:lhps:29698,Annotations,1,note.lhalg,Oude nummering Volkskunde: 93.21.353,Algemeen,Nederlands
71ccc066-3120-576e-acd5-7a49c0818ff9,tg:lhps:32484,Annotations,1,note.lhalg,"Kleurenlithografie: rood, geel, bruinolijf, karmijnbruin, zwart; gesign. +
kunstenaarsteken r.o. """"T.A. Steinlen""""

pub: *Das frühe Plakat*, II, p. 224, nr. 784 (variant)",Algemeen,Nederlands
9e16ee47-ac2d-5d1e-9283-a9be96b9d5b0,tg:lhps:55940,Annotations,1,note.lhalg,Lay-out: 44B,Algemeen,Nederlands
a1ad8a88-ab86-554f-84a3-93177206a4d3,tg:lhps:48671,Annotations,1,note.lhalg,foto: AMVC,Algemeen,Nederlands
51cad463-2f98-5ec3-95ed-2fef462ff779,tg:lhps:338,Annotations,1,note.lhalg,"2de exemplaar groter formaat, 100x62",Algemeen,Nederlands
97a27176-8f9f-5728-824f-edb45d55eee7,tg:lhps:34100,Annotations,1,note.lhalg,"Kleurenlithografie; gesign. l.o. """"Raff. Lagye""""  
Affiche in 2 stukken",Algemeen,Nederlands
69c490ec-6b1a-5d3a-a59c-681adaafcab1,tg:lhps:16972,Annotations,1,note.lhalg,Campagne Patrick Janssens voor Gemeenteraadsverkiezingen Antwerpen 08/10/2006;,Algemeen,Nederlands
2643b20c-700c-5cb5-a56d-e8bed2bd7e62,tg:lhps:50241,Annotations,1,note.lhalg,Ontwerp,Algemeen,
