Object Number,Record Type,URL,ResourceID,Reference Number,Material Type,Keeper,Keeper Identifier,Object Identifier,Record ID Type,Object Number Type,Keeper Identifier Type,URL Type,Object Identifier Type,Reference Number Type,order,card
tg:lhps:44886,Affiche,https://anet.be/record/opaclhobj/tg:lhps:44886/N,674c33c8-b618-55b2-8790-59ef869bcbbe,BE-ANN07/ps/000040801,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/674c33c8-b618-55b2-8790-59ef869bcbbe'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:45794,Affiche,https://anet.be/record/opaclhobj/tg:lhps:45794/N,ac8f6d72-e94a-5287-96d5-81dfa5cf4f4a,BE-ANN07/ps/000041693,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ac8f6d72-e94a-5287-96d5-81dfa5cf4f4a'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:115,Affiche,https://anet.be/record/opaclhobj/tg:lhps:115/N,7f2c2dbc-1244-51ec-b800-845b8bd1e182,BE-ANN07/ps/000000113,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/7f2c2dbc-1244-51ec-b800-845b8bd1e182'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:42051,Affiche,https://anet.be/record/opaclhobj/tg:lhps:42051/N,75ba8450-57fe-520c-9ef0-0137a16b6e79,BE-ANN07/ps/000038006,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/75ba8450-57fe-520c-9ef0-0137a16b6e79'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:14631,Affiche,https://anet.be/record/opaclhobj/tg:lhps:14631/N,845684cc-bccc-5149-bdbd-cd06364a73ec,BE-ANN07/ps/000014118,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/845684cc-bccc-5149-bdbd-cd06364a73ec'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:9510,Affiche,https://anet.be/record/opaclhobj/tg:lhps:9510/N,42cb7fc4-8b6d-5433-9b36-fde85b32a851,BE-ANN07/ps/000009333,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/42cb7fc4-8b6d-5433-9b36-fde85b32a851'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:40596,Affiche,https://anet.be/record/opaclhobj/tg:lhps:40596/N,fabec2d0-b40b-5feb-a103-d6a1ff76e740,BE-ANN07/ps/000036588,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fabec2d0-b40b-5feb-a103-d6a1ff76e740'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:47253,Affiche,https://anet.be/record/opaclhobj/tg:lhps:47253/N,4ed48270-88cd-5b02-bf58-f888f6cd2a6f,BE-ANN07/ps/000043132,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4ed48270-88cd-5b02-bf58-f888f6cd2a6f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:11433,Affiche,https://anet.be/record/opaclhobj/tg:lhps:11433/N,d1a62063-4c3c-5a13-908b-069332130b45,BE-ANN07/ps/000011117,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d1a62063-4c3c-5a13-908b-069332130b45'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:21085,Affiche,https://anet.be/record/opaclhobj/tg:lhps:21085/N,ea71ef29-4e53-5d5f-8927-0c47b4e4a06f,BE-ANN07/ps/000020455,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/ea71ef29-4e53-5d5f-8927-0c47b4e4a06f'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:26740,Affiche,https://anet.be/record/opaclhobj/tg:lhps:26740/N,dd6ea3b1-3815-55dc-949b-45c8ef188275,BE-ANN07/ps/000026063,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dd6ea3b1-3815-55dc-949b-45c8ef188275'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:53640,Affiche,https://anet.be/record/opaclhobj/tg:lhps:53640/N,46df63b0-c81a-513a-8384-224aaa935a69,BE-ANN07/ps/000049454,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/46df63b0-c81a-513a-8384-224aaa935a69'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:54185,Affiche,https://anet.be/record/opaclhobj/tg:lhps:54185/N,dff2513e-ed0f-525d-ba85-aab0066e4c05,BE-ANN07/ps/000049992,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/dff2513e-ed0f-525d-ba85-aab0066e4c05'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19003,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19003/N,9bb06fec-b028-507c-9148-ecc0e274e0b1,BE-ANN07/ps/000018385,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9bb06fec-b028-507c-9148-ecc0e274e0b1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:32353,Affiche,https://anet.be/record/opaclhobj/tg:lhps:32353/N,d50e4fdd-d7ec-57e4-a6c1-e8d8a68d86d1,BE-ANN07/ps/000031608,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d50e4fdd-d7ec-57e4-a6c1-e8d8a68d86d1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:1120,Affiche,https://anet.be/record/opaclhobj/tg:lhps:1120/N,cdfcc38c-908f-55b6-945c-9d393386d5bd,BE-ANN07/ps/000001113,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/cdfcc38c-908f-55b6-945c-9d393386d5bd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:52952,Affiche,https://anet.be/record/opaclhobj/tg:lhps:52952/N,b22a74d4-a9b3-5902-968f-a08de63a6c0c,BE-ANN07/ps/000048790,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b22a74d4-a9b3-5902-968f-a08de63a6c0c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:5860,Affiche,https://anet.be/record/opaclhobj/tg:lhps:5860/N,c62ebeae-cc5e-5cf9-86d3-f6df0fc21469,BE-ANN07/ps/000005739,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/c62ebeae-cc5e-5cf9-86d3-f6df0fc21469'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:56012,Affiche,https://anet.be/record/opaclhobj/tg:lhps:56012/N,9a2408c2-3046-596d-8df9-3f792bda4506,BE-ANN07/ps/000051811,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9a2408c2-3046-596d-8df9-3f792bda4506'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:61361,Affiche,https://anet.be/record/opaclhobj/tg:lhps:61361/N,94f14439-41fb-5c14-80f8-bdca19ca90b1,BE-ANN07/ps/000057150,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/94f14439-41fb-5c14-80f8-bdca19ca90b1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:4772,Affiche,https://anet.be/record/opaclhobj/tg:lhps:4772/N,a950357c-6766-5cc6-bcef-ac46fe06dad1,BE-ANN07/ps/000004665,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a950357c-6766-5cc6-bcef-ac46fe06dad1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:11599,Affiche,https://anet.be/record/opaclhobj/tg:lhps:11599/N,42a9ceee-db08-524e-888f-a65336c7dd8e,BE-ANN07/ps/000011278,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/42a9ceee-db08-524e-888f-a65336c7dd8e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:14261,Affiche,https://anet.be/record/opaclhobj/tg:lhps:14261/N,15350112-aa45-50d4-a8b0-7b969d1f9dd2,BE-ANN07/ps/000013754,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/15350112-aa45-50d4-a8b0-7b969d1f9dd2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:42401,Affiche,https://anet.be/record/opaclhobj/tg:lhps:42401/N,b8bd4475-3eda-5ed3-bc0f-2187478abd39,BE-ANN07/ps/000038345,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b8bd4475-3eda-5ed3-bc0f-2187478abd39'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:545,Affiche,https://anet.be/record/opaclhobj/tg:lhps:545/N,12f8f731-12b0-5c79-810b-3c9891063470,BE-ANN07/ps/000000540,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/12f8f731-12b0-5c79-810b-3c9891063470'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:23112,Affiche,https://anet.be/record/opaclhobj/tg:lhps:23112/N,9557ff8e-6c52-5916-9d5a-31a8f206c542,BE-ANN07/ps/000022457,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/9557ff8e-6c52-5916-9d5a-31a8f206c542'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:15889,Affiche,https://anet.be/record/opaclhobj/tg:lhps:15889/N,fb43455d-4ae5-59c5-ad89-c648a8d383b3,BE-ANN07/ps/000015338,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fb43455d-4ae5-59c5-ad89-c648a8d383b3'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:46911,Affiche,https://anet.be/record/opaclhobj/tg:lhps:46911/N,73f3d447-f17f-5d04-83df-6717e2293885,BE-ANN07/ps/000042794,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/73f3d447-f17f-5d04-83df-6717e2293885'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:26310,Affiche,https://anet.be/record/opaclhobj/tg:lhps:26310/N,930c9f95-0e78-5c6d-9c93-13510632e9ae,BE-ANN07/ps/000025635,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/930c9f95-0e78-5c6d-9c93-13510632e9ae'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:9140,Affiche,https://anet.be/record/opaclhobj/tg:lhps:9140/N,99c83ccc-938a-5090-be7b-e66d6cd911d6,BE-ANN07/ps/000008968,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/99c83ccc-938a-5090-be7b-e66d6cd911d6'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:47603,Affiche,https://anet.be/record/opaclhobj/tg:lhps:47603/N,b590e07b-187e-54a1-8232-4b7040da498b,BE-ANN07/ps/000043481,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/b590e07b-187e-54a1-8232-4b7040da498b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:32703,Affiche,https://anet.be/record/opaclhobj/tg:lhps:32703/N,bfa8146b-2811-58b3-be5a-1dcf21b4030c,BE-ANN07/ps/000031950,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/bfa8146b-2811-58b3-be5a-1dcf21b4030c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19453,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19453/N,a2801c9f-2cce-54d5-b8dc-2c187c1c3b47,BE-ANN07/ps/000018832,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/a2801c9f-2cce-54d5-b8dc-2c187c1c3b47'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:1570,Affiche,https://anet.be/record/opaclhobj/tg:lhps:1570/N,21e78341-cbb0-50e8-8519-4acbedf326c9,BE-ANN07/ps/000001563,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/21e78341-cbb0-50e8-8519-4acbedf326c9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:4288,Affiche,https://anet.be/record/opaclhobj/tg:lhps:4288/N,6f145c38-6002-54ea-af17-e5021e97f8f0,BE-ANN07/ps/000004234,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6f145c38-6002-54ea-af17-e5021e97f8f0'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:53210,Affiche,https://anet.be/record/opaclhobj/tg:lhps:53210/N,d736eded-e754-5d39-9810-b1d84e525c57,BE-ANN07/ps/000049025,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d736eded-e754-5d39-9810-b1d84e525c57'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:60989,Affiche,https://anet.be/record/opaclhobj/tg:lhps:60989/N,58c59795-9dc1-5960-9057-22deef1e6357,BE-ANN07/ps/000056775,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/58c59795-9dc1-5960-9057-22deef1e6357'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:33811,Affiche,https://anet.be/record/opaclhobj/tg:lhps:33811/N,4458f750-a282-52e0-a12f-5ec14d8bab61,BE-ANN07/ps/000032991,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4458f750-a282-52e0-a12f-5ec14d8bab61'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:11576,Affiche,https://anet.be/record/opaclhobj/tg:lhps:11576/N,6afad95c-df5f-5e06-afe3-a13277a60fa8,BE-ANN07/ps/000011256,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/6afad95c-df5f-5e06-afe3-a13277a60fa8'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:47316,Affiche,https://anet.be/record/opaclhobj/tg:lhps:47316/N,e31d4138-33fe-5bec-9db5-a418a06a5853,BE-ANN07/ps/000043195,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e31d4138-33fe-5bec-9db5-a418a06a5853'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:9455,Affiche,https://anet.be/record/opaclhobj/tg:lhps:9455/N,583fc3b3-d0de-5a15-9d8c-2751bd89871b,BE-ANN07/ps/000009280,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/583fc3b3-d0de-5a15-9d8c-2751bd89871b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:27917,Affiche,https://anet.be/record/opaclhobj/tg:lhps:27917/N,2d189109-ee43-5273-ad60-f004fbe972dd,BE-ANN07/ps/000027231,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/2d189109-ee43-5273-ad60-f004fbe972dd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:26605,Affiche,https://anet.be/record/opaclhobj/tg:lhps:26605/N,fbd1dc2a-a7e2-5fb6-96c7-eab80a99e049,BE-ANN07/ps/000025928,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/fbd1dc2a-a7e2-5fb6-96c7-eab80a99e049'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:59308,Affiche,https://anet.be/record/opaclhobj/tg:lhps:59308/N,13ef44e3-64be-5a15-ac8c-d8f8328afb9b,BE-ANN07/ps/000055101,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/13ef44e3-64be-5a15-ac8c-d8f8328afb9b'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:24638,Affiche,https://anet.be/record/opaclhobj/tg:lhps:24638/N,63e23592-805e-5b01-aef6-122e7ee109ee,BE-ANN07/ps/000023979,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/63e23592-805e-5b01-aef6-122e7ee109ee'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:51738,Affiche,https://anet.be/record/opaclhobj/tg:lhps:51738/N,21bddd4f-abc4-5e9f-a6bf-c3c643f88491,BE-ANN07/ps/000047582,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/21bddd4f-abc4-5e9f-a6bf-c3c643f88491'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:53705,Affiche,https://anet.be/record/opaclhobj/tg:lhps:53705/N,d63a11ba-0aac-55d3-a303-600a1626d9a1,BE-ANN07/ps/000049515,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/d63a11ba-0aac-55d3-a303-600a1626d9a1'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:1065,Affiche,https://anet.be/record/opaclhobj/tg:lhps:1065/N,8d63fa76-762e-5ae7-9fc5-a7c2c85f5c63,BE-ANN07/ps/000001058,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/8d63fa76-762e-5ae7-9fc5-a7c2c85f5c63'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:52817,Affiche,https://anet.be/record/opaclhobj/tg:lhps:52817/N,e362112f-a58c-543c-a646-74de15a4da94,BE-ANN07/ps/000048655,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e362112f-a58c-543c-a646-74de15a4da94'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:3058,Affiche,https://anet.be/record/opaclhobj/tg:lhps:3058/N,e26d97bb-0529-5acc-9f84-cd1fbe4d24e2,BE-ANN07/ps/000003029,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e26d97bb-0529-5acc-9f84-cd1fbe4d24e2'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:32216,Affiche,https://anet.be/record/opaclhobj/tg:lhps:32216/N,e22b039e-3e93-5eb5-88c8-d68c0ac5182e,BE-ANN07/ps/000031486,Doek,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e22b039e-3e93-5eb5-88c8-d68c0ac5182e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:19146,Affiche,https://anet.be/record/opaclhobj/tg:lhps:19146/N,703ff8ee-0789-5698-9a8e-224694c3c2c9,BE-ANN07/ps/000018526,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/703ff8ee-0789-5698-9a8e-224694c3c2c9'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:48519,Affiche,https://anet.be/record/opaclhobj/tg:lhps:48519/N,3eb8c6b3-8904-5807-a919-faec159483dd,BE-ANN07/ps/000044396,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/3eb8c6b3-8904-5807-a919-faec159483dd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:4267,Affiche,https://anet.be/record/opaclhobj/tg:lhps:4267/N,0c3195d7-e8a8-56cf-927d-a3176274ab7c,BE-ANN07/ps/000004217,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/0c3195d7-e8a8-56cf-927d-a3176274ab7c'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:35029,Affiche,https://anet.be/record/opaclhobj/tg:lhps:35029/N,4a6b6623-3bcd-5483-aa01-5ce7a40423cd,BE-ANN07/ps/000034200,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/4a6b6623-3bcd-5483-aa01-5ce7a40423cd'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:61674,Affiche,https://anet.be/record/opaclhobj/tg:lhps:61674/N,26e38b69-db86-52d3-8fdc-824c27047a8e,BE-ANN07/ps/000057458,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/26e38b69-db86-52d3-8fdc-824c27047a8e'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:60966,Affiche,https://anet.be/record/opaclhobj/tg:lhps:60966/N,932c3b4e-183b-5624-a127-9aac189a8cad,BE-ANN07/ps/000056753,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/932c3b4e-183b-5624-a127-9aac189a8cad'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
tg:lhps:56507,Affiche,https://anet.be/record/opaclhobj/tg:lhps:56507/N,e49e5ac5-0876-5432-8373-8a6f44cfe0b5,BE-ANN07/ps/000052302,,Letterenhuis,{'url': 'https://data.antwerpen.be/Ark:/83110/784198d4-56b2-5085-a593-e5c34562b3e0'},{'url': 'https://id.letterenhuis.be/ark:/24970/e49e5ac5-0876-5432-8373-8a6f44cfe0b5'},Record ID,Object Number,Object Identifier,URL,Object Identifier,Reference Number,0,AA
