ResourceID,card,order,Object Identifier,Other Identifier Type,Object Number,Other Identifier,Language,Record Type,Description Type,Description Language,Description
a494d4ad-3977-5bd9-b944-005e4afa15be,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a494d4ad-3977-5bd9-b944-005e4afa15be,object identifier,tg:mmbdc:113,MMB.A.1617,French (language),Documenten,descriptive note,Nederlands,"""Causerie littéraire par Monsieur Gaston della Faille de Leverghem, dans la salle 1er étage de la Maison des Rois Mages, rue de l'Hôpital 10"""
aa04eb23-83e2-5fc7-97a7-3b86569e27fc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/aa04eb23-83e2-5fc7-97a7-3b86569e27fc,object identifier,tg:mmbdc:114,MMB.A.1619,,Documenten,,,
ec6b5255-dfcb-57e5-91b4-0e41ba385d72,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ec6b5255-dfcb-57e5-91b4-0e41ba385d72,object identifier,tg:mmbdc:115,MMB.A.1620,French (language),Documenten,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,AA,0,https://data.museummayervandenbergh.be/ark:/59511/90d4aae4-f547-5cc7-a03a-1211a0b50dee,object identifier,tg:mmbdc:116,MMB.A.1621,French (language),Documenten,,,
60f45316-4f01-5f2d-b1a0-44f45d6ec424,AA,0,https://data.museummayervandenbergh.be/ark:/59511/60f45316-4f01-5f2d-b1a0-44f45d6ec424,object identifier,tg:mmbdc:117,MMB.A.1639,Dutch (language),Documenten,,,
4e1f5565-158d-5dfe-9987-fe13fbb48a7e,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4e1f5565-158d-5dfe-9987-fe13fbb48a7e,object identifier,tg:mmbdc:118,MMB.A.1649,French (language),Documenten,,,
7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,AA,0,https://data.museummayervandenbergh.be/ark:/59511/7361d5ec-7807-5f3c-b9b7-4b6f7b9bdc17,object identifier,tg:mmbdc:119,MMB.A.1651,French (language),Documenten,,,
b1294d21-96d3-50cb-9597-84bbb6b01520,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b1294d21-96d3-50cb-9597-84bbb6b01520,object identifier,tg:mmbdc:120,MMB.A.1652,French (language),Documenten,,,
ed05850e-d93e-5353-84a8-4dbb8b38ec9c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ed05850e-d93e-5353-84a8-4dbb8b38ec9c,object identifier,tg:mmbdc:121,MMB.A.1653,French (language),Documenten,descriptive note,Nederlands,wellicht bedoeld voor identificatie bijhorende sleutels
8b9b723b-a1af-565e-a376-c1466a9b4464,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8b9b723b-a1af-565e-a376-c1466a9b4464,object identifier,tg:mmbdc:122,MMB.A.1656,French (language),Documenten,,,
cf555baa-6a47-5f4a-84ca-76ff4ff32653,AA,0,https://data.museummayervandenbergh.be/ark:/59511/cf555baa-6a47-5f4a-84ca-76ff4ff32653,object identifier,tg:mmbdc:123,MMB.A.1657,French (language),Documenten,descriptive note,Nederlands,Rekensom op de achterkant
749f73a4-1c60-5ebe-8791-4b92aea9b2f7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/749f73a4-1c60-5ebe-8791-4b92aea9b2f7,object identifier,tg:mmbdc:124,MMB.A.1658,French (language),Documenten,descriptive note,Nederlands,"Geordend per soort, met prijzen"
4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4508c3ff-bc0f-5ca9-9ae9-7f1211e24134,object identifier,tg:mmbdc:125,MMB.A.1659,Dutch (language),Documenten,,,
f49fd4d1-9f92-5bea-9a82-fb7e9ad0400f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/f49fd4d1-9f92-5bea-9a82-fb7e9ad0400f,object identifier,tg:mmbdc:126,MMB.A.1660,French (language),Documenten,,,
6a40066d-6678-58d8-b9d9-b69d9e768a06,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6a40066d-6678-58d8-b9d9-b69d9e768a06,object identifier,tg:mmbdc:127,MMB.A.1661,French (language),Documenten,,,
b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b600d697-4c8d-5c1f-85b6-a1f8a7d65f06,object identifier,tg:mmbdc:128,MMB.A.1662,French (language),Documenten,,,
6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,AA,0,https://data.museummayervandenbergh.be/ark:/59511/6488a3af-a6ba-5c6e-b44e-0d4e7a96d917,object identifier,tg:mmbdc:129,MMB.A.1663,French (language),Documenten,,,
0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0ac5d3fd-d2ef-5f6a-a72e-c679cb451f11,object identifier,tg:mmbdc:130,MMB.A.1665,French (language),Documenten,,,
24af9286-6708-5f56-a146-4e43b9059fb7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/24af9286-6708-5f56-a146-4e43b9059fb7,object identifier,tg:mmbdc:131,MMB.A.1666,French (language),Documenten,,,
83c53c53-f84f-5936-986a-c4b77c928be4,AA,0,https://data.museummayervandenbergh.be/ark:/59511/83c53c53-f84f-5936-986a-c4b77c928be4,object identifier,tg:mmbdc:132,MMB.A.1667,French (language),Documenten,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,AA,0,https://data.museummayervandenbergh.be/ark:/59511/833c865b-1a97-53ed-a6e3-9d51d742b161,object identifier,tg:mmbdc:133,MMB.A.1669,French (language),Documenten,,,
0e36645d-5a76-578b-b102-2e9a72d2d391,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0e36645d-5a76-578b-b102-2e9a72d2d391,object identifier,tg:mmbdc:134,MMB.A.1670,Dutch (language),Documenten,,,
c05c7bcf-5880-5b6f-b8e1-1913c0a0843d,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c05c7bcf-5880-5b6f-b8e1-1913c0a0843d,object identifier,tg:mmbdc:135,MMB.A.1706,Dutch (language),Documenten,,,
43402fd0-c8ec-5e97-a817-59599a44e870,AA,0,https://data.museummayervandenbergh.be/ark:/59511/43402fd0-c8ec-5e97-a817-59599a44e870,object identifier,tg:mmbdc:136,MMB.A.2341,French (language),Documenten,descriptive note,Nederlands,"onder begeleiding van M. Pelaert, conservator van het museum"
230878f7-6c43-5063-ac62-5939a323cfba,AA,0,https://data.museummayervandenbergh.be/ark:/59511/230878f7-6c43-5063-ac62-5939a323cfba,object identifier,tg:mmbdc:137,MMB.A.2342,French (language),Documenten,,,
aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,AA,0,https://data.museummayervandenbergh.be/ark:/59511/aa36e7ba-6ea9-5897-a2e4-e4f2b0c9062a,object identifier,tg:mmbdc:138,MMB.A.2343,Dutch (language),Documenten,,,
e529739d-7e84-5c53-abde-248c6c598675,AA,0,https://data.museummayervandenbergh.be/ark:/59511/e529739d-7e84-5c53-abde-248c6c598675,object identifier,tg:mmbdc:139,MMB.A.2387,French (language),Documenten,,,
aaee58ac-19f5-5d12-bfdf-b182540772c9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/aaee58ac-19f5-5d12-bfdf-b182540772c9,object identifier,tg:mmbdc:140,MMB.A.2420,French (language),Documenten,descriptive note,Nederlands,collectie aangekocht in Gent 1892
da95a907-e90c-5c6e-bc73-e1199926e4e7,AA,0,https://data.museummayervandenbergh.be/ark:/59511/da95a907-e90c-5c6e-bc73-e1199926e4e7,object identifier,tg:mmbdc:141,MMB.A.2421,French (language),Documenten,,,
d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d4250cb9-a8b9-513b-98b4-4ca94b31f4bd,object identifier,tg:mmbdc:142,MMB.A.2422,Dutch (language),Documenten,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,AA,0,https://data.museummayervandenbergh.be/ark:/59511/779d5ef6-44f2-53b9-9ded-2078f8138f29,object identifier,tg:mmbdc:143,MMB.A.2423,French (language),Documenten,,,
c9a26edd-3340-58de-af77-8b97ee87ff86,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c9a26edd-3340-58de-af77-8b97ee87ff86,object identifier,tg:mmbdc:144,MMB.A.2483,German (language),Documenten,,,
b7678c52-c767-538d-b339-cf2304752fdf,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b7678c52-c767-538d-b339-cf2304752fdf,object identifier,tg:mmbdc:145,MMB.A.2484,French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1904
d636fd59-d2ee-587b-b83c-7990df3a9e47,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d636fd59-d2ee-587b-b83c-7990df3a9e47,object identifier,tg:mmbdc:146,MMB.A.2485,French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1905
4357a0e5-db78-599b-8616-5e687867f6fb,AA,0,https://data.museummayervandenbergh.be/ark:/59511/4357a0e5-db78-599b-8616-5e687867f6fb,object identifier,tg:mmbdc:147,MMB.A.2486,French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1906
b0898496-a22a-5c44-9812-6793f7a2abc6,AA,0,https://data.museummayervandenbergh.be/ark:/59511/b0898496-a22a-5c44-9812-6793f7a2abc6,object identifier,tg:mmbdc:148,MMB.A.2487,French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1907
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,AA,0,https://data.museummayervandenbergh.be/ark:/59511/8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,object identifier,tg:mmbdc:149,MMB.A.2488,French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1908
0cdf7c18-ded1-5edb-8553-1f9a4750c805,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0cdf7c18-ded1-5edb-8553-1f9a4750c805,object identifier,tg:mmbdc:150,MMB.A.2489,French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1909
30d49173-7034-572c-8c6c-d79da3074f92,AA,0,https://data.museummayervandenbergh.be/ark:/59511/30d49173-7034-572c-8c6c-d79da3074f92,object identifier,tg:mmbdc:151,MMB.A.2490,French (language),Documenten,,,
539aa72e-50df-51e7-b265-b1c8f6822971,AA,0,https://data.museummayervandenbergh.be/ark:/59511/539aa72e-50df-51e7-b265-b1c8f6822971,object identifier,tg:mmbdc:152,MMB.A.2491,French (language),Documenten,descriptive note,Nederlands,"Ontwerp voor een catalogus van de collectie, gebaseerd op de handgeschreven inventaris van Henriëtte (niet gerealiseerd)"
c40b140e-3f37-5f20-b2e1-026d4cb94827,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c40b140e-3f37-5f20-b2e1-026d4cb94827,object identifier,tg:mmbdc:153,MMB.A.2492,French (language),Documenten,descriptive note,Nederlands,"Ontwerp voor een catalogus van de collectie, gebaseerd op de handgeschreven inventaris van Henriëtte (niet gerealiseerd)"
3560ab78-3623-5be1-a04e-3c801f0e12f5,AA,0,https://data.museummayervandenbergh.be/ark:/59511/3560ab78-3623-5be1-a04e-3c801f0e12f5,object identifier,tg:mmbdc:154,MMB.A.2493,French (language),Documenten,descriptive note,Nederlands,"Correcties op het ontwerp voor een catalogus van de collectie (brouillon A), gebaseerd op de handgeschreven inventaris van Henriëtte"
24a956ec-7ec7-5bf3-9f41-92a0670be881,AA,0,https://data.museummayervandenbergh.be/ark:/59511/24a956ec-7ec7-5bf3-9f41-92a0670be881,object identifier,tg:mmbdc:155,MMB.A.2494,,Documenten,descriptive note,Nederlands,"P. I, P. II, P. III, P. IV, P. VI, P. VII, P. X, P. IX"
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,AA,0,https://data.museummayervandenbergh.be/ark:/59511/9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,object identifier,tg:mmbdc:156,MMB.A.2495,,Documenten,descriptive note,Nederlands,Genummerd P 1 - P 10
ea4532da-49ef-5f5c-8cd3-945b0a2ae56c,AA,0,https://data.museummayervandenbergh.be/ark:/59511/ea4532da-49ef-5f5c-8cd3-945b0a2ae56c,object identifier,tg:mmbdc:157,MMB.A.2496,French (language),Documenten,,,
44b83a36-1644-5057-b200-82be841d8547,AA,0,https://data.museummayervandenbergh.be/ark:/59511/44b83a36-1644-5057-b200-82be841d8547,object identifier,tg:mmbdc:158,MMB.A.2497,French (language),Documenten,,,
0476e0a0-d09a-5804-ba82-deb196a90f13,AA,0,https://data.museummayervandenbergh.be/ark:/59511/0476e0a0-d09a-5804-ba82-deb196a90f13,object identifier,tg:mmbdc:159,MMB.A.2498,French (language),Documenten,descriptive note,Nederlands,Collectie aangekocht in Parijs 1898
c20ab8b5-5fc8-5ff5-a3d8-9f4b3390f756,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c20ab8b5-5fc8-5ff5-a3d8-9f4b3390f756,object identifier,tg:mmbdc:160,MMB.A.2499,French (language),Documenten,,,
d4dd485a-7f2e-5b08-aea6-ef27315da217,AA,0,https://data.museummayervandenbergh.be/ark:/59511/d4dd485a-7f2e-5b08-aea6-ef27315da217,object identifier,tg:mmbdc:161,MMB.A.2500,French (language),Documenten,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,AA,0,https://data.museummayervandenbergh.be/ark:/59511/944778d9-1aa3-57cc-8c2b-1530d4636715,object identifier,tg:mmbdc:162,MMB.A.2519,French (language),Documenten,,,
54f7a45d-01d8-5548-b866-8d235e1c35a2,AA,0,https://data.museummayervandenbergh.be/ark:/59511/54f7a45d-01d8-5548-b866-8d235e1c35a2,object identifier,tg:mmbdc:163,MMB.A.2520,Latin (language),Documenten,descriptive note,Nederlands,"Bevat een brief van Paus Leo XIII aan Jean Félix van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), en een brief van Paus Leo XIII aan Constantin van den Bergh betreffende de verlening van de titel van baron (pauselijke adel), met specificatie dat de titel erfelijk is in mannelijke lijn, voor de eerstgeboren, en indien het een wettig huwelijk was"
c0c56593-2e89-5b47-8bd7-5edec68b8918,AA,0,https://data.museummayervandenbergh.be/ark:/59511/c0c56593-2e89-5b47-8bd7-5edec68b8918,object identifier,tg:mmbdc:164,MMB.A.2521,Latin (language),Documenten,descriptive note,Nederlands,"Bevat een bulle in verband met de verlening van het Kruis van Donatius Devotie van de eerste klasse van de Soevereine Orde van Malta door de Grootmeester van de Orde (30 januari 1879) en gerelateerde brief (9 februari 1880); een brief en een certificaat in verband met de toestemming om de decoratie te dragen van Commandeur van de Orde van Saint Sépulchre, verleend door de patriarch van Jeruzalem op 1 april 1872; een brief van Paus Leo XIII van 11 augustus 1882 in verband met het verlenen van de titel van Eques Pianus, inclusief de toestemming om de kledij en het teken van de orde te dragen; een brief van 30 januari 1880 en gerelateerde stukken betreffende de opname tot Arcadia (Pontificia Accademia degli Arcadi) onder de naam Nicodromo Alfeonio"
dd4f9258-3346-5591-b56d-1963a4728b70,AA,0,https://data.museummayervandenbergh.be/ark:/59511/dd4f9258-3346-5591-b56d-1963a4728b70,object identifier,tg:mmbdc:165,MMB.A.2550,French (language),Documenten,,,
1fddab6b-2c01-53f7-afb9-56fa14f7bfa9,AA,0,https://data.museummayervandenbergh.be/ark:/59511/1fddab6b-2c01-53f7-afb9-56fa14f7bfa9,object identifier,tg:mmbdc:166,MMB.A.2551,French (language),Documenten,,,
a34674cd-e662-5474-924d-c80290414a0f,AA,0,https://data.museummayervandenbergh.be/ark:/59511/a34674cd-e662-5474-924d-c80290414a0f,object identifier,tg:mmbdc:167,MMB.A.2552,French (language),Documenten,,,
