ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Note,Entity Widget,Entity Identifier
2733f47e-aecb-5038-b37b-af1055affa9b,tg:lhph:45813,OriginalBrocade,1,9555257c-cbd6-500d-bd3d-1d7920dee07a,au::31511,keywords,,"dlod={""name"":""Jozef Vermeulen-Dosfel"",""ark"":""ark:/83110/x0/9555257c-cbd6-500d-bd3d-1d7920dee07a"",""uri"":""/agents/people/62270"",""id"":""au::31511"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9555257c-cbd6-500d-bd3d-1d7920dee07a
2733f47e-aecb-5038-b37b-af1055affa9b,tg:lhph:45813,OriginalBrocade,2,cd8761ff-2faf-5b12-bd37-1c7289d6309f,au::5868,keywords,,"dlod={""name"":""Lodewijk Dosfel"",""ark"":""ark:/83110/x0/cd8761ff-2faf-5b12-bd37-1c7289d6309f"",""uri"":""/agents/people/92997"",""id"":""au::5868"",""nameWithContext"":[""L. Boeykens"",""Godfried Hermans"",""Siegfried Kersten"",""Thomas van der Schelden""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cd8761ff-2faf-5b12-bd37-1c7289d6309f
e0f628af-9af3-5258-9eb1-a1f60b2e1da3,tg:lhph:20010,OriginalBrocade,1,c987d600-4bab-5bec-b1cd-e1bd6a2b39d5,au::21016,keywords,,"dlod={""name"":""Gerard Walschap"",""ark"":""ark:/83110/x0/c987d600-4bab-5bec-b1cd-e1bd6a2b39d5"",""uri"":""/agents/people/53528"",""id"":""au::21016"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c987d600-4bab-5bec-b1cd-e1bd6a2b39d5
04e2baab-f5fd-5229-95bd-176948aa2797,tg:lhph:17363,OriginalBrocade,2,8a51d6e0-7d51-54e8-a52d-c8233d8e7ae3,au::8536,keywords,,"dlod={""name"":""Jaak Heirstrate"",""ark"":""ark:/83110/x0/8a51d6e0-7d51-54e8-a52d-c8233d8e7ae3"",""uri"":""/agents/people/74539"",""id"":""au::8536"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8a51d6e0-7d51-54e8-a52d-c8233d8e7ae3
176af6aa-7da7-58a9-9d93-f81621bdfaf4,tg:lhph:41503,OriginalBrocade,1,bc0401b0-0006-5304-a513-2f05844996ac,au::21863,keywords,,"dlod={""name"":""Gulielmus van Zuylen"",""ark"":""ark:/83110/x0/bc0401b0-0006-5304-a513-2f05844996ac"",""uri"":""/agents/people/69339"",""id"":""au::21863"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bc0401b0-0006-5304-a513-2f05844996ac
dbbd98f1-171e-576c-8b9a-cadaed9a9fd7,tg:lhph:8585,OriginalBrocade,2,ca687738-ff14-516c-a3b7-2feceb2e386d,au::13396,keywords,,"dlod={""name"":""Nacht van de Poëzie"",""ark"":""ark:/83110/x0/ca687738-ff14-516c-a3b7-2feceb2e386d"",""uri"":""/agents/corporate_entities/18543"",""id"":""au::13396"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ca687738-ff14-516c-a3b7-2feceb2e386d
dbbd98f1-171e-576c-8b9a-cadaed9a9fd7,tg:lhph:8585,OriginalBrocade,3,591711b1-69f5-5557-a027-5f85ac0e8955,au::20494,keywords,,"dlod={""name"":""Eddy van Vliet"",""ark"":""ark:/83110/x0/591711b1-69f5-5557-a027-5f85ac0e8955"",""uri"":""/agents/people/51353"",""id"":""au::20494"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/591711b1-69f5-5557-a027-5f85ac0e8955
95bdcf23-2455-5e18-8d76-da2eb810127a,tg:lhph:18096,OriginalBrocade,1,7736f15c-0318-5763-81e0-3f0d0525d950,au::2919,keywords,,"dlod={""name"":""Walter van den Broeck"",""ark"":""ark:/83110/x0/7736f15c-0318-5763-81e0-3f0d0525d950"",""uri"":""/agents/people/58544"",""id"":""au::2919"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7736f15c-0318-5763-81e0-3f0d0525d950
0ba2d5e2-d485-5fb9-84d7-d303ac61dea1,tg:lhph:2188,OriginalBrocade,1,b962cafb-a463-5a27-8c3f-c3c8e74933b2,au::12947,keywords,,"dlod={""name"":""Richard Minne"",""ark"":""ark:/83110/x0/b962cafb-a463-5a27-8c3f-c3c8e74933b2"",""uri"":""/agents/people/61262"",""id"":""au::12947"",""nameWithContext"":[""Pierken""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b962cafb-a463-5a27-8c3f-c3c8e74933b2
0ba2d5e2-d485-5fb9-84d7-d303ac61dea1,tg:lhph:2188,OriginalBrocade,2,1741ccaf-74b8-57b5-b151-ad49ccee619c,au::15847,keywords,,"dlod={""name"":""Maurice Roelants"",""ark"":""ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c"",""uri"":""/agents/people/65586"",""id"":""au::15847"",""nameWithContext"":[""Maurice Minne"",""M.A. Minne"",""Jan van Opstal"",""Pervyse"",""De Zwerver""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1741ccaf-74b8-57b5-b151-ad49ccee619c
9eca9424-be34-52e5-a0a8-80c207caed8b,tg:lhph:7670,OriginalBrocade,1,3966d9fb-a22c-5607-a136-c3e22179a1d2,au::53329,keywords,,"dlod={""name"":""Elisabeth Römer-Schirmann"",""ark"":""ark:/83110/x0/3966d9fb-a22c-5607-a136-c3e22179a1d2"",""uri"":""/agents/people/65781"",""id"":""au::53329"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3966d9fb-a22c-5607-a136-c3e22179a1d2
9eca9424-be34-52e5-a0a8-80c207caed8b,tg:lhph:7670,OriginalBrocade,2,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
cf437f6a-23b8-558a-b01a-602a3f3eec2e,tg:lhph:34403,OriginalBrocade,2,0400cb15-183f-5c1e-9374-29a2a28ffe3e,au::1004,keywords,,"dlod={""name"":""Eugène Baie"",""ark"":""ark:/83110/x0/0400cb15-183f-5c1e-9374-29a2a28ffe3e"",""uri"":""/agents/people/69477"",""id"":""au::1004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0400cb15-183f-5c1e-9374-29a2a28ffe3e
cf437f6a-23b8-558a-b01a-602a3f3eec2e,tg:lhph:34403,OriginalBrocade,3,9d788d6d-bed8-5b48-9dcf-a6f4e8a7f614,au::23270,keywords,,"dlod={""name"":""Eugénie Baie-Faugier"",""ark"":""ark:/83110/x0/9d788d6d-bed8-5b48-9dcf-a6f4e8a7f614"",""uri"":""/agents/people/93231"",""id"":""au::23270"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9d788d6d-bed8-5b48-9dcf-a6f4e8a7f614
4b5cde01-6275-52e6-b7ac-bd8e218cc112,tg:lhph:49133,OriginalBrocade,1,6183db45-037e-54fb-869e-3a6d713e3325,au::11518,keywords,,"dlod={""name"":""Mark Liebrecht"",""ark"":""ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325"",""uri"":""/agents/people/69629"",""id"":""au::11518"",""nameWithContext"":[""Marcel Oger""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6183db45-037e-54fb-869e-3a6d713e3325
4b5cde01-6275-52e6-b7ac-bd8e218cc112,tg:lhph:49133,OriginalBrocade,2,01cbdc43-dbc6-52ae-be2d-0f51bc2aa869,au::19373,keywords,,"dlod={""name"":""Herman Verdin"",""ark"":""ark:/83110/x0/01cbdc43-dbc6-52ae-be2d-0f51bc2aa869"",""uri"":""/agents/people/62203"",""id"":""au::19373"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/01cbdc43-dbc6-52ae-be2d-0f51bc2aa869
d9996246-1a2c-5e5d-be39-b1fd8f3caef2,tg:lhph:28420,OriginalBrocade,1,e70f2684-af52-55ca-8729-e59398b5c936,au::15112,keywords,,"dlod={""name"":""Alfons Prayon-Van Zuylen"",""ark"":""ark:/83110/x0/e70f2684-af52-55ca-8729-e59398b5c936"",""uri"":""/agents/people/49604"",""id"":""au::15112"",""nameWithContext"":[""A. Hieckx Az"",""Alfred Terlaenen"",""Lucius Vindex""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e70f2684-af52-55ca-8729-e59398b5c936
0d1fff1c-d33a-5471-a08b-fca31e9d5f61,tg:lhph:6962,OriginalBrocade,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
2640fa21-9a95-574e-8e74-99d62cdfddae,tg:lhph:36594,OriginalBrocade,2,ec790fe5-c10f-51b8-bec8-84345bc69d0d,au::13128,keywords,,"dlod={""name"":""Jozef Moreel"",""ark"":""ark:/83110/x0/ec790fe5-c10f-51b8-bec8-84345bc69d0d"",""uri"":""/agents/people/90523"",""id"":""au::13128"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ec790fe5-c10f-51b8-bec8-84345bc69d0d
2640fa21-9a95-574e-8e74-99d62cdfddae,tg:lhph:36594,OriginalBrocade,3,5fe44f3e-b12f-56a8-b6cc-976a8c988e10,au::1539,keywords,,"dlod={""name"":""Peter Benoit"",""ark"":""ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10"",""uri"":""/agents/people/57779"",""id"":""au::1539"",""nameWithContext"":[""Pol Arelbeca"",""Bratski"",""Palfi""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/5fe44f3e-b12f-56a8-b6cc-976a8c988e10
2640fa21-9a95-574e-8e74-99d62cdfddae,tg:lhph:36594,OriginalBrocade,4,7493b5f0-8ec6-5dbb-84e5-4030632c8d59,au::21029,keywords,,"dlod={""name"":""Emile Wambach"",""ark"":""ark:/83110/x0/7493b5f0-8ec6-5dbb-84e5-4030632c8d59"",""uri"":""/agents/people/81144"",""id"":""au::21029"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7493b5f0-8ec6-5dbb-84e5-4030632c8d59
2640fa21-9a95-574e-8e74-99d62cdfddae,tg:lhph:36594,OriginalBrocade,5,177cd310-72de-5acf-aab9-c3a6eb0708fb,au::24745,keywords,,"dlod={""name"":""Leopold Bossaers"",""ark"":""ark:/83110/x0/177cd310-72de-5acf-aab9-c3a6eb0708fb"",""uri"":""/agents/people/82670"",""id"":""au::24745"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/177cd310-72de-5acf-aab9-c3a6eb0708fb
2640fa21-9a95-574e-8e74-99d62cdfddae,tg:lhph:36594,OriginalBrocade,6,8c6bb6f3-a0f2-5d50-a8e7-46d1aca2d903,au::3398,keywords,,"dlod={""name"":""Jos Callaerts"",""ark"":""ark:/83110/x0/8c6bb6f3-a0f2-5d50-a8e7-46d1aca2d903"",""uri"":""/agents/people/72754"",""id"":""au::3398"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8c6bb6f3-a0f2-5d50-a8e7-46d1aca2d903
2640fa21-9a95-574e-8e74-99d62cdfddae,tg:lhph:36594,OriginalBrocade,7,ca9b3bca-1562-5393-a3f6-928ea24a9a94,au::34872,keywords,,"dlod={""name"":""(Dhr.) Bacot"",""ark"":""ark:/83110/x0/ca9b3bca-1562-5393-a3f6-928ea24a9a94"",""uri"":""/agents/people/78859"",""id"":""au::34872"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ca9b3bca-1562-5393-a3f6-928ea24a9a94
008c71e5-7646-57d4-9481-43d3b17b1b0e,tg:lhph:51850,OriginalBrocade,1,da00885f-dddd-542c-9767-38420a17149f,au::7526,keywords,,"dlod={""name"":""Marnix Gijsen"",""ark"":""ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f"",""uri"":""/agents/people/88124"",""id"":""au::7526"",""nameWithContext"":[""Jan-Albert Goris"",""Goy"",""Zeno(n)"",""Doxa""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/da00885f-dddd-542c-9767-38420a17149f
65fe012e-beee-5b72-a264-a9c43996b857,tg:lhph:2022,OriginalBrocade,2,450cd126-3a4e-5951-833d-82a938fa6d4c,au::7609,keywords,,"dlod={""name"":""François Glorieux"",""ark"":""ark:/83110/x0/450cd126-3a4e-5951-833d-82a938fa6d4c"",""uri"":""/agents/people/63900"",""id"":""au::7609"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/450cd126-3a4e-5951-833d-82a938fa6d4c
ca281a6f-6202-5e20-9f99-c9b22a6ff0b8,tg:lhph:31251,OriginalBrocade,2,b5160dfa-80f8-5dfd-939b-84cec7726728,au::9592,keywords,,"dlod={""name"":""Emiel Jan Janssen"",""ark"":""ark:/83110/x0/b5160dfa-80f8-5dfd-939b-84cec7726728"",""uri"":""/agents/people/76757"",""id"":""au::9592"",""nameWithContext"":[""Diotimos""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b5160dfa-80f8-5dfd-939b-84cec7726728
8495f121-22e8-5d23-9c79-ebdbdee18018,tg:lhph:49099,OriginalBrocade,1,d240483b-36c4-578e-a9a2-1281efb2f3e2,au::10428,keywords,,"dlod={""name"":""Heiko Kolt"",""ark"":""ark:/83110/x0/d240483b-36c4-578e-a9a2-1281efb2f3e2"",""uri"":""/agents/people/62166"",""id"":""au::10428"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d240483b-36c4-578e-a9a2-1281efb2f3e2
7f4c0d8d-a8cc-5693-90d6-5e1ddf71902b,tg:lhph:25642,OriginalBrocade,1,57d111b8-211c-5846-b11e-5ffe7c4a21ec,au::142,keywords,,"dlod={""name"":""Frank Aendenboom"",""ark"":""ark:/83110/x0/57d111b8-211c-5846-b11e-5ffe7c4a21ec"",""uri"":""/agents/people/72480"",""id"":""au::142"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/57d111b8-211c-5846-b11e-5ffe7c4a21ec
7f4c0d8d-a8cc-5693-90d6-5e1ddf71902b,tg:lhph:25642,OriginalBrocade,2,978afd13-1056-545c-ab83-987be846b0ad,au::3953,keywords,,"dlod={""name"":""Hugo Claus"",""ark"":""ark:/83110/x0/978afd13-1056-545c-ab83-987be846b0ad"",""uri"":""/agents/people/74895"",""id"":""au::3953"",""nameWithContext"":[""Jan Hyoens"",""Hugo C. van Astene"",""Dorothea van Male"",""'t Gemeen"",""Bob Spaenhoven""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/978afd13-1056-545c-ab83-987be846b0ad
f221214d-5cc0-5109-ba43-07d0fe84fd02,tg:lhph:22187,OriginalBrocade,2,3c60691e-5c14-5fdc-944b-6cf7457db479,au::11079,keywords,,"dlod={""name"":""Karel Lateur"",""ark"":""ark:/83110/x0/3c60691e-5c14-5fdc-944b-6cf7457db479"",""uri"":""/agents/people/77310"",""id"":""au::11079"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3c60691e-5c14-5fdc-944b-6cf7457db479
f221214d-5cc0-5109-ba43-07d0fe84fd02,tg:lhph:22187,OriginalBrocade,3,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,keywords,,"dlod={""name"":""Stijn Streuvels"",""ark"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""uri"":""/agents/people/50222"",""id"":""au::17799"",""nameWithContext"":[""Frank Lateur""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
f221214d-5cc0-5109-ba43-07d0fe84fd02,tg:lhph:22187,OriginalBrocade,4,28ec8001-470f-5dd9-8ecf-d70f1e5c3f52,au::30891,keywords,,"dlod={""name"":""Louise Gezelle"",""ark"":""ark:/83110/x0/28ec8001-470f-5dd9-8ecf-d70f1e5c3f52"",""uri"":""/agents/people/68404"",""id"":""au::30891"",""nameWithContext"":[""Louise Lateur-Gezelle""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/28ec8001-470f-5dd9-8ecf-d70f1e5c3f52
f221214d-5cc0-5109-ba43-07d0fe84fd02,tg:lhph:22187,OriginalBrocade,5,7b674d8d-5afa-585d-a2e2-3d84c99aa694,au::52464,keywords,,"dlod={""name"":""Elisa Lateur"",""ark"":""ark:/83110/x0/7b674d8d-5afa-585d-a2e2-3d84c99aa694"",""uri"":""/agents/people/79902"",""id"":""au::52464"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7b674d8d-5afa-585d-a2e2-3d84c99aa694
624a6749-ced6-525c-8bcd-1f3e2a277b67,tg:lhph:38973,OriginalBrocade,2,d5c573c7-4d87-5f0f-bf7d-537098032b0b,au::12179,keywords,,"dlod={""name"":""Robert Marcel"",""ark"":""ark:/83110/x0/d5c573c7-4d87-5f0f-bf7d-537098032b0b"",""uri"":""/agents/people/64595"",""id"":""au::12179"",""nameWithContext"":[""Robert Houtmans""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d5c573c7-4d87-5f0f-bf7d-537098032b0b
624a6749-ced6-525c-8bcd-1f3e2a277b67,tg:lhph:38973,OriginalBrocade,3,0b939d98-855a-5295-87fa-14c29c88361b,au::22381,keywords,,"dlod={""name"":""Koninklijke Nederlandse Schouwburg"",""ark"":""ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b"",""uri"":""/agents/corporate_entities/18019"",""id"":""au::22381"",""nameWithContext"":[""KNS""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/0b939d98-855a-5295-87fa-14c29c88361b
5aa78c2b-db24-58fe-aec7-4953f8f13eb8,tg:lhph:39661,OriginalBrocade,1,88efaf3a-0bdf-5de4-b810-1ad553a21d5e,au::12498,keywords,,"dlod={""name"":""Lode Meeus"",""ark"":""ark:/83110/x0/88efaf3a-0bdf-5de4-b810-1ad553a21d5e"",""uri"":""/agents/people/76530"",""id"":""au::12498"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/88efaf3a-0bdf-5de4-b810-1ad553a21d5e
5aa78c2b-db24-58fe-aec7-4953f8f13eb8,tg:lhph:39661,OriginalBrocade,2,d2464919-ba6e-512e-8bf4-adcb21086d89,au::58042,keywords,,"dlod={""name"":""Clothilde Meeus-Tysmans"",""ark"":""ark:/83110/x0/d2464919-ba6e-512e-8bf4-adcb21086d89"",""uri"":""/agents/people/69113"",""id"":""au::58042"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d2464919-ba6e-512e-8bf4-adcb21086d89
b16782d2-5c90-5830-b3ce-70e8f0a62182,tg:lhph:44351,OriginalBrocade,1,176bba1e-4978-5662-a292-fb01c1946e37,au::1633,keywords,,"dlod={""name"":""Jan Berghmans"",""ark"":""ark:/83110/x0/176bba1e-4978-5662-a292-fb01c1946e37"",""uri"":""/agents/people/72596"",""id"":""au::1633"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/176bba1e-4978-5662-a292-fb01c1946e37
b16782d2-5c90-5830-b3ce-70e8f0a62182,tg:lhph:44351,OriginalBrocade,2,fa0c093c-bbf1-5989-ac21-6eaff6c40979,au::5075,keywords,,"dlod={""name"":""Bert Decorte"",""ark"":""ark:/83110/x0/fa0c093c-bbf1-5989-ac21-6eaff6c40979"",""uri"":""/agents/people/71976"",""id"":""au::5075"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fa0c093c-bbf1-5989-ac21-6eaff6c40979
b16782d2-5c90-5830-b3ce-70e8f0a62182,tg:lhph:44351,OriginalBrocade,3,3928ae21-247a-5a15-b483-783fd5798b84,au::8733,keywords,,"dlod={""name"":""Hubert van Herreweghen"",""ark"":""ark:/83110/x0/3928ae21-247a-5a15-b483-783fd5798b84"",""uri"":""/agents/people/68886"",""id"":""au::8733"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3928ae21-247a-5a15-b483-783fd5798b84
16a20c02-c73c-5c89-a7de-13f672d09634,tg:lhph:12531,OriginalBrocade,1,108e3bcf-9e5a-592d-af10-30617c61b438,au::13345,keywords,,"dlod={""name"":""Achilles Mussche"",""ark"":""ark:/83110/x0/108e3bcf-9e5a-592d-af10-30617c61b438"",""uri"":""/agents/people/47774"",""id"":""au::13345"",""nameWithContext"":[""Achiel J. Volkman"",""Blauwvoet""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/108e3bcf-9e5a-592d-af10-30617c61b438
16a20c02-c73c-5c89-a7de-13f672d09634,tg:lhph:12531,OriginalBrocade,2,75539814-1719-57df-98d6-bad0894a1cde,au::2938,keywords,,"dlod={""name"":""Jan Lea Broeckx"",""ark"":""ark:/83110/x0/75539814-1719-57df-98d6-bad0894a1cde"",""uri"":""/agents/people/47668"",""id"":""au::2938"",""nameWithContext"":[""Koen de Raeve""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/75539814-1719-57df-98d6-bad0894a1cde
16a20c02-c73c-5c89-a7de-13f672d09634,tg:lhph:12531,OriginalBrocade,3,fb8aacfc-f6d7-514c-8aec-bcbced33d4f5,au::810,keywords,,"dlod={""name"":""August Vermeylen-Dagen"",""ark"":""ark:/83110/x0/fb8aacfc-f6d7-514c-8aec-bcbced33d4f5"",""uri"":""/agents/corporate_entities/25490"",""id"":""au::810"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/fb8aacfc-f6d7-514c-8aec-bcbced33d4f5
d58cd0fe-088d-5cad-9afc-a380586c3e9a,tg:lhph:24950,OriginalBrocade,2,118b7376-5782-54b3-95d5-c7abcf66bb29,au::10468,keywords,,"dlod={""name"":""Koninklijk Museum voor Midden-Afrika"",""ark"":""ark:/83110/x0/118b7376-5782-54b3-95d5-c7abcf66bb29"",""uri"":""/agents/corporate_entities/22114"",""id"":""au::10468"",""nameWithContext"":[""Afrikamuseum"",""KMMA""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/118b7376-5782-54b3-95d5-c7abcf66bb29
d58cd0fe-088d-5cad-9afc-a380586c3e9a,tg:lhph:24950,OriginalBrocade,3,3e05caca-ac94-53b2-b8ff-970490b468af,au::13958,keywords,,"dlod={""name"":""Frans M. Olbrechts"",""ark"":""ark:/83110/x0/3e05caca-ac94-53b2-b8ff-970490b468af"",""uri"":""/agents/people/61386"",""id"":""au::13958"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3e05caca-ac94-53b2-b8ff-970490b468af
d58cd0fe-088d-5cad-9afc-a380586c3e9a,tg:lhph:24950,OriginalBrocade,4,685476b7-f9ac-5a31-822c-8ea6c15ebecc,au::1406,keywords,,"dlod={""name"":""België-Zaïre"",""ark"":""ark:/83110/x0/685476b7-f9ac-5a31-822c-8ea6c15ebecc"",""uri"":""/agents/corporate_entities/15941"",""id"":""au::1406"",""nameWithContext"":[""België-Congo"",""België-Kongo""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/685476b7-f9ac-5a31-822c-8ea6c15ebecc
aeaa74c2-ade1-5466-abe8-529d21a7b92c,tg:lhph:43494,OriginalBrocade,1,4c482585-46af-5b8c-aab6-00b0524962c0,au::100766,keywords,,"dlod={""name"":""Rupelmonde (Kruibeke)"",""ark"":""ark:/83110/x0/3b1ee306-c513-5d7a-8912-fd2a6dc41a39"",""uri"":""/agents/corporate_entities/14875"",""id"":""au::100766g"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/3b1ee306-c513-5d7a-8912-fd2a6dc41a39
aeaa74c2-ade1-5466-abe8-529d21a7b92c,tg:lhph:43494,OriginalBrocade,2,d1768a2d-1b57-5f26-8a41-68834b57c50a,au::40718,keywords,,"dlod={""name"":""Koninklijke Katholieke Fanfare \""Sint-Jozef\"" [Rupelmonde]"",""ark"":""ark:/83110/x0/d1768a2d-1b57-5f26-8a41-68834b57c50a"",""uri"":""/agents/corporate_entities/25137"",""id"":""au::40718"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d1768a2d-1b57-5f26-8a41-68834b57c50a
aeaa74c2-ade1-5466-abe8-529d21a7b92c,tg:lhph:43494,OriginalBrocade,3,cbb6e0ab-9762-558d-98a4-e638b86b1ffa,au::6618,keywords,,,
aeaa74c2-ade1-5466-abe8-529d21a7b92c,tg:lhph:43494,OriginalBrocade,4,7bb6e729-f439-5a95-8691-8e8cd5134bbc,au::16690,keywords,,"dlod={""name"":""Karel de Schrijver"",""ark"":""ark:/83110/x0/7bb6e729-f439-5a95-8691-8e8cd5134bbc"",""uri"":""/agents/people/89459"",""id"":""au::16690"",""nameWithContext"":[""Jimmy Paresco"",""Helmut Prago"",""Karel Reginald de Schrijver""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7bb6e729-f439-5a95-8691-8e8cd5134bbc
7d2bf4f4-e808-5a73-9900-753d69eeffde,tg:lhph:41153,OriginalBrocade,1,dcc7dcf9-106d-5606-8d15-4df291846cf5,au::12984,keywords,,"dlod={""name"":""Wies Moens"",""ark"":""ark:/83110/x0/dcc7dcf9-106d-5606-8d15-4df291846cf5"",""uri"":""/agents/people/68661"",""id"":""au::12984"",""nameWithContext"":[""G.L. Dykman""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dcc7dcf9-106d-5606-8d15-4df291846cf5
7d2bf4f4-e808-5a73-9900-753d69eeffde,tg:lhph:41153,OriginalBrocade,2,d0a349d1-f52f-5ed9-b361-a843cc75d14a,au::32097,keywords,,"dlod={""name"":""Margaretha Theodora Moens-Tas"",""ark"":""ark:/83110/x0/d0a349d1-f52f-5ed9-b361-a843cc75d14a"",""uri"":""/agents/people/88478"",""id"":""au::32097"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d0a349d1-f52f-5ed9-b361-a843cc75d14a
