ResourceID,brocade.id,card,source_date,Copyright Revision Date,Copyright Type
0662a72d-8962-5124-aa0b-546c1e42163d,tg:lhps:49999,e73_Copyrights,1990-11-24,2105-11-24,In Copyright
13a9f4c3-cdb3-550e-b095-4ce388a7a473,tg:lhps:10346,e73_Copyrights,1922-01-12,2037-01-12,In Copyright
3522f67f-5f1b-565d-bd80-f607de30d273,tg:lhps:24711,e73_Copyrights,1979-06-15,2094-06-15,In Copyright
0bc48139-b9c6-5772-a07d-076e855080c9,tg:lhps:44593,e73_Copyrights,1978-01-20,2093-01-20,In Copyright
b7d01793-158a-52d9-81dc-4f79cc68c9d7,tg:lhps:15560,e73_Copyrights,uuuu-03-10,,No Copyright - Public Domain Mark 1.0
6228c398-9c45-5138-8b09-c16dc4794b25,tg:lhps:45099,e73_Copyrights,1977-09-07,2092-09-07,In Copyright
80962eb7-f6a8-535f-a7be-626693a87c9d,tg:lhps:5521,e73_Copyrights,1991-06-15,2106-06-15,In Copyright
656a13a1-2cbd-5abf-8f22-30a2b224acec,tg:lhps:59201,e73_Copyrights,2018-05-05,2133-05-05,In Copyright
3b0b2181-ccda-51b4-9548-2721916fdf93,tg:lhps:21137,e73_Copyrights,1977-10-18,2092-10-18,In Copyright
b0c93740-99b1-5e02-bce6-75721faf451c,tg:lhps:33556,e73_Copyrights,1890-uu-uu,2005-uu-uu,No Copyright - Public Domain Mark 1.0
bebcf4d0-4e4e-50e4-a897-8cdd5b83c2b9,tg:lhps:42946,e73_Copyrights,1994-10-27,2109-10-27,In Copyright
ef7eaaa5-49c6-5a56-ba91-6bbd4635f90c,tg:lhps:16404,e73_Copyrights,1987-09-24,2102-09-24,In Copyright
98f6b398-c7ca-5a0c-892a-1560ba25243d,tg:lhps:2769,e73_Copyrights,1989-03-11,2104-03-11,In Copyright
a921f180-69fb-580b-99b4-998b999294ef,tg:lhps:12728,e73_Copyrights,uuuu-02-27,,No Copyright - Public Domain Mark 1.0
33d9b436-58c3-5d24-8833-9f58afb9219f,tg:lhps:28586,e73_Copyrights,1954-10-27,2069-10-27,In Copyright
ffcf6ecd-5a32-58dd-956e-5aa993c1a389,tg:lhps:41822,e73_Copyrights,1998-09-17,2113-09-17,In Copyright
aaa45019-7203-5af4-b9a7-368e0e77cece,tg:lhps:48704,e73_Copyrights,2000-01-29,2115-01-29,In Copyright
13fa97d3-44d0-5ad0-b16b-c1101fbc616a,tg:lhps:6445,e73_Copyrights,1959-02-15,2074-02-15,In Copyright
fcf8bac1-64ce-50dc-8103-9df02a2f8fe2,tg:lhps:59996,e73_Copyrights,uuuu-11-08,,No Copyright - Public Domain Mark 1.0
69b1e083-b9f2-5754-acf6-86a056b1dd66,tg:lhps:30432,e73_Copyrights,1989-11-19,2104-11-19,In Copyright
b1307828-7918-56d1-83db-cbbb93e32534,tg:lhps:22053,e73_Copyrights,uuuu-02-22,,No Copyright - Public Domain Mark 1.0
398a214f-27c6-5034-bd7e-781dea3e2a69,tg:lhps:13222,e73_Copyrights,1944-10-28,2059-10-28,In Copyright
7f65e3ea-64f8-565f-add4-50fa5b33a1e0,tg:lhps:52949,e73_Copyrights,1990-06-15,2105-06-15,In Copyright
3ea845d8-0ad5-519e-8762-b09ac688829f,tg:lhps:23559,e73_Copyrights,1982-05-27,2097-05-27,In Copyright
46a9b130-7a79-5933-a002-3f3bc3427ddc,tg:lhps:31138,e73_Copyrights,1961-uu-uu,2076-uu-uu,In Copyright
7545371f-e8f7-56f8-9ad5-5ffb32ddec99,tg:lhps:55096,e73_Copyrights,uuuu-03-14,,No Copyright - Public Domain Mark 1.0
c1130fc5-3131-54da-8f88-a9e97affc96d,tg:lhps:3263,e73_Copyrights,1919-02-22,2034-02-22,In Copyright
678aeab8-36dd-5d25-8e6d-c104e96d6793,tg:lhps:27675,e73_Copyrights,1969-01-09,2084-01-09,In Copyright
44074dfa-d275-53da-bec8-e09300cec2a8,tg:lhps:35214,e73_Copyrights,1969-01-09,2084-01-09,In Copyright
2e4c054c-8930-5ea2-bde6-4d67314e316b,tg:lhps:46864,e73_Copyrights,2006-01-14,2121-01-14,In Copyright
3f34a84c-e2f6-5c08-9eb3-7a2bc7242a9a,tg:lhps:45297,e73_Copyrights,2005-04-09,2120-04-09,In Copyright
dbf580af-203f-59e0-bf38-d217c3100123,tg:lhps:25015,e73_Copyrights,1983-05-19,2098-05-19,In Copyright
7d939956-5ba9-55f4-9927-a14dd6f5da16,tg:lhps:1403,e73_Copyrights,1971-07-20,2086-07-20,In Copyright
5a40f117-b649-5775-893e-19edaa14b540,tg:lhps:11442,e73_Copyrights,1988-09-17,2103-09-17,In Copyright
b745518c-df3e-581d-a993-97cfb5127992,tg:lhps:21339,e73_Copyrights,1977-12-08,2092-12-08,In Copyright
56395b34-9943-5b8f-90b3-8c59a5f4f58f,tg:lhps:33758,e73_Copyrights,1917-uu-uu,2032-uu-uu,In Copyright
2ad9dc9c-96c5-55d8-a5d8-9bf27556c6d5,tg:lhps:60852,e73_Copyrights,1935-02-02,2050-02-02,In Copyright
3bac87fe-d8fd-5e60-b8c2-5095bec27eb3,tg:lhps:29915,e73_Copyrights,1946-uu-uu,2061-uu-uu,In Copyright
98da9e98-d22d-58f0-94da-a53584d3724a,tg:lhps:10148,e73_Copyrights,1957-11-01,2072-11-01,In Copyright
53d556f5-5f96-55a5-9ab9-2038d56d588e,tg:lhps:20633,e73_Copyrights,uuuu-uu-uu,,Copyright Undetermined
6a52d95b-60e4-53b0-810d-2bbf88855b8e,tg:lhps:58505,e73_Copyrights,uuuu-10-20,,No Copyright - Public Domain Mark 1.0
9458deac-3111-5fbe-9fb8-299e51747a1b,tg:lhps:4225,e73_Copyrights,1957-03-02,2072-03-02,In Copyright
602b2613-15ad-57f7-95db-6835ee0fea4a,tg:lhps:17897,e73_Copyrights,2005-12-28,2120-12-28,In Copyright
fa74085b-84a6-5bf7-954f-f9c3b8c858a7,tg:lhps:14264,e73_Copyrights,uuuu-02-16,,No Copyright - Public Domain Mark 1.0
a4dc565e-820c-5b7d-9284-ea6e501bc104,tg:lhps:18385,e73_Copyrights,1981-09-04,2096-09-04,In Copyright
60516348-4b61-5848-91e0-23e0459aa144,tg:lhps:46085,e73_Copyrights,2009-11-11,2124-11-11,In Copyright
61db1b97-27d7-5c37-b478-d81695dbf111,tg:lhps:2611,e73_Copyrights,1978-02-12,2093-02-12,In Copyright
eea68e53-0a85-513a-b68e-dfde707d0c24,tg:lhps:932,e73_Copyrights,1947-12-21,2062-12-21,In Copyright
f1c278ea-15ee-5678-b209-41f93ef1c9c5,tg:lhps:26207,e73_Copyrights,1984-12-07,2099-12-07,In Copyright
054b2566-2020-570c-8f46-7c18c29f4d5e,tg:lhps:17076,e73_Copyrights,2001-07-14,2116-07-14,In Copyright
35fa3535-a075-5034-ac56-3b107dd8b88d,tg:lhps:49376,e73_Copyrights,1996-uu-uu,2111-uu-uu,In Copyright
dfa6faea-9449-52cc-a071-db08d630344e,tg:lhps:7037,e73_Copyrights,1980-03-01,2095-03-01,In Copyright
c0699751-2f45-5d2e-8de3-a542e5e07e8c,tg:lhps:31040,e73_Copyrights,uuuu-10-08,,No Copyright - Public Domain Mark 1.0
b08d3fa6-16d9-5939-9c52-90eacce0275d,tg:lhps:23421,e73_Copyrights,1951-01-07,2066-01-07,In Copyright
39ae8df0-862f-5930-9f29-a0c2a54c5417,tg:lhps:33620,e73_Copyrights,1902-uu-uu,2017-uu-uu,No Known Copyright
b33ca5e3-65a9-56d8-ac20-42762d207e88,tg:lhps:21241,e73_Copyrights,uuuu-03-25,,No Copyright - Public Domain Mark 1.0
9acab69d-3f4b-5688-a2ce-6da987f65e78,tg:lhps:59177,e73_Copyrights,1989-06-29,2104-06-29,In Copyright
4815692d-1024-53e1-9e5f-2947c5d4881e,tg:lhps:5657,e73_Copyrights,1980-10-04,2095-10-04,In Copyright
039b6263-5697-529a-a35b-fdaf92bf73b2,tg:lhps:15616,e73_Copyrights,uuuu-02-15,,No Copyright - Public Domain Mark 1.0
f8521ecd-49bf-516f-9b9f-1cbf7cb5794b,tg:lhps:55877,e73_Copyrights,1993-08-03,2108-08-03,In Copyright
0abed51c-7fcb-5518-b851-8657486ee02d,tg:lhps:56284,e73_Copyrights,1994-12-17,2109-12-17,In Copyright
3aa4600f-2fff-5596-ac82-ca1108c8dbbe,tg:lhps:24467,e73_Copyrights,1973-10-06,2088-10-06,In Copyright
ef53d396-8e08-5be5-9506-38662028626d,tg:lhps:10030,e73_Copyrights,1927-03-22,2042-03-22,In Copyright
3418719e-ff8d-5950-9a97-483469872d4c,tg:lhps:11452,e73_Copyrights,1990-06-11,2105-06-11,In Copyright
f3459a50-0490-51a9-8426-56a34c98471b,tg:lhps:60842,e73_Copyrights,1934-11-10,2049-11-10,In Copyright
6cddbeec-4f26-515f-a2fd-adb8ffdec3f2,tg:lhps:33748,e73_Copyrights,1917-uu-uu,2032-uu-uu,In Copyright
3474242f-c170-5ded-94ea-3d37dcd1079d,tg:lhps:21329,e73_Copyrights,uuuu-05-03,,No Copyright - Public Domain Mark 1.0
d32943f6-7618-52ee-af12-e8e00fc95aea,tg:lhps:46874,e73_Copyrights,2009-04-uu,2124-04-uu,In Copyright
c5b0619a-8c45-5046-9eef-82544c6968a9,tg:lhps:45287,e73_Copyrights,2001-01-20,2116-01-20,In Copyright
59956217-718c-5bbf-b99e-1c4f36086ca5,tg:lhps:1413,e73_Copyrights,1912-08-04,2027-08-04,In Copyright
088db26b-0be7-5815-abda-93ea788fbda6,tg:lhps:25005,e73_Copyrights,1981-07-04,2096-07-04,In Copyright
8d0115cf-f5b7-58d5-a1b8-e4bb42cd3392,tg:lhps:17887,e73_Copyrights,1995-06-01,2110-06-01,In Copyright
5d60d39b-3608-568c-be62-33ac869df961,tg:lhps:14274,e73_Copyrights,1991-12-06,2106-12-06,In Copyright
44704483-0742-5d62-8466-bb2cdf5cc1f6,tg:lhps:10158,e73_Copyrights,1956-12-02,2071-12-02,In Copyright
3dbdaa01-ce03-57de-9a57-80b9673b08a7,tg:lhps:29905,e73_Copyrights,1946-01-20,2061-01-20,In Copyright
ae7202f4-701b-5bdf-a098-f035ac986960,tg:lhps:58515,e73_Copyrights,uuuu-05-16,,No Copyright - Public Domain Mark 1.0
4dc9fc4c-d7b8-5c25-b605-5c1ca6a2828e,tg:lhps:4235,e73_Copyrights,1960-04-02,2075-04-02,In Copyright
65d2ccea-4175-51d2-b4ae-038b9e425974,tg:lhps:20623,e73_Copyrights,1973-04-15,2088-04-15,In Copyright
98a58be8-b292-5e80-be2b-492be6b1ad5c,tg:lhps:32242,e73_Copyrights,1899-uu-uu,2014-uu-uu,No Known Copyright
8fc555a2-0b34-56e5-8294-614ecf3a889a,tg:lhps:41832,e73_Copyrights,2008-10-15,2123-10-15,In Copyright
45ed7256-af8e-5878-93d4-09c291dbc0c4,tg:lhps:12738,e73_Copyrights,1980-11-20,2095-11-20,In Copyright
d63abb2c-0991-57df-9073-cc61feb95a80,tg:lhps:28596,e73_Copyrights,1960-05-01,2075-05-01,In Copyright
342c5876-ddb4-53a1-abd1-757304ac4153,tg:lhps:22043,e73_Copyrights,1974-11-21,2089-11-21,In Copyright
7dce4d06-60f4-5a12-ac04-0e95e688bc32,tg:lhps:30422,e73_Copyrights,1973-10-08,2088-10-08,In Copyright
30f218e3-6609-5d42-ab1c-6251c997e289,tg:lhps:6455,e73_Copyrights,1952-11-09,2067-11-09,In Copyright
04346a21-b7e3-563b-8cb8-fde224fc0be6,tg:lhps:59986,e73_Copyrights,1993-uu-uu,2108-uu-uu,In Copyright
a6a9d266-6657-5fce-816e-6e05cc7b49d1,tg:lhps:16414,e73_Copyrights,1984-09-27,2099-09-27,In Copyright
679f2221-5a6f-5a9e-ac83-c7df07c04a77,tg:lhps:2779,e73_Copyrights,1988-02-13,2103-02-13,In Copyright
9b5d6b5e-fd06-59f3-9dd5-4d819e77e7f4,tg:lhps:55086,e73_Copyrights,1992-05-18,2107-05-18,In Copyright
3fc5dea4-1d41-5d88-ac74-d1695d2b996e,tg:lhps:35204,e73_Copyrights,1987-uu-uu,2102-uu-uu,In Copyright
981d0ac7-5d09-5b7e-a2fe-84ce9dca3862,tg:lhps:27665,e73_Copyrights,1969-11-15,2084-11-15,In Copyright
3ce6d800-5686-5f2b-a98e-44d53a4eadf6,tg:lhps:52959,e73_Copyrights,1990-05-11,2105-05-11,In Copyright
2d138a5f-f57d-5dd6-a2ad-96899eabb14c,tg:lhps:13232,e73_Copyrights,1942-04-16,2057-04-16,In Copyright
53053c15-fede-5c27-b355-13178b6a6f7f,tg:lhps:31128,e73_Copyrights,1992-02-08,2107-02-08,In Copyright
d060b0d6-c9a4-5b3c-a258-3c1aec6863e0,tg:lhps:23549,e73_Copyrights,1982-05-28,2097-05-28,In Copyright
31002b22-50e1-591f-860a-efbc652ecd5a,tg:lhps:15606,e73_Copyrights,1976-05-21,2091-05-21,In Copyright
c397745f-d417-5f2a-8b0f-e9a3d91ee1bb,tg:lhps:59167,e73_Copyrights,1989-04-22,2104-04-22,In Copyright
e82c84cd-d3c1-5e0b-b6a8-a8dd351b0ba7,tg:lhps:5647,e73_Copyrights,1978-03-22,2093-03-22,In Copyright
9aaf374b-cb7c-55e2-a9a3-6b5b25adde32,tg:lhps:21251,e73_Copyrights,uuuu-11-02,,No Copyright - Public Domain Mark 1.0
c4f7a050-8f91-5ada-81ec-7970561da8fa,tg:lhps:33630,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
a9a4a18c-1035-5ad2-a774-7957a4040555,tg:lhps:10020,e73_Copyrights,1927-04-19,2042-04-19,In Copyright
70304802-3a48-5d76-bde1-ffd2639abe77,tg:lhps:55867,e73_Copyrights,1993-08-06,2108-08-06,In Copyright
e76deaad-2f29-55da-a25d-832867f83f44,tg:lhps:56294,e73_Copyrights,uuuu-01-28,,No Copyright - Public Domain Mark 1.0
267f9bf7-e112-5edb-832c-b97628d43144,tg:lhps:24477,e73_Copyrights,uuuu-11-12,,No Copyright - Public Domain Mark 1.0
f22afa0c-ee73-5eb4-aaff-6cc09d2e311e,tg:lhps:46095,e73_Copyrights,2004-08-11,2119-08-11,In Copyright
d7532a5a-7d16-52ab-8ff2-a54fc82150cb,tg:lhps:26217,e73_Copyrights,1923-12-18,2038-12-18,In Copyright
e6c44366-3a56-56b3-bd19-207cf2f53fc4,tg:lhps:922,e73_Copyrights,1957-07-13,2072-07-13,In Copyright
4fe7f210-9839-5480-9bed-eb76fa801997,tg:lhps:2601,e73_Copyrights,1985-04-28,2100-04-28,In Copyright
b7af8dc6-e2c3-546e-b755-e2004be767a0,tg:lhps:12640,e73_Copyrights,1968-03-02,2083-03-02,In Copyright
83cf193b-e4b6-5b93-8970-c30c2e4d7d06,tg:lhps:18395,e73_Copyrights,1977-11-18,2092-11-18,In Copyright
18abd8d1-a8e4-5a0b-b019-8077ce4214a4,tg:lhps:52821,e73_Copyrights,1981-03-31,2096-03-31,In Copyright
df185b85-b812-5d34-8c90-f6c7e9d3c222,tg:lhps:23431,e73_Copyrights,1983-06-29,2098-06-29,In Copyright
3719b08e-9ac3-5d73-ba26-a2bb6fd4ac98,tg:lhps:31050,e73_Copyrights,1965-09-25,2080-09-25,In Copyright
7447aff5-913b-528d-ba92-57aad24c4b57,tg:lhps:49366,e73_Copyrights,1982-02-27,2097-02-27,In Copyright
a64b5849-0386-5e86-8f20-bd0fddb6e520,tg:lhps:7027,e73_Copyrights,1966-09-10,2081-09-10,In Copyright
d99e0458-9664-59fb-bfbb-543a6f653c59,tg:lhps:17066,e73_Copyrights,2006-09-08,2121-09-08,In Copyright
cc7a31e2-6f83-513f-bbc5-f18da142c002,tg:lhps:22606,e73_Copyrights,1970-11-uu,2085-11-uu,In Copyright
e2c5f6d0-cc9c-5f4a-b58a-39db8d29ebc4,tg:lhps:30267,e73_Copyrights,1967-01-15,2082-01-15,In Copyright
b696bffe-dc11-5cf0-a8d5-77d198a29292,tg:lhps:33894,e73_Copyrights,1897-05-06,2012-05-06,No Known Copyright
5347d78f-09c4-5062-8648-c487252be842,tg:lhps:48151,e73_Copyrights,1997-11-11,2112-11-11,In Copyright
cf9ee05a-8e5f-5e55-ba49-7d59f645ee2d,tg:lhps:42484,e73_Copyrights,1974-05-23,2089-05-23,In Copyright
1b8f8480-cfce-50a6-a808-e67f323d7519,tg:lhps:16251,e73_Copyrights,1981-06-08,2096-06-08,In Copyright
5156d46b-154c-508d-80b7-c99bb0a14cd1,tg:lhps:35441,e73_Copyrights,1981-06-08,2096-06-08,In Copyright
c2174926-bdb6-516f-8cbd-2e7313b5ec95,tg:lhps:27020,e73_Copyrights,1984-01-16,2099-01-16,In Copyright
84222297-a91a-5125-bc94-4e24933926c4,tg:lhps:3436,e73_Copyrights,1922-08-27,2037-08-27,In Copyright
d5d8f258-0bc7-5707-9035-51d30d247d13,tg:lhps:44851,e73_Copyrights,1994-03-14,2109-03-14,In Copyright
bc7028c7-f478-556f-a99c-9e0dfc358133,tg:lhps:61294,e73_Copyrights,1965-01-30,2080-01-30,In Copyright
93fb2584-812a-56ed-b4e5-b46f1b778bd9,tg:lhps:62867,e73_Copyrights,1985-09-20,2100-09-20,In Copyright
452fc0eb-3756-558c-a598-8c3083661485,tg:lhps:13477,e73_Copyrights,1954-04-15,2069-04-15,In Copyright
e73a1b1e-157a-5db5-b5c6-f16c364be64c,tg:lhps:11217,e73_Copyrights,1972-04-11,2087-04-11,In Copyright
68a2d6db-1b1a-5bfa-a3a1-737a07617307,tg:lhps:786,e73_Copyrights,1961-04-08,2076-04-08,In Copyright
08415751-9e5f-52b6-a834-cf4351e9c2e4,tg:lhps:1256,e73_Copyrights,1954-uu-uu,2069-uu-uu,In Copyright
a24c26c3-22ff-51a7-8f5c-7206b40bb1fd,tg:lhps:25640,e73_Copyrights,1967-10-30,2082-10-30,In Copyright
79b4cd0d-8ca7-5fcc-81d4-cd0681b7110b,tg:lhps:14431,e73_Copyrights,2005-01-18,2120-01-18,In Copyright
65f988b2-9c47-55ef-b409-1fbee57613fd,tg:lhps:58350,e73_Copyrights,2017-10-01,2132-10-01,In Copyright
e0246272-c41b-5646-967c-7ab332c463c0,tg:lhps:20066,e73_Copyrights,1979-03-13,2094-03-13,In Copyright
2213ab98-1a47-5b27-9a6f-4286e159339d,tg:lhps:32407,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
3bc0ed2c-5758-5c78-ab0b-9ff3c13526c5,tg:lhps:43817,e73_Copyrights,1993-10-06,2108-10-06,In Copyright
b8b3d149-7f7b-5e62-bf33-41832e6ce3fe,tg:lhps:52685,e73_Copyrights,1991-03-09,2106-03-09,In Copyright
b01e6d71-c05e-554d-9142-39e7d4cbd442,tg:lhps:26452,e73_Copyrights,1981-07-17,2096-07-17,In Copyright
85dbd502-1c7a-55e9-bcec-b0a35f53afa7,tg:lhps:2044,e73_Copyrights,1982-10-02,2097-10-02,In Copyright
c7410f0c-0c71-5637-885d-c440e2323138,tg:lhps:57842,e73_Copyrights,1951-uu-uu,2066-uu-uu,In Copyright
748c5e01-a9bf-5897-a635-110f49011617,tg:lhps:8591,e73_Copyrights,1917-07-07,2032-07-07,In Copyright
64a32cec-10ea-5aec-95c8-71c3a279daf8,tg:lhps:16329,e73_Copyrights,1960-12-25,2075-12-25,In Copyright
7921d560-51bd-5f1f-9c0b-cf6b118be77f,tg:lhps:6368,e73_Copyrights,1941-08-30,2056-08-30,In Copyright
dc930566-b982-5b18-ab86-fb1861d66dda,tg:lhps:48029,e73_Copyrights,1996-uu-uu,2111-uu-uu,In Copyright
e3712dcc-3e78-577e-b323-4c8b141bbfa8,tg:lhps:12005,e73_Copyrights,1987-10-28,2102-10-28,In Copyright
9d44db1d-8265-5c4f-8ed3-aa0727e2c7d4,tg:lhps:23274,e73_Copyrights,1955-02-23,2070-02-23,In Copyright
00ddf55c-6121-522a-8fe3-16569e2d0d55,tg:lhps:31615,e73_Copyrights,1991-01-29,2106-01-29,In Copyright
bc9c7a3c-d132-58e0-97c3-c71f17796ebf,tg:lhps:20887,e73_Copyrights,1971-04-03,2086-04-03,In Copyright
eb3ed3f6-8842-514e-a7f7-523fc97029e1,tg:lhps:7662,e73_Copyrights,1967-04-22,2082-04-22,In Copyright
710d0a32-1453-58a5-825f-d0b463c43652,tg:lhps:51497,e73_Copyrights,1999-11-19,2114-11-19,In Copyright
49eef582-5820-5607-9028-bb6e1e31f14a,tg:lhps:27158,e73_Copyrights,1991-02-17,2106-02-17,In Copyright
eadbb462-c85d-59ca-a3f8-8da012ce694b,tg:lhps:35539,e73_Copyrights,1958-06-14,2073-06-14,In Copyright
c896285a-e645-573a-9234-103fb8c86979,tg:lhps:44929,e73_Copyrights,1984-05-02,2099-05-02,In Copyright
5d55badd-c8f2-5b28-95f7-47cdca57bb2b,tg:lhps:17623,e73_Copyrights,uuuu-uu-uu,,Copyright Undetermined
145733fa-dd9d-572c-a9b5-64321a7e6dba,tg:lhps:25738,e73_Copyrights,1897-uu-uu,2012-uu-uu,No Known Copyright
47ebf765-514a-53f5-bd10-df71d83dc69e,tg:lhps:15043,e73_Copyrights,uuuu-04-16,,No Copyright - Public Domain Mark 1.0
4b6735f7-9949-5477-9edf-fa8f283e5f5c,tg:lhps:5002,e73_Copyrights,1927-12-11,2042-12-11,In Copyright
66ff1be1-aff2-58b0-9817-bf04d3d15830,tg:lhps:21414,e73_Copyrights,1964-12-10,2079-12-10,In Copyright
22d55808-f4e7-57f8-aa63-aad0ee8f3374,tg:lhps:33075,e73_Copyrights,1899-01-15,2014-01-15,No Known Copyright
fa06c710-9b42-58ce-b4c0-a72c11d31905,tg:lhps:50804,e73_Copyrights,2000-05-04,2115-05-04,In Copyright
72fcf6c7-4d1e-55fc-94d5-a01e48701acd,tg:lhps:41696,e73_Copyrights,uuuu-uu-uu,,Copyright Undetermined
b35db89e-eaa7-522e-be02-19bbfe6a9aa0,tg:lhps:58228,e73_Copyrights,1970-11-26,2085-11-26,In Copyright
e05d3900-0f1f-578a-b5a0-873117a26e52,tg:lhps:19943,e73_Copyrights,1982-03-28,2097-03-28,In Copyright
da89ac92-a7a7-5977-bc90-15ed2c6396ed,tg:lhps:10665,e73_Copyrights,1984-uu-uu,2099-uu-uu,In Copyright
e980749a-b841-54b1-bb88-2495a02cb97c,tg:lhps:36653,e73_Copyrights,1893-uu-uu,2008-uu-uu,No Known Copyright
35f3c2d4-6141-5be8-95a9-16e78e928912,tg:lhps:24232,e73_Copyrights,1966-04-19,2081-04-19,In Copyright
04b31def-2493-51fc-9735-7df04508e6c5,tg:lhps:14549,e73_Copyrights,1993-05-15,2108-05-15,In Copyright
9c10d913-50e0-5178-be10-67c9a53c3796,tg:lhps:9902,e73_Copyrights,1926-04-27,2041-04-27,In Copyright
04c012b7-0b50-5580-93db-19ff01226d1a,tg:lhps:25650,e73_Copyrights,1990-10-14,2105-10-14,In Copyright
ffeb04ed-315f-5363-9b49-51dc28d60a33,tg:lhps:796,e73_Copyrights,1940-09-01,2055-09-01,In Copyright
c2f434f1-df61-5269-8891-a0621e04c033,tg:lhps:1246,e73_Copyrights,1957-02-09,2072-02-09,In Copyright
1fe7ae69-a2c2-554b-8479-e567ad59a63f,tg:lhps:11207,e73_Copyrights,1972-09-01,2087-09-01,In Copyright
1201ed34-4f7d-5bf8-af83-d1e0ecb0b7ec,tg:lhps:32417,e73_Copyrights,1896-04-uu,2011-04-uu,No Known Copyright
0303ba30-5a6d-527b-a8fe-df8341386368,tg:lhps:20076,e73_Copyrights,1990-10-19,2105-10-19,In Copyright
8226cd16-6d3f-543f-9861-acb65abaae39,tg:lhps:58340,e73_Copyrights,2003-uu-uu,2118-uu-uu,In Copyright
6924eb10-5d2b-5736-8275-645e489f9494,tg:lhps:4460,e73_Copyrights,1959-09-26,2074-09-26,In Copyright
c5989299-2d48-5bf4-8a13-09c151a55c91,tg:lhps:52695,e73_Copyrights,1991-02-01,2106-02-01,In Copyright
387a56e8-69b7-5f24-8696-238fd7e93742,tg:lhps:14421,e73_Copyrights,1966-11-19,2081-11-19,In Copyright
7fb120ba-9870-5007-b1d3-a97396429564,tg:lhps:16241,e73_Copyrights,1979-05-19,2094-05-19,In Copyright
00f899d2-a2f3-5f37-a18d-f71344657aaa,tg:lhps:6200,e73_Copyrights,1940-uu-uu,2055-uu-uu,In Copyright
2c6c36ba-07c8-56f4-90cc-0f7ac7cde395,tg:lhps:30277,e73_Copyrights,1986-09-14,2101-09-14,In Copyright
e7b82ab5-3448-5283-90fc-71dbc3e8e25f,tg:lhps:22616,e73_Copyrights,1987-07-03,2102-07-03,In Copyright
8ba79f6c-68dc-55e9-a36b-d93a1ba8b97e,tg:lhps:33884,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
04f5490f-8009-5141-a800-1cbbfbc98eaa,tg:lhps:61284,e73_Copyrights,1965-11-11,2080-11-11,In Copyright
81f0aafa-bbb6-580b-8999-3433c37a90c2,tg:lhps:62877,e73_Copyrights,1984-04-28,2099-04-28,In Copyright
093f7629-bad5-59d4-ab74-97ab843c3bac,tg:lhps:13467,e73_Copyrights,1954-04-29,2069-04-29,In Copyright
7e7601b7-479a-5ed6-a7f8-7c0f159391ce,tg:lhps:3426,e73_Copyrights,1946-uu-uu,2061-uu-uu,In Copyright
781e6870-5488-531c-ad83-53ea5d2a50d8,tg:lhps:27030,e73_Copyrights,1982-01-31,2097-01-31,In Copyright
848e1e9a-5b89-5376-a03f-0e0b039e27b3,tg:lhps:35451,e73_Copyrights,1982-01-31,2097-01-31,In Copyright
e400aa7c-e201-5bce-bde1-194423c0a423,tg:lhps:44841,e73_Copyrights,1994-uu-uu,2109-uu-uu,In Copyright
8c32ed84-878f-5c7d-b123-bd369852f896,tg:lhps:33065,e73_Copyrights,1900-uu-uu,2015-uu-uu,No Known Copyright
333d4e58-26eb-5e36-9f45-a18117f564c7,tg:lhps:21404,e73_Copyrights,1966-02-22,2081-02-22,In Copyright
5b35215b-70de-5817-a64d-55e8cff65d95,tg:lhps:5012,e73_Copyrights,1912-uu-uu,2027-uu-uu,In Copyright
a4c684bc-8019-53f7-9203-d5c1b4e299cd,tg:lhps:50814,e73_Copyrights,1988-03-12,2103-03-12,In Copyright
1f2f8c4f-fd84-5027-b67b-28e17af16624,tg:lhps:41686,e73_Copyrights,2003-11-26,2118-11-26,In Copyright
5ca1628a-ab06-535b-8be2-de6cd6ce5ee4,tg:lhps:25728,e73_Copyrights,1979-02-15,2094-02-15,In Copyright
037cda45-00b1-5b1d-baf5-4be70ccb10eb,tg:lhps:15053,e73_Copyrights,1958-11-12,2073-11-12,In Copyright
d95c7b78-e6fe-5722-98d8-588fbdb9dde9,tg:lhps:24222,e73_Copyrights,1966-11-29,2081-11-29,In Copyright
8a23c272-20f0-5584-a9de-dfe3ece92eae,tg:lhps:36643,e73_Copyrights,1896-uu-uu,2011-uu-uu,No Known Copyright
fe8d08cd-7a9f-5449-b702-f9f1e48e174e,tg:lhps:9912,e73_Copyrights,1906-05-26,2021-05-26,No Known Copyright
b4f368a5-cad9-53ff-9d1f-769e78e0470e,tg:lhps:14559,e73_Copyrights,1970-11-27,2085-11-27,In Copyright
0a30d294-5dd4-5c93-98b7-c25989be599c,tg:lhps:4518,e73_Copyrights,1970-12-24,2085-12-24,In Copyright
4b0119c4-6cf7-551a-9bcb-4e64f66ad757,tg:lhps:58238,e73_Copyrights,uuuu-10-01,,No Copyright - Public Domain Mark 1.0
b35cf933-29c1-5213-b008-57d86f7aaa6e,tg:lhps:10675,e73_Copyrights,1970-04-17,2085-04-17,In Copyright
