ResourceID,Documented Place Order,db,record.id,brocade_place_name,Documented Place Note,au_id,au_uuid,au_place_name,Documented Place Note Type,Documented Place Note Language,Documented Place Name Widget
4ab673fd-ced6-515d-8f5a-15d6ed6b227d,1,lhps,tg:lhps:52215,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4ab8d36f-142b-56d6-9252-d212f964613e,1,lhps,tg:lhps:56765,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4ad97adb-7fcc-5635-99fd-5b8860d4ca24,1,lhps,tg:lhps:51758,,,au::100654,a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,Gent (Arrondissement Gent),,,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4af0f816-d024-5c02-93bb-d0762b239f04,1,lhps,tg:lhps:61033,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b0119c4-6cf7-551a-9bcb-4e64f66ad757,1,lhps,tg:lhps:58238,,,au::100152,b5228447-a0ec-5059-8ac5-66bcfa36d0a8,Merksem (Antwerpen),,,"dlod={""name"":""Merksem (Antwerpen)"",""ark"":""ark:/83110/x0/b5228447-a0ec-5059-8ac5-66bcfa36d0a8"",""uri"":""/subjects/14077"",""id"":""au::100152"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b179db6-8985-5213-8d76-cf2930eb2bef,1,lhps,tg:lhps:45813,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b1ef1e5-9ba7-5ddb-9219-49428390d744,1,lhps,tg:lhps:62000,,,au::104265,b72d0dee-06a9-5bd8-baf7-cd38cd311b07,Monaco (Europa),,,"dlod={""name"":""Monaco (Europa)"",""ark"":""ark:/83110/x0/b72d0dee-06a9-5bd8-baf7-cd38cd311b07"",""uri"":""/subjects/9767"",""id"":""au::104265"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b1ff995-147d-563d-818a-8383690262c4,1,lhps,tg:lhps:58291,,,au::100479,e32ed71f-e556-5312-a2b8-86681f1e67a1,Tongeren (Tongeren),,,"dlod={""name"":""Tongeren (Tongeren)"",""ark"":""ark:/83110/x0/e32ed71f-e556-5312-a2b8-86681f1e67a1"",""uri"":""/subjects/8629"",""id"":""au::100479"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b24c9fd-8b32-5c75-bb71-fe25274af4ce,1,lhps,tg:lhps:62930,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b462e18-ab32-5821-83a8-decf5adac465,1,lhps,tg:lhps:10900,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b4d582f-5157-52a6-98b5-e60d3611782b,1,lhps,tg:lhps:865,Leuven,,au::100963,a0ba2368-b2db-57ce-a269-7ed06a8423fe,Leuven (Leuven),,,"dlod={""name"":""Leuven (Leuven)"",""ark"":""ark:/83110/x0/a0ba2368-b2db-57ce-a269-7ed06a8423fe"",""uri"":""/subjects/11733"",""id"":""au::100963"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b502543-0c3b-5a42-9c60-29d1a4a33c8d,1,lhps,tg:lhps:6879,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b5958fe-d880-5a31-a17c-80109194bfc3,1,lhps,tg:lhps:10595,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b5c7238-6f5d-50b2-8d01-0a004db0f8f9,1,lhps,tg:lhps:17402,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b5c87a7-25d4-5716-a9af-ace5a7145b37,1,lhps,tg:lhps:18664,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b5eb56a-5f60-5435-b7f1-d93b776f6b30,1,lhps,tg:lhps:7465,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b5eb56a-5f60-5435-b7f1-d93b776f6b30,2,lhps,tg:lhps:7465,Bornem,,au::100216,921d9565-1aeb-5d8a-9067-bf4a465ba4a4,Bornem (Mechelen),,,"dlod={""name"":""Bornem (Mechelen)"",""ark"":""ark:/83110/x0/921d9565-1aeb-5d8a-9067-bf4a465ba4a4"",""uri"":""/subjects/8218"",""id"":""au::100216"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b5eb56a-5f60-5435-b7f1-d93b776f6b30,3,lhps,tg:lhps:7465,Strombeek-Bever,,au::100820,f853ebc6-928d-53df-86b6-0ab392e638a8,Strombeek-Bever (Grimbergen),,,"dlod={""name"":""Strombeek-Bever (Grimbergen)"",""ark"":""ark:/83110/x0/f853ebc6-928d-53df-86b6-0ab392e638a8"",""uri"":""/subjects/12723"",""id"":""au::100820"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b5eb56a-5f60-5435-b7f1-d93b776f6b30,4,lhps,tg:lhps:7465,Turnhout,,au::100307,3eecfeb9-c9bf-54a0-a02b-986026e248fe,Turnhout (Turnhout),,,"dlod={""name"":""Turnhout (Turnhout)"",""ark"":""ark:/83110/x0/3eecfeb9-c9bf-54a0-a02b-986026e248fe"",""uri"":""/subjects/13713"",""id"":""au::100307"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b6735f7-9949-5477-9edf-fa8f283e5f5c,1,lhps,tg:lhps:5002,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b73f552-4f42-5587-b4bf-ec77fd01b093,1,lhps,tg:lhps:53508,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b9482bc-6823-5a36-a745-20c1898ddf7e,1,lhps,tg:lhps:48486,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4b961998-d33d-568b-8793-f9cb3afb8fc3,1,lhps,tg:lhps:13797,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4bbf64c9-effa-57dd-81bf-93378d75e6c7,1,lhps,tg:lhps:23008,Stuttgart,,au::101969,bf04b905-9e3a-5d8c-95c2-0d7b93b67535,Stuttgart (Baden-W¸rttemberg),,,"dlod={""name"":""Stuttgart (Baden-Württemberg)"",""ark"":""ark:/83110/x0/bf04b905-9e3a-5d8c-95c2-0d7b93b67535"",""uri"":""/subjects/8345"",""id"":""au::101969"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4bd13aa3-3a7a-56a3-8fbf-de573c52b800,1,lhps,tg:lhps:10857,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4bd5b79c-da1e-5693-8725-58296fff32f7,1,lhps,tg:lhps:43002,Zichem,,au::100993,486a3bd4-3b0e-53d6-8a89-ab6ba47bb38b,Zichem (Scherpenheuvel-Zichem),,,"dlod={""name"":""Zichem (Scherpenheuvel-Zichem)"",""ark"":""ark:/83110/x0/486a3bd4-3b0e-53d6-8a89-ab6ba47bb38b"",""uri"":""/subjects/13757"",""id"":""au::100993"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4be00aea-44f7-5eba-8e01-221edb3ec49b,1,lhps,tg:lhps:17247,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4be80dbe-91be-594f-9d4e-9e09b61c9e8d,1,lhps,tg:lhps:59972,,,au::100654,a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,Gent (Arrondissement Gent),,,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4bfaf8b6-6b13-5636-bb50-3366082d9c09,1,lhps,tg:lhps:24612,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c02b980-8e0b-5af4-ba3a-a141e758415b,1,lhps,tg:lhps:4066,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c154aef-556b-528f-941a-7b60d06962da,1,lhps,tg:lhps:42235,Brussel,,au::100105,99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel (Brussel-Hoofdstad),,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c25a042-ba5c-5581-a99f-ead01c7c0fb0,1,lhps,tg:lhps:57694,,,au::100658,9a585651-99e4-59d4-97fe-0312b61c9504,Ledeberg (Gent),,,"dlod={""name"":""Ledeberg (Gent)"",""ark"":""ark:/83110/x0/9a585651-99e4-59d4-97fe-0312b61c9504"",""uri"":""/subjects/12167"",""id"":""au::100658"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c2aa3fa-84e5-5fd4-aeac-e9aed7517d5d,1,lhps,tg:lhps:35915,,,au::100595,ee34b579-3c52-5d70-8e1a-51d7349fb7d8,Laarne (Dendermonde),,,"dlod={""name"":""Laarne (Dendermonde)"",""ark"":""ark:/83110/x0/ee34b579-3c52-5d70-8e1a-51d7349fb7d8"",""uri"":""/subjects/13578"",""id"":""au::100595"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c381773-409c-5cf4-92d4-ccc7869d117d,1,lhps,tg:lhps:15286,Gent,,au::100654,a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2,Gent (Arrondissement Gent),,,"dlod={""name"":""Gent (Arrondissement Gent)"",""ark"":""ark:/83110/x0/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2"",""uri"":""/subjects/14530"",""id"":""au::100654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c3a93ce-3ca4-598d-a7d2-cd60d4cce2ca,1,lhps,tg:lhps:414,Brussel,,au::100105,99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel (Brussel-Hoofdstad),,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c4688c3-614b-591e-8ea3-7f1895ad1289,1,lhps,tg:lhps:13126,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c6ccb9c-5cb6-593a-bb91-b4d13a71d3e3,1,lhps,tg:lhps:46602,,,au::101023,a27575bb-282d-5cfe-9356-05a49b29067f,Brugge (Arrondissement Brugge),,,"dlod={""name"":""Brugge (Arrondissement Brugge)"",""ark"":""ark:/83110/x0/a27575bb-282d-5cfe-9356-05a49b29067f"",""uri"":""/subjects/13393"",""id"":""au::101023"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c87dd74-da01-50c8-a891-ce64bbdbd9c3,1,lhps,tg:lhps:46013,,,au::100105,99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel (Brussel-Hoofdstad),,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c9631af-bd1f-5fd8-b882-2ae81cec9c82,1,lhps,tg:lhps:9789,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4c99cd88-d028-587c-8671-16c35cfe5d04,1,lhps,tg:lhps:19892,Mechelen,,au::100231,8edb9f04-ad85-5c4a-aa2c-b4e509be84f2,Mechelen (Mechelen),,,"dlod={""name"":""Mechelen (Mechelen)"",""ark"":""ark:/83110/x0/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2"",""uri"":""/subjects/15408"",""id"":""au::100231"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4cb96ef5-7164-517a-af1b-fa03501d3645,1,lhps,tg:lhps:61731,,,au::101132,49e4a3e1-33c5-5f90-945a-5b309fbf5074,Ingooigem (Anzegem),,,"dlod={""name"":""Ingooigem (Anzegem)"",""ark"":""ark:/83110/x0/49e4a3e1-33c5-5f90-945a-5b309fbf5074"",""uri"":""/subjects/14305"",""id"":""au::101132"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4cd3d7eb-8968-5bfe-a961-ce655437af36,1,lhps,tg:lhps:41179,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4ce92e4b-6820-5d7b-b29e-136724d2882f,1,lhps,tg:lhps:46493,,,au::100963,a0ba2368-b2db-57ce-a269-7ed06a8423fe,Leuven (Leuven),,,"dlod={""name"":""Leuven (Leuven)"",""ark"":""ark:/83110/x0/a0ba2368-b2db-57ce-a269-7ed06a8423fe"",""uri"":""/subjects/11733"",""id"":""au::100963"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4cee10bc-d968-53ee-8f3a-dac90332c0c8,1,lhps,tg:lhps:28788,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4cfb6994-e332-53df-9fb2-fdb9af34f02a,1,lhps,tg:lhps:23018,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4d04bfd8-d84c-500d-a753-bd74c50b7c51,1,lhps,tg:lhps:3936,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4d069b59-8432-514b-9586-8435dc4e6d83,1,lhps,tg:lhps:2452,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4d17a55d-34b8-5caf-9495-d1abf3a66e7a,1,lhps,tg:lhps:58161,,,au::100152,b5228447-a0ec-5059-8ac5-66bcfa36d0a8,Merksem (Antwerpen),,,"dlod={""name"":""Merksem (Antwerpen)"",""ark"":""ark:/83110/x0/b5228447-a0ec-5059-8ac5-66bcfa36d0a8"",""uri"":""/subjects/14077"",""id"":""au::100152"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4d36de9a-f547-5fc2-97bc-6062e6d64ea3,1,lhps,tg:lhps:59954,,,au::100614,54812a15-b5dd-5d15-974b-bfea70541d92,Eeklo (Arrondissement Eeklo),,,"dlod={""name"":""Eeklo (Arrondissement Eeklo)"",""ark"":""ark:/83110/x0/54812a15-b5dd-5d15-974b-bfea70541d92"",""uri"":""/subjects/8829"",""id"":""au::100614"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4d465a8b-76a5-5fca-807b-fd8c7c261add,1,lhps,tg:lhps:16950,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4d73283f-77fb-56fb-ad9b-280eef0380a2,1,lhps,tg:lhps:61510,,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4daa6ee2-6738-5f07-945d-e8dfae18faa1,1,lhps,tg:lhps:19988,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4db24228-3641-54ee-aef7-6225ece516c4,1,lhps,tg:lhps:36688,Zagreb,,au::104026,56dd5f98-f39a-5cf8-9043-753d2b83dcd8,Zagreb (Grad Zagreb),,,"dlod={""name"":""Zagreb (Grad Zagreb)"",""ark"":""ark:/83110/x0/56dd5f98-f39a-5cf8-9043-753d2b83dcd8"",""uri"":""/subjects/11096"",""id"":""au::104026"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4db3d0b2-7dcc-5f3e-a2d1-6cec9e47cf96,1,lhps,tg:lhps:13095,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4dc240f7-ba64-5eed-8149-6a106992be8f,1,lhps,tg:lhps:10561,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4dc7dd33-d5d8-55d9-9324-c94c944cb9eb,1,lhps,tg:lhps:35852,,,au::100105,99596b2b-2b42-50f2-8ec3-d578638b6d71,Brussel (Brussel-Hoofdstad),,,"dlod={""name"":""Brussel (Brussel-Hoofdstad)"",""ark"":""ark:/83110/x0/99596b2b-2b42-50f2-8ec3-d578638b6d71"",""uri"":""/subjects/11477"",""id"":""au::100105"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4dc9fc4c-d7b8-5c25-b605-5c1ca6a2828e,1,lhps,tg:lhps:4235,Antwerpen,,au::100141,81ac4db9-1e25-55a3-9b28-97c03f96b4ab,Antwerpen (Arrondissement Antwerpen),,,"dlod={""name"":""Antwerpen (Arrondissement Antwerpen)"",""ark"":""ark:/83110/x0/81ac4db9-1e25-55a3-9b28-97c03f96b4ab"",""uri"":""/subjects/12682"",""id"":""au::100141"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
4dcf4a7d-6146-58f0-89e3-162bb2f05a5d,1,lhps,tg:lhps:40856,Edegem,,au::100164,343756c3-8a9b-5da5-8fd4-649d62e0b8ec,Edegem (Antwerpen),,,"dlod={""name"":""Edegem (Antwerpen)"",""ark"":""ark:/83110/x0/343756c3-8a9b-5da5-8fd4-649d62e0b8ec"",""uri"":""/subjects/11367"",""id"":""au::100164"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
