ResourceID,brocade.id,card,order,ire.isaar.uuid,Visual ISAAR Brocade ID,Visual Actor Role,Visual Actor Note,Visual Actor Widget,Visual Actor Identifier
6f5eec96-3a2d-5242-99da-c901319cf4e8,tg:mpmak:179,VisualContent,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
7628fd26-df18-50b5-ad98-f806a1cbd96e,tg:mpmak:250,VisualContent,2,a14646f0-adab-59b1-b3b8-28b3669e92cf,au::108600,recipients (people),,"dlod={""id"":""ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a14646f0-adab-59b1-b3b8-28b3669e92cf
f59cbb52-107f-58fc-bee1-9caff9833696,tg:mpmak:293,VisualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
213bc3e4-6c3c-5e5b-8e53-31794112e1a6,tg:mpmak:339,VisualContent,2,a9bcbd8c-6f67-57af-9758-3aab277cbf6d,au::112368,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/a9bcbd8c-6f67-57af-9758-3aab277cbf6d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a9bcbd8c-6f67-57af-9758-3aab277cbf6d
ac236484-835b-5421-b75e-a80cf31dc98e,tg:mpmak:114,VisualContent,2,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,recipients (people),,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
ac236484-835b-5421-b75e-a80cf31dc98e,tg:mpmak:114,VisualContent,3,07e7c69b-b0fc-5bf3-b29b-c36d2b1d5e7e,au::109064,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/07e7c69b-b0fc-5bf3-b29b-c36d2b1d5e7e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/07e7c69b-b0fc-5bf3-b29b-c36d2b1d5e7e
e107cd92-5e94-5781-b20b-c272950196ca,tg:mpmak:47,VisualContent,2,2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1,au::106911,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1
81a4954e-3f21-5105-8f91-cbf0c7eee977,tg:mpmak:236,VisualContent,2,2816afc5-7043-5ec8-92a6-01bceae48ec3,au::109088,signers,,"dlod={""id"":""ark:/83110/x0/2816afc5-7043-5ec8-92a6-01bceae48ec3"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2816afc5-7043-5ec8-92a6-01bceae48ec3
81a4954e-3f21-5105-8f91-cbf0c7eee977,tg:mpmak:236,VisualContent,3,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,signers,,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
81a4954e-3f21-5105-8f91-cbf0c7eee977,tg:mpmak:236,VisualContent,4,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,signers,,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
78b969f5-a651-57b5-8fa2-e52b4eee818f,tg:mpmak:148,VisualContent,2,5c61b8af-f181-542c-858a-7010dcaa8f47,au::108844,recipients (people),,"dlod={""id"":""ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/5c61b8af-f181-542c-858a-7010dcaa8f47
67f06f02-d177-5d72-8bec-fff07c5f5160,tg:mpmak:332,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,signers,,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
67f06f02-d177-5d72-8bec-fff07c5f5160,tg:mpmak:332,VisualContent,3,e852a761-af5f-57bf-8391-e1506497db1f,au::108420,signers,,"dlod={""id"":""ark:/83110/x0/e852a761-af5f-57bf-8391-e1506497db1f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e852a761-af5f-57bf-8391-e1506497db1f
f18fde71-3369-5827-b6f3-7f6765c5803d,tg:mpmak:298,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
f18fde71-3369-5827-b6f3-7f6765c5803d,tg:mpmak:298,VisualContent,3,b23c1d6a-f00b-55fd-b30c-2ad83ab06957,au::112058,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/b23c1d6a-f00b-55fd-b30c-2ad83ab06957"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b23c1d6a-f00b-55fd-b30c-2ad83ab06957
45d33d8e-fbc3-5016-b3f7-2df7d29fe184,tg:mpmak:109,VisualContent,2,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
28f04267-82db-56ce-b96a-81a8adc7ce6a,tg:mpmak:51,VisualContent,2,2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1,au::106911,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1
3bf7c3d8-64fe-5107-b43c-910391ebcb92,tg:mpmak:172,VisualContent,2,36fb2fd4-2ef4-5bb8-986b-6960d6a42346,au::107325,recipients (people),,"dlod={""id"":""ark:/83110/x0/36fb2fd4-2ef4-5bb8-986b-6960d6a42346"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/36fb2fd4-2ef4-5bb8-986b-6960d6a42346
3bf7c3d8-64fe-5107-b43c-910391ebcb92,tg:mpmak:172,VisualContent,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
2426bffd-f751-51bf-a334-3b73340b0a4d,tg:mpmak:92,VisualContent,2,8086e664-f3f1-5162-ad7b-a4bd25668bdb,au::109042,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/8086e664-f3f1-5162-ad7b-a4bd25668bdb"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8086e664-f3f1-5162-ad7b-a4bd25668bdb
ddee1c2e-d8d6-5845-af8d-433b336883cb,tg:mpmak:349,VisualContent,1,50d2268a-3bf7-5f73-827f-ffeb1016b259,au::108212,recipients (people),,"dlod={""id"":""ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/50d2268a-3bf7-5f73-827f-ffeb1016b259
ddee1c2e-d8d6-5845-af8d-433b336883cb,tg:mpmak:349,VisualContent,2,2eef645b-e5e2-5a26-8530-3bd2ae2f7529,au::10048,begunstiger,,"dlod={""id"":""ark:/83110/x0/2eef645b-e5e2-5a26-8530-3bd2ae2f7529"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2eef645b-e5e2-5a26-8530-3bd2ae2f7529
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,VisualContent,2,8b3e9f5c-5b1d-5204-9ca1-801263b51424,au::108977,signers,,"dlod={""id"":""ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8b3e9f5c-5b1d-5204-9ca1-801263b51424
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,VisualContent,3,596abd42-5865-5058-8f74-fbce4ca85ab4,au::108682,signers,,"dlod={""id"":""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,VisualContent,4,4af59987-5ca5-5b1b-97b8-ba519f0a1999,au::108360,signers,,"dlod={""id"":""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,VisualContent,5,3b3ecced-821b-50ae-86ee-54d3a815461f,au::108692,signers,,"dlod={""id"":""ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3b3ecced-821b-50ae-86ee-54d3a815461f
8f33aaba-4e46-5c8e-9c2e-fc0b9eabc081,tg:mpmak:84,VisualContent,6,35d6e18f-ccce-523e-8c0a-6568c30747b3,au::108976,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/35d6e18f-ccce-523e-8c0a-6568c30747b3"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/35d6e18f-ccce-523e-8c0a-6568c30747b3
7743fa8b-2b1e-5ef4-bf6d-6eced8200516,tg:mpmak:133,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
5c8d58b1-074b-5294-a3ff-fa3359950804,tg:mpmak:164,VisualContent,2,6f414441-059e-5b39-8cae-59358f9d674c,au::109265,recipients (people),,"dlod={""id"":""ark:/83110/x0/6f414441-059e-5b39-8cae-59358f9d674c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6f414441-059e-5b39-8cae-59358f9d674c
0d776b41-0dad-5953-8610-e6de3fc62990,tg:mpmak:113,VisualContent,2,c168acff-a59e-552b-9822-11b3f97f4b55,au::108419,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c168acff-a59e-552b-9822-11b3f97f4b55
2c7c8cb2-52e4-528e-91ca-8ad0449cd30e,tg:mpmak:144,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
dd978c16-3568-5acb-8117-84c35fa9d8b6,tg:mpmak:294,VisualContent,2,256eaded-a15e-57cd-83e0-8cf4eba910ee,au::16151,recipients (people),,"dlod={""id"":""ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/256eaded-a15e-57cd-83e0-8cf4eba910ee
f932016d-6778-5a0f-ad10-ac25c2095bf2,tg:mpmak:152,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
f932016d-6778-5a0f-ad10-ac25c2095bf2,tg:mpmak:152,VisualContent,3,d76212f4-d494-55a1-88cf-7d36aeb23a05,au::109076,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/d76212f4-d494-55a1-88cf-7d36aeb23a05"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d76212f4-d494-55a1-88cf-7d36aeb23a05
d5a3a593-2e2b-5b53-873b-6d921d86b2d6,tg:mpmak:257,VisualContent,2,fd50ef6d-9898-506f-af57-767c6fcdd57f,au::110644,signers,,"dlod={""id"":""ark:/83110/x0/fd50ef6d-9898-506f-af57-767c6fcdd57f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/fd50ef6d-9898-506f-af57-767c6fcdd57f
6d07827a-a1a2-59c3-bdfe-c02b3d1eecb6,tg:mpmak:191,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
81b02da2-fcdb-5d44-9a27-302e1e15deb7,tg:mpmak:200,VisualContent,2,a6940367-50f0-58d6-911a-dc9b71472881,au::107373,recipients (people),,"dlod={""id"":""ark:/83110/x0/a6940367-50f0-58d6-911a-dc9b71472881"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a6940367-50f0-58d6-911a-dc9b71472881
5bc0a533-73fc-50a5-a5f0-4096f29d3b80,tg:mpmak:345,VisualContent,2,da8b5eee-52a9-5ba5-97f6-c432e1ec9712,au::112371,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/da8b5eee-52a9-5ba5-97f6-c432e1ec9712"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/da8b5eee-52a9-5ba5-97f6-c432e1ec9712
90d4e0fc-abe9-51ac-bc78-09a705cbc484,tg:mpmak:129,VisualContent,2,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,au::109066,recipients (people),,"dlod={""id"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
90d4e0fc-abe9-51ac-bc78-09a705cbc484,tg:mpmak:129,VisualContent,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,VisualContent,2,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,recipients (people),,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
c3abbff4-062d-5385-b928-fea87f13df93,tg:mpmak:216,VisualContent,3,827def1e-0afd-5b91-8e08-72fcaef33598,au::109693,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/827def1e-0afd-5b91-8e08-72fcaef33598"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/827def1e-0afd-5b91-8e08-72fcaef33598
69c52a2b-c539-5ae1-a5e8-43300bc8a62b,tg:mpmak:88,VisualContent,2,24b878eb-2b26-5c63-b768-231ab9943808,au::109040,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/24b878eb-2b26-5c63-b768-231ab9943808"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/24b878eb-2b26-5c63-b768-231ab9943808
00f441cc-a274-59ff-93e6-ab79435a4af4,tg:mpmak:67,VisualContent,2,9983dbf1-caa1-5846-8e7a-a35def3027fc,au::108617,begunstiger,,"dlod={""id"":""ark:/83110/x0/9983dbf1-caa1-5846-8e7a-a35def3027fc"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9983dbf1-caa1-5846-8e7a-a35def3027fc
00f441cc-a274-59ff-93e6-ab79435a4af4,tg:mpmak:67,VisualContent,3,e895f8b5-101c-5b8c-8799-7dbf4f46cc3f,au::108618,signers,,"dlod={""id"":""ark:/83110/x0/e895f8b5-101c-5b8c-8799-7dbf4f46cc3f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e895f8b5-101c-5b8c-8799-7dbf4f46cc3f
6cc8acae-f468-5e80-8700-90f800c03146,tg:mpmak:241,VisualContent,2,6a8e3518-c25c-58ed-9491-facdb74db568,au::109901,signers,,"dlod={""id"":""ark:/83110/x0/6a8e3518-c25c-58ed-9491-facdb74db568"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6a8e3518-c25c-58ed-9491-facdb74db568
64fcc947-e9f0-5644-8dbd-5e4fa3c4bfac,tg:mpmak:304,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
7c9f210f-c32f-59db-a0d0-f10e68bad764,tg:mpmak:187,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
b276b384-5450-513b-b0d0-58887da71339,tg:mpmak:168,VisualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
f388bfbe-c5e1-54bf-938b-2d1b7b3765e5,tg:mpmak:186,VisualContent,2,9f62622e-af8f-5120-8bb2-771de1268484,au::106908,recipients (people),,"dlod={""id"":""ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9f62622e-af8f-5120-8bb2-771de1268484
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,VisualContent,2,36fb2fd4-2ef4-5bb8-986b-6960d6a42346,au::107325,recipients (people),,"dlod={""id"":""ark:/83110/x0/36fb2fd4-2ef4-5bb8-986b-6960d6a42346"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/36fb2fd4-2ef4-5bb8-986b-6960d6a42346
409b82e5-e3b5-501c-b178-c7e5ffd5e8e0,tg:mpmak:169,VisualContent,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,VisualContent,2,4af59987-5ca5-5b1b-97b8-ba519f0a1999,au::108360,signers,,"dlod={""id"":""ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4af59987-5ca5-5b1b-97b8-ba519f0a1999
72cb205a-cfe8-516f-8f94-3a514b573326,tg:mpmak:240,VisualContent,3,8067cbdb-b6a3-5f31-918d-92661adfcb4a,au::108714,signers,,"dlod={""id"":""ark:/83110/x0/8067cbdb-b6a3-5f31-918d-92661adfcb4a"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8067cbdb-b6a3-5f31-918d-92661adfcb4a
7f8fb011-a3cb-5703-b1b0-dbceeee55c3b,tg:mpmak:305,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
dfb0616b-81cc-529f-98ca-96e523739de6,tg:mpmak:89,VisualContent,2,91db399a-99c8-5527-a2fd-f1281e9caa53,au::109041,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/91db399a-99c8-5527-a2fd-f1281e9caa53"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/91db399a-99c8-5527-a2fd-f1281e9caa53
095b7e37-8955-58cf-8731-92a31ccc0c21,tg:mpmak:66,VisualContent,2,e1020373-d201-51a2-8cbb-3a3434ad5243,au::108616,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1020373-d201-51a2-8cbb-3a3434ad5243"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1020373-d201-51a2-8cbb-3a3434ad5243
5ddf2d6e-4d1b-5023-8963-e170e0ca2b00,tg:mpmak:217,VisualContent,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,recipients (people),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
a85d9c5c-5ecb-5ae2-b1d7-fa7b7483d257,tg:mpmak:128,VisualContent,2,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,au::109066,recipients (people),,"dlod={""id"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
6d7a544c-bfbc-51e4-ada6-74182533d205,tg:mpmak:70,VisualContent,2,7113bf60-4d7f-5e59-8211-53151e404e61,au::14861,recipients (people),,"dlod={""id"":""ark:/83110/x0/7113bf60-4d7f-5e59-8211-53151e404e61"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7113bf60-4d7f-5e59-8211-53151e404e61
