ResourceID,brocade.id,card,order,ire.isaar.uuid,Brocade Production Actor ID,Production Actor Role,Production Actor Note,Production Actor Widget,Production Actor Identifier
21deb227-d4fe-54ef-baef-f620f1586b19,tg:mpmak:348,ProductionActors,2,a72d23ac-0560-5b54-b4d1-14dce7559732,au::108847,originators (administrative),,"dlod={""id"":""ark:/83110/x0/a72d23ac-0560-5b54-b4d1-14dce7559732"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a72d23ac-0560-5b54-b4d1-14dce7559732
5fe4fe19-4695-5b83-a23d-e3d98cc2104d,tg:mpmak:93,ProductionActors,1,eaf8fd64-b776-5396-93d4-4fcc4e470b26,au::107537,originators (administrative),,"dlod={""id"":""ark:/83110/x0/eaf8fd64-b776-5396-93d4-4fcc4e470b26"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/eaf8fd64-b776-5396-93d4-4fcc4e470b26
5fe4fe19-4695-5b83-a23d-e3d98cc2104d,tg:mpmak:93,ProductionActors,2,a24d6944-6eac-545c-9e67-bb02f5d615d5,au::109043,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/a24d6944-6eac-545c-9e67-bb02f5d615d5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a24d6944-6eac-545c-9e67-bb02f5d615d5
fa766c61-ec75-55c1-b85a-045fd4035203,tg:mpmak:124,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
fa766c61-ec75-55c1-b85a-045fd4035203,tg:mpmak:124,ProductionActors,3,67d6c9ce-69d2-5ce1-83bc-49ac2993be59,au::109066,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/67d6c9ce-69d2-5ce1-83bc-49ac2993be59
fa766c61-ec75-55c1-b85a-045fd4035203,tg:mpmak:124,ProductionActors,4,9d07aad7-c418-5abf-b80e-da17c651f422,au::109071,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/9d07aad7-c418-5abf-b80e-da17c651f422"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9d07aad7-c418-5abf-b80e-da17c651f422
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,tg:mpmak:173,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
b7ab2f53-d11a-599b-a6b9-f482b6039ea7,tg:mpmak:173,ProductionActors,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
655dd0cb-2f48-54f5-81d7-b7e7fbc2df72,tg:mpmak:221,ProductionActors,1,2a40d4b5-90fb-53b4-9017-8f5dd07e6c05,au::108615,originators (administrative),,"dlod={""id"":""ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05
b6304530-6a87-5347-9b7d-b19b2c8b3058,tg:mpmak:108,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
76f30119-5b4d-5c4e-9252-892d4ffdc597,tg:mpmak:50,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
76f30119-5b4d-5c4e-9252-892d4ffdc597,tg:mpmak:50,ProductionActors,3,2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1,au::106911,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1
54efed87-3902-5879-a0fc-877ee458360f,tg:mpmak:333,ProductionActors,1,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,originators (administrative),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
383ad62b-3a37-5334-b4f9-eaab72278db1,tg:mpmak:299,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
383ad62b-3a37-5334-b4f9-eaab72278db1,tg:mpmak:299,ProductionActors,3,b23c1d6a-f00b-55fd-b30c-2ad83ab06957,au::112058,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/b23c1d6a-f00b-55fd-b30c-2ad83ab06957"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b23c1d6a-f00b-55fd-b30c-2ad83ab06957
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,tg:mpmak:276,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
96eb5fd4-0f84-51d9-b45c-3bb5dbfc019c,tg:mpmak:276,ProductionActors,3,74acd014-014a-50b1-92a3-c76f682b20ba,au::111647,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/74acd014-014a-50b1-92a3-c76f682b20ba"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/74acd014-014a-50b1-92a3-c76f682b20ba
1a528c30-66e4-5263-9d6a-e8059daf7874,tg:mpmak:325,ProductionActors,1,b03dd40d-6470-5373-baba-0a64aea212a7,au::106903,originators (administrative),,"dlod={""id"":""ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b03dd40d-6470-5373-baba-0a64aea212a7
205f2c2f-c525-523f-b846-96abd9ec935f,tg:mpmak:260,ProductionActors,1,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,originators (administrative),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
205f2c2f-c525-523f-b846-96abd9ec935f,tg:mpmak:260,ProductionActors,2,e852a761-af5f-57bf-8391-e1506497db1f,au::108420,signers,,"dlod={""id"":""ark:/83110/x0/e852a761-af5f-57bf-8391-e1506497db1f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e852a761-af5f-57bf-8391-e1506497db1f
2af7bbec-ec71-5265-b1c0-1d22d7f0ab84,tg:mpmak:149,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
c15c2d0f-4fd0-52e8-9aa1-a8cf2ea6cca7,tg:mpmak:11,ProductionActors,3,8f8c98c9-31c6-5cce-ad0c-25f328e34394,au::108224,signers,,"dlod={""id"":""ark:/83110/x0/8f8c98c9-31c6-5cce-ad0c-25f328e34394"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8f8c98c9-31c6-5cce-ad0c-25f328e34394
9f0ae734-f0c3-50e4-946c-243b6eaed8bd,tg:mpmak:237,ProductionActors,1,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,originators (administrative),,"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
9f0ae734-f0c3-50e4-946c-243b6eaed8bd,tg:mpmak:237,ProductionActors,2,596abd42-5865-5058-8f74-fbce4ca85ab4,au::108682,signers,,"dlod={""id"":""ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/596abd42-5865-5058-8f74-fbce4ca85ab4
7148450f-2c5b-52d9-9369-2d1f7c53dc68,tg:mpmak:46,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
7148450f-2c5b-52d9-9369-2d1f7c53dc68,tg:mpmak:46,ProductionActors,3,c97e6b8b-de82-5b42-8147-92726520a9b0,au::108572,signers,,"dlod={""id"":""ark:/83110/x0/c97e6b8b-de82-5b42-8147-92726520a9b0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/c97e6b8b-de82-5b42-8147-92726520a9b0
ea3f473d-e14c-56db-ac62-6715fda69c6d,tg:mpmak:166,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
ea3f473d-e14c-56db-ac62-6715fda69c6d,tg:mpmak:166,ProductionActors,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
e1de6875-3670-51a2-8cf9-6d799baa1330,tg:mpmak:189,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
e1de6875-3670-51a2-8cf9-6d799baa1330,tg:mpmak:189,ProductionActors,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
98eea8f6-c4de-5f50-bb11-0a1b7b8dc83b,tg:mpmak:218,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
49b757ca-3855-508a-bcf6-db28729f809c,tg:mpmak:69,ProductionActors,1,d883ffd5-bb69-5569-a1f3-6c6646ccccc5,au::108619,originators (administrative),,"dlod={""id"":""ark:/83110/x0/d883ffd5-bb69-5569-a1f3-6c6646ccccc5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d883ffd5-bb69-5569-a1f3-6c6646ccccc5
60fca594-adb6-5b88-ba57-cfa947278320,tg:mpmak:131,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
60fca594-adb6-5b88-ba57-cfa947278320,tg:mpmak:131,ProductionActors,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
461ccabb-60ef-5a33-a0a1-7e7f0b7e5d43,tg:mpmak:86,ProductionActors,1,ef8de797-30b0-597d-b7a3-d4745423e3be,au::108564,originators (administrative),(kopiist),"dlod={""id"":""ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/ef8de797-30b0-597d-b7a3-d4745423e3be
461ccabb-60ef-5a33-a0a1-7e7f0b7e5d43,tg:mpmak:86,ProductionActors,2,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),(auteur),"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
8c420f55-ad09-5eba-91f5-85eae0f79b7f,tg:mpmak:127,ProductionActors,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
1ef1c807-8f23-5537-97d5-9a70a3c3e334,tg:mpmak:90,ProductionActors,1,eaf8fd64-b776-5396-93d4-4fcc4e470b26,au::107537,originators (administrative),,"dlod={""id"":""ark:/83110/x0/eaf8fd64-b776-5396-93d4-4fcc4e470b26"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/eaf8fd64-b776-5396-93d4-4fcc4e470b26
1881442d-5902-5473-8e7e-b5f3b680782a,tg:mpmak:259,ProductionActors,1,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,originators (administrative),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
1881442d-5902-5473-8e7e-b5f3b680782a,tg:mpmak:259,ProductionActors,2,e852a761-af5f-57bf-8391-e1506497db1f,au::108420,signers,,"dlod={""id"":""ark:/83110/x0/e852a761-af5f-57bf-8391-e1506497db1f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e852a761-af5f-57bf-8391-e1506497db1f
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,tg:mpmak:28,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
1c0f4bb8-29f1-5153-80ea-b6be81c3aec6,tg:mpmak:28,ProductionActors,2,7113bf60-4d7f-5e59-8211-53151e404e61,au::14861,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/7113bf60-4d7f-5e59-8211-53151e404e61"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/7113bf60-4d7f-5e59-8211-53151e404e61
f2c25d59-5a0e-52c5-b4cf-686f86f67261,tg:mpmak:170,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
f2c25d59-5a0e-52c5-b4cf-686f86f67261,tg:mpmak:170,ProductionActors,3,e1f4eb1d-708e-52f6-8008-a937c1ed2fcd,au::106909,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/e1f4eb1d-708e-52f6-8008-a937c1ed2fcd
9db14626-047b-5887-9f8e-9b455b83aad0,tg:mpmak:222,ProductionActors,3,3641fd29-be56-5b75-98d7-2a75d7f8b483,au::109826,signers,,"dlod={""id"":""ark:/83110/x0/3641fd29-be56-5b75-98d7-2a75d7f8b483"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3641fd29-be56-5b75-98d7-2a75d7f8b483
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
d50ee4cb-6651-5557-acce-2d595c5b4a1c,tg:mpmak:53,ProductionActors,2,2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1,au::106911,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2f2afa4c-c376-522d-a4c1-7ec3b8a61ea1
a3f6ecf4-3726-51a9-bcfc-8e9a35706147,tg:mpmak:275,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
a3f6ecf4-3726-51a9-bcfc-8e9a35706147,tg:mpmak:275,ProductionActors,2,1d72047c-ad3e-5e48-ae1a-7ec2c8af3169,au::108463,writers (clerical workers),,"dlod={""id"":""ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d72047c-ad3e-5e48-ae1a-7ec2c8af3169
8fac1496-0279-5820-ae9f-1ca11fd4ac36,tg:mpmak:330,ProductionActors,1,6c2c7467-b78b-5df2-aa6b-9383d57821e5,au::108734,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6c2c7467-b78b-5df2-aa6b-9383d57821e5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6c2c7467-b78b-5df2-aa6b-9383d57821e5
fcf4ae2b-8e8d-5d5b-ae84-fd9c535aefc4,tg:mpmak:263,ProductionActors,1,2a40d4b5-90fb-53b4-9017-8f5dd07e6c05,au::108615,originators (administrative),,"dlod={""id"":""ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2a40d4b5-90fb-53b4-9017-8f5dd07e6c05
dd34547b-589a-5009-afec-5dcf9ca4e7e5,tg:mpmak:326,ProductionActors,1,6c2c7467-b78b-5df2-aa6b-9383d57821e5,au::108734,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6c2c7467-b78b-5df2-aa6b-9383d57821e5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6c2c7467-b78b-5df2-aa6b-9383d57821e5
e46111bf-cbf9-5281-bf1c-ca0513af1ecb,tg:mpmak:12,ProductionActors,3,8f8c98c9-31c6-5cce-ad0c-25f328e34394,au::108224,signers,,"dlod={""id"":""ark:/83110/x0/8f8c98c9-31c6-5cce-ad0c-25f328e34394"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8f8c98c9-31c6-5cce-ad0c-25f328e34394
fc21541f-a5b7-5a46-85e0-cc539a873f78,tg:mpmak:234,ProductionActors,1,455c1363-f306-5b61-91c4-2c01d43428ab,au::106906,originators (administrative),,"dlod={""id"":""ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/455c1363-f306-5b61-91c4-2c01d43428ab
fc21541f-a5b7-5a46-85e0-cc539a873f78,tg:mpmak:234,ProductionActors,2,a51b3875-2678-5c45-8749-2860d2462b9f,au::109867,signers,,"dlod={""id"":""ark:/83110/x0/a51b3875-2678-5c45-8749-2860d2462b9f"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a51b3875-2678-5c45-8749-2860d2462b9f
46406d70-531f-5e36-b16d-32c373cc71dd,tg:mpmak:45,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
46406d70-531f-5e36-b16d-32c373cc71dd,tg:mpmak:45,ProductionActors,3,f13d2ca4-f99b-5a53-b3da-08d12c7a11c2,au::108571,getuige,,"dlod={""id"":""ark:/83110/x0/f13d2ca4-f99b-5a53-b3da-08d12c7a11c2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f13d2ca4-f99b-5a53-b3da-08d12c7a11c2
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,ProductionActors,1,6211a67c-b6a8-5d2c-97b1-8d2e84c9563e,au::106905,originators (administrative),,"dlod={""id"":""ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6211a67c-b6a8-5d2c-97b1-8d2e84c9563e
