ResourceID,brocade.id,card,order,source_field,Format Number,Format Unit Type,Format Number Type,Format Unit Qualifier
46406d70-531f-5e36-b16d-32c373cc71dd,tg:mpmak:45,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,3,folios,written,
775c3b3b-1bd0-5ca9-b4bc-f040792ccbac,tg:mpmak:32,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,6,folios,total,
812755cc-f2e7-5402-9774-9014079a0ea5,tg:mpmak:185,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
812755cc-f2e7-5402-9774-9014079a0ea5,tg:mpmak:185,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
6b94d9fb-f4d1-5775-9b50-e4f6bff2efac,tg:mpmak:306,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6b94d9fb-f4d1-5775-9b50-e4f6bff2efac,tg:mpmak:306,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,tg:mpmak:243,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
add0f9f5-f962-5cd7-94bf-aaa83bf49c33,tg:mpmak:243,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
704e3c5c-bfd2-56be-af32-181bfd1c8f95,tg:mpmak:65,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
704e3c5c-bfd2-56be-af32-181bfd1c8f95,tg:mpmak:65,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
304f6493-7f33-5c48-88e1-a0071ed22d39,tg:mpmak:351,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
304f6493-7f33-5c48-88e1-a0071ed22d39,tg:mpmak:351,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
70cc1a27-3b03-56c4-b083-d22cdb40e79c,tg:mpmak:214,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
70cc1a27-3b03-56c4-b083-d22cdb40e79c,tg:mpmak:214,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
1a5f2b27-cf11-501d-8c92-5580986334f9,tg:mpmak:73,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
1a5f2b27-cf11-501d-8c92-5580986334f9,tg:mpmak:73,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
63df3ae3-d2de-5da4-a3d9-ff071fc9c1ba,tg:mpmak:347,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
63df3ae3-d2de-5da4-a3d9-ff071fc9c1ba,tg:mpmak:347,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
6367bb70-e0bf-5b47-b9b4-4068ab744e6c,tg:mpmak:202,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6367bb70-e0bf-5b47-b9b4-4068ab744e6c,tg:mpmak:202,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ff59afd6-52d7-525b-8f1a-c6f4d3c9f911,tg:mpmak:24,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
c3772d5a-9caa-56af-a9c3-3eff0699b645,tg:mpmak:193,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
c3772d5a-9caa-56af-a9c3-3eff0699b645,tg:mpmak:193,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
623dd63c-e26e-55d7-87c4-338d87093cab,tg:mpmak:310,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ae1b3d96-ce9e-56d5-9b19-8669b9bb0b84,tg:mpmak:255,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
ae1b3d96-ce9e-56d5-9b19-8669b9bb0b84,tg:mpmak:255,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
ed92343e-6b0c-5517-af9d-c1f1f6c14f8c,tg:mpmak:107,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
ed92343e-6b0c-5517-af9d-c1f1f6c14f8c,tg:mpmak:107,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
0535cd5a-8508-5633-9ed8-fcb7734e5423,tg:mpmak:150,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
0535cd5a-8508-5633-9ed8-fcb7734e5423,tg:mpmak:150,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
b6283bf7-ef32-55e6-ab11-946b0a31fa38,tg:mpmak:279,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
b6283bf7-ef32-55e6-ab11-946b0a31fa38,tg:mpmak:279,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
b55bf815-8869-58ab-aa2d-aec104bcf5c5,tg:mpmak:296,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
b55bf815-8869-58ab-aa2d-aec104bcf5c5,tg:mpmak:296,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6e2772e4-4b9c-5f79-962f-f1d0224c7e6a,tg:mpmak:146,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
19737f0b-bfb9-540e-ad6e-be624d3d480b,tg:mpmak:280,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,5,folios,written,
19737f0b-bfb9-540e-ad6e-be624d3d480b,tg:mpmak:280,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,6,folios,total,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ac72dd9a-73a7-5567-9190-5ba65edc39d0,tg:mpmak:49,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
38c190df-eb02-5a5c-a9ba-a012d9850743,tg:mpmak:111,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
38c190df-eb02-5a5c-a9ba-a012d9850743,tg:mpmak:111,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
a73d1617-68f4-51e6-9cce-d930b26bf3e7,tg:mpmak:238,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
a73d1617-68f4-51e6-9cce-d930b26bf3e7,tg:mpmak:238,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
ce47e5f7-56e0-563f-902a-9c8363e6c193,tg:mpmak:239,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ce47e5f7-56e0-563f-902a-9c8363e6c193,tg:mpmak:239,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
e7176069-c946-5bfb-a88b-b43b4b0b64da,tg:mpmak:48,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
e7176069-c946-5bfb-a88b-b43b4b0b64da,tg:mpmak:48,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ea8027d3-6f0c-557e-995f-14184239617c,tg:mpmak:110,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ea8027d3-6f0c-557e-995f-14184239617c,tg:mpmak:110,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
b56d499f-8ab6-5605-b1f1-e494d979fb63,tg:mpmak:281,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
7a5672ea-4e3a-53d3-8fed-0a2eb6bbab44,tg:mpmak:147,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
7a5672ea-4e3a-53d3-8fed-0a2eb6bbab44,tg:mpmak:147,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
e3c2fd80-7f3f-5856-86e7-f3a62ab65c99,tg:mpmak:278,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
e3c2fd80-7f3f-5856-86e7-f3a62ab65c99,tg:mpmak:278,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
dfb6d1de-6ff2-52c6-a70c-6ed491ba63ca,tg:mpmak:297,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
dfb6d1de-6ff2-52c6-a70c-6ed491ba63ca,tg:mpmak:297,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
224d9d00-0803-5155-86f9-59d7cdea0c8a,tg:mpmak:151,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
224d9d00-0803-5155-86f9-59d7cdea0c8a,tg:mpmak:151,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
d1fe45a6-7401-53b4-ba72-c4acc9a1c4d8,tg:mpmak:106,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
8f3120fc-19f9-508d-b595-011936ba8380,tg:mpmak:311,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
8f3120fc-19f9-508d-b595-011936ba8380,tg:mpmak:311,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
384702b3-f2cb-5384-8228-6a2d56d9f88a,tg:mpmak:254,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
384702b3-f2cb-5384-8228-6a2d56d9f88a,tg:mpmak:254,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
de180aae-e556-5094-94af-9aa2d3821821,tg:mpmak:25,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
806f8195-199c-598a-8da6-599fc058858e,tg:mpmak:192,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
806f8195-199c-598a-8da6-599fc058858e,tg:mpmak:192,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
a9a0f113-2c5a-58ba-9d65-9bef8aa3a9df,tg:mpmak:346,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
a9a0f113-2c5a-58ba-9d65-9bef8aa3a9df,tg:mpmak:346,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ed7ddb61-11da-5693-b503-ccf22244ec16,tg:mpmak:203,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ed7ddb61-11da-5693-b503-ccf22244ec16,tg:mpmak:203,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
6b2b5f77-d852-5193-8d8d-05696a203ba5,tg:mpmak:72,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6b2b5f77-d852-5193-8d8d-05696a203ba5,tg:mpmak:72,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,tg:mpmak:350,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
4cc6e957-af47-5a9a-ac9f-3f57a9185c31,tg:mpmak:350,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
c8bf8ac0-1f7e-5b35-bf4d-6770c004df77,tg:mpmak:215,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
f5c179b2-516c-5c58-94d2-3c229e4c8c29,tg:mpmak:64,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
f5c179b2-516c-5c58-94d2-3c229e4c8c29,tg:mpmak:64,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,tg:mpmak:307,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
0e55c946-56fc-57f7-800b-51fcf5b7ff2b,tg:mpmak:307,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
88dac751-9023-5f4c-b3b2-7ca8282b8855,tg:mpmak:242,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
88dac751-9023-5f4c-b3b2-7ca8282b8855,tg:mpmak:242,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
46ebb84d-e773-5947-9551-f1fea91b10fe,tg:mpmak:33,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
2ad4c1fa-8ad9-5187-9783-daa84f34bafb,tg:mpmak:184,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
2ad4c1fa-8ad9-5187-9783-daa84f34bafb,tg:mpmak:184,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
8551d554-e49f-5cd2-bcf7-e2ee6354e2cf,tg:mpmak:44,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
8551d554-e49f-5cd2-bcf7-e2ee6354e2cf,tg:mpmak:44,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
86a4a758-4d7d-50f8-8bc2-b5ec8d5b169f,tg:mpmak:235,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
86a4a758-4d7d-50f8-8bc2-b5ec8d5b169f,tg:mpmak:235,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6a36ab81-9442-5a8c-a694-37940cd30173,tg:mpmak:13,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
d3f470c7-3a62-5ef2-badd-09000c133eee,tg:mpmak:262,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,4,folios,written,
d3f470c7-3a62-5ef2-badd-09000c133eee,tg:mpmak:262,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,4,folios,total,
db9dd6fc-84e4-5cda-ada6-f44c52283e79,tg:mpmak:327,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
db9dd6fc-84e4-5cda-ada6-f44c52283e79,tg:mpmak:327,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,tg:mpmak:274,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ab2614b9-7fe3-56a0-9c21-e19d4e04ed05,tg:mpmak:274,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,tg:mpmak:331,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
a5f01d2b-5917-5bd5-89c2-8ebd4c5e1f3e,tg:mpmak:331,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,tg:mpmak:52,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
190ec66d-6bf1-57a7-a01e-1d30dffbb8ed,tg:mpmak:52,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
0cad9f75-d711-50d7-bc82-e732f4934b9b,tg:mpmak:223,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
4312ab52-9639-54cf-9ca5-8f972615d209,tg:mpmak:29,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
92e2f92a-9f6c-595d-b32d-6d05167747f4,tg:mpmak:171,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
92e2f92a-9f6c-595d-b32d-6d05167747f4,tg:mpmak:171,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
5751d0c2-df53-5d72-bb05-c6a2470e9afd,tg:mpmak:258,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
5751d0c2-df53-5d72-bb05-c6a2470e9afd,tg:mpmak:258,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,tg:mpmak:126,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,4,folios,written,
cc1ce48f-50dd-5c75-b6e6-b0067a80d473,tg:mpmak:126,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,4,folios,total,
a733e498-0d9f-5884-87fc-68a2a6e0943a,tg:mpmak:91,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
a733e498-0d9f-5884-87fc-68a2a6e0943a,tg:mpmak:91,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
2710272f-0932-541c-99a7-97b1d34cc378,tg:mpmak:68,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
2710272f-0932-541c-99a7-97b1d34cc378,tg:mpmak:68,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
47cf333b-c8b7-5007-bffd-1cac013f988e,tg:mpmak:130,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
47cf333b-c8b7-5007-bffd-1cac013f988e,tg:mpmak:130,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ec26d06d-411a-514f-867d-712b9bdf9532,tg:mpmak:87,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
ec26d06d-411a-514f-867d-712b9bdf9532,tg:mpmak:87,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
9fda81e9-b4d7-51b9-a9c1-b69ac9ee4b9f,tg:mpmak:167,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
9fda81e9-b4d7-51b9-a9c1-b69ac9ee4b9f,tg:mpmak:167,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
db60acd0-4fa3-584f-894c-6d0a828d2098,tg:mpmak:188,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
db60acd0-4fa3-584f-894c-6d0a828d2098,tg:mpmak:188,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
49378a0a-2619-5dbd-a108-29fc6540440c,tg:mpmak:34,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
1cc0f223-edd2-56d9-a312-ddca9a46476b,tg:mpmak:183,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
1cc0f223-edd2-56d9-a312-ddca9a46476b,tg:mpmak:183,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
8ef821da-d11d-5397-868d-7114c5bd311e,tg:mpmak:300,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
8ef821da-d11d-5397-868d-7114c5bd311e,tg:mpmak:300,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
40d900ea-9c6c-5589-97fa-ed518d3af2cc,tg:mpmak:245,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
40d900ea-9c6c-5589-97fa-ed518d3af2cc,tg:mpmak:245,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
44a08216-abdd-5360-b18b-6d184364d9d3,tg:mpmak:63,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
44a08216-abdd-5360-b18b-6d184364d9d3,tg:mpmak:63,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
6c9a3b6b-ddd3-594c-bb98-8f5a90a55333,tg:mpmak:357,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6c9a3b6b-ddd3-594c-bb98-8f5a90a55333,tg:mpmak:357,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
7f313a7b-8908-5715-a298-e4bb13353465,tg:mpmak:212,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
7f313a7b-8908-5715-a298-e4bb13353465,tg:mpmak:212,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,tg:mpmak:75,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
82ef7be7-8e9c-55cf-a0ff-9474f12230d5,tg:mpmak:75,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
a1a7cc33-bad6-5d62-a3c8-eed539625630,tg:mpmak:341,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
a1a7cc33-bad6-5d62-a3c8-eed539625630,tg:mpmak:341,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
9aa2b57b-785c-54bd-8cbc-e34831bf903b,tg:mpmak:204,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
9aa2b57b-785c-54bd-8cbc-e34831bf903b,tg:mpmak:204,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
2b35c8d5-d0e5-510f-aac3-6fab69a6842d,tg:mpmak:195,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,3,folios,written,
2b35c8d5-d0e5-510f-aac3-6fab69a6842d,tg:mpmak:195,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,3,folios,total,
3f795fa8-cc5d-5283-b74a-0c34a482ecb5,tg:mpmak:316,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
3f795fa8-cc5d-5283-b74a-0c34a482ecb5,tg:mpmak:316,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
ac146845-12fe-55b1-9a37-11950e554f2a,tg:mpmak:253,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,tg:mpmak:59,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
5fed3d1c-3758-54a7-9a95-f9fa5c7c671f,tg:mpmak:59,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
3567426e-85da-51f2-90f1-203e03078b84,tg:mpmak:101,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
3567426e-85da-51f2-90f1-203e03078b84,tg:mpmak:101,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
6bb2aaf6-0507-5916-926d-0508e8cc2321,tg:mpmak:228,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
6bb2aaf6-0507-5916-926d-0508e8cc2321,tg:mpmak:228,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
331184aa-7241-54df-a5a2-855105e81c1c,tg:mpmak:156,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
331184aa-7241-54df-a5a2-855105e81c1c,tg:mpmak:156,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
f9e26d3c-37f9-5c6e-8a04-cf5f32ae278c,tg:mpmak:290,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
301a244a-7da1-5132-8326-287a7034ae8c,tg:mpmak:18,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
301a244a-7da1-5132-8326-287a7034ae8c,tg:mpmak:18,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
353c5c9d-cc97-5ce9-a412-e299be9186c2,tg:mpmak:140,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
353c5c9d-cc97-5ce9-a412-e299be9186c2,tg:mpmak:140,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
17929a17-9a68-5a3b-ae82-5e6ea8e22681,tg:mpmak:269,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
17929a17-9a68-5a3b-ae82-5e6ea8e22681,tg:mpmak:269,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
db800c7a-f282-55f4-b9f6-7eb65a63e95d,tg:mpmak:286,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
db800c7a-f282-55f4-b9f6-7eb65a63e95d,tg:mpmak:286,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
90723a45-ac70-5075-acf5-6d6de111b164,tg:mpmak:249,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,2,folios,written,
90723a45-ac70-5075-acf5-6d6de111b164,tg:mpmak:249,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,2,folios,total,
3906361b-e3e2-54d1-b0f2-dc134a472714,tg:mpmak:38,Formats,1,kenmerken/mpmpageshs.mpmpageshsnumber,1,folios,total,
89efcf60-ec42-5d6b-a967-f29e208e8aa5,tg:mpmak:160,Formats,1,kenmerken/mpmpageswrittenhs.mpmpageswrittenhsnumber,1,folios,written,
