Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,source_field,Description,Description Type,Description Language,Acquisition Note,Registration Number value,Location Number,Archive Note,adm.note,Warehouse Location (begin),Serial Number,Title,Title Type,Title Language,Material Records,ire.isaar.uuid,Creation ISAAR Brocade ID,Creation Actor Role,Creation Actor Widget,Creation Actor Identifier
tg:lhpr:6776,Prenten,32651519-1ea0-5f15-9d98-111e1c2b00bb,Letterenhuis,https://data.letterenhuis.be/ark:/24970/32651519-1ea0-5f15-9d98-111e1c2b00bb,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,32651519-1ea0-5f15-9d98-111e1c2b00bb,,,,,1,ImmaterialContent,tg:lhpr:6776,,,,,,,,,,,,,,,,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,artists (visual artists),"dlod={""name"":""Frans Dille"",""ark"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""uri"":""/agents/people/70835"",""id"":""au::5708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c
,,32651519-1ea0-5f15-9d98-111e1c2b00bb,,,,,1,Items,tg:lhpr:6776,,,,,,34689/2,D 4813 / H,isad:lh:167365,"D 4813 / 116  Dille, Frans; Jordens, J.G. (voorwoord), _De Boodschap. Een verhaal in twaalf
schuifkens bedacht en uitgesneden door Frans Dille_. Antwerpen: Resseler,
1931, p 7. Genummerd exemplaar, 29/35.

Nummer 132776 komt uit nr. 34/35.",,,,,,,,,,,
,,32651519-1ea0-5f15-9d98-111e1c2b00bb,,,,,2,Items,tg:lhpr:6776,,,,,tr:lh:6008,132776,D 4813 / H,isad:lh:167365,"Dille, Frans; Jordens, J.G. (voorwoord), _De Boodschap. Een verhaal in twaalf
schuifkens bedacht en uitgesneden door Frans Dille_. Antwerpen: Resseler,
1931, p 7. Genummerd exemplaar, 29/35.

Nummer 132776 komt uit nr. 34/35.",,,,,,,,,,,
,,32651519-1ea0-5f15-9d98-111e1c2b00bb,,,,,1,MaterialRecords,tg:lhpr:6776,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""1248f8e3-381f-59b8-976f-75061e22092b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9cf996d7-cd82-4b0f-9ef1-2998885a59ca"", ""inverseOntologyProperty"": """"}]",,,,,
,,32651519-1ea0-5f15-9d98-111e1c2b00bb,,,,,1,MaterialRecords,tg:lhpr:6776,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""09132eaa-3f1f-5b7e-b8bf-ac09608ce74b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4bebe777-425f-4ec3-92b3-b2c4f89d413d"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:4456,Prenten,333d4b43-0a41-5b5c-9079-05a0f1b1d71f,Letterenhuis,https://data.letterenhuis.be/ark:/24970/333d4b43-0a41-5b5c-9079-05a0f1b1d71f,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,333d4b43-0a41-5b5c-9079-05a0f1b1d71f,,,,,1,ImmaterialContent,tg:lhpr:4456,,,,,,,,,,,,,,,,66016cae-1991-5e46-9fbd-7a12d4c18c22,au::17782,artists (visual artists),"dlod={""name"":""Henri van Straten"",""ark"":""ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22"",""uri"":""/agents/people/69272"",""id"":""au::17782"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22
,,333d4b43-0a41-5b5c-9079-05a0f1b1d71f,,,,,1,Items,tg:lhpr:4456,,,,,tr:lh:82,1241,S 932 / I (Doos 1),isad:lh:96557,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002,
p.187",,,,,,,,,,,
,,333d4b43-0a41-5b5c-9079-05a0f1b1d71f,,,,,2,Items,tg:lhpr:4456,,,,,tr:lh:7634,212824/a,S 932 / I (Doos 1),,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002,
p.187",,,,,,,,,,,
,,333d4b43-0a41-5b5c-9079-05a0f1b1d71f,,,,,1,MaterialRecords,tg:lhpr:4456,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""e69511ae-29ed-572c-a2c1-3ae3d0684219"", ""ontologyProperty"": """", ""resourceXresourceId"": ""db94f802-33a2-4268-8c5a-732b7d89a3ea"", ""inverseOntologyProperty"": """"}]",,,,,
,,333d4b43-0a41-5b5c-9079-05a0f1b1d71f,,,,,1,MaterialRecords,tg:lhpr:4456,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""8ca564f1-9891-581c-8438-a95a151e3d9a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7e146a43-9cd7-4133-a621-1ec20cda5cb0"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:9642,Prenten,33c08e2f-6e85-5674-a301-0b182c989669,Letterenhuis,https://data.letterenhuis.be/ark:/24970/33c08e2f-6e85-5674-a301-0b182c989669,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,33c08e2f-6e85-5674-a301-0b182c989669,,,,,1,ImmaterialContent,tg:lhpr:9642,,,,,,,,,,,,,,,,c693a50b-4f1e-531e-9f68-2356f68ca337,au::16286,artists (visual artists),"dlod={""name"":""Maurits Sabbe"",""ark"":""ark:/83110/x0/c693a50b-4f1e-531e-9f68-2356f68ca337"",""uri"":""/agents/people/66004"",""id"":""au::16286"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/c693a50b-4f1e-531e-9f68-2356f68ca337
,,33c08e2f-6e85-5674-a301-0b182c989669,,,,,1,Items,tg:lhpr:9642,,,,,,64051,"Planex GP / IX, 2",,,,,,,,,,,,,
,,33c08e2f-6e85-5674-a301-0b182c989669,,,,,2,Items,tg:lhpr:9642,,,,,tr:lh:1078,19346/1,"Planex GP / IX, 2",,,,,,,,,,,,,
,,33c08e2f-6e85-5674-a301-0b182c989669,,,,,1,MaterialRecords,tg:lhpr:9642,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""3e77f9ae-ddaa-583a-b85b-2a7d587b1df0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e022fd6c-b24f-473e-a33e-8005382e2d83"", ""inverseOntologyProperty"": """"}]",,,,,
,,33c08e2f-6e85-5674-a301-0b182c989669,,,,,1,MaterialRecords,tg:lhpr:9642,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""c372bcdd-116b-5c6d-a4a6-4dc553865b05"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e7d12aba-dcae-4438-98b2-e746a61c08dc"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:4292,Prenten,3563281f-1a79-55e2-81b8-50b8d9371d13,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3563281f-1a79-55e2-81b8-50b8d9371d13,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,3563281f-1a79-55e2-81b8-50b8d9371d13,,,,,1,ImmaterialContent,tg:lhpr:4292,,,,,,,,,,,,,,,,d8912c06-a678-57ee-a68e-5cf4b6a5c27e,au::15437,artists (visual artists),"dlod={""name"":""Henri Ramah"",""ark"":""ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e"",""uri"":""/agents/people/54989"",""id"":""au::15437"",""nameWithContext"":[""Henri Raemaeker""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d8912c06-a678-57ee-a68e-5cf4b6a5c27e
,,3563281f-1a79-55e2-81b8-50b8d9371d13,,,,,1,Items,tg:lhpr:4292,,,,,,36408/4,R 1627 / I,isad:lh:96535,"**Publicatie** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine roman met één personage en zeven instrumenten zijnde een volledige slagwerk batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 35. Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op Hollands papier.",,,,,,,,,,,
,,3563281f-1a79-55e2-81b8-50b8d9371d13,,,,,2,Items,tg:lhpr:4292,,,,,tr:lh:4053,77778/4,R 1627 / I,isad:lh:96535,"**Publikatie:** Roelants, Maurice - Ramah [ill.], _De jazz-speler: kleine
roman met één personage en zeven instrumenten zijnde een volledige slagwerk
batterij_. Brussel: A.A.M. Stols, 1928, 64 p. T.o. p. 35.

Proefdruk, deel van de suite bij één van de 6 of 35 genummerde exemplaren op
Hollands papier.",,,,,,,,,,,
,,3563281f-1a79-55e2-81b8-50b8d9371d13,,,,,1,MaterialRecords,tg:lhpr:4292,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""72241463-76c6-5e83-9424-97107c09c365"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53742ff5-d1e3-4812-9c16-df4bcb601591"", ""inverseOntologyProperty"": """"}]",,,,,
,,3563281f-1a79-55e2-81b8-50b8d9371d13,,,,,1,MaterialRecords,tg:lhpr:4292,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""e5cbee76-9e8d-562f-ab28-f08b4ab43a95"", ""ontologyProperty"": """", ""resourceXresourceId"": ""221954f2-e2f6-4d18-bb5f-43d51e7dea6c"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:2828,Prenten,363ff04d-797c-523d-8370-04ba3e08d460,Letterenhuis,https://data.letterenhuis.be/ark:/24970/363ff04d-797c-523d-8370-04ba3e08d460,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,363ff04d-797c-523d-8370-04ba3e08d460,,,,,1,ImmaterialContent,tg:lhpr:2828,,,,,,,,,,,,,,,,cff5ae51-d5fb-5f44-874e-bc6e9cdec12f,au::12829,artists (visual artists),"dlod={""name"":""Jan Baptist P. Michiels"",""ark"":""ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f"",""uri"":""/agents/people/93729"",""id"":""au::12829"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/cff5ae51-d5fb-5f44-874e-bc6e9cdec12f
,,363ff04d-797c-523d-8370-04ba3e08d460,,,,,1,Items,tg:lhpr:2828,,,,,,35094,"Planex GP / X, 2",,,,,,,,,,,,,
,,363ff04d-797c-523d-8370-04ba3e08d460,,,,,2,Items,tg:lhpr:2828,,,,,,43292/3,"Planex GP / X, 2",,,,,,,,,,,,,
,,363ff04d-797c-523d-8370-04ba3e08d460,,,,,1,MaterialRecords,tg:lhpr:2828,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""927ba322-e3e9-5920-85be-deed3df91870"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3e6bf5d7-3522-4ce6-9471-025983d87692"", ""inverseOntologyProperty"": """"}]",,,,,
,,363ff04d-797c-523d-8370-04ba3e08d460,,,,,1,MaterialRecords,tg:lhpr:2828,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""47118561-34b2-527a-9c20-0f3e6bb76a82"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b4fa02ab-162e-4dd2-9def-883ef15eda05"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:1724,Prenten,3734c70d-183f-5acb-b7d5-b0f1b62436fc,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3734c70d-183f-5acb-b7d5-b0f1b62436fc,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,ImmaterialContent,tg:lhpr:1724,,,,,,,,,,,,,,,,d6da8870-43f7-5635-bdf6-36dfc2867b02,au::18650,artists (visual artists),"dlod={""name"":""Louis Benoit Antoine Tuerlinckx"",""ark"":""ark:/83110/x0/d6da8870-43f7-5635-bdf6-36dfc2867b02"",""uri"":""/agents/people/93097"",""id"":""au::18650"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d6da8870-43f7-5635-bdf6-36dfc2867b02
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,Items,tg:lhpr:1724,,,,,tr:lh:492,9553,,,"Achterzijde: _Gaston Janus 12, Rue des Cinq Coins Anvers-Berchem_",,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,2,Items,tg:lhpr:1724,,,,,,12708,Planex KP / C 34,,"Achterzijde: _Gaston Janus 12, Rue des Cinq Coins Anvers-Berchem_",,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,3,Items,tg:lhpr:1724,,,,,tr:lh:2832,56160/2,"Planex GP / IX, 3",,"Achterzijde: _Gaston Janus 12, Rue des Cinq Coins Anvers-Berchem_",,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,4,Items,tg:lhpr:1724,,,,,tr:lh:5492,122172,,,"Achterzijde: _Gaston Janus 12, Rue des Cinq Coins Anvers-Berchem_",,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,5,Items,tg:lhpr:1724,,,,,tr:lh:6356,146173,,,"Achterzijde: _Gaston Janus 12, Rue des Cinq Coins Anvers-Berchem_",,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,6,Items,tg:lhpr:1724,,,,,tr:lh:6960,173870,,,"Achterzijde: _Gaston Janus 12, Rue des Cinq Coins Anvers-Berchem_",,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,7,Items,tg:lhpr:1724,,,,,,220302,,,"Achterzijde: _Gaston Janus 12, Rue des Cinq Coins Anvers-Berchem_",,,,,,,,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,MaterialRecords,tg:lhpr:1724,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""b794d9a1-bfad-5f28-8c58-1145b5467ffc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""75063a6f-9885-437d-9e0b-06a0fea4eb5a"", ""inverseOntologyProperty"": """"}]",,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,MaterialRecords,tg:lhpr:1724,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""0d697cf1-7eda-5ff4-83a0-cc3769030df9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""71839e8f-790d-4fb1-a4a1-977f6c333128"", ""inverseOntologyProperty"": """"}]",,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,MaterialRecords,tg:lhpr:1724,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""e06fb52d-7db3-59a0-ab9c-5c72eb96328e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2cf190c7-acd5-4e47-9740-c9258fcd9ad9"", ""inverseOntologyProperty"": """"}]",,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,MaterialRecords,tg:lhpr:1724,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""ae04629d-3c8c-5ade-a0c6-8846c5bc239b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b72a45ae-d033-4092-85de-4adb6c371d44"", ""inverseOntologyProperty"": """"}]",,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,MaterialRecords,tg:lhpr:1724,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""a0b809bb-f2dc-53cd-8c3c-d559c0d398b9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""918930fd-4681-4bcb-a85c-6c4637653e55"", ""inverseOntologyProperty"": """"}]",,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,MaterialRecords,tg:lhpr:1724,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""0bea0305-0e2a-5500-bba5-91e0263dc3e9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a84e7fbd-c981-4b6f-9aa0-2ab6a537f471"", ""inverseOntologyProperty"": """"}]",,,,,
,,3734c70d-183f-5acb-b7d5-b0f1b62436fc,,,,,1,MaterialRecords,tg:lhpr:1724,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""fa2cc098-d3e3-59b5-93be-a26eb9b1d442"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c3983398-78ad-4f62-b6b0-7618a07715fc"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:188,Prenten,3ee49449-19b7-5cb5-bed9-1213147cf945,Letterenhuis,https://data.letterenhuis.be/ark:/24970/3ee49449-19b7-5cb5-bed9-1213147cf945,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,3ee49449-19b7-5cb5-bed9-1213147cf945,,,,,1,ImmaterialContent,tg:lhpr:188,,,,,,,,,,,,,,,,308fdba2-f044-569e-b6a5-0a53e6cc0107,au::1628,artists (visual artists),"dlod={""name"":""Victor van den Berghe"",""ark"":""ark:/83110/x0/308fdba2-f044-569e-b6a5-0a53e6cc0107"",""uri"":""/agents/people/70782"",""id"":""au::1628"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/308fdba2-f044-569e-b6a5-0a53e6cc0107
,,3ee49449-19b7-5cb5-bed9-1213147cf945,,,,,1,Items,tg:lhpr:188,,,,,tr:lh:5514,108578,Planex KP / B 1333,isad:lh:96252,"(1) Gepubliceerd in _De Bibliotheekgids_, jg. 5 nr. 5, 15 mei 1926",,,,,,,,,,,
,,3ee49449-19b7-5cb5-bed9-1213147cf945,,,,,2,Items,tg:lhpr:188,,,,,,111770,Planex KP / B 1333,isad:lh:96252,"(1) Gepubliceerd in _De Bibliotheekgids_, jg. 5 nr. 5, 15 mei 1926",,,,,,,,,,,
,,3ee49449-19b7-5cb5-bed9-1213147cf945,,,,,1,MaterialRecords,tg:lhpr:188,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""11c71b4f-f98a-5758-9e56-5780029d15b7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79143bc7-c336-4490-a383-25db87e24f2e"", ""inverseOntologyProperty"": """"}]",,,,,
,,3ee49449-19b7-5cb5-bed9-1213147cf945,,,,,1,MaterialRecords,tg:lhpr:188,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""74669229-4015-50e2-9091-b4adc1cf19cf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""51412660-0dac-47bf-a70c-dfb90dac1df2"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:1585,Prenten,42055d32-7ecb-5acc-a823-84bdbfca04d8,Letterenhuis,https://data.letterenhuis.be/ark:/24970/42055d32-7ecb-5acc-a823-84bdbfca04d8,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,42055d32-7ecb-5acc-a823-84bdbfca04d8,,,,,1,ImmaterialContent,tg:lhpr:1585,,,,,,,,,,,,,,,,d077947e-d200-5000-8523-5122c8d76895,au::5214,artists (visual artists),"dlod={""name"":""Victor Delhez"",""ark"":""ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895"",""uri"":""/agents/people/69999"",""id"":""au::5214"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d077947e-d200-5000-8523-5122c8d76895
,,42055d32-7ecb-5acc-a823-84bdbfca04d8,,,,,1,Items,tg:lhpr:1585,,,,,tr:lh:1202,20519,Planex KP / B 745,isad:lh:96287,"1) Bijvoegsel van ONS LEVEN, nr. 7; 1925",,,,,,,,,,,
,,42055d32-7ecb-5acc-a823-84bdbfca04d8,,,,,2,Items,tg:lhpr:1585,,,,,tr:lh:5764,118528,Planex KP / B 745,isad:lh:96287,"1) Bijvoegsel van ONS LEVEN, nr. 7; 1925",,,,,,,,,,,
,,42055d32-7ecb-5acc-a823-84bdbfca04d8,,,,,1,MaterialRecords,tg:lhpr:1585,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""468de07b-4720-5b6e-8b1d-a4d2982f4ecf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f4c23263-865b-4809-8b21-2d95d5027952"", ""inverseOntologyProperty"": """"}]",,,,,
,,42055d32-7ecb-5acc-a823-84bdbfca04d8,,,,,1,MaterialRecords,tg:lhpr:1585,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""4aef9fcc-4ec3-50db-a661-8795c391bbc1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3e4b3971-f9c3-46aa-9e3a-8ba32353ad9b"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:2776,Prenten,422cbda1-5180-5412-9fe9-1c33714809fd,Letterenhuis,https://data.letterenhuis.be/ark:/24970/422cbda1-5180-5412-9fe9-1c33714809fd,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,422cbda1-5180-5412-9fe9-1c33714809fd,,,,,1,ImmaterialContent,tg:lhpr:2776,,,,,,,,,,,,,,,,93404fae-5f7f-587d-9fd0-0d6ca93393a0,au::11654,artists (visual artists),"dlod={""name"":""Willem Linnig"",""ark"":""ark:/83110/x0/93404fae-5f7f-587d-9fd0-0d6ca93393a0"",""uri"":""/agents/people/63478"",""id"":""au::11654"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/93404fae-5f7f-587d-9fd0-0d6ca93393a0
,,422cbda1-5180-5412-9fe9-1c33714809fd,,,,,1,Items,tg:lhpr:2776,,,,,tr:lh:73,1201,"Planex GP / X, 1",,,,,,,,,,,,,
,,422cbda1-5180-5412-9fe9-1c33714809fd,,,,,2,Items,tg:lhpr:2776,,,,,tr:lh:492,9678,"Planex GP / X, 1",,,,,,,,,,,,,
,,422cbda1-5180-5412-9fe9-1c33714809fd,,,,,1,MaterialRecords,tg:lhpr:2776,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""1797eba2-1a13-59b6-9d95-de094a631253"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6aa9d3d6-1642-483b-be2d-780a00d87715"", ""inverseOntologyProperty"": """"}]",,,,,
,,422cbda1-5180-5412-9fe9-1c33714809fd,,,,,1,MaterialRecords,tg:lhpr:2776,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""166c85e5-734d-504b-b7a5-e7f450482a9e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f80f4c9c-15ea-4159-9f18-258bf532250c"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:10763,Prenten,425f96e8-b61d-5132-b6c9-d6138af4dbf4,Letterenhuis,https://data.letterenhuis.be/ark:/24970/425f96e8-b61d-5132-b6c9-d6138af4dbf4,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,425f96e8-b61d-5132-b6c9-d6138af4dbf4,,,,,1,ImmaterialContent,tg:lhpr:10763,,,,,,,,,,,,,,,,9a54d625-6f4e-5800-b417-b291bbae0160,au::6009,artists (visual artists),"dlod={""name"":""Edward Dujardin"",""ark"":""ark:/83110/x0/9a54d625-6f4e-5800-b417-b291bbae0160"",""uri"":""/agents/people/70202"",""id"":""au::6009"",""nameWithContext"":[""Eduard Jean Du Jardin""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9a54d625-6f4e-5800-b417-b291bbae0160
,,425f96e8-b61d-5132-b6c9-d6138af4dbf4,,,,,1,Items,tg:lhpr:10763,,,,,tr:lh:1750,,"D 89 / I ( Planex GT/VI,3 )",isad:lh:126323,,,,,,,,,,,,
,,425f96e8-b61d-5132-b6c9-d6138af4dbf4,,,,,2,Items,tg:lhpr:10763,,,,,tr:lh:5492,122173,Planex GP / C 34,,,,,,,,,,,,,
,,425f96e8-b61d-5132-b6c9-d6138af4dbf4,,,,,1,MaterialRecords,tg:lhpr:10763,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""2c8da050-d9e5-589a-a74f-bb370d540f7f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""34acc234-4b49-4fcc-9681-e3a54ca57bf3"", ""inverseOntologyProperty"": """"}]",,,,,
,,425f96e8-b61d-5132-b6c9-d6138af4dbf4,,,,,1,MaterialRecords,tg:lhpr:10763,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""d55f2c30-93e6-5676-9321-7eab4826c95a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""58b661cf-0f9f-4f33-bac0-f48618e58018"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:4401,Prenten,4644c385-d623-54be-8447-4fd11e5c1335,Letterenhuis,https://data.letterenhuis.be/ark:/24970/4644c385-d623-54be-8447-4fd11e5c1335,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,4644c385-d623-54be-8447-4fd11e5c1335,,,,,1,ImmaterialContent,tg:lhpr:4401,,,,,,,,,,,,,,,,66016cae-1991-5e46-9fbd-7a12d4c18c22,au::17782,artists (visual artists),"dlod={""name"":""Henri van Straten"",""ark"":""ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22"",""uri"":""/agents/people/69272"",""id"":""au::17782"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/66016cae-1991-5e46-9fbd-7a12d4c18c22
,,4644c385-d623-54be-8447-4fd11e5c1335,,,,,1,Items,tg:lhpr:4401,,,,,tr:lh:4674,89056/19 b,S 932 / I (Doos 1),isad:lh:96489,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
159",,,,,,,,,,,
,,4644c385-d623-54be-8447-4fd11e5c1335,,,,,2,Items,tg:lhpr:4401,,,,,tr:lh:5514,108577,S 932 / I (Doos 1),isad:lh:96252,"Lode Raskin, _Henri van Straten 1892-1944. Oeuvrecatalogus_, Pandora, 2002, p.
159",,,,,,,,,,,
,,4644c385-d623-54be-8447-4fd11e5c1335,,,,,1,MaterialRecords,tg:lhpr:4401,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""0399ac82-a092-51a7-80e0-1f27ec89e4fe"", ""ontologyProperty"": """", ""resourceXresourceId"": ""67c09dec-988d-41b8-85d2-4655f4606aad"", ""inverseOntologyProperty"": """"}]",,,,,
,,4644c385-d623-54be-8447-4fd11e5c1335,,,,,1,MaterialRecords,tg:lhpr:4401,brocade.material_uuids,,,,,,,,,,,,,,"[{""resourceId"": ""64e4e16e-9a3a-5973-977e-e1ea5b71d923"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5b0eb105-4011-432a-902d-8fb375422db0"", ""inverseOntologyProperty"": """"}]",,,,,
tg:lhpr:2326,Prenten,47205cb0-793f-583c-a9d9-a60f9b2a0e0a,Letterenhuis,https://data.letterenhuis.be/ark:/24970/47205cb0-793f-583c-a9d9-a60f9b2a0e0a,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,
,,47205cb0-793f-583c-a9d9-a60f9b2a0e0a,,,,,1,ImmaterialContent,tg:lhpr:2326,,,,,,,,,,,,,,,,dd863ee1-a232-5f1d-8a82-efa4f83878df,au::21797,artists (visual artists),"dlod={""name"":""Philippe Zilcken"",""ark"":""ark:/83110/x0/dd863ee1-a232-5f1d-8a82-efa4f83878df"",""uri"":""/agents/people/58447"",""id"":""au::21797"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/dd863ee1-a232-5f1d-8a82-efa4f83878df
