Object Number,Record Type,ResourceID,Keeper,Object Identifier,Object Number Type,Object Identifier Type,order,card,brocade.id,source_field,Immaterial Record,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier,Annotation,Annotation Language,Annotation Type,Archive Brocade ID,Archive Widget,Archive Identifier,source_code,Carrier Type,Colour,Description,Description Type,Description Language,Dimension Value,Dimension Type,Dimension Measurement Unit,Dimension Source Note,Illustration URL,Illustration Type,Acquisition Note,Registration Number value,Location Number,Archive Note,adm.note,Warehouse Location (begin),Serial Number,Legacy Information Value,Legacy Information Type,Legacy Information Published,Mark Text,Mark Type,Mark Language,Material,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Widget,Entity Identifier,Title,Title Type,Title Language,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier,Production Technique Type,Start Date,Start Date Type,End Date,End Date Type
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000197,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:2323_#7,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:2323/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,3,LegacyInformation,,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afkomstig uit archief : D. van Kerkhoven,herkomst,False,,,,,,,,,,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,1,Marks,tg:lhpr:2323_#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r.o.: _FVL_,signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,2,OriginalBrocade,tg:lhpr:2323_#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67b78ec4-0a19-5856-99a3-7fdb36d5ef22,au::13075,keywords,"dlod={""name"":""Pol de Mont"",""ark"":""ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22"",""uri"":""/agents/people/69759"",""id"":""au::13075"",""nameWithContext"":[""Janne van Assenede"",""Jan Dingen Dingemans"",""Karl"",""Montsalvat"",""Multafero"",""Nemo"",""Olympio"",""A. Scalde""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,3,OriginalBrocade,tg:lhpr:2323_#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4d8e5a9-5b05-505a-b38d-12173a0aef8c,au::19576,keywords,"dlod={""name"":""Prosper Verheyden"",""ark"":""ark:/83110/x0/b4d8e5a9-5b05-505a-b38d-12173a0aef8c"",""uri"":""/agents/people/88336"",""id"":""au::19576"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b4d8e5a9-5b05-505a-b38d-12173a0aef8c,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,4,OriginalBrocade,tg:lhpr:2323_#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24a875c8-e133-5982-a9a6-fe55f736caa9,au::3957,keywords,"dlod={""name"":""Adolf Clauwaert"",""ark"":""ark:/83110/x0/24a875c8-e133-5982-a9a6-fe55f736caa9"",""uri"":""/agents/people/90068"",""id"":""au::3957"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/24a875c8-e133-5982-a9a6-fe55f736caa9,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,5,OriginalBrocade,tg:lhpr:2323_#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f3465da-1203-5191-aae0-2cfe9521aef1,au::9012,keywords,"dlod={""name"":""Jef van Hoof"",""ark"":""ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1"",""uri"":""/agents/people/52274"",""id"":""au::9012"",""nameWithContext"":[""Berten Bontenakel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1,,,,,,,,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,1,ProductionActors,tg:lhpr:2323_#7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d65a9eee-ccdf-548b-9b04-3e545d6618fe,,,,,,,,au::11741,artists (visual artists),"dlod={""name"":""Florimond van Loo"",""ark"":""ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe"",""uri"":""/agents/people/82780"",""id"":""au::11741"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe,,,,,
,,07020285-407d-52e4-b1a5-1f9c5ba44010,,,,,1,ProductionTechniques,tg:lhpr:2323_#7,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copper engraving (printing process),,,,
tg:lhpr:2323_#4,Prenten,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,Letterenhuis,https://data.letterenhuis.be/ark:/24970/0711b96f-0d8b-57bc-aa9d-252b33b18e0b,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,Acquisitions,tg:lhpr:2323_#4,,,tr:lh:9815,"dlod={""name"":""Portretten van Adolf Clauwaert"",""ark"":""ark:/24970/x0/eb5f4339-3af6-5992-898a-2dd5125f7f2a"",""uri"":""/repositories/11/accessions/16909"",""id"":""tr:lh:9815"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/eb5f4339-3af6-5992-898a-2dd5125f7f2a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,Annotations,tg:lhpr:2323_#4,adm.note,,,,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,Carrier,tg:lhpr:2323_#4,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,Colours,tg:lhpr:2323_#4,kenmerken/lhdragerico.lhkleur,,,,,,,,,,,kgw,,cream (color),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,DimensionSourceNotes,tg:lhpr:2323_#4,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,"12,2 x 8,7",,,,,,,,,"12,2 x 8,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,DimensionSourceNotes,tg:lhpr:2323_#4,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,"27,4 x 18,2",,,,,,,,,"27,4 x 18,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,,Dimensions,tg:lhpr:2323_#4,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,122.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,,Dimensions,tg:lhpr:2323_#4,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,87.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,,Dimensions,tg:lhpr:2323_#4,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,274.0,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,,Dimensions,tg:lhpr:2323_#4,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,182.0,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,Images,tg:lhpr:2323_#4,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:46409,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,ImmaterialRecord,tg:lhpr:2323_#4,brocade.immaterial_uuid,"[{""resourceId"": ""69887039-b047-5c94-84cc-504a3ad46549"", ""ontologyProperty"": """", ""resourceXresourceId"": ""59bf3d3d-affb-4b0a-82ee-c0ed0491254e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,Items,tg:lhpr:2323_#4,,,,,,,,,,,,,,,,,,,,,,,,tr:lh:9815,64503/5,Planex KP / M 762,,"(5) _Mijnen waerden vriende A. de Cock, ter aandenken,. Antwerpen 6 augustus
'88 / Pol de Mont_;(6) _Voor mijn geachten Vriend Prosper Verheyden, tot een
aandenken / Pol de Mont_;(7) _Aan Jef van Hoof, de hoop van Vlaanderen!! Van
harte / Pol de Mont_;(8) _Aan den geachten Vriend J. Mönlen(?) / Pol de
Mont_;(9) _Aan De Heer Clauwaert, de tweede skjald uit Prinses Sonneschijn
Vriendelijk aandenken : van Pol de Mont_",,,,,,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000197,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:2323_#4,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:2323/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,3,LegacyInformation,,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Afkomstig uit archief : D. van Kerkhoven,herkomst,False,,,,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,Marks,tg:lhpr:2323_#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,r.o.: _FVL_,signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,2,OriginalBrocade,tg:lhpr:2323_#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67b78ec4-0a19-5856-99a3-7fdb36d5ef22,au::13075,keywords,"dlod={""name"":""Pol de Mont"",""ark"":""ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22"",""uri"":""/agents/people/69759"",""id"":""au::13075"",""nameWithContext"":[""Janne van Assenede"",""Jan Dingen Dingemans"",""Karl"",""Montsalvat"",""Multafero"",""Nemo"",""Olympio"",""A. Scalde""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/67b78ec4-0a19-5856-99a3-7fdb36d5ef22,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,3,OriginalBrocade,tg:lhpr:2323_#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4d8e5a9-5b05-505a-b38d-12173a0aef8c,au::19576,keywords,"dlod={""name"":""Prosper Verheyden"",""ark"":""ark:/83110/x0/b4d8e5a9-5b05-505a-b38d-12173a0aef8c"",""uri"":""/agents/people/88336"",""id"":""au::19576"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/b4d8e5a9-5b05-505a-b38d-12173a0aef8c,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,4,OriginalBrocade,tg:lhpr:2323_#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24a875c8-e133-5982-a9a6-fe55f736caa9,au::3957,keywords,"dlod={""name"":""Adolf Clauwaert"",""ark"":""ark:/83110/x0/24a875c8-e133-5982-a9a6-fe55f736caa9"",""uri"":""/agents/people/90068"",""id"":""au::3957"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/24a875c8-e133-5982-a9a6-fe55f736caa9,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,5,OriginalBrocade,tg:lhpr:2323_#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8f3465da-1203-5191-aae0-2cfe9521aef1,au::9012,keywords,"dlod={""name"":""Jef van Hoof"",""ark"":""ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1"",""uri"":""/agents/people/52274"",""id"":""au::9012"",""nameWithContext"":[""Berten Bontenakel""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/8f3465da-1203-5191-aae0-2cfe9521aef1,,,,,,,,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,ProductionActors,tg:lhpr:2323_#4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d65a9eee-ccdf-548b-9b04-3e545d6618fe,,,,,,,,au::11741,artists (visual artists),"dlod={""name"":""Florimond van Loo"",""ark"":""ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe"",""uri"":""/agents/people/82780"",""id"":""au::11741"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/d65a9eee-ccdf-548b-9b04-3e545d6618fe,,,,,
,,0711b96f-0d8b-57bc-aa9d-252b33b18e0b,,,,,1,ProductionTechniques,tg:lhpr:2323_#4,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copper engraving (printing process),,,,
tg:lhpr:9300_#2,Prenten,07bd27a2-13fd-5ff2-be67-61e6a05502f7,Letterenhuis,https://data.letterenhuis.be/ark:/24970/07bd27a2-13fd-5ff2-be67-61e6a05502f7,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,Annotations,tg:lhpr:9300_#2,adm.note,,,,,(1) ets ; (2) mechanische reproductie,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,Carrier,tg:lhpr:9300_#2,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,DimensionSourceNotes,tg:lhpr:9300_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,22 x 16,,,,,,,,,22 x 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,DimensionSourceNotes,tg:lhpr:9300_#2,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,"29,5 x 21,5",,,,,,,,,"29,5 x 21,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,,Dimensions,tg:lhpr:9300_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,220.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,,Dimensions,tg:lhpr:9300_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,160.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,,Dimensions,tg:lhpr:9300_#2,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,295.0,hoogte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,,Dimensions,tg:lhpr:9300_#2,kenmerken/lhformatic.lhformatrandic,,,,,,,,,,,,,,,,,215.0,breedte met rand,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,Images,tg:lhpr:9300_#2,ill.highres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:235512,Hoge resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,2,Images,tg:lhpr:9300_#2,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:743556,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,ImmaterialRecord,tg:lhpr:9300_#2,brocade.immaterial_uuid,"[{""resourceId"": ""86df218b-3efb-5217-89bf-57bc1b86a048"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ba7a2fc9-8524-4770-b02e-403d58c413f7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,Items,tg:lhpr:9300_#2,,,,,,,,,,,,,,,,,,,,,,,,,141988,Planex GP / C 34,,(1) ets ; (2) mechanische reproductie,,,,,,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000001593,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:9300_#2,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:9300/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,2,LegacyInformation,,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geschenk van de heer en mevrouw O. Van Dongen-Segers.,herkomst,False,,,,,,,,,,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,2,OriginalBrocade,tg:lhpr:9300_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebd00cc4-2119-5474-b6ef-42b56014bfd9,au::4333,keywords,"dlod={""name"":""Hendrik Conscience"",""ark"":""ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9"",""uri"":""/agents/people/68347"",""id"":""au::4333"",""nameWithContext"":[""H. Geweéten""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ebd00cc4-2119-5474-b6ef-42b56014bfd9,,,,,,,,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,ProductionActors,tg:lhpr:9300_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760982e-5ce9-5771-b79b-df46fdcb981d,,,,,,,,au::19541,artists (visual artists),"dlod={""name"":""Piet Verhaert"",""ark"":""ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d"",""uri"":""/agents/people/49234"",""id"":""au::19541"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/4760982e-5ce9-5771-b79b-df46fdcb981d,,,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,1,ProductionTechniques,tg:lhpr:9300_#2,kenmerken/lhtechbasispr.lhtechpr,,,,,,,,,,,pet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,etching (printing process),,,,
,,07bd27a2-13fd-5ff2-be67-61e6a05502f7,,,,,,ProductionTimeSpans,tg:lhpr:9300_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1883,,,
tg:lhpr:2877_#2,Prenten,09013417-637d-5e40-9a6d-6860b590eaf2,Letterenhuis,https://data.letterenhuis.be/ark:/24970/09013417-637d-5e40-9a6d-6860b590eaf2,repository numbers,object identifier,0,AA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,Annotations,tg:lhpr:2877_#2,adm.note,,,,,De (machinaal) vervaardigde prent zit in een map met levensbeschrijving en informatie over het oeuvre.,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,4,Annotations,tg:lhpr:2877_#2,note.lhalg,,,,,Een derde exemplaar is genummerd 207/300,Nederlands,remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,Carrier,tg:lhpr:2877_#2,kenmerken/lhdragerico.lhdragertypeico,,,,,,,,,,,dpp,paper (fiber product),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,DimensionSourceNotes,tg:lhpr:2877_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,55  x 36,,,,,,,,,55  x 36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,,Dimensions,tg:lhpr:2877_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,550.0,hoogte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,,Dimensions,tg:lhpr:2877_#2,kenmerken/lhformatic.lhformatwerkic,,,,,,,,,,,,,,,,,360.0,breedte,millimeter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,Images,tg:lhpr:2877_#2,ill.lowres,,,,,,,,,,,,,,,,,,,,,https://anet.be/docstore/d:lh:46588,Lage resolutie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,ImmaterialRecord,tg:lhpr:2877_#2,brocade.immaterial_uuid,"[{""resourceId"": ""e85c88d3-ba74-5510-a01f-673b1357d61e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1b2bd060-0a34-4e66-bbbf-0ad57a0b2499"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,Items,tg:lhpr:2877_#2,,,,,,,,,,,,,,,,,,,,,,,,,221393,S 6225/I Planex GP,,De (machinaal) vervaardigde prent zit in een map met levensbeschrijving en informatie over het oeuvre.,,,,,,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,LegacyInformation,,if.rawcontent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIRES030\ico\2877i.jpg,commentaar gebruiker,False,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,LegacyInformation,,id.objectNumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BE-ANN07/pr/000000404,referentienummer,False,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,LegacyInformation,,brocade.id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tg:lhpr:2877_#2,brocade id,False,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,LegacyInformation,,brocade.url,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://anet.be/record/opaclhobj/tg:lhpr:2877/N,brocade url,False,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,3,LegacyInformation,,note.lhherkomst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23/11/2010: 221393: niet ingeschreven gevonden.,herkomst,False,,,,,,,,,,,,,,,,,,,,,
,,09013417-637d-5e40-9a6d-6860b590eaf2,,,,,1,Marks,tg:lhpr:2877_#2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l.o.: _JOZEF SIMONS °Oelegem 21-05-1888 +Turnhout 20-1-1948_,signatures (names),Nederlands,,,,,,,,,,,,,,,,,,
