ResourceID,brocade.id,card,order,Subject
56460c33-ef61-5704-a6a5-95aea4df9817,tg:rubgr:1696,Subjects,a::rub.46,a::rub.46
2c0df62c-af69-5f2e-8f05-a588516431a2,tg:rubgr:2110,Subjects,a::rub.14,a::rub.14
2c0df62c-af69-5f2e-8f05-a588516431a2,tg:rubgr:2110,Subjects,a::rub.45,a::rub.45
2c0df62c-af69-5f2e-8f05-a588516431a2,tg:rubgr:2110,Subjects,a::rub.47,a::rub.47
0b9d96ea-fbb5-59ef-8a42-410073526e52,tg:rubgr:3886,Subjects,a::rub.15,a::rub.15
b48e2316-e3f3-560e-92c3-b382c2f5a858,tg:rubgr:5051,Subjects,a::rub.11,a::rub.11
bc0ea4b3-a7f7-5578-90c1-e084f2918214,tg:rubgr:924,Subjects,a::rub.25,a::rub.25
7c289d27-de8b-5637-bc52-a35fd8b75ca7,tg:rubgr:1911,Subjects,a::rub.50,a::rub.50
4881f662-4647-5af8-81de-089d58d22bea,tg:rubgr:477,Subjects,a::rub.13,a::rub.13
2bd9cd1b-de08-5b78-8a2e-e2961ebd56ef,tg:rubgr:1442,Subjects,a::rub.38,a::rub.38
3a648575-f0f0-54e4-ae47-ad3f236fe5f1,tg:rubgr:4210,Subjects,a::rub.36,a::rub.36
fd37ecf9-bc1c-5cc7-977a-7601e9afe1d9,tg:rubgr:1507,Subjects,a::rub.39:1,a::rub.39:1
341a891b-62b7-541d-9161-095ed23b4874,tg:rubgr:532,Subjects,a::rub.14,a::rub.14
bfb6b406-a111-5255-ad8b-11456e168606,tg:rubgr:498,Subjects,a::rub.14,a::rub.14
ab0b4911-866d-57b7-922c-d7720cc2c701,tg:rubgr:1157,Subjects,a::rub.28,a::rub.28
e75dc1f0-693f-5352-bc04-33d05fafc976,tg:rubgr:4355,Subjects,a::rub.8,a::rub.8
2398661b-93fc-5c0b-909c-fcbc0fca88f5,tg:rubgr:162,Subjects,a::rub.7,a::rub.7
4bee6b5b-ae83-5cda-99b9-26a088c2ea41,tg:rubgr:5114,Subjects,a::rub.23,a::rub.23
4bee6b5b-ae83-5cda-99b9-26a088c2ea41,tg:rubgr:5114,Subjects,a::rub.38,a::rub.38
2409ee0c-40b2-5dbf-a221-37bc1c2e6fd9,tg:rubgr:1854,Subjects,a::rub.49,a::rub.49
08d8933b-cb05-5cc9-856b-66ecb30657d5,tg:rubgr:861,Subjects,a::rub.23,a::rub.23
6c930e39-f549-58aa-b13d-17b7d82b2314,tg:rubgr:4139,Subjects,a::rub.44,a::rub.44
fc5235cd-bf5f-563d-83a0-bc4ae1670141,tg:rubgr:1291,Subjects,a::rub.35,a::rub.35
c3e708b4-16e9-56a8-90e4-280d639caeab,tg:rubgr:4138,Subjects,a::rub.37,a::rub.37
9bb45216-b04b-5bf8-ad98-f797a884edd1,tg:rubgr:1290,Subjects,a::rub.35,a::rub.35
3ecea8f2-50fe-554f-b1ab-5737266ef28c,tg:rubgr:925,Subjects,a::rub.25,a::rub.25
65f85cd9-af7b-58a5-b09c-fef2c3cfc18f,tg:rubgr:1910,Subjects,a::rub.50,a::rub.50
6d087c55-9837-55d3-9aca-d5ea0fec791a,tg:rubgr:476,Subjects,a::rub.13,a::rub.13
6f009166-62cf-5a2d-9781-864c9f40e975,tg:rubgr:1443,Subjects,a::rub.38,a::rub.38
349aa1da-59d3-57f4-8f9c-d8f0f1675195,tg:rubgr:4211,Subjects,a::rub.10,a::rub.10
963a9a4e-31f7-5b85-8549-0d2d659cc494,tg:rubgr:1506,Subjects,a::rub.39,a::rub.39
66008fb5-1bd2-5b8d-87b2-147d52b986f8,tg:rubgr:533,Subjects,a::rub.14,a::rub.14
3e303450-18db-52db-a598-617c80932863,tg:rubgr:1156,Subjects,a::rub.28,a::rub.28
234725b3-f51a-5538-94a9-b5783b84387a,tg:rubgr:499,Subjects,a::rub.14,a::rub.14
973bb26c-7fa3-5c06-8d44-a6c1ad3eb691,tg:rubgr:163,Subjects,a::rub.7,a::rub.7
a4b91cda-3133-5585-ab33-1ded97c8c575,tg:rubgr:5115,Subjects,a::rub.9,a::rub.9
1765578d-6ddf-56e3-880a-e1b6c8d6287d,tg:rubgr:1855,Subjects,a::rub.49,a::rub.49
1765578d-6ddf-56e3-880a-e1b6c8d6287d,tg:rubgr:1855,Subjects,a::rub.5,a::rub.5
920a59d6-03bb-51f6-86b0-040902f11a8a,tg:rubgr:860,Subjects,a::rub.23,a::rub.23
9c48885b-2cfa-5cd5-a61e-069f214bc6c2,tg:rubgr:1382,Subjects,a::rub.37,a::rub.37
1c85da3b-d08b-5e9d-90de-5679f114992a,tg:rubgr:1678,Subjects,a::rub.45,a::rub.45
2d87282f-cc45-5ed7-8873-2a64b5bf17b3,tg:rubgr:708,Subjects,a::rub.21,a::rub.21
b6a91651-6531-5c53-a207-d7c3ea44d202,tg:rubgr:1697,Subjects,a::rub.22:1,a::rub.22:1
b6a91651-6531-5c53-a207-d7c3ea44d202,tg:rubgr:1697,Subjects,a::rub.45:1,a::rub.45:1
2b0da9a1-a08f-53df-af21-2d82d265ca6a,tg:rubgr:358,Subjects,a::rub.11,a::rub.11
a7e90956-6ebb-516b-9d95-4743dbae036f,tg:rubgr:4246,Subjects,a::rub.50,a::rub.50
ece73b78-d132-56c3-9fe8-3ccd3d63498f,tg:rubgr:1414,Subjects,a::rub.38,a::rub.38
0cac5e13-65c1-5811-ac93-ee095e5d48ed,tg:rubgr:421,Subjects,a::rub.13,a::rub.13
1f2d0302-5e99-5fe3-a99e-98c92026661c,tg:rubgr:1947,Subjects,a::rub.50,a::rub.50
65d9ec45-1ce4-5c73-979b-605437062ac9,tg:rubgr:7,Subjects,a::rub.11,a::rub.11
65d9ec45-1ce4-5c73-979b-605437062ac9,tg:rubgr:7,Subjects,a::rub.5,a::rub.5
0ffb8355-fec3-5b1c-b48b-9e6973bc45ef,tg:rubgr:83,Subjects,a::rub.7,a::rub.7
9273e4ba-4396-5d6f-be17-9dc3118a470c,tg:rubgr:837,Subjects,a::rub.23,a::rub.23
23b7289e-1dd2-578f-8204-feae4ba20a07,tg:rubgr:5142,Subjects,a::rub.25,a::rub.25
5c876b3f-7d67-5321-a918-24c7a1e05dfc,tg:rubgr:134,Subjects,a::rub.7,a::rub.7
211942b0-7599-5e92-862a-f9e1f11f6d6d,tg:rubgr:564,Subjects,a::rub.15,a::rub.15
de441251-0e68-5da6-9fdb-2b54d1d416a9,tg:rubgr:4753,Subjects,a::rub.21,a::rub.21
de441251-0e68-5da6-9fdb-2b54d1d416a9,tg:rubgr:4753,Subjects,a::rub.9,a::rub.9
40d421e1-e27e-5900-8e22-e923812fafb9,tg:rubgr:1551,Subjects,a::rub.42,a::rub.42
45532cf3-5d67-5f03-84f2-0d92d49e54e2,tg:rubgr:1394,Subjects,a::rub.37,a::rub.37
b844db5d-1390-5511-9faf-84b7ae45abbd,tg:rubgr:5338,Subjects,a::rub.38,a::rub.38
9b2dba63-8b31-5874-8dc6-1ba5fe8c7458,tg:rubgr:1681,Subjects,a::rub.45,a::rub.45
704716f9-1691-5f7c-a747-6a159a4c57a7,tg:rubgr:4529,Subjects,a::rub.19,a::rub.19
ee30f7b0-37b2-55ce-8eed-dd0b4b7dd533,tg:rubgr:95,Subjects,a::rub.7:1,a::rub.7:1
13ed4e87-4215-5c52-a594-fd7ede674dbd,tg:rubgr:964,Subjects,a::rub.25,a::rub.25
0d9b6087-0a9e-519e-9db4-78c093e1a3fd,tg:rubgr:1951,Subjects,a::rub.50,a::rub.50
d4bc7b0e-b435-5c3c-b65b-cd52c2bcda3e,tg:rubgr:437,Subjects,a::rub.13,a::rub.13
9f976eb9-ec8c-5517-a6cc-d7f2fedaa715,tg:rubgr:1402,Subjects,a::rub.38,a::rub.38
7148c8fd-6c76-5382-b621-15be48de3d33,tg:rubgr:1547,Subjects,a::rub.18,a::rub.18
7148c8fd-6c76-5382-b621-15be48de3d33,tg:rubgr:1547,Subjects,a::rub.41,a::rub.41
44da81d7-4553-58ec-a97c-c74492508f52,tg:rubgr:572,Subjects,a::rub.15,a::rub.15
a111438e-1b99-5a79-9d2b-183c787efe7c,tg:rubgr:4315,Subjects,a::rub.13,a::rub.13
8b5a0b13-d2a4-5695-a26b-aa5bb4ca2192,tg:rubgr:122,Subjects,a::rub.7,a::rub.7
ff3c1745-79c5-577f-88b5-6c084e6193ea,tg:rubgr:5154,Subjects,a::rub.25,a::rub.25
06651af8-affd-53eb-9330-6201d5b09a84,tg:rubgr:1814,Subjects,a::rub.46,a::rub.46
15b0c42a-730f-5572-989e-16759ab908bc,tg:rubgr:821,Subjects,a::rub.22,a::rub.22
0541cca6-6191-5549-9f6b-33b47c0902d7,tg:rubgr:1639,Subjects,a::rub.44,a::rub.44
2d048dd6-cf7d-5ae8-a659-62a7094e310a,tg:rubgr:1269,Subjects,a::rub.34,a::rub.34
dd716db3-acb4-5860-baa3-44900cc45ba0,tg:rubgr:749,Subjects,a::rub.21,a::rub.21
b014b1f5-693d-5e78-a632-f784c21b8de6,tg:rubgr:1286,Subjects,a::rub.35,a::rub.35
2d0c8c00-7fe3-5bc9-86ec-612eb7d03994,tg:rubgr:319,Subjects,a::rub.10,a::rub.10
faf0e9f9-8e75-5c1f-8921-611b132c66e7,tg:rubgr:3468,Subjects,a::rub.24,a::rub.24
08459a09-5982-5d97-b240-c60b9582c81c,tg:rubgr:1455,Subjects,a::rub.38,a::rub.38
d0a6b220-c231-5d04-bbce-944187bb36f5,tg:rubgr:460,Subjects,a::rub.13,a::rub.13
f50478d0-add5-5c12-a9f0-fc30fc27928a,tg:rubgr:933,Subjects,a::rub.25,a::rub.25
ac75627b-6ee4-514f-a6a3-13e088d66bac,tg:rubgr:899,Subjects,a::rub.24,a::rub.24
38143320-acdb-5542-ba9a-14252edc0a70,tg:rubgr:876,Subjects,a::rub.23,a::rub.23
62df88bc-eef3-55bd-9fe8-caced4596b8c,tg:rubgr:1843,Subjects,a::rub.48,a::rub.48
5e4f8615-f29e-5012-bb9b-e28dfe78b357,tg:rubgr:5103,Subjects,a::rub.37,a::rub.37
5e4f8615-f29e-5012-bb9b-e28dfe78b357,tg:rubgr:5103,Subjects,a::rub.9,a::rub.9
c8d620a4-3b84-5a58-bba1-8943db2468dc,tg:rubgr:175,Subjects,a::rub.7,a::rub.7
a4e51b95-0eb8-5bb9-9d34-3144747349a7,tg:rubgr:1140,Subjects,a::rub.26,a::rub.26
86780e1a-2c31-596f-893e-864a5dd02964,tg:rubgr:525,Subjects,a::rub.14,a::rub.14
07e64251-01fd-5a85-8a06-9aba24b42088,tg:rubgr:1510,Subjects,a::rub.39:1,a::rub.39:1
c042ed00-3900-5399-b9d8-716fda90e949,tg:rubgr:4505,Subjects,a::rub.27,a::rub.27
c042ed00-3900-5399-b9d8-716fda90e949,tg:rubgr:4505,Subjects,a::rub.29,a::rub.29
c042ed00-3900-5399-b9d8-716fda90e949,tg:rubgr:4505,Subjects,a::rub.34,a::rub.34
c042ed00-3900-5399-b9d8-716fda90e949,tg:rubgr:4505,Subjects,a::rub.43,a::rub.43
a9538bb6-cb31-53fe-99c7-6f03ab7925d1,tg:rubgr:732,Subjects,a::rub.21,a::rub.21
efb9a40b-213f-5fce-a7e8-df0bfbba68c1,tg:rubgr:698,Subjects,a::rub.20:1,a::rub.20:1
bc41e0ce-d105-5bc5-980b-0fd16a1ef946,tg:rubgr:1357,Subjects,a::rub.36,a::rub.36
49cf85cd-7ceb-5bbd-b291-ed2a3ba58b83,tg:rubgr:362,Subjects,a::rub.11,a::rub.11
ed6104b5-85ca-522e-aef8-fd2ee6128e5e,tg:rubgr:677,Subjects,a::rub.20,a::rub.20
c43b1369-d716-57c5-9d7a-5cf08b64baf9,tg:rubgr:1642,Subjects,a::rub.44,a::rub.44
c9bd8cd7-135b-5ad7-89c9-349074465c6c,tg:rubgr:227,Subjects,a::rub.8,a::rub.8
ed35aa9e-a026-596b-85c7-6375eaf61fdb,tg:rubgr:1838,Subjects,a::rub.48,a::rub.48
0b7f2793-ccae-525e-85c8-8e2649e066c9,tg:rubgr:56,Subjects,a::rub.6,a::rub.6
4b2a313c-b362-5357-86ec-5fe0b5479c7e,tg:rubgr:1584,Subjects,a::rub.43,a::rub.43
e469c177-53da-543f-8e50-8fa1096bd544,tg:rubgr:948,Subjects,a::rub.25,a::rub.25
d33a3bdc-26ed-5f6f-b21e-1b5e2f63814e,tg:rubgr:2202,Subjects,a::rub.54,a::rub.54
d27d39bb-c4f3-5f7d-b229-38429fa663dc,tg:rubgr:5343,Subjects,a::rub.41,a::rub.41
2f66c8d2-0650-5c9e-92f6-23c4b2b8c371,tg:rubgr:4102,Subjects,a::rub.25,a::rub.25
fcabad0c-75be-52af-9eb8-f257ef9d5824,tg:rubgr:335,Subjects,a::rub.10:1,a::rub.10:1
ea6cc410-f175-51ae-a45b-ddcacf2d9b72,tg:rubgr:1300,Subjects,a::rub.35,a::rub.35
18531e86-ace5-521a-8834-82af168f7d9c,tg:rubgr:765,Subjects,a::rub.21,a::rub.21
55b2058d-7870-5bfd-b1b6-487b8887ef0d,tg:rubgr:1245,Subjects,a::rub.31,a::rub.31
ef4d4fd0-2dbf-5b36-9358-6f86a9c71c49,tg:rubgr:270,Subjects,a::rub.9,a::rub.9
9535bb5b-1aab-5e6b-b9a8-63f09fd6859e,tg:rubgr:1615,Subjects,a::rub.44,a::rub.44
c85703f0-acb4-5049-96ca-6e0616c517e5,tg:rubgr:620,Subjects,a::rub.17,a::rub.17
acd147e9-2051-5b99-a0b3-099b9b5c84ac,tg:rubgr:2193,Subjects,a::rub.52,a::rub.52
851b3f9e-0af9-5b67-89ca-81ee504739c0,tg:rubgr:509,Subjects,a::rub.14,a::rub.14
cb9a9b76-4a78-5b45-9b18-f09441a504cf,tg:rubgr:159,Subjects,a::rub.7,a::rub.7
0bb3539b-a4e8-5fc8-8e1f-ff6649b0351e,tg:rubgr:1496,Subjects,a::rub.39,a::rub.39
0a72bb22-2f92-55b6-8cae-bbd9602f47c6,tg:rubgr:1183,Subjects,a::rub.30:1,a::rub.30:1
7368085c-3029-5a91-8b42-d96bc012bd18,tg:rubgr:1479,Subjects,a::rub.39,a::rub.39
75811ea5-486c-5d0e-9789-2027555b4b24,tg:rubgr:4381,Subjects,a::rub.38,a::rub.38
2716e55a-84b7-5698-a4ab-54760e3674ab,tg:rubgr:289,Subjects,a::rub.10:1,a::rub.10:1
264a301c-2417-52fd-9641-90e290f5a922,tg:rubgr:773,Subjects,a::rub.21,a::rub.21
810e529c-4cfb-5f36-9b0e-339276216d32,tg:rubgr:1316,Subjects,a::rub.35,a::rub.35
f0ce7967-4671-5547-a252-420d5a131404,tg:rubgr:323,Subjects,a::rub.10,a::rub.10
92f04253-64f5-5d00-9c9e-a827d31750a9,tg:rubgr:4817,Subjects,a::rub.7:1,a::rub.7:1
7a741b98-bab5-57cc-b0ae-61f991e4383f,tg:rubgr:5210,Subjects,a::rub.25,a::rub.25
61b30258-2c0b-5009-a544-c3f6a9050c54,tg:rubgr:2185,Subjects,a::rub.52:1,a::rub.52:1
2053d149-106e-505d-a23b-d9e72ce4bb1d,tg:rubgr:636,Subjects,a::rub.18,a::rub.18
5d7efcc4-c58d-54d0-923e-be5d6e53a70b,tg:rubgr:1603,Subjects,a::rub.44,a::rub.44
930d4b94-d485-5842-91a8-a4cb252f621f,tg:rubgr:266,Subjects,a::rub.9,a::rub.9
2496749e-e397-508d-9d31-af4792cd1a02,tg:rubgr:1253,Subjects,a::rub.33:1,a::rub.33:1
d898da00-4fe1-51ac-b1fb-7eba5f1f38bb,tg:rubgr:5139,Subjects,a::rub.25,a::rub.25
1b05d074-b1be-5a1f-8b43-d553a88b1769,tg:rubgr:17,Subjects,a::rub.5,a::rub.5
99e04a98-4ac2-52c7-b64f-da4222e200ca,tg:rubgr:1480,Subjects,a::rub.39,a::rub.39
e0839940-5a02-50bd-a1ba-7cfde883b18b,tg:rubgr:909,Subjects,a::rub.24,a::rub.24
e104c4c3-fe40-532d-9da9-d237162a0bc2,tg:rubgr:2097,Subjects,a::rub.41,a::rub.41
f9f80cdc-0a47-5a8e-9669-c764a530bb62,tg:rubgr:4840,Subjects,a::rub.34,a::rub.34
41e38a9a-6f5e-5bf8-98c6-f32568556140,tg:rubgr:374,Subjects,a::rub.11,a::rub.11
5aab0c53-660f-57e2-b49c-91f337918879,tg:rubgr:1341,Subjects,a::rub.35,a::rub.35
24a49520-d1ce-5fbe-92d3-c1fb10ef60e0,tg:rubgr:724,Subjects,a::rub.21,a::rub.21
fcb9061a-6de6-5007-9932-c937b7042d63,tg:rubgr:231,Subjects,a::rub.8,a::rub.8
2adc565c-6170-5992-a802-273c15dcda24,tg:rubgr:1654,Subjects,a::rub.45,a::rub.45
2adc565c-6170-5992-a802-273c15dcda24,tg:rubgr:1654,Subjects,a::rub.49,a::rub.49
df17dc10-e8e9-5044-8979-8b2d2d332b9e,tg:rubgr:661,Subjects,a::rub.19,a::rub.19
c315f4ea-959d-5b39-8732-1fb756681fbe,tg:rubgr:548,Subjects,a::rub.15,a::rub.15
35c2c230-fe43-5875-a049-bd21169bcb71,tg:rubgr:118,Subjects,a::rub.7,a::rub.7
f90763f1-f0c5-56b3-ae58-d367b5e90140,tg:rubgr:40,Subjects,a::rub.5,a::rub.5
20cbfe8d-0e3c-5271-b096-e2581d26bd49,tg:rubgr:1438,Subjects,a::rub.38,a::rub.38
62b98cf5-fbc9-59c2-8f38-5621e0d90b65,tg:rubgr:1592,Subjects,a::rub.43,a::rub.43
20de6331-c490-5ac8-9e8a-42003b696b62,tg:rubgr:4790,Subjects,a::rub.19,a::rub.19
ff824a8e-6eb1-53ee-bf5c-9ca5114c653f,tg:rubgr:180,Subjects,a::rub.7,a::rub.7
5f7a7299-f025-5d53-8289-38dcfa56b837,tg:rubgr:3472,Subjects,a::rub.38,a::rub.38
d05ba72a-feae-52a9-982d-b46a7d69deae,tg:rubgr:929,Subjects,a::rub.25,a::rub.25
29b31f8d-19f8-552b-a7b1-02a44fff02ef,tg:rubgr:883,Subjects,a::rub.23,a::rub.23
25c5020e-dfec-5c26-a5be-30666d904a1c,tg:rubgr:2263,Subjects,a::rub.57,a::rub.57
3ec16a80-779f-55b1-ab75-b67ae04188f7,tg:rubgr:1859,Subjects,a::rub.49,a::rub.49
10f14f75-c9c2-5784-85ff-57b7ddfb3732,tg:rubgr:37,Subjects,a::rub.5,a::rub.5
78e6e30d-a817-56e6-8a0f-185db51e3fd6,tg:rubgr:495,Subjects,a::rub.14,a::rub.14
b60fbd7f-4df4-5901-ae91-1cc3179f334b,tg:rubgr:616,Subjects,a::rub.17,a::rub.17
a3f9ec79-5f95-5535-b804-3017bfd5dbe0,tg:rubgr:1623,Subjects,a::rub.44,a::rub.44
c719f9e4-6426-5192-b06c-0d9a3a9a7471,tg:rubgr:246,Subjects,a::rub.9:1,a::rub.9:1
306f0d14-8de1-5cdb-bfd3-489b9cd4ff02,tg:rubgr:1273,Subjects,a::rub.34,a::rub.34
338e189f-50c6-5ac9-8e2b-8ebc8f16d49c,tg:rubgr:753,Subjects,a::rub.21,a::rub.21
9a6a4dda-8df1-5fc7-af25-2201d8d06ee6,tg:rubgr:1336,Subjects,a::rub.35,a::rub.35
013d0163-802e-5683-b848-426bc3506bc4,tg:rubgr:303,Subjects,a::rub.10,a::rub.10
0ed89c53-9b06-5ce8-88fe-b7777bd7a329,tg:rubgr:4134,Subjects,a::rub.20,a::rub.20
a90d15c1-9b0e-580a-be2b-2ea449a0e66a,tg:rubgr:1418,Subjects,a::rub.38,a::rub.38
76ef35a2-f9b3-5b95-a9fc-931a1f2c8b84,tg:rubgr:568,Subjects,a::rub.15,a::rub.15
1aa888be-554e-54a7-b7a6-387cf814439c,tg:rubgr:138,Subjects,a::rub.7,a::rub.7
d7fe2197-307a-5d8a-a9b0-4171563b68f4,tg:rubgr:60,Subjects,a::rub.6,a::rub.6
4f615bdc-4a2b-5411-b030-8f19698f4973,tg:rubgr:211,Subjects,a::rub.8:1,a::rub.8:1
b6437618-7c16-59f5-813a-83904ad714dc,tg:rubgr:1674,Subjects,a::rub.45,a::rub.45
59bfcdfe-c3cf-55af-baf4-18e92ffd2bcb,tg:rubgr:641,Subjects,a::rub.18,a::rub.18
b41619e2-542f-54ae-8c07-e343aa17f7ca,tg:rubgr:4476,Subjects,a::rub.25,a::rub.25
c611abf6-f2ed-51c3-8e3a-c5a8230a9af2,tg:rubgr:354,Subjects,a::rub.11,a::rub.11
0f831782-799d-5b7b-be48-4cbe7b30c294,tg:rubgr:1361,Subjects,a::rub.36,a::rub.36
4fee4bed-32ee-5cf0-abe7-2946250ae951,tg:rubgr:4499,Subjects,a::rub.6,a::rub.6
e103b0cf-c2ae-5949-af1d-9f92026c6d32,tg:rubgr:704,Subjects,a::rub.20,a::rub.20
de40bc1e-8c76-5077-98b2-45d0d0d23a5e,tg:rubgr:4533,Subjects,a::rub.26,a::rub.26
88885852-93cd-516b-8de9-3f49eaa3efb0,tg:rubgr:591,Subjects,a::rub.16,a::rub.16
358453c7-076a-58b1-aec8-851b1458cad9,tg:rubgr:99,Subjects,a::rub.7,a::rub.7
e7313745-1b79-5d79-b7c7-423f6dc866c5,tg:rubgr:1818,Subjects,a::rub.46,a::rub.46
555a22d1-a664-53cd-804a-85515732cee7,tg:rubgr:5158,Subjects,a::rub.25,a::rub.25
b3660533-9028-52ec-83d3-170a528530a0,tg:rubgr:76,Subjects,a::rub.7,a::rub.7
61c35d51-f3c1-5e2a-8320-5f256f7b117f,tg:rubgr:4899,Subjects,a::rub.9:1,a::rub.9:1
c651bea7-e6c7-5a5f-b2f3-c4df55e6f3cc,tg:rubgr:1398,Subjects,a::rub.38,a::rub.38
25f6fa2a-3a66-5b66-99c6-a4b0e74c462c,tg:rubgr:657,Subjects,a::rub.19,a::rub.19
82d5c969-1555-5f0c-a7e1-1202dcb32324,tg:rubgr:1662,Subjects,a::rub.45:1,a::rub.45:1
caeb4bb4-281f-5359-b999-6ac23e820bb2,tg:rubgr:207,Subjects,a::rub.8,a::rub.8
59543e29-d5ae-5c71-9f1a-aa337d87649a,tg:rubgr:712,Subjects,a::rub.21,a::rub.21
d7838960-3e19-5347-ab8d-e3e568685653,tg:rubgr:1377,Subjects,a::rub.37,a::rub.37
69828783-a488-51d2-b526-e50e4540fcee,tg:rubgr:342,Subjects,a::rub.10,a::rub.10
6086165b-db69-5e56-abd1-b416f45dc660,tg:rubgr:5334,Subjects,a::rub.44,a::rub.44
1239fa8f-f774-5d9a-8893-f61e6800766d,tg:rubgr:895,Subjects,a::rub.24,a::rub.24
4dd6ab03-854d-51b1-b056-1ca63b07f069,tg:rubgr:1459,Subjects,a::rub.38,a::rub.38
2a4c0c0f-8f81-53c1-98e5-d24e76d01841,tg:rubgr:3464,Subjects,a::rub.39,a::rub.39
92aed983-2282-50c2-aa79-5e009a4b3a18,tg:rubgr:196,Subjects,a::rub.8,a::rub.8
0364ee62-46d6-5fe7-9623-5380e1407909,tg:rubgr:529,Subjects,a::rub.14,a::rub.14
fcb47ef0-1ab4-5843-afb6-9206dbb3e7f9,tg:rubgr:483,Subjects,a::rub.13:1,a::rub.13:1
7ad9e225-a8f2-5c48-a589-d217c7fe1728,tg:rubgr:179,Subjects,a::rub.7,a::rub.7
3b48c57a-a39b-5f73-aab5-4eb6fa8008b7,tg:rubgr:21,Subjects,a::rub.5,a::rub.5
9f93b756-e091-59ef-a8e8-8591e95b8244,tg:rubgr:1265,Subjects,a::rub.34,a::rub.34
244e3376-1538-5cfc-a3ca-9db3af75fb7f,tg:rubgr:250,Subjects,a::rub.9,a::rub.9
324d18d3-4408-5e21-ab6e-fd7db15e3d88,tg:rubgr:1635,Subjects,a::rub.44,a::rub.44
068049f9-6e80-5709-aeb8-1b28d77a3fe1,tg:rubgr:600,Subjects,a::rub.17:1,a::rub.17:1
c544ebd0-11fe-58cf-ae00-c4ccbbcb3d96,tg:rubgr:4821,Subjects,a::rub.12,a::rub.12
cab46d39-ff0f-5987-a9bb-2312aa4f757a,tg:rubgr:315,Subjects,a::rub.10,a::rub.10
9f27c1ad-1ab1-54f9-8d28-1801a3ed6afe,tg:rubgr:1320,Subjects,a::rub.35,a::rub.35
340562d8-69c3-5a28-9651-00cfb5309d53,tg:rubgr:745,Subjects,a::rub.21,a::rub.21
09dc1e3c-8d94-544c-af52-4c3b4a2ab9a8,tg:rubgr:1567,Subjects,a::rub.42,a::rub.42
09dc1e3c-8d94-544c-af52-4c3b4a2ab9a8,tg:rubgr:1567,Subjects,a::rub.9,a::rub.9
8591edd5-0238-5b2a-a198-a253619170d8,tg:rubgr:552,Subjects,a::rub.15,a::rub.15
503add66-2ac0-5885-b3ef-fbc7523052f5,tg:rubgr:1137,Subjects,a::rub.26,a::rub.26
ea709561-77da-5fae-9617-18f33341ca8f,tg:rubgr:102,Subjects,a::rub.7,a::rub.7
90f31254-4fdd-5348-99b3-ddb1e37ded8c,tg:rubgr:1834,Subjects,a::rub.48,a::rub.48
a454bd40-ba69-5dad-a980-84d55e4ecd28,tg:rubgr:801,Subjects,a::rub.21,a::rub.21
f6535adc-959d-574c-b306-4d7ad5417b12,tg:rubgr:944,Subjects,a::rub.25,a::rub.25
b4b1d0f7-3486-5dac-805c-f5e3836b278c,tg:rubgr:417,Subjects,a::rub.13,a::rub.13
2d9c3957-c393-5e7a-853b-bdfe381d6690,tg:rubgr:1422,Subjects,a::rub.38,a::rub.38
74d09ef1-59a7-555b-a350-867cb0a83617,tg:rubgr:1588,Subjects,a::rub.43,a::rub.43
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Subjects,a::rub.20,a::rub.20
c2cb500c-c26e-578b-85ee-645cf8cd2688,tg:rubgr:381,Subjects,a::rub.11,a::rub.11
aa667d69-da4d-5e87-bccd-7b718d5152b4,tg:rubgr:856,Subjects,a::rub.23,a::rub.23
8bafc422-f58b-52b1-9b8a-b5e0fadb8e17,tg:rubgr:1863,Subjects,a::rub.49,a::rub.49
4fa0a22d-48fe-57f0-ad7b-29fbfe971e7b,tg:rubgr:5123,Subjects,a::rub.25,a::rub.25
88f9befb-e400-5209-a4ac-31e5912345da,tg:rubgr:4362,Subjects,a::rub.12,a::rub.12
ca0ad15b-61a0-52ce-abc7-77a238497947,tg:rubgr:155,Subjects,a::rub.7,a::rub.7
ff49b8ca-619b-5bd5-8d17-00d4e59e7cf2,tg:rubgr:1160,Subjects,a::rub.28,a::rub.28
e4b00dc0-fc68-59f7-a523-8343d20673d9,tg:rubgr:4732,Subjects,a::rub.49,a::rub.49
e4b00dc0-fc68-59f7-a523-8343d20673d9,tg:rubgr:4732,Subjects,a::rub.5,a::rub.5
e4b00dc0-fc68-59f7-a523-8343d20673d9,tg:rubgr:4732,Subjects,a::rub.50,a::rub.50
e4b00dc0-fc68-59f7-a523-8343d20673d9,tg:rubgr:4732,Subjects,a::rub.54,a::rub.54
b6d4b6bf-e850-5f06-938c-3bf08e974e98,tg:rubgr:505,Subjects,a::rub.14,a::rub.14
88f3a3ca-3a22-53c7-900b-b74f29824a2e,tg:rubgr:1530,Subjects,a::rub.41,a::rub.41
113dff26-397c-5cbb-b134-8c88127047a0,tg:rubgr:1475,Subjects,a::rub.38,a::rub.38
a36a7166-eb5b-5662-ac83-802a712ec1ec,tg:rubgr:4677,Subjects,a::rub.38,a::rub.38
307f99a0-858f-5a5c-94d1-82579b212e3f,tg:rubgr:1926,Subjects,a::rub.50,a::rub.50
19099a9d-d387-5576-81c3-f544d20bdec8,tg:rubgr:913,Subjects,a::rub.24,a::rub.24
78f7ea5f-c2e3-5b50-ad87-dd5f1a6af11f,tg:rubgr:2259,Subjects,a::rub.57:1,a::rub.57:1
