ResourceID,brocade.id,card,order,Keyword
c544ebd0-11fe-58cf-ae00-c4ccbbcb3d96,tg:rubgr:4821,Keywords,1,"Lehmann, Walter"
cab46d39-ff0f-5987-a9bb-2312aa4f757a,tg:rubgr:315,Keywords,1,"Carracci, Annibale"
cab46d39-ff0f-5987-a9bb-2312aa4f757a,tg:rubgr:315,Keywords,2,volkskunde
cab46d39-ff0f-5987-a9bb-2312aa4f757a,tg:rubgr:315,Keywords,3,"Crane, Thomas Frederick"
cab46d39-ff0f-5987-a9bb-2312aa4f757a,tg:rubgr:315,Keywords,4,"Gombrich, Ernst H."
cab46d39-ff0f-5987-a9bb-2312aa4f757a,tg:rubgr:315,Keywords,5,"Kris, Ernst"
cab46d39-ff0f-5987-a9bb-2312aa4f757a,tg:rubgr:315,Keywords,6,"Posner, Donald"
9f27c1ad-1ab1-54f9-8d28-1801a3ed6afe,tg:rubgr:1320,Keywords,1,kostuum
9f27c1ad-1ab1-54f9-8d28-1801a3ed6afe,tg:rubgr:1320,Keywords,2,"Mandach, Conrad von"
bd9e128c-3d59-5507-b3d6-52d2a9293bc4,tg:rubgr:4572,Keywords,1,"Hooykaas, J.C."
340562d8-69c3-5a28-9651-00cfb5309d53,tg:rubgr:745,Keywords,1,"Klauser, Theodor"
42c4f857-578a-5bd1-8bcc-1bd0285a8f9e,tg:rubgr:1770,Keywords,1,"Spencer-Churchill, Edward George"
bcbac4e2-7303-5105-ab7b-9689e2a0a364,tg:rubgr:4088,Keywords,1,Masaccio
bcbac4e2-7303-5105-ab7b-9689e2a0a364,tg:rubgr:4088,Keywords,2,"Vasari, Giorgio"
bcbac4e2-7303-5105-ab7b-9689e2a0a364,tg:rubgr:4088,Keywords,3,"Mazzoni, Guido"
09dc1e3c-8d94-544c-af52-4c3b4a2ab9a8,tg:rubgr:1567,Keywords,1,"Jedlicka, Gotthard"
09dc1e3c-8d94-544c-af52-4c3b4a2ab9a8,tg:rubgr:1567,Keywords,2,"Gudlaugsson, S.J."
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,Keywords,1,Rafael
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,Keywords,2,"Bombe, Walter"
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,Keywords,3,"Hetzer, Theodor"
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,Keywords,4,"Steinbart, Kurt"
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,Keywords,5,"Viebrook-Muchall, Thomas"
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,Keywords,6,"Wescher, Paul"
6491de82-e2aa-5555-b559-9846f19dec57,tg:rubgr:4765,Keywords,7,"Wittmann, Otto, Jr."
8591edd5-0238-5b2a-a198-a253619170d8,tg:rubgr:552,Keywords,1,"Goppelsroeder-Sarasin, B.J."
9c87a5ee-cc0c-5a34-9056-991329e2526a,tg:rubgr:4335,Keywords,1,"Grünewald, Matthias"
9c87a5ee-cc0c-5a34-9056-991329e2526a,tg:rubgr:4335,Keywords,2,"Junius, Franciscus"
9c87a5ee-cc0c-5a34-9056-991329e2526a,tg:rubgr:4335,Keywords,3,"Sandrart, Joachim I von"
9c87a5ee-cc0c-5a34-9056-991329e2526a,tg:rubgr:4335,Keywords,4,"Fehl, Philipp"
9c87a5ee-cc0c-5a34-9056-991329e2526a,tg:rubgr:4335,Keywords,5,"Kay, Marguerite"
ea709561-77da-5fae-9617-18f33341ca8f,tg:rubgr:102,Keywords,1,"Londen, Witt Library"
ea709561-77da-5fae-9617-18f33341ca8f,tg:rubgr:102,Keywords,2,"Bol, Hans"
966d5644-138e-51d8-95f9-606d0d72b9f0,tg:rubgr:5174,Keywords,1,"Goethals, Felix Victor"
966d5644-138e-51d8-95f9-606d0d72b9f0,tg:rubgr:5174,Keywords,2,"Rietstap, J.B."
90f31254-4fdd-5348-99b3-ddb1e37ded8c,tg:rubgr:1834,Keywords,1,"Klauner, Friderike"
58d3a8a0-bf44-56e8-b9dd-e16066ccc2e0,tg:rubgr:3809,Keywords,1,"Wegner, Wolfgang"
1e8fdb8a-a643-5f86-b132-4d766bbe4ba7,tg:rubgr:5031,Keywords,1,"Künstler, Gustav"
f6535adc-959d-574c-b306-4d7ad5417b12,tg:rubgr:944,Keywords,1,grisaille-schilderkunst
f6535adc-959d-574c-b306-4d7ad5417b12,tg:rubgr:944,Keywords,2,veilinghuis
f6535adc-959d-574c-b306-4d7ad5417b12,tg:rubgr:944,Keywords,3,"Londen, Witt Library"
4543f5c5-8056-5659-a90e-ad89e9c5bce1,tg:rubgr:1971,Keywords,1,"Jedlicka, Gotthard"
b4b1d0f7-3486-5dac-805c-f5e3836b278c,tg:rubgr:417,Keywords,1,"Vanderheijden, Jan"
b4b1d0f7-3486-5dac-805c-f5e3836b278c,tg:rubgr:417,Keywords,2,"Willems, Leonard"
31254fbf-b325-5a0c-b4c8-3561fe4c049e,tg:rubgr:4270,Keywords,1,"Heemskerck, Maarten van"
31254fbf-b325-5a0c-b4c8-3561fe4c049e,tg:rubgr:4270,Keywords,2,"Haverkamp-Begemann, Egbert"
31254fbf-b325-5a0c-b4c8-3561fe4c049e,tg:rubgr:4270,Keywords,3,"Hoetink, H.R."
31254fbf-b325-5a0c-b4c8-3561fe4c049e,tg:rubgr:4270,Keywords,4,"Münz, Ludwig"
74d09ef1-59a7-555b-a350-867cb0a83617,tg:rubgr:1588,Keywords,1,"Dermenghem, Emile"
74d09ef1-59a7-555b-a350-867cb0a83617,tg:rubgr:1588,Keywords,2,"Morton, Arthur Leslie"
7eead5a0-8169-55eb-b7b3-1da791a210d8,tg:rubgr:1072,Keywords,1,"Beham, Hans Sebald"
16efc67f-124a-530c-b828-2d56a75d7263,tg:rubgr:2577,Keywords,1,"Karling, Sten"
c0334dc1-e0c8-5773-afe5-db1169ae0bc2,tg:rubgr:5318,Keywords,1,"Anzelewski, Fedja"
c0334dc1-e0c8-5773-afe5-db1169ae0bc2,tg:rubgr:5318,Keywords,2,"Mielke, Hans"
6d5756cd-74ac-5c26-a3c1-02bce129a466,tg:rubgr:2127,Keywords,1,"Wierix, Antoon II"
6d5756cd-74ac-5c26-a3c1-02bce129a466,tg:rubgr:2127,Keywords,2,"Goudstikker, Jacques"
6d5756cd-74ac-5c26-a3c1-02bce129a466,tg:rubgr:2127,Keywords,3,"Londen, Witt Library"
b326d96e-409e-5f6f-94e6-4d0c7467067a,tg:rubgr:4159,Keywords,1,"Steenwyck, Hendrik II van"
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Keywords,1,tekenkunst
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Keywords,2,molen
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Keywords,3,"Seilern, Antoine"
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Keywords,4,"Münz, Ludwig"
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Keywords,5,"Winner, Matthias"
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Keywords,6,"Napels, Castel dell'Ovo"
af6674d4-6a5f-5c8d-a1c7-6bb127d2272c,tg:rubgr:694,Keywords,7,"Londen, Courtauld Institute of Art, Seilern Collectie"
aab9c72b-1561-59fe-859d-c9650247208d,tg:rubgr:4509,Keywords,1,"Linfert, Carl"
7631bf35-0f61-594b-b7f1-bca54d563b46,tg:rubgr:2824,Keywords,1,"Sadeler, Aegidius"
7631bf35-0f61-594b-b7f1-bca54d563b46,tg:rubgr:2824,Keywords,2,"Spranger, Bartholomeus"
7631bf35-0f61-594b-b7f1-bca54d563b46,tg:rubgr:2824,Keywords,3,"Descamps, J.B."
39666c14-df24-55a9-b438-a79ac0692014,tg:rubgr:3736,Keywords,1,"Bruyn, Abraham de"
5543b28f-c047-51d2-a860-fa9425c04f04,tg:rubgr:3673,Keywords,1,"Münz, Ludwig"
c2cb500c-c26e-578b-85ee-645cf8cd2688,tg:rubgr:381,Keywords,1,"Amman, Jost"
df3facf0-800b-5a3f-8bf2-d13da174eef7,tg:rubgr:3389,Keywords,1,Brighton Art Gallery and Museum
f29442b7-1841-5b95-bb48-04c1796d4f76,tg:rubgr:2598,Keywords,1,"San Diego, San Diego Museum of Art"
aa667d69-da4d-5e87-bccd-7b718d5152b4,tg:rubgr:856,Keywords,1,"Mireur, Hippolyte"
cc9b562b-6c2c-5e5d-86e5-9939a4680fed,tg:rubgr:5089,Keywords,1,iconografie
cc9b562b-6c2c-5e5d-86e5-9939a4680fed,tg:rubgr:5089,Keywords,2,"Münz, Ludwig"
cc9b562b-6c2c-5e5d-86e5-9939a4680fed,tg:rubgr:5089,Keywords,3,"Stridbeck, Carl Gustav"
8bafc422-f58b-52b1-9b8a-b5e0fadb8e17,tg:rubgr:1863,Keywords,1,"Magnus, Olaus"
8bafc422-f58b-52b1-9b8a-b5e0fadb8e17,tg:rubgr:1863,Keywords,2,"Lagercrantz, Bo"
4fa0a22d-48fe-57f0-ad7b-29fbfe971e7b,tg:rubgr:5123,Keywords,1,"Kay, Marguerite"
4fa0a22d-48fe-57f0-ad7b-29fbfe971e7b,tg:rubgr:5123,Keywords,2,"Künstler, Gustav"
88f9befb-e400-5209-a4ac-31e5912345da,tg:rubgr:4362,Keywords,1,"Coter, Colijn de"
ca0ad15b-61a0-52ce-abc7-77a238497947,tg:rubgr:155,Keywords,1,"Künstler, Gustav"
692ab5c8-34cb-5da7-8d5e-8c5a6d953594,tg:rubgr:4698,Keywords,1,"Dynes, Wayne"
e4b00dc0-fc68-59f7-a523-8343d20673d9,tg:rubgr:4732,Keywords,1,"Pölnitz, Gerhard von"
b6d4b6bf-e850-5f06-938c-3bf08e974e98,tg:rubgr:505,Keywords,1,"Sullivan, Margaret A."
88f3a3ca-3a22-53c7-900b-b74f29824a2e,tg:rubgr:1530,Keywords,1,Ernst van Oostenrijk (aartshertog)
88f3a3ca-3a22-53c7-900b-b74f29824a2e,tg:rubgr:1530,Keywords,2,"Jedlicka, Gotthard"
544ec7e0-fe5c-5d27-9279-4c05533939a0,tg:rubgr:1025,Keywords,1,handschriften
544ec7e0-fe5c-5d27-9279-4c05533939a0,tg:rubgr:1025,Keywords,2,"Leroquais, Victor"
ea6159dd-54e8-5e7d-be65-e7d728c54d0a,tg:rubgr:3448,Keywords,1,"Combe, Jacques"
a36a7166-eb5b-5662-ac83-802a712ec1ec,tg:rubgr:4677,Keywords,1,"Burtin, François-Xavier de"
9efc6ff0-dfa5-543b-b8aa-1440446c47e8,tg:rubgr:2609,Keywords,1,"Bol, Hans"
9efc6ff0-dfa5-543b-b8aa-1440446c47e8,tg:rubgr:2609,Keywords,2,Rafael
9efc6ff0-dfa5-543b-b8aa-1440446c47e8,tg:rubgr:2609,Keywords,3,"Haverkamp-Begemann, Egbert"
307f99a0-858f-5a5c-94d1-82579b212e3f,tg:rubgr:1926,Keywords,1,"Gombrich, Ernst H."
19099a9d-d387-5576-81c3-f544d20bdec8,tg:rubgr:913,Keywords,1,"Gozzoli, Benozzo"
19099a9d-d387-5576-81c3-f544d20bdec8,tg:rubgr:913,Keywords,2,"Florence, Palazzo Medici-Riccardi"
78f7ea5f-c2e3-5b50-ad87-dd5f1a6af11f,tg:rubgr:2259,Keywords,1,Karel I (koning van Engeland)
78f7ea5f-c2e3-5b50-ad87-dd5f1a6af11f,tg:rubgr:2259,Keywords,2,"Porter, Endymion"
78f7ea5f-c2e3-5b50-ad87-dd5f1a6af11f,tg:rubgr:2259,Keywords,3,"Choiseul-Praslin, Charles de"
78f7ea5f-c2e3-5b50-ad87-dd5f1a6af11f,tg:rubgr:2259,Keywords,4,"Speelman, Edward"
78f7ea5f-c2e3-5b50-ad87-dd5f1a6af11f,tg:rubgr:2259,Keywords,5,"Millar, Oliver"
a5345286-0444-5d57-a625-8b207034b970,tg:rubgr:5066,Keywords,1,Brueghel (familie)
a5345286-0444-5d57-a625-8b207034b970,tg:rubgr:5066,Keywords,2,"Vaes, Maurice"
8f130dda-cf09-5ca4-9dc0-5114a141d3b8,tg:rubgr:3761,Keywords,1,"Granvelle, Antoine Perrenot de"
8f130dda-cf09-5ca4-9dc0-5114a141d3b8,tg:rubgr:3761,Keywords,2,"Strauss, Walter L."
ac4455d2-8e25-5a09-831e-d80785d79692,tg:rubgr:293,Keywords,1,"Lambotte, Paul"
15b34440-2016-5476-ad90-517d01a6a8fc,tg:rubgr:769,Keywords,1,"Parrot, André"
1ce3f284-d86f-56d5-a3ac-7153ed52ebc1,tg:rubgr:3331,Keywords,1,"Baellieur, Cornelis de (I)"
3de74b36-92bb-54c6-bd99-289508c0a97c,tg:rubgr:339,Keywords,1,volkskunde
5e2dc3b5-e2c6-5420-b76e-7a127c575956,tg:rubgr:2170,Keywords,1,"Mandijn, Jan"
5e2dc3b5-e2c6-5420-b76e-7a127c575956,tg:rubgr:2170,Keywords,2,"Verburgh, Dionijs"
5e2dc3b5-e2c6-5420-b76e-7a127c575956,tg:rubgr:2170,Keywords,3,"Pulitzer, Henry F."
a768bbee-d345-5ffa-bdc4-e891688582e6,tg:rubgr:2520,Keywords,1,"Faggin, Giorgio T."
21738f6d-1682-55e5-9e61-9531f7533875,tg:rubgr:2035,Keywords,1,"Buchelius, Arnoldus"
39e20fea-7e06-5780-a507-b746926eecf2,tg:rubgr:4948,Keywords,1,"Boon, Karel Gerard"
f9df6b49-60a9-5b83-a9e9-ba7bb6c80c5a,tg:rubgr:3624,Keywords,1,tekenkunst
f9df6b49-60a9-5b83-a9e9-ba7bb6c80c5a,tg:rubgr:3624,Keywords,2,"Briquet, Charles M."
f9df6b49-60a9-5b83-a9e9-ba7bb6c80c5a,tg:rubgr:3624,Keywords,3,"Boon, Karel Gerard"
f9df6b49-60a9-5b83-a9e9-ba7bb6c80c5a,tg:rubgr:3624,Keywords,4,"Hasselt, Carlos van"
f9df6b49-60a9-5b83-a9e9-ba7bb6c80c5a,tg:rubgr:3624,Keywords,5,"Romdahl, Axel L."
dd52644f-7a9e-5c7e-95ee-39f930759740,tg:rubgr:1619,Keywords,1,"Boström, Kjell"
a2728d8b-acb5-56bc-af44-7d7cb39c1007,tg:rubgr:1249,Keywords,1,"Mössner, Wolfgang"
a8844ef0-dd62-591f-b6e2-d7f2e3e03184,tg:rubgr:786,Keywords,1,"Scorel, Jan van"
a8844ef0-dd62-591f-b6e2-d7f2e3e03184,tg:rubgr:786,Keywords,2,"Vendramin, Andrea"
a8844ef0-dd62-591f-b6e2-d7f2e3e03184,tg:rubgr:786,Keywords,3,"Borenius, Tancred"
21b52e38-23da-5a10-af23-2ca04ce3c645,tg:rubgr:513,Keywords,1,Fortitudo
21b52e38-23da-5a10-af23-2ca04ce3c645,tg:rubgr:513,Keywords,2,tekenkunst
21b52e38-23da-5a10-af23-2ca04ce3c645,tg:rubgr:513,Keywords,3,prentkunst
21b52e38-23da-5a10-af23-2ca04ce3c645,tg:rubgr:513,Keywords,4,iconografie
babc702c-bbf3-5af2-93cd-99b1230e99cd,tg:rubgr:143,Keywords,1,"Chatsworth, privé-collectie"
db38613f-619c-5e94-a492-1d2832fa10f2,tg:rubgr:5135,Keywords,1,"Nicolson, Benedict"
75cb7d52-2f7e-54d0-bfb9-bdab1bd82664,tg:rubgr:3848,Keywords,1,"Chatsworth, privé-collectie"
e91e3912-0d81-517d-a8f7-fe8fb59276bc,tg:rubgr:1875,Keywords,1,"Stridbeck, Carl Gustav"
e91e3912-0d81-517d-a8f7-fe8fb59276bc,tg:rubgr:1875,Keywords,2,"Holbein, Hans II"
f471950d-9479-57a2-ae10-7ce3ab772639,tg:rubgr:840,Keywords,1,"Veken, G.Ph van der"
f471950d-9479-57a2-ae10-7ce3ab772639,tg:rubgr:840,Keywords,2,"Londen, Witt Library"
a9f1e800-a66f-559f-9eca-f38f44a6ecec,tg:rubgr:5070,Keywords,1,"La Tour, Georges de"
a9f1e800-a66f-559f-9eca-f38f44a6ecec,tg:rubgr:5070,Keywords,2,"Blunt, Anthony"
a9f1e800-a66f-559f-9eca-f38f44a6ecec,tg:rubgr:5070,Keywords,3,"Pariset, François-Georges"
24381c4e-b5da-54be-9682-3feb674233ab,tg:rubgr:905,Keywords,1,Adviezen
27110534-975f-593c-9d60-ed2d5a294de0,tg:rubgr:1930,Keywords,1,"Faggin, Giorgio T."
536e5448-74ea-53f3-a468-c92e7ac6e39e,tg:rubgr:456,Keywords,1,"Dresden, Staatliche Kunstsammlungen, Kupferstichkabinett"
baf2ad8d-1419-58c4-8346-df539430454e,tg:rubgr:4661,Keywords,1,"München, Staatliche Graphische Sammlung"
61fafe70-494b-5c1f-8a9d-6cfefae2c2a0,tg:rubgr:1199,Keywords,1,"Alba, Fernando Alvarez de Toledo"
61fafe70-494b-5c1f-8a9d-6cfefae2c2a0,tg:rubgr:1199,Keywords,2,"Jonghelinck, Jacques"
61fafe70-494b-5c1f-8a9d-6cfefae2c2a0,tg:rubgr:1199,Keywords,3,"Granvelle, Antoine Perrenot de"
61fafe70-494b-5c1f-8a9d-6cfefae2c2a0,tg:rubgr:1199,Keywords,4,"Pirenne, Henri"
38e61076-c3b2-50d7-94d2-39f140d94cd8,tg:rubgr:1463,Keywords,1,"Dalem, Cornelis van"
38e61076-c3b2-50d7-94d2-39f140d94cd8,tg:rubgr:1463,Keywords,2,kostuumboek
38e61076-c3b2-50d7-94d2-39f140d94cd8,tg:rubgr:1463,Keywords,3,"Vaux de Foletier, F. de"
38e61076-c3b2-50d7-94d2-39f140d94cd8,tg:rubgr:1463,Keywords,4,"Desprez, François"
62f9797f-6cc9-5b12-8342-356ea59bd505,tg:rubgr:4231,Keywords,1,"Hansmann, Axel"
24f28a2d-e212-5549-a807-5375a1751cea,tg:rubgr:2536,Keywords,1,"Hartveld, Samuel"
24f28a2d-e212-5549-a807-5375a1751cea,tg:rubgr:2536,Keywords,2,"Wedewer, Hermann"
24f28a2d-e212-5549-a807-5375a1751cea,tg:rubgr:2536,Keywords,3,"Berlijn, Rudolph Lepke"
24f28a2d-e212-5549-a807-5375a1751cea,tg:rubgr:2536,Keywords,4,"Londen, Witt Library"
23b4c1d3-4e3e-5a71-b189-6b026e45c57b,tg:rubgr:2166,Keywords,1,"Bordeaux, Musée des Beaux-Arts"
cbc0b704-ddac-5af0-a589-817f24fe60e4,tg:rubgr:4118,Keywords,1,"Cranach, Lucas I"
cbc0b704-ddac-5af0-a589-817f24fe60e4,tg:rubgr:4118,Keywords,2,"Holbein, Hans II"
cbc0b704-ddac-5af0-a589-817f24fe60e4,tg:rubgr:4118,Keywords,3,"Ley, Hermann"
39f4782c-0c7c-53cc-8d1f-4854e71e8121,tg:rubgr:4548,Keywords,1,"Granberg, Olof"
3284df85-3d3e-525e-824d-3b5458cfdc71,tg:rubgr:285,Keywords,1,tekenkunst
3284df85-3d3e-525e-824d-3b5458cfdc71,tg:rubgr:285,Keywords,2,"Mongan, Agnes"
3284df85-3d3e-525e-824d-3b5458cfdc71,tg:rubgr:285,Keywords,3,"Cambridge (MA), Fogg Art Museum"
21152ea5-5cbc-5a95-9aa1-e7594918b123,tg:rubgr:3777,Keywords,1,"Reznicek, E.K.J."
3e0da625-02d8-56df-8589-fdeb49a339d6,tg:rubgr:790,Keywords,1,"Bles, Herri met de"
3e0da625-02d8-56df-8589-fdeb49a339d6,tg:rubgr:790,Keywords,2,"Scorel, Jan van"
3e0da625-02d8-56df-8589-fdeb49a339d6,tg:rubgr:790,Keywords,3,"Burckhardt, Jacob"
3e0da625-02d8-56df-8589-fdeb49a339d6,tg:rubgr:790,Keywords,4,"Venetië, Galleria dell'Accademia"
3e0da625-02d8-56df-8589-fdeb49a339d6,tg:rubgr:790,Keywords,5,"Venetië, Galleria Giorgio Franchetti"
99c1ac50-3c4a-50a0-a2de-d9d173815b51,tg:rubgr:3798,Keywords,1,"Meder, Joseph"
1948b8b1-4945-5509-bcbf-9c3005eb00f7,tg:rubgr:1822,Keywords,1,"Jedlicka, Gotthard"
eed36d67-1c16-58e8-ab16-a573050459ae,tg:rubgr:1988,Keywords,1,"Anthoine, Jean-Baptiste"
eed36d67-1c16-58e8-ab16-a573050459ae,tg:rubgr:1988,Keywords,2,"Voet, Alexander I"
5e4b5c33-49e8-55d4-9800-407a38454ca4,tg:rubgr:5162,Keywords,1,"Bainton, Roland H."
ca91ea26-bfff-5961-b894-6c9ee193d370,tg:rubgr:114,Keywords,1,Ovidius
ca91ea26-bfff-5961-b894-6c9ee193d370,tg:rubgr:114,Keywords,2,"Sandrart, Joachim von (I)"
1bfd422b-a965-5329-80ec-6b9c115326a0,tg:rubgr:4323,Keywords,1,"Benesch, Otto"
1bfd422b-a965-5329-80ec-6b9c115326a0,tg:rubgr:4323,Keywords,2,"Künstler, Gustav"
b5d318c1-92cc-529c-b8bf-5fc95b85f822,tg:rubgr:544,Keywords,1,Brueghel (familie)
b5d318c1-92cc-529c-b8bf-5fc95b85f822,tg:rubgr:544,Keywords,2,tekenkunst
b5d318c1-92cc-529c-b8bf-5fc95b85f822,tg:rubgr:544,Keywords,3,prentkunst
4be9794c-7606-5427-92b3-6e6d080d739a,tg:rubgr:4773,Keywords,1,"Wescher, Paul"
4be9794c-7606-5427-92b3-6e6d080d739a,tg:rubgr:4773,Keywords,2,"Dyce, Alexander"
4be9794c-7606-5427-92b3-6e6d080d739a,tg:rubgr:4773,Keywords,3,"Londen, Victoria and Albert Museum"
f73514f1-de28-5280-8ecc-9c1fbde601b3,tg:rubgr:1571,Keywords,1,"Neyt, Herman de"
40189370-01c3-5982-aeec-5434c24c8238,tg:rubgr:4289,Keywords,1,"Hogenberg, Nikolaus"
40189370-01c3-5982-aeec-5434c24c8238,tg:rubgr:4289,Keywords,2,"Winkler, Friedrich"
2abdd3d5-1967-5aae-8a6b-faabb470c5e4,tg:rubgr:3059,Keywords,1,"Valckenisse, Philips"
554fbee3-13b6-57bb-917a-21005ddbaa19,tg:rubgr:1064,Keywords,1,"Passe, Crispijn I de"
554fbee3-13b6-57bb-917a-21005ddbaa19,tg:rubgr:1064,Keywords,2,Ernst van Oostenrijk (aartshertog)
554fbee3-13b6-57bb-917a-21005ddbaa19,tg:rubgr:1064,Keywords,3,volkskunde
bc8ad971-ce20-5948-98ef-d2e7055ed81e,tg:rubgr:4266,Keywords,1,"Bles, Herri met de"
238d536a-8d56-5627-b033-0f79ff860437,tg:rubgr:401,Keywords,1,"Baldung, Hans"
238d536a-8d56-5627-b033-0f79ff860437,tg:rubgr:401,Keywords,2,prentkunst
238d536a-8d56-5627-b033-0f79ff860437,tg:rubgr:401,Keywords,3,"Ammann, Edith"
f2502373-1d2b-59a8-b7ba-cb832b6ddd94,tg:rubgr:1967,Keywords,1,"Pieper, Paul"
d45e258c-a093-57fe-af30-ab959cb9fe33,tg:rubgr:2648,Keywords,1,"Savery, Jacob (I)"
d45e258c-a093-57fe-af30-ab959cb9fe33,tg:rubgr:2648,Keywords,2,"Dyce, Alexander"
d45e258c-a093-57fe-af30-ab959cb9fe33,tg:rubgr:2648,Keywords,3,"Londen, Victoria and Albert Museum"
b0eb9d3f-7fd9-59d2-a258-45e2ae12157b,tg:rubgr:952,Keywords,1,"Seilern, Antoine"
beb9e1ee-b31c-5f57-b279-ceb5d9592e46,tg:rubgr:2218,Keywords,1,"Londen, Witt Library"
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,Keywords,1,"Gall, Ernst"
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,Keywords,2,"Griessmaier, Viktor"
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,Keywords,3,"Klauner, Friderike"
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,Keywords,4,"Schlosser, Julius von"
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,Keywords,5,"Sedlmayr, Hans"
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,Keywords,6,"Swoboda, Karl M."
b289c2fd-eda6-5ff4-9cf4-c55f1ac726ae,tg:rubgr:5027,Keywords,7,"Wilde, Johannes"
c0c2274e-bdab-58ea-bcad-e2a8504ee50f,tg:rubgr:728,Keywords,1,archeologie
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,1,"Pannemaker, Willem de"
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,2,"Vermeyen, Jan Cornelisz."
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,3,wandtapijten
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,4,tekenkunst
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,5,Maria van Hongarije
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,6,Ernst van Oostenrijk (aartshertog)
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,7,"Calvert, Albert F."
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,8,"Göbel, Heinrich"
d49da1c6-23a5-5e19-806c-00b4cdf6766c,tg:rubgr:682,Keywords,9,"Londen, National Gallery of Art"
b5ae5c1d-16b4-5bbc-934d-39b21ae29bba,tg:rubgr:3370,Keywords,1,"Goldscheider, Ludwig"
b5ae5c1d-16b4-5bbc-934d-39b21ae29bba,tg:rubgr:3370,Keywords,2,"Grafe, I."
9a8a8e81-ad78-5586-8f6e-cbedc83cf5b4,tg:rubgr:2998,Keywords,1,"Anthoine, Jean-Baptiste"
37dfb7e8-1907-56a3-8523-c1184e5e3a0a,tg:rubgr:378,Keywords,1,"Pächt, Otto"
a6478a6f-a779-5a4d-84f6-1f1140798741,tg:rubgr:2131,Keywords,1,"Granvelle, Antoine Perrenot de"
a6478a6f-a779-5a4d-84f6-1f1140798741,tg:rubgr:2131,Keywords,2,"Curtoni, Giovanni Pietro"
a6478a6f-a779-5a4d-84f6-1f1140798741,tg:rubgr:2131,Keywords,3,"Campori, Giuseppe"
a6478a6f-a779-5a4d-84f6-1f1140798741,tg:rubgr:2131,Keywords,4,"Castan, Auguste"
17fad3cb-2606-5932-990c-7c298181d17f,tg:rubgr:2561,Keywords,1,"Heim-Gairac, G."
17fad3cb-2606-5932-990c-7c298181d17f,tg:rubgr:2561,Keywords,2,Adviezen
98f5ae4c-2f9f-570a-8f3a-6a308772306f,tg:rubgr:2074,Keywords,1,"Bol, Hans"
98f5ae4c-2f9f-570a-8f3a-6a308772306f,tg:rubgr:2074,Keywords,2,"Valckenborch, Lucas van"
98f5ae4c-2f9f-570a-8f3a-6a308772306f,tg:rubgr:2074,Keywords,3,"Wied, Alexander"
98f5ae4c-2f9f-570a-8f3a-6a308772306f,tg:rubgr:2074,Keywords,4,"Weimar, Kunstsammlungen zu Weimar, Schloßmuseum"
1975b94b-819b-56a6-9c63-a99209cc61ff,tg:rubgr:2424,Keywords,1,"Koetser, Leonard F."
a4a2e583-c2cb-51dd-a8c1-c354c90ec334,tg:rubgr:397,Keywords,1,Dante
a4a2e583-c2cb-51dd-a8c1-c354c90ec334,tg:rubgr:397,Keywords,2,Lucifer
eb416dbc-d5c1-56d1-a803-55f3e137ff8b,tg:rubgr:3665,Keywords,1,"Münz, Ludwig"
39f69ac4-ae30-58a4-a1e7-24ca4b1482d7,tg:rubgr:2977,Keywords,1,"Sadeler, Aegidius"
39f69ac4-ae30-58a4-a1e7-24ca4b1482d7,tg:rubgr:2977,Keywords,2,"Spranger, Bartholomeus"
